DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6083;P6083S1;P6081;P6081S1;P6080;P6080S1;P6070;P6071;P6071S1;P3147S1;P3147S2;P3147S3;P3147S4;P3147S5;P3147S6;P3147S7;P3147S8;P3147S9;P3147S10;P3147S10A1;P3147S11;P3246;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;AREA;ESC;MES;DPTO;fex_c_2011
5574287;1;5;1;10;5;1;12;1958;62;5;2;;3;;6;;4;;;;;;1;;;;;;;;;;2;1;120;;;;2;1;2;;3;1;;;54;1;10;54;657.07791396
5574288;1;1;1;10;1;1;1;1958;63;1;3;;3;;6;;2;1;2;1;1;1;1;;;;;;;;;2;1;;;3;;;2;1;2;;3;5;;;54;5;10;54;486.28839899
5574288;1;2;1;10;2;2;8;1963;58;2;3;;3;;6;;2;1;1;1;1;1;;;;;;;;;;;1;;;3;;;2;1;2;;3;3;;;54;3;10;54;486.28839899
5574288;1;3;1;10;2;1;7;2013;8;4;2;;3;;6;;;;;;;;;;;;;;;;;;1;;;3;;;2;1;1;1;3;1;;;54;1;10;54;486.28839899
5574288;1;4;1;10;2;1;3;2005;16;5;2;;2;;6;;6;;;;;;;;;;1;;;;;;1;;;3;;;2;1;1;1;4;9;;;54;9;10;54;486.28839899
5574289;1;1;1;10;1;1;11;1963;57;1;3;;3;;6;;2;1;2;;;;;;;;;;;;1;2;1;;;3;;;2;1;2;;4;6;;;54;6;10;54;423.42547167
5574289;1;2;1;10;2;2;8;1964;57;2;2;;3;;6;;2;1;1;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;3;4;;;54;4;10;54;423.42547167
5574289;1;3;1;10;3;2;7;2002;19;4;2;;2;;6;;6;;;;;;;;;;;;;;1;;1;;;3;;;2;1;1;1;6;0;2;2;54;11;10;54;423.42547167
5574290;1;1;1;10;1;2;10;1982;39;1;1;3;3;;6;;4;;;;1;1;1;;;;;;;;;1;1;;;3;;;2;1;2;;4;9;;;54;9;10;54;289.36776858
5574290;1;2;1;10;1;1;2;2005;16;3;1;1;2;;6;;6;;;;;;;;;;1;;;;;;1;;;3;;;2;1;1;1;5;10;1;;54;10;10;54;289.36776858
5574290;1;3;1;10;3;2;3;1950;71;5;3;;3;;6;;5;;;;1;1;;;;;;;;;;;1;;;3;;;2;1;2;;3;5;;;54;5;10;54;289.36776858
5574291;1;1;1;10;1;2;1;2000;21;1;2;;2;;6;;4;;;1;1;1;;;;;;1;;;;1;1;;;1;5;;2;1;2;;5;11;2;;54;11;10;54;361.55050303
5574291;1;2;1;10;1;2;12;2034;86;5;3;;3;;6;;5;;;;;;;;;;;1;;;;;1;;;3;;;2;2;2;;1;0;;;54;0;10;54;361.55050303
5574292;1;1;1;10;1;1;3;1979;42;1;2;;2;;6;;2;1;2;1;;1;1;;;;;1;;;;2;1;;;3;;;2;1;2;;4;8;;;54;8;10;54;447.51897933
5574292;1;2;1;10;2;2;7;1979;42;2;2;;2;;6;;2;1;1;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;5;11;2;;54;11;10;54;447.51897933
5574292;1;3;1;10;3;1;3;2002;19;3;1;2;1;1;6;;6;;;;;;;;;;1;1;;;;;1;;;1;4;;2;1;1;1;6;1;2;2;54;12;10;54;447.51897933
5574292;1;4;1;10;2;1;12;2018;2;3;1;2;1;1;6;;;;;;;;;;;;;;;;;;1;;;3;;;2;;;;;;;;54;;10;54;447.51897933
5574294;1;1;1;10;4;2;12;1971;49;1;2;;2;;6;;2;1;2;;;;;;;;;;;;1;2;1;;;1;1;36800;2;1;2;;3;5;;;54;5;10;54;346.93712709
5574294;1;2;1;10;4;1;2;1968;53;2;3;;3;;6;;2;1;1;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;4;7;;;54;7;10;54;346.93712709
5574294;1;3;1;10;4;1;6;2007;14;3;1;1;1;2;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;1;4;7;;;54;7;10;54;346.93712709
5574294;1;4;1;10;4;2;9;1996;25;3;1;1;1;2;6;;2;1;5;;;;;;;;;;;;1;;1;;;1;5;;2;1;1;2;6;0;2;2;54;11;10;54;346.93712709
5574294;1;5;1;10;5;1;3;1993;28;5;2;;2;;6;;2;1;4;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;5;11;2;;54;11;10;54;346.93712709
5574294;1;6;1;10;6;1;5;2014;7;4;1;4;1;5;6;;;;;;;;;;;;;;;;;;1;;;3;;;2;1;1;1;3;0;;;54;0;10;54;346.93712709
5574295;1;1;1;10;1;1;6;1974;47;1;2;;2;;6;;1;1;2;;;1;;;;1;;1;;;;2;1;;;2;2;60000;2;1;2;;5;11;2;;54;11;10;54;347.38145892
5574295;1;2;1;10;2;2;9;1988;33;2;2;;2;;6;;1;1;1;;;;;;;;;1;;;;;1;;;3;;;2;1;2;;4;7;;;54;7;10;54;347.38145892
5574297;1;1;1;10;1;1;8;1980;41;1;2;;2;;6;;2;1;2;1;;;;;;1;;;;;;2;1;;;3;;;2;1;2;;5;11;2;;54;11;10;54;647.9747735
5574297;1;2;1;10;2;2;9;1984;37;2;2;;2;;6;;2;1;1;1;;;;;;;;;;;;;1;;;3;;;2;1;2;;6;1;2;2;54;12;10;54;647.9747735
5574297;1;3;1;10;1;1;10;2008;13;3;1;2;1;1;6;;6;;;1;;;;;;;;;;;;;1;;;3;;;2;1;1;1;4;0;;;54;5;10;54;647.9747735
5574297;1;4;1;10;1;1;6;2010;11;3;1;2;1;1;6;;6;;;1;;;;;;;;;;;;;1;;;3;;;2;1;1;1;3;3;;;54;3;10;54;647.9747735
5574297;1;5;1;10;1;2;2;2013;8;3;1;2;1;1;6;;;;;;;;;;;;;;;;;;1;;;3;;;2;1;1;1;3;1;;;54;1;10;54;647.9747735
5574298;1;1;1;10;1;1;1;1972;49;1;3;;2;;6;;2;1;2;;;;1;;;;;1;;;;1;1;;;1;1;36600;2;1;2;;4;8;;;54;8;10;54;400.15328711
5574298;1;2;1;10;2;2;3;1979;42;2;2;;2;;6;;2;1;1;1;;1;1;;;;;;;;;;1;;;1;1;36600;2;1;2;;3;5;;;54;5;10;54;400.15328711
5574298;1;3;1;10;2;1;9;2005;16;3;1;2;1;1;6;;6;;;;;;;;;;1;1;;;;;1;;;1;5;;2;1;1;1;4;9;;;54;9;10;54;400.15328711
5574299;1;1;1;10;1;1;6;1968;53;1;3;;3;;6;;2;1;2;;;;;;;;;;;;1;1;1;;;1;1;36800;2;1;2;;6;3;3;;54;14;10;54;400.15328711
5574299;1;2;1;10;2;2;11;1977;43;2;2;;2;;6;;2;1;1;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;5;11;2;;54;11;10;54;400.15328711
5574299;1;3;1;10;3;1;4;2006;15;3;1;2;2;;6;;6;;;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;4;7;;;54;7;10;54;400.15328711
5574300;1;1;1;10;1;2;8;1985;36;1;2;;3;;6;;4;;;;;;1;;;1;;1;;;;1;1;;;3;;;2;1;2;;5;11;2;;54;11;10;54;465.82699801
5574300;1;2;1;10;1;1;9;2003;18;3;1;1;2;;6;;6;;;;;;;;;;1;;;;;;1;;;3;;;2;1;1;1;5;10;1;;54;10;10;54;465.82699801
5574300;1;3;1;10;1;1;4;2007;14;3;1;1;2;;6;;6;;;;;;;;;;1;;;;;;1;;;3;;;2;1;1;1;4;6;;;54;6;10;54;465.82699801
5574301;1;1;1;10;1;2;1;1978;43;1;3;;3;;6;;4;;;1;;;;;;;;;;;;2;1;;;2;1;120000;2;1;2;;6;5;4;;54;16;10;54;397.55793473
5574301;1;2;1;10;1;2;2;2002;19;3;1;1;2;;6;;6;;;1;;;;;;;;;;;;;1;;;2;5;;2;1;2;;5;11;2;;54;11;10;54;397.55793473
5574302;1;1;1;10;2;1;9;1976;45;1;2;;3;;6;;3;1;2;;;;1;;;;;;;;;2;1;;;1;3;113566;2;1;2;;5;11;2;;54;11;10;54;437.42788021
5574302;1;2;1;10;2;2;4;1980;41;2;2;;2;;6;;3;1;1;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;5;11;2;;54;11;10;54;437.42788021
5574302;1;3;1;10;2;1;3;2000;21;3;1;2;1;1;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;2;6;3;2;2;54;14;10;54;437.42788021
5574302;1;4;1;10;2;2;7;2006;15;3;1;2;1;1;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;1;4;9;;;54;9;10;54;437.42788021
5574303;1;1;1;10;1;2;10;1959;62;1;3;;3;;6;;4;;;;;;;;;;;;;;1;2;1;;;3;;;2;1;2;;4;8;;;54;8;10;54;324.27590993
5574304;1;1;1;10;1;2;8;1965;56;1;1;3;2;;6;;2;1;2;;;;;;;;;;;;1;2;1;;;1;2;98;2;1;2;;6;5;4;;54;16;10;54;223.98165558
5574304;1;2;1;10;1;1;4;1989;32;2;2;;2;;6;;2;1;1;;;;1;;;;;1;;;;;1;;;1;3;99;2;1;2;;5;11;2;;54;11;10;54;223.98165558
5574304;1;3;1;10;1;2;4;2037;84;5;3;;3;;6;;4;;;;;;;;;;;;;;1;;1;;;1;2;98;2;1;2;;5;11;2;;54;11;10;54;223.98165558
5574305;1;1;1;10;1;1;4;1977;44;1;2;;2;;6;;2;1;2;;1;1;1;;;;;;;;;2;1;;;1;3;113566;2;1;2;;5;11;2;;54;11;10;54;432.02174424
5574305;1;2;1;10;1;2;10;1987;34;2;2;;2;;6;;2;1;1;1;;1;1;;;;;;;;;;1;;;1;5;;2;1;2;;6;5;4;;54;16;10;54;432.02174424
5574305;1;3;1;10;1;2;7;2008;13;3;1;2;1;1;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;2;4;7;;;54;7;10;54;432.02174424
5574305;1;4;1;10;1;1;10;2021;0;3;1;2;1;1;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;;;;;;;;54;;10;54;432.02174424
5574306;1;1;1;10;3;2;10;1983;38;1;2;;2;;6;;3;1;2;;;;;;;;;;;;1;2;1;;;2;1;80000;2;1;2;;6;10;5;;54;21;10;54;437.42788021
5574306;1;2;1;10;3;1;12;1979;41;2;2;;2;;6;;3;1;1;;;;1;;;;;;;;;;1;;;2;5;;2;1;2;;5;11;2;;54;11;10;54;437.42788021
5574306;1;3;1;10;3;1;3;2001;20;3;1;1;1;2;6;;6;;;;;;;;;;1;;;;;;1;;;2;5;;2;1;1;1;6;2;2;2;54;13;10;54;437.42788021
5574306;1;4;1;10;3;2;12;2006;14;3;1;1;1;2;6;;6;;;;;;;;;;1;;;;;;1;;;2;5;;2;1;1;1;4;8;;;54;8;10;54;437.42788021
5574310;1;1;1;10;1;1;12;1956;64;1;3;;3;;6;;3;1;2;;;;;;;;;;;;1;2;1;;;1;2;109000;2;1;2;;3;5;;;54;5;10;54;386.15087858
5574310;1;2;1;10;1;2;6;1956;65;2;3;;2;;6;;3;1;1;;;;;;;;;;;;1;;1;;;1;2;240000;2;1;2;;5;11;2;;54;11;10;54;386.15087858
5574311;1;1;1;10;1;2;1;1965;56;1;3;;3;;6;;4;;;;;;;;;;;1;;;;1;1;;;3;;;2;1;2;;1;0;;;54;0;10;54;324.27590993
5574312;1;1;1;10;1;2;10;1960;61;1;2;;3;;6;;4;;;;;;;;;;;;;;1;2;1;;;3;;;2;1;2;;4;7;;;54;7;10;54;289.36776858
5574312;1;2;1;10;1;2;5;1988;33;3;1;1;3;;6;;6;;;;;;1;;;;;;;;;;1;;;3;;;2;1;2;;5;11;2;;54;11;10;54;289.36776858
5574312;1;3;1;10;1;1;4;2003;18;3;1;1;3;;6;;6;;;;;;;;;;1;;;;;;1;;;3;;;2;1;1;1;6;1;2;2;54;12;10;54;289.36776858
5574315;1;1;1;10;1;2;9;1964;57;1;3;;3;;6;;4;;;;;;1;;;;;;;;;1;1;;;1;5;;2;1;2;;4;9;;;54;9;10;54;324.27590993
5574316;1;1;1;10;1;1;4;1988;33;1;2;;2;;6;;2;1;2;;;;;;;;;;;;1;2;1;;;1;1;36800;2;1;2;;5;11;2;;54;11;10;54;259.70148938
5574316;1;2;1;10;2;2;1;1985;36;2;2;;3;;6;;2;1;1;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;4;7;;;54;7;10;54;259.70148938
5574316;1;3;1;10;3;2;3;1994;27;5;2;;2;;6;;6;;;;;;;;;;;;;;1;;1;;;3;;;2;1;1;2;6;4;2;2;54;15;10;54;259.70148938
5574317;1;1;1;10;1;1;5;1994;27;1;2;;2;;6;;6;;;;;;1;;;;;;;;;1;2;2;;;;;2;1;2;;4;8;;;54;8;10;54;435.06142846
5574318;1;1;1;10;1;2;8;1996;25;1;2;;2;;6;;6;;;1;;;;;;;;1;;;;2;1;;;1;1;40000;2;1;2;;5;11;2;;54;11;10;54;360.28334163
5574319;1;1;1;10;1;2;9;1998;23;1;2;;2;;6;;6;;;;;;;;;;;;;;1;2;1;;;1;1;36000;2;1;2;;5;11;2;;54;11;10;54;485.23790426
5574320;1;1;1;10;1;1;6;1978;43;1;2;;2;;6;;3;1;2;;;;;;;;;;;;1;2;1;;;1;1;52000;2;1;2;;6;3;3;;54;14;10;54;437.42788021
5574320;1;2;1;10;2;2;9;1977;44;2;2;;3;;6;;3;1;1;;;;;;;;;;;;1;;1;;;1;1;36000;2;1;2;;6;3;3;;54;14;10;54;437.42788021
5574320;1;3;1;10;2;1;4;2003;18;3;1;2;1;1;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;1;6;0;2;2;54;11;10;54;437.42788021
5574320;1;4;1;10;2;2;11;2008;13;3;1;2;1;1;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;1;4;6;;;54;6;10;54;437.42788021
5574322;1;1;1;10;1;1;6;1963;58;1;3;;3;;6;;3;1;2;1;;;1;;;;;;;;;2;1;;;1;3;99;2;1;2;;6;5;4;;54;16;10;54;386.15087858
5574322;1;2;1;10;2;2;11;1964;56;2;2;;3;;6;;3;1;1;1;;;;;;;;;;;;;1;;;1;1;99;2;1;2;;6;6;5;;54;17;10;54;386.15087858
5574399;1;1;1;10;1;2;5;2038;83;1;3;;3;;6;;6;;;;;;;;;;;;;;1;1;1;;;3;;;2;1;2;;3;3;;;66;3;10;66;201.41142127
5574399;1;2;1;10;2;1;7;2049;72;5;3;;3;;6;;6;;;;;;;;;;;;;;1;;1;;;3;;;2;2;2;;1;0;;;66;0;10;66;201.41142127
5574399;1;3;1;10;3;1;3;2047;74;5;3;;3;;6;;4;;;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;3;3;;;66;3;10;66;201.41142127
5574399;1;4;1;10;4;1;8;1951;70;5;3;;3;;6;;4;;;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;3;2;;;66;2;10;66;201.41142127
5574400;1;1;1;10;1;2;1;1983;38;1;2;;2;;6;;4;;;;;;1;;;;;;;;;2;1;;;1;3;113600;2;1;2;;5;11;2;;66;11;10;66;319.88364473
5574400;1;2;1;10;2;2;8;2004;17;3;1;1;2;;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;1;6;0;2;2;66;11;10;66;319.88364473
5574400;1;3;1;10;3;1;11;2007;14;3;1;1;2;;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;1;4;7;;;66;7;10;66;319.88364473
5574401;1;1;1;10;1;2;9;1953;68;1;3;;3;;6;;4;;;;;;;;;;;;;;1;1;1;;;3;;;2;1;2;;3;1;;;66;1;10;66;272.24560221
5574401;1;2;1;10;2;2;2;1983;38;3;1;1;2;;6;;4;;;;;;;;;1;;;;;;;1;;;3;;;2;1;2;;4;8;;;66;8;10;66;272.24560221
5574401;1;3;1;10;3;2;2;2000;21;4;1;2;2;;6;;6;;;;;;;;;1;;;;;;;1;;;3;;;2;1;2;;5;11;2;;66;11;10;66;272.24560221
5574402;1;1;1;10;1;1;7;1953;68;1;3;;3;;6;;2;1;2;;;;1;;;1;;;;;;1;1;;;3;;;2;1;2;;3;3;;;66;3;10;66;284.82007352
5574402;1;2;1;10;2;2;3;1951;70;2;3;;3;;6;;2;1;1;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;3;2;;;66;2;10;66;284.82007352
5574403;1;1;1;10;1;2;3;2048;73;1;3;;3;;6;;4;;;;;;;;;;;;;;1;2;1;;;1;5;;2;1;2;;3;4;;;66;4;10;66;315.48823456
5574403;1;2;1;10;2;1;12;1969;51;3;1;1;2;;6;;6;;;;;;;;;;;;;;1;;1;;;1;1;36341;2;1;2;;3;5;;;66;5;10;66;315.48823456
5574403;1;3;1;10;3;2;8;1975;46;3;1;1;2;;6;;2;1;4;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;3;5;;;66;5;10;66;315.48823456
5574403;1;4;1;10;4;1;4;1985;36;5;2;;2;;6;;2;1;3;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;3;5;;;66;5;10;66;315.48823456
5574404;1;1;1;10;1;1;11;1970;51;1;3;;3;;6;;2;1;2;;;;;;;;;;;;1;2;1;;;1;3;113600;2;1;1;2;5;11;2;;66;11;10;66;323.21612623
5574404;1;2;1;10;2;2;3;1976;45;2;2;;3;;6;;2;1;1;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;5;11;2;;66;11;10;66;323.21612623
5574404;1;3;1;10;3;1;9;2000;21;3;1;2;1;1;6;;2;1;4;;;;;;;;;;;;1;;1;;;1;5;;2;1;1;2;6;1;2;2;66;12;10;66;323.21612623
5574404;1;4;1;10;4;2;8;2001;20;5;2;;2;;6;;2;1;3;;;;;;;;;;;;1;;1;;;1;5;;2;1;1;1;6;0;2;2;66;11;10;66;323.21612623
5574405;1;1;1;10;1;1;6;1975;46;1;2;;3;;6;;4;;;;;;1;;;;;;;;;2;1;;;3;;;2;1;2;;5;11;2;;66;11;10;66;406.15532404
5574406;1;1;1;10;2;2;1;1957;64;1;3;;3;;6;;4;;;;;;;;;;;;;;1;2;1;;;2;2;144000;2;1;2;;6;5;4;;66;16;10;66;333.0127817
5574406;1;2;1;10;2;1;7;1990;31;3;1;1;2;;6;;6;;;;;;;;;;1;;;;;;1;;;1;3;113600;2;1;1;1;6;0;2;2;66;11;10;66;333.0127817
5574407;1;1;1;10;1;2;8;1975;46;1;2;;3;;6;;4;;;;;;;;;;;;;;1;2;1;;;1;3;113600;2;1;2;;6;3;3;;66;14;10;66;337.10558721
5574407;1;2;1;10;2;1;12;2032;88;5;3;;3;;6;;5;;;;;;;;;;;;;;1;;1;;;1;2;109023;2;1;2;;3;4;;;66;4;10;66;337.10558721
5574408;1;1;1;10;1;2;7;1992;29;1;2;;2;;6;;2;1;2;;1;1;;;;;;;;;;2;1;;;1;1;38000;2;1;2;;6;5;4;;66;16;10;66;359.79379557
5574408;1;2;1;10;2;1;6;1985;36;2;2;;2;;6;;2;1;1;1;1;1;;;;;;;;;;;1;;;1;5;;2;1;2;;6;2;3;;66;13;10;66;359.79379557
5574408;1;3;1;10;3;1;7;2009;12;3;1;1;2;;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;1;4;0;;;66;5;10;66;359.79379557
5574409;1;1;1;10;1;1;11;1951;69;1;3;;3;;6;;6;;;;;;;;;;;;;;1;2;1;;;1;2;109000;2;1;2;;4;6;;;66;6;10;66;340.43806872
5574409;1;2;1;10;2;1;11;1978;42;3;2;;1;1;6;;3;1;3;1;;;1;;;1;;;;;;;1;;;3;;;2;1;1;2;6;3;3;;66;14;10;66;340.43806872
5574409;1;3;1;10;3;2;12;1981;39;5;2;;2;;6;;3;1;2;1;;;1;;;;;;;;;;1;;;3;;;2;1;2;;6;5;4;;66;16;10;66;340.43806872
5574410;1;1;1;10;1;1;5;1972;49;1;3;;3;;6;;3;1;2;;;;;;;;;;;;1;1;1;;;3;;;2;1;2;;3;3;;;66;3;10;66;333.0127817
5574410;1;2;1;10;2;2;4;1963;58;2;3;;2;;6;;3;1;1;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;5;11;2;;66;11;10;66;333.0127817
5574411;1;1;1;10;1;2;3;1963;58;1;3;;3;;6;;4;;;;;;;;;;;;;;1;2;1;;;1;2;109000;2;1;2;;4;9;;;66;9;10;66;645.72575703
5574411;1;2;1;10;2;2;2;1979;42;3;1;1;2;;6;;2;1;3;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;4;8;;;66;8;10;66;645.72575703
5574411;1;3;1;10;3;1;6;1986;35;5;2;;2;;6;;2;1;2;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;5;11;2;;66;11;10;66;645.72575703
5574411;1;4;1;10;2;1;12;2010;10;4;1;2;1;3;6;;6;;;;;;;;;;1;;;;;;1;;;3;;;2;1;1;1;3;4;;;66;4;10;66;645.72575703
5574411;1;5;1;10;2;2;9;2014;7;4;1;2;1;3;6;;;;;;;;;;;;;;;;;;1;;;3;;;2;2;1;1;3;0;;;66;0;10;66;645.72575703
5574411;1;6;1;10;6;1;2;1961;60;5;3;;3;;6;;4;;;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;3;3;;;66;3;10;66;645.72575703
5574412;1;1;1;10;1;2;5;1954;67;1;3;;3;;6;;5;;;;;;;;;;;;;;1;2;1;;;1;5;;2;1;2;;5;11;2;;66;11;10;66;312.15575305
5574412;1;2;1;10;2;1;5;1970;51;3;1;1;3;;6;;4;;;;;;;;;;;;;;1;;1;;;1;1;36341;2;1;2;;5;11;2;;66;11;10;66;312.15575305
5574412;1;3;1;10;3;2;8;1976;45;3;1;1;3;;6;;6;;;1;;;;;;;;;;;;;1;;;1;1;36200;2;1;2;;6;5;4;;66;16;10;66;312.15575305
5574413;1;1;1;10;1;2;8;2044;77;1;3;;3;;6;;4;;;1;;;;;;;;;;;;2;1;;;1;2;72682;2;1;2;;5;11;2;;66;11;10;66;333.0127817
5574413;1;2;1;10;2;1;7;1981;40;3;1;1;2;;6;;4;;;;1;1;;;;;;;;;;;1;;;3;;;2;1;2;;5;11;2;;66;11;10;66;333.0127817
5574414;1;1;1;10;1;2;2;1995;26;1;2;;2;;6;;6;;;;;;;;;;;;;;1;2;1;;;1;1;100000;2;1;2;;6;5;4;;66;16;10;66;381.96581389
5574415;1;1;1;10;1;1;2;2041;80;1;3;;3;;6;;2;1;2;;;;;;;;;;;;1;2;1;;;3;;;2;1;2;;3;5;;;66;5;10;66;263.96304487
5574415;1;2;1;10;2;2;12;1958;62;2;2;;3;;6;;2;1;1;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;5;11;2;;66;11;10;66;263.96304487
5574415;1;3;1;10;3;2;9;1990;31;3;1;2;1;1;6;;6;;;;;;1;1;;;;;;;;;1;;;3;;;2;1;2;;5;11;2;;66;11;10;66;263.96304487
5574416;1;1;1;10;1;1;3;2044;77;1;3;;3;;6;;2;1;2;;;;;;;;;;;;1;2;1;;;1;2;109023;2;1;2;;3;3;;;66;3;10;66;284.82007352
5574416;1;2;1;10;2;2;11;1956;64;2;3;;3;;6;;2;1;1;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;4;6;;;66;6;10;66;284.82007352
5574417;1;1;1;10;1;1;4;1956;65;1;1;2;3;;6;;4;;;;;;;;;;;;;;1;2;1;;;3;;;2;1;2;;3;5;;;66;5;10;66;284.82007352
5574417;1;2;1;10;1;2;1;2040;81;5;3;;3;;6;;5;;;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;3;3;;;66;3;10;66;284.82007352
5574418;1;1;1;10;1;2;8;1960;61;1;3;;3;;6;;3;1;2;;;;;;;;;;;;1;2;1;;;1;2;98000;2;1;2;;5;11;2;;66;11;10;66;288.15255502
5574418;1;2;1;10;2;1;1;2038;83;2;3;;3;;6;;3;1;1;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;3;3;;;66;3;10;66;288.15255502
5574418;1;3;1;10;3;1;4;1993;28;3;1;1;1;2;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;1;6;4;2;2;66;15;10;66;288.15255502
5574419;1;1;1;10;1;1;3;2044;77;1;3;;3;;6;;4;;;;;;;;;;;;;;1;2;1;;;1;2;350000;2;1;2;;6;12;5;;66;23;10;66;357.96261586
5574420;1;1;1;10;1;2;3;1960;61;1;3;;3;;6;;6;;;;;;;;;;;;;;1;2;1;;;1;1;200000;2;1;2;;6;6;5;;66;17;10;66;329.6803002
5574421;1;1;1;10;1;1;8;1955;66;1;3;;3;;6;;3;1;2;;;;;;;;;;;;1;2;1;;;1;1;120000;2;1;2;;6;5;4;;66;16;10;66;284.82007352
5574421;1;2;1;10;1;2;2;1959;62;2;3;;3;;6;;3;1;1;;;;;;;;;;;;1;;1;;;1;3;113600;2;1;2;;6;5;4;;66;16;10;66;284.82007352
5574422;1;1;1;10;1;1;12;2047;73;1;3;;3;;6;;3;1;2;;;;;;;;;;;;1;2;1;;;1;5;;2;1;2;;5;12;2;;66;12;10;66;284.82007352
5574422;1;2;1;10;2;2;1;1966;55;2;2;;2;;6;;3;1;1;;;;;;;;;1;;;;;1;;;1;1;100000;2;1;1;2;6;7;5;;66;18;10;66;284.82007352
5574423;1;1;1;10;1;2;6;1982;39;1;2;;2;;6;;2;1;2;;;;;;;;;;;;1;2;1;;;1;3;135000;2;1;2;;6;6;5;;66;17;10;66;624.47473074
5574423;1;2;1;10;2;1;2;1991;30;2;2;;2;;6;;2;1;1;;;;;;;;;;;;1;;1;;;1;3;80000;2;1;2;;6;5;4;;66;16;10;66;624.47473074
5574423;1;3;1;10;1;1;12;2012;8;3;1;1;2;;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;1;1;2;3;2;;;66;2;10;66;624.47473074
5574424;1;1;1;10;1;1;12;1975;45;1;2;;2;;6;;6;;;;;;;;;;;;;;1;2;1;;;1;3;149000;2;1;2;;6;5;4;;66;16;10;66;406.15532404
5574425;1;1;1;10;1;2;12;1978;42;1;3;;3;;6;;6;;;;;;;;;;;;;;1;2;1;;;1;1;200000;2;1;2;;6;7;5;;66;18;10;66;381.96581389
5574426;1;1;1;10;1;2;9;1957;64;1;3;;3;;6;;5;;;;;;;;;;;;;;1;2;1;;;1;2;250000;2;1;2;;5;11;2;;66;11;10;66;329.6803002
5574427;1;1;1;10;1;1;12;1995;25;1;2;;2;;6;;6;;;;;;;;;;;;;;1;2;1;;;1;3;200000;2;1;2;;6;7;5;;66;18;10;66;406.15532404
5574428;1;1;1;10;1;1;1;1963;58;1;2;;2;;6;;3;1;2;;;;;;;;;;;;1;2;1;;;1;1;140000;2;1;2;;6;5;4;;66;16;10;66;288.15255502
5574428;1;2;1;10;2;2;2;1966;55;2;2;;3;;6;;3;1;1;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;5;11;2;;66;11;10;66;288.15255502
5574428;1;3;1;10;3;1;11;1990;30;3;1;2;1;1;6;;6;;;;;;;;;;;;;;1;;1;;;1;1;160000;2;1;1;1;6;5;4;;66;16;10;66;288.15255502
5574429;1;1;1;10;1;2;6;1971;50;1;3;;3;;6;;4;;;1;;;1;;1;;;;;;;1;1;;;3;;;2;1;2;;4;7;;;66;7;10;66;348.72062605
5574429;1;2;1;10;2;2;7;2002;19;3;1;1;2;;6;;6;;;;;;;1;;;;;;;;;1;;;3;;;2;1;2;;5;11;2;;66;11;10;66;348.72062605
5574429;1;3;1;10;3;1;2;1982;39;5;3;;3;;6;;4;;;;;;;;;;;;;;1;;1;;;1;1;36341;2;1;2;;5;11;2;;66;11;10;66;348.72062605
