DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6083;P6083S1;P6081;P6081S1;P6080;P6080S1;P6070;P6071;P6071S1;P3147S1;P3147S2;P3147S3;P3147S4;P3147S5;P3147S6;P3147S7;P3147S8;P3147S9;P3147S10;P3147S10A1;P3147S11;P3246;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;AREA;ESC;MES;DPTO;fex_c_2011
5570718;1;1;1;10;1;1;8;1961;60;1;3;;3;;6;;2;1;2;;;;;;;;;;;;1;2;1;;;1;3;113565;2;1;2;;6;5;4;;05;16;10;05;1180.58449
5570718;1;2;1;10;2;2;9;1963;58;2;3;;3;;6;;2;1;1;;;;;;;;;1;;;;;1;;;1;2;145364;2;1;2;;6;5;4;;05;16;10;05;1180.58449
5570719;1;1;1;10;1;2;3;1992;29;1;2;;2;;6;;1;1;2;;;;1;;;;;;;;;2;1;;;1;1;72000;2;1;2;;6;5;4;;05;16;10;05;1447.3861566
5570719;1;2;1;10;2;1;5;1983;38;2;2;;2;;6;;1;1;1;;;;;;;;;;;;1;;1;;;1;1;36341;2;1;2;;6;5;4;;05;16;10;05;1447.3861566
5570719;1;3;1;10;3;1;10;2013;8;3;1;1;2;;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;1;1;2;3;1;;;05;1;10;05;1447.3861566
5570719;1;4;1;10;4;2;4;2047;74;5;3;;3;;6;;6;;;;;;;;;;;;;;1;;1;;;1;3;113565;2;1;2;;5;11;2;;05;11;10;05;1447.3861566
5570720;1;1;1;10;1;1;5;1960;61;1;3;;3;;6;;3;1;2;1;;1;1;;;;;;;;;2;1;;;1;5;;2;1;2;;6;5;4;;05;16;10;05;1196.7236319
5570720;1;2;1;10;2;2;1;1962;59;2;3;;3;;6;;3;1;1;;;;;;;;;;;;1;;1;;;1;3;113565;2;1;2;;6;2;3;;05;13;10;05;1196.7236319
5570720;1;3;1;10;3;2;9;1985;36;3;1;2;1;1;6;;6;;;;;;1;;;;;;;;;;1;;;1;1;120000;2;1;2;;6;8;5;;05;19;10;05;1196.7236319
5570720;1;4;1;10;4;1;12;1993;27;3;1;2;1;1;6;;6;;;;;;;;;;1;;;;;;1;;;1;1;106000;2;1;2;;6;5;4;;05;16;10;05;1196.7236319
5570720;1;5;1;10;5;1;10;1998;23;3;1;2;1;1;6;;6;;;;1;;;;;;1;1;;;;;1;;;1;5;;2;1;1;1;6;3;2;2;05;14;10;05;1196.7236319
5570721;1;1;1;10;1;1;5;1954;67;1;3;;3;;6;;6;;;;;;;;;;;;;;1;2;1;;;1;2;98;2;1;2;;6;6;3;;05;17;10;05;1170.4997021
5570721;1;2;1;10;2;2;2;1999;22;3;2;;1;1;6;;6;;;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;6;1;2;2;05;12;10;05;1170.4997021
5570721;1;3;1;10;3;1;9;2000;21;3;2;;1;1;6;;6;;;1;;;;;;;1;;;;;;1;;;1;5;;2;1;1;2;6;0;2;2;05;11;10;05;1170.4997021
5570722;1;1;1;10;2;2;9;2040;81;1;3;;3;;6;;5;;;;;;;;;;;1;;;;2;1;;;1;2;72682;2;1;2;;3;5;;;05;5;10;05;955.07688357
5570722;1;2;1;10;2;2;12;1965;55;3;1;1;3;;6;;4;;;;;1;;;;1;;1;;;;;1;;;1;5;;2;1;2;;5;11;2;;05;11;10;05;955.07688357
5570723;1;1;1;10;1;1;4;1976;45;1;2;;3;;6;;3;1;2;;;;;;;;;;;;1;2;1;;;1;1;104000;2;1;2;;6;3;3;;05;14;10;05;985.02206633
5570723;1;2;1;10;2;2;7;1980;41;2;2;;2;;6;;3;1;1;1;;;;;;;;;;;;;1;;;1;1;120000;2;1;2;;6;5;4;;05;16;10;05;985.02206633
5570723;1;3;1;10;2;2;8;2008;13;3;1;2;1;1;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;2;4;6;;;05;6;10;05;985.02206633
5570725;1;1;1;10;1;2;6;1973;48;1;2;;3;;6;;3;1;2;;;;1;;;;;;;;;2;1;;;1;5;;2;1;2;;6;3;3;;05;14;10;05;1208.3706552
5570725;1;2;1;10;2;1;10;1968;53;2;2;;3;;6;;3;1;1;;;;;;;;;;;;1;;1;;;1;1;72000;2;1;2;;6;3;3;;05;14;10;05;1208.3706552
5570726;1;1;1;10;1;1;3;1978;43;1;2;;3;;6;;3;1;2;1;;;;;;;;;;;;2;1;;;1;3;113000;2;1;2;;4;7;;;05;7;10;05;1764.2670476
5570726;1;2;1;10;2;2;2;1977;44;2;3;;2;;6;;3;1;1;1;;;;;;;;;;;;;1;;;1;5;;2;1;2;;5;11;2;;05;11;10;05;1764.2670476
5570726;1;3;1;10;1;2;1;2012;9;3;1;2;1;1;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;1;1;2;3;4;;;05;4;10;05;1764.2670476
5570726;1;4;1;10;1;1;6;2018;3;3;1;2;1;1;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;2;2;;1;0;;;05;0;10;05;1764.2670476
5570727;1;1;1;10;1;1;11;1963;58;1;3;;3;;6;;3;1;2;;;;;;;;;;;;1;2;1;;;2;2;72682;2;1;2;;6;3;3;;05;14;10;05;1255.7978116
5570727;1;2;1;10;2;2;6;1978;43;2;1;4;2;;6;;3;1;1;;;;;;;;;;;;1;;1;;;1;1;48000;2;1;2;;6;7;5;;05;18;10;05;1255.7978116
5570727;1;3;1;10;3;1;3;2004;17;3;1;2;1;1;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;1;6;1;2;1;05;12;10;05;1255.7978116
5570727;1;4;1;10;4;2;7;1960;61;5;3;;3;;6;;5;;;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;3;4;;;05;4;10;05;1255.7978116
5570728;1;1;1;10;1;1;7;1974;47;1;2;;3;;6;;3;1;2;;;;1;;;;;;;;;2;1;;;1;1;200000;2;1;2;;6;5;4;;05;16;10;05;1224.0375677
5570728;1;2;1;10;2;2;5;1974;47;2;2;;2;;6;;3;1;1;;;;1;;;;;;;;;;1;;;1;1;200000;2;1;2;;6;2;3;;05;13;10;05;1224.0375677
5570728;1;3;1;10;3;2;2;2000;21;3;1;2;1;1;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;2;6;4;2;1;05;15;10;05;1224.0375677
5570728;1;4;1;10;4;1;7;2011;10;3;1;2;1;1;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;2;3;4;;;05;4;10;05;1224.0375677
5570728;1;5;1;10;5;2;1;2036;85;5;3;;3;;6;;5;;;;;;;;;;;;;;1;;1;;;1;2;72682;2;1;2;;5;11;2;;05;11;10;05;1224.0375677
5570729;1;1;1;10;1;1;5;1969;52;1;2;;3;;6;;3;1;2;;;;;;;;;;;;1;2;1;;;1;1;132000;2;1;2;;6;5;4;;05;16;10;05;1208.3706552
5570729;1;2;1;10;2;2;3;1972;49;2;2;;2;;6;;3;1;1;;;;;;;;;;;;1;;1;;;1;1;160000;2;1;2;;5;11;2;;05;11;10;05;1208.3706552
5570730;1;1;1;10;1;2;3;1975;46;1;2;;1;3;6;;3;1;2;;;;;;;;;;;;1;2;1;;;1;5;;2;1;2;;5;11;2;;05;11;10;05;1283.7387847
5570730;1;2;1;10;2;1;4;1973;48;2;2;;2;;6;;3;1;1;;;;1;;;;;;;;;;1;;;1;3;113566;2;1;2;;5;11;2;;05;11;10;05;1283.7387847
5570730;1;3;1;10;3;1;12;1953;67;5;3;;3;;6;;4;;;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;3;4;;;05;4;10;05;1283.7387847
5570731;1;1;1;10;1;2;10;1972;49;1;2;;3;;6;;3;1;2;;;;1;;;;;;;;;2;1;;;1;5;;2;1;2;;5;11;2;;05;11;10;05;1212.4207996
5570731;1;2;1;10;2;1;2;1970;51;2;2;;3;;6;;3;1;1;1;;;;;;;;;;;;;1;;;1;1;36000;2;1;2;;5;11;2;;05;11;10;05;1212.4207996
5570731;1;3;1;10;3;1;9;1995;26;3;1;1;1;2;6;;6;;;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;6;5;4;;05;16;10;05;1212.4207996
5570731;1;4;1;10;4;1;8;1997;24;3;1;1;1;2;6;;6;;;1;;;;;;;;;;;;;1;;;1;1;48000;2;1;2;;6;5;4;;05;16;10;05;1212.4207996
5570732;1;1;1;10;1;1;10;1991;30;1;2;;2;;6;;6;;;;;;1;;;;;;;;;2;1;;;1;3;113000;2;1;2;;6;5;4;;05;16;10;05;1196.2816577
5570733;1;1;1;10;1;2;3;1965;56;1;1;3;3;;6;;3;1;2;1;;;;;;;;;;;;2;1;;;1;2;72000;2;1;2;;5;11;2;;05;11;10;05;1030.4450131
5570733;1;2;1;10;2;1;1;1963;58;2;3;;3;;6;;3;1;1;1;;;;;;;;;;;;;1;;;1;1;36000;2;1;2;;4;8;;;05;8;10;05;1030.4450131
5570733;1;3;1;10;3;2;4;2041;80;5;3;;3;;6;;5;;;1;;;;;;;;;;;;;1;;;1;3;113000;2;1;2;;4;7;;;05;7;10;05;1030.4450131
5570734;1;1;1;10;1;2;11;1971;49;1;2;;3;;6;;3;1;2;;;;;;;;;;;;1;2;1;;;1;5;;2;1;2;;5;11;2;;05;11;10;05;1212.4207996
5570734;1;2;1;10;2;1;12;1978;42;2;2;;3;;6;;3;1;1;1;;;;;;;;;;;;;1;;;1;1;36000;2;1;2;;5;11;2;;05;11;10;05;1212.4207996
5570734;1;3;1;10;3;1;4;1995;26;3;1;1;1;2;6;;6;;;;;;;;;;;;;;1;;1;;;1;1;36000;2;1;2;;5;11;2;;05;11;10;05;1212.4207996
5570734;1;4;1;10;4;1;11;2000;20;3;1;1;1;2;6;;6;;;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;4;7;;;05;7;10;05;1212.4207996
5570735;1;1;1;10;1;2;4;1990;31;1;2;;2;;6;;3;1;2;1;;;;;;;;;;;;2;1;;;1;1;36000;2;1;2;;6;3;3;;05;14;10;05;1597.5256335
5570735;1;2;1;10;2;1;8;1983;38;2;2;;2;;6;;3;1;1;1;;;;;;;;;;;;;1;;;1;1;36000;2;1;2;;6;3;3;;05;14;10;05;1597.5256335
5570735;1;3;1;10;2;1;5;2019;2;3;1;1;1;2;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;;;;;;;;05;;10;05;1597.5256335
5570736;1;1;1;10;1;1;2;1966;55;1;2;;3;;6;;3;1;2;1;;;;;;;;;;;;2;1;;;1;1;76000;2;1;2;;5;11;2;;05;11;10;05;1060.3901959
5570736;1;2;1;10;2;2;1;1967;54;2;3;;2;;6;;3;1;1;1;;;1;;;;;;;;;;1;;;1;1;36341;2;1;2;;4;8;;;05;8;10;05;1060.3901959
5570736;1;3;1;10;3;1;3;1989;32;3;1;2;1;1;6;;6;;;1;;;;;;;;;;;;;1;;;1;1;36341;2;1;2;;5;11;2;;05;11;10;05;1060.3901959
5570736;1;4;1;10;4;2;7;1998;23;3;1;2;1;1;6;;6;;;;;;;;;;1;1;;;;;1;;;1;1;36341;2;1;1;1;6;5;2;2;05;16;10;05;1060.3901959
5570737;1;1;1;10;1;2;8;1953;68;1;2;;3;;6;;4;;;;;;;;;;;1;;;;2;1;;;1;5;;2;1;2;;3;4;;;05;4;10;05;987.06800115
5570737;1;2;1;10;1;1;12;1978;42;3;1;1;2;;6;;6;;;;;;1;;;;;1;;;;;1;;;3;;;2;1;2;;5;11;2;;05;11;10;05;987.06800115
5570737;1;3;1;10;3;1;12;1986;34;3;1;1;2;;6;;6;;;;;;1;;;;;1;;;;;1;;;1;1;36341;2;1;2;;5;11;2;;05;11;10;05;987.06800115
5570738;1;1;1;10;1;1;1;1982;39;1;2;;2;;6;;2;1;2;;;1;;;;;;1;;;;2;1;;;1;1;48000;2;1;2;;5;11;2;;05;11;10;05;627.67791867
5570738;1;2;1;10;2;2;7;1981;40;2;1;5;3;;6;;2;1;1;;;1;1;;;;;1;;;;;1;;;1;5;;2;1;2;;6;2;2;2;05;13;10;05;627.67791867
5570738;1;3;1;10;2;2;4;2007;14;3;1;2;1;1;6;;6;;;;;;;;;;1;1;;;;;1;;;1;5;;2;1;1;1;4;8;;;05;8;10;05;627.67791867
5570738;1;4;1;10;2;2;3;2008;13;3;1;2;1;1;6;;6;;;;;;;;;;1;1;;;;;1;;;1;5;;2;1;1;1;4;7;;;05;7;10;05;627.67791867
5570738;1;5;1;10;5;2;4;2047;74;5;3;;3;;6;;6;;;;;;;;;;;1;;;;;1;;;1;2;72682;2;1;2;;3;5;;;05;5;10;05;627.67791867
5570739;1;1;1;10;1;1;5;1960;61;1;3;;3;;6;;3;1;2;;;;;;;1;;;;;;2;1;;;1;3;113565;2;1;2;;5;11;2;;05;11;10;05;1125.5604548
5570739;1;2;1;10;2;2;7;1962;59;2;3;;3;;6;;3;1;1;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;6;3;3;;05;14;10;05;1125.5604548
5570739;1;3;1;10;3;1;12;1995;25;3;1;2;1;1;6;;6;;;;;;;;;;;1;;;;;1;;;1;1;36341;2;1;1;1;6;4;3;;05;15;10;05;1125.5604548
5570739;1;4;1;10;4;1;5;2002;19;3;1;2;1;1;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;1;6;3;3;;05;14;10;05;1125.5604548
5570739;1;5;1;10;5;1;2;1987;34;3;1;2;1;1;6;;4;;;;;;;;;;;;;;1;;1;;;1;1;200000;2;1;2;;6;7;5;;05;18;10;05;1125.5604548
5570740;1;1;1;10;1;1;7;1958;63;1;3;;3;;6;;3;1;2;;;;;;;;;1;;;;2;1;;;1;5;;2;1;2;;3;2;;;05;2;10;05;1180.58449
5570740;1;2;1;10;2;2;12;1965;55;2;3;;2;;6;;3;1;1;;;;;;;;;1;;;;;1;;;1;5;;2;1;2;;5;11;2;;05;11;10;05;1180.58449
5570741;1;1;1;10;1;1;4;1991;30;1;2;;2;;6;;6;;;;;;1;;;;;;;;;2;1;;;1;1;132000;2;1;2;;6;7;5;;05;18;10;05;1196.2816577
5570742;1;1;1;10;1;2;8;1982;39;1;2;;2;;6;;3;1;2;1;;;;;;;;;;;;2;1;;;1;1;100000;2;1;2;;6;7;5;;05;18;10;05;1375.1120693
5570742;1;2;1;10;2;1;11;1978;42;2;3;;2;;6;;3;1;1;;;;1;;;;;;;;;;1;;;1;5;;2;1;2;;6;3;3;;05;14;10;05;1375.1120693
5570742;1;3;1;10;1;2;10;2020;1;3;1;1;1;2;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;;;;;;;;05;;10;05;1375.1120693
5570743;1;1;1;10;1;2;12;1983;37;1;2;;3;;6;;6;;;;;;1;;;;;;;;;2;1;;;1;1;172000;2;1;2;;6;7;5;;05;18;10;05;1267.4448348
5570744;1;1;1;10;1;2;10;1950;71;1;3;;3;;6;;5;;;;;;1;;;;;;;;;2;1;;;1;2;72682;2;1;2;;3;1;;;05;1;10;05;1180.58449
5570744;1;2;1;10;2;1;5;2049;72;5;3;;3;;6;;4;;;;;;1;;;;;;;;;;2;1;46;;;;2;1;2;;3;2;;;05;2;10;05;1180.58449
5570745;1;1;1;10;1;1;11;1957;63;1;2;;3;;6;;3;1;2;;;;;;;;;;;;1;2;1;;;1;1;40000;2;1;2;;5;11;2;;05;11;10;05;1133.5993078
5570745;1;2;1;10;2;2;12;1957;63;2;2;;2;;6;;3;1;1;1;;;;;;;;;;;;;1;;;1;2;120000;2;1;2;;6;7;3;;05;18;10;05;1133.5993078
5570745;1;3;1;10;3;1;2;1991;30;3;1;2;1;1;6;;6;;;1;;;;;;;;1;;;;;1;;;1;5;;2;1;2;;9;99;;;05;;10;05;1133.5993078
5570745;1;4;1;10;4;2;5;1993;28;3;1;2;1;1;6;;6;;;;;;;;;;;;;;1;;1;;;1;1;200000;2;1;2;;6;6;5;;05;17;10;05;1133.5993078
5570746;1;1;1;10;1;2;3;1956;65;1;3;;3;;6;;3;1;2;;;;;;;;;;;;1;2;1;;;1;5;;2;1;2;;6;5;4;;05;16;10;05;1192.6734875
5570746;1;2;1;10;2;1;7;2048;73;2;3;;3;;6;;3;1;1;;;;;;;;;1;;;;;1;;;1;2;120000;2;1;2;;6;7;5;;05;18;10;05;1192.6734875
5570746;1;3;1;10;3;2;5;1984;37;3;1;1;2;;6;;6;;;;;;;;;;;;;;1;;1;;;1;1;36341;2;1;2;;6;7;4;;05;18;10;05;1192.6734875
5570747;1;1;1;10;1;1;12;1986;34;1;2;;2;;6;;2;1;2;;;;;;;;;1;;;;2;1;;;1;1;98;2;1;2;;6;7;5;;05;18;10;05;1137.207478
5570747;1;2;1;10;2;1;11;1989;31;2;2;;2;;6;;2;1;1;;;1;;;;;;1;;;;;2;1;8;;;;2;1;2;;6;5;4;;05;16;10;05;1137.207478
5570748;1;1;1;10;1;1;10;1959;62;1;3;;3;;6;;3;1;2;;;;1;;;;;;;;;2;1;;;1;3;113565;2;1;2;;5;11;2;;05;11;10;05;1192.6734875
5570748;1;2;1;10;2;2;10;1959;62;2;3;;3;;6;;3;1;1;;;;;;;;;1;;;;;1;;;1;5;;2;1;2;;5;11;2;;05;11;10;05;1192.6734875
5570748;1;3;1;10;3;2;10;1991;30;3;1;2;1;1;6;;6;;;;;;;;;;;1;;;;;1;;;1;1;112000;2;1;2;;6;5;4;;05;16;10;05;1192.6734875
5570749;1;1;1;10;1;1;4;1968;53;1;3;;3;;6;;3;1;2;1;;;;;;;;;;;;2;1;;;1;1;64000;2;1;2;;5;11;2;;05;11;10;05;1346.7083008
5570749;1;2;1;10;2;2;7;1969;52;2;2;;2;;6;;3;1;1;1;;;;;;;;;;;;;1;;;1;1;36000;2;1;2;;5;11;2;;05;11;10;05;1346.7083008
5570749;1;3;1;10;3;1;6;1997;24;3;1;2;1;1;6;;6;;;;;;;;;;;;;;1;;1;;;1;5;;2;1;1;1;6;4;2;1;05;15;10;05;1346.7083008
5570749;1;4;1;10;4;1;9;1999;22;3;1;2;1;1;6;;6;;;;;;;;;;;;;;1;;1;;;1;1;36000;2;1;2;;6;5;4;;05;16;10;05;1346.7083008
5570749;1;5;1;10;5;2;7;1994;27;5;2;;2;;6;;6;;;1;;;;;;;;;;;;;1;;;1;1;68000;2;1;2;;6;2;3;;05;13;10;05;1346.7083008
5570750;1;1;1;10;1;2;11;1956;64;1;3;;3;;6;;3;1;2;;;;;;;;;;;;1;2;1;;;1;5;;2;1;2;;3;4;;;05;4;10;05;1243.7088141
5570750;1;2;1;10;2;1;3;1956;65;2;3;;3;;6;;3;1;1;;;;;;;;;;;;1;;1;;;1;2;72000;2;1;2;;3;2;;;05;2;10;05;1243.7088141
5570750;1;3;1;10;3;1;8;1997;24;3;1;1;1;2;6;;6;;;1;;;;;;;;;;;;;1;;;1;5;;2;1;2;;5;11;2;;05;11;10;05;1243.7088141
5570751;1;1;1;10;1;1;10;1953;68;1;3;;3;;6;;3;1;2;1;;;;;;;;;;;;2;1;;;1;2;72000;2;1;2;;4;7;;;05;7;10;05;1422.5392256
5570751;1;2;1;10;2;2;8;1961;60;2;3;;3;;6;;3;1;1;1;;;;;;;;;;;;;1;;;1;5;;2;1;2;;4;7;;;05;7;10;05;1422.5392256
5570751;1;3;1;10;3;2;4;1988;33;3;1;2;1;1;6;;4;;;1;;;;;;;;;;;;;1;;;1;1;36000;2;1;2;;6;2;3;;05;13;10;05;1422.5392256
5570751;1;4;1;10;4;1;8;2005;16;4;1;3;2;;6;;6;;;1;;;;;;;;;;;;;1;;;1;5;;2;1;1;1;4;8;;;05;8;10;05;1422.5392256
5570751;1;5;1;10;3;2;7;2012;9;4;1;3;2;;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;1;1;1;3;3;;;05;3;10;05;1422.5392256
5570752;1;1;1;10;1;2;11;1954;66;1;3;;2;;6;;3;1;2;;;;;;;;;;;;1;2;1;;;1;5;;2;1;2;;4;8;;;05;8;10;05;1121.5103103
5570752;1;2;1;10;2;1;9;1955;66;2;3;;3;;6;;3;1;1;;;;1;;;;;;;;;;1;;;1;2;72000;2;1;2;;5;11;2;;05;11;10;05;1121.5103103
5570752;1;3;1;10;3;1;7;1991;30;3;1;1;1;2;6;;6;;;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;6;3;3;;05;14;10;05;1121.5103103
5570753;1;1;1;10;1;1;10;2046;75;1;3;;3;;6;;3;1;2;;;1;;;;;;1;;;;2;1;;;1;2;72682;2;1;2;;3;3;;;05;3;10;05;1192.6734875
5570753;1;2;1;10;2;2;2;1951;70;2;3;;3;;6;;3;1;1;;;;;;;;;1;;;;;1;;;1;5;;2;1;2;;3;5;;;05;5;10;05;1192.6734875
5570753;1;3;1;10;3;2;5;1974;47;3;1;2;1;1;6;;6;;;;;;;;;;;1;;;;;1;;;1;3;113565;2;1;2;;6;2;3;;05;13;10;05;1192.6734875
5570754;1;1;1;10;1;2;7;2033;88;1;3;;3;;6;;5;;;;;;;;;;;;;;1;2;1;;;1;2;72682;2;2;2;;1;0;;;05;0;10;05;1258.5536113
5570754;1;2;1;10;2;1;8;1953;68;3;1;1;3;;6;;6;;;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;5;11;2;;05;11;10;05;1258.5536113
5570754;1;3;1;10;3;1;10;1957;64;3;1;1;3;;6;;6;;;;;;;;;;;;;;1;;1;;;2;1;313760;2;1;1;1;6;15;5;;05;26;10;05;1258.5536113
5570754;1;4;1;10;4;1;;;62;3;1;1;3;;6;;6;;;;1;1;1;;;;;1;;;;;1;;;1;3;113565;2;1;2;;6;5;4;;05;16;10;05;1258.5536113
5570754;1;5;1;10;5;1;;;59;3;1;1;3;;6;;6;;;;;;;;;1;;1;;;;;1;;;3;;;2;1;2;;6;3;3;;05;14;10;05;1258.5536113
5570754;1;6;1;10;6;2;1;1969;52;3;1;1;3;;6;;6;;;;;;;;;1;;1;;;;;1;;;1;5;;2;1;2;;6;4;3;;05;15;10;05;1258.5536113
5570754;1;7;1;10;7;1;4;2001;20;4;1;6;2;;6;;6;;;;;;;;;;1;1;;;;;1;;;1;5;;2;1;1;1;6;2;2;2;05;13;10;05;1258.5536113
5570754;1;8;1;10;6;2;11;2006;14;4;1;6;2;;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;1;4;8;;;05;8;10;05;1258.5536113
5570755;1;1;1;10;1;1;2;1972;49;1;2;;2;;6;;3;1;2;1;;;;;;;;;;;;2;1;;;1;1;36341;2;1;2;;4;6;;;05;6;10;05;1111.2707145
5570755;1;2;1;10;2;2;9;1980;41;2;2;;3;;6;;3;1;1;;;;;;;;;;;;1;;1;;;1;1;36341;2;1;2;;5;11;2;;05;11;10;05;1111.2707145
5570755;1;3;1;10;3;2;3;1999;22;3;1;2;1;1;6;;6;;;;;;;;;;1;;;;;;1;;;1;1;48000;2;1;2;;6;3;3;;05;14;10;05;1111.2707145
5570755;1;4;1;10;4;1;1;2002;19;3;1;2;1;1;6;;6;;;;;;;;;;1;1;;;;;1;;;1;5;;2;1;1;1;6;0;2;2;05;11;10;05;1111.2707145
5570755;1;5;1;10;4;1;11;2004;17;3;1;2;1;1;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;1;4;8;;;05;8;10;05;1111.2707145
5570756;1;1;1;10;1;1;6;1978;43;1;2;;3;;6;;2;1;2;1;;;1;;;;;;;;;1;1;;;1;3;113565;2;1;2;;6;3;3;;05;14;10;05;1764.2670476
5570756;1;2;1;10;2;2;5;1986;35;2;3;;2;;6;;2;1;1;;;;;;;;;1;;;;;2;1;24;;;;1;1;2;;6;2;3;;05;13;10;05;1764.2670476
5570756;1;3;1;10;2;1;7;2013;8;3;1;2;1;1;6;;;;;;;;;;;;;;;;;;2;1;24;;;;2;1;1;1;3;0;;;05;0;10;05;1764.2670476
5570756;1;4;1;10;2;2;6;2016;5;3;1;2;1;1;6;;;;;;;;;;;;;;;;;;2;1;24;;;;2;2;1;1;2;0;;;05;0;10;05;1764.2670476
5570757;1;1;1;10;1;1;12;1974;46;1;2;;2;;6;;6;;;;;;1;;;;;;;;;2;1;;;1;1;64000;2;1;2;;6;7;5;;05;18;10;05;1196.2816577
5570759;1;1;1;10;1;2;6;1956;65;1;3;;3;;6;;3;1;2;;;;;;;;;1;;;;2;1;;;3;;;2;1;2;;5;11;2;;13;11;10;13;431.27918096
5570759;1;2;1;10;1;1;12;1960;60;2;3;;3;;6;;3;1;1;;;;;;;;;1;;;;;1;;;1;1;44000;2;1;2;;6;2;3;;13;13;10;13;431.27918096
5570759;1;3;1;10;3;2;4;1983;38;3;1;1;1;2;6;;2;1;4;;;;;;;;;1;;;;;1;;;3;;;2;1;2;;6;2;3;;13;13;10;13;431.27918096
5570759;1;4;1;10;3;1;6;1985;36;5;2;;2;;6;;2;1;3;1;;;;;;;;1;;;;;1;;;3;;;2;1;2;;6;5;4;;13;16;10;13;431.27918096
5570759;1;5;1;10;3;2;9;2013;8;4;1;3;1;4;6;;;;;;;;;;;;;;;;;;1;;;3;;;2;1;1;2;3;1;;;13;1;10;13;431.27918096
5570761;1;1;1;10;1;1;8;1996;25;1;2;;1;2;6;;6;;;;;;;;;;;;;;1;2;1;;;3;;;2;1;2;;5;11;2;;17;11;10;17;211.91051043
5570761;1;2;1;10;1;1;6;2039;82;5;3;;3;;6;;4;;;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;3;5;;;17;5;10;17;211.91051043
5570762;1;1;1;10;1;2;10;1966;55;1;2;;3;;6;;4;;;;;;;;;;;;;;1;2;1;;;1;1;40000;2;1;2;;4;6;;;17;6;10;17;202.44495819
5570763;1;1;1;10;1;1;11;1968;53;1;2;;3;;6;;3;1;2;;;;;;;;;;;;1;2;1;;;1;3;113566;2;1;2;;5;11;2;;17;11;10;17;224.64824648
5570763;1;2;1;10;2;2;3;1975;46;2;2;;3;;6;;3;1;1;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;5;11;2;;17;11;10;17;224.64824648
5570763;1;3;1;10;3;1;5;1991;30;3;1;2;1;1;6;;6;;;;;;;;;;;;;;1;;1;;;1;1;36341;2;1;2;;5;11;2;;17;11;10;17;224.64824648
5570763;1;4;1;10;4;1;12;1997;23;3;1;2;1;1;6;;6;;;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;6;2;3;;17;13;10;17;224.64824648
5570764;1;1;1;10;1;1;10;1979;42;1;2;;2;;6;;3;1;2;;;;;;;;;;;;1;2;1;;;1;1;100000;2;1;2;;6;5;4;;17;16;10;17;225.64153838
5570764;1;2;1;10;2;2;8;1981;40;2;2;;2;;6;;3;1;1;;;;;;;;;;;;1;;1;;;1;1;112000;2;1;2;;6;5;4;;17;16;10;17;225.64153838
5570764;1;3;1;10;2;2;5;2007;14;3;1;2;1;1;6;;6;;;;;;;;;;;;;;1;;1;;;1;5;;2;1;1;1;4;8;;;17;8;10;17;225.64153838
5570764;1;4;1;10;2;2;3;2011;10;3;1;2;1;1;6;;6;;;;;;;;;;;;;;1;;1;;;1;5;;2;1;1;1;3;4;;;17;4;10;17;225.64153838
5570764;1;5;1;10;2;2;12;2040;80;5;3;;3;;6;;5;;;;;;;;;;;;;;1;;1;;;1;2;72682;2;1;2;;3;5;;;17;5;10;17;225.64153838
5570765;1;1;1;10;1;1;11;1970;50;1;2;;3;;6;;3;1;2;;;;;;;;;;;;1;2;1;;;1;1;120000;2;1;2;;6;2;3;;17;13;10;17;238.05719046
5570765;1;2;1;10;2;2;9;1982;39;2;2;;2;;6;;3;1;1;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;6;5;4;;17;16;10;17;238.05719046
