DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7495,P7500,P7500S1,P7500S2,P7500S3A1,P7500S2A1,P7500S1A1,P7500S3,P7505,P7510S3,P7510S6,P7510S2A1,P7510S6A1,P7510S5A1,P7510S3A1,P7510S1A1,P7510S5,P7510S1,P7510S2,P7510S7A1,P7510S7,AREA,MES,DPTO,fex_c_2011
2731654,1,1,1,95,2,,,,,,,,1,2,2,12000000,,,,3600000,2,1,1,,2,17,7,17,277.485.834.510.912
2731655,1,1,1,95,1,,1,2,,,2400000,2,2,,,,,,,,,,,,,17,7,17,303.715.845.467.071
2731655,1,2,1,95,1,,1,2,,,500000,2,2,,,,,,,,,,,,,17,7,17,303.715.845.467.071
2731657,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,17,7,17,170.091.029.429.381
2731657,1,2,1,95,1,,1,2,,,100000,2,2,,,,,,,,,,,,,17,7,17,170.091.029.429.381
2731657,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,17,7,17,170.091.029.429.381
2731659,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,7,73,237.019.672.668.521
2731659,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,7,73,237.019.672.668.521
2731660,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,7,73,214.872.690.541.838
2731660,1,2,1,95,2,,,,,,,,1,2,2,,,,,6000000,2,1,2,,2,73,7,73,214.872.690.541.838
2731662,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,7,73,332.701.251.349.609
2731662,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,7,73,332.701.251.349.609
2731662,1,6,1,95,2,,,,,,,,1,2,2,,,,,1200000,2,1,2,,2,73,7,73,332.701.251.349.609
2731662,1,7,1,95,1,,1,2,,,25000,2,1,2,2,,,,,2400000,2,1,2,,2,73,7,73,332.701.251.349.609
2731662,1,8,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,7,73,332.701.251.349.609
2731662,1,9,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,7,73,332.701.251.349.609
2731663,1,1,1,95,2,,,,,,,,1,2,2,,,,,1800000,2,1,2,,2,73,7,73,141.989.019.748.783
2731663,1,2,1,95,2,,,,,,,,1,2,2,,,,,380000,2,1,2,,2,73,7,73,141.989.019.748.783
2731663,1,3,1,95,2,,,,,,,,1,2,2,,,,,600000,2,1,2,,2,73,7,73,141.989.019.748.783
2731665,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,7,73,229.469.853.838.518
2731666,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,7,73,233.196.577.071.559
2731666,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,7,73,233.196.577.071.559
2731668,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,7,73,253.534.573.588.178
2731669,1,1,1,95,1,,1,1,,1500000,350000,2,2,,,,,,,,,,,,,73,7,73,165.494.002.465.448
2731669,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,7,73,165.494.002.465.448
2731670,1,1,1,95,1,,2,1,,2500000,,2,2,,,,,,,,,,,,,73,7,73,237.815.726.183.628
2731670,1,2,1,95,2,,,,,,,,1,2,2,,,,,1500000,2,1,2,,2,73,7,73,237.815.726.183.628
2731670,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,7,73,237.815.726.183.628
2731671,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,7,73,164.997.931.252.037
2731671,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,7,73,164.997.931.252.037
2731671,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,7,73,164.997.931.252.037
2731671,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,7,73,164.997.931.252.037
2731672,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,7,73,136.855.905.671.839
2731672,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,7,73,136.855.905.671.839
2731673,1,1,1,95,1,,2,1,,535600,,2,2,,,,,,,,,,,,,73,7,73,141.684.956.105.325
2731673,1,2,1,95,1,,1,2,,,350000,2,1,2,2,,,1000000,,,1,2,2,,2,73,7,73,141.684.956.105.325
2731674,1,1,1,95,1,,1,2,,,300000,2,2,,,,,,,,,,,,,73,7,73,17.396.301.334.169
2731674,1,2,1,95,2,,,,,,,,1,2,2,,,,,1000000,2,1,2,,2,73,7,73,17.396.301.334.169
2731675,1,1,1,95,1,,2,2,150000,,,1,2,,,,,,,,,,,,,73,7,73,227.684.651.073.947
2731675,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,7,73,227.684.651.073.947
2731675,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,7,73,227.684.651.073.947
2731676,1,1,1,95,1,,1,2,,,200000,2,1,2,2,,,,,2000000,2,1,2,,2,73,7,73,239.370.501.560.116
2731676,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,7,73,239.370.501.560.116
2731678,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,7,73,237.019.672.668.521
2731678,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,7,73,237.019.672.668.521
2731680,1,1,1,95,2,,,,,,,,1,1,2,,,,915000,,2,2,2,,2,73,7,73,233.196.577.071.559
2731680,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,7,73,233.196.577.071.559
2731681,1,1,1,95,1,,2,2,100000,,,1,1,1,2,,,,7200000,,2,2,2,,2,73,7,73,235.547.405.963.154
2731681,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,7,73,235.547.405.963.154
2731682,1,1,1,95,1,,2,1,,1070000,,2,2,,,,,,,,,,,,,73,7,73,180.346.839.151.665
2731683,1,1,1,95,1,,1,2,,,200000,2,2,,,,,,,,,,,,,73,7,73,180.337.966.735.918
2731683,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,7,73,180.337.966.735.918
2731683,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,7,73,180.337.966.735.918
2731683,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,7,73,180.337.966.735.918
2731684,1,1,1,95,2,,,,,,,,1,2,2,,,,,21600000,2,1,2,,2,73,7,73,156.841.856.434.999
2731684,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,7,73,156.841.856.434.999
2731685,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,7,73,229.373.481.474.596
2731685,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,7,73,229.373.481.474.596
2731687,1,1,1,95,2,,,,,,,,1,2,2,,,,,6000000,2,1,2,,2,73,7,73,17.396.301.334.169
2731687,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,7,73,17.396.301.334.169
2731688,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,287.610.777.341.229
2731688,1,2,1,95,2,,,,,,,,1,2,2,4800000,,,,,2,2,1,,2,66,7,66,287.610.777.341.229
2731688,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,287.610.777.341.229
2731689,1,1,1,95,1,,2,1,,535600,,2,2,,,,,,,,,,,,,66,7,66,262.083.411.609.375
2731689,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,262.083.411.609.375
2731689,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,262.083.411.609.375
2731691,1,1,1,95,1,,2,1,,535600,,2,2,,,,,,,,,,,,,66,7,66,248.529.022.549.253
2731691,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,248.529.022.549.253
2731692,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,278.149.238.698.061
2731694,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,211.615.829.741.031
2731694,1,2,1,95,2,,,,,,,,1,2,2,,,,,1200000,2,1,2,,2,66,7,66,211.615.829.741.031
2731694,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,211.615.829.741.031
2731695,1,1,1,95,1,,2,1,,535600,,2,1,2,2,5000000,,,,,2,2,1,,2,66,7,66,232.941.728.436.336
2731695,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,232.941.728.436.336
2731695,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,232.941.728.436.336
2731696,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,317.787.831.850.527
2731696,1,2,1,95,2,,,,,,,,1,1,2,,,,600000,,2,2,2,,2,66,7,66,317.787.831.850.527
2731697,1,1,1,95,1,,1,2,,,140000,2,2,,,,,,,,,,,,,66,7,66,329.346.147.192.404
2731697,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,329.346.147.192.404
2731697,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,329.346.147.192.404
2731698,1,1,1,95,1,,2,1,,760000,,2,1,2,2,,,,,3600000,2,1,2,,2,66,7,66,218.349.167.247.575
2731698,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,218.349.167.247.575
2731698,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,218.349.167.247.575
2731698,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,218.349.167.247.575
2731698,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,218.349.167.247.575
2731700,1,1,1,95,2,,,,,,,,1,2,2,,,,,,2,2,2,1000000,1,66,7,66,278.149.238.698.061
2731701,1,1,1,95,2,,,,,,,,1,2,2,,,,,600000,2,1,2,,2,66,7,66,262.561.944.585.144
2731701,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,262.561.944.585.144
2731702,1,1,1,95,1,,1,2,,,950000,2,1,2,2,2500000,,200000,,,1,2,1,,2,66,7,66,269.854.921.244.558
2731702,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,269.854.921.244.558
2731703,1,1,1,95,1,,2,1,,900000,,2,1,2,2,,,,,10800000,2,1,2,,2,66,7,66,257.818.072.926.912
2731703,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,257.818.072.926.912
2731705,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,292.960.977.736.066
2731705,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,292.960.977.736.066
2731705,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,292.960.977.736.066
2731706,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,347.958.278.489.892
2731706,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,347.958.278.489.892
2731706,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,347.958.278.489.892
2731708,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,269.854.921.244.558
2731708,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,269.854.921.244.558
2731709,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,275.114.992.851.177
2731709,1,2,1,95,1,,1,2,,,300000,2,2,,,,,,,,,,,,,66,7,66,275.114.992.851.177
2731709,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,275.114.992.851.177
2731709,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,275.114.992.851.177
2731710,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,308.319.685.337.426
2731710,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,308.319.685.337.426
2731711,1,1,1,95,1,,1,2,,,1000000,2,2,,,,,,,,,,,,,66,7,66,36.354.557.260.281
2731711,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,36.354.557.260.281
2731712,1,1,1,95,2,,,,,,,,1,2,2,4800000,,,,,2,2,1,,2,66,7,66,37.804.344.106.168
2731712,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,37.804.344.106.168
2731712,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,37.804.344.106.168
2731712,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,37.804.344.106.168
2731712,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,37.804.344.106.168
2731713,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,308.319.685.337.426
2731713,1,2,1,95,2,,,,,,,,1,1,2,,,,600000,,2,2,2,,2,66,7,66,308.319.685.337.426
2731714,1,1,1,95,1,,1,2,,,180000,2,1,2,2,,,,,600000,2,1,2,,2,66,7,66,213.784.391.724.786
2731714,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,213.784.391.724.786
2731714,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,213.784.391.724.786
2731714,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,213.784.391.724.786
2731714,1,5,1,95,2,,,,,,,,1,2,2,,,,,1200000,2,1,2,,2,66,7,66,213.784.391.724.786
2731715,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,356.252.595.943.395
2731715,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,356.252.595.943.395
2731716,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,218.528.263.383.017
2731716,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,218.528.263.383.017
2731716,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,218.528.263.383.017
2731716,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,218.528.263.383.017
2731716,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,218.528.263.383.017
2731717,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,278.149.238.698.061
2731718,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,27.412.025.992.702
2731718,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,27.412.025.992.702
2731718,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,27.412.025.992.702
2731719,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,297.525.753.258.855
2731719,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,297.525.753.258.855
2731719,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,66,7,66,297.525.753.258.855
2731806,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,68,7,68,537.731.386.681.731
2731806,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,68,7,68,537.731.386.681.731
2731807,1,1,1,95,2,,,,,,,,1,2,2,,,,,,2,2,2,1300000,1,68,7,68,529.992.899.851.486
2731808,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,68,7,68,327.832.071.054.029
2731808,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,68,7,68,327.832.071.054.029
2731808,1,3,1,95,2,,,,,,,,1,2,2,,,,,,2,2,2,600000,1,68,7,68,327.832.071.054.029
2731808,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,68,7,68,327.832.071.054.029
2731809,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,68,7,68,410.782.384.288.945
2731810,1,1,1,95,2,,,,,,,,1,2,2,,,,,3600000,2,1,2,,2,68,7,68,503.891.713.988.916
2731811,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,68,7,68,510.060.581.402.549
2731811,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,68,7,68,510.060.581.402.549
2731811,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,68,7,68,510.060.581.402.549
2731812,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,68,7,68,45.813.466.011.911
2731812,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,68,7,68,45.813.466.011.911
2731813,1,1,1,95,1,,1,2,,,250000,2,2,,,,,,,,,,,,,68,7,68,474.314.957.785.667
2731813,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,68,7,68,474.314.957.785.667
2731813,2,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,68,7,68,474.314.957.785.667
2731813,2,2,2,95,2,,,,,,,,2,,,,,,,,,,,,,68,7,68,474.314.957.785.667
2731813,2,3,2,95,2,,,,,,,,2,,,,,,,,,,,,,68,7,68,474.314.957.785.667
2731815,1,1,1,95,2,,,,,,,,1,2,2,,,48000000,,20000000,1,1,2,3000000,1,68,7,68,837.427.856.772.216
2731815,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,68,7,68,837.427.856.772.216
2731815,1,4,1,95,2,,,,,,,,1,2,2,,,,,,2,2,2,400000,1,68,7,68,837.427.856.772.216
2731816,1,1,1,95,2,,,,,,,,1,2,2,,,,,6000000,2,1,2,,2,68,7,68,82.307.789.995.581
2731816,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,68,7,68,82.307.789.995.581
2731816,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,68,7,68,82.307.789.995.581
2731817,1,1,1,95,1,,2,1,,1900000,,2,1,2,2,12000000,,,,,2,2,1,,2,68,7,68,107.546.277.336.346
2731817,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,68,7,68,107.546.277.336.346
2731818,1,1,1,95,1,,1,1,,2000000,3500000,2,2,,,,,,,,,,,,,68,7,68,114.146.480.620.629
2731818,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,68,7,68,114.146.480.620.629
2731818,1,3,1,95,2,,,,,,,,1,2,2,,,,,600000,2,1,2,,2,68,7,68,114.146.480.620.629
2731819,1,1,1,95,2,,,,,,,,1,2,2,,,,,,9,2,2,,2,68,7,68,114.314.211.874.909
2731819,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,68,7,68,114.314.211.874.909
2731819,1,3,1,95,2,,,,,,,,1,2,2,,,,,,2,2,2,1200000,1,68,7,68,114.314.211.874.909
2731820,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,11,7,11,258.640.860.860.432
2731820,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,11,7,11,258.640.860.860.432
2731820,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,11,7,11,258.640.860.860.432
2731821,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,11,7,11,221.060.707.420.815
2731821,1,2,1,95,2,,,,,,,,1,2,1,,1100000,,,,2,2,2,650000,1,11,7,11,221.060.707.420.815
2731821,1,3,1,95,2,,,,,,,,1,2,2,,,,,1200000,2,1,2,,2,11,7,11,221.060.707.420.815
2731873,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,76,7,76,982.939.866.142.205
2731873,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,76,7,76,982.939.866.142.205
2731873,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,76,7,76,982.939.866.142.205
2731874,1,1,1,95,1,,2,1,,1200000,,2,2,,,,,,,,,,,,,76,7,76,702.103.034.217.226
2731874,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,76,7,76,702.103.034.217.226
2731875,1,1,1,95,1,,2,1,,1200000,,2,2,,,,,,,,,,,,,76,7,76,702.103.034.217.226
2731875,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,76,7,76,702.103.034.217.226
2731876,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,76,7,76,702.103.034.217.226
2731876,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,76,7,76,702.103.034.217.226
2731877,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,76,7,76,11.345.367.716.437
2731877,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,76,7,76,11.345.367.716.437
2731878,1,1,1,95,1,,1,1,,1500000,360000,2,1,2,2,300000,,,,,2,2,1,,2,76,7,76,566.555.970.429.989
2731878,1,2,1,95,2,,,,,,,,1,2,2,1200000,,,,,2,2,1,,2,76,7,76,566.555.970.429.989
2731878,1,3,1,95,2,,,,,,,,1,2,2,500000,,,,,2,2,1,1200000,1,76,7,76,566.555.970.429.989
2731879,1,1,1,95,1,,1,2,,,300000,2,2,,,,,,,,,,,,,76,7,76,951.673.930.503.829
2731879,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,76,7,76,951.673.930.503.829
2731879,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,76,7,76,951.673.930.503.829
2731879,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,76,7,76,951.673.930.503.829
2731880,1,1,1,95,1,,2,1,,2800000,,2,2,,,,,,,,,,,,,76,7,76,775.496.498.397.697
2731881,1,1,1,95,1,,1,1,,1560000,300000,2,1,2,2,,,3000000,,,1,2,2,,2,76,7,76,693.779.987.394.056
2731881,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,76,7,76,693.779.987.394.056
