DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,FEX_C,CLASE,P7430,P7440,P7450,P7450S1,P7460,P7470,P7472,P7472S1,P7454,P7456,P7458S1,P7458,P7452,INI,MES,DPTO,AREA,fex_c_2011
2748225,1,1,1,80,153.170.488.983.654,1,1,1,3,,2,,2,,,,,1,2,1,7,76,,157.317.836.105.308
2748226,1,2,1,80,191.445.303.840.345,1,1,1,7,,2,,2,,,1,ESTA EN GRUPO REALIZANDO LABOR  SOCIAL,12,1,1,7,76,,188.397.281.361.209
2748228,1,3,1,80,273.780.102.829.461,1,2,,,,2,,2,,2,,.,,,1,7,76,,279.693.045.827.294
2748230,1,2,1,80,6.860.235.299.858,1,1,1,8,,2,,2,,,,,8,2,1,7,76,,66.125.308.657.381
2748230,1,3,1,80,6.860.235.299.858,1,2,,,,2,,2,,2,,.,,,1,7,76,,66.125.308.657.381
2748231,1,3,1,80,148.615.334.955.135,1,2,,,,2,,2,,2,,.,,,1,7,76,,139.335.238.160.679
2748232,1,2,1,80,457.676.799.904.498,1,1,1,8,,2,,2,,,,,9,2,1,7,76,,660.338.102.179.716
2748232,1,4,1,80,457.676.799.904.498,1,2,,,,2,,2,,2,,.,,,1,7,76,,660.338.102.179.716
2748232,1,5,1,80,457.676.799.904.498,1,2,,,,2,,2,,2,,.,,,1,7,76,,660.338.102.179.716
2748232,1,6,1,80,457.676.799.904.498,1,1,3,3,,2,,2,,,,,9,2,1,7,76,,660.338.102.179.716
2748233,1,3,1,80,157.734.911.298.612,1,2,,,,2,,2,,2,,.,,,1,7,76,,145.285.543.679.235
2748234,1,1,1,80,871.170.289.490.347,1,1,4,8,,2,,2,,,,,9,2,1,7,76,,836.360.573.732.086
2748235,1,2,1,80,457.676.799.904.498,1,2,,,,2,,2,,2,,.,,,1,7,76,,457.571.934.819.425
2748235,2,1,2,80,457.676.799.904.498,1,1,4,7,,2,,2,,,,,9,2,1,7,76,,457.571.934.819.425
2748235,2,6,2,80,457.676.799.904.498,1,2,,,,2,,2,,2,,.,,,1,7,76,,457.571.934.819.425
2748235,2,8,2,80,457.676.799.904.498,1,2,,,,2,,2,,2,,.,,,1,7,76,,457.571.934.819.425
2748235,2,9,2,80,457.676.799.904.498,1,2,,,,2,,2,,2,,.,,,1,7,76,,457.571.934.819.425
2748236,1,2,1,80,563.606.410.674.363,1,1,4,3,,2,,2,,,2,,6,1,1,7,76,,754.385.395.226.554
2748238,1,3,1,80,123.195.515.617.659,1,2,,,,2,,2,,2,,.,,,1,7,76,,124.430.820.839.274
2748241,1,2,1,80,102.640.557.955.812,1,1,4,3,,2,,2,,,,,9,2,1,7,76,,906.853.843.886.155
2748241,1,5,1,80,102.640.557.955.812,1,2,,,,2,,2,,2,,.,,,1,7,76,,906.853.843.886.155
2748249,1,3,1,80,152.243.307.505.971,1,1,1,2,,2,,2,,,,,2,2,1,7,76,,15.329.705.006.888
2748250,1,2,1,80,183.180.471.657.399,1,1,4,3,,2,,2,,,,,9,2,1,7,76,,171.416.210.754.542
2748255,1,2,1,80,215.238.979.057.038,1,1,4,4,,2,,2,,,,,11,2,1,7,76,,199.000.354.464.485
2748261,1,1,1,80,171.167.586.273.437,1,1,4,6,,2,,2,,,,,8,2,1,7,76,,150.168.174.029.836
2748262,1,1,1,80,171.167.586.273.437,1,1,4,4,,2,,2,,,,,4,2,1,7,76,,150.168.174.029.836
2748263,1,3,1,80,116.853.301.360.787,1,2,,,,2,,2,,2,,.,,,1,7,76,,127.051.818.930.813
2748264,1,2,1,80,176.506.514.635.504,1,1,4,3,,2,,1,20000,,4,,9,1,1,7,76,,154.964.568.942.547
2748264,1,3,1,80,176.506.514.635.504,1,1,1,4,,2,,2,,,,,4,2,1,7,76,,154.964.568.942.547
2748266,1,2,1,80,190.393.601.490.464,1,1,4,8,,2,,2,,,,,1,2,1,7,76,,185.742.878.190.107
2748266,1,3,1,80,190.393.601.490.464,1,1,1,8,,2,,2,,,,,2,2,1,7,76,,185.742.878.190.107
2748266,1,4,1,80,190.393.601.490.464,1,2,,,,2,,2,,2,,.,,,1,7,76,,185.742.878.190.107
2748269,1,1,1,80,727.451.969.347.969,1,1,4,5,,3,,2,,,,,4,2,1,7,76,,733.897.323.948.338
2748269,1,2,1,80,727.451.969.347.969,1,1,4,5,,2,,2,,,,NO TENIA DINERO  PARA CONTINUAR CON ESTA ACTIVIDAD,12,2,1,7,76,,733.897.323.948.338
2748269,1,4,1,80,727.451.969.347.969,1,1,1,6,,2,,2,,,,PIENSA SEGUIR ESTUDIANDO,12,2,1,7,76,,733.897.323.948.338
2748270,1,2,1,80,221.330.765.641.893,1,1,1,4,,2,,2,,,,,4,2,1,7,76,,20.386.203.887.577
2748270,1,3,1,80,221.330.765.641.893,1,1,1,4,,2,,2,,,,,4,2,1,7,76,,20.386.203.887.577
2748279,1,1,1,80,650.691.639.398.308,1,1,2,5,,3,,2,,,,,11,2,1,7,76,,707.231.476.145.064
2748279,1,2,1,80,650.691.639.398.308,1,2,,,,2,,2,,1,2,,1,,1,7,76,,707.231.476.145.064
2748281,1,2,1,80,113.276.796.067.503,1,2,,,,2,,2,,2,,.,,,1,7,76,,111.735.143.734.225
2748282,1,1,1,80,148.343.651.296.899,1,2,,,,2,,2,,2,,.,,,1,7,76,,131.319.171.629.473
2748282,1,3,1,80,148.343.651.296.899,1,2,,,,2,,2,,2,,.,,,1,7,76,,131.319.171.629.473
2748283,1,1,1,80,832.773.747.998.324,1,1,4,3,,2,,2,,,,,9,2,1,7,76,,905.455.115.164.788
2748284,1,3,1,80,140.465.213.458.135,1,2,,,,2,,2,,2,,.,,,1,7,76,,134.858.182.259.255
2748290,1,3,1,80,69.379.631.287.628,1,2,,,,2,,2,,2,,.,,,1,7,76,,821.096.576.592.014
2748290,1,4,1,80,69.379.631.287.628,1,2,,,,2,,2,,2,,.,,,1,7,76,,821.096.576.592.014
2748291,1,1,1,80,125.790.191.656.883,1,1,4,5,,3,,2,,,,,11,2,1,7,76,,110.437.979.400.157
2748291,1,2,1,80,125.790.191.656.883,1,1,4,3,,2,,2,,,,,9,2,1,7,76,,110.437.979.400.157
2748293,1,1,1,80,166.244.868.932.474,1,1,1,7,,2,,2,,,,NO TIENE RECURSOS ECONOMICOS PARA UN NEGOCIO,12,2,1,7,76,,144.369.818.328.705
2748295,1,2,1,80,125.790.191.656.883,1,1,4,4,,3,,2,,,,,4,2,1,7,76,,110.437.979.400.157
2748297,1,3,1,80,108.498.628.898.776,1,2,,,,2,,2,,2,,.,,,1,7,76,,109.249.595.395.503
2748299,1,2,1,80,864.726.288.072.026,1,1,4,3,,2,,2,,,,,4,2,1,7,76,,870.977.082.214.741
2748300,1,2,1,80,113.276.796.067.503,1,1,4,2,,2,,2,,,,,9,2,1,7,76,,111.735.143.734.225
2748301,1,1,1,80,108.858.465.035.638,1,2,,,,2,,2,,2,,.,,,1,7,76,,103.856.814.143.548
2748317,1,2,1,80,16.332.886.899.315,1,2,,,,2,,2,,2,,.,,,1,7,76,,135.367.209.083.756
2748326,1,1,1,80,122.241.034.397.478,1,2,,,,2,,2,,2,,.,,,1,7,76,,117.356.598.239.926
2748328,1,1,1,80,131.376.578.941.611,1,1,4,4,,2,,2,,,,,4,2,1,7,76,,120.986.123.875.838
2748328,1,2,1,80,131.376.578.941.611,1,2,,,,2,,2,,2,,.,,,1,7,76,,120.986.123.875.838
2748329,1,1,1,80,859.489.726.961.719,1,1,4,5,,3,,2,,,,,4,2,1,7,76,,809.662.424.882.041
2748330,1,2,1,80,775.014.991.858.935,1,1,2,6,,2,,2,,,,,9,2,1,7,76,,851.142.581.488.822
2748334,1,2,1,80,16.503.973.156.843,1,2,,,,2,,2,,2,,.,,,1,7,76,,161.646.410.812.057
2748334,1,3,1,80,16.503.973.156.843,1,2,,,,2,,2,,2,,.,,,1,7,76,,161.646.410.812.057
2748337,1,3,1,80,847.947.939.611.486,1,1,2,9,CAMBIO DE LUGAR DE RESIDENCIA,2,,2,,,,,11,2,1,7,76,,994.676.752.208.703
2748338,1,1,1,80,158.365.774.546.534,1,1,1,8,,3,,2,,,,,1,2,1,7,76,,145.194.769.000.061
2748343,1,3,1,80,148.615.334.955.135,1,2,,,,2,,2,,2,,.,,,1,7,76,,139.335.238.160.679
2748349,1,1,1,80,147.730.192.982.019,1,1,4,3,,2,,2,,,,,9,2,1,7,76,,126.859.069.612.877
2748349,1,2,1,80,147.730.192.982.019,1,1,3,4,,3,,2,,,,,4,2,1,7,76,,126.859.069.612.877
2748349,1,5,1,80,147.730.192.982.019,1,2,,,,2,,2,,2,,.,,,1,7,76,,126.859.069.612.877
2748354,1,1,1,80,759.442.543.795.791,1,1,1,4,,2,,2,,,,,4,2,1,7,76,,625.397.684.218.465
2748354,1,2,1,80,759.442.543.795.791,1,1,4,4,,2,,2,,,,,4,2,1,7,76,,625.397.684.218.465
2748356,1,3,1,80,457.676.799.904.498,1,1,4,2,,2,,2,,,,,2,2,1,7,76,,646.762.687.248.898
2748357,1,2,1,80,560.889.574.092.002,1,2,,,,2,,2,,2,,.,,,1,7,76,,67.422.472.991.449
2748358,1,1,1,80,871.170.289.490.347,1,2,,,,2,,2,,2,,.,,,1,7,76,,836.360.573.732.086
2748361,1,1,1,80,118.417.348.448.931,1,1,1,4,,1,3,2,,,,,4,2,1,7,76,,121.945.272.500.552
2748361,1,2,1,80,118.417.348.448.931,1,1,4,8,,2,,2,,,,,9,2,1,7,76,,121.945.272.500.552
2748361,1,3,1,80,118.417.348.448.931,1,2,,,,2,,2,,2,,.,,,1,7,76,,121.945.272.500.552
2748361,1,5,1,80,118.417.348.448.931,1,2,,,,2,,2,,2,,.,,,1,7,76,,121.945.272.500.552
2748362,1,1,1,80,871.170.289.490.347,1,1,4,9,CAMBIO DE DOMICILIO,2,,2,,,,,4,2,1,7,76,,836.360.573.732.086
2748363,1,5,1,80,457.676.799.904.498,1,2,,,,2,,2,,2,,.,,,1,7,76,,457.571.934.819.425
2748363,1,8,1,80,457.676.799.904.498,1,2,,,,2,,2,,2,,.,,,1,7,76,,457.571.934.819.425
2748363,1,9,1,80,457.676.799.904.498,1,2,,,,2,,2,,2,,.,,,1,7,76,,457.571.934.819.425
2748364,1,1,1,80,815.306.416.643.069,1,1,3,4,,2,,2,,,,,4,2,1,7,76,,730.879.128.975.275
2748373,1,1,1,80,158.365.774.546.534,1,1,4,5,,3,,2,,,,,11,2,1,7,76,,145.194.769.000.061
2748373,1,2,1,80,158.365.774.546.534,1,2,,,,2,,2,,2,,.,,,1,7,76,,145.194.769.000.061
2748373,1,4,1,80,158.365.774.546.534,1,1,1,2,,2,,2,,,,,2,2,1,7,76,,145.194.769.000.061
2748374,1,2,1,80,642.203.781.682.955,1,2,,,,2,,2,,2,,.,,,1,7,76,,642.056.636.898.219
2748375,1,2,1,80,183.180.471.657.399,1,1,2,3,,2,,2,,,,,9,2,1,7,76,,171.416.210.754.542
2748376,1,3,1,80,140.230.422.122.008,1,2,,,,2,,2,,2,,.,,,1,7,76,,132.049.013.344.174
2748379,1,2,1,80,208.534.341.579.433,1,1,1,8,,2,,2,,,,,9,2,1,7,76,,195.512.678.132.593
2748379,1,3,1,80,208.534.341.579.433,1,2,,,,2,,2,,2,,.,,,1,7,76,,195.512.678.132.593
2748380,1,1,1,80,6.860.235.299.858,1,1,1,5,,3,,1,800000,,,,11,2,1,7,76,,66.125.308.657.381
2748380,1,2,1,80,6.860.235.299.858,1,2,,,,2,,2,,1,4,,9,,1,7,76,,66.125.308.657.381
2748380,1,3,1,80,6.860.235.299.858,1,2,,,,2,,2,,2,,.,,,1,7,76,,66.125.308.657.381
2748390,1,2,1,80,135.375.263.029.651,1,1,2,6,,2,,2,,,,,9,2,1,7,76,,148.069.617.988.912
2748391,1,1,1,80,114.876.552.199.974,1,1,1,3,,2,,2,,,,,11,2,1,7,76,,107.952.545.966.123
2748396,1,2,1,80,114.402.317.117.191,1,1,4,4,,3,,2,,,,,10,2,1,7,76,,102.555.633.293.846
2748397,1,3,1,80,246.449.429.434.103,1,1,4,4,,2,,2,,,,,4,2,1,7,76,,222.174.469.537.328
2748409,1,1,1,80,818.686.128.835.385,1,1,4,4,,2,,2,,,,,4,2,1,7,76,,769.341.090.608.994
2748410,1,1,1,80,112.861.902.991.156,1,1,2,5,,3,,2,,,2,,10,1,1,7,76,,10.347.537.516.001
2748410,1,2,1,80,112.861.902.991.156,1,2,,,,2,,2,,2,,.,,,1,7,76,,10.347.537.516.001
2748410,1,4,1,80,112.861.902.991.156,1,2,,,,2,,2,,2,,.,,,1,7,76,,10.347.537.516.001
2748411,1,2,1,80,674.658.390.423.483,1,1,4,1,,2,,2,,,,,3,2,1,7,76,,746.095.369.473.858
2748411,1,8,1,80,674.658.390.423.483,1,2,,,,2,,2,,2,,.,,,1,7,76,,746.095.369.473.858
2748413,1,2,1,80,135.687.046.289.408,1,2,,,,2,,2,,2,,.,,,1,7,76,,132.372.633.920.533
2748413,1,3,1,80,135.687.046.289.408,1,2,,,,2,,2,,2,,.,,,1,7,76,,132.372.633.920.533
2748413,1,4,1,80,135.687.046.289.408,1,2,,,,2,,2,,2,,.,,,1,7,76,,132.372.633.920.533
2748415,1,1,1,80,125.682.327.972.815,1,1,4,5,,3,,2,,,,,8,2,1,7,76,,113.946.159.854.175
2748416,1,1,1,80,741.887.402.833.078,1,2,,,,2,,2,,2,,.,,,1,7,76,,76.673.453.133.062
2748416,1,2,1,80,741.887.402.833.078,1,2,,,,2,,2,,2,,.,,,1,7,76,,76.673.453.133.062
2748417,1,1,1,80,109.133.952.131.286,1,1,1,8,,2,,2,,,,,1,2,1,7,76,,104.470.719.996.772
2748418,1,2,1,80,120.817.262.687.035,1,1,4,6,,2,,2,,,,EL ESPOSO NO LA DEJA TRABAJAR,12,2,1,7,76,,104.349.936.941.071
2748421,2,5,2,80,457.676.799.904.498,1,1,4,4,,2,,2,,,,,4,2,1,7,76,,615.567.543.165.469
2748428,1,2,1,80,110.812.544.370.442,1,1,4,4,,2,,2,,,,,4,2,1,7,76,,859.234.628.747.137
2748428,1,4,1,80,110.812.544.370.442,1,2,,,,2,,2,,2,,.,,,1,7,76,,859.234.628.747.137
2748432,1,8,1,80,646.285.000.367.426,1,1,1,4,,2,,2,,,,,4,2,1,7,76,,85.090.217.917.293
2748436,1,1,1,80,120.602.039.056.304,1,1,4,4,,2,,2,,,,,4,2,1,7,76,,113.610.362.433.564
2748444,1,3,1,80,148.615.334.955.135,1,2,,,,2,,2,,2,,.,,,1,7,76,,139.335.238.160.679
2748448,1,1,1,80,184.345.231.915.791,1,1,4,5,,2,,2,,,,,4,2,1,7,76,,169.765.533.888.627
2748450,1,2,1,80,239.701.374.946.317,1,2,,,,2,,2,,2,,.,,,1,7,76,,229.802.453.095.632
2748452,1,2,1,80,104.100.294.308.509,1,2,,,,2,,2,,2,,.,,,1,7,76,,10.758.679.829.744
2748454,1,3,1,80,128.289.403.972.152,1,2,,,,2,,2,,2,,.,,,1,7,76,,133.333.942.541.406
2748455,1,4,1,80,190.393.601.490.464,1,1,1,8,,2,,2,,,,,2,2,1,7,76,,185.742.878.190.107
2748466,1,5,1,80,868.106.000.264.342,1,1,4,3,,2,,2,,,,EL ESPOSO NO LA DEJABA TRABAJAR,12,2,1,7,76,,90.943.904.384.846
2748468,1,2,1,80,136.015.940.599.318,1,1,1,9,ORDEN PUBLICO,1,4,2,,,,NO TIENE RECURSOS PARA INSTALAR UN NEGOCIO,12,2,1,7,76,,134.901.605.533.439
2748469,1,2,1,80,561.449.136.993.007,1,1,1,8,,2,,2,,,,,9,2,1,7,76,,824.549.004.306.922
2748469,1,3,1,80,561.449.136.993.007,1,1,1,6,,2,,2,,,,NO CONOCE LA CIUDAD,12,2,1,7,76,,824.549.004.306.922
2748469,1,4,1,80,561.449.136.993.007,1,1,1,8,,2,,2,,,,,4,2,1,7,76,,824.549.004.306.922
2748469,2,3,2,80,561.449.136.993.007,1,1,1,8,,2,,2,,,,NO TIENE DINERO PARA SACAR LOS DOCUMENTOS REQUERIDOS,12,2,1,7,76,,824.549.004.306.922
2748469,2,4,2,80,561.449.136.993.007,1,2,,,,2,,2,,2,,.,,,1,7,76,,824.549.004.306.922
2748470,1,1,1,80,131.376.578.941.611,1,1,4,5,,2,,2,,,,PAGAN MUY POCO POR LOS TRABAJOS,12,2,1,7,76,,120.986.123.875.838
2748471,1,4,1,80,835.490.584.580.685,1,2,,,,2,,2,,1,1,,6,,1,7,76,,985.615.780.476.852
2748474,1,5,1,80,180.203.120.006.787,1,1,4,3,,3,,2,,,,,10,2,1,7,25,,167.688.313.990.859
2748475,1,2,1,80,185.483.216.972.862,1,1,1,5,,3,,2,,,,,11,2,1,7,25,,175.883.845.866.132
2748476,1,3,1,80,194.841.681.615.427,1,2,,,,2,,2,,2,,.,,,1,7,25,,183.083.582.601.806
2748483,1,1,1,80,193.801.147.091.857,1,1,4,1,,2,,2,,,,,11,2,1,7,25,,17.748.771.102.094
2748487,1,3,1,80,249.384.978.832.593,1,2,,,,2,,2,,2,,.,,,1,7,25,,251.806.088.860.894
2748489,1,1,1,80,277.391.378.795.345,1,1,4,5,,3,,2,,,,,8,2,1,7,25,,280.900.486.991.074
2748489,1,2,1,80,277.391.378.795.345,1,2,,,,2,,2,,2,,.,,,1,7,25,,280.900.486.991.074
2748489,1,3,1,80,277.391.378.795.345,1,2,,,,2,,2,,2,,.,,,1,7,25,,280.900.486.991.074
2748489,1,4,1,80,277.391.378.795.345,1,1,1,2,,2,,1,60000,,,,2,2,1,7,25,,280.900.486.991.074
2748492,1,3,1,80,267.298.075.720.785,1,1,1,2,,2,,2,,,,,2,2,1,7,25,,288.421.709.431.991
2748493,1,1,1,80,252.558.400.005.114,1,1,2,3,,2,,2,,,,,9,2,1,7,25,,263.754.222.577.249
2748498,1,2,1,80,161.838.141.504.087,1,2,,,,2,,2,,2,,.,,,1,7,25,,155.782.236.485.149
2748504,1,3,1,80,21.753.121.170.159,1,2,,,,2,,2,,2,,.,,,1,7,25,,213.182.246.183.283
2748505,1,1,1,80,28.570.930.891.434,1,1,4,3,,2,,2,,,,,9,2,1,7,25,,282.504.352.145.882
2748505,1,4,1,80,28.570.930.891.434,1,2,,,,2,,2,,2,,.,,,1,7,25,,282.504.352.145.882
2748516,1,3,1,80,249.384.978.832.593,1,2,,,,2,,2,,2,,.,,,1,7,25,,251.806.088.860.894
2748517,1,3,1,80,249.384.978.832.593,1,2,,,,2,,2,,2,,.,,,1,7,25,,251.806.088.860.894
2748518,1,1,1,80,20.614.909.886.684,1,1,4,7,,3,,2,,,,,11,2,1,7,25,,182.711.879.170.301
2748518,1,2,1,80,20.614.909.886.684,1,1,4,3,,2,,2,,,,,9,2,1,7,25,,182.711.879.170.301
2748519,1,1,1,80,235.858.059.863.167,1,1,4,3,,3,,2,,,,,11,2,1,7,25,,216.721.172.095.198
2748519,1,2,1,80,235.858.059.863.167,1,1,4,3,,2,,2,,,,,9,2,1,7,25,,216.721.172.095.198
2748520,1,3,1,80,194.732.443.158.661,1,2,,,,2,,2,,2,,.,,,1,7,25,,200.001.950.743.626
2748522,1,1,1,80,196.974.568.264.377,1,1,4,3,,2,,2,,,,,9,2,1,7,25,,189.435.844.737.295
2748524,1,1,1,80,173.145.558.755.501,1,1,3,1,,2,,2,,,,,8,2,1,7,25,,155.410.533.053.644
2748524,1,2,1,80,173.145.558.755.501,1,1,1,4,,3,,2,,,,,4,2,1,7,25,,155.410.533.053.644
2748532,1,3,1,80,25.057.288.215.405,1,2,,,,2,,2,,2,,.,,,1,7,25,,248.850.743.893.736
2748532,2,2,2,80,25.057.288.215.405,1,2,,,,2,,2,,2,,.,,,1,7,25,,248.850.743.893.736
2748535,1,3,1,80,230.947.534.783.642,1,2,,,,2,,2,,1,2,,8,,1,7,25,,247.618.582.170.433
2748535,1,4,1,80,230.947.534.783.642,1,2,,,,2,,2,,1,1,,2,,1,7,25,,247.618.582.170.433
2748535,1,5,1,80,230.947.534.783.642,1,2,,,,2,,2,,2,,.,,,1,7,25,,247.618.582.170.433
2748536,1,5,1,80,200.737.550.400.652,1,1,2,6,,2,,2,,,2,,8,1,1,7,25,,20.842.157.248.275
2748538,1,3,1,80,257.067.093.296.979,1,2,,,,2,,2,,2,,.,,,1,7,25,,264.195.794.778.421
2748540,1,3,1,80,281.238.745.963.597,1,2,,,,2,,2,,2,,.,,,1,7,25,,290.429.931.538.505
2748541,1,2,1,80,161.838.141.504.087,1,2,,,,2,,2,,2,,.,,,1,7,25,,155.782.236.485.149
2748543,1,2,1,80,221.698.308.597.843,1,2,,,,2,,2,,2,,.,,,1,7,25,,22.350.047.729.294
2748551,1,2,1,80,211.469.556.211.121,1,1,1,7,,2,,2,,,,,2,2,1,7,25,,237.835.203.899.106
2748551,1,3,1,80,211.469.556.211.121,1,1,2,2,,2,,2,,,,,2,2,1,7,25,,237.835.203.899.106
2748551,1,4,1,80,211.469.556.211.121,1,2,,,,2,,2,,2,,.,,,1,7,25,,237.835.203.899.106
2748551,1,5,1,80,211.469.556.211.121,1,2,,,,2,,2,,2,,.,,,1,7,25,,237.835.203.899.106
2748553,1,2,1,80,161.838.141.504.087,1,2,,,,2,,2,,2,,.,,,1,7,25,,155.782.236.485.149
2748554,1,2,1,80,214.345.871.043.344,1,1,2,4,,2,,2,,,1,,4,1,1,7,25,,202.971.824.849.703
2748566,1,3,1,80,21.753.121.170.159,1,2,,,,2,,2,,2,,.,,,1,7,25,,213.182.246.183.283
2748567,1,1,1,80,10.983.204.917.527,1,1,4,4,,2,,2,,,,,4,2,1,7,25,,109.767.254.159.386
2748567,1,2,1,80,10.983.204.917.527,1,1,3,5,,3,,2,,,,,10,2,1,7,25,,109.767.254.159.386
2748567,1,6,1,80,10.983.204.917.527,1,2,,,,2,,2,,2,,.,,,1,7,25,,109.767.254.159.386
2748567,1,7,1,80,10.983.204.917.527,1,2,,,,2,,2,,2,,.,,,1,7,25,,109.767.254.159.386
2748568,1,2,1,80,201.778.084.924.221,1,2,,,,2,,2,,2,,.,,,1,7,25,,214.017.444.063.616
2748568,1,3,1,80,201.778.084.924.221,1,1,2,2,,2,,2,,,,,2,2,1,7,25,,214.017.444.063.616
2748569,1,2,1,80,268.670.959.844.475,1,1,4,4,,2,,2,,,,,4,2,1,7,25,,301.475.550.752.418
2748569,1,3,1,80,268.670.959.844.475,1,1,2,3,,2,,2,,,,,9,2,1,7,25,,301.475.550.752.418
2748570,1,2,1,80,185.483.216.972.862,1,1,4,3,,2,,2,,,,,9,2,1,7,25,,175.883.845.866.132
2748571,1,2,1,80,183.055.454.020.697,1,1,2,1,,2,,2,,,,,4,2,1,7,25,,161.280.712.224.623
2748571,1,5,1,80,183.055.454.020.697,1,2,,,,2,,2,,1,1,,2,,1,7,25,,161.280.712.224.623
2748573,1,3,1,80,249.384.978.832.593,1,2,,,,2,,2,,2,,.,,,1,7,25,,251.806.088.860.894
2748584,1,3,1,80,249.384.978.832.593,1,2,,,,2,,2,,2,,.,,,1,7,25,,251.806.088.860.894
2748585,2,4,2,80,315.430.189.396.393,1,1,1,2,,2,,2,,,,,2,2,1,7,25,,314.775.932.688.004
2748585,3,1,3,80,315.430.189.396.393,1,1,4,3,,2,,2,,,,,9,2,1,7,25,,314.775.932.688.004
2748587,1,3,1,80,191.547.102.500.415,1,2,,,,2,,2,,2,,.,,,1,7,25,,189.791.529.410.046
2748588,1,2,1,80,309.247.375.963.434,1,1,3,3,,2,,2,,,,,8,2,1,7,25,,358.084.970.928.422
2748588,1,6,1,80,309.247.375.963.434,1,1,1,9,ESTA EMBRAZADA,2,,2,,,,ESTA EMBRAZADA,12,2,1,7,25,,358.084.970.928.422
2748588,1,7,1,80,309.247.375.963.434,1,1,1,9,POR EMBRAZO,2,,2,,,,ESTABA EMBRAZADA,12,2,1,7,25,,358.084.970.928.422
2748589,1,4,1,80,271.856.300.502.721,1,1,1,8,,2,,1,10000,,,,2,2,1,7,25,,311.685.972.085.998
2748589,1,5,1,80,271.856.300.502.721,1,2,,,,2,,2,,2,,.,,,1,7,25,,311.685.972.085.998
2748589,1,7,1,80,271.856.300.502.721,1,1,1,3,,2,,2,,,,,9,2,1,7,25,,311.685.972.085.998
2748591,1,4,1,80,285.600.070.457.574,1,1,3,8,,2,,2,,,,,11,2,1,7,25,,299.422.720.287.701
2748593,1,1,1,80,185.483.216.972.862,1,1,3,7,,2,,2,,,,,4,2,1,7,25,,175.883.845.866.132
2748593,1,2,1,80,185.483.216.972.862,1,1,3,8,,2,,2,,,,,4,2,1,7,25,,175.883.845.866.132
2748604,1,2,1,80,201.778.084.924.221,1,1,3,1,,2,,2,,,,,9,2,1,7,25,,214.017.444.063.616
2748604,1,4,1,80,201.778.084.924.221,1,1,3,2,,2,,2,,,,,2,2,1,7,25,,214.017.444.063.616
2748616,1,8,1,80,213.206.660.118.126,1,2,,,,2,,2,,2,,.,,,1,7,25,,194.989.660.107.516
2748617,1,3,1,80,10.983.204.917.527,1,1,1,2,,2,,2,,,,,2,2,1,7,25,,109.767.254.159.386
2748617,1,5,1,80,10.983.204.917.527,1,2,,,,2,,2,,2,,.,,,1,7,25,,109.767.254.159.386
2748617,1,6,1,80,10.983.204.917.527,1,2,,,,2,,2,,2,,.,,,1,7,25,,109.767.254.159.386
2748617,1,7,1,80,10.983.204.917.527,1,1,4,7,,2,,2,,,,,4,2,1,7,25,,109.767.254.159.386
2748618,1,4,1,80,286.776.054.293.306,1,2,,,,2,,2,,2,,.,,,1,7,25,,298.205.087.703.318
2748619,1,1,1,80,13.925.784.987.469,1,1,4,7,,2,,2,,,,,9,2,1,7,25,,109.767.254.159.386
2748619,1,2,1,80,13.925.784.987.469,1,2,,,,2,,2,,2,,.,,,1,7,25,,109.767.254.159.386
2748620,1,2,1,80,218.486.757.084.201,1,1,4,3,,2,,2,,,,,9,2,1,7,25,,203.185.191.982.789
2748623,1,2,1,80,318.246.445.315.738,1,2,,,,2,,2,,2,,.,,,1,7,13,13,317.291.388.101.364
2748623,1,3,1,80,318.246.445.315.738,1,2,,,,2,,2,,2,,.,,,1,7,13,13,317.291.388.101.364
2748625,1,4,1,80,374.873.698.757.797,1,2,,,,2,,2,,2,,.,,,1,7,13,13,378.011.909.738.407
2748625,1,5,1,80,374.873.698.757.797,1,2,,,,2,,2,,2,,.,,,1,7,13,13,378.011.909.738.407
2748626,1,1,1,80,353.981.485.861.666,1,1,4,5,,3,,2,,,,,10,2,1,7,13,13,35.301.057.844.693
2748626,1,2,1,80,353.981.485.861.666,1,1,3,4,,2,,2,,,,,8,2,1,7,13,13,35.301.057.844.693
2748627,1,1,1,80,322.286.458.641.626,1,1,4,5,,3,,2,,,,,10,2,1,7,13,13,320.839.447.613.529
2748628,1,2,1,80,304.518.580.220.075,1,1,3,3,,2,,2,,,,,9,2,1,7,13,13,305.580.988.563.176
2748628,1,3,1,80,304.518.580.220.075,1,2,,,,2,,2,,2,,.,,,1,7,13,13,305.580.988.563.176
2748629,1,4,1,80,292.012.650.925.728,1,1,2,8,,2,,2,,,,,11,2,1,7,13,13,29.529.633.535.199
2748630,1,2,1,80,608.840.475.406.261,1,2,,,,2,,2,,2,,.,,,1,7,13,13,617.535.129.254.811
2748630,1,3,1,80,608.840.475.406.261,1,2,,,,2,,2,,2,,.,,,1,7,13,13,617.535.129.254.811
2748630,1,4,1,80,608.840.475.406.261,1,2,,,,2,,2,,2,,.,,,1,7,13,13,617.535.129.254.811
2748630,1,5,1,80,608.840.475.406.261,1,2,,,,2,,2,,2,,.,,,1,7,13,13,617.535.129.254.811
2748632,1,1,1,80,585.107.449.731.476,1,1,4,4,,2,,2,,,,,4,2,1,7,13,13,586.555.517.157.663
