DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,FEX_C,CLASE,P7430,P7440,P7450,P7450S1,P7460,P7470,P7472,P7472S1,P7454,P7456,P7458S1,P7458,P7452,INI,MES,DPTO,AREA,fex_c_2011
2737623,2,2,2,80,422.015.584.050.017,1,1,1,4,,2,,2,,,,,4,2,1,7,8,8,422.737.283.212.324
2737624,1,2,1,80,550.204.523.912.465,1,1,4,3,,2,,2,,,,,9,2,1,7,8,8,548.289.123.265.973
2737626,1,2,1,80,564.705.088.704.666,1,2,,,,2,,2,,2,,.,,,1,7,8,8,564.574.170.589.278
2737627,1,2,1,80,513.952.567.796.414,1,2,,,,2,,2,,2,,.,,,1,7,8,8,512.147.444.177.403
2737628,1,1,1,80,473.570.916.138.837,1,2,,,,2,,2,,2,,.,,,1,7,8,8,473.751.727.647.307
2737629,1,3,1,80,363.437.638.022.801,1,2,,,,2,,2,,2,,.,,,1,7,8,8,362.888.607.340.397
2737630,1,1,1,80,438.422.037.104.252,1,2,,,,2,,2,,2,,.,,,1,7,8,8,439.938.183.380.369
2737630,1,2,1,80,438.422.037.104.252,1,2,,,,2,,2,,2,,.,,,1,7,8,8,439.938.183.380.369
2737632,1,1,1,80,423.921.472.312.051,1,2,,,,2,,2,,2,,.,,,1,7,8,8,423.653.136.057.064
2737632,1,3,1,80,423.921.472.312.051,1,2,,,,2,,2,,2,,.,,,1,7,8,8,423.653.136.057.064
2737632,1,4,1,80,423.921.472.312.051,1,2,,,,2,,2,,2,,.,,,1,7,8,8,423.653.136.057.064
2737633,1,1,1,80,552.725.134.514.868,1,1,4,5,,3,,2,,,,,10,2,1,7,8,8,551.368.179.839.245
2737633,1,2,1,80,552.725.134.514.868,1,2,,,,2,,2,,2,,.,,,1,7,8,8,551.368.179.839.245
2737635,1,2,1,80,496.000.899.616.618,1,2,,,,2,,2,,2,,.,,,1,7,8,8,492.683.093.890.695
2737636,1,1,1,80,397.525.898.558.672,1,2,,,,2,,2,,2,,.,,,1,7,8,8,399.948.345.962.577
2737636,1,2,1,80,397.525.898.558.672,1,2,,,,2,,2,,2,,.,,,1,7,8,8,399.948.345.962.577
2737637,1,3,1,80,756.591.058.967.592,1,2,,,,2,,2,,2,,.,,,1,7,19,19,776.830.012.109.301
2737637,2,1,2,80,756.591.058.967.592,1,2,,,,2,,2,,2,,.,,,1,7,19,19,776.830.012.109.301
2737640,1,1,1,80,157.032.443.197.064,1,2,,,,2,,2,,2,,.,,,1,7,17,17,160.379.939.664.172
2737641,1,2,1,80,166.660.313.392.421,1,1,4,3,,2,,2,,,,,9,2,1,7,17,17,17.032.330.170.339
2737641,1,3,1,80,166.660.313.392.421,1,1,1,8,,2,,2,,,,,2,2,1,7,17,17,17.032.330.170.339
2737641,1,4,1,80,166.660.313.392.421,1,2,,,,2,,2,,2,,.,,,1,7,17,17,17.032.330.170.339
2737642,1,2,1,80,133.625.286.765.809,1,1,3,2,,2,,2,,,,,2,2,1,7,17,17,132.277.349.030.411
2737642,1,3,1,80,133.625.286.765.809,1,1,4,8,,2,,2,,,,,9,2,1,7,17,17,132.277.349.030.411
2737643,1,3,1,80,135.462.233.517.825,1,2,,,,2,,2,,2,,.,,,1,7,17,17,139.765.640.155.291
2737645,1,2,1,80,165.868.396.347.352,1,2,,,,2,,2,,2,,.,,,1,7,17,17,169.692.407.220.635
2737645,1,5,1,80,165.868.396.347.352,1,1,4,4,,2,,2,,,,,4,2,1,7,17,17,169.692.407.220.635
2737646,1,2,1,80,135.462.233.517.825,1,1,1,4,,2,,2,,,,,4,2,1,7,17,17,139.765.640.155.291
2737646,1,3,1,80,135.462.233.517.825,1,2,,,,2,,2,,2,,.,,,1,7,17,17,139.765.640.155.291
2737647,1,2,1,80,140.878.415.701.896,1,1,2,8,,2,,2,,,,,9,2,1,7,17,17,139.533.367.881.283
2737648,1,1,1,80,119.909.129.001.233,1,2,,,,2,,2,,2,,.,,,1,7,17,17,119.020.898.681.851
2737650,1,2,1,80,142.891.943.387.913,1,2,,,,2,,2,,2,,.,,,1,7,17,17,1.467.794.360.768
2737650,1,3,1,80,142.891.943.387.913,1,1,2,8,,2,,2,,,,,2,2,1,7,17,17,1.467.794.360.768
2737650,1,4,1,80,142.891.943.387.913,1,2,,,,2,,2,,2,,.,,,1,7,17,17,1.467.794.360.768
2737651,1,3,1,80,175.452.224.641.927,1,1,2,8,,2,,2,,,,,2,2,1,7,17,17,177.822.595.734.191
2737652,1,1,1,80,113.847.329.794.155,1,1,4,5,,3,,2,,,,,10,2,1,7,17,17,112.312.055.276.876
2737652,1,2,1,80,113.847.329.794.155,1,1,4,5,,3,,2,,,,,10,2,1,7,17,17,112.312.055.276.876
2737654,1,2,1,80,176.697.387.006.516,1,1,4,1,,2,,2,,,4,,4,1,1,7,17,17,176.291.114.090.713
2737655,1,3,1,80,269.046.464.265.716,1,2,,,,2,,2,,2,,.,,,1,7,17,17,269.495.580.378.487
2737655,1,5,1,80,269.046.464.265.716,1,2,,,,2,,2,,2,,.,,,1,7,17,17,269.495.580.378.487
2737655,1,6,1,80,269.046.464.265.716,1,2,,,,2,,2,,2,,.,,,1,7,17,17,269.495.580.378.487
2737656,1,2,1,80,156.702.537.351.287,1,1,1,8,,2,,2,,,,,2,2,1,7,17,17,156.306.604.184.999
2737657,1,2,1,80,169.346.383.534.066,1,2,,,,2,,2,,2,,.,,,1,7,17,17,169.300.578.803.555
2737658,1,3,1,80,16.055.447.228.456,1,2,,,,2,,2,,2,,.,,,1,7,17,17,161.801.284.772.753
2737659,1,2,1,80,145.578.013.529.557,1,2,,,,2,,2,,2,,.,,,1,7,17,17,145.756.713.176.965
2737660,1,2,1,80,119.909.129.001.233,1,1,4,8,,2,,2,,,,,8,2,1,7,17,17,119.020.898.681.851
2737662,1,3,1,80,235.241.611.822.436,1,2,,,,2,,2,,2,,.,,,1,7,17,17,231.911.756.599.156
2737664,1,2,1,80,177.846.528.791.389,1,2,,,,2,,2,,2,,.,,,1,7,76,76,177.815.097.382.214
2737665,1,4,1,80,152.392.404.898.961,1,1,1,2,,2,,2,,,,,2,2,1,7,76,76,154.761.012.315.827
2737666,1,2,1,80,223.066.725.781.834,1,1,1,8,,2,,2,,,,,9,2,1,7,76,76,223.697.385.985.888
2737667,1,2,1,80,117.100.228.140.616,1,1,4,3,,2,,2,,,,,9,2,1,7,76,76,114.975.803.450.632
2737668,1,1,1,80,151.605.942.006.972,1,1,4,9,YA NO TENIA NECESIDAD,2,,2,,,,,8,2,1,7,76,76,151.628.824.733.805
2737668,1,3,1,80,151.605.942.006.972,1,2,,,,2,,2,,2,,.,,,1,7,76,76,151.628.824.733.805
2737669,1,3,1,80,166.660.313.392.421,1,2,,,,2,,2,,2,,.,,,1,7,17,17,17.032.330.170.339
2737669,1,4,1,80,166.660.313.392.421,1,2,,,,2,,2,,1,1,,2,,1,7,17,17,17.032.330.170.339
2737670,1,2,1,80,20.279.836.958.325,1,1,4,8,,2,,2,,,4,,9,1,1,7,17,17,202.885.576.694.535
2737670,1,3,1,80,20.279.836.958.325,1,2,,,,2,,2,,2,,.,,,1,7,17,17,202.885.576.694.535
2737671,1,3,1,80,19.167.384.576.152,1,1,2,9,SE CANSO,2,,2,,,1,,2,1,1,7,17,17,192.335.685.686.501
2737675,1,2,1,80,176.595.486.617.526,1,2,,,,2,,2,,2,,.,,,1,7,17,17,178.593.737.228.649
2737676,1,1,1,80,178.453.353.817.153,1,2,,,,2,,2,,2,,.,,,1,7,17,17,174.641.541.190.294
2737676,1,4,1,80,178.453.353.817.153,1,1,3,2,,2,,2,,,,,2,2,1,7,17,17,174.641.541.190.294
2737677,1,1,1,80,138.758.961.774.263,1,1,4,5,,3,,2,,,,,10,2,1,7,17,17,136.627.062.397.924
2737680,1,1,1,80,708.444.537.464.783,1,1,4,4,,2,,2,,,,,4,2,1,7,76,76,702.103.034.217.226
2737680,1,2,1,80,708.444.537.464.783,1,1,4,8,,2,,2,,,,,5,2,1,7,76,76,702.103.034.217.226
2737683,1,1,1,80,831.387.934.226.486,1,1,4,3,,3,,2,,,,,9,2,1,7,76,76,829.327.051.181.293
2737684,1,3,1,80,946.735.372.323.567,1,1,1,8,,2,,2,,,,,2,2,1,7,76,76,95.059.589.568.219
2737689,1,3,1,80,689.418.454.589.552,1,2,,,,2,,2,,2,,.,,,1,7,76,76,693.585.360.185.268
2737689,1,4,1,80,689.418.454.589.552,1,2,,,,2,,2,,2,,.,,,1,7,76,76,693.585.360.185.268
2737690,1,2,1,80,6.452.165.548.769,1,1,3,9,CAMBIO DE PAIS,2,,2,,,,,9,2,1,7,76,76,63.994.943.461.046
2737692,1,1,1,80,173.434.671.103.284,1,1,4,3,,2,,2,,,,,9,2,1,7,17,17,172.613.667.112.896
2737692,1,4,1,80,173.434.671.103.284,1,2,,,,2,,2,,2,,.,,,1,7,17,17,172.613.667.112.896
2737694,1,2,1,80,175.452.224.641.927,1,2,,,,2,,2,,2,,.,,,1,7,17,17,177.822.595.734.191
2737694,1,3,1,80,175.452.224.641.927,1,2,,,,2,,2,,2,,.,,,1,7,17,17,177.822.595.734.191
2737696,1,4,1,80,153.361.115.050.418,1,2,,,,2,,2,,2,,.,,,1,7,17,17,152.605.896.572.832
2737697,1,5,1,80,157.868.402.142.916,1,1,1,8,,2,,2,,,,,2,2,1,7,17,17,162.824.007.672.588
2737699,1,1,1,80,153.656.714.131.629,1,1,4,8,,2,,2,,,,,8,2,1,7,17,17,152.648.373.359.362
2737700,1,2,1,80,4.055.967.391.665,1,2,,,,2,,2,,2,,.,,,1,7,17,17,405.771.153.389.071
2737700,1,3,1,80,4.055.967.391.665,1,2,,,,2,,2,,2,,.,,,1,7,17,17,405.771.153.389.071
2737701,1,1,1,80,889.232.643.956.947,1,1,1,1,,2,,2,,,1,,9,1,1,7,76,76,889.075.486.911.068
2737702,1,1,1,80,851.676.439.636.767,1,2,,,,2,,2,,2,,.,,,1,7,76,76,84.979.796.623.196
2737702,1,3,1,80,851.676.439.636.767,1,2,,,,2,,2,,2,,.,,,1,7,76,76,84.979.796.623.196
2737703,1,1,1,80,149.985.385.984.983,1,1,4,5,,3,,2,,,,,10,2,1,7,17,17,144.874.330.268.022
2737703,1,2,1,80,149.985.385.984.983,1,2,,,,2,,2,,2,,.,,,1,7,17,17,144.874.330.268.022
2737704,1,1,1,80,144.820.760.981.341,1,1,4,5,,3,,2,,,,,10,2,1,7,17,17,143.335.905.802.899
2737705,1,1,1,80,144.820.760.981.341,1,1,4,4,,2,,2,,,,,4,2,1,7,17,17,143.335.905.802.899
2737709,1,1,1,80,153.656.714.131.629,1,1,4,6,,3,,2,,,,,8,2,1,7,17,17,152.648.373.359.362
2737709,1,2,1,80,153.656.714.131.629,1,1,4,3,,2,,2,,,,,9,2,1,7,17,17,152.648.373.359.362
2737711,1,3,1,80,194.006.458.333.744,1,2,,,,2,,2,,2,,.,,,1,7,17,17,195.386.282.663.734
2737711,1,4,1,80,194.006.458.333.744,1,2,,,,2,,2,,2,,.,,,1,7,17,17,195.386.282.663.734
2737712,1,1,1,80,144.820.760.981.341,1,2,,,,2,,2,,2,,.,,,1,7,17,17,143.335.905.802.899
2737713,1,1,1,80,828.791.916.267.268,1,1,4,4,,2,,2,,,,,8,2,1,7,76,76,824.644.540.748.551
2737713,1,2,1,80,828.791.916.267.268,1,1,4,3,,2,,2,,,,,9,2,1,7,76,76,824.644.540.748.551
2737713,1,3,1,80,828.791.916.267.268,1,2,,,,2,,2,,2,,.,,,1,7,76,76,824.644.540.748.551
2737716,2,3,2,80,327.880.453.551.713,1,2,,,,2,,2,,2,,.,,,1,7,73,73,330.807.547.026.542
2737716,2,4,2,80,327.880.453.551.713,1,2,,,,2,,2,,2,,.,,,1,7,73,73,330.807.547.026.542
2737716,2,5,2,80,327.880.453.551.713,1,1,2,4,,2,,2,,,,,4,2,1,7,73,73,330.807.547.026.542
2737717,1,3,1,80,30.092.821.059.328,1,2,,,,2,,2,,2,,.,,,1,7,73,73,300.872.385.510.459
2737719,1,3,1,80,218.051.556.011.873,1,1,1,2,,2,,1,300000,,,,2,2,1,7,73,73,212.648.679.233.523
2737720,1,1,1,80,521.510.355.923.086,1,2,,,,2,,2,,1,4,,4,,1,7,73,73,519.719.347.145.049
2737722,1,2,1,80,23.529.985.907.102,1,1,4,4,,2,,2,,,,,4,2,1,7,73,73,240.367.583.980.894
2737722,1,5,1,80,23.529.985.907.102,1,1,3,2,,2,,2,,,,,2,2,1,7,73,73,240.367.583.980.894
2737724,1,4,1,80,224.366.456.590.089,1,2,,,,2,,2,,2,,.,,,1,7,73,73,229.716.654.812.308
2737725,1,3,1,80,240.508.940.803.183,1,1,3,8,,2,,2,,,,,8,2,1,7,73,73,237.815.726.183.628
2737726,1,1,1,80,158.621.651.760.006,1,1,4,5,,3,,2,,,,,10,2,1,7,73,73,160.483.087.675.202
2737726,1,2,1,80,158.621.651.760.006,1,1,4,3,,2,,2,,,,,9,2,1,7,73,73,160.483.087.675.202
2737726,1,6,1,80,158.621.651.760.006,1,1,2,8,,2,,2,,,,,2,2,1,7,73,73,160.483.087.675.202
2737726,1,8,1,80,158.621.651.760.006,1,2,,,,2,,2,,2,,.,,,1,7,73,73,160.483.087.675.202
2737728,1,1,1,80,176.942.540.561.331,1,1,4,4,,3,,2,,,,,10,2,1,7,73,73,17.396.301.334.169
2737728,1,2,1,80,176.942.540.561.331,1,1,4,3,,2,,2,,,,,9,2,1,7,73,73,17.396.301.334.169
2737729,1,2,1,80,121.491.798.920.322,1,1,4,4,,2,,2,,,,,4,2,1,7,73,73,122.003.068.985.622
2737730,1,1,1,80,213.777.101.812.275,1,1,4,5,,3,,2,,,,,10,2,1,7,73,73,214.872.690.541.838
2737731,1,3,1,80,191.824.301.554.139,1,2,,,,2,,2,,2,,.,,,1,7,73,73,195.190.803.422.135
2737733,1,1,1,80,214.732.888.159.199,1,1,4,5,,3,,2,,,,,10,2,1,7,73,73,212.624.896.388.029
2737734,1,4,1,80,219.653.652.660.326,1,2,,,,2,,2,,2,,.,,,1,7,73,73,220.694.569.276.937
2737735,1,2,1,80,269.091.756.321.532,1,1,4,7,,2,,2,,,,,9,2,1,7,73,73,270.073.257.353.327
2737735,1,3,1,80,269.091.756.321.532,1,2,,,,2,,2,,2,,.,,,1,7,73,73,270.073.257.353.327
2737739,1,3,1,80,217.270.967.626.456,1,2,,,,2,,2,,2,,.,,,1,7,73,73,218.343.740.385.342
2737743,1,1,1,80,988.489.170.294.328,1,1,4,5,,3,,2,,,,,10,2,1,7,47,47,982.816.542.784.853
2737743,1,2,1,80,988.489.170.294.328,1,2,,,,2,,2,,2,,.,,,1,7,47,47,982.816.542.784.853
2737743,1,3,1,80,988.489.170.294.328,1,2,,,,2,,2,,2,,.,,,1,7,47,47,982.816.542.784.853
2737744,1,2,1,80,14.877.467.896.873,1,2,,,,2,,2,,2,,.,,,1,7,47,47,150.525.586.988.508
2737744,1,3,1,80,14.877.467.896.873,1,2,,,,2,,2,,2,,.,,,1,7,47,47,150.525.586.988.508
2737745,1,3,1,80,277.343.502.054.127,1,2,,,,2,,2,,2,,.,,,1,7,73,73,278.725.403.383.776
2737746,1,2,1,80,244.801.347.018.177,1,1,1,8,,2,,2,,,,BUSCA TRABAJO SOLO EN VACACIONES,12,2,1,7,73,73,244.199.551.993.603
2737752,1,2,1,80,146.137.832.494.723,1,2,,,,2,,2,,2,,.,,,1,7,47,47,14.619.457.969.584
2737754,1,2,1,80,217.232.915.525.545,1,1,3,6,,2,,2,,,,,4,2,1,7,47,47,217.891.314.315.191
2737755,1,2,1,80,134.581.224.204.826,1,1,2,6,,2,,2,,,,NO TIENE RECURSOS PARA INSTALAR UN NEGOCIO,12,2,1,7,47,47,139.866.530.307.246
2737755,1,3,1,80,134.581.224.204.826,1,2,,,,2,,2,,2,,.,,,1,7,47,47,139.866.530.307.246
2737755,1,4,1,80,134.581.224.204.826,1,2,,,,2,,2,,2,,.,,,1,7,47,47,139.866.530.307.246
2737755,1,5,1,80,134.581.224.204.826,1,2,,,,2,,2,,2,,.,,,1,7,47,47,139.866.530.307.246
2737755,1,6,1,80,134.581.224.204.826,1,2,,,,2,,2,,2,,.,,,1,7,47,47,139.866.530.307.246
2737756,1,5,1,80,208.996.890.364.117,1,1,3,4,,2,,2,,,,,4,2,1,7,47,47,208.536.638.008.486
2737758,1,1,1,80,168.229.803.544.676,1,1,4,3,,2,,2,,,,,9,2,1,7,47,47,169.988.703.444.982
2737758,1,4,1,80,168.229.803.544.676,1,2,,,,2,,2,,2,,.,,,1,7,47,47,169.988.703.444.982
2737758,1,5,1,80,168.229.803.544.676,1,2,,,,2,,2,,2,,.,,,1,7,47,47,169.988.703.444.982
2737761,1,5,1,80,170.506.709.603.259,1,2,,,,2,,2,,2,,.,,,1,7,47,47,168.265.154.495.901
2737763,1,2,1,80,892.246.259.032.214,1,1,4,7,,2,,2,,,,YA NO NECESITA,12,2,1,7,68,68,887.566.801.420.721
2737764,1,3,1,80,623.401.505.898.878,1,1,4,7,,2,,2,,,,,4,2,1,7,68,68,612.585.710.475.564
2737765,1,2,1,80,495.557.194.791.698,1,1,1,7,,2,,2,,,,,9,2,1,7,68,68,493.638.296.757.775
2737765,1,3,1,80,495.557.194.791.698,1,1,1,7,,2,,2,,,,,8,2,1,7,68,68,493.638.296.757.775
2737766,1,3,1,80,56.473.700.274.418,1,1,1,2,,2,,2,,,,,2,2,1,7,68,68,562.826.461.549.731
2737766,1,4,1,80,56.473.700.274.418,1,2,,,,2,,2,,2,,.,,,1,7,68,68,562.826.461.549.731
2737768,1,3,1,80,523.153.287.582.575,1,1,1,7,,2,,2,,,,,9,2,1,7,68,68,524.411.840.811.299
2737769,1,2,1,80,29.138.545.771.524,1,1,4,1,,1,4,2,,,4,,9,1,1,7,68,68,288.666.469.980.356
2737770,2,1,2,80,259.628.373.295.501,1,1,1,2,,2,,2,,,,,2,2,1,7,68,68,264.882.853.715.108
2737770,3,1,3,80,259.628.373.295.501,1,2,,,,2,,2,,2,,.,,,1,7,68,68,264.882.853.715.108
2737771,1,4,1,80,909.646.768.368.571,1,1,1,2,,2,,2,,,,,2,2,1,7,68,68,912.579.785.706.282
2737772,1,1,1,80,489.513.027.285.407,1,1,4,5,,3,,2,,,4,,10,1,1,7,68,68,484.798.051.811.379
2737772,1,2,1,80,489.513.027.285.407,1,1,4,3,,2,,2,,,,,9,2,1,7,68,68,484.798.051.811.379
2737773,1,4,1,80,514.007.086.932.008,1,1,4,4,,2,,2,,,,,4,2,1,7,68,68,507.545.651.001.654
2737773,1,5,1,80,514.007.086.932.008,1,1,4,4,,2,,2,,,,,4,2,1,7,68,68,507.545.651.001.654
2737774,1,2,1,80,571.995.843.757.815,1,1,4,3,,2,,2,,,,,9,2,1,7,68,68,571.007.550.952.504
2737775,1,3,1,80,572.970.094.688.504,1,2,,,,2,,2,,2,,.,,,1,7,68,68,570.765.563.974.287
2737775,1,4,1,80,572.970.094.688.504,1,1,3,3,,2,,1,50000,,,,9,2,1,7,68,68,570.765.563.974.287
2737776,1,1,1,80,471.978.373.915.617,1,1,2,4,,2,,2,,,,,4,2,1,7,68,68,467.537.110.895.205
2737777,1,3,1,80,444.064.578.617.968,1,2,,,,2,,2,,2,,.,,,1,7,68,68,446.793.041.310.961
2737777,1,4,1,80,444.064.578.617.968,1,2,,,,2,,2,,2,,.,,,1,7,68,68,446.793.041.310.961
2737777,1,5,1,80,444.064.578.617.968,1,2,,,,2,,2,,2,,.,,,1,7,68,68,446.793.041.310.961
2737778,1,2,1,80,397.280.573.340.867,1,1,4,3,,2,,2,,,,,9,2,1,7,68,68,397.187.690.569.155
2737778,1,3,1,80,397.280.573.340.867,1,1,1,2,,2,,2,,,,,2,2,1,7,68,68,397.187.690.569.155
2737779,1,3,1,80,419.031.046.740.186,1,1,1,7,,2,,2,,,,,11,2,1,7,68,68,417.715.375.718.931
2737779,1,5,1,80,419.031.046.740.186,1,1,4,4,,2,,2,,,4,,4,1,1,7,68,68,417.715.375.718.931
2737781,1,3,1,80,477.935.042.336.513,1,2,,,,2,,2,,2,,.,,,1,7,68,68,477.823.688.997.486
2737782,2,2,2,80,423.639.827.755.332,1,1,1,3,,2,,2,,,,,9,2,1,7,68,68,425.646.919.816.095
2737783,2,2,2,80,143.947.106.805.305,1,1,1,9,CAMBIO DE DOMICILIO,2,,1,130000,,,,3,2,1,7,23,23,140.969.318.468.459
2737784,1,2,1,80,115.410.934.725.375,1,2,,,,2,,2,,2,,.,,,1,7,23,23,114.401.830.839.706
2737785,1,4,1,80,170.959.113.793.819,1,2,,,,2,,2,,2,,.,,,1,7,23,23,170.915.808.074.059
2737786,1,2,1,80,133.604.464.759.864,1,1,4,4,,2,,2,,,,,4,2,1,7,23,23,128.941.146.869.375
2737789,1,3,1,80,156.695.458.462.575,1,2,,,,2,,2,,2,,.,,,1,7,23,23,156.634.531.753.337
2737790,1,2,1,80,124.853.726.391.939,1,1,3,3,,2,,2,,,,,9,2,1,7,23,23,118.831.884.266.073
2737791,1,2,1,80,130.732.289.263.795,1,1,4,3,,2,,2,,,,,9,2,1,7,23,23,130.274.280.306.887
2737792,1,2,1,80,873.515.857.929.862,1,1,1,3,,2,,2,,,,,9,2,1,7,23,23,928.217.174.719.877
2737794,1,5,1,80,156.816.697.645.041,1,2,,,,2,,2,,2,,.,,,1,7,23,23,159.308.822.769.514
2737795,1,1,1,80,156.030.061.719.449,1,1,4,4,,2,,2,,,,,8,2,1,7,23,23,156.646.673.260.795
2737795,1,4,1,80,156.030.061.719.449,1,2,,,,2,,2,,2,,.,,,1,7,23,23,156.646.673.260.795
2737796,1,2,1,80,138.692.139.147.924,1,2,,,,2,,2,,2,,.,,,1,7,23,23,136.670.135.420.662
2737797,1,3,1,80,114.905.523.928.368,1,2,,,,2,,2,,2,,.,,,1,7,23,23,115.365.041.289.379
2737798,1,3,1,80,101.707.814.452.117,1,1,1,8,,2,,2,,,,ESTA ESPERANDO GRADUARSE,12,2,1,7,23,23,987.686.872.305.639
2737799,1,1,1,80,131.045.515.178.975,1,1,4,7,,2,,2,,,,,8,2,1,7,23,23,128.264.727.216.341
2737800,1,2,1,80,145.235.007.090.029,1,2,,,,2,,2,,2,,.,,,1,7,23,23,149.119.493.314.286
2737800,1,4,1,80,145.235.007.090.029,1,2,,,,2,,2,,2,,.,,,1,7,23,23,149.119.493.314.286
2737802,1,5,1,80,975.712.126.430.857,1,2,,,,2,,2,,2,,.,,,1,7,23,23,101.434.361.858.611
2737804,1,1,1,80,117.829.605.964.587,1,1,4,4,,2,,2,,,,,4,2,1,7,23,23,118.588.792.415.038
2737804,1,4,1,80,117.829.605.964.587,1,2,,,,2,,2,,2,,.,,,1,7,23,23,118.588.792.415.038
2737804,1,5,1,80,117.829.605.964.587,1,2,,,,2,,2,,2,,.,,,1,7,23,23,118.588.792.415.038
2737805,1,3,1,80,147.568.947.476.189,1,2,,,,2,,2,,2,,.,,,1,7,23,23,144.762.792.809.912
2737805,1,5,1,80,147.568.947.476.189,1,1,4,4,,2,,2,,,,,4,2,1,7,23,23,144.762.792.809.912
2737807,1,1,1,80,118.947.415.291.693,1,2,,,,2,,2,,2,,.,,,1,7,23,23,114.075.659.255.005
2737808,1,3,1,80,101.932.823.646.846,1,2,,,,2,,2,,2,,.,,,1,7,23,23,103.801.807.387.972
2737808,1,4,1,80,101.932.823.646.846,1,2,,,,2,,2,,2,,.,,,1,7,23,23,103.801.807.387.972
2737811,1,4,1,80,158.440.602.109.151,1,2,,,,2,,2,,2,,.,,,1,7,23,23,15.559.281.871.636
2737813,1,3,1,80,168.938.399.322.838,1,2,,,,2,,2,,2,,.,,,1,7,23,23,173.262.955.487.888
2737813,1,4,1,80,168.938.399.322.838,1,2,,,,2,,2,,2,,.,,,1,7,23,23,173.262.955.487.888
2737836,1,2,1,80,112.733.143.607.105,1,1,4,4,,2,,2,,,,,4,2,1,7,52,52,105.043.839.017.909
2737837,1,1,1,80,190.274.658.359.611,1,1,3,8,,2,,2,,,,,2,2,1,7,52,52,187.458.402.227.585
2737838,1,1,1,80,161.120.103.713.289,1,2,,,,2,,2,,2,,.,,,1,7,52,52,164.731.631.666.936
2737838,1,2,1,80,161.120.103.713.289,1,2,,,,2,,2,,2,,.,,,1,7,52,52,164.731.631.666.936
2737841,1,2,1,80,173.605.296.975.521,1,1,3,7,,2,,2,,,1,,2,1,1,7,52,52,172.801.825.449.221
2737841,1,3,1,80,173.605.296.975.521,1,1,2,8,,2,,2,,,1,,2,1,1,7,52,52,172.801.825.449.221
2737841,1,4,1,80,173.605.296.975.521,1,1,2,2,,2,,1,200000,,1,,2,1,1,7,52,52,172.801.825.449.221
2737844,1,2,1,80,128.741.489.539.987,1,1,1,9,POR VIAJE,2,,1,32000,,,,7,2,1,7,52,52,137.921.016.838.936
2737844,1,3,1,80,128.741.489.539.987,1,2,,,,2,,2,,2,,.,,,1,7,52,52,137.921.016.838.936
2737845,1,2,1,80,197.365.654.852.062,1,1,2,2,,2,,2,,,,,2,2,1,7,52,52,196.180.857.245.602
2737846,1,2,1,80,147.474.972.212.201,1,2,,,,2,,2,,2,,.,,,1,7,52,52,146.296.869.979.858
2737847,1,1,1,80,136.693.331.127.622,1,1,4,5,,3,,2,,,,,10,2,1,7,52,52,136.284.899.990.355
2737847,1,4,1,80,136.693.331.127.622,1,2,,,,2,,2,,2,,.,,,1,7,52,52,136.284.899.990.355
2737848,1,2,1,80,806.541.705.716.973,1,1,4,3,,2,,2,,,4,,8,1,1,7,52,52,806.384.723.523.908
2737848,1,6,1,80,806.541.705.716.973,1,2,,,,2,,2,,2,,.,,,1,7,52,52,806.384.723.523.908
2737848,1,7,1,80,806.541.705.716.973,1,2,,,,2,,2,,2,,.,,,1,7,52,52,806.384.723.523.908
2737849,1,1,1,80,14.038.397.571.975,1,1,4,7,,2,,2,,,,,9,2,1,7,52,52,137.574.414.961.841
2737854,1,4,1,80,147.286.734.782.095,1,2,,,,3,,2,,2,,.,,,1,7,52,52,149.751.556.942.012
2737855,1,1,1,80,806.541.705.716.973,1,2,,,,3,,2,,2,,.,,,1,7,52,52,806.384.723.523.908
2737855,1,7,1,80,806.541.705.716.973,1,2,,,,2,,2,,2,,.,,,1,7,52,52,806.384.723.523.908
2737856,1,2,1,80,195.092.550.625.205,1,1,4,3,,2,,2,,,,,9,2,1,7,52,52,185.853.485.740.098
2737857,1,1,1,80,950.328.377.104.394,1,1,4,4,,2,,2,,,,,4,2,1,7,52,52,854.251.535.423.191
2737858,1,1,1,80,138.303.679.452.732,1,1,4,7,,2,,2,,,,,9,2,1,7,52,52,141.850.030.549.949
2737858,1,2,1,80,138.303.679.452.732,1,2,,,,2,,2,,2,,.,,,1,7,52,52,141.850.030.549.949
2737859,1,2,1,80,806.541.705.716.973,1,1,2,7,,2,,2,,,,,9,2,1,7,52,52,806.384.723.523.908
2737859,1,5,1,80,806.541.705.716.973,1,2,,,,2,,2,,2,,.,,,1,7,52,52,806.384.723.523.908
2737862,1,1,1,80,132.153.786.497.072,1,2,,,,2,,2,,2,,.,,,1,7,52,52,138.550.174.144.132
2737865,1,1,1,80,21.601.691.604.885,1,1,4,5,,3,,2,,,,,10,2,1,7,52,52,209.556.015.483.039
2737866,1,2,1,80,818.866.289.969.989,1,1,4,3,,2,,2,,,,,9,2,1,7,52,52,955.755.608.026.969
2737866,1,5,1,80,818.866.289.969.989,1,2,,,,2,,2,,2,,.,,,1,7,52,52,955.755.608.026.969
2737867,1,3,1,80,195.285.358.585.043,1,2,,,,2,,2,,2,,.,,,1,7,52,52,20.045.647.283.371
