DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7420S7A1,P7422,P7422S1,P9460,OFICIO1,OFICIO2,RAMA2D_D,DSI,DSCY,RAMA4D_D,MES,DPTO,AREA,fex_c_2011
2731592,1,1,1,70,1,5,40,4,,2,24,4,,1,1,,,,,,,,,,1,,2,,2,53,53,55,1,1,5521,7,63,63,123.336.434.789.823
2731592,1,3,1,70,1,1,60,4,,2,2,4,,1,1,,,,,,,,,,1,,1,520000,2,83,83,28,1,1,2811,7,63,63,123.336.434.789.823
2731593,1,2,1,70,1,4,40,1,,2,8,4,,1,2,,,,,,,,,,1,,2,,2,58,53,55,1,1,5530,7,63,63,112.194.899.421.045
2731593,1,3,1,70,1,2,72,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,1,,7,63,63,112.194.899.421.045
2731597,1,1,1,70,1,2,48,4,,2,2,4,,1,7,,,,,,,,,,1,,1,320000,2,45,41,55,1,1,5524,7,63,63,132.007.595.503.402
2731598,1,3,1,70,1,8,48,1,,2,8,1,,5,1,,,,,,,,,,1,,2,,2,33,39,64,1,1,6412,7,63,63,114.425.190.203.607
2731602,1,2,1,70,1,16,30,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,2,,7,15,15,624.481.807.130.412
2731604,1,2,1,70,1,24,40,1,,2,24,4,,1,1,,,,,,,,,,1,,2,,2,55,41,52,1,2,5221,7,15,15,596.063.919.427.766
2731607,1,1,1,70,1,112,60,1,,2,112,1,,3,1,,,,,,,,,,1,,2,,2,58,58,70,1,2,7020,7,15,15,669.026.740.715.079
2731610,1,2,1,70,1,12,60,1,,2,12,1,,2,1,,,,,,,,,,1,,2,,2,84,84,50,1,1,5020,7,15,15,941.125.439.575.119
2731620,1,2,1,70,1,15,40,1,,2,15,1,,8,2,,,,,,,,,,1,,2,,2,3,3,93,1,2,9303,7,15,15,121.740.300.439.254
2731637,1,1,1,70,1,14,48,1,,2,14,1,,9,3,,,,,,,,,,1,,2,,2,30,30,27,1,2,2731,7,17,17,147.264.934.186.093
2731647,1,1,1,70,1,100,24,1,,1,,,.,,,.,.,,,,,,,,,.,,,,53,,,1,2,,7,17,17,155.558.630.345.702
2731662,1,2,1,70,1,6,35,3,,2,3,4,,1,1,,,,,,,,,,1,,1,90000,2,54,56,93,1,1,9301,7,73,73,332.701.251.349.609
2731662,1,7,1,70,1,21,43,3,,2,5,1,,3,1,,,,,,,,,,1,,2,,2,54,55,85,1,2,8531,7,73,73,332.701.251.349.609
2731662,1,9,1,70,1,6,50,1,,2,6,1,,2,1,,,,,,,,,,1,,2,,2,58,45,52,1,1,5262,7,73,73,332.701.251.349.609
2731663,1,3,1,70,1,24,48,1,,2,21,1,,4,1,,,,,,,,,,1,,2,,2,45,45,15,1,2,1551,7,73,73,141.989.019.748.783
2731671,1,3,1,70,1,4,48,1,,2,4,1,,6,4,,,,,,,,,,1,,1,1500000,2,11,11,45,1,1,4530,7,73,73,164.997.931.252.037
2731675,1,2,1,70,1,2,48,1,,2,2,1,,3,2,,,,,,,,,,1,,1,60000,2,55,77,15,1,1,1551,7,73,73,227.684.651.073.947
2731681,1,1,1,70,1,32,30,4,,2,8,4,,1,2,,,,,,,,,,1,,2,,2,53,45,92,1,2,9242,7,73,73,235.547.405.963.154
2731684,1,1,1,70,1,24,40,2,,2,576,1,,2,2,,,,,,,,,,1,,2,,2,21,21,36,1,2,3691,7,73,73,156.841.856.434.999
2731695,1,2,1,70,1,5,48,1,,2,5,1,,3,1,,,,,,,,,,1,,1,600000,2,37,53,55,1,1,5522,7,66,66,232.941.728.436.336
