DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;FT;DPTO;fex_c_2011
5367062;1;1;1;50;05; ; ;1;6;AUTOCONSTRUCCION DE VIVIENDA;2;2;2;2;1;13;ESTA ESPERANDO TERMINAR DE CONSTRUIR SU VIVIENDA; ; ; ; ; ;02;1;05;1062,9350653869
5367063;1;1;1;50;05; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1157,18898238719
5367063;1;2;1;50;05;1; ;2;6;VER TV;2;2;2;1; ; ; ; ; ; ; ;1;02;1;05;1157,18898238719
5367063;1;3;1;50;05; ; ;3;4; ;2;2;2;2;1;5; ;2; ;1;2;1;02;1;05;1157,18898238719
5367064;1;1;1;50;05; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1307,23389454088
5367064;1;2;1;50;05; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1307,23389454088
5367064;1;3;1;50;05;2; ;3;3; ;2;2;2;1; ; ; ; ; ; ; ;1;02;1;05;1307,23389454088
5367064;1;6;1;50;05; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1307,23389454088
5367064;1;7;1;50;05; ; ;7;4; ;2;2;2;2;1;8; ;2; ;2; ; ;02;1;05;1307,23389454088
5367064;1;8;1;50;05; ; ;8;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1307,23389454088
5367065;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1255,49405519197
5367065;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1255,49405519197
5367066;1;1;1;50;05; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1069,92915568418
5367067;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1092,0650058242
5367067;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1092,0650058242
5367067;1;3;1;50;05; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1092,0650058242
5367068;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;971,624082879394
5367068;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;971,624082879394
5367069;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1353,35258327423
5367069;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1353,35258327423
5367070;1;1;1;50;05;1; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;02;1;05;1056,65323384712
5367070;1;2;1;50;05; ; ;2;4; ;2;2;2;2;1;8; ;2; ;2; ; ;02;1;05;1056,65323384712
5367071;1;1;1;50;05;3; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;02;1;05;1256,64821147968
5367071;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1256,64821147968
5367072;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;965,342251339614
5367072;1;2;1;50;05; ; ;2;6;VIENDO TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;965,342251339614
5367072;1;3;1;50;05; ; ;1;6;CON PROBLEMAS DE SALUD;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;965,342251339614
5367073;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1045,35941240232
5367073;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1045,35941240232
5367073;1;3;1;50;05; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1045,35941240232
5367074;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;964,629992582118
5367074;1;2;1;50;05;2; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;02;1;05;964,629992582118
5367077;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1241,6366965385
5367077;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1241,6366965385
5367078;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1076,34587931784
5367078;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1076,34587931784
5367079;1;1;1;50;05; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1083,33996961512
5367079;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1083,33996961512
5367081;1;1;1;50;05;4; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;02;1;05;985,034896810338
5367081;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;985,034896810338
5367081;1;3;1;50;05; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;985,034896810338
5367082;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1076,34587931784
5367082;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1076,34587931784
5367083;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1508,75695787314
5367083;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1508,75695787314
5367083;1;3;1;50;05; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1508,75695787314
5367083;1;4;1;50;05; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1508,75695787314
5367083;1;5;1;50;05; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1508,75695787314
5367084;1;1;1;50;05;2; ;1;6;LABORES HUMANITARIAS;2;2;2;1; ; ; ; ; ; ; ;1;02;1;05;1488,23837039577
5367084;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1488,23837039577
5367084;1;3;1;50;05; ; ;3;6;CUIDAR SUS HIJOS;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1488,23837039577
5367084;1;6;1;50;05; ; ;6;3; ;1; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1488,23837039577
5367085;1;1;1;50;05; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;951,354070745063
5367085;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;951,354070745063
5367085;1;3;1;50;05; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;951,354070745063
5367086;1;1;1;50;05; ; ;1;6;HOSPITALIZADA;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1083,33996961512
5367086;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1083,33996961512
5367087;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1142,51032891939
5367087;1;2;1;50;05; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1142,51032891939
5367088;1;1;1;50;05;1; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;02;1;05;1111,63754525301
5367088;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1111,63754525301
5367088;1;3;1;50;05;3; ;3;3; ;2;2;2;1; ; ; ; ; ; ; ;1;02;1;05;1111,63754525301
5367089;1;1;1;50;05; ; ;1;6;VER TV;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1137,04979219394
5367089;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1137,04979219394
5367089;1;3;1;50;05; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1137,04979219394
5367089;1;4;1;50;05; ; ;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1137,04979219394
5367091;1;1;1;50;05; ; ;1;6;VER TV;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;985,169788904226
5367091;1;2;1;50;05; ; ;5;6;CUIDAR A LA MAMA;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;985,169788904226
5367091;1;3;1;50;05; ; ;5;6;HOSPITALIZADO POR COVID;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;985,169788904226
5367091;1;4;1;50;05; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;985,169788904226
5367091;1;5;1;50;05; ; ;5;6;CUIDAR HERMANO HOSPITALIZADO;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;985,169788904226
5367092;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1076,34587931784
5367092;1;2;1;50;05;2; ;2;6;HACER DEPORTE;2;2;2;1; ; ; ; ; ; ; ;1;02;1;05;1076,34587931784
5367093;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1255,49405519197
5367093;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1255,49405519197
5367094;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1514,47856144125
5367094;1;2;1;50;05; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1514,47856144125
5367094;1;3;1;50;05; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1514,47856144125
5367094;1;4;1;50;05; ; ;4;6;IR A DIALISIS;2;2;2;2;1;11; ; ; ; ; ; ;02;1;05;1514,47856144125
5367094;1;5;1;50;05;2; ;5;4; ;2;2;2;1; ; ; ; ; ; ; ;1;02;1;05;1514,47856144125
5367095;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1142,51032891939
5367095;1;2;1;50;05; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1142,51032891939
5367096;1;1;1;50;05; ; ;1;6;LEER;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1049,65914354984
5367096;1;2;1;50;05; ; ;2;6;PINTAR;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1049,65914354984
5367097;1;1;1;50;05; ; ;1;6;ACOMPAÑAR LA FAMILIA QUE ESTABAN DE LUTO;2;1; ; ; ; ; ; ; ; ; ; ;02;1;05;1077,50003560555
5367097;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1077,50003560555
5367099;1;1;1;50;05; ; ;1;6;HACER DEPORTE LEER Y VER TELEVISION;2;2;2;2;1;13;POR LA PANDEMIA DEL COVID 19; ; ; ; ; ;02;1;05;1017,51852034661
5367099;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1017,51852034661
5367099;1;3;1;50;05; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1017,51852034661
5367100;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1063,06995748079
5367100;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1063,06995748079
5367100;1;3;1;50;05; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1063,06995748079
5367101;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1665,65095316578
5367101;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1665,65095316578
5367101;1;5;1;50;05; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1665,65095316578
5367102;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1405,09242262313
5367102;1;2;1;50;05; ; ;2;4; ;2;2;2;2;1;13;ESTA EN EMBARAZO; ; ; ; ; ;02;1;05;1405,09242262313
5367102;1;3;1;50;05; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1405,09242262313
5367102;1;5;1;50;05; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1405,09242262313
5367102;1;6;1;50;05; ; ;6;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1405,09242262313
5367102;1;7;1;50;05; ; ;7;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1405,09242262313
5367104;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1434,6422310661
5367104;1;2;1;50;05;1; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;02;1;05;1434,6422310661
5367105;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1090,9108495365
5367105;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1090,9108495365
5367105;1;3;1;50;05; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1090,9108495365
5367106;1;1;1;50;05; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1307,80114614005
5367106;1;2;1;50;05; ; ;2;3; ;2;2;2;2;1;8; ;2; ;2; ; ;02;1;05;1307,80114614005
5367108;1;1;1;50;05; ; ;1;6;VER TV;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1069,92915568418
5367109;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1174,65095212262
5367110;1;1;1;50;05; ; ;1;6;VER TV;1; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1044,20525611461
5367110;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1044,20525611461
5367110;1;3;1;50;05; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1044,20525611461
5367111;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1090,9108495365
5367111;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1090,9108495365
5367111;1;3;1;50;05; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1090,9108495365
5367112;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1598,6652087499
5367112;1;2;1;50;05; ; ;2;6;INCAPACITADA;2;1; ; ; ; ; ; ; ; ; ; ;02;1;05;1598,6652087499
5367113;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1044,20525611461
5367113;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1044,20525611461
5367113;1;3;1;50;05; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1044,20525611461
5367114;1;1;1;50;05; ; ;1;6;VER TV;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;958,348161042338
5367114;1;2;1;50;05; ; ;1;6;VER TV;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;958,348161042338
5367114;1;3;1;50;05; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;958,348161042338
5367115;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1606,92713858403
5367115;1;5;1;50;05; ; ;5;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1606,92713858403
5367116;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1056,65323384712
5367116;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1056,65323384712
5367117;1;1;1;50;05; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1005,64790927771
5367117;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1005,64790927771
5367117;1;3;1;50;05; ; ;1;6;VER TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1005,64790927771
5367118;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1228,80731942397
5367118;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1228,80731942397
