DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;p7440;DPTO;fex_c_2011
5367062;1;1;1;80;05;1;3; ;2; ; ;9; ;2; ;2; ;2; ;908000;2;1;02;3;05;1062,9350653869
5367063;1;1;1;80;05;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;3;05;1157,18898238719
5367064;1;2;1;80;05;2; ; ; ;1;1;2; ;2; ;2; ; ; ; ;2;1;02; ;05;1307,23389454088
5367064;1;7;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ;1;48;908000;2;1;02; ;05;1307,23389454088
5367064;1;8;1;80;05;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;05;1307,23389454088
5367066;1;1;1;80;05;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;02;4;05;1069,92915568418
5367067;1;3;1;80;05;1;2; ;2; ; ;2; ;2; ;1;100000; ; ; ;2;1;02;1,2;05;1092,0650058242
5367070;1;2;1;80;05;1;1; ;1; ;4;5; ;2; ;2; ;1;48;908526;2;1;02;4;05;1056,65323384712
5367072;1;2;1;80;05;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;05;965,342251339614
5367072;1;3;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;05;965,342251339614
5367079;1;1;1;80;05;1;5; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;02;3;05;1083,33996961512
5367081;1;3;1;80;05;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;4;05;985,034896810338
5367083;1;2;1;80;05;1;3; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;02;4;05;1508,75695787314
5367084;1;3;1;80;05;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;3;05;1488,23837039577
5367085;1;1;1;80;05;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;02;2;05;951,354070745063
5367085;1;2;1;80;05;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;4;05;951,354070745063
5367086;1;1;1;80;05;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;02;4;05;1083,33996961512
5367087;1;2;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;05;1142,51032891939
5367089;1;1;1;80;05;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;05;1137,04979219394
5367089;1;2;1;80;05;1;3; ;1; ;2;9; ;2; ;2; ; ; ; ;2;1;02;4;05;1137,04979219394
5367089;1;4;1;80;05;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;3;05;1137,04979219394
5367091;1;1;1;80;05;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;05;985,169788904226
5367091;1;2;1;80;05;1;9;PARA CUIDAR A  LA MAMA;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;1,2;05;985,169788904226
5367091;1;3;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;05;985,169788904226
5367091;1;5;1;80;05;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;3;05;985,169788904226
5367093;1;2;1;80;05;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;05;1255,49405519197
5367094;1;3;1;80;05;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;05;1514,47856144125
5367094;1;4;1;80;05;2; ; ; ;1;1;4; ;2; ;2; ;1;48;908000;2;1;02; ;05;1514,47856144125
5367095;1;2;1;80;05;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;05;1142,51032891939
5367096;1;1;1;80;05;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;02;4;05;1049,65914354984
5367096;1;2;1;80;05;1;3; ;2; ; ;9; ;1;2;2; ; ; ; ;1;1;02;4;05;1049,65914354984
5367099;1;1;1;80;05;1;9;LA PANDEMIA DEL COVID 19;1; ;1;12;POR PANDEMIA DEL COVID 19;3; ;2; ;1;48;908526;3;1;02;1,4;05;1017,51852034661
5367099;1;3;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;05;1017,51852034661
5367100;1;2;1;80;05;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;4;05;1063,06995748079
5367102;1;2;1;80;05;1;9;POR LA PANDEMIA;2; ; ;12;EN EMBARAZO;2; ;2; ;2; ;900000;2;1;02;2;05;1405,09242262313
5367102;1;3;1;80;05;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;05;1405,09242262313
5367102;1;5;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;05;1405,09242262313
5367102;1;6;1;80;05;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;05;1405,09242262313
5367102;1;7;1;80;05;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;05;1405,09242262313
5367105;1;3;1;80;05;1;8; ;2; ; ;1; ;1; ;2; ; ; ; ;2;1;02;1,3;05;1090,9108495365
