DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6410S1;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P6790;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P1879;P1805;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P1880;P1881;P1882;P3148;P7090;P7100;P7110;P7120;P7130;P7140;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P7240;P7240S1;OFICIO;RAMA2D_R4;OCI;MES;P6430;RAMA4D_R4;INGLABO;DPTO;fex_c_2011;RAMA4DP8_R4
5378256;1;2;1;60;2;50;2; ; ; ; ; ; ; ; ; ; ;72; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;3;0;1;600000;3; ;12;1;1;0;1;0;2;1;2;40; ;.;40; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;12;8; ;2; ; ; ; ; ; ; ;3;3;60; ;2; ; ; ;1;1;2;1;1;2;2;2;1;1;2; ;1;1;1;2;2;1;2;1;5; ;62;01;1;02;4;0141;0;50;683,227229725151; 
5378258;1;1;1;60;2;50;2; ; ; ; ; ; ; ; ; ; ;192; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;700000;1;8400000;3; ;12;2; ; ; ; ;2;1;2;56; ;.;56; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;6;36;8; ;2; ; ; ; ; ; ; ;1;3;7; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;62;01;1;02;4;0141;700000;50;1364,92531964361; 
5378259;1;1;1;60;2;50;1;2;1; ;1; ; ;1;1;2;1;2; ;1; ;2;900000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;106454;2;1;70000;2;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;5;8; ;1; ;1;1;1;5;1;1; ; ; ; ; ; ; ; ;1;1;1;0;3;8; ;2; ; ; ; ; ; ; ;3;11;30; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;62;01;1;02;8;0141;900000;50;2732,90891890061; 
5378260;1;1;1;60;2;50;1;1; ; ;1; ; ;1;2;2;2;1; ;1; ;2;650000;2; ; ;1;300000;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;4;8; ;4; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;1;8; ;2; ; ; ; ; ; ; ;1;3;25; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;5; ;62;01;1;02;8;0121;950000;50;2074,49941701496; 
5378260;1;4;1;60;2;50;1;1; ; ;1; ; ;1;2;2;2;1; ;1; ;2;650000;2; ; ;2; ;1;300000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;4;8; ;4; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;1;8; ;2; ; ; ; ; ; ; ;1;3;25; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;5; ;62;01;1;02;8;0121;950000;50;2074,49941701496; 
5378261;1;1;1;60;2;50;1;2;1; ;2;4;EMPRESA DE SEGURIDAD PRIVADA;1;1;2;1;12; ;1; ;2;1200000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;102000;2;1;60000;2;2; ; ;2; ; ;2; ; ;1;1200000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;72; ;.;72; ; ;9;7; ;1; ;1;1;1;4;1;1; ; ; ; ; ; ; ; ;1;1;1;0;6;4; ;2; ; ; ; ; ; ; ;8;11;40; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;58;85;1;02;1;8530;1200000;50;1438,22084574908;7810
5378261;1;2;1;60;2;50;2; ; ; ; ; ; ; ; ; ; ;24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;400000;1;4800000;3; ;12;2; ; ; ; ;3;6;2;60; ;.;60; ; ;1;1; ;1; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;1;1;0;24;4; ;2; ; ; ; ; ; ; ;9;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;41;47;1;02;4;4711;400000;50;1438,22084574908; 
5378262;1;1;1;60;2;50;2; ; ; ; ; ; ; ; ; ; ;120; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;800000;1;9600000;3; ;12;2; ; ; ; ;2;1;2;49; ;.;49; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;60;4; ;2; ; ; ; ; ; ; ;1;3;7; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;2;2; ;61;01;1;02;4;0141;800000;50;683,227229725151; 
5378263;1;1;1;60;2;50;2; ; ; ; ; ; ; ; ; ; ;180; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;450000;1;5400000;3; ;12;2; ; ; ; ;3;3;2;20;2; ;20; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;38;8; ;2; ; ; ; ; ; ; ;10;3;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;3; ;62;01;1;02;4;0141;450000;50;1188,34232557266; 
5378263;1;3;1;60;2;50;1;1; ; ;1; ; ;2;2;2;2;5; ;1; ;2;600000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;8; ; ; ; ; ; ; ; ;40; ;.;40; ; ;4;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;8;8; ;2; ; ; ; ; ; ; ;3;11;45; ;2; ; ; ;1;1;1;1;2;2;2;2;1;2;2; ;2;1;2;2;2;2;1;1;3; ;62;01;1;02;8;0141;600000;50;1188,34232557266; 
5378264;1;1;1;60;2;50;2; ; ; ; ; ; ; ; ; ; ;360; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;30000;1;300000;3; ;12;2; ; ; ; ;3;1;2;70; ;.;70; ; ;1;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;60;8; ;1;50;3;4; ;100000;1;8;10;3;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;2;1;5; ;41;47;1;02;4;4724;130000;50;1460,54685435265; 
5378265;1;1;1;60;2;50;1;2;1; ;1; ; ;2;1;2;1;12; ;1; ;2;940000;2; ; ;2; ;1;100000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;940000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;2;8; ;1; ;1;1;1;2;1;1; ; ; ; ; ; ; ; ;1;2;1;0;8;4; ;2; ; ; ; ; ; ; ;8;3;60; ;2; ; ; ;1;1;2;1;1;2;2;2;1;1;2; ;1;1;2;2;1;2;2;1;5; ;62;01;1;02;8;0141;1040000;50;1543,03745352125; 
5378267;1;1;1;60;2;50;2; ; ; ; ; ; ; ; ; ; ;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;280000;1;6800000;3; ;12;2; ; ; ; ;3;3;2;40; ;.;40; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;2;28;1; ;2; ; ; ; ; ; ; ;3;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;61;01;1;02;4;0145;280000;50;999,609321524599; 
5378268;1;1;1;60;2;50;2; ; ; ; ; ; ; ; ; ; ;36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;600000;1;7200000;3; ;12;2; ; ; ; ;3;1;2;70; ;.;70; ; ;1;7; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;12;14;4; ;2; ; ; ; ; ; ; ;1;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;41;47;1;02;4;4711;600000;50;830,315254861068; 
5378269;1;1;1;60;2;50;2; ; ; ; ; ; ; ; ; ; ;120; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;300000;1;3600000;3; ;12;2; ; ; ; ;2;5;2;40; ;.;16;6; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;72;8; ;2; ; ; ; ; ; ; ;3;11;25;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;62;01;1;02;4;0161;300000;50;683,227229725151; 
5378270;1;2;1;60;2;50;1;1; ; ;1; ; ;1;2;2;2;3; ;1; ;2;800000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;45; ;.;45; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;7;8; ;2; ; ; ; ; ; ; ;1;11;25; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;62;01;1;02;8;0141;800000;50;1011,7593315017; 
5378275;1;2;1;60;2;50;1;2;1; ;1; ; ;1;1;1;1;84; ;5; ;2;2300000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;1;70000;2;2; ; ;2; ; ;2; ; ;1;1150000;1;2300000;1;1150000;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;30;3;ES LO ESTABLECIDO POR LA LEY DEL MAGISTERIO;30; ; ;9;7; ;1; ;1;3;1;7;1;1; ; ; ; ; ; ; ; ;1;1;1;0;24;1; ;2; ; ; ; ; ; ; ;3;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;3; ;13;85;1;02;2;8530;2300000;50;1676,54024777248; 
5378276;1;1;1;60;2;50;1;1; ; ;1; ; ;1;2;2;2;24; ;1; ;2;800000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;56; ;.;56; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;12;4; ;2; ; ; ; ; ; ; ;8;3;5; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;8; ;62;01;1;02;8;0121;800000;50;1543,03745352125; 
5378277;1;1;1;60;2;50;2; ; ; ; ; ; ; ; ; ; ;360; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;1;1;2021;2;0;1;98;3; ;12;1;3;3;0;0;2;4;2;40; ;.;40; ; ;3;8; ;1; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;360;5; ;2; ; ; ; ; ; ; ;2;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;61;01;1;02;5;0141;0;50;924,407649763419; 
5378277;1;2;1;60;2;50;1;1; ; ;1; ; ;1;2;2;2;360; ;1; ;2;1000000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;1000000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;3;8; ;1; ;1;1;1;36;1;1; ; ; ; ; ; ; ; ;1;2;1;0;120;1; ;2; ; ; ; ; ; ; ;2;3;60; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;62;01;1;02;8;0141;1000000;50;924,407649763419; 
5378278;1;1;1;60;2;50;1;2;1; ;1; ; ;1;1;2;1;2; ;1; ;2;908000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;106000;2;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;44; ;.;44; ; ;2;8; ;1; ;1;1;1;15;1;1; ; ; ; ; ; ; ; ;1;2;1;0;24;8; ;2; ; ; ; ; ; ; ;1;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;62;01;1;02;8;0121;908000;50;1047,55060391401; 
5378279;1;2;1;60;2;50;2; ; ; ; ; ; ; ; ; ; ;120; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;600000;1;7200000;3; ;12;2; ; ; ; ;2;1;2;49; ;.;49; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;14;4; ;2; ; ; ; ; ; ; ;3;3;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;61;01;1;02;4;0141;600000;50;1065,19937142206; 
5378280;1;1;1;60;2;50;2; ; ; ; ; ; ; ; ; ; ;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;600000;1;7200000;3; ;12;2; ; ; ; ;2;1;2;30;1; ;30; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;6;8; ;2; ; ; ; ; ; ; ;1;11;25; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;2;1;9; ;62;01;1;02;4;0161;600000;50;1618,23912528243; 
5378281;1;1;1;60;2;50;1;1; ; ;1; ; ;1;1;2;1;2; ;1; ;2;980000;2; ; ;2; ;1;200000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;50; ;.;50; ; ;3;8; ;1; ;1;1;1;1;1;1; ; ; ; ; ; ; ; ;1;2;1;0;12;8; ;2; ; ; ; ; ; ; ;3;3;30; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;62;01;1;02;8;0141;1180000;50;1897,91642294401; 
5378283;1;1;1;60;2;50;1;1; ; ;1; ; ;1;2;2;2;1; ;1; ;2;600000;2; ; ;1;900000;1;100000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;45; ;.;45; ; ;2;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;60;1; ;2; ; ; ; ; ; ; ;9;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;53;01;1;02;1;0121;1600000;50;2732,90891890061; 
5378284;1;1;1;60;2;50;1;1; ; ;1; ; ;1;1;2;1;12; ;1; ;2;980000;2; ; ;2; ;1;200000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;500000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;2;8; ;1; ;1;1;1;1;1;1; ; ; ; ; ; ; ; ;1;2;1;0;5;8; ;2; ; ; ; ; ; ; ;3;11;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;62;01;1;02;8;0141;1180000;50;1469,92576888994; 
5378285;1;1;1;60;2;50;1;1; ; ;1; ; ;1;1;2;1;7; ;1; ;2;908000;2; ; ;2; ;1;200000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;450000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;50; ;.;50; ; ;4;8; ;1; ;1;1;1;3;1;1; ; ; ; ; ; ; ; ;1;9;1;0;8;1; ;2; ; ; ; ; ; ; ;3;14; ; ;2; ; ; ;1;1;1;1;2;2;2;2;1;2;2; ;2;1;2;2;1;2;1;1;5; ;62;01;1;02;8;0145;1108000;50;1543,03745352125; 
5378286;1;1;1;60;2;50;2; ; ; ; ; ; ; ; ; ; ;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;1800000;1;22000000;3; ;12;1;3;2;1;0;3;3;2;60; ;.;60; ; ;3;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;132;5; ;2; ; ; ; ; ; ; ;3;3;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;61;01;1;02;5;0121;1800000;50;1194,29964303824; 
5378286;1;3;1;60;2;50;1;1; ; ;1; ; ;1;2;2;2;24; ;1; ;2;8000000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;50; ;.;50; ; ;3;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;6;8; ;2; ; ; ; ; ; ; ;8;3;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;62;01;1;02;8;0121;8000000;50;1194,29964303824; 
5378287;1;1;1;60;2;50;1;1; ; ;1; ; ;1;2;2;2;12; ;1; ;2;800000;2; ; ;2; ;1;150000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;40; ;.;40; ; ;4;8; ;4; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;19;1; ;2; ; ; ; ; ; ; ;2;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;2;1;1;2; ;62;01;1;02;8;0145;950000;50;1460,54685435265; 
5378288;1;1;1;60;2;50;1;1; ; ;1; ; ;2;1;2;1;2; ;1; ;2;840000;2; ; ;2; ;1;200000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;4; ; ; ; ; ; ; ; ;56; ;.;56; ; ;4;8; ;1; ;1;1;1;3;1;1; ; ; ; ; ; ; ; ;1;2;1;0;3;1; ;2; ; ; ; ; ; ; ;8;14; ; ;2; ; ; ;1;1;1;1;1;2;2;1;1;1;2; ;2;1;1;2;2;2;1;1;2; ;62;01;1;02;8;0145;1040000;50;1507,24618110894; 
5378289;1;1;1;60;2;50;1;1; ; ;1; ; ;1;2;2;2;12; ;1; ;2;1000000;2; ; ;2; ;1;200000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;45; ;.;45; ; ;3;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;7;8; ;2; ; ; ; ; ; ; ;1;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;62;01;1;02;8;0121;1200000;50;1438,22084574908; 
5378290;1;1;1;60;2;50;1;1; ; ;1; ; ;1;2;2;2;15; ;1; ;2;1000000;2; ; ;2; ;1;400000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;50; ;.;50; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;89;4; ;2; ; ; ; ; ; ; ;2;10;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;2;1;1;2; ;62;01;1;02;8;0141;1400000;50;2291,27496906891; 
5378293;1;1;1;60;2;50;1;2;1; ;1; ; ;1;1;2;1;144; ;1; ;2;1000000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;1000000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;4;8; ;1; ;1;2;1;12;1;1; ; ; ; ; ; ; ; ;1;1;1;0;36;8; ;2; ; ; ; ; ; ; ;1;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;62;01;1;02;8;0126;1000000;50;683,227229725151; 
5378294;1;1;1;60;2;50;2; ; ; ; ; ; ; ; ; ; ;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;400000;1;4800000;3; ;12;2; ; ; ; ;2;1;2;30;1; ;30; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;6;8; ;2; ; ; ; ; ; ; ;2;11;25; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;62;01;1;02;4;0121;400000;50;1618,23912528243; 
5378295;1;1;1;60;2;50;2; ; ; ; ; ; ; ; ; ; ;48; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;800000;1;9600000;3; ;12;2; ; ; ; ;2;1;2;40; ;.;40; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;36;4; ;2; ; ; ; ; ; ; ;3;13;30; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;62;01;1;02;4;0161;800000;50;905,976723621239; 
5378295;1;2;1;60;2;50;1;1; ; ;1; ; ;1;2;2;2;10; ;1; ;2;700000;2; ; ;1;300000;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;3;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;8;8; ;2; ; ; ; ; ; ; ;1;11;15; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;62;01;1;02;8;0121;1000000;50;905,976723621239; 
5378296;1;2;1;60;2;50;1;1; ; ;1; ; ;1;2;2;2;1; ;1; ;2;600000;2; ; ;2; ;1;400000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;40; ;.;40; ; ;3;8; ;4; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;29;8; ;2; ; ; ; ; ; ; ;3;10;30; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;2;1;1;2; ;62;01;1;02;8;0141;1000000;50;1100,99064383437; 
