DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;p7440;DPTO;fex_c_2011
5367081;1;3;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;4;05;985,034896810338
5367083;1;2;1;80;05;1;1;3; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;02;4;05;1508,75695787314
5367084;1;3;1;80;05;1;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;3;05;1488,23837039577
5367085;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;02;2;05;951,354070745063
5367085;1;2;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;4;05;951,354070745063
5367086;1;1;1;80;05;1;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;02;4;05;1083,33996961512
5367087;1;2;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;05;1142,51032891939
5367089;1;1;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;05;1137,04979219394
5367089;1;2;1;80;05;1;1;3; ;1; ;2;9; ;2; ;2; ; ; ; ;2;1;02;4;05;1137,04979219394
5367089;1;4;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;3;05;1137,04979219394
5367091;1;1;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;05;985,169788904226
5367091;1;2;1;80;05;1;1;9;PARA CUIDAR A  LA MAMA;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;1,2;05;985,169788904226
5367091;1;3;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;05;985,169788904226
5367091;1;5;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;3;05;985,169788904226
5367093;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;05;1255,49405519197
5367094;1;3;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;05;1514,47856144125
5367094;1;4;1;80;05;1;2; ; ; ;1;1;4; ;2; ;2; ;1;48;908000;2;1;02; ;05;1514,47856144125
5367095;1;2;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;05;1142,51032891939
5367096;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;02;4;05;1049,65914354984
5367096;1;2;1;80;05;1;1;3; ;2; ; ;9; ;1;2;2; ; ; ; ;1;1;02;4;05;1049,65914354984
5367099;1;1;1;80;05;1;1;9;LA PANDEMIA DEL COVID 19;1; ;1;12;POR PANDEMIA DEL COVID 19;3; ;2; ;1;48;908526;3;1;02;1,4;05;1017,51852034661
5367099;1;3;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;05;1017,51852034661
5367100;1;2;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;4;05;1063,06995748079
5367102;1;2;1;80;05;1;1;9;POR LA PANDEMIA;2; ; ;12;EN EMBARAZO;2; ;2; ;2; ;900000;2;1;02;2;05;1405,09242262313
5367102;1;3;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;05;1405,09242262313
5367102;1;5;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;05;1405,09242262313
5367102;1;6;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;05;1405,09242262313
5367102;1;7;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;05;1405,09242262313
5367105;1;3;1;80;05;1;1;8; ;2; ; ;1; ;1; ;2; ; ; ; ;2;1;02;1,3;05;1090,9108495365
5367106;1;1;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;05;1307,80114614005
5367106;1;2;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ;1;24;500000;2;1;02; ;05;1307,80114614005
5367108;1;1;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;05;1069,92915568418
5367110;1;3;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;05;1044,20525611461
5367111;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;05;1090,9108495365
5367111;1;3;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;05;1090,9108495365
5367113;1;3;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;05;1044,20525611461
5367114;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;02;4;05;958,348161042338
5367114;1;2;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;05;958,348161042338
5367114;1;3;1;80;05;1;1;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;4;05;958,348161042338
5367115;1;5;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;05;1606,92713858403
5367116;1;2;1;80;05;1;1;3; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;02;4;05;1056,65323384712
5367117;1;3;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;05;1005,64790927771
5367118;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;05;1228,80731942397
5367123;1;1;1;80;05;1;1;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;02;4;05;965,342251339614
5367123;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;05;965,342251339614
5367123;1;3;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;05;965,342251339614
5367124;1;1;1;80;05;1;1;4; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;02;4;05;1083,47486170901
5367124;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;05;1083,47486170901
5367127;1;2;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;05;1435,34984263128
5367127;1;4;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;3;05;1435,34984263128
5367129;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;02;4;05;958,348161042338
5367129;1;2;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;05;958,348161042338
5367134;1;1;1;80;05;1;1;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;02;4;05;1056,65323384712
5367134;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;05;1056,65323384712
5367137;1;3;1;80;08;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;08;730,101717558851
5367138;1;1;1;80;08;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;08;566,325358793193
5367138;1;3;1;80;08;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;08;566,325358793193
5367139;1;2;1;80;08;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;08;613,885448123484
5367141;1;1;1;80;08;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;3;08;530,67553593795
5367141;1;2;1;80;08;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;08;530,67553593795
5367142;1;2;1;80;08;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;08;623,056174447294
5367142;1;3;1;80;08;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;02;3;08;623,056174447294
5367143;1;3;1;80;08;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;08;526,765735039465
5367143;1;6;1;80;08;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;4;08;526,765735039465
5367145;1;2;1;80;08;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;08;566,956965928397
5367148;1;2;1;80;13;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;1,3;13;459,411935818146
5367151;1;1;1;80;13;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;02;4;13;348,031127464352
5367152;1;1;1;80;13;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;02;4;13;339,399662167386
5367153;1;3;1;80;13;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;13;341,967431637716
5367156;1;1;1;80;13;1;1;1; ;2; ; ;12;PANDEMIA;2; ;2; ; ; ; ;2;1;02;1,4;13;427,095505223649
5367156;1;3;1;80;13;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;13;427,095505223649
5367157;1;2;1;80;13;1;1;3; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;02;3;13;467,424142895428
5367157;1;3;1;80;13;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;13;467,424142895428
5367157;1;4;1;80;13;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;13;467,424142895428
5367159;1;1;1;80;15;1;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;02;3;15;101,841337187511
5367159;1;2;1;80;15;1;1;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;3;15;101,841337187511
5367160;1;1;1;80;15;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;1,4;15;134,64117015448
5367162;1;2;1;80;15;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;15;137,96856729539
5367163;1;1;1;80;15;1;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;02;4;15;90,2035753772631
5367164;1;1;1;80;15;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;2;15;122,725771274029
5367165;1;3;1;80;15;1;1;8; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;02;2;15;135,148444511818
5367166;1;3;1;80;15;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;15;110,011529016665
5367167;1;1;1;80;15;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;1,2;15;80,1730719891852
5367169;1;1;1;80;15;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;4;15;101,841337187511
5367170;1;3;1;80;15;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;15;106,542878719838
5367171;1;1;1;80;15;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;4;15;77,7066659584712
5367171;1;2;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;15;77,7066659584712
5367172;1;2;1;80;15;1;1;1; ;1; ;1;1; ;2; ;2; ; ; ;908526;2;1;02;2;15;123,51068270157
5367172;1;4;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;15;123,51068270157
5367173;1;1;1;80;15;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;1,4;15;96,5947451512685
5367174;1;1;1;80;15;1;1;8; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;02;3;15;104,158501929142
5367175;1;1;1;80;15;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;4;15;101,841337187511
5367176;1;1;1;80;15;1;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;3;15;118,180640530086
5367177;1;2;1;80;15;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;02;2;15;101,841337187511
5367179;1;1;1;80;15;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;15;72,7877915875725
5367180;1;1;1;80;15;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;15;80,9569031009938
5367183;1;2;1;80;15;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;2;15;122,17964045438
5367187;1;2;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;15;73,2357713955315
5367188;1;2;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;15;99,4499362648775
5367189;1;2;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;15;77,7066659584712
5367191;1;1;1;80;15;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;4;15;69,9855342530088
5367191;1;2;1;80;15;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;4;15;69,9855342530088
5367191;1;3;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;15;69,9855342530088
5367192;1;1;1;80;15;1;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;02;4;15;80,9569031009938
5367193;1;1;1;80;15;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;4;15;80,9569031009938
5367195;1;2;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;15;93,5740746624006
5367196;1;2;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;15;98,5840759130506
5367196;1;3;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;15;98,5840759130506
5367196;1;4;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;15;98,5840759130506
5367196;1;5;1;80;15;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;02;4;15;98,5840759130506
5367197;1;1;1;80;15;1;1;9;PANDEMIA;1; ;1;1; ;2; ;2; ;1;48;877803;2;1;02;1,4;15;92,5207401188942
5367198;1;1;1;80;15;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;02;4;15;77,7066659584712
5367198;1;2;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;15;77,7066659584712
5367199;1;2;1;80;15;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;1,4;15;108,934279642472
5367199;1;3;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;15;108,934279642472
5367200;1;1;1;80;15;1;1;4; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;3;15;77,7066659584712
5367200;1;2;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;15;77,7066659584712
5367202;1;1;1;80;15;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;4;15;80,9569031009938
5367206;1;2;1;80;15;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;15;114,264010425301
5367208;1;2;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;15;77,7066659584712
5367209;1;2;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;15;114,264010425301
5367210;1;1;1;80;15;1;2; ; ; ;1;4;9; ;2; ;2; ; ; ; ;2;1;02; ;15;80,9569031009938
5367211;1;1;1;80;15;1;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;02;3;15;113,405174205412
5367214;1;3;1;80;15;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;15;117,927159045745
5367216;1;2;1;80;15;1;1;8; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;02;2;15;99,4499362648775
5367217;1;1;1;80;15;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;15;77,7066659584712
5367217;1;2;1;80;15;1;1;8; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;02;4;15;77,7066659584712
5367218;1;1;1;80;15;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;3;15;101,841337187511
5367219;1;1;1;80;15;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;15;80,9569031009938
5367220;1;3;1;80;15;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;15;108,934279642472
5367222;1;2;1;80;15;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;02;4;15;98,5911000449887
5367223;1;1;1;80;15;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;02;4;15;98,5911000449887
5367223;1;2;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;15;98,5911000449887
5367224;1;1;1;80;15;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;02;4;15;73,2357713955315
5367224;1;2;1;80;15;1;2; ; ; ;1;2;1; ;2; ;2; ; ; ; ;2;1;02; ;15;73,2357713955315
5367225;1;2;1;80;15;1;1;9;PANDEMIA;2; ; ;12;PANDEMIA;2; ;2; ; ; ; ;2;1;02;1,4;15;116,655411347934
5367226;1;5;1;80;15;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;15;114,010528940959
5367228;1;1;1;80;15;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;02;4;15;80,9569031009938
5367229;1;2;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;15;119,788239531747
5367230;1;2;1;80;17;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;17;216,396723570117
5367231;1;3;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;17;188,204876675026
5367231;1;4;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;17;188,204876675026
5367232;1;2;1;80;17;1;1;8; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;02;4;17;161,697620807298
5367232;1;5;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;17;161,697620807298
5367232;1;6;1;80;17;1;1;7; ;2; ; ;8; ;1; ;2; ; ; ; ;2;1;02;4;17;161,697620807298
5367233;1;1;1;80;17;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;17;186,76523762729
5367237;1;1;1;80;17;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;02;4;17;169,549867673856
5367237;1;2;1;80;17;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;02;4;17;169,549867673856
5367238;1;1;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;17;210,789995845021
5367239;1;1;1;80;17;1;1;8; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;02;2;17;169,549867673856
5367239;1;2;1;80;17;1;1;1; ;1; ;2;5; ;1;4;2; ;1;48;908526;1;1;02;2;17;169,549867673856
5367240;1;1;1;80;17;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;02;4;17;169,549867673856
5367240;1;2;1;80;17;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;17;169,549867673856
5367242;1;1;1;80;17;1;1;1; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;02;2;17;185,517988060177
5367243;1;1;1;80;17;1;1;8; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;3;17;153,581747287535
5367245;1;3;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;17;275,016517751294
5367245;1;4;1;80;17;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;17;275,016517751294
5367247;1;2;1;80;17;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;17;227,034182057957
5367250;1;1;1;80;17;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;02;4;17;155,318091187562
5367250;1;2;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;17;155,318091187562
5367253;1;3;1;80;18;1;2; ; ; ;2; ; ;.;2; ;2; ;1;20;600000;2;1;02; ;18;115,896973055912
5367256;1;2;1;80;18;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;18;111,519512380759
5367257;1;1;1;80;18;1;1;7; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;02;3;18;74,6658154149286
5367257;1;2;1;80;18;1;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;02;4;18;74,6658154149286
5367257;1;4;1;80;18;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;18;74,6658154149286
5367258;1;3;1;80;18;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;18;129,142486775625
5367259;1;2;1;80;18;1;1;8; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;1,2;18;121,51870030438
5367260;1;1;1;80;18;1;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;02;4;18;87,2813302349526
5367260;1;2;1;80;18;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;4;18;87,2813302349526
5367262;1;1;1;80;18;1;1;8; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;1,4;18;85,9315004033545
5367263;1;2;1;80;18;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;18;74,0458514443994
5367263;1;3;1;80;18;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;18;74,0458514443994
5367264;1;1;1;80;18;1;1;8; ;2; ; ;4; ;2; ;1;200000; ; ; ;2;1;02;1,1;18;89,6453845985365
5367264;1;2;1;80;18;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;4;18;89,6453845985365
5367265;1;2;1;80;18;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;18;103,281458235888
5367265;1;5;1;80;18;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;4;18;103,281458235888
5367266;1;1;1;80;18;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;4;18;109,439183679862
5367267;1;1;1;80;18;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;3;18;116,799988517934
5367268;1;1;1;80;18;1;1;4; ;2; ; ;4; ;2; ;2; ;1;48;980000;2;1;02;2;18;88,7524040656741
5367270;1;2;1;80;18;1;1;9;CAMBIOBDE DOMICILIO;2; ; ;1; ;2; ;2; ; ; ; ;2;1;02;2;18;84,9273108005287
5367270;1;3;1;80;18;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;02;2;18;84,9273108005287
5367270;1;4;1;80;18;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;18;84,9273108005287
5367270;1;5;1;80;18;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;18;84,9273108005287
5367271;1;1;1;80;18;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;18;91,0187468634052
5367276;1;2;1;80;18;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02; ;18;83,5674460397706
5367276;1;3;1;80;18;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;18;83,5674460397706
5367277;1;2;1;80;18;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;02;1,3;18;69,0541230956205
5367277;1;5;1;80;18;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;4;18;69,0541230956205
5367278;1;2;1;80;18;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02; ;18;118,356545530767
5367279;1;1;1;80;18;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;4;18;130,06031190139
5367280;1;1;1;80;18;1;1;3; ;2; ; ;9; ;2; ;2; ;1;20;450000;2;1;02;3;18;56,6161067266577
5367281;1;1;1;80;18;1;1;5; ;2; ; ;11; ;3; ;2; ; ; ; ;2;1;02;4;18;85,9315004033545
5367282;1;1;1;80;19;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;02;4;19;68,0018313993513
