Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s2;P5210s20;P5210s21;P5210s22;P5210s24;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5220;P5220s1;P6006;P6007;P6007s1;P6008;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Clase;Mes;Dpto;Fex_c_2011;Area
3396123;1;4;1;1;1;1;1;1;3;1; ; ;50000000;300000; ;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;2;2;2; ;2;1;2;1;3;1;1;1;1;1;3;2;1;01;1;02;17;161,189845658082;17
3396124;1;3;2;3;1;1;1;1;4;3; ; ; ; ;120000;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;5;1;2;1;2;1;2;2;1;1;2;2;1;01;1;02;17;120,676496238847;17
3396125;1;1;1;1;1;1;1;1;3;3; ; ; ; ;700000;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;1;1;1;2;2; ;3;1;1;1;4;1;1;1;1;1;2;2;1;01;1;02;17;198,171424967808;17
3396126;1;3;2;1;1;1;1;1;4;4; ; ; ;350000; ;1;2;1;1;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;2;2;1;3;2;2; ;4;1;2;1;4;1;2;1;1;1;2;2;1;01;1;02;17;162,848115727186;17
3396127;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;3;2;1;01;1;02;17;172,213393687898;17
3396128;1;3;1;1;1;1;1;1;3;1; ; ;50000000;400000; ;1;2;1;1;1;1;2;2;2;1;1;1;2;2;1;1;1;1;1;1;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;3;2;1;01;1;02;17;150,566121382507;17
3396129;1;3;1;1;1;1;1;1;3;3; ; ; ; ;350000;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;02;17;161,189845658082;17
3396130;1;3;2;1;1;1;1;1;3;1; ; ;70000000;350000; ;1;2;1;1;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;3;2;1;01;1;02;17;138,629015407927;17
3396131;1;5;3;1;1;1;1;1;3;3; ; ; ; ;420000;1;1;1;1;1;1;2;2;2;1;1;1;2;2;1;1;1;1;1;1;2;1;4;2;2; ;4;1;2;1;4;1;1;1;1;1;3;2;1;01;1;02;17;146,207943833559;17
3396132;1;3;1;1;1;1;1;6; ;4; ; ; ;400000; ;1;2;1;2;2;2;2;2;2;1;1;2;1;2;2;2;1;1;1;2;2;1;1;2;2; ;1;1;1;1;4;1;1;1;1;1;2;2;1;01;1;02;17;136,856222490665;17
3396133;1;6;4;3;1;1;1;1;3;1; ; ;90000000;350000; ;1;2;1;1;1;1;2;2;2;1;1;1;2;2;1;1;1;1;1;2;2;1;5;2;2; ;6;1;1;1;4;1;1;2;1;1;2;2;1;01;1;02;17;145,320193707084;17
3396134;1;2;2;1;1;1;1;1;3;3; ; ; ; ;98;2;2;1;2;2;1;2;2;2;1;2;2;2;2;1;2;1;1;1;2;1;1;3;2;2; ;5;1;1;1;2;1;1;1;1;1;2;2;1;01;1;02;17;135,310912462466;17
3396134;2;1;1;1;2;1;1;6; ;4; ; ; ;200000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;2;1;1;2;1;1;1;1;1;2;2;1;01;1;02;17;135,310912462466;17
3396135;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;3;2;1;01;1;02;17;155,573221794271;17
3396136;1;3;3;1;1;1;1;1;3;3; ; ; ; ;250000;1;2;1;1;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;2;1;4;2;2; ;6;1;2;1;3;1;1;1;1;1;2;2;1;01;1;02;17;147,994218285371;17
3396137;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;1;1;1;1;1;2;2;2;1;1;2;2;2;2;1;1;1;1;1;2;1;3;2;2; ;3;1;2;1;4;1;1;1;1;1;3;2;1;01;1;02;17;172,213393687898;17
3396139;1;2;1;1;1;1;1;1;3;3; ; ; ; ;250000;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;02;17;159,085027983068;17
3396140;1;4;2;1;1;1;1;1;3;1; ; ;80000000;500000; ;1;2;1;2;2;1;2;2;2;1;2;1;2;2;1;1;1;1;1;1;2;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;2;2;1;01;1;02;17;153,448975809864;17
3396142;1;4;2;1;1;1;1;1;3;3; ; ; ; ;700000;1;1;1;2;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;1;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;5;2;1;01;1;02;17;159,396054396556;17
3396143;1;3;2;1;1;1;1;1;3;3; ; ; ; ;670000;1;1;1;2;2;1;1;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;5;2;1;01;1;02;17;150,877147795995;17
3396145;1;5;4;1;1;1;1;1;3;1; ; ;80000000;350000; ;1;2;1;1;1;1;2;2;2;1;2;1;2;2;1;1;1;1;1;2;2;1;5;2;2; ;5;1;2;1;4;1;1;1;1;1;2;2;1;01;1;02;17;143,237326489002;17
3396147;1;3;1;1;1;1;1;1;3;4; ; ; ;800000; ;1;1;1;1;1;1;2;2;2;1;2;2;1;1;1;1;1;1;1;1;1;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;5;2;1;01;1;02;17;160,709436095562;17
3396148;1;3;1;1;1;1;1;1;3;3; ; ; ; ;600000;2;1;1;1;1;1;2;2;1;1;2;2;1;2;1;2;1;1;1;1;1;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;5;2;1;01;1;02;17;136,856222490665;17
3396150;1;2;1;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;1;2;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;2;2;1;01;1;02;17;136,856222490665;17
3396151;1;4;2;1;1;1;1;1;3;1; ; ;75000000;550000; ;1;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;2;1;2;1;4;1;1;1;1;1;5;2;1;01;1;02;17;161,189845658082;17
3396152;1;3;2;1;1;1;1;1;3;1; ; ;130000000;650000; ;1;1;1;1;1;1;1;2;2;1;1;2;1;1;1;1;1;1;1;1;2;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;5;2;1;01;1;02;17;171,333160371136;17
3396155;1;2;1;1;1;1;1;1;3;1; ; ;30000000;250000; ;2;2;1;1;2;2;2;2;1;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;1;1;2;1;2;1;1;1;1;1;1;3;2;01;1;02;54;356,77860184261;54
3396156;1;2;1;1;1;1;1;1;3;3; ; ; ; ;290000;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;3;1;1;1;2;1;1;1;1;1;3;3;2;01;1;02;47;147,56566121704;47
3396157;1;3;2;1;1;1;1;1;3;3; ; ; ; ;270000;2;2;1;1;1;1;2;1;1;2;2;2;2;2;1;1;1;1;1;1;1;1;3;2;2; ;4;1;1;1;4;1;1;1;1;1;3;3;2;01;1;02;47;140,477933832938;47
3396158;1;4;2;1;1;1;1;1;3;1; ; ;98;350000; ;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;3;1;1;1;4;1;1;1;1;1;3;3;2;01;1;02;47;138,007373318353;47
3396159;1;2;1;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;1;1;2;1;2;2;1;1;1;2;2;2;1;1;1;1;1;2;2;1;1;2;2; ;5;1;2;1;2;1;1;1;1;1;3;3;1;01;1;02;47;210,823085209309;47
3396160;1;4;4;1;1;1;1;1;3;1; ; ;25000000;200000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;2;2;1;5;2;2; ;9;1;1;1;2;1;1;1;1;1;1;3;2;01;1;02;18;55,4963899529157;18
3396161;1;4;3;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;1;1;1;2;2;2;1;2;1;1;2;2;2;1;1;1;1;2;2;1;3;2;2; ;4;1;1;1;2;1;1;1;1;1;1;3;1;01;1;02;18;59,1531702506855;18
3396162;1;2;2;1;1;1;1;1;3;1; ; ;35000000;250000; ;2;2;1;2;1;1;2;2;2;1;2;1;2;2;1;1;1;1;1;2;2;1;2;2;2; ;2;1;1;1;2;1;1;1;1;1;1;3;1;01;1;02;18;95,0507395485353;18
3396163;1;4;2;3;1;1;1;1;3;1; ; ;30000000;300000; ;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;2;1;2;2;1;2;2;1;3;2;1;1;1;2;1;1;2;1;1;1;3;2;01;1;02;18;46,2699638210893;18
3396164;1;4;1;1;1;1;1;1;3;3; ; ; ; ;200000;2;2;1;1;2;2;2;2;1;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;3;1;1;1;2;1;1;1;1;1;1;3;1;01;1;02;18;69,4265831887764;18
3396165;1;2;1;1;1;1;1;1;4;4; ; ; ;600000; ;2;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;1;1;1;3;2;1;2;1;1;1;4;7;2;01;1;02;47;146,316700028275;47
3396166;1;3;2;1;1;1;1;1;3;1; ; ;15000000;120000; ;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;1;1;1;2;2;1;2;2;2; ;4;1;1;1;2;1;1;1;1;1;1;3;1;01;1;02;18;33,9536501693625;18
3396167;1;3;2;1;1;1;1;1;3;1; ; ;15000000;200000; ;2;2;1;1;1;1;2;2;1;2;1;1;2;2;2;1;1;1;1;2;2;1;4;2;2; ;4;1;1;1;2;1;1;1;1;1;1;2;1;01;1;02;18;91,6803258695081;18
3396168;1;2;1;1;1;1;1;1;3;1; ; ;20000000;150000; ;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;2;2;1;1;2;2; ;4;1;1;1;2;1;1;1;1;1;1;3;1;01;1;02;18;43,2226985939677;18
3396169;1;4;3;1;1;1;1;1;3;3; ; ; ; ;450000;1;2;1;2;1;2;2;2;1;2;1;2;2;2;2;2;1;1;1;2;2;1;3;2;2; ;16;1;1;1;4;1;1;1;1;1;3;3;2;01;1;02;47;185,32238228516;47
3396170;1;4;3;1;1;1;1;1;3;1; ; ;70000000;300000; ;2;2;1;2;2;2;2;2;1;2;1;1;2;2;2;1;1;1;1;2;2;1;1;2;2; ;4;1;1;1;2;1;1;1;1;1;3;3;2;01;1;02;47;154,247626205449;47
3396171;1;4;3;1;1;1;1;1;3;1; ; ;40000000;400000; ;2;2;1;1;2;1;2;2;1;1;2;1;2;2;1;1;1;1;1;1;2;1;4;2;2; ;4;1;1;1;4;1;1;1;1;1;3;3;2;01;1;02;47;118,70893150063;47
3396172;1;3;2;1;1;1;1;1;3;1; ; ;90000000;300000; ;1;2;1;2;1;1;2;1;1;1;2;1;2;2;1;2;1;1;1;1;2;1;1;2;2; ;5;1;1;1;2;1;1;1;1;1;2;3;2;01;1;02;47;175,539780541194;47
3396173;1;4;1;1;1;1;1;1;3;1; ; ;10000000;100000000; ;1;2;1;2;1;1;2;1;2;1;2;2;2;2;1;1;1;1;1;1;1;1;1;2;2; ;1;1;1;1;4;1;1;1;1;1;3;3;1;01;1;02;47;137,532459519615;47
