Directorio;Secuencia_p;Orden;Hogar;Regis;P6016;P6020;P6030;P6030s1;P6030s3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210s1;P6220;Clase;Esc;Mes;Dpto;Fex_c_2011
3405429;1;1;1;10;1;1;1;9;1953;60;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;02;63;5621,25881514974
3405429;1;2;1;10;2;2;1;12;1955;58;2;2;1; ; ;3; ; ;1;2;2; ;1;0; ;2;0;02;63;5621,25881514974
3405429;1;3;1;10;3;1;1;6;1990;23;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;02;63;5621,25881514974
3405429;1;4;1;10;4;1;1;1;2000;14;4;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;02;63;5621,25881514974
3405429;1;5;1;10;5;1;1;5;2003;10;4;6;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;02;63;5621,25881514974
3405429;1;6;1;10;2;1;1;1;2008;6;4; ;1; ; ;3; ; ;2;2;1;1;3;0; ;2;0;02;63;5621,25881514974
3405429;1;7;1;10;2;1;1;12;2009;4;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;02;63;5621,25881514974
3405430;1;1;1;10;1;1;1;11;1975;38;1;4;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;02;63;4014,06484142137
3405432;1;1;1;10;1;1;1;5;1972;41;1;2;1; ; ;1;1;35000;2;1;2; ;5;11;2;2;11;02;63;3873,20386591092
3405432;1;2;1;10;2;2;1;8;1977;36;2;2;1; ; ;1;5; ;2;1;2; ;3;4; ;2;4;02;63;3873,20386591092
3405432;1;3;1;10;3;1;1;11;1998;15;3;6;1; ; ;1;5; ;2;1;1;1;4;9; ;2;9;02;63;3873,20386591092
3405432;1;4;1;10;4;2;1;3;2001;12;3;6;1; ; ;1;5; ;2;1;1;1;4;6; ;2;6;02;63;3873,20386591092
3405432;1;5;1;10;2;2;1;4;2005;8;3; ;1; ; ;1;5; ;2;1;1;1;3;3; ;2;3;02;63;3873,20386591092
3405433;1;1;1;10;1;1;1;6;1956;57;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;02;63;2402,71634905586
3405433;1;2;1;10;2;2;1;6;1969;44;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;02;63;2402,71634905586
3405433;1;3;1;10;3;2;1;7;1940;73;5;5;2;1;4; ; ; ;2;1;2; ;1;0; ;2;0;02;63;2402,71634905586
3405434;1;1;1;10;1;1;1;11;1955;58;1;2;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;02;63;3809,67790480218
3405434;1;2;1;10;2;1;1;8;1975;38;2;2;1; ; ;3; ; ;2;1;2; ;1;0; ;2;0;02;63;3809,67790480218
3405434;1;3;1;10;3;1;1;11;1991;22;3;6;1; ; ;3; ; ;2;1;1;1;6;0;2;2;11;02;63;3809,67790480218
3405434;1;4;1;10;4;1;1;7;1995;18;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1;2;10;02;63;3809,67790480218
3405434;1;5;1;10;5;2;1;11;1999;14;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;02;63;3809,67790480218
3405434;1;6;1;10;6;2;1;5;2002;11;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;02;63;3809,67790480218
3405435;1;1;1;10;1;1;1;6;1957;56;1;2;2;1;24; ; ; ;2;2;2; ;3;1; ;2;1;02;63;1946,77417877736
3405435;1;2;1;10;2;2;1;6;1974;39;2;2;2;1;5; ; ; ;1;1;2; ;3;5; ;2;5;02;63;1946,77417877736
3405435;1;3;1;10;3;2;1;2;1996;18;3;6;2;1;5; ; ; ;2;1;1;1;4;7; ;2;7;02;63;1946,77417877736
3405435;1;4;1;10;4;2;1;3;2002;11;3;6;2;1;5; ; ; ;2;1;1;1;3;4; ;2;4;02;63;1946,77417877736
3405435;1;5;1;10;5;2;1;2;2004;10;3;6;2;1;5; ; ; ;2;1;1;1;3;4; ;2;4;02;63;1946,77417877736
3405435;1;6;1;10;6;2;1;2;1990;24;3;6;2;1;2; ; ; ;1;1;2; ;5;11;2;2;11;02;63;1946,77417877736
3405435;1;7;1;10;6;2;1;5;2011;2;4; ;2;1;2; ; ; ;1; ; ; ; ; ; ;2; ;02;63;1946,77417877736
3405436;1;1;1;10;1;2;1;7;1982;31;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;02;63;3388,92416812008
3405436;1;2;1;10;2;1;1;12;1999;14;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;02;63;3388,92416812008
3405437;1;1;1;10;1;2;1;2;1987;27;1;4;1; ; ;1;5; ;2;1;2; ;4;6; ;2;6;02;63;4178,50557438469
3405437;1;2;1;10;2;1;1;7;2005;8;3; ;1; ; ;1;5; ;2;1;1;1;3;2; ;2;2;02;63;4178,50557438469
