Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s2;P5210s20;P5210s21;P5210s22;P5210s24;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5220;P5220s1;P6006;P6007;P6007s1;P6008;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Clase;Mes;Dpto;Fex_c_2011
3405429;1;4;3;2;1;4;6;1;5;1; ; ;10000000;80000; ;2;2;1;2;2;2;2;2;2;1;1;1;2;2;2;1;1;1;1;2;2;1;3;2;2; ;7;1;1;1;2;1;2;2;2;1;1; ;1;01;2;02;63;5621,25881514974
3405430;1;2;1;2;1;4;6;1;5;4; ; ; ;60000; ;2;2;1;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;1;2;2;1;1;2;2; ;1;1;1;7;3;1;2;2;2;2;1; ; ;01;2;02;63;4014,06484142137
3405432;1;3;2;2;1;4;6;1;5;3; ; ; ; ;50000;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;4;2;2; ;5;1;1;1;2;1;2;2;2;1;1; ;1;01;2;02;63;3873,20386591092
3405433;1;2;2;3;1;4;1;1;4;1; ; ;25000000;150000; ;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;3;1;1;1;2;1;2;2;2;1;1; ;1;01;2;02;63;2402,71634905586
3405434;1;4;3;2;1;4;1;1;5;4; ; ; ;100000; ;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;3;2;2; ;6;1;1;1;4;1;2;2;2;1;2; ;1;01;2;02;63;3809,67790480218
3405435;1;4;3;1;1;1;1;3;3;3; ; ; ; ;200000;2;2;1;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;1;2;2;1;3;2;2; ;7;1;1;1;4;1;1;1;1;1;1;3;1;01;2;02;63;1946,77417877736
3405436;1;4;2;1;1;1;1;3;3;3; ; ; ; ;100000;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;1;1;2;1;1;1;2;1;1;1;1;1;1;3;1;01;2;02;63;3388,92416812008
3405437;1;3;2;1;1;1;1;3;3;3; ; ; ; ;130000;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;1;3;3;1;1;1;2;1;1;1;1;1;1;3;1;01;2;02;63;4178,50557438469
3405438;1;4;2;1;1;1;1;1;3;2; ;170000;15000000;130000; ;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;4;1;1;1;2;1;1;1;1;1;1;3;1;01;2;02;63;2603,67336650295
3405439;1;3;1;1;1;1;1;3;3;3; ; ; ; ;30000;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;2;2; ;1;1;1;1;2;1;1;1;1;1;1;3;1;01;2;02;63;3219,75246072221
3405442;1;1;1;3;1;4;2;5;5;4; ; ; ;80000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;3;1;4;1;2;1;2;2;2;2;1; ; ;01;2;02;63;4373,71035924557
3405443;1;5;3;2;1;5;1;1;5;4; ; ; ;200000; ;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;2;2;2;1;2;2;2; ;5;1;1;4;4;1;2;2;2;1;1; ;1;01;2;02;63;1882,26086346461
3405446;1;3;3;2;1;4;1;1;5;4; ; ; ;100000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;2;2; ;6;1;2;1;4;1;2;2;2;1;1; ;1;01;2;02;63;4898,81015054274
3405447;1;3;1;2;1;4;2;1;5;1; ; ;15000000;200000; ;2;2;1;2;2;2;1;2;2;1;2;2;2;2;2;2;1;1;2;2;2;1;2;2;2; ;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;02;63;3188,98660806902
3405448;1;5;2;2;1;4;2;1;5;1; ; ;98;98; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;1;2;2; ;3;1;1;1;4;1;2;2;2;2;1; ; ;01;2;02;63;3664,20472677782
3405449;1;4;1;1;1;1;1;1;3;2; ;200000;14000000;90000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;1;1;2;2; ;1;1;1;1;4;1;1;1;1;1;1;2;1;01;2;02;63;3219,75246072221
3405450;1;3;2;1;1;1;1;3;3;1; ; ;12000000;120000; ;2;2;1;1;2;2;2;2;2;2;1;1;2;2;2;2;1;1;1;2;2;1;3;2;2; ;3;1;1;1;2;1;1;1;1;1;1;3;1;01;2;02;63;2987,31304699809
3405451;1;3;1;1;1;1;1;1;3;3; ; ; ; ;80000;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;1;2;1;2;1;1;1;1;2;1;1;1;1;1;1;3;1;01;2;02;63;3733,75587427602
3405453;1;3;2;1;1;1;1;1;3;1; ; ;10000000;90000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;4;2;2; ;6;1;1;1;2;1;1;1;1;1;1;3;1;01;2;02;63;4283,87656611494
3405865;1;3;3;2;1;4;1;1;5;4; ; ; ;120000; ;2;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;2;1;2;2;2; ;6;1;1;1;2;1;2;2;2;1;3; ;1;01;2;02;63;3822,17668353109
3405866;1;3;3;2;1;4;1;1;4;4; ; ; ;80000; ;2;2;1;2;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;3;2;2; ;5;1;1;1;2;1;2;2;2;1;3; ;1;01;2;02;63;4893,05791795653
3405868;1;5;4;2;1;5;1;1;4;4; ; ; ;200000; ;2;2;1;1;1;1;2;2;1;2;1;2;2;2;2;1;1;1;1;1;2;1;6;2;2; ;6;1;1;1;4;1;2;2;2;1;3; ;1;01;2;02;63;1882,26086346461
3405870;1;2;2;2;1;1;1;1;5;3; ; ; ; ;150000;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;4;2;2; ;4;1;1;1;2;1;2;2;1;1;3;3;1;01;2;02;63;3002,84340229017
3405871;1;5;4;2;1;1;1;1;4;1; ; ;550000000;1500000; ;2;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;1;1;1;1;1;1;3;2;2; ;3;1;1;1;4;1;2;2;1;1;3;3;1;01;2;02;63;2948,5050726589
3405872;1;3;1;3;1;1;6;1;4;1; ; ;17000000;170000; ;2;2;1;1;1;2;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;1;2;2; ;1;1;1;1;2;1;2;2;1;2;2;3; ;01;2;02;63;2978,25146791605
3405873;1;3;1;3;1;1;6;1;4;1; ; ;30000000;100000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;2;2; ;2;1;1;1;2;2;2;2;1;2; ;3; ;01;2;02;63;4144,42857448005
3405874;1;2;1;3;1;1;1;3;4;3; ; ; ; ;130000;2;1;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;1;1;2;1;2;1;2;2;1;1;2;3;1;01;2;02;63;2978,25146791605
3405875;1;4;3;3;1;1;1;1;4;4; ; ; ;250000; ;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;6;1;2;1;4;1;2;2;1;1;2;3;1;01;2;02;63;4348,42198461972
