DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7420S7A1,P7422,P7422S1,P9460,OFICIO1,OFICIO2,RAMA2D_D,DSI,DSCY,RAMA4D_D,MES,DPTO,AREA,fex_c_2011
2840189,1,1,1,70,1,52,20,1,,2,90,1,,2,1,,,,,,,,,,1,,2,,2,38,45,52,1,2,5233,12,17,17,192.478.175.541.048
2840203,1,2,1,70,1,2,60,4,,1,,,.,,,.,.,,,,,,,,,.,,,,41,,,1,1,,12,63,63,849.450.697.278.074
2840204,1,1,1,70,1,12,48,1,,2,12,1,,3,2,,,,,,,,,,1,,2,,2,45,45,52,1,1,5236,12,63,63,129.704.921.079.611
2840205,1,1,1,70,1,3,48,1,,2,4,4,,1,1,,,,,,,,,,1,,1,600000,2,55,74,24,1,1,2429,12,63,63,169.271.485.640.533
2840205,1,2,1,70,1,104,48,1,,2,104,1,,4,2,,,,,,,,,,1,,2,,2,45,45,18,1,2,1810,12,63,63,169.271.485.640.533
2840205,1,5,1,70,1,2,40,4,,1,,,.,,,.,.,,,,,,,,,.,,,,41,,,1,1,,12,63,63,169.271.485.640.533
2840211,1,1,1,70,1,12,60,4,,2,12,8,,6,8,,,,,,,,,,1,,2,,2,61,62,1,1,1,117,12,63,63,932.596.581.352.098
2840212,1,3,1,70,1,12,48,4,,2,12,4,,1,2,,,,,,,,,,1,,2,,2,41,41,52,1,1,5233,12,63,63,138.947.068.935.527
2840212,1,4,1,70,1,12,90,1,,2,12,1,,2,1,,,,,,,,,,1,,2,,2,98,98,60,1,1,6042,12,63,63,138.947.068.935.527
2840221,1,1,1,70,1,2,48,1,,2,2,1,,5,1,,,,,,,,,,1,,1,700000,2,40,50,55,1,1,5522,12,66,66,198.915.105.667.967
2840221,1,4,1,70,1,12,48,1,,2,12,1,,5,1,,,,,,,,,,1,,2,,2,45,45,50,1,1,5051,12,66,66,198.915.105.667.967
2840224,1,3,1,70,1,8,20,1,,1,,,.,,,.,.,,,,,,,,,.,,,,97,,,1,1,,12,66,66,163.826.293.437.503
2840225,1,2,1,70,1,2,20,4,,2,2,1,,2,2,,,,,,,,,,1,,1,400000,2,85,53,15,1,1,1551,12,66,66,236.554.943.376.364
2840228,1,1,1,70,1,52,36,1,,2,52,1,,9,1,,,,,,,,,,1,,2,,2,45,55,93,1,2,9303,12,66,66,193.463.141.436.252
2840233,1,1,1,70,1,104,60,3,,2,104,3,,1,1,,,,,,,,,,1,,2,,2,54,54,95,1,2,9500,12,66,66,177.366.880.027.773
2840236,1,4,1,70,1,5,48,1,,2,52,1,,4,1,,,,,,,,,,1,,2,,2,45,97,52,1,1,5211,12,66,66,242.445.235.626.533
2840237,1,4,1,70,1,2,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,37,,,1,1,,12,66,66,168.633.356.874.438
2840240,1,2,1,70,1,1,48,1,,2,8,1,,9,1,,,,1,1,,,,,,,2,,2,19,19,74,1,1,7414,12,66,66,23.721.808.453.536
2840241,1,1,1,70,1,1,48,1,,2,2,4,,1,1,,,,,,,,,,1,,2,,2,95,93,45,1,1,4552,12,66,66,222.257.008.993.558
2840246,1,1,1,70,1,12,60,4,,2,12,4,,1,1,,,,,,,,,,1,,2,,2,41,41,51,1,1,5111,12,18,18,918.042.394.272.801
2840250,1,1,1,70,1,3,48,1,,2,3,1,,2,1,,,,,,,,,,1,,1,120000,2,95,83,28,1,1,2811,12,18,18,783.085.937.049.316
2840250,1,2,1,70,1,4,48,3,,2,520,3,,1,1,,,,,,,,,,1,,2,,2,54,54,95,1,1,9500,12,18,18,783.085.937.049.316
2840252,1,1,1,70,1,1,48,1,,2,3,1,,4,7,,,,,,,,,,1,,1,535000,2,58,39,52,1,1,5244,12,18,18,63.607.000.305.811
2840252,1,3,1,70,1,1,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,13,,,1,1,,12,18,18,63.607.000.305.811
2840254,1,3,1,70,1,1,48,1,,2,52,1,,3,1,,,,,,,,,,1,,2,,2,33,45,50,1,1,5040,12,18,18,332.554.554.079.705
2840257,1,1,1,70,1,48,48,1,,2,48,1,,2,8,,,,,,,,,,1,,2,,2,45,45,52,1,2,5233,12,18,18,58.197.979.247.045
2840275,2,2,2,70,1,40,48,1,,2,10,4,,1,1,,,,,,,,1,,,,2,,2,55,41,52,1,2,5231,12,47,47,143.688.927.251.465
2840280,1,1,1,70,1,52,48,1,,2,52,1,,9,4,,,,,,,,,,1,,2,,2,2,39,90,1,2,9000,12,47,47,186.176.366.155.225
2840302,1,1,1,70,1,52,40,2,,2,52,1,,3,1,,,,,,,,,,1,,2,,2,39,95,45,1,2,4521,12,27,27,146.842.202.779.214
2840303,1,1,1,70,1,24,40,1,,2,24,1,,9,8,,,,,,,,,,1,,2,,2,58,58,74,1,2,7492,12,27,27,271.930.005.146.692
2840303,1,3,1,70,1,40,40,1,,2,52,3,,1,1,,,,,,,,,,1,,2,,2,45,54,95,1,2,9500,12,27,27,271.930.005.146.692
2840306,1,3,1,70,1,3,48,4,,2,4,4,,9,4,,,,,,,,,,1,,1,30000,2,44,44,64,1,1,6421,12,27,27,271.930.005.146.692
2840309,1,6,1,70,1,24,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,33,,,1,2,,12,27,27,271.930.005.146.692
2840312,1,5,1,70,1,8,40,1,,2,8,1,,2,1,,,,,,,,,,1,,2,,2,98,98,60,1,1,6021,12,27,27,271.930.005.146.692
2840313,1,2,1,70,1,20,40,1,,2,20,1,,4,1,,,,,,,,,,1,,2,,2,2,2,45,1,2,4530,12,27,27,271.930.005.146.692
2840319,1,1,1,70,1,52,48,1,,2,52,1,,2,1,,,,,,,,,,1,,2,,2,39,21,64,1,2,6421,12,27,27,271.930.005.146.692
2840321,1,3,1,70,1,17,48,2,,1,,,.,,,.,.,,,,,,,,,.,,,,12,,,1,2,,12,27,27,271.930.005.146.692
2840330,1,1,1,70,1,16,48,1,,2,16,4,,1,3,,,,,1,,,,,,,2,,2,2,2,74,1,2,7421,12,70,70,109.332.389.949.506
2840347,1,1,1,70,1,8,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,40,,,1,1,,12,68,68,598.304.586.035.236
2840349,1,2,1,70,1,4,48,1,,2,52,1,,9,2,,,,,,,,,,1,,2,,2,45,45,52,1,1,5237,12,68,68,434.832.164.708.755
2840350,1,2,1,70,1,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,1,,12,68,68,452.966.798.747.891
2840586,1,2,1,70,1,4,40,1,,2,1,1,,5,2,,,,,,,,,,1,,2,,2,13,19,80,1,1,8041,12,44,44,826.463.773.336.259
2840587,1,1,1,70,1,2,40,1,,2,3,4,,1,1,,,,,,,,,,1,,2,,2,45,13,80,1,1,8060,12,44,44,85.191.670.960.136
2840588,1,1,1,70,1,52,40,1,,2,14,1,,4,1,,,,,,,,,,1,,2,,2,32,32,85,1,2,8532,12,44,44,119.269.861.484.397
2840598,1,2,1,70,1,6,40,1,,2,50,1,,4,1,,,,,,,,,,1,,2,,2,45,45,52,1,1,5233,12,44,44,707.414.950.634.471
2840611,1,2,1,70,1,52,40,1,,2,104,1,,9,2,,,,,,,,,,1,,2,,2,13,30,75,1,2,7530,12,76,76,957.488.847.137.342
2840630,1,2,1,70,1,24,48,1,,2,15,1,,2,1,,,,,,,,,,1,,2,,2,33,33,52,1,2,5223,12,8,8,572.489.083.481.595
2840635,1,1,1,70,1,44,48,1,,2,208,1,,4,2,,,,,,,,,,1,,2,,2,45,97,18,1,2,1810,12,5,5,111.927.156.088.075
2840637,1,3,1,70,1,4,48,1,,2,1,1,,3,9,HOJA DEL SISBEN,,,,,,,,,1,,1,420000,2,99,99,45,1,1,4521,12,5,5,103.507.759.028.965
2840639,1,2,1,70,1,8,48,1,,2,105,1,,9,1,,,,,,,,,,1,,2,,2,45,97,52,1,1,5211,12,5,5,12.186.231.690.835
2840646,1,3,1,70,1,75,40,1,,2,75,1,,2,9,SISBEN,,,,,,,,,1,,2,,2,39,39,74,1,2,7411,12,50,50,164.921.975.937.628
2840646,1,4,1,70,1,4,40,1,,2,4,1,,2,9,SISBEN,,,,,,,,,1,,1,300000,2,34,34,74,1,1,7411,12,50,50,164.921.975.937.628
2840716,1,1,1,70,1,3,48,1,,2,3,1,,5,4,,,,,,,,,,1,,1,700000,2,70,70,45,1,1,4530,12,52,52,173.472.732.292.541
2840732,1,3,1,70,1,4,24,1,,1,,,.,,,.,.,,,,,,,,,.,,,,53,,,1,1,,12,52,52,184.135.665.622.665
2840762,1,3,1,70,1,52,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,13,,,1,2,,12,17,17,129.039.285.801.869
2840762,1,4,1,70,1,26,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,50,,,1,2,,12,17,17,129.039.285.801.869
2840786,1,2,1,70,1,32,48,1,,2,32,1,,9,4,,,,,,,,,,1,,2,,2,38,38,64,1,2,6421,12,17,17,164.975.868.790.555
2840792,1,3,1,70,1,2,48,1,,2,2,1,,9,3,,,,,,,,,,1,,2,,2,45,38,64,1,1,6421,12,17,17,143.251.928.356.264
2840795,1,2,1,70,1,40,48,1,,2,40,1,,9,2,,,,,,,,,,1,,2,,2,33,33,85,1,2,8512,12,17,17,173.106.472.893.927
2840807,1,2,1,70,1,12,48,1,,2,112,1,,9,2,,,,,,,,,,1,,2,,2,45,38,64,1,1,6421,12,73,73,295.665.726.338.682
2840810,1,4,1,70,1,4,48,2,,2,4,2,,9,1,,,,,,,,,,1,,2,,2,58,58,75,1,1,7524,12,73,73,272.732.651.948.658
2840810,1,6,1,70,1,1,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,1,,12,73,73,272.732.651.948.658
2840818,1,1,1,70,1,158,50,1,,2,700,2,,9,1,,,,,,,,,1,,ES PENSIONADO,2,,2,58,58,75,1,2,7522,12,73,73,256.572.601.390.319
2840818,1,4,1,70,1,16,44,4,,2,16,4,,9,4,,,,,1,,,,,,,2,,2,13,13,80,1,2,8050,12,73,73,256.572.601.390.319
2840825,1,3,1,70,1,104,48,1,,2,52,1,,4,2,,,,,,,,,,1,,2,,2,13,13,80,1,2,8041,12,73,73,209.417.588.713.761
2840825,1,5,1,70,1,4,48,1,,2,24,1,,2,2,,,,,,,,,,1,,2,,2,45,45,52,1,1,5233,12,73,73,209.417.588.713.761
2840826,1,3,1,70,1,24,24,2,,2,2,1,,2,2,,,,,,,,,,1,,1,40000,2,34,39,74,1,2,7412,12,73,73,25.014.632.040.315
2840827,1,3,1,70,1,12,60,1,,2,12,1,,3,1,,,,,,,,,,1,,2,,2,21,21,15,1,1,1551,12,73,73,251.304.426.161.348
2840829,1,1,1,70,1,52,40,1,,2,52,1,,4,2,,,,,,,,,,1,,2,,2,83,83,45,1,2,4521,12,73,73,243.647.792.178.312
2840833,1,1,1,70,1,156,60,1,,2,520,1,,9,1,,,,,,,,,,1,,2,,2,33,40,51,1,2,5127,12,73,73,184.019.331.057.467
2840833,1,5,1,70,1,4,70,1,,2,4,1,,9,1,,,,,,,,,,1,,2,,2,39,39,74,1,1,7421,12,73,73,184.019.331.057.467
2840836,1,2,1,70,1,34,48,1,,2,34,1,,4,4,,,,,,,,,,1,,2,,2,15,15,92,1,2,9213,12,66,66,196.487.103.019.095
2840847,1,1,1,70,1,8,48,1,,2,52,4,,9,1,,,1,,,,,,,,,2,,2,7,39,85,1,1,8511,12,66,66,681.727.575.839.112
2840863,1,2,1,70,1,6,48,1,,2,120,1,,9,2,,,,,,,,,,1,,2,,2,13,13,80,1,1,8050,12,66,66,805.445.394.724.222
2840875,1,1,1,70,1,102,48,1,,2,102,4,,1,2,,,,,,,,,,1,,2,,2,33,98,60,1,2,6031,12,15,15,779.559.602.372.425
2840879,1,3,1,70,1,36,50,1,,2,36,1,,4,1,,,,,,,,,,1,,2,,2,95,95,45,1,2,4521,12,15,15,746.961.426.598.676
2840882,1,2,1,70,1,52,48,1,,2,52,1,,2,2,,,,,,,,,,1,,2,,2,59,44,64,1,2,6421,12,15,15,746.677.412.942.562
2840885,1,2,1,70,1,250,40,1,,2,250,1,,3,2,,,,,,,,,,1,,2,,2,2,21,45,1,2,4530,12,15,15,103.478.893.147.681
2840889,1,5,1,70,1,3,40,4,,2,4,1,,5,2,,,,,,,,,,1,,1,2100000,2,2,2,45,1,1,4530,12,15,15,118.251.120.365.876
2840890,1,1,1,70,1,56,48,1,,2,56,2,,9,1,,,,,,,,,1,,PENSION DE JUBILACION,2,,2,19,19,80,1,2,8050,12,15,15,878.969.673.990.751
2840893,1,3,1,70,1,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,1,,12,15,15,110.787.928.178.472
2840900,1,4,1,70,1,52,40,1,,2,52,1,,3,1,,,,,,,,,,1,,2,,2,95,95,45,1,2,4521,12,15,15,114.780.069.177.175
2840907,1,1,1,70,1,8,40,1,,2,8,1,,3,2,,,,,,,,,,1,,1,600000,2,95,95,45,1,1,4521,12,15,15,761.241.305.751.527
2840921,1,3,1,70,1,20,40,2,,2,20,1,,9,4,,,,,,,,,,1,,2,,2,11,11,91,1,2,9191,12,27,27,271.930.005.146.692
2840922,1,1,1,70,1,30,40,2,,2,52,4,,9,1,,,,,,,,,,1,,2,,2,5,53,80,1,2,8044,12,27,27,271.930.005.146.692
2840925,1,2,1,70,1,4,48,1,,2,5,4,,2,1,,,,,,,,,,1,,2,,2,95,95,45,1,1,4521,12,27,27,271.930.005.146.692
2840925,1,3,1,70,1,96,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,40,,,1,2,,12,27,27,271.930.005.146.692
2840925,1,4,1,70,1,12,48,2,,1,,,.,,,.,.,,,,,,,,,.,,,,13,,,1,1,,12,27,27,271.930.005.146.692
2840929,1,3,1,70,1,40,24,1,,1,,,.,,,.,.,,,,,,,,,.,,,,32,,,1,2,,12,27,27,271.930.005.146.692
2840930,1,2,1,70,1,3,56,5,,2,3,5,,2,1,,,,,,,,,,1,,1,600000,2,95,95,45,1,1,4522,12,27,27,146.842.202.779.214
2840931,1,3,1,70,1,8,48,1,,2,52,1,,2,1,,,,,,,,,,1,,2,,2,45,45,52,1,1,5237,12,27,27,271.930.005.146.692
2840931,2,2,2,70,1,16,48,1,,2,16,1,,2,1,,,,,,,,,,1,,2,,2,45,40,52,1,2,5244,12,27,27,271.930.005.146.692
2840934,1,9,1,70,1,16,48,3,,2,16,3,,1,1,,,,,,,,,,1,,2,,2,54,54,95,1,2,9500,12,27,27,146.842.202.779.214
2840935,1,2,1,70,1,1,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,1,,12,27,27,271.930.005.146.692
2840935,2,1,2,70,1,52,48,1,,2,52,1,,9,1,,,,,,,,,,1,,2,,2,58,58,80,1,2,8044,12,27,27,271.930.005.146.692
2840951,1,6,1,70,1,4,48,1,,2,4,3,,1,1,,,,,,,,,,1,,1,80000,2,59,54,95,1,1,9500,12,23,23,117.254.489.507.419
2840965,1,1,1,70,1,8,48,3,,2,8,3,,2,2,,,,,,,,,,1,,2,,2,54,54,95,1,1,9500,12,23,23,127.953.606.068.998
2840979,2,2,2,70,1,3,48,4,,2,3,4,,1,1,,,,,,,,,,1,,1,40000,2,54,56,93,1,1,9301,12,63,63,119.599.604.731.826
2840994,1,2,1,70,1,4,48,1,,2,4,1,,4,4,,,,,,,,,,1,,1,260000,2,13,13,80,1,1,8011,12,63,63,121.614.130.909.707
2840998,1,2,1,70,1,56,48,2,,2,63,1,,8,1,,,,,,,,,,1,,2,,2,13,13,75,1,2,7512,12,63,63,624.495.149.911.834
2841006,1,6,1,70,1,12,48,4,,2,12,1,,6,8,,,,,,,,,,1,,2,,2,95,33,52,1,1,5235,12,63,63,200.004.772.787.818
2841012,1,1,1,70,1,52,48,4,,2,36,5,,5,2,,,,,,,,,,1,,2,,2,21,21,25,1,2,2529,12,63,63,849.450.697.278.074
2841012,1,2,1,70,1,6,48,1,,2,8,4,,1,2,,,,,,,,,,1,,2,,2,45,53,55,1,1,5529,12,63,63,849.450.697.278.074
2841014,1,1,1,70,1,8,48,4,,2,8,4,,1,1,,,,,,,,,,1,,2,,2,95,95,45,1,1,4521,12,63,63,164.621.888.657.578
2841023,1,3,1,70,1,3,48,1,,2,3,1,,4,2,,,,,,,,,,1,,1,535000,2,45,53,55,1,1,5529,12,63,63,115.335.543.428.826
2841029,1,2,1,70,1,52,48,2,,2,104,4,,9,2,,,,,,,,,,1,,2,,2,21,21,85,1,2,8531,12,63,63,847.802.749.868.963
2841044,1,3,1,70,1,52,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,21,,,1,2,,12,68,68,455.974.107.809.871
2841044,1,4,1,70,1,1,48,1,,2,24,4,,1,2,,,,,,,,,,1,,2,,2,45,84,50,1,1,5040,12,68,68,455.974.107.809.871
2841050,1,3,1,70,1,4,48,1,,2,4,1,,3,4,,,,,,,,,,1,,1,500000,2,38,80,19,1,1,1931,12,68,68,525.846.837.604.214
2841051,1,2,1,70,1,8,48,1,,2,240,1,,5,1,,,,,,,,,,1,,2,,2,2,45,50,1,1,5030,12,68,68,484.406.608.200.507
2841052,1,2,1,70,1,60,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,85,,,1,2,,12,68,68,444.046.186.185.956
2841052,1,3,1,70,1,3,40,1,,2,24,1,,2,2,,,,,,,,,,1,,2,,2,39,39,55,1,1,5521,12,68,68,444.046.186.185.956
2841054,1,1,1,70,1,12,48,1,,2,12,1,,3,1,,,,,,,,1,,,,2,,2,45,45,52,1,1,5233,12,20,20,109.386.931.493.869
2841055,1,4,1,70,1,12,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,1,,12,20,20,138.798.022.746.947
2841066,1,2,1,70,1,8,40,1,,2,35,1,,2,1,,,,,,,,,,1,,1,50000,2,45,45,51,1,1,5139,12,20,20,112.527.735.540.132
2841068,1,3,1,70,1,5,40,1,,2,48,4,,2,1,,,,,,,,,,1,,2,,2,13,41,52,1,1,5222,12,20,20,136.747.054.158.596
2841075,1,1,1,70,1,2,48,1,,2,90,1,,9,6,,,,,,,,,,1,,2,,2,33,13,0,1,1,0,12,20,20,123.774.793.242.084
2841077,1,4,1,70,1,8,48,1,,2,12,1,,3,1,,,,,,,,,,1,,2,,2,45,45,52,1,1,5219,12,20,20,915.663.447.232.672
2841080,1,1,1,70,1,2,60,1,,2,4,4,,2,1,,,,,,,,,,1,,2,,2,32,41,55,1,1,5521,12,20,20,121.318.668.546.691
2841092,1,5,1,70,1,8,40,4,,1,,,.,,,.,.,,,,,,,,,.,,,,97,,,1,1,,12,63,63,192.553.097.353.217
2841093,1,2,1,70,1,52,50,1,,1,,,.,,,.,.,,,,,,,,,.,,,,77,,,1,2,,12,63,63,17.162.882.526.468
2841094,1,2,1,70,1,4,40,2,,2,8,1,,9,4,,,,,,,,,,1,,2,,2,13,39,90,1,1,9000,12,63,63,121.614.130.909.707
2841095,1,3,1,70,1,4,40,1,,2,4,1,,4,1,,,,,,,,,,1,,1,600000,2,44,44,70,1,1,7020,12,63,63,121.016.160.943.015
2841101,1,2,1,70,1,3,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,6,,,1,1,,12,63,63,182.885.499.298.476
2841107,1,4,1,70,1,1,48,1,,2,36,1,,2,1,,,,,,,,,,1,,2,,2,97,45,52,1,1,5242,12,19,19,113.943.130.410.637
2841108,1,2,1,70,1,52,48,1,,2,52,1,,6,1,,,,,,,,,,1,,2,,2,8,32,45,1,2,4530,12,19,19,811.460.651.174.294
2841117,1,2,1,70,1,12,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,1,,12,19,19,123.930.789.900.265
2841117,2,2,2,70,1,48,40,3,,2,4,1,,2,8,,,,,,,,,,1,,1,60000,2,53,53,55,1,2,5529,12,19,19,123.930.789.900.265
2841124,1,1,1,70,1,4,40,1,,2,4,1,,5,1,,,,,,,,,,1,,1,360000,2,13,13,80,1,1,8011,12,44,44,53.852.433.907.405
2841141,1,3,1,70,1,28,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,32,,,1,2,,12,44,44,779.818.759.843.528
2841143,1,3,1,70,1,30,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,39,,,1,2,,12,44,44,897.456.058.671.375
2841145,1,2,1,70,1,4,36,1,,2,99,1,,3,4,,,,,,,,,,1,,2,,2,13,13,80,1,1,8011,12,44,44,68.121.012.845.883
2841150,1,2,1,70,1,18,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,32,,,1,2,,12,44,44,380.942.251.691.653
2841153,1,1,1,70,1,95,45,1,,2,96,1,,3,1,,,,,,,,,,1,,2,,2,33,50,55,1,2,5530,12,44,44,170.651.207.114.553
2841154,1,1,1,70,1,16,40,2,,1,,,.,,,.,.,,,,,,,,,.,,,,18,,,1,2,,12,44,44,170.651.207.114.553
2841172,1,2,1,70,1,3,48,1,,2,3,3,,2,1,,,,,,,,,,1,,1,200000,2,98,98,95,1,1,9500,12,70,70,10.442.788.769.587
2841183,1,2,1,70,1,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,97,,,1,1,,12,52,52,212.996.032.815.589
2841193,1,3,1,70,1,52,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,37,,,1,2,,12,52,52,1.433.065.428.209
2841194,1,4,1,70,1,17,30,1,,2,78,1,,2,2,,,,,,,,,,1,,2,,2,45,45,52,1,2,5234,12,52,52,16.993.775.480.585
2841211,1,1,1,70,1,16,40,2,,2,16,2,,9,5,,,1,,,,,,,,,2,,2,21,39,75,1,2,7512,12,50,50,161.630.547.268.487
2841227,1,4,1,70,1,1,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,1,,12,50,50,178.115.110.687.494
2841229,1,1,1,70,1,2,48,1,,2,2,1,,7,1,,,,,,,,,,1,,1,1500000,2,2,2,45,1,1,4530,12,50,50,231.241.536.114.028
2841231,1,5,1,70,1,5,48,1,,2,32,1,,4,2,,,,,,,,,,1,,2,,2,55,55,80,1,1,8030,12,50,50,173.477.775.132.938
2841239,1,2,1,70,1,2,48,1,,2,37,1,,2,1,,,,,,,,,,1,,2,,2,45,45,52,1,1,5233,12,50,50,149.353.689.946.237
2841267,1,1,1,70,1,4,48,1,,2,240,1,,9,2,,,,,,,,,,1,,2,,2,59,59,85,1,1,8511,12,18,18,425.962.721.814.696
2841271,1,1,1,70,1,52,54,2,,2,18,2,,9,4,,,,,,,,,,1,,2,,2,98,98,75,1,2,7512,12,18,18,595.577.300.256.476
2841272,1,1,1,70,1,3,54,1,,2,3,4,,1,1,,,,,,,,,,1,,1,100000,2,95,93,45,1,1,4552,12,18,18,715.412.926.516.467
2841272,1,2,1,70,1,3,60,3,,2,3,3,,1,1,,,,,,,,,,1,,1,150000,2,54,54,95,1,1,9500,12,18,18,715.412.926.516.467
2841276,1,1,1,70,1,1,54,1,,2,1,1,,2,1,,,,,,,,,,1,,1,450000,2,95,95,45,1,1,4521,12,18,18,837.551.390.066.571
2841277,1,1,1,70,1,4,50,1,,2,4,1,,3,1,,,,,,,,,,1,,1,100000,2,60,60,1,1,1,121,12,18,18,661.133.323.946.156
2841287,1,2,1,70,1,4,48,1,,2,8,1,,9,1,,,,,,,,,,1,,2,,2,45,45,51,1,1,5127,12,18,18,58.956.279.426.173
2841289,1,2,1,70,1,4,48,4,,2,8,4,,1,1,,,,,,,,,,1,,2,,2,61,61,1,1,1,140,12,18,18,949.484.278.468.782
2841290,1,1,1,70,1,2,48,1,,2,24,1,,4,2,,,,,,,,,,1,,2,,2,45,53,55,1,1,5521,12,18,18,66.006.350.825.996
2841291,1,2,1,70,1,4,48,1,,2,4,1,,3,1,,,,,,,,,,1,,1,300000,2,95,95,45,1,1,4521,12,18,18,70.657.071.705.634
2841299,1,6,1,70,1,4,51,1,,2,4,4,,1,1,,,,,,,,,,1,,1,150000,2,98,97,63,1,1,6310,12,63,63,854.911.870.702.478
2841304,1,3,1,70,1,3,72,1,,2,3,4,,1,8,,,,,,,,,,1,,1,600000,2,97,95,45,1,1,4530,12,63,63,111.613.505.894.385
2841307,1,3,1,70,1,1,70,4,,2,156,1,,6,4,,,,,,,,,,1,,2,,2,21,59,92,1,1,9242,12,63,63,201.358.106.747.352
2841308,1,1,1,70,1,104,40,1,,2,72,2,,9,5,,,,,,,,,,1,,2,,2,32,39,75,1,2,7523,12,63,63,13.905.903.064.487
2841322,1,4,1,70,1,104,48,2,,2,104,4,,1,2,,,,,,,,,,1,,2,,2,34,44,70,1,2,7020,12,63,63,733.971.850.295.713
2841322,1,7,1,70,1,100,48,1,,2,100,1,,2,1,,,,,,,,,,1,,2,,2,58,58,52,1,2,5211,12,63,63,733.971.850.295.713
2841332,1,2,1,70,1,24,40,1,,2,24,1,,9,1,,,,,,,,,,1,,2,,2,45,45,52,1,2,5235,12,63,63,106.635.419.341.469
2841336,1,3,1,70,1,3,60,1,,2,52,4,,1,2,,,,,,,,,,1,,2,,2,45,41,52,1,1,5239,12,63,63,234.258.657.335.326
