Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
2871204;1;2;1;80;2;1;3;3; ;2; ;2; ; ; ; ;11;2;1;01;13;2225,98859038779
2871205;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;13;1525,85256732853
2871207;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;13;1351,35343437162
2871207;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;13;1351,35343437162
2871207;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;13;1351,35343437162
2871208;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;13;913,171013968023
2871208;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;13;913,171013968023
2871209;1;2;1;80;2;1;1;3; ;2; ;2; ; ; ; ;9;2;1;01;13;1287,42073462192
2871209;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;13;1287,42073462192
2871209;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;13;1287,42073462192
2871210;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;13;960,139516153385
2871210;1;5;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;01;13;960,139516153385
2871211;1;1;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;13;775,605579338989
2871211;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;13;775,605579338989
2871212;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;13;1182,93464386394
2871212;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;13;1182,93464386394
2871213;1;2;1;80;2;2; ; ; ;2; ;2; ;1;4; ;9; ;1;01;13;3102,42231735596
2871213;1;4;1;80;2;1;1;2; ;2; ;1;200000; ; ; ;2;2;1;01;13;3102,42231735596
2871213;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;13;3102,42231735596
2871213;1;6;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;13;3102,42231735596
