DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P7430,P7440,P7450,P7450S1,P7460,P7470,P7472,P7472S1,P7454,P7456,P7458S1,P7458,P7452,INI,DPTO,fex_c_2011
762306,1,4,1,80,5,2,,,,2,,2,,2,,.,,,1,5,880.142.637.465.428
762309,1,2,1,80,5,2,,,,2,,2,,2,,.,,,1,5,772.918.975.499.233
762310,1,1,1,80,5,2,,,,2,,2,,2,,.,,,1,5,754.804.584.325.406
762310,1,2,1,80,5,1,2,8,POR  SER  MENOR  DE EDAD,2,,2,,,,,8,2,1,5,754.804.584.325.406
762313,1,2,1,80,5,1,2,2,,2,,2,,,,,9,2,1,5,915.747.927.838.281
762314,1,3,1,80,5,1,4,3,,2,,2,,,,,4,2,1,5,147.801.149.739.651
762315,1,1,1,80,5,1,4,7,,2,,2,,,2,,8,1,1,5,164.123.285.396.142
762315,1,5,1,80,5,1,3,7,,2,,2,,,2,,5,1,1,5,164.123.285.396.142
762316,1,1,1,80,5,1,4,4,,3,,2,,,,,10,2,1,5,867.710.331.790.504
762316,1,3,1,80,5,1,2,7,,2,,2,,,,,2,2,1,5,867.710.331.790.504
762316,1,5,1,80,5,1,1,1,,2,,2,,,,,2,2,1,5,867.710.331.790.504
762317,1,2,1,80,5,1,4,8,SE CASO,2,,2,,,2,,9,1,1,5,8.947.279.669.012
762317,1,3,1,80,5,2,,,,2,,2,,2,,.,,,1,5,8.947.279.669.012
762317,1,4,1,80,5,2,,,,2,,2,,2,,.,,,1,5,8.947.279.669.012
762318,1,3,1,80,5,2,,,,2,,2,,2,,.,,,1,5,866.089.052.412.735
762319,1,2,1,80,5,1,2,8,CAMBIO DE CIUDAD,2,,2,,,,,9,2,1,5,64.695.281.979.594
762322,1,1,1,80,5,1,4,8,CAMBIO DE CIUDAD,2,,2,,,,,9,2,1,5,857.185.808.475.867
762325,1,1,1,80,5,1,4,4,,3,,2,,,,,10,2,1,5,67.959.926.008.319
762325,1,2,1,80,5,2,,,,2,,2,,2,,.,,,1,5,67.959.926.008.319
762325,1,3,1,80,5,2,,,,2,,2,,2,,.,,,1,5,67.959.926.008.319
762325,1,4,1,80,5,2,,,,2,,2,,2,,.,,,1,5,67.959.926.008.319
762325,1,6,1,80,5,1,1,3,,2,,2,,,,,4,2,1,5,67.959.926.008.319
762325,1,7,1,80,5,2,,,,2,,2,,2,,.,,,1,5,67.959.926.008.319
762326,1,1,1,80,5,1,4,8,SE CASO,2,,2,,,,,9,2,1,5,659.548.000.856.883
762326,1,4,1,80,5,1,4,7,,2,,2,,,,,8,2,1,5,659.548.000.856.883
762327,1,1,1,80,5,1,4,8,POR UN TIRO EN LA COLUMNA QUEDO PARAPLEJICO,2,,2,,,,QUEDO PARAPLEJICO,12,2,1,5,889.353.784.702.387
762327,2,1,2,80,5,1,1,0,,2,,2,,,1,,8,1,1,5,889.353.784.702.387
762327,3,1,3,80,5,1,4,3,,2,,2,,,,,4,2,1,5,889.353.784.702.387
762327,4,1,4,80,5,1,4,3,,2,,2,,,,,4,2,1,5,889.353.784.702.387
762328,1,2,1,80,5,2,,,,2,,2,,2,,.,,,1,5,772.918.975.499.233
762330,1,2,1,80,5,1,1,7,,2,,2,,,,,9,2,1,5,74.696.484.681.594
762331,1,2,1,80,5,1,4,8,SE CASO,2,,2,,,,,9,2,1,5,838.539.561.937.948
762331,1,5,1,80,5,1,2,0,,2,,2,,,,,9,2,1,5,838.539.561.937.948
762333,1,4,1,80,5,2,,,,2,,2,,2,,.,,,1,5,714.265.469.806.531
762334,1,2,1,80,5,1,1,3,,2,,2,,,,,4,2,1,5,803.058.697.342.986
762334,1,4,1,80,5,2,,,,2,,2,,2,,.,,,1,5,803.058.697.342.986
762335,1,2,1,80,5,2,,,,2,,2,,1,4,,1,,1,5,974.617.950.500.786
762335,1,5,1,80,5,2,,,,2,,2,,2,,.,,,1,5,974.617.950.500.786
762336,1,2,1,80,5,1,4,2,,2,,2,,,,,9,2,1,5,58.810.871.471.971
762337,1,2,1,80,5,2,,,,2,,2,,2,,.,,,1,5,798.315.785.813.362
762345,1,1,1,80,5,2,,,,2,,2,,2,,.,,,1,5,721.639.275.277.121
762346,1,2,1,80,5,1,4,2,,2,,2,,,,,9,2,1,5,803.682.189.317.787
762347,1,2,1,80,5,1,1,7,,2,,2,,,,,2,2,1,5,874.676.707.674.893
762348,1,1,1,80,5,1,1,4,,3,,2,,,,,10,2,1,5,721.639.275.277.121
762350,1,3,1,80,5,2,,,,2,,2,,2,,.,,,1,5,830.483.762.039.882
762351,1,2,1,80,5,2,,,,2,,2,,2,,.,,,1,5,759.181.433.702.454
762351,1,3,1,80,5,2,,,,2,,2,,2,,.,,,1,5,759.181.433.702.454
762352,1,2,1,80,5,2,,,,2,,2,,1,3,,9,,1,5,772.918.975.499.233
762353,1,2,1,80,5,1,1,8,EMBARAZO,2,,2,,,,EMBARAZO,12,2,1,5,742.372.278.650.482
762354,1,1,1,80,5,1,4,3,,3,,2,,,,,4,2,1,5,677.499.516.644.691
762354,1,2,1,80,5,2,,,,2,,2,,2,,.,,,1,5,677.499.516.644.691
762355,1,2,1,80,5,2,,,,2,,2,,2,,.,,,1,5,879.295.193.426.626
762355,1,5,1,80,5,2,,,,2,,2,,2,,.,,,1,5,879.295.193.426.626
762358,1,1,1,80,5,1,3,7,,3,,2,,,2,,1,1,1,5,703.740.946.491.894
762360,1,1,1,80,5,1,4,4,,3,,2,,,,,4,2,1,5,744.496.577.980.572
762360,1,2,1,80,5,1,4,3,,2,,2,,,,,4,2,1,5,744.496.577.980.572
762362,1,2,1,80,5,2,,,,2,,2,,2,,.,,,1,5,866.089.052.412.735
762363,1,2,1,80,5,1,1,4,,2,,2,,,,,10,2,1,5,668.696.142.594.123
762363,1,5,1,80,5,2,,,,2,,2,,2,,.,,,1,5,668.696.142.594.123
762364,1,3,1,80,5,2,,,,2,,2,,2,,.,,,1,5,76.005.479.532.753
762364,1,4,1,80,5,2,,,,2,,2,,2,,.,,,1,5,76.005.479.532.753
762364,1,5,1,80,5,2,,,,2,,2,,2,,.,,,1,5,76.005.479.532.753
762364,1,7,1,80,5,2,,,,2,,2,,2,,.,,,1,5,76.005.479.532.753
762365,1,2,1,80,5,2,,,,2,,2,,2,,.,,,1,5,814.738.113.415.313
762366,1,3,1,80,5,2,,,,2,,2,,2,,.,,,1,5,892.043.181.096.028
762367,1,1,1,80,5,1,1,4,,2,,2,,,,,4,2,1,5,676.723.311.381.199
762367,1,2,1,80,5,2,,,,2,,2,,2,,.,,,1,5,676.723.311.381.199
762369,1,2,1,80,5,1,2,3,,2,,2,,,,,4,2,1,5,668.135.656.119.041
762370,1,2,1,80,5,2,,,,2,,2,,2,,.,,,1,5,78.588.338.681.867
762370,1,4,1,80,5,1,1,7,,2,,2,,,,ESTA VIAJANDO,12,2,1,5,78.588.338.681.867
762372,1,2,1,80,5,1,4,6,,2,,2,,,,,11,2,1,5,83.907.141.730.204
762374,1,1,1,80,5,1,4,8,CAMBIO DE DOMICILIO (PAIS),2,,2,,,,,1,2,1,5,744.812.166.655.282
762374,1,2,1,80,5,1,4,2,,2,,2,,,,,9,2,1,5,744.812.166.655.282
762374,1,4,1,80,5,2,,,,2,,2,,1,1,LE EXIGIERON LIBRETA MILITAR,12,,1,5,744.812.166.655.282
762375,1,1,1,80,5,1,2,0,,2,,2,,,,,5,2,1,5,171.437.161.695.173
762376,1,3,1,80,5,2,,,,2,,2,,2,,.,,,1,5,146.756.924.677.665
762378,1,5,1,80,5,2,,,,2,,2,,2,,.,,,1,5,149.200.242.054.968
762379,1,2,1,80,5,1,4,2,,2,,2,,,,,9,2,1,5,826.954.700.301.827
762379,1,3,1,80,5,1,3,7,,2,,2,,,,,2,2,1,5,826.954.700.301.827
762379,1,4,1,80,5,2,,,,2,,2,,2,,.,,,1,5,826.954.700.301.827
762381,1,2,1,80,5,1,4,3,,2,,2,,,,,8,2,1,5,66.741.263.785.813
762383,1,2,1,80,5,1,4,5,,2,,2,,,,,9,2,1,5,677.499.516.644.691
762384,1,2,1,80,5,2,,,,2,,2,,2,,.,,,1,5,811.837.608.821.731
762385,1,2,1,80,5,2,,,,2,,2,,2,,.,,,1,5,768.013.893.445.215
762385,1,3,1,80,5,2,,,,2,,2,,2,,.,,,1,5,768.013.893.445.215
762385,1,5,1,80,5,2,,,,2,,2,,2,,.,,,1,5,768.013.893.445.215
762385,1,6,1,80,5,2,,,,2,,2,,2,,.,,,1,5,768.013.893.445.215
762386,1,3,1,80,5,2,,,,2,,2,,2,,.,,,1,5,707.830.494.705.031
762388,1,1,1,80,5,1,4,6,,2,,2,,,,,8,2,1,5,709.522.558.276.908
762392,1,3,1,80,5,2,,,,2,,2,,2,,.,,,1,5,822.577.850.924.778
762393,1,2,1,80,5,2,,,,2,,2,,2,,.,,,1,5,746.433.446.033.051
762393,1,6,1,80,5,2,,,,2,,2,,2,,.,,,1,5,746.433.446.033.051
762394,1,3,1,80,5,1,1,7,,2,,2,,,,,1,2,1,5,778.509.331.067.659
762395,1,2,1,80,5,2,,,,2,,2,,2,,.,,,1,5,778.509.331.067.659
762395,1,3,1,80,5,2,,,,2,,2,,2,,.,,,1,5,778.509.331.067.659
762396,1,2,1,80,5,1,4,6,,2,,2,,,4,,1,1,1,5,848.598.153.213.709
762398,1,2,1,80,5,1,4,7,,2,,2,,,,,2,2,1,5,74.696.484.681.594
762399,1,1,1,80,5,1,2,3,,2,,2,,,,,4,2,1,5,664.003.611.222.596
762399,1,2,1,80,5,1,4,3,,2,,2,,,,,4,2,1,5,664.003.611.222.596
762399,1,3,1,80,5,1,1,2,,2,,2,,,,,9,2,1,5,664.003.611.222.596
762399,1,6,1,80,5,2,,,,2,,2,,2,,.,,,1,5,664.003.611.222.596
762399,1,7,1,80,5,2,,,,2,,2,,2,,.,,,1,5,664.003.611.222.596
762401,1,1,1,80,5,1,4,3,,2,,2,,,,,4,2,1,5,696.774.570.607.506
762401,1,2,1,80,5,2,,,,2,,2,,2,,.,,,1,5,696.774.570.607.506
762401,1,4,1,80,5,1,1,2,,2,,2,,,,,9,2,1,5,696.774.570.607.506
762401,1,5,1,80,5,2,,,,2,,2,,2,,.,,,1,5,696.774.570.607.506
762404,1,2,1,80,5,1,3,2,,2,,2,,,,,9,2,1,5,717.042.458.705.005
762404,1,5,1,80,5,1,4,4,,3,,2,,,,,10,2,1,5,717.042.458.705.005
762405,1,3,1,80,5,2,,,,2,,2,,2,,.,,,1,5,9.515.156.999.797
762406,1,1,1,80,5,1,4,4,,3,,2,,,,,10,2,1,5,712.680.260.312.498
762406,1,2,1,80,5,1,3,2,,2,,2,,,,,9,2,1,5,712.680.260.312.498
762407,1,2,1,80,5,2,,,,2,,2,,2,,.,,,1,5,976.800.842.187.259
762407,1,3,1,80,5,2,,,,2,,2,,2,,.,,,1,5,976.800.842.187.259
762407,1,4,1,80,5,2,,,,2,,2,,2,,.,,,1,5,976.800.842.187.259
762408,1,2,1,80,5,1,1,6,,2,,2,,,,,11,2,1,5,826.954.700.301.827
762408,1,3,1,80,5,2,,,,2,,2,,2,,.,,,1,5,826.954.700.301.827
762408,1,4,1,80,5,2,,,,2,,2,,2,,.,,,1,5,826.954.700.301.827
762409,1,4,1,80,5,2,,,,2,,2,,2,,.,,,1,5,818.367.045.039.669
762410,1,1,1,80,5,1,4,4,,3,,2,,,,,4,2,1,5,794.132.164.834.537
762410,1,2,1,80,5,2,,,,2,,2,,2,,.,,,1,5,794.132.164.834.537
762411,1,1,1,80,5,1,4,8,POR LA EDAD,2,,2,,,,,1,2,1,5,64.586.093.253.797
762411,1,2,1,80,5,2,,,,2,,2,,2,,.,,,1,5,64.586.093.253.797
762411,1,3,1,80,5,1,4,5,,2,,2,,,,,4,2,1,5,64.586.093.253.797
762411,1,4,1,80,5,2,,,,2,,2,,2,,.,,,1,5,64.586.093.253.797
762411,1,5,1,80,5,2,,,,2,,2,,2,,.,,,1,5,64.586.093.253.797
762412,1,2,1,80,5,1,4,2,,2,,2,,,,,9,2,1,5,762.926.557.829.109
762414,1,1,1,80,5,1,4,8,POCAS OPORTUNIDADES DE TRABAJO,3,,2,,,,,10,2,1,5,13.534.466.227.624
762414,1,2,1,80,5,2,,,,2,,2,,2,,.,,,1,5,13.534.466.227.624
762415,1,2,1,80,5,1,1,8,CAMBIO DE CIUDAD,2,,2,,,,,9,2,1,5,149.392.969.363.188
762417,1,2,1,80,5,2,,,,2,,2,,2,,.,,,1,5,86.096.081.908.735
762417,1,3,1,80,5,2,,,,2,,2,,2,,.,,,1,5,86.096.081.908.735
762417,1,4,1,80,5,2,,,,2,,2,,2,,.,,,1,5,86.096.081.908.735
762417,1,5,1,80,5,2,,,,2,,2,,2,,.,,,1,5,86.096.081.908.735
762418,1,2,1,80,5,1,3,8,NO QUERIA TRABAJAR,2,,2,,,,,11,2,1,5,154.583.795.099.847
762420,1,1,1,80,5,2,,,,2,,2,,2,,.,,,1,5,721.639.275.277.121
762421,1,2,1,80,5,1,1,8,ESTA ESPERANDO LA PENSION,2,,2,,,,,11,2,1,5,166.096.752.407.976
762421,1,4,1,80,5,2,,,,2,,2,,2,,.,,,1,5,166.096.752.407.976
762425,1,1,1,80,5,1,4,2,,2,,2,,,,,9,2,1,5,763.383.966.596.237
762426,1,1,1,80,5,1,4,2,,2,,2,,,,,9,2,1,5,800.299.236.677.257
762427,1,2,1,80,5,2,,,,2,,2,,2,,.,,,1,5,868.028.821.247.414
762427,1,3,1,80,5,2,,,,2,,2,,2,,.,,,1,5,868.028.821.247.414
762427,1,4,1,80,5,2,,,,2,,2,,2,,.,,,1,5,868.028.821.247.414
762429,1,2,1,80,5,1,4,2,,2,,2,,,,,9,2,1,5,796.623.722.241.486
762430,1,1,1,80,5,1,4,4,,3,,2,,,,,10,2,1,5,650.428.694.531.415
762430,1,2,1,80,5,1,4,3,,2,,2,,,,,4,2,1,5,650.428.694.531.415
762430,1,3,1,80,5,1,4,2,,2,,2,,,,,9,2,1,5,650.428.694.531.415
762440,1,3,1,80,5,2,,,,2,,2,,1,1,,8,,1,5,670.388.206.165.999
762444,1,1,1,80,5,1,4,6,,2,,2,,,,PORQUE SE SIENTE CANSADA,12,2,1,5,781.140.475.289.046
762444,2,2,2,80,5,1,1,7,,2,,2,,,,,1,2,1,5,781.140.475.289.046
762445,1,2,1,80,5,1,4,7,,2,,2,,,,,9,2,1,5,826.954.700.301.827
762445,1,3,1,80,5,2,,,,2,,2,,2,,.,,,1,5,826.954.700.301.827
762445,1,4,1,80,5,2,,,,2,,2,,2,,.,,,1,5,826.954.700.301.827
762446,1,1,1,80,5,1,3,3,,2,,2,,,,,4,2,1,5,794.155.453.406.118
762446,1,2,1,80,5,1,4,4,,3,,2,,,,,10,2,1,5,794.155.453.406.118
762447,1,3,1,80,5,2,,,,2,,2,,2,,.,,,1,5,803.058.697.342.986
762447,1,4,1,80,5,2,,,,2,,2,,2,,.,,,1,5,803.058.697.342.986
762448,1,1,1,80,5,1,2,7,,3,,2,,,,,11,2,1,5,853.499.336.595.472
762448,1,2,1,80,5,1,4,2,,2,,2,,,,,9,2,1,5,853.499.336.595.472
762449,1,2,1,80,5,2,,,,3,,2,,2,,.,,,1,5,718.847.332.155.218
762450,1,1,1,80,5,1,4,4,,3,,2,,,,,10,2,1,5,731.771.870.677.836
762452,1,2,1,80,5,1,4,2,,2,,2,,,,,11,2,1,5,915.747.927.838.281
762452,1,3,1,80,5,2,,,,2,,2,,2,,.,,,1,5,915.747.927.838.281
762452,1,4,1,80,5,2,,,,2,,2,,2,,.,,,1,5,915.747.927.838.281
762454,1,2,1,80,5,2,,,,2,,2,,2,,.,,,1,5,744.496.577.980.572
762455,1,1,1,80,5,2,,,,3,,2,,2,,.,,,1,5,686.033.984.904.268
762455,1,2,1,80,5,2,,,,2,,2,,2,,.,,,1,5,686.033.984.904.268
762456,2,1,2,80,5,1,2,1,,1,1,2,,,,,2,2,1,5,816.430.176.987.189
762457,1,3,1,80,5,1,1,1,,2,,2,,,,,2,2,1,5,750.278.189.765.586
762458,1,1,1,80,5,2,,,,2,,2,,2,,.,,,1,5,813.560.404.171.528
762458,1,3,1,80,5,2,,,,2,,2,,2,,.,,,1,5,813.560.404.171.528
762459,1,1,1,80,5,1,4,4,,3,,2,,,,,10,2,1,5,156.407.747.281.181
762459,1,2,1,80,5,2,,,,2,,2,,2,,.,,,1,5,156.407.747.281.181
762459,1,5,1,80,5,2,,,,2,,2,,2,,.,,,1,5,156.407.747.281.181
762460,1,1,1,80,5,1,4,3,,3,,2,,,,,10,2,1,5,13.534.466.227.624
762460,1,2,1,80,5,1,4,2,,2,,2,,,,,9,2,1,5,13.534.466.227.624
762461,1,1,1,80,5,1,4,4,,3,,2,,,,,10,2,1,5,133.627.131.223.808
762461,1,2,1,80,5,1,4,4,,3,,2,,,,,10,2,1,5,133.627.131.223.808
762462,1,2,1,80,5,1,2,2,,2,,2,,,,,9,2,1,5,778.444.604.676.187
762462,1,4,1,80,5,2,,,,2,,2,,2,,.,,,1,5,778.444.604.676.187
762463,1,2,1,80,5,2,,,,2,,1,150000,1,3,,9,,1,5,796.764.993.153.159
762464,1,1,1,80,5,1,4,4,,3,,2,,,,,4,2,1,5,644.470.752.888.444
762464,1,7,1,80,5,1,1,1,,2,,2,,,,,2,2,1,5,644.470.752.888.444
762465,1,1,1,80,5,2,,,,2,,2,,2,,.,,,1,5,566.889.820.403.553
762465,1,2,1,80,5,2,,,,2,,2,,2,,.,,,1,5,566.889.820.403.553
762465,1,3,1,80,5,2,,,,2,,2,,2,,.,,,1,5,566.889.820.403.553
762466,1,1,1,80,5,1,4,8,EDAD,3,,2,,,,,8,2,1,5,885.080.892.566.715
762467,1,1,1,80,5,2,,,,2,,2,,2,,.,,,1,5,709.522.558.276.908
762467,1,2,1,80,5,2,,,,2,,2,,2,,.,,,1,5,709.522.558.276.908
762469,1,1,1,80,5,2,,,,2,,2,,2,,.,,,1,5,676.723.311.381.199
762469,1,2,1,80,5,1,4,4,,3,,2,,,,,8,2,1,5,676.723.311.381.199
762470,1,1,1,80,5,1,1,3,,2,,2,,,,,9,2,1,5,782.038.736.405.904
762470,1,2,1,80,5,2,,,,2,,2,,2,,.,,,1,5,782.038.736.405.904
762470,1,3,1,80,5,2,,,,2,,2,,2,,.,,,1,5,782.038.736.405.904
762470,1,4,1,80,5,2,,,,2,,2,,2,,.,,,1,5,782.038.736.405.904
762470,1,5,1,80,5,1,3,3,,2,,2,,,,,8,2,1,5,782.038.736.405.904
762471,1,2,1,80,5,2,,,,2,,2,,2,,.,,,1,5,780.824.886.614.336
762472,1,4,1,80,5,2,,,,2,,2,,2,,.,,,1,5,745.086.056.828.079
762472,1,5,1,80,5,2,,,,2,,2,,2,,.,,,1,5,745.086.056.828.079
762472,1,6,1,80,5,2,,,,2,,2,,2,,.,,,1,5,745.086.056.828.079
762472,2,1,2,80,5,1,4,2,,2,,2,,,,,8,2,1,5,745.086.056.828.079
762472,2,2,2,80,5,1,1,6,,2,,2,,,,,2,2,1,5,745.086.056.828.079
762472,4,2,4,80,5,2,,,,2,,2,,2,,.,,,1,5,745.086.056.828.079
762473,1,1,1,80,5,1,4,8,NO  NECESITA  TRABAJAR,2,,2,,,,,11,2,1,5,759.819.549.632.994
762474,1,1,1,80,5,1,4,4,,3,,2,,,,,10,2,1,5,721.840.454.550.983
762474,1,2,1,80,5,2,,,,2,,2,,2,,.,,,1,5,721.840.454.550.983
762475,1,2,1,80,5,2,,,,2,,2,,2,,.,,,1,5,876.922.387.484.643
762475,1,3,1,80,5,2,,,,2,,2,,2,,.,,,1,5,876.922.387.484.643
762475,1,4,1,80,5,2,,,,2,,2,,2,,.,,,1,5,876.922.387.484.643
762476,1,1,1,80,5,2,,,,3,,2,,2,,.,,,1,5,794.132.164.834.537
762476,1,2,1,80,5,2,,,,2,,2,,2,,.,,,1,5,794.132.164.834.537
762477,1,3,1,80,5,2,,,,2,,2,,2,,.,,,1,5,267.612.954.328.808
762481,1,1,1,80,8,2,,,,2,,2,,2,,.,,,1,8,481.854.526.335.404
762482,1,1,1,80,8,1,4,3,,2,,2,,,,,4,2,1,8,396.181.856.208.906
762482,1,2,1,80,8,1,2,2,,2,,2,,,,,9,2,1,8,396.181.856.208.906
762482,1,4,1,80,8,2,,,,2,,2,,2,,.,,,1,8,396.181.856.208.906
762483,1,2,1,80,8,1,4,2,,2,,2,,,,,9,2,1,8,511.407.510.253.978
762483,1,3,1,80,8,2,,,,2,,2,,2,,.,,,1,8,511.407.510.253.978
762484,1,2,1,80,8,1,4,2,,2,,2,,,,,9,2,1,8,53.457.946.893.138
762486,1,3,1,80,8,1,3,0,,2,,2,,,2,,2,1,1,8,654.169.509.598.502
762488,1,3,1,80,8,2,,,,2,,2,,2,,.,,,1,8,47.512.936.000.169
762489,1,2,1,80,8,1,3,3,,2,,2,,,,,4,2,1,8,740.673.703.943.869
762489,1,4,1,80,8,2,,,,2,,2,,2,,.,,,1,8,740.673.703.943.869
