DIRECTORIO,SECUENCIA_P,P5000,P5010,P5020,P5030,P5040,P5050,P5070,P5080,P5090,P5090S1,P5100,P5110,P5130,P5140,P5210S1,P5210S10,P5210S11,P5210S14,P5210S15,P5210S16,P5210S17,P5210S18,P5210S19,P5210S2,P5210S20,P5210S21,P5210S22,P5210S24,P5210S3,P5210S4,P5210S5,P5210S6,P5210S7,P5210S8,P5210S9,P5220,P5220S1,P6006,P6007,P6007S1,P6008,HOGAR,P4000,P4010,P4020,P4030S1,P4030S2,P4030S3,P4030S4,P4030S5,P4030S1A1,P4030S4A1,P4040,REGIS,AREA,MES,DPTO,ORDEN,fex_c_2011
2819105,1,3,2,2,1,1,1,1,3,1,,,8000000,100000,,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,,2,1,1,1,2,1,1,2,1,1,1,3,1,1,23,11,23,1,123.468.475.122.762
2819106,1,4,3,2,1,1,1,1,3,1,,,40000000,200000,,2,2,1,1,2,1,2,2,1,2,1,2,2,2,1,1,1,1,1,2,2,1,4,2,2,,4,1,1,1,4,1,1,2,1,1,1,3,1,1,23,11,23,1,129.679.698.745.037
2819107,1,2,1,1,1,1,1,4,3,3,,,,,150000,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,,4,1,1,1,4,1,1,1,1,1,1,3,1,1,23,11,23,1,242.269.679.131.203
2819108,1,2,1,2,1,1,1,4,4,3,,,,,170000,2,2,1,2,1,1,2,2,1,2,1,1,2,2,2,1,1,1,1,2,2,1,2,2,2,,3,1,2,1,2,1,2,2,1,1,1,3,1,1,23,11,23,1,257.700.886.388.674
2819109,1,4,2,2,1,1,1,1,3,1,,,25000000,120000,,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,,4,1,1,1,2,1,1,2,1,1,1,3,1,1,23,11,23,1,111.744.755.924.101
2819110,1,3,2,2,1,1,1,1,3,1,,,10000000,200000,,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,1,1,1,1,2,2,1,3,2,2,,4,1,1,1,2,1,1,2,1,1,1,3,1,1,23,11,23,1,123.495.335.251.639
2819111,1,3,2,2,1,1,1,1,4,3,,,,,170000,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,2,1,1,2,2,1,1,2,2,,3,1,2,1,2,1,2,2,1,1,1,3,1,1,23,11,23,1,124.806.512.398.466
2819112,1,4,2,2,1,1,1,1,3,3,,,,,270000,2,2,1,1,1,1,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,1,3,2,2,,3,1,1,1,2,1,1,2,1,1,1,3,1,1,23,11,23,1,261.586.783.518.076
2819113,1,4,3,2,1,1,1,1,3,1,,,20000000,200000,,2,2,1,2,2,1,2,2,1,1,1,2,2,2,1,1,1,1,1,2,2,1,3,2,2,,3,1,1,1,2,1,1,2,1,1,1,3,1,1,23,11,23,1,252.698.249.684.954
2819114,1,2,1,2,1,1,1,1,3,4,,,,150000,,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,,3,1,2,1,2,1,1,2,1,1,1,3,1,1,23,11,23,1,115.352.535.373.337
2819115,1,3,1,2,1,1,1,1,3,3,,,,,180000,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,,4,1,2,1,2,1,1,2,1,1,1,3,1,1,23,11,23,1,129.788.144.349.351
2819116,1,3,2,2,1,1,1,1,3,3,,,,,200000,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,,4,1,1,1,2,1,1,2,1,1,1,3,1,1,23,11,23,1,268.464.822.531.824
2819117,1,3,2,2,1,1,1,1,3,1,,,30000000,250000,,1,2,1,1,1,1,2,2,1,1,1,1,2,2,1,2,1,1,1,1,2,1,2,2,2,,4,1,1,1,2,1,1,2,1,1,1,3,1,1,23,11,23,1,250.357.540.722.945
2819140,1,1,1,1,1,1,1,1,4,5,,,,250000,,2,2,1,2,2,2,2,2,1,2,1,1,2,2,2,1,1,1,1,2,2,1,2,2,2,,5,1,1,1,2,1,2,1,1,1,1,3,2,1,54,11,54,1,421.258.345.418.493
2819141,1,2,1,1,1,1,1,6,,5,,,,250000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,,1,1,1,1,4,1,2,1,1,1,1,3,1,1,54,11,54,1,371.289.498.333.232
2819142,1,3,2,1,1,1,1,1,4,1,,,99,200000,,1,2,1,2,1,2,2,2,1,2,2,2,2,2,1,2,1,1,1,2,2,1,1,2,2,,2,1,1,1,4,1,2,1,1,1,2,2,2,1,54,11,54,1,261.864.182.741.122
2819143,1,3,2,1,1,1,1,1,4,3,,,,,300000,2,2,1,1,1,1,2,2,1,2,2,2,2,2,1,2,1,1,1,2,1,1,2,2,2,,3,1,1,1,2,1,2,1,1,1,2,3,2,1,54,11,54,1,380.071.910.156.411
2819144,1,4,3,1,1,1,1,1,4,1,,,25000000,250000,,1,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,1,1,1,2,2,1,3,2,2,,3,1,1,1,2,1,2,1,1,1,1,3,2,1,54,11,54,1,435.589.970.494.596
2819146,1,3,2,1,1,1,1,1,3,1,,,98,400000,,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,,4,1,2,1,4,1,1,1,1,1,2,3,2,1,54,11,54,1,32.275.326.216.543
2819149,1,2,1,1,1,1,1,1,4,4,,,,98,,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,1,4,1,1,1,1,2,1,2,1,1,1,2,3,2,1,54,11,54,1,410.765.158.502.802
