PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FFT;DSCY;DSI;P7250;P7280;P744;P3074;P7260;P1806;P7430;P7440;P7440S1;P7440S2;P7450;P7330;P7350;P7360;P9460;P1519;P1883;P7422;P7422S1;OFICIO1_C8;OFICIO2_C8;RAMA2D_D_R4;RAMA4D_D_R4
20220417;04;2022;7031230;1;2;1;70;;1;2680.9376523;25;;2;1;16;4;;;48;1000000;1;;4;0;1;CONDUCTOR DE CAMIONETA;1;10;2;2;;2;;8341;8323;61;6110
20220417;04;2022;7031230;1;3;1;70;;1;2680.9376523;25;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220417;04;2022;7031231;1;2;1;70;;1;2720.8862141;25;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220417;04;2022;7031231;1;3;1;70;;1;2720.8862141;25;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220417;04;2022;7031233;1;1;1;70;;1;2386.3475522;25;1;;;;;;;;;1;;120;0;4;ELABORACION DE ARTESANIAS EN LANA DE OVEJA;4;1;2;2;;2;;.;7333;32;3290
20220417;04;2022;7031233;1;2;1;70;;1;2386.3475522;25;;1;1;4;1;;;48;3000000;1;;1;0;8;ASESORIA COMERCIAL PROFESIONAL AGROPECUARIA;1;6;2;1;1;1;2000000;3322;3322;74;7490
20220417;04;2022;7031234;1;1;1;70;;1;2063.6880581;25;1;;;;;;;;;1;;120;0;8;OFICIOS VARIOS;2;8;2;2;;2;;.;9622;84;8412
20220417;04;2022;7031234;1;2;1;70;;1;2063.6880581;25;1;;;;;2;3;;1500000;1;;12;0;9;Cocinera;4;2;2;2;;2;;.;9411;56;5619
20220417;04;2022;7031234;1;3;1;70;;1;2063.6880581;25;;2;1;75;1;;;48;2000000;2;;;;;.;;;;2;;2;;3112;;;
20220417;04;2022;7031234;1;4;1;70;;1;2063.6880581;25;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220417;04;2022;7031235;1;1;1;70;;1;4053.3010021;25;1;;;;;;;;;1;;92;0;4;Agricultor;4;2;2;2;;2;;.;6111;01;0113
20220417;04;2022;7031236;1;1;1;70;;1;1937.5346627;25;1;;;;;;;;;1;;60;1;4;MODISTA COSTURERA;4;1;2;2;;2;;.;7531;95;9529
20220417;04;2022;7031238;1;3;1;70;;1;2351.5617729;25;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220417;04;2022;7031239;1;2;1;70;;1;4458.2205908;25;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220417;04;2022;7031239;1;4;1;70;;1;4458.2205908;25;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220417;04;2022;7031241;1;1;1;70;;1;3974.9980792;25;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220417;04;2022;7031242;1;2;1;70;;1;2732.5727877;25;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220417;04;2022;7031244;1;1;1;70;;1;1345.5959297;25;1;;;;;;;;;1;;180;4;5;TECNICO ELECTRONICO EN COMUNICACIONES;2;10;2;3;;2;;.;7411;59;5914
20220417;04;2022;7031244;1;2;1;70;;1;1345.5959297;25;1;;;;;;;;;1;;220;4;3;ADMINISTRADORA DE VENTAS DE AGUA POTABLE EN UN LOCAL;5;2;2;2;;2;;.;1420;47;4724
20220417;04;2022;7031245;1;2;1;70;;1;1937.5346627;25;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220417;04;2022;7031246;1;1;1;70;;1;4053.3010021;25;1;;;;;;;;;1;;48;1;4;JORNALERO;4;1;2;2;;2;;.;9211;01;0161
20220417;04;2022;7031250;1;2;1;70;;1;2496.6011046;25;;2;1;14;2;;;48;3000000;1;;5;1;1;DOCENTE EN PREESCOLAR Y PRIMARIA;1;3;2;2;;2;;2342;2342;85;8530
20220417;04;2022;7031253;1;2;1;70;;2;346.74295874;18;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220417;04;2022;7031255;1;1;1;70;;2;270.05566286;18;1;;;;;;;;;1;;360;0;3;EMPLEADA DOMESTICA;3;1;2;2;;2;;.;9111;97;9700
20220417;04;2022;7031259;1;1;1;70;;2;458.48727974;18;1;;;;;;;;;1;;48;0;3;MANIPULADORA DE ALIMENTOS;1;2;2;2;;2;;.;9411;56;5619
20220417;04;2022;7031260;1;2;1;70;;2;498.53460695;18;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220417;04;2022;7031261;1;2;1;70;;2;231.94076693;18;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220417;04;2022;7031262;1;1;1;70;;2;288.21242097;18;1;;;;;;;;;1;;36;0;4;RECOLECCION DE CAFE;4;2;2;2;;2;;.;9211;01;0161
20220417;04;2022;7031264;1;2;1;70;;2;376.67293319;18;1;;;;;;;;;1;;108;0;3;EMPLEADA DOMESTICA;3;1;2;2;;2;;.;9111;97;9700
20220417;04;2022;7031266;1;2;1;70;;2;305.09650253;18;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220417;04;2022;7031267;1;2;1;70;;2;270.05566286;18;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220417;04;2022;7031268;1;1;1;70;;2;275.16652809;18;;1;1;2;1;;;48;1000000;2;;;;;.;;;;2;;2;;5223;;;
20220417;04;2022;7031269;1;2;1;70;;2;363.62704031;18;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220417;04;2022;7031269;1;3;1;70;;2;363.62704031;18;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220417;04;2022;7031270;1;1;1;70;;2;166.39326619;18;;1;1;3;3;;;48;400000;1;;2;1;3;ASEO Y OFICIOS DEL HOGAR;3;3;2;2;;2;;9111;9111;01;0141
20220417;04;2022;7031271;1;2;1;70;;2;539.80811279;18;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220417;04;2022;7031272;1;4;1;70;;2;409.80927527;18;1;;;;;;;;;1;;36;0;4;LIMPIAR POTREROS Y ARREGLO DE CERCAS;4;1;2;2;;2;;.;9211;01;0161
20220417;04;2022;7031273;1;2;1;70;;2;375.09362823;18;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220417;04;2022;7031275;1;2;1;70;;2;356.96105059;18;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220417;04;2022;7031275;1;3;1;70;;2;356.96105059;18;;1;1;12;1;;;48;800000;1;;4;0;8;LIMPIAR POTREROS Y ARREGLO DE CERCAS;4;2;2;2;;2;;9211;9211;01;0161
20220417;04;2022;7031276;1;2;1;70;;2;366.11580304;18;1;;;;;;;;;1;;45;1;3;ASEO Y OFICIOS DEL HOGAR;3;2;2;2;;2;;.;9111;01;0141
20220417;04;2022;7031277;1;2;1;70;;2;347.80109389;18;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220417;04;2022;7031278;1;1;1;70;;2;349.69625983;18;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220417;04;2022;7031280;1;2;1;70;;2;366.11580304;18;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220417;04;2022;7031282;1;2;1;70;;2;324.06679543;18;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220417;04;2022;7031283;1;2;1;70;;2;453.90268577;18;1;;;;;;;;;1;;3;0;3;AUXILIAR DE ENFERMERIA;4;10;2;2;;2;;.;5321;86;8610
20220417;04;2022;7031284;1;2;1;70;;2;541.6895685;18;1;;;;;;;;;1;;7;0;8;PREPARAR Y VENDER DESAYUNOS ALMUERZO Y CENA;4;1;2;2;;2;;.;5120;56;5619
20220417;04;2022;7031287;1;1;1;70;;2;518.06552289;18;;1;1;3;4;;;24;1000000;1;;0;3;4;TRABAJO Y OFICIOS DEL CAMPO;4;1;2;2;;1;500000;9211;9212;01;0141
20220417;04;2022;7031287;1;2;1;70;;2;518.06552289;18;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220417;04;2022;7031288;1;1;1;70;;2;520.19758458;18;;2;1;52;3;;;30;400000;1;;24;0;3;COCINERA DE FINCA;3;3;2;2;;2;;5120;5120;01;0141
20220417;04;2022;7031288;1;2;1;70;;2;520.19758458;18;1;;;;;;;;;1;;72;0;4;ROSANDO CAÑERO;4;2;2;2;;2;;.;9211;01;0161
