Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011
3534317;1;6;1;70;2;2;50;4; ;2;2;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;1;84000;2;61;61;01;1;1;0111;08;63;915,669962239182
3534324;1;3;1;70;2;50;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;2; ;08;63;636,690074967311
3534352;1;2;1;70;2;8;50;4; ;2;2;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;250000;2;61;61;01;1;1;0111;08;63;1141,28147306164
3534933;1;2;1;70;2;3;48;1; ;2;8;8; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;1;0117;08;68;1561,80695450366
3535000;1;2;1;70;2;8;48;8; ;2;8;8; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;1;0111;08;68;938,865971759233
3538541;1;3;1;70;2;104;50;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;2; ;08;63;654,047544201197
3539838;1;2;1;70;2;2;48;1; ;2;84;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;13;80;1;1;8060;08;05;1175,3541777894
3542703;1;1;1;70;2;24;45;1; ;2;25;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;74;1;2;7493;08;68;1907,23929429303
3542715;1;2;1;70;2;3;50;1; ;2;86;1; ;7;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;61;1;1;6120;08;68;1869,44914574574
3542747;1;2;1;70;2;16;8;8; ;2;16;8; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;2;0117;08;68;1907,23929429303
