Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011;Area
3529301;2;2;2;70;1;2;48;2; ;2;106;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;12;59;85;1;1;8511;08;47;171,164505769694;47
3529303;1;3;1;70;1;24;24;1; ;2;96;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;38;64;1;2;6421;08;47;176,073278079093;47
3529309;1;2;1;70;1;8;40;1; ;2;12;1; ;9;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;33;55;85;1;1;8511;08;47;180,72113790127;47
3529318;1;2;1;70;1;4;48;1; ;2;4;1; ;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;95;95;45;1;1;4521;08;47;164,879045792777;47
3529323;1;1;1;70;1;48;48;1; ;2;48;1; ;5;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;74;1;2;7493;08;47;141,766932762739;47
3529323;1;2;1;70;1;48;42;1; ;2;48;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;45;92;1;2;9212;08;47;141,766932762739;47
3529333;1;3;1;70;1;20;48;1; ;2;52;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;44;39;75;1;2;7530;08;47;78,4933333333297;47
3529334;1;2;1;70;1;52;48;1; ;2;12;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;41;52;1;2;5239;08;47;137,076388504732;47
3529335;1;1;1;70;1;48;48;4; ;2;52;1; ;9;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;11;11;60;1;2;6022;08;47;138,942263815962;47
3529337;1;1;1;70;1;28;48;1; ;2;42;1; ;6;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;2;8043;08;18;42,7430700531168;18
3529340;1;1;1;70;1;14;48;2; ;2;14;2; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;2;8050;08;18;79,8080576012608;18
3529341;1;3;1;70;1;4;45;1; ;2;4;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;08;18;40,128469848216;18
3529353;1;3;1;70;1;4;48;1; ;2;4;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;350000;2;95;95;45;1;1;4521;08;15;88,0583754832305;15
3529354;1;2;1;70;1;8;40;1; ;2;8;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;1;5521;08;15;109,928749783777;15
3529381;1;2;1;70;1;24;50;1; ;2;24;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;02;02;45;1;2;4530;08;73;214,86291677246;73
3529397;1;1;1;70;1;32;60;4; ;2;32;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;51;51;55;1;2;5530;08;73;335,783136458288;73
3529399;1;2;1;70;1;98;60;1; ;2;98;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;99;60;01;1;2;0121;08;73;223,850509245475;73
3529402;1;3;1;70;1;5;48;1; ;2;1;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;1;245000;2;33;39;65;1;1;6593;08;73;331,522300346697;73
3529410;1;2;1;70;1;3;48;1; ;2;28;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;53;55;1;1;5530;08;20;142,47146329673;20
3529412;1;3;1;70;1;2;40;1; ;2;28;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;08;20;128,468653481665;20
3529420;1;4;1;70;1;16;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;01; ; ;1;2; ;08;76;1101,26280411848;76
3529439;1;1;1;70;1;104;48;2; ;2;104;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;12;12;75;1;2;7523;08;76;984,689932775045;76
3529442;1;2;1;70;1;1;72;4; ;2;1;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;900000;2;98;98;60;1;1;6031;08;66;295,262865883864;66
3529451;1;1;1;70;1;50;48;1; ;2;50;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;74;1;2;7493;08;66;255,474680476434;66
3529454;1;1;1;70;1;100;48;1; ;2;100;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;38;74;1;2;7499;08;66;295,262865883864;66
3529466;1;1;1;70;1;52;30;1; ;2;52;1; ;2;2; ; ; ; ;1; ; ; ; ; ; ;2; ;2;45;45;52;1;2;5211;08;52;204,767853043808;52
3529469;1;4;1;70;1;20;24;1; ;2;40;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;57;93;1;2;9302;08;52;156,918845626349;52
3529492;1;2;1;70;1;28;28;1; ;2;208;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;79;93;1;2;9301;08;73;296,173603757884;73
3529492;1;6;1;70;1;14;44;4; ;2;14;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;44;54;95;1;2;9500;08;73;296,173603757884;73
3529494;1;4;1;70;1;12;48;1; ;2;12;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;19;1;1;1932;08;73;161,458124293931;73
3529495;1;3;1;70;1;4;48;1; ;2;4;1; ;3;1; ; ; ; ;1; ; ; ; ; ; ;1;600000;2;53;53;55;1;1;5521;08;73;197,574038033209;73
3529510;1;1;1;70;1;1;45;1; ;2;8;1; ;2;5; ; ; ; ;1; ; ; ;1; ;PENSION;2; ;2;95;95;45;1;1;4521;08;52;208,111320714684;52
3529511;1;2;1;70;1;52;40;1; ;2;78;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;2;8511;08;52;237,344879019295;52
3529516;1;2;1;70;1;8;48;1; ;2;8;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;11;1;1;1110;08;50;185,781502985648;50
3529524;1;3;1;70;1;4;48;1; ;2;10;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;31;1;1;3120;08;50;209,928522083912;50
3529526;1;1;1;70;1;12;55;3; ;2;24;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;08;17;277,589121242128;17
3529542;1;1;1;70;1;12;50;1; ;2;16;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;08;17;311,442873507511;17
3529546;1;1;1;70;1;8;48;3; ;2;34;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;08;17;315,086471479502;17
3529547;1;2;1;70;1;16;48;1; ;2;16;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;38;95;45;1;2;4521;08;17;128,239014809304;17
3529547;1;3;1;70;1;3;48;1; ;2;3;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;45;52;1;1;5234;08;17;128,239014809304;17
3529563;1;5;1;70;1;24;48;2; ;2;24;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;39;64;1;2;6421;08;47;138,147164553709;47
3529569;1;2;1;70;1;8;24;1; ;2;52;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;38;41;52;1;1;5231;08;47;163,471834312825;47
3529580;1;3;1;70;1;16;48;1; ;2;16;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;70;1;2;7020;08;47;149,047199671158;47
3529593;1;4;1;70;1;32;32;1; ;2;32;1; ;9;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;30;40;1;2;4010;08;47;166,240015636033;47
