DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;p7440;DPTO;fex_c_2011
5418303;1;2;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;1322,40205095681
5418303;1;4;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;1322,40205095681
5418304;1;1;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;1353,09137447504
5418305;1;2;1;80;05;1;1;6; ;1; ;3;8; ;1; ;2; ; ; ; ;2;1;04;4;05;1350,77097352765
5418306;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;05;1291,21650929495
5418306;1;2;1;80;05;1;1;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;04;4;05;1291,21650929495
5418307;1;3;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;1512,37214255234
5418308;1;1;1;80;05;1;1;8; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;04;4;05;624,894486322483
5418308;1;2;1;80;05;1;1;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;04;4;05;624,894486322483
5418309;1;1;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;4;05;1291,21650929495
5418309;1;2;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;05;1291,21650929495
5418309;1;3;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;1291,21650929495
5418310;1;2;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;1160,0760189929
5418310;1;3;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04; ;05;1160,0760189929
5418311;1;1;1;80;05;1;1;8; ;2; ; ;10; ;2; ;2; ; ; ; ;2;1;04;1,2;05;554,511088523765
5418312;1;1;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;590,901359756302
5418312;1;5;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;590,901359756302
5418314;1;2;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;1226,62707100123
5418316;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;05;1378,1558296451
5418318;1;1;1;80;05;1;1;9;POR LA PANDEMIA;2; ; ;12;POR LA PANDEMIA;2; ;2; ; ; ; ;2;1;04;2;05;1117,14010098282
5418318;1;3;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;05;1117,14010098282
5418318;1;4;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;1117,14010098282
5418327;1;2;1;80;05;1;1;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;04;3;05;637,869313819198
5418327;1;3;1;80;05;1;1;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;04;1,4;05;637,869313819198
5418329;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;3;05;1147,66196034781
5418329;1;2;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;05;1147,66196034781
5418329;1;3;1;80;05;1;1;5; ;2; ; ;10; ;2; ;2; ; ; ; ;2;1;04;4;05;1147,66196034781
5418330;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;05;1249,78897264497
5418330;1;2;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;1249,78897264497
5418333;1;3;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04; ;05;1490,04601041058
5418335;1;1;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;1353,09137447504
5418336;1;1;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;4;05;1344,19223317307
5418338;1;1;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;4;05;1638,83644602615
5418339;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;05;1291,21650929495
5418339;1;2;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;1291,21650929495
5418341;1;2;1;80;05;1;1;7; ;2; ; ;12;POR FALTA DE DOCUMENTOS;2; ;2; ;1;48;908526;2;1;04;3;05;1137,74988685113
5418341;1;4;1;80;05;1;1;7; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;04;3;05;1137,74988685113
5418342;1;2;1;80;05;1;1;9;POR LA CRISIS VENEZOLANA;2; ; ;9; ;2; ;2; ;2; ;908536;2;1;04;1,3;05;1578,92319456068
5418345;1;2;1;80;05;1;1;7; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;04;4;05;1358,32726114348
5418346;1;2;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ;2; ;908000;2;1;04;4;05;1350,77097352765
5418348;1;2;1;80;05;1;1;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;04;4;05;1159,47658737084
5418348;1;3;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ;2; ;908526;2;1;04;3;05;1159,47658737084
5418348;1;5;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04; ;05;1159,47658737084
5418352;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;2;05;1372,91994297666
5418353;1;2;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;1126,11242252086
5418353;1;3;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04; ;05;1126,11242252086
5418354;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;05;1138,76281904584
5418354;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;4;05;1138,76281904584
5418354;1;3;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ;1;48;908526;2;1;04;4;05;1138,76281904584
5418354;1;4;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;1138,76281904584
5418355;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;05;1397,43439684607
5418357;1;1;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ;2; ;908000;2;1;04;1,3;05;1567,10856753766
5418359;1;1;1;80;05;1;1;5; ;2; ; ;9; ;3; ;2; ;1;48;908000;3;1;04;4;05;1463,80616570759
5418360;1;2;1;80;05;1;1;9;PANDEMIA CUARENTENA;2; ; ;12;PARA EVITAR CONTAGIO POR PANDEMIA;1; ;2; ;1;48;908526;2;1;04;2;05;1161,08895118761
5418360;1;3;1;80;05;1;1;8; ;1; ;1;2; ;2; ;2; ; ; ; ;2;1;04;4;05;1161,08895118761
5418360;1;4;1;80;05;1;1;8; ;2; ; ;2; ;1; ;2; ; ; ; ;2;1;04;1,3;05;1161,08895118761
5418363;1;2;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ;2; ;908000;2;1;04;1,3;05;1249,78897264497
5418366;1;1;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;4;05;1466,59391905729
5418366;1;2;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04; ;05;1466,59391905729
5418368;1;2;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;1491,65837422735
5418369;1;2;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;1344,19223317307
5418372;1;1;1;80;05;1;1;7; ;2; ; ;8; ;2; ;2; ;2; ;908000;2;1;04;2;05;1153,06531116948
5418372;1;3;1;80;05;1;1;7; ;2; ; ;8; ;2; ;2; ;1;30;908000;2;1;04;1,2;05;1153,06531116948
5418373;1;1;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ;1;48;908526;2;1;04;3;05;1209,5368255279
5418374;1;1;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;1249,78897264497
5418375;1;3;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04; ;05;1115,60091740211
5418375;1;4;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04; ;05;1115,60091740211
5418376;1;1;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ;2; ;908526;2;1;04;4;05;1332,37760615005
5418377;1;1;1;80;05;1;1;5; ;2; ; ;10; ;1; ;2; ; ; ; ;3;1;04;4;05;1270,50274096996
5418377;1;2;1;80;05;1;1;5; ;2; ; ;10; ;1; ;2; ; ; ; ;3;1;04;4;05;1270,50274096996
5418378;1;2;1;80;05;1;1;6; ;1; ;1;8; ;2; ;2; ;1;6;908526;2;1;04;4;05;1249,78897264497
5418380;1;2;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;04;3;05;1456,08241393854
5418380;1;3;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;1456,08241393854
5418381;1;1;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;1249,78897264497
5418384;1;7;1;80;15;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;04;4;15;114,945516343641
5418384;1;8;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;15;114,945516343641
5418385;1;1;1;80;15;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;2;15;142,623647541041
5418386;1;2;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;15;88,8779264506041
5418386;1;3;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;15;88,8779264506041
5418386;1;4;1;80;15;1;2; ; ; ;1;1;1; ;2; ;2; ;1;20;1500000;2;1;04; ;15;88,8779264506041
5418387;1;2;1;80;15;1;1;9;PANDEMIA;2; ; ;1; ;2; ;2; ; ; ; ;2;1;04;2;15;112,720775318295
5418387;1;3;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;15;112,720775318295
5418387;1;4;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;15;112,720775318295
5418388;1;2;1;80;15;1;1;9;CUARENTENA;2; ; ;1; ;2; ;2; ; ; ; ;2;1;04;2;15;111,063065337484
5418389;1;1;1;80;15;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;15;110,478447054645
5418389;1;2;1;80;15;1;1;8; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;04;3;15;110,478447054645
5418390;1;2;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;15;116,751288005219
5418391;1;2;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;15;133,093947108561
5418395;1;1;1;80;15;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;04;3;15;110,478447054645
5418395;1;2;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ;2; ;800000;2;1;04; ;15;110,478447054645
5418397;1;1;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;15;158,731175834562
5418398;1;1;1;80;15;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;15;115,736308555344
5418400;1;3;1;80;15;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04; ;15;124,751456043881
5418402;1;2;1;80;15;1;2; ; ; ;1;2;2; ;2; ;2; ; ; ; ;2;1;04; ;15;91,4622290547618
5418402;1;3;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;15;91,4622290547618
5418403;1;2;1;80;15;1;1;3; ;2; ; ;9; ;2; ;2; ;2; ;98;2;1;04;2;15;119,063233376145
5418405;1;2;1;80;15;1;1;2; ;2; ; ;12;ESPERANDO LLAMADA PARA INGRESAR A LABORAR;2; ;2; ;1;40;908526;2;1;04;2;15;117,523623512764
5418407;1;1;1;80;15;1;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;04;4;15;111,835400845028
5418408;1;1;1;80;15;1;1;9;LA EDAD;2; ; ;8; ;2; ;2; ; ; ; ;2;1;04;4;15;110,478447054645
5418409;1;1;1;80;15;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;04;3;15;131,736993318178
5418409;1;2;1;80;15;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;04;4;15;131,736993318178
5418412;1;1;1;80;15;1;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;2;15;97,8046871126125
5418413;1;1;1;80;15;1;1;9;PANDEMIA;1; ;1;9; ;1; ;2; ;1;48;1500000;2;1;04;2;15;163,882193804574
5418414;1;1;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;17;253,229246980501
5418414;1;2;1;80;17;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;17;253,229246980501
5418414;1;5;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;17;253,229246980501
5418414;1;6;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;17;253,229246980501
5418415;1;1;1;80;17;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;17;189,927829563825
5418415;1;2;1;80;17;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;17;189,927829563825
5418415;1;3;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;17;189,927829563825
5418416;1;2;1;80;17;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;17;174,124578295331
5418417;1;1;1;80;17;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;04;4;17;208,686564195355
5418418;1;1;1;80;17;1;1;1; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;04;4;17;328,468710405479
5418418;1;2;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;17;328,468710405479
5418418;1;5;1;80;17;1;1;9;PANDEMIA;2; ; ;1; ;2; ;2; ; ; ; ;2;1;04;1,4;17;328,468710405479
5418419;1;1;1;80;17;1;1;1; ;2; ; ;5; ;2; ;2; ; ; ; ;2;1;04;4;17;210,919535598162
5418420;1;1;1;80;17;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;04;1,4;17;199,459580300509
5418420;1;2;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;17;199,459580300509
5418421;1;1;1;80;17;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;04;4;17;390,582273525412
5418421;1;3;1;80;17;1;1;4; ;2; ; ;4; ;2; ;1;180000; ; ; ;2;1;04;1,1;17;390,582273525412
5418422;1;2;1;80;17;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;3;17;373,275310369614
5418422;1;3;1;80;17;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04; ;17;373,275310369614
5418423;1;1;1;80;17;1;1;9;PANDEMIA;2; ; ;12;PANDEMIA;2; ;2; ; ; ; ;2;1;04;2;17;110,073259746504
5418423;1;3;1;80;17;1;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;04;4;17;110,073259746504
5418424;1;1;1;80;17;1;1;5; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;04;4;17;174,124578295331
5418424;1;2;1;80;17;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;17;174,124578295331
5418425;1;1;1;80;17;1;2; ; ; ;2; ; ;.;3; ;2; ; ; ; ;3;1;04; ;17;154,655161303851
5418426;1;1;1;80;17;1;1;3; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;04;4;17;210,919535598162
5418427;1;1;1;80;17;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;17;199,15481345867
5418431;1;1;1;80;17;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;17;117,860204001021
5418431;1;2;1;80;17;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;17;117,860204001021
5418432;1;1;1;80;17;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;17;210,919535598162
5418433;1;1;1;80;17;1;1;8; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;04;3;17;143,471680780373
5418433;1;3;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;17;143,471680780373
5418434;1;1;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;17;110,073259746504
5418434;1;4;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;17;110,073259746504
5418435;1;1;1;80;17;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;1,2;17;183,351562190177
5418436;1;1;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;17;196,504096937473
5418436;1;3;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;17;196,504096937473
5418436;1;4;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;17;196,504096937473
5418437;1;3;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;17;110,073259746504
5418439;1;1;1;80;17;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;3;17;440,293038986015
5418441;1;1;1;80;17;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;17;210,919535598162
5418445;1;2;1;80;17;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;4;17;164,897594400485
5418445;1;3;1;80;17;1;1;1; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;04;2;17;164,897594400485
5418446;1;3;1;80;17;1;1;8; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;04;2;17;178,744349040346
5418447;1;1;1;80;17;1;1;3; ;1; ;1;8; ;2; ;2; ; ; ;908526;2;1;04;4;17;120,976262858731
5418447;1;4;1;80;17;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04; ;17;120,976262858731
5418448;1;3;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;17;125,583476008562
5418450;1;2;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;17;176,677972692582
5418450;1;3;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;17;176,677972692582
5418455;1;5;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;17;349,460416439816
5418456;1;1;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;17;364,048326474768
5418456;1;4;1;80;17;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04; ;17;364,048326474768
5418459;1;2;1;80;17;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;2;17;261,284772766679
5418460;1;2;1;80;17;1;1;1; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;3;17;265,904543511694
5418460;1;3;1;80;17;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04; ;17;265,904543511694
5418461;1;2;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;17;358,975770988425
5418462;1;2;1;80;17;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;4;17;111,283936627373
5418463;1;2;1;80;17;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;04;2;17;254,869080887705
5418463;1;3;1;80;17;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04; ;17;254,869080887705
5418464;1;2;1;80;18;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;3;18;124,18744315539
5418465;1;6;1;80;18;1;1;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;1,2;18;116,965126556613
5418466;1;1;1;80;18;1;1;2; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;04;1,2;18;93,5554206193362
5418467;1;3;1;80;18;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;18;84,173062053749
5418470;1;1;1;80;18;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;04;4;18;158,229476562893
5418470;1;2;1;80;18;1;1;8; ;2; ; ;11; ;2; ;1;900000; ; ; ;2;1;04;1,1;18;158,229476562893
5418470;1;8;1;80;18;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;04;3;18;158,229476562893
5418471;1;1;1;80;18;1;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;04;4;18;62,6183430364488
5418472;1;2;1;80;18;1;1;1; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;4;18;50,8190157340939
5418473;1;2;1;80;18;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;18;47,8909155209798
5418473;1;4;1;80;18;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;18;47,8909155209798
5418473;1;5;1;80;18;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04; ;18;47,8909155209798
5418473;1;6;1;80;18;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;18;47,8909155209798
5418476;1;1;1;80;18;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;4;18;47,8909155209798
5418476;1;3;1;80;18;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;04;3;18;47,8909155209798
5418476;1;4;1;80;18;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;18;47,8909155209798
5418477;1;1;1;80;18;1;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;04;4;18;62,6183430364488
5418479;1;1;1;80;18;1;1;3; ;2; ; ;4; ;2; ;2; ;2; ;900000;2;1;04;1,3;18;62,6183430364488
5418480;1;1;1;80;18;1;1;8; ;2; ; ;1; ;2; ;2; ;2; ;600000;2;1;04;3;18;76,599550853338
5418481;1;2;1;80;18;1;2; ; ; ;1;2;9; ;2; ;2; ;2; ;800000;2;1;04; ;18;149,77741996049
5418482;1;1;1;80;18;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;18;91,3244005025307
5418482;1;3;1;80;18;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;18;91,3244005025307
5418484;1;4;1;80;18;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04; ;18;47,8909155209798
5418484;1;7;1;80;18;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04; ;18;47,8909155209798
5418485;1;2;1;80;18;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;04;4;18;106,104324764142
5418485;1;3;1;80;18;1;1;4; ;2; ; ;4; ;2; ;2; ;2; ;500000;2;1;04;1,4;18;106,104324764142
5418485;1;4;1;80;18;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;04;3;18;106,104324764142
5418486;1;2;1;80;18;1;1;7; ;2; ; ;9; ;2; ;2; ;1;40;900000;2;1;04;2;18;128,896179445199
5418486;1;3;1;80;18;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04; ;18;128,896179445199
5418487;1;1;1;80;18;1;1;7; ;2; ; ;4; ;2; ;2; ;2; ;900000;2;1;04;1,4;18;51,4284143168412
5418487;1;3;1;80;18;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;04;4;18;51,4284143168412
5418487;1;4;1;80;18;1;1;7; ;2; ; ;1; ;2; ;2; ;2; ;300000;2;1;04;1,4;18;51,4284143168412
5418488;1;2;1;80;18;1;1;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;4;18;94,1156795998122
