DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480S1;P7480S1A1;P7480S3;P7480S3A1;P7480S4;P7480S4A1;P7480S5;P7480S5A1;P7480S6;P7480S6A1;P7480S7;P7480S7A1;P7480S8;P7480S8A1;P7480S9;P7480S9A1;P7480S10;P7480S10A1;P7480S11;P7480S11A1;AREA;CLASE;MES;DPTO;fex_c_2011
5418318;1;1;1;90;2; ;1;30;2; ;2; ;1;30;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1117,14010098282
5418318;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1117,14010098282
5418318;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1117,14010098282
5418318;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1117,14010098282
5418318;1;5;1;90;2; ;1;2;2; ;2; ;1;20;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1117,14010098282
5418318;1;6;1;90;2; ;1;2;2; ;2; ;1;12;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1117,14010098282
5418321;1;1;1;90;2; ;1;20;2; ;2; ;2; ;1;5;2; ;2; ;2; ;2; ;05;1;04;05;1373,80514280003
5418321;1;2;1;90;2; ;1;6;2; ;2; ;2; ;2; ;1;8;2; ;2; ;2; ;05;1;04;05;1373,80514280003
5418321;1;3;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1373,80514280003
5418326;1;1;1;90;2; ;1;5;2; ;2; ;2; ;2; ;1;2;2; ;2; ;2; ;05;1;04;05;1372,91994297666
5418326;1;2;1;90;2; ;1;5;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1372,91994297666
5418327;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;637,869313819198
5418327;1;2;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;637,869313819198
5418327;1;3;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;637,869313819198
5418328;1;1;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1217,72792969926
5418328;1;2;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1217,72792969926
5418329;1;1;1;90;2; ;1;20;2; ;2; ;1;20;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1147,66196034781
5418329;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1147,66196034781
5418329;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1147,66196034781
5418329;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1147,66196034781
5418330;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1249,78897264497
5418330;1;2;1;90;2; ;1;38;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1249,78897264497
5418332;1;1;1;90;2; ;1;21;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1578,92319456068
5418332;1;2;1;90;2; ;2; ;2; ;1;84;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1578,92319456068
5418333;1;1;1;90;2; ;1;10;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1490,04601041058
5418333;1;2;1;90;2; ;1;30;2; ;1;60;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1490,04601041058
5418333;1;3;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1490,04601041058
5418335;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1353,09137447504
5418335;1;2;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1353,09137447504
5418336;1;1;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1344,19223317307
5418336;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1344,19223317307
5418337;1;1;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1505,23370235757
5418337;1;2;1;90;2; ;1;14;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1505,23370235757
5418337;1;3;1;90;2; ;1;14;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1505,23370235757
5418338;1;1;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1638,83644602615
5418338;1;2;1;90;2; ;1;30;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1638,83644602615
5418338;1;3;1;90;2; ;1;7;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1638,83644602615
5418339;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1291,21650929495
5418339;1;2;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1291,21650929495
5418339;1;3;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1291,21650929495
5418339;1;4;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1291,21650929495
5418341;1;1;1;90;2; ;1;4;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1137,74988685113
5418341;1;2;1;90;2; ;1;25;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1137,74988685113
5418341;1;4;1;90;2; ;1;14;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1137,74988685113
5418342;1;1;1;90;2; ;1;2;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1578,92319456068
5418342;1;2;1;90;2; ;1;21;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1578,92319456068
5418343;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;2432,21197521844
5418343;1;2;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;2432,21197521844
5418343;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;2432,21197521844
5418343;1;6;1;90;2; ;1;2;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;2432,21197521844
5418343;1;7;1;90;2; ;1;14;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;2432,21197521844
5418343;1;10;1;90;2; ;1;3;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;2432,21197521844
5418343;1;11;1;90;2; ;1;7;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;2432,21197521844
5418344;1;1;1;90;2; ;2; ;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1372,91994297666
5418344;1;2;1;90;2; ;1;30;2; ;1;39;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1372,91994297666
5418345;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;1;10;2; ;2; ;2; ;05;1;04;05;1358,32726114348
5418345;1;2;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1358,32726114348
5418346;1;1;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1350,77097352765
5418346;1;2;1;90;2; ;1;42;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1350,77097352765
5418346;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1350,77097352765
5418347;1;1;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1318,24257817964
5418348;1;1;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1159,47658737084
5418348;1;2;1;90;2; ;1;15;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1159,47658737084
5418348;1;3;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1159,47658737084
5418348;1;4;1;90;2; ;1;19;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1159,47658737084
5418348;1;5;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1159,47658737084
5418349;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;1;3;2; ;2; ;05;1;04;05;1338,95634650463
5418349;1;2;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;1;3;2; ;2; ;05;1;04;05;1338,95634650463
5418350;1;1;1;90;2; ;1;28;2; ;1;16;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1338,95634650463
5418350;1;2;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1338,95634650463
5418352;1;1;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1372,91994297666
5418352;1;2;1;90;2; ;2; ;1;20;2; ;1;30;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1372,91994297666
5418353;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1126,11242252086
5418353;1;2;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1126,11242252086
5418353;1;3;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1126,11242252086
5418354;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;1;7;2; ;2; ;05;1;04;05;1138,76281904584
5418354;1;2;1;90;2; ;1;49;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1138,76281904584
5418354;1;3;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1138,76281904584
5418354;1;4;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1138,76281904584
5418355;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1397,43439684607
5418355;1;2;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1397,43439684607
5418355;1;3;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1397,43439684607
5418355;1;4;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1397,43439684607
5418355;1;5;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1397,43439684607
5418356;1;1;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1205,91330267624
5418357;1;1;1;90;2; ;1;21;2; ;1;38;2; ;2; ;1;20;2; ;2; ;2; ;05;1;04;05;1567,10856753766
5418359;1;1;1;90;2; ;1;6;2; ;2; ;1;20;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1463,80616570759
5418360;1;1;1;90;2; ;1;3;2; ;2; ;1;28;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1161,08895118761
5418360;1;2;1;90;2; ;1;56;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1161,08895118761
5418360;1;3;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1161,08895118761
5418360;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1161,08895118761
5418361;1;1;1;90;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1272,40529449629
5418361;1;2;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1272,40529449629
5418361;1;3;1;90;2; ;1;30;2; ;1;70;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1272,40529449629
5418362;1;1;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1223,83931765154
5418363;1;1;1;90;2; ;1;36;2; ;2; ;2; ;2; ;1;2;1;16;2; ;2; ;05;1;04;05;1249,78897264497
5418363;1;2;1;90;2; ;1;99;2; ;2; ;2; ;2; ;2; ;1;10;2; ;2; ;05;1;04;05;1249,78897264497
5418364;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1367,82148721911
5418364;1;2;1;90;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1367,82148721911
5418364;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1367,82148721911
5418364;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1367,82148721911
5418365;1;1;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1223,83931765154
5418366;1;1;1;90;2; ;1;40;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1466,59391905729
5418366;1;2;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1466,59391905729
5418367;1;1;1;90;2; ;1;30;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;05;1;04;05;1285,65512264334
