DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S2;P5210S20;P5210S21;P5210S22;P5210S24;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5220;P5220S1;P6006;P6007;P6007S1;P6008;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;clase;MES;DPTO;ORDEN;AREA;fex_c_2011
2405434;1;4;1;1;1;1;1;1;3;5; ; ; ;130000; ;2;2;1;2;2;2;2;2;1;2;2;1;2;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;2;2;2;01;1;06;47;1;47;127,346945297859
2405434;2;2;2;1;1;1;1;2;3;4; ; ; ;80000; ;2;2;1;1;2;2;2;2;1;2;1;1;2;2;2;2;2;1;1;2;2;1;2;2;2; ;4;2; ; ; ; ; ; ; ; ; ; ;2;01;1;06;47;1;47;127,346945297859
2405435;1;7;3;1;1;1;1;1;3;2; ;600000;180000000;500000; ;1;2;1;1;1;1;2;1;1;1;2;2;2;2;1;1;1;1;1;1;1;1;3;2;2; ;4;1;1;1;4;1;1;1;1;1;3;3;2;01;1;06;47;1;47;148,139389913258
2405437;1;2;1;1;1;1;1;6; ;3; ; ; ; ;193000;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;2;1;4;1;2;1;1;1;4;7;1;01;1;06;47;1;47;145,665762060912
2405438;1;2;1;1;1;1;1;6; ;3; ; ; ; ;190000;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;1;1;2;1;4;1;2;1;1;1;4;7;1;01;1;06;47;1;47;145,665762060912
2405439;1;3;2;1;1;1;1;1;3;3; ; ; ; ;250000;2;2;1;2;2;2;2;2;1;2;1;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;4;1;1;1;2;1;1;1;1;1;3;3;1;01;1;06;47;1;47;147,316044833174
2405440;1;5;2;1;1;1;1;1;3;1; ; ;35000000;300000; ;2;2;1;2;2;2;2;2;1;2;1;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;4;1;1;1;2;1;1;1;1;1;3;3;1;01;1;06;47;1;47;138,301212827236
2405441;1;3;2;1;1;1;1;1;3;4; ; ; ;350000; ;2;2;1;1;2;2;2;2;1;1;2;1;2;2;2;2;1;1;1;2;2;1;1;2;2; ;4;1;2;1;4;1;1;1;1;1;4;3;1;01;1;06;47;1;47;150,631338301839
2405442;1;3;1;1;1;1;1;1;3;3; ; ; ; ;350000;2;2;1;1;1;1;2;1;1;1;2;2;2;2;2;1;1;1;1;2;1;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;4;3;1;01;1;06;47;1;47;143,381889433006
2405443;1;4;1;1;1;1;1;1;3;5; ; ; ;200000; ;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;1;1;2;1;1;1;1;1;1;3;2;01;1;06;47;1;47;144,06886813712
2405444;1;4;2;2;1;1;1;1;3;4; ; ; ;200000; ;1;2;1;2;2;2;2;2;1;2;1;2;2;2;2;2;1;2;1;2;2;1;1;2;2; ;5;1;1;1;4;1;1;2;1;1;2;3;2;01;1;06;47;1;47;161,992159590041
2405445;1;2;1;1;1;1;1;1;3;1; ; ;20000000;300000; ;2;2;1;2;1;2;2;2;1;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;2;1;2;1;2;1;1;1;1;1;3;3;2;01;1;06;47;1;47;144,06886813712
2405446;1;5;3;1;1;1;1;1;3;1; ; ;50000000;300000; ;1;2;1;2;1;2;2;1;1;1;1;1;1;2;1;1;1;1;1;2;2;1;3;2;2; ;5;1;1;1;4;1;1;1;1;1;3;3;1;01;1;06;47;1;47;152,131166573898
2405447;1;3;2;1;1;1;1;1;3;1; ; ;99;800000; ;2;2;1;2;1;1;1;2;1;1;2;1;2;2;1;1;1;1;1;2;2;1;4;2;2; ;4;1;2;1;4;1;1;1;1;1;4;3;1;01;1;06;47;1;47;130,25469605859
2405448;1;3;2;1;1;1;1;1;3;3; ; ; ; ;420000;2;2;1;2;2;2;2;1;1;1;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;4;3;1;01;1;06;47;1;47;156,122801078437
2405449;1;2;1;1;1;1;1;1;3;5; ; ; ;100000; ;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;1;1;2;2;1;3;2;2; ;7;1;1;1;2;1;1;1;1;1;2;2;1;01;1;06;47;1;47;141,425122322442
2405450;1;4;3;1;1;1;1;1;4;5; ; ; ;100000; ;2;2;1;1;1;2;2;2;1;2;1;1;2;2;2;2;1;1;1;2;2;1;4;2;2; ;9;1;1;1;2;1;2;1;1;1;1;2;2;01;1;06;47;1;47;131,807210053133
2405451;1;3;2;1;1;1;1;1;3;5; ; ; ;100000; ;2;2;1;2;2;2;2;2;1;1;1;2;2;2;2;2;1;2;1;2;2;1;2;2;2; ;5;1;1;1;4;1;1;1;1;1;2;2;2;01;1;06;47;1;47;136,566260452379
2405452;1;3;1;1;1;1;1;1;3;3; ; ; ; ;280000;2;2;1;2;2;1;2;2;1;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;2;1;2;1;1;1;1;1;3;3;1;01;1;06;47;1;47;141,633837883027
2405453;1;2;2;1;1;1;1;1;4;3; ; ; ; ;190000;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;3;1;2;1;4;1;2;1;1;1;4;7;1;01;1;06;47;1;47;126,745414953482
2405454;1;3;2;1;1;1;1;1;3;3; ; ; ; ;260000;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;1;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;3;3;1;01;1;06;47;1;47;169,97557075522
2405455;1;4;3;1;1;1;1;1;3;1; ; ;35000000;200000; ;2;2;1;2;2;2;2;2;1;2;1;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;6;1;1;1;2;1;1;1;1;1;2;3;2;01;1;06;47;1;47;117,245547055103
2405456;1;3;2;1;1;1;1;1;3;4; ; ; ;300000; ;1;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;3;1;1;1;4;1;1;1;1;1;2;3;2;01;1;06;47;1;47;152,090876900551
2405457;1;2;1;1;1;1;1;1;3;3; ; ; ; ;200000;2;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;2;3;2;01;1;06;47;1;47;146,697182901672
2405458;1;3;2;1;1;1;1;1;3;5; ; ; ;350000; ;2;2;1;2;1;2;2;2;1;2;1;2;2;2;2;1;1;1;1;2;2;1;3;2;2; ;5;1;2;1;4;1;1;1;1;1;2;3;2;01;1;06;47;1;47;153,260356192375
2405459;1;2;1;1;1;1;1;1;3;3; ; ; ; ;250000;2;2;1;2;1;2;2;2;1;1;2;2;2;2;2;2;1;1;1;1;2;2; ;2;2; ;4;1;2;1;4;1;1;1;1;1;2;3;2;01;1;06;47;1;47;158,341032798145
2405460;1;2;1;2;1;1;1;1;3;5; ; ; ;100000; ;1;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;2;1;2;1;2;1;1;2;1;1;1;2;2;01;1;06;47;1;47;65,3886695656839
2405461;1;1;1;2;1;1;1;2;4;5; ; ; ;50000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;4;1;1;8;1;1;2;2;1;1;1;2;2;01;1;06;47;1;47;74,7510743416812
2405462;1;3;2;2;1;1;1;1;3;5; ; ; ;150000; ;1;2;1;1;2;2;2;2;1;1;2;2;1;2;2;1;1;1;1;1;2;1;3;2;2; ;4;1;2;1;4;1;1;2;1;1;1;2;2;01;1;06;47;1;47;65,3397851768249
2405463;1;4;3;1;1;1;1;1;3;4; ; ; ;200000; ;2;2;1;2;1;2;2;2;1;2;1;2;2;2;2;1;1;2;1;2;2;1;3;2;2; ;5;1;1;1;2;1;1;1;1;1;1;3;2;01;1;06;47;1;47;134,188851458757
2405465;1;2;1;1;1;1;1;1;4;3; ; ; ; ;223000;2;2;1;1;1;2;2;1;1;1;2;1;2;2;2;2;1;1;1;2;2;1;1;2;2; ;1;1;2;1;4;1;2;1;1;1;4;7;1;01;1;06;47;1;47;145,665762060912
2405466;1;4;1;1;1;1;1;1;3;3; ; ; ; ;300000;1;2;1;1;1;2;2;1;1;1;2;1;1;2;2;1;1;1;1;1;2;1;2;2;2; ;4;1;1;1;4;1;1;1;1;1;3;3;1;01;1;06;47;1;47;147,316044833174
2405467;1;6;4;1;1;1;1;1;3;1; ; ;99;500000; ;1;2;1;2;1;2;2;2;1;1;2;2;1;2;1;1;1;1;1;1;2;1;4;2;2; ;7;1;1;1;4;1;1;1;1;1;4;3;2;01;1;06;47;1;47;125,244739888414
2405468;1;2;1;1;1;1;1;1;3;3; ; ; ; ;230000;2;2;1;1;1;1;2;2;1;2;2;2;2;2;1;2;1;1;1;1;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;4;3;1;01;1;06;47;1;47;145,58532487032
2405469;1;1;1;2;2;1;1;6; ;5; ; ; ;100000; ;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;1;4;1;2;1;2;2;1;1;1;2;2;01;1;06;47;1;47;155,561560407406
2405470;1;3;2;1;1;1;1;1;4;5; ; ; ;150000; ;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;1;1;1;1;2;1;5;2;2; ;6;1;1;1;2;1;2;1;1;1;1;2;1;01;1;06;47;1;47;149,170810754017
2405471;1;3;2;1;1;1;1;3;3;3; ; ; ; ;200000;2;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;1;1;2;2;1;3;2;2; ;5;1;2;1;4;1;1;1;1;1;3;3;1;01;1;06;47;1;47;142,154931036811
2405472;1;4;3;1;1;1;1;1;3;1; ; ;99;300000; ;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;4;2;2; ;7;1;1;1;4;1;1;1;1;1;3;3;1;01;1;06;47;1;47;171,790189158817
2405473;1;4;2;1;1;1;1;1;3;1; ; ;99;150000; ;1;2;1;2;2;2;2;2;1;2;2;1;2;2;2;2;1;1;1;1;2;1;1;2;2; ;4;1;1;1;4;1;1;1;1;1;2;3;2;01;1;06;47;1;47;143,971099359402
2405474;1;4;3;1;1;1;1;1;3;1; ; ;40000000;200000; ;1;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;1;1;1;2;1;2;2;2; ;4;1;1;1;2;1;1;1;1;1;2;3;2;01;1;06;47;1;47;140,598184630265
2405475;1;4;2;1;1;1;1;1;3;1; ; ;200000000;450000; ;1;2;1;1;2;2;2;2;1;1;2;2;2;2;2;1;1;1;1;1;2;1;1;2;2; ;3;1;1;1;4;1;1;1;1;1;4;7;1;01;1;06;47;1;47;140,117381149827
2405476;1;3;2;1;1;1;1;1;3;1; ; ;99;300000; ;1;2;1;2;2;2;2;2;1;1;2;1;2;2;2;1;1;1;1;1;2;1;3;2;2; ;3;1;2;1;4;1;1;1;1;1;4;3;1;01;1;06;47;1;47;134,286620236475
2405477;1;5;4;1;1;1;1;1;3;1; ; ;99;600000; ;1;2;1;1;1;1;2;2;1;1;2;2;1;2;1;1;1;1;1;1;2;1;4;2;2; ;6;1;1;1;4;1;1;1;1;1;4;3;1;01;1;06;47;1;47;137,066092627214
2405478;1;2;1;1;1;1;1;1;3;5; ; ; ;150000; ;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2; ;4;1;1;1;2;1;1;1;1;1;1;2;1;01;1;06;47;1;47;152,709738832053
2405479;1;3;2;2;1;1;1;1;1;5; ; ; ;150000; ;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;1;1;1;1;1;2;1;3;2;2; ;6;1;2;1;2;1;1;2;1;1;1;2;2;01;1;06;47;1;47;142,773792968313
2405480;1;2;1;1;1;1;1;1;3;3; ; ; ; ;280000;2;2;1;1;2;1;2;2;1;2;2;2;2;2;1;2;2;2;1;2;2;2; ;2;2; ;1;1;2;1;2;1;1;1;1;1;3;3;1;01;1;06;47;1;47;142,270031401654
2405481;1;2;1;1;1;1;1;1;3;4; ; ; ;300000; ;1;2;1;1;2;1;2;1;1;1;2;1;2;2;1;1;1;1;1;1;1;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;3;3;2;01;1;06;47;1;47;142,252699814529
2405482;1;4;3;1;1;1;1;1;3;4; ; ; ;300000; ;1;2;1;2;1;1;2;2;1;1;1;2;2;2;1;1;1;1;1;1;2;1;2;2;2; ;5;1;1;1;2;1;1;1;1;1;3;2;2;01;1;06;47;1;47;123,332352707098
2405483;1;4;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;1;1;1;2;2;2;1;1;2;1;2;2;2;2;1;1;1;1;2;1;1;2;2; ;4;1;1;1;4;1;1;1;1;1;3;3;1;01;1;06;47;1;47;140,230931595676
2405484;1;2;1;1;2;1;1;1;3;3; ; ; ; ;250000;1;2;1;2;1;2;2;2;1;1;2;2;2;2;1;1;1;1;1;2;2;1;4;2;2; ;4;1;1;1;4;1;1;1;1;1;3;3;1;01;1;06;47;1;47;150,132214285166
2405484;2;1;1;1;2;1;1;1;3;3; ; ; ; ;200000;2;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;2;2; ; ; ; ; ; ; ; ; ; ;1;01;1;06;47;1;47;150,132214285166
2405485;1;4;3;1;1;1;1;1;3;4; ; ; ;300000; ;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;3;2;2; ;6;1;1;1;4;1;1;1;1;1;3;3;1;01;1;06;47;1;47;119,380865719805
2405486;1;3;2;2;1;1;1;1;3;5; ; ; ;150000; ;1;2;1;2;1;2;2;2;1;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;4;1;2;1;4;1;1;2;1;1;1;2;2;01;1;06;47;1;47;69,6749826275601
2405487;1;2;1;2;1;1;1;1;3;3; ; ; ; ;250000;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;1;1;1;2;1;2;2;2; ;5;1;1;1;4;1;1;2;1;1;1;2;2;01;1;06;47;1;47;80,9960797950206
2405488;1;2;1;2;1;1;1;5;3;5; ; ; ;250000; ;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;6;1;1;1;4;1;1;2;1;1;1;2;2;01;1;06;47;1;47;86,9461972841313
2405489;1;2;1;1;1;1;1;6; ;3; ; ; ; ;200000;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2; ;1;1;2;1;4;1;2;1;1;1;4;7;1;01;1;06;47;1;47;145,665762060912
2405490;1;4;3;1;1;1;1;1;3;4; ; ; ;200000; ;2;2;1;2;2;2;2;2;1;1;2;2;2;2;2;1;1;1;1;1;2;1;1;2;2; ;4;1;1;1;4;1;1;1;1;1;3;3;1;01;1;06;47;1;47;136,165894162534
2405491;1;4;3;1;1;1;1;1;3;1; ; ;99;200000; ;1;2;1;1;1;1;2;2;1;1;2;2;2;2;1;1;1;1;1;1;2;1;4;2;2; ;4;1;1;1;4;1;1;1;1;1;2;3;1;01;1;06;47;1;47;148,139389913258
2405492;1;3;2;1;1;1;1;1;3;5; ; ; ;540000; ;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;1;1;1;1;1;2;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;4;3;1;01;1;06;47;1;47;143,381889433006
2405493;1;3;2;1;1;1;1;1;3;3; ; ; ; ;385000;1;2;1;1;2;1;2;2;1;1;1;2;1;2;1;2;1;1;1;1;2;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;4;3;1;01;1;06;47;1;47;142,252699814529
2405494;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;4;3;1;01;1;06;47;1;47;156,122801078437
2405495;1;3;2;1;1;1;1;1;3;1; ; ;99;99; ;2;2;1;2;1;2;2;2;1;2;1;2;1;2;2;2;1;1;1;1;2;1;1;2;2; ;2;1;2;1;4;1;1;1;1;1;4;3;1;01;1;06;47;1;47;139,677070772462
2405495;2;1;1;1;1;1;1;1;3;5; ; ; ;99; ;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;4;2; ; ; ; ; ; ; ; ; ; ;1;01;1;06;47;1;47;139,677070772462
2405497;1;3;2;1;1;1;2;1;4;5; ; ; ;100000; ;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;1;1;1;1;2;2;1;3;2;2; ;5;1;1;1;4;1;2;1;1;2;1;2; ;01;1;06;47;1;47;143,284120655288
2405498;1;3;2;1;1;1;1;1;3;5; ; ; ;200000; ;2;2;1;2;1;2;2;2;1;1;1;2;1;2;2;1;1;1;1;1;2;1;1;2;2; ;4;1;2;1;4;1;1;1;1;1;3;3;1;01;1;06;47;1;47;146,186855214697
2405499;1;2;1;1;1;1;1;1;3;3; ; ; ; ;200000;2;2;2;2;2;1;2;2;1;2;2;2;2;2;1;2;1;1;1;2;2;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;3;3;2;01;1;06;47;1;47;138,318544414361
2405500;1;4;3;1;1;1;1;1;3;3; ; ; ; ;200000;1;2;1;1;1;1;2;1;1;1;1;1;2;2;1;2;1;1;1;1;2;1;4;2;2; ;4;1;1;1;4;1;1;1;1;1;3;3;1;01;1;06;47;1;47;148,139389913258
2405501;1;4;2;1;1;1;1;1;3;5; ; ; ;200000; ;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;1;1;1;2;1;2;2;2; ;7;1;1;1;4;1;1;1;1;1;2;2;2;01;1;06;47;1;47;145,701819322256
2405502;1;2;1;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;1;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;4;3;1;01;1;06;47;1;47;159,438094547103
2405503;1;3;2;1;1;1;2;1;3;5; ; ; ;150000; ;2;2;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;1;1;2;2;1;2;2;2; ;8;1;1;1;2;1;1;1;1;2;1;2; ;01;1;06;47;1;47;150,202231594776
2405504;1;2;1;1;1;1;1;1;4;3; ; ; ; ;210000;2;2;1;1;1;1;2;2;1;2;1;2;2;2;1;1;1;1;1;1;2;1;3;2;2; ;4;1;2;1;4;1;2;1;1;1;4;7;1;01;1;06;47;1;47;156,105469491312
2405505;1;4;2;1;1;1;1;1;3;5; ; ; ;300000; ;1;2;1;2;2;2;2;2;1;2;2;1;2;2;2;2;1;1;1;1;2;1;2;2;2; ;4;1;1;1;4;1;1;1;1;1;3;3;2;01;1;06;47;1;47;166,024083767927
2405506;1;3;2;1;1;1;1;1;3;5; ; ; ;250000; ;1;2;1;2;1;1;2;2;1;1;1;2;2;2;1;1;1;1;1;1;2;1;2;2;2; ;5;1;1;1;2;1;1;1;1;1;3;3;1;01;1;06;47;1;47;135,318041077234
2405507;1;4;3;1;1;1;1;1;3;1; ; ;99;350000; ;1;2;1;1;2;1;2;2;1;1;1;2;1;2;1;1;1;1;1;1;2;1;4;2;2; ;6;1;2;1;4;1;1;1;1;1;2;3;1;01;1;06;47;1;47;139,195278342914
2405509;1;3;2;1;1;1;1;1;3;1; ; ;99;200000; ;2;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;1;1;1;2;1;2;2;2; ;5;1;1;1;4;1;1;1;1;1;3;3;2;01;1;06;47;1;47;152,379389851819
2405510;1;4;3;1;1;1;1;1;3;1; ; ;99;300000; ;2;2;1;2;1;2;2;2;1;1;2;2;2;2;2;1;1;1;1;1;2;1;2;2;2; ;6;1;1;1;4;1;1;1;1;1;3;3;2;01;1;06;47;1;47;144,806764857467
2405511;1;3;2;2;1;1;1;1;4;5; ; ; ;150000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;1;2;2;1;2;2;2; ;4;1;1;1;2;1;2;2;1;1;1;2;2;01;1;06;47;1;47;73,6580224165869
2405512;1;2;1;2;1;1;1;1;3;3; ; ; ; ;130000;2;2;1;2;2;2;2;2;1;1;2;1;2;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;1;1;2;1;1;2;1;1;1;2;2;01;1;06;47;1;47;70,8169189415134
2405513;1;3;2;2;1;1;1;1;3;5; ; ; ;350000; ;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;1;1;1;2;2;1;3;2;2; ;5;1;1;1;4;1;1;2;1;1;1;2;2;01;1;06;47;1;47;76,036772656713
2405514;1;4;2;2;1;1;1;1;3;5; ; ; ;180000; ;1;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;3;1;1;1;4;1;1;2;1;1;1;2;2;01;1;06;47;1;47;72,7839966415973
2405515;1;4;3;1;1;1;1;1;3;5; ; ; ;150000; ;2;2;1;1;2;2;2;2;1;1;1;1;2;2;2;1;1;1;1;1;2;1;3;2;2; ;7;1;1;1;2;1;1;1;1;1;2;3;2;01;1;06;47;1;47;171,87062634941
2405518;1;2;1;1;1;1;1;1;4;3; ; ; ; ;223000;2;2;1;1;1;2;2;1;1;2;1;2;1;2;2;1;1;1;1;2;2;1;3;2;2; ;3;1;2;1;4;1;2;1;1;1;4;7;2;01;1;06;47;1;47;143,381889433006
2405519;1;6;3;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;1;1;1;1;2;2;1;2;1;2;2;2;2;1;1;1;1;1;2;1;1;2;2; ;4;1;1;1;4;1;1;1;1;1;3;3;1;01;1;06;47;1;47;149,326200792207
2405520;1;4;1;1;1;1;1;1;3;3; ; ; ; ;230000;1;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;1;1;1;1;2;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;3;3;2;01;1;06;47;1;47;138,318544414361
2405521;1;1;1;1;1;1;1;1;3;3; ; ; ; ;350000;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;1;1;1;1;2;1;1;2;2; ;3;1;1;1;4;1;1;1;1;1;3;3;2;01;1;06;47;1;47;132,427621903629
2405521;2;1;1;1;1;1;1;1;3;3; ; ; ; ;220000;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;2;2; ; ; ; ; ; ; ; ; ; ;2;01;1;06;47;1;47;132,427621903629
2405522;1;3;1;1;1;1;1;1;3;2; ;1589000;50000000;300000; ;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;3;3;1;01;1;06;50;1;50;144,157607606598
2405524;1;1;1;1;1;1;1;1;4;3; ; ; ; ;250000;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;1;1;2;1;2;1;2;1;1;1;2;3;2;01;1;06;50;1;50;210,761062019667
2405525;1;2;2;1;1;1;1;1;3;3; ; ; ; ;370000;2;2;1;1;1;2;2;2;2;2;2;1;2;2;2;1;1;1;1;2;2;1;1;2;2; ;2;1;1;1;4;1;1;1;1;1;3;3;2;01;1;06;50;1;50;172,57781879335
2405526;1;1;1;1;1;1;1;6; ;3; ; ; ; ;80000;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;1;3;1;2;1;2;1;1;1;2;3;2;01;1;06;50;1;50;185,356328128406
2405527;1;1;1;1;1;1;1;1;4;3; ; ; ; ;250000;2;2;1;1;2;2;2;1;1;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;2;1;3;1;2;1;2;1;1;1;2;3;1;01;1;06;50;1;50;154,439193466971
2405528;1;4;2;1;1;1;1;1;3;1; ; ;50000000;400000; ;1;2;1;1;1;1;2;2;1;1;1;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;2;3;2;01;1;06;50;1;50;122,24674271852
2405529;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;4;1;2;1;2;1;1;1;1;1;2;3;2;01;1;06;50;1;50;138,379068088512
2405530;1;3;2;1;1;1;1;1;3;3; ; ; ; ;470000;1;2;1;2;2;1;2;2;1;1;2;2;2;2;1;2;1;2;1;2;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;4;3;1;01;1;06;50;1;50;179,150287676207
2405533;1;4;1;1;1;1;1;1;3;1; ; ;38000000;500000; ;2;2;1;2;1;1;2;2;1;1;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;1;1;1;1;4;1;1;1;1;1;3;3;2;01;1;06;50;1;50;144,157607606598
2405534;1;4;3;1;1;1;1;1;3;3; ; ; ; ;350000;1;2;1;1;2;1;2;2;1;1;1;2;1;2;1;1;1;1;1;1;2;1;2;2;2; ;4;1;1;1;4;1;1;1;1;1;3;3;2;01;1;06;50;1;50;169,989842431973
2405535;1;5;3;1;1;1;1;1;3;1; ; ;130000000;500000; ;1;2;1;2;2;1;1;2;2;1;2;1;2;2;1;1;1;1;1;2;1;1;4;2;2; ;6;1;1;1;2;1;1;1;1;1;3;3;2;01;1;06;50;1;50;164,173827990535
2405536;1;1;1;1;1;1;1;1;3;1; ; ;60000000;350000; ;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;1;1;1;1;2;1;1;1;1;1;2;1;2;01;1;06;50;1;50;177,347003883549
2405536;2;1;1;1;1;1;1;1;3;4; ; ; ;130000; ;2;2;1;1;1;1;2;2;1;1;1;2;2;2;2;1;1;1;1;1;1;1;2;2;2; ;2;2; ; ; ; ; ; ; ; ; ; ;2;01;1;06;50;1;50;177,347003883549
2405536;3;1;1;1;2;1;1;6; ;4; ; ; ;120000; ;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;3; ; ; ; ; ; ; ; ; ; ;2;01;1;06;50;1;50;177,347003883549
2405537;1;3;1;1;1;1;1;1;3;1; ; ;65000000;450000; ;2;2;1;1;1;1;1;2;1;2;2;2;2;2;1;1;1;1;1;2;1;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;4;3;1;01;1;06;50;1;50;144,157607606598
2405538;1;1;1;1;1;1;1;6; ;3; ; ; ; ;120000;2;2;1;2;2;2;2;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;3;1;2;1;2;1;1;1;2;3;2;01;1;06;50;1;50;210,761062019667
2405539;1;2;2;1;1;1;1;1;3;3; ; ; ; ;230000;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;3;1;2;1;2;1;1;1;1;1;2;3;2;01;1;06;50;1;50;192,925742539762
