DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7454;P7456;P7458S1;P7458;P7452;INI;MES;DPTO;AREA;fex_c_2011
2399297;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;06;08;08;359,90240998283
2399297;1;2;1;80;1;2; ; ; ;2; ;2; ;1;4;SE CASO Y NO TRABAJO MAS;12; ;1;06;08;08;359,90240998283
2399297;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;08;08;359,90240998283
2403126;1;4;1;80;1;1;1;8; ;2; ;2; ; ; ; ;2;2;1;06;05;05;692,715402998796
2403129;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;06;05;05;1162,13256461446
2403131;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;06;05;05;1081,02987881671
2403131;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;06;05;05;1081,02987881671
2403131;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;05;05;1081,02987881671
2403132;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;05;05;962,41524618701
2403133;1;3;1;80;1;1;3;8; ;2; ;2; ; ; ; ;2;2;1;06;05;05;1174,1758072668
2403134;1;3;1;80;1;1;1;8; ;2; ;2; ; ; ; ;2;2;1;06;05;05;821,585492673952
2403135;1;1;1;80;1;1;2;7; ;2; ;2; ; ; ; ;9;2;1;06;05;05;609,424779218453
2403135;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;05;05;609,424779218453
2403135;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;05;05;609,424779218453
2403135;1;6;1;80;1;1;4;8; ;2; ;2; ; ; ; ;8;2;1;06;05;05;609,424779218453
2403139;1;1;1;80;1;1;1;3; ;2; ;2; ; ; ; ;9;2;1;06;05;05;760,841000248309
2403139;1;2;1;80;1;1;2;9;CAMBIO DE DOMICILIO;2; ;2; ; ; ; ;8;2;1;06;05;05;760,841000248309
2403142;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;06;05;05;1224,27041713004
2403142;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;05;05;1224,27041713004
2403144;1;2;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;06;05;05;913,282482364538
2403145;1;2;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;06;05;05;1027,47662615062
2403145;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;05;05;1027,47662615062
2403146;1;8;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;05;05;887,276209607233
2403147;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;06;05;05;1174,1758072668
2403150;1;1;1;80;1;1;2;5; ;3; ;2; ; ; ; ;4;2;1;06;05;05;1041,16663048297
2403152;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;05;05;934,052565603276
2403152;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;05;05;934,052565603276
2403153;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;05;05;867,955065127999
2403153;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;05;05;867,955065127999
2403155;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;06;05;05;1078,95160308754
2403155;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;05;05;1078,95160308754
2403157;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;05;05;752,665317531776
2403158;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;05;05;706,29574507773
2403160;1;2;1;80;1;1;4;2; ;2; ;2; ; ; ; ;2;2;1;06;05;05;1216,45647156711
2403161;1;3;1;80;1;1;1;8; ;2; ;2; ; ; ; ;2;2;1;06;05;05;604,650955425467
2403161;1;6;1;80;1;1;2;3; ;2; ;2; ; ; ; ;9;2;1;06;05;05;604,650955425467
2403163;1;1;1;80;1;1;3;7; ;2; ;2; ; ; ; ;8;2;1;06;05;05;974,533086271654
2403163;1;2;1;80;1;1;4;7; ;2; ;2; ; ; ; ;8;2;1;06;05;05;974,533086271654
2403164;1;1;1;80;1;1;1;4; ;2; ;2; ; ; ; ;4;2;1;06;05;05;1043,24490621214
2403164;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;05;05;1043,24490621214
2403164;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;05;05;1043,24490621214
2403166;1;2;1;80;1;1;4;3; ;2; ;1;50000; ; ; ;9;2;1;06;05;05;916,386905736427
2403168;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;06;05;05;884,625707931816
2403168;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;05;05;884,625707931816
2403169;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;05;05;962,41524618701
2403170;1;3;1;80;1;1;1;9;TENIA  CONTRATO  DE  APRENDISAJE DEL  SENA;2; ;2; ; ;1; ;2;1;1;06;05;05;889,399531724802
2403170;1;6;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;06;05;05;889,399531724802
2403173;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;05;05;830,268947202912
2403173;1;3;1;80;1;1;1;8; ;2; ;1;270000; ; ;QUERIA  DESCANSAR;12;2;1;06;05;05;830,268947202912
2403173;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;05;05;830,268947202912
2403174;1;6;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;05;05;1016,73252197337
2403175;1;2;1;80;1;1;2;4; ;2; ;2; ; ; ; ;4;2;1;06;05;05;1065,26159875519
2403175;1;4;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;06;05;05;1065,26159875519
