"DIRECTORIO","SECUENCIA_P","ORDEN","HOGAR","REGIS","P7480S1","P7480S1A1","P7480S3","P7480S3A1","P7480S4","P7480S4A1","P7480S5","P7480S5A1","P7480S6","P7480S6A1","P7480S7","P7480S7A1","P7480S8","P7480S8A1","P7480S9","P7480S9A1","P7480S10","P7480S10A1","P7480S11","P7480S11A1","clase","MES","DPTO","fex_c_2011"
4489786,1,1,1,"90",1,3,1,7,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,"2","12","23",2205.83519703764
4489786,1,2,1,"90",1,2,1,36,2,1.79769313486232e+308,1,10,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,"2","12","23",2205.83519703764
4489786,1,3,1,"90",1,2,1,36,2,1.79769313486232e+308,1,20,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,"2","12","23",2205.83519703764
4489786,1,6,1,"90",1,1,1,7,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,"2","12","23",2205.83519703764
4489787,1,1,1,"90",2,1.79769313486232e+308,1,10,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,"2","12","23",1093.46791395926
4489787,1,2,1,"90",1,12,1,40,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,"2","12","23",1093.46791395926
4489788,1,1,1,"90",2,1.79769313486232e+308,1,3,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,1,15,2,1.79769313486232e+308,2,1.79769313486232e+308,"2","12","23",1635.13492873273
4489788,1,2,1,"90",2,1.79769313486232e+308,1,35,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,"2","12","23",1635.13492873273
4489789,1,1,1,"90",1,5,1,4,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,"2","12","23",988.08469392731
4489789,1,2,1,"90",1,14,1,36,2,1.79769313486232e+308,1,14,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,"2","12","23",988.08469392731
