"DIRECTORIO","SECUENCIA_P","P5000","P5010","P5020","P5030","P5040","P5050","P5070","P5080","P5090","P5090S1","P5100","P5110","P5130","P5140","P5210S1","P5210S2","P5210S3","P5210S4","P5210S5","P5210S6","P5210S7","P5210S8","P5210S9","P5210S10","P5210S11","P5210S14","P5210S15","P5210S16","P5210S17","P5210S18","P5210S19","P5210S20","P5210S21","P5210S22","P5210S24","P5220","P5220S1","P6008","P6007","P6007S1","HOGAR","P4000","P4010","P4020","P4030S1","P4030S1A1","P4030S2","P4030S3","P4030S4","P4030S4A1","P4030S5","P4040","REGIS","clase","MES","DPTO","fex_c_2011","AREA"
4489807,1,3,2,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,600000,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,1.79769313486232e+308,1,2,1,4,1,3,1,1,1,2,1,1,"01","1","12","05",1013.19119740573,"05"
4489808,1,4,1,1,1,1,1,1,3,1,"",1.79769313486232e+308,70000000,400000,1.79769313486232e+308,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1.79769313486232e+308,1,2,1,4,1,3,1,1,1,2,1,1,"01","1","12","05",1363.69634317626,"05"
4489809,1,4,2,1,1,1,1,1,3,4,"",1.79769313486232e+308,1.79769313486232e+308,450000,1.79769313486232e+308,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,2,2,2,1,4,4,2,1.79769313486232e+308,1,2,1,4,1,3,1,1,1,2,1,1,"01","1","12","05",1435.32220497387,"05"
4489810,1,4,3,1,1,1,1,1,3,1,"",1.79769313486232e+308,140000000,650000,1.79769313486232e+308,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,3,3,2,1.79769313486232e+308,1,2,1,4,1,3,1,1,1,2,1,1,"01","1","12","05",1396.79626143559,"05"
4489811,1,3,1,1,1,1,1,6,1.79769313486232e+308,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,650000,2,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1.79769313486232e+308,1,2,1,4,1,3,1,1,1,2,1,1,"01","1","12","05",1177.36321202708,"05"
4489812,1,3,2,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,300000,2,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,3,2,1.79769313486232e+308,1,2,1,4,1,3,1,1,1,2,1,1,"01","1","12","05",1020.18104234293,"05"
4489814,1,4,2,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1600000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,1.79769313486232e+308,1,2,1,4,1,6,1,1,1,2,1,1,"01","1","12","05",1052.69041580698,"05"
4489815,1,3,2,1,1,1,1,1,3,1,"",1.79769313486232e+308,300000000,1500000,1.79769313486232e+308,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,2,2,2,1,2,2,2,1.79769313486232e+308,1,2,1,4,1,6,1,1,1,2,1,1,"01","1","12","05",1013.19119740573,"05"
4489816,1,3,1,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,400000,1,1,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1.79769313486232e+308,1,2,1.79769313486232e+308,1,2,1,4,1,2,1,1,1,2,1,1,"01","1","12","05",980.09127914641,"05"
4489817,1,4,2,1,1,1,1,1,1,4,"",1.79769313486232e+308,1.79769313486232e+308,500000,1.79769313486232e+308,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,3,3,2,1.79769313486232e+308,1,1,1,4,1,3,2,1,1,2,1,1,"01","1","12","05",849.019182784383,"05"
4489818,1,3,2,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,650000,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,1.79769313486232e+308,1,2,1,4,1,4,1,1,1,2,1,1,"01","1","12","05",1210.46313028641,"05"
4489819,1,4,3,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,530000,1,1,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,3,3,2,1.79769313486232e+308,1,2,1,4,1,3,1,1,1,2,1,1,"01","1","12","05",1217.45297522361,"05"
4489820,1,1,1,1,1,1,1,2,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,630000,2,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,1.79769313486232e+308,1,2,1,4,1,4,1,1,1,2,1,1,"01","1","12","05",1188.14849789336,"05"
4489821,1,4,3,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,700000,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,2,2,1,2,4,2,1.79769313486232e+308,1,2,1,4,1,3,1,1,1,2,1,1,"01","1","12","05",1192.82722847689,"05"
4489822,1,3,1,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,350000,2,1,2,1,1,1,1,2,2,2,1,1,1,2,2,2,1,2,1,2,2,1,2,2,2,1.79769313486232e+308,1,2,1,4,1,2,1,1,1,2,1,1,"01","1","12","05",1084.1992206796,"05"
4489823,1,3,1,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,617000,2,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1.79769313486232e+308,1,2,1,4,1,4,1,1,1,2,1,1,"01","1","12","05",1084.1992206796,"05"
4489824,1,2,1,1,1,1,1,1,3,2,"",540000,90000000,600000,1.79769313486232e+308,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,1,2,1.79769313486232e+308,1,2,1,4,1,3,1,1,1,2,1,1,"01","1","12","05",1188.14849789336,"05"
4489825,1,1,1,1,1,1,1,6,1.79769313486232e+308,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,360000,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,1,2,1.79769313486232e+308,1,4,1,4,1,3,2,1,1,2,1,1,"01","1","12","05",1177.36321202708,"05"
4489827,1,2,2,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,300000,2,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,3,2,1.79769313486232e+308,1,2,1,2,1,2,1,1,1,2,1,1,"01","1","12","05",1159.72731021757,"05"
4489828,1,3,2,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1200000,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,1,2,4,2,1.79769313486232e+308,1,2,1,4,1,6,1,1,1,2,1,2,"01","1","12","05",1435.32220497387,"05"
4489829,1,4,3,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,350000,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,2,1,1,3,4,2,1.79769313486232e+308,1,2,1,4,1,2,1,1,1,2,1,1,"01","1","12","05",945.57764079826,"05"
4489830,1,4,2,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,550000,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,2,2,1,2,3,2,1.79769313486232e+308,1,2,1,4,1,3,1,1,1,2,1,1,"01","1","12","05",1328.28531056327,"05"
4489831,1,3,2,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,570000,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,1,3,3,2,1.79769313486232e+308,1,2,1,4,1,3,1,1,1,2,1,1,"01","1","12","05",1085.7903340663,"05"
4489832,1,3,2,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,530000,2,1,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,3,3,2,1.79769313486232e+308,1,2,1,4,1,3,1,1,1,2,1,1,"01","1","12","05",1085.7903340663,"05"
4489833,1,4,3,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,450000,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,4,4,2,1.79769313486232e+308,1,2,1,4,1,2,1,1,1,2,1,1,"01","1","12","05",992.626342718814,"05"
4489834,1,3,1,1,1,1,1,4,4,1,"",1.79769313486232e+308,200000000,320000,1.79769313486232e+308,2,1,2,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1.79769313486232e+308,1,2,1,2,1,2,2,1,1,2,1,1,"01","1","12","05",1177.36321202708,"05"
4489835,1,3,1,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,600000,1,1,1,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1.79769313486232e+308,1,2,1,4,1,4,1,1,1,2,1,1,"01","1","12","05",915.641220333892,"05"
4489836,1,4,1,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,600000,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1.79769313486232e+308,1,2,1,4,1,3,1,1,1,2,1,1,"01","1","12","05",1221.24841615268,"05"
4489837,1,3,1,1,1,1,1,1,3,2,"",270000,90000000,600000,1.79769313486232e+308,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,2,1,2,2,2,1.79769313486232e+308,1,2,1,4,1,4,1,1,1,2,1,1,"01","1","12","05",1210.46313028641,"05"
4489838,1,3,2,1,1,1,1,1,3,4,"",1.79769313486232e+308,1.79769313486232e+308,98,1.79769313486232e+308,2,1,1,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1.79769313486232e+308,1,2,1,4,1,3,1,1,1,2,1,1,"01","1","12","05",1221.24841615268,"05"
4489839,1,5,1,1,1,1,1,1,3,1,"",1.79769313486232e+308,350000000,1800000,1.79769313486232e+308,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,2,2,1.79769313486232e+308,1,2,1,4,1,6,1,1,1,2,1,1,"01","1","12","05",1221.24841615268,"05"
4489840,1,4,2,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,300000,2,1,2,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,4,2,1.79769313486232e+308,1,2,1,4,1,3,1,1,1,2,1,1,"01","1","12","05",1255.7455649748,"05"
4489841,1,3,1,1,1,1,1,3,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,360000,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,2,1,2,3,2,1.79769313486232e+308,1,2,1,4,1,2,1,1,1,2,1,1,"01","1","12","05",1307.02158830028,"05"
4489842,1,3,2,1,1,1,1,1,3,1,"",1.79769313486232e+308,80000000,600000,1.79769313486232e+308,2,2,2,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1.79769313486232e+308,1,2,1,4,1,4,1,1,1,2,1,1,"01","1","12","05",1084.1992206796,"05"
4489843,1,3,2,1,1,1,1,1,3,2,"",3000000,300000000,1200000,1.79769313486232e+308,2,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1.79769313486232e+308,1,2,1,4,1,6,1,1,1,2,1,1,"01","1","12","05",1363.69634317626,"05"
4489844,1,2,1,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,620000,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1.79769313486232e+308,1,2,1,4,1,4,1,1,1,2,1,1,"01","1","12","05",1188.14849789336,"05"
4489845,1,4,2,1,1,1,1,1,3,2,"",900000,75000000,450000,1.79769313486232e+308,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,1.79769313486232e+308,1,2,1,4,1,2,1,1,1,2,1,1,"01","1","12","05",1273.92167004096,"05"
4489846,1,3,2,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,500000,1,1,1,2,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1.79769313486232e+308,1,2,1,4,1,2,1,1,1,2,1,1,"01","1","12","05",1013.19119740573,"05"
4489848,1,4,3,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,380000,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,5,2,1.79769313486232e+308,1,2,1,2,1,2,1,1,1,2,1,1,"01","1","12","05",1028.65521385554,"05"
4489849,1,4,2,1,1,1,1,1,3,1,"",1.79769313486232e+308,80000000,350000,1.79769313486232e+308,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,1.79769313486232e+308,1,2,1,4,1,2,1,1,1,2,1,1,"01","1","12","05",1013.19119740573,"05"
4489850,1,2,2,1,1,1,1,3,4,4,"",1.79769313486232e+308,1.79769313486232e+308,200000,1.79769313486232e+308,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,1,1,1,1,5,3,1,1,2,1,1,2,1,1,"01","1","12","05",1180.75767869347,"05"
4489851,1,4,3,1,1,1,1,1,4,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,280000,2,1,2,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,3,1,1,1,2,1,4,1,1,2,1,1,2,1,1,"01","1","12","05",1380.95856445155,"05"
4489852,1,3,2,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,360000,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,1.79769313486232e+308,1,2,1,4,1,2,1,1,1,2,1,1,"01","1","12","05",1094.98450654587,"05"
4489853,1,5,2,1,1,1,1,1,3,1,"",1.79769313486232e+308,130000000,500000,1.79769313486232e+308,1,2,2,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1.79769313486232e+308,2,2,1.79769313486232e+308,1,2,1,4,1,2,1,1,1,2,1,1,"01","1","12","05",1155.63912442931,"05"
4489854,1,2,1,1,1,1,1,1,3,1,"",1.79769313486232e+308,60000000,350000,1.79769313486232e+308,2,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1.79769313486232e+308,1,2,1,2,1,2,1,1,1,3,1,1,"01","1","12","05",1188.14849789336,"05"
4489855,1,3,1,1,1,1,1,1,3,1,"",1.79769313486232e+308,100000000,600000,1.79769313486232e+308,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1.79769313486232e+308,1,2,1,4,1,3,1,1,1,2,1,1,"01","1","12","05",1221.24841615268,"05"
4489856,1,3,1,1,1,1,1,1,3,1,"",1.79769313486232e+308,40000000,300000,1.79769313486232e+308,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1.79769313486232e+308,1,2,1,4,1,2,1,1,1,3,1,1,"01","1","12","05",980.09127914641,"05"
4489857,1,4,2,1,1,1,1,1,4,1,"",1.79769313486232e+308,50000000,300000,1.79769313486232e+308,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1.79769313486232e+308,1,1,1,2,1,1,2,1,1,2,1,1,"01","1","12","05",1052.69041580698,"05"
4489858,1,4,2,1,1,1,1,1,4,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,350000,2,1,1,2,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,3,2,1.79769313486232e+308,1,2,1,2,1,2,2,1,1,3,1,1,"01","1","12","05",1180.75767869347,"05"
4489859,1,3,2,1,1,1,1,1,4,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,300000,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1.79769313486232e+308,1,1,1,4,1,1,2,1,1,2,1,1,"01","1","12","05",1221.24841615268,"05"
4489860,1,3,2,1,1,1,1,3,4,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,220000,2,2,2,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1.79769313486232e+308,1,1,1,2,1,1,2,1,1,2,1,1,"01","1","12","05",915.641220333892,"05"
4489861,1,4,3,1,1,1,1,1,3,1,"",1.79769313486232e+308,80000000,500000,1.79769313486232e+308,1,1,2,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,3,3,2,1.79769313486232e+308,1,2,1,4,1,3,1,1,1,2,1,1,"01","1","12","05",1199.52432855491,"05"
