DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
5130009;1;2;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;68;4048,76820886989
5130029;1;2;1;80; ;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;68;4071,16401206301
5130030;1;2;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;68;2846,16911839506
5130030;1;3;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;68;2846,16911839506
5130030;1;4;1;80; ;1;1;4;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;68;2846,16911839506
5130031;1;3;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;68;4041,5413173422
5130032;1;2;1;80; ;1;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;02;68;3489,20208054099
5130032;1;3;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;68;3489,20208054099
5130034;1;2;1;80; ;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;68;2298,17292238338
5130035;1;4;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;68;4564,23576782409
5130036;1;1;1;80; ;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;02;68;4071,16401206301
5130036;1;2;1;80; ;1;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;02;68;4071,16401206301
5130039;1;2;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;68;5941,67007174356
5130039;1;3;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;68;5941,67007174356
5130039;1;5;1;80; ;1;1;1;1; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;68;5941,67007174356
5130041;1;1;1;80; ;1;1;3;8; ;2; ; ;9; ;2; ;2; ;1;48;877803;2;1;02;68;4027,10899827688
5130052;1;2;1;80; ;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;68;4192,10711954947
5130052;1;4;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;68;4192,10711954947
