DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480S1;P7480S1A1;P7480S3;P7480S3A1;P7480S4;P7480S4A1;P7480S5;P7480S5A1;P7480S6;P7480S6A1;P7480S7;P7480S7A1;P7480S8;P7480S8A1;P7480S9;P7480S9A1;P7480S10;P7480S10A1;P7480S11;P7480S11A1;clase;MES;DPTO;fex_c_2011;AREA
5130007;1;1;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;02;68;2838,14507072313; 
5130007;1;2;1;90;2; ;1;7;1;7;2; ;1;7;2; ;2; ;2; ;2; ;2; ;1;02;68;2838,14507072313; 
5130009;1;1;1;90;2; ;1;7;2; ;1;7;2; ;2; ;2; ;2; ;2; ;1;2;1;02;68;4048,76820886989; 
5130009;1;2;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;02;68;4048,76820886989; 
5130010;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;6;1;02;68;2834,78048371042; 
5130010;1;2;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;6;1;02;68;2834,78048371042; 
5130011;1;1;1;90;2; ;1;5;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;1;02;68;3445,73361561683; 
5130011;1;2;1;90;2; ;1;7;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ;1;02;68;3445,73361561683; 
5130023;1;1;1;90;2; ;1;4;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;1;02;68;2557,00024854598; 
5130023;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;02;68;2557,00024854598; 
5130023;1;5;1;90;2; ;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;02;68;2557,00024854598; 
5130029;1;1;1;90;2; ;1;5;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;1;02;68;4071,16401206301; 
5130029;1;2;1;90;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;02;68;4071,16401206301; 
5130030;1;1;1;90;2; ;1;14;2; ;1;7;1;7;2; ;2; ;2; ;2; ;2; ;1;02;68;2846,16911839506; 
5130030;1;2;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;02;68;2846,16911839506; 
5130030;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;02;68;2846,16911839506; 
