DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S2;P5210S20;P5210S21;P5210S22;P5210S24;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5220;P5220S1;P6006;P6007;P6007S1;P6008;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;clase;MES;DPTO;ORDEN;fex_c_2011
2489205;1;4;1;2;1;4;2;1;5;4; ; ; ;80000; ;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;08;63;1;700,186624025875
2489206;1;2;2;2;1;4;2;1;5;4; ; ; ;200000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;2;2;2; ;9;1;1;1;2;1;2;2;2;2;1; ; ;01;2;08;63;1;496,653610655005
2489207;1;4;3;3;1;4;2;1;5;4; ; ; ;100000; ;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2; ;4;1;1;1;2;1;2;2;2;2;1; ; ;01;2;08;63;1;813,845608781511
2489209;1;4;3;3;1;4;2;1;5;4; ; ; ;100000; ;2;2;1;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;4;1;1;1;2;1;2;2;2;2;1; ; ;01;2;08;63;1;573,054778197437
2489210;1;2;2;3;1;4;2;1;5;4; ; ; ;80000; ;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;2;2; ;6;1;1;1;4;1;2;2;2;2;1; ; ;01;2;08;63;1;651,744431838823
2489218;1;3;2;2;1;4;1;1;5;4; ; ; ;60000; ;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;2;2; ;5;1;1;1;2;1;2;2;2;1;1; ;1;01;2;08;63;1;812,75404578629
2489219;1;2;2;2;1;4;1;1;5;1; ; ;35000000;100000; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2; ;2;2; ;2;1;1;1;2;1;2;2;2;1;1; ;1;01;2;08;63;1;670,549557187255
2489221;1;2;1;2;1;4;1;1;4;4; ; ; ;50000; ;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2; ;4;1;1;1;4;1;2;2;2;1;1; ;1;01;2;08;63;1;813,845608781511
2489222;1;3;2;2;1;4;1;1;5;4; ; ; ;80000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2; ;3;1;1;4;2;1;2;2;2;1;1; ;1;01;2;08;63;1;579,809708202279
2489223;1;4;2;2;1;4;2;1;5;4; ; ; ;60000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;7;1;1;1;4;2;2;2;2;2; ; ; ;01;2;08;63;1;696,752625669136
