Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011;Area
3639540;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;18;72,5661667716794;18
3639541;1;2;1;80;1;1;1;3; ;2; ;2; ; ; ; ;9;2;1;01;18;67,8424668486969;18
3639542;1;1;1;80;1;1;4;3; ;3; ;2; ; ; ; ;11;2;1;01;18;84,4399071747105;18
3639542;1;2;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;18;84,4399071747105;18
3639543;1;1;1;80;1;1;1;8; ;2; ;2; ; ; ;EMBARAZO;12;2;1;01;18;47,440883790059;18
3639544;1;1;1;80;1;1;3;4; ;3; ;2; ; ; ; ;4;2;1;01;18;66,5108413856253;18
3639546;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;01;18;56,9322821054583;18
3639546;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;18;56,9322821054583;18
3639547;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;18;38,2125301210607;18
3639547;1;5;1;80;1;1;1;8; ; ; ;1;50000; ; ; ;2;2;1;01;18;38,2125301210607;18
3639548;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;18;56,9322821054583;18
3639549;1;1;1;80;1;1;2;5; ;3; ;2; ; ; ; ;8;2;1;01;15;119,709499983479;15
3639550;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;4;2;1;01;15;79,3962322644973;15
3639553;1;1;1;80;1;1;3;4; ;2; ;2; ; ; ; ;4;2;1;01;15;85,06688224939;15
3639554;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;15;110,652448960237;15
3639556;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;8;2;1;01;15;119,709499983479;15
3639557;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;15;84,0203651671724;15
3639558;1;3;1;80;1;1;1;8; ;2; ;2; ; ;1; ;2;1;1;01;15;125,788311994085;15
3639560;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;8;2;1;01;41;112,745942045558;41
3639560;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;41;112,745942045558;41
3639562;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;11;2;1;01;41;104,934372215468;41
3639564;1;3;1;80;1;1;1;3; ;2; ;2; ; ; ; ;9;2;1;01;17;181,599502689833;17
3639564;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;181,599502689833;17
3639565;1;1;1;80;1;1;4;7; ;2; ;2; ; ; ; ;9;2;1;01;17;170,226726481383;17
3639567;1;2;1;80;1;1;2;7; ;2; ;2; ; ; ;POR EMBARAZO;12;2;1;01;17;221,999433071129;17
3639568;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;17;181,599502689833;17
