Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
3647205;1;1;1;80;2;1;3;7; ;2; ;2; ; ; ; ;8;2;1;01;63;860,542498547724
3650448;1;2;1;80;2;1;1;4; ;2; ;1;240000; ; ; ;4;2;1;01;19;860,649740287802
3650448;1;3;1;80;2;1;1;8; ;2; ;1;80000; ;1; ;2;1;1;01;19;860,649740287802
3650448;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;19;860,649740287802
3650450;1;2;1;80;2;1;4;8; ;2; ;2; ; ; ; ;9;2;1;01;19;1504,69373015512
3650451;1;3;1;80;2;1;1;8; ;2; ;1;80000; ; ;DESEA ESTUDIAR;12;2;1;01;19;1091,16365129865
3650460;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;19;1504,73369641931
3650462;1;2;1;80;2;1;1;8; ;2; ;2; ; ; ; ;1;2;1;01;19;1004,17816987995
3650462;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;19;1004,17816987995
3650463;1;2;1;80;2;1;1;8; ;2; ;1;50000; ; ; ;2;2;1;01;19;742,020730787331
3650463;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;19;742,020730787331
3650463;1;5;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;19;742,020730787331
3650473;1;2;1;80;2;1;4;8; ;2; ;2; ; ; ; ;4;2;1;01;19;1277,54337863067
3650496;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;19;1565,96263713804
3650497;1;2;1;80;2;1;4;8; ;2; ;2; ; ; ; ;9;2;1;01;19;1109,58126054169
3650497;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;19;1109,58126054169
3650498;1;1;1;80;2;1;4;8; ;2; ;2; ; ; ; ;4;2;1;01;19;717,081344431463
