Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
3639564;1;3;1;80;17;1;1;3; ;2; ;2; ; ; ; ;9;2;1;01;17;181,599502689833
3639564;1;5;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;181,599502689833
3639565;1;1;1;80;17;1;4;7; ;2; ;2; ; ; ; ;9;2;1;01;17;170,226726481383
3639567;1;2;1;80;17;1;2;7; ;2; ;2; ; ; ;POR EMBARAZO;12;2;1;01;17;221,999433071129
3639568;1;2;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;17;181,599502689833
3639568;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;181,599502689833
3639568;1;4;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;181,599502689833
3639569;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;256,249596161117
3639571;1;1;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;17;193,089983070984
3639575;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;01;17;193,089983070984
3639576;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;01;17;193,089983070984
3639577;1;1;1;80;17;1;4;3; ;2; ;2; ; ; ; ;8;2;1;01;17;171,156970195322
3639578;1;2;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;17;169,352563792871
3639579;1;3;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;17;201,850504177729
3639580;1;1;1;80;17;1;2;3; ;2; ;2; ; ; ; ;9;2;1;01;17;193,089983070984
3639581;1;1;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;186,439643106635
3639581;1;4;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;186,439643106635
3639587;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;167,062804307252
3639587;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;167,062804307252
3639587;1;4;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;167,062804307252
3639588;1;2;1;80;17;1;3;3; ;2; ;2; ; ; ; ;9;2;1;01;17;226,430224867222
3639589;1;1;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;193,089983070984
3639592;1;2;1;80;17;1;4;9;NO VE LA NECESIDAD DE SEGUIR TRABAJANDO;1;4;2; ; ; ; ;11;2;1;01;17;169,47852983511
3639592;1;4;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;169,47852983511
3639593;1;1;1;80;17;1;4;8; ;2; ;2; ; ; ; ;9;2;1;01;17;192,546744119268
3639593;1;2;1;80;17;1;2;4; ;2; ;2; ; ; ; ;4;2;1;01;17;192,546744119268
3639593;1;3;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;01;17;192,546744119268
3639593;1;4;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;192,546744119268
3639596;1;1;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;188,238303797239
3639596;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;188,238303797239
