Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s2;P5210s20;P5210s21;P5210s22;P5210s24;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5220;P5220s1;P6006;P6007;P6007s1;P6008;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Clase;Mes;Dpto;Fex_c_2011
3647204;1;1;1;2;1;1;1;1;4;4; ; ; ;100000; ;2;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;1;2;2; ;2;2; ;1;1;1;1;2;1;2;2;1;1;1;2;1;01;2;01;63;908,82121600624
3647205;1;4;3;2;1;1;1;1;5;4; ; ; ;100000; ;2;2;1;1;1;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2;2;1;2;2;2; ;3;1;1;1;2;1;2;2;1;1;1;2;1;01;2;01;63;860,542498547724
3647206;1;2;2;2;1;1;1;1;4;4; ; ; ;80000; ;2;2;1;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;3;1;1;1;3;1;2;2;1;1;9;2;1;01;2;01;63;871,095125349411
3647207;1;3;2;2;1;1;1;3;4;4; ; ; ;80000; ;2;2;1;1;1;1;2;2;2;2;1;1;2;2;2;1;1;1;1;2;2;1;3;2;2; ;3;1;1;1;2;1;2;2;1;1;1;2;1;01;2;01;63;763,168370896768
3650448;1;4;3;1;1;4;1;1;4;1; ; ;98;150000; ;2;2;1;1;2;2;2;2;2;2;2;1;2;2;2;1;1;1;1;2;2;1;3;2;2; ;5;1;1;1;2;1;2;1;2;1;1; ;2;01;2;01;19;860,649740287802
3650450;1;4;2;1;1;4;1;1;4;1; ; ;98;200000; ;2;2;1;1;1;1;2;2;1;1;2;1;2;2;2;2;1;1;1;2;2;1;2;2;2; ;4;1;1;1;4;1;2;1;2;1;1; ;2;01;2;01;19;1504,69373015512
3650451;1;2;2;2;1;4;1;1;4;1; ; ;98;98; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;3;2;2; ;3;1;1;7;1;1;2;2;2;1;1; ;1;01;2;01;19;1091,16365129865
3650459;1;4;1;2;1;1;1;1;4;3; ; ; ; ;50000;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2; ;4;1;1;1;2;1;2;2;1;1;1;1;2;01;2;01;19;1300,40209143908
3650460;1;3;1;2;1;1;1;1;4;1; ; ;98;98; ;2;2;1;1;2;2;2;2;2;1;1;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;1;1;2;1;2;2;1;1;1;1;2;01;2;01;19;1504,73369641931
3650461;1;2;1;2;1;1;1;6; ;3; ; ; ; ;120000;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;2;1;2;1;2;2;1;1;1;1;2;01;2;01;19;1691,11342375133
