DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;RAMA2D_D_R4;OFICIO1;OFICIO2;DSI;DSCY;MES;RAMA4D_D_R4;DPTO;fex_c_2011
5379430;1;3;1;70;2;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;600000; ; ; ;45; ;1;1;02;.;18;638,454168481968
5379439;1;1;1;70;2;8;48;4; ;2;8;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;900000;2; ;01;61;61;1;1;02;0141;18;597,822385751812
5379440;1;3;1;70;2;8;48;1; ;2;48;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;47;32;45;1;1;02;4719;18;304,982157766083
5379441;1;5;1;70;2;24;48;3; ;2;26;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;97;54;54;1;2;02;9700;18;349,339210367809
5379458;1;3;1;70;2;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ; ;57; ;1;1;02;.;18;416,207750227404
5379459;1;1;1;70;2;3;48;4; ;2;4;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;600000;2; ;01;61;62;1;1;02;0141;18;638,454168481968
5379459;1;3;1;70;2;12;48;4; ;2;12;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;01;61;60;1;1;02;0141;18;638,454168481968
5379477;1;2;1;70;2;3;46;4; ;2;9;4; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;01;98;61;1;1;02;0161;18;271,466675575408
5379483;1;2;1;70;2;16;40;1; ;2;12;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;85;45;59;1;2;02;8559;18;271,466675575408
5379483;1;3;1;70;2;9;40;1; ;2;14;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;47;45;45;1;1;02;4773;18;271,466675575408
5379499;1;1;1;70;2;3;52;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;300000;2; ;01;61;61;1;1;02;0161;18;361,797700599609
5379506;1;1;1;70;2;4;42;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;300000;2; ;01;61;61;1;1;02;0161;18;340,098227900179
5379509;1;3;1;70;2;10;40;1; ;2;52;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;85;59;59;1;1;02;8511;18;1894,75032616796
5379512;1;1;1;70;2;10;49;3; ;2;9;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;81;54;54;1;1;02;8121;18;1017,53063615396
5379514;1;1;1;70;2;16;46;4; ;2;30;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;01;61;61;1;2;02;0161;18;2466,99509403335
5379515;1;3;1;70;2;1;46;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;400000;2; ;01;61;61;1;1;02;0161;18;2044,2327111065
5379515;1;4;1;70;2;16;46;1; ;2;60;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;64;39;44;1;2;02;6412;18;2044,2327111065
5382182;1;1;1;70;2;44;48;4; ;2;44;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;450000;2; ;01;61;61;1;2;02;0122;47;2439,33373262439
5382183;1;2;1;70;2;6;48;4; ;2;132;1; ;2;2;7; ; ; ; ; ; ; ;1; ; ; ;2; ;1000000;2; ;85;41;59;1;1;02;8511;47;1602,89506081198
5382183;1;3;1;70;2;6;48;1; ;2;11;1; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;1014980;2; ;47;45;45;1;1;02;4723;47;1602,89506081198
5382193;1;1;1;70;2;8;48;1; ;2;44;4; ;1;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;1014908;2; ;88;13;54;1;1;02;8890;47;2378,03252170251
5382198;1;3;1;70;2;8;48;1; ;2;8;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;97;32;54;1;1;02;9700;47;1949,53134147783
5382210;1;7;1;70;2;10;40;1; ;2;16;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;56;53;99;1;1;02;5619;47;2166,80730981253
5382302;1;1;1;70;2;1;40;4; ;2;1;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;500000;2; ;02;61;41;1;1;02;0220;70;1237,84964629603
5382307;1;4;1;70;2;3;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ; ;45; ;1;1;02;.;70;960,877785222102
5382312;1;3;1;70;2;4;30;9;A;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;200000; ; ; ;54; ;1;1;02;.;70;1261,21756249664
5382325;1;4;1;70;2;8;40;4; ;2;8;4; ;9;2;4; ; ; ; ; ; ; ;1; ; ; ;2; ;1400000;2; ;88;13;13;1;1;02;8890;70;705,549382760874
5382325;1;5;1;70;2;12;40;1; ;2;54;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;56;59;45;1;1;02;5619;70;705,549382760874
5384506;1;3;1;70;2;12;48;1; ;2;12;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;908600;2; ;15;97;97;1;1;02;1511;63;3010,60770369602
5384507;1;1;1;70;2;52;50;1; ;2;12;1; ;2;2;5; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;68;95;58;1;2;02;6820;63;4007,0808192155
5384512;1;1;1;70;2;24;40;3; ;2;132;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;81;55;55;1;2;02;8121;63;4599,75550166543
5384522;1;1;1;70;2;32;48;1; ;2;102;1; ;4;2;1; ; ; ;1; ; ; ; ; ; ; ;2; ;1000000;1;1;55;50;50;1;2;02;5511;63;2153,01817220668
5384524;1;1;1;70;2;12;45;8; ;2;12;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;01;62;62;1;1;02;0123;63;4007,0808192155
5384525;1;1;1;70;2;35;48;1; ;2;30;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908600;2; ;01;95;39;1;2;02;0121;63;7086,07129735667
5384526;1;3;1;70;2;64;48;1; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;56;58;53;1;2;02;5613;63;4615,80876001314
5384528;1;1;1;70;2;4;50;8; ;2;3;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;440000;440000;2; ;01;62;62;1;1;02;0122;63;3010,60770369602
5384533;1;3;1;70;2;24;48;1; ;2;12;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;47;45;97;1;2;02;4711;63;4391,00835342664
5384627;1;1;1;70;2;16;48;1; ;2;16;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;84;60;03;1;2;02;8412;19;3733,41635148405
5384627;1;3;1;70;2;52;48;1; ;2;52;1; ;9;2;5; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;70;33;33;1;2;02;7010;19;3733,41635148405
5384638;1;3;1;70;2;48;40;1; ;2;48;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;85;33;32;1;2;02;8530;19;1371,04183517081
5384691;1;1;1;70;2;156;48;1; ;2;156;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;41;62;95;1;2;02;4111;19;3440,36272318226
5384745;1;1;1;70;2;12;40;3; ;2;40;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;906300;2; ;55;54;54;1;1;02;5511;19;3295,81841815259
5384749;1;2;1;70;2;5;40;2; ;2;5;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;4000000;3000000;2; ;84;13;13;1;1;02;8413;19;3378,47812432749
5384773;1;2;1;70;2;48;40;1; ;2;52;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;906300;2; ;56;53;53;1;2;02;5619;19;906,314782660611
5384773;1;3;1;70;2;40;40;1; ;2;40;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;906300;2; ;56;53;53;1;2;02;5619;19;906,314782660611
5384777;1;3;1;70;2;156;40;1; ;2;164;1; ;4;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;86;53;59;1;2;02;8699;19;2797,46002228266
5384779;1;2;1;70;2;42;40;3; ;2;42;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;81;54;54;1;2;02;8121;19;1494,41724585694
5384797;2;1;2;70;2;28;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;750000; ; ; ;55; ;1;2;02;.;19;2342,96564030881
5384798;1;3;1;70;2;48;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;400000; ; ; ;39; ;1;2;02;.;19;1059,76226332592
5384799;1;1;1;70;2;24;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;906500; ; ; ;58; ;1;2;02;.;19;1611,36639336902
5384800;1;1;1;70;2;104;40;1; ;2;32;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;92;55;45;1;2;02;9200;19;962,835182607572
5384801;1;1;1;70;2;32;48;3; ;2;48;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;81;54;55;1;2;02;8121;19;1771,46500098318
5384802;1;2;1;70;2;8;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;906300; ; ; ;55; ;1;1;02;.;19;2511,37694273496
5384804;1;2;1;70;2;52;40;3; ;2;410;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;906500;2; ;97;54;54;1;2;02;9700;19;1411,41375356862
5384846;1;3;1;70;2;104;40;1; ;2;104;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;906300;2; ;97;03;55;1;2;02;9700;19;1814,90089160919
5384847;1;3;1;70;2;104;40;1; ;2;96;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;906300;2; ;56;05;97;1;2;02;5629;19;1286,33457859544
5384850;1;4;1;70;2;48;40;1; ;2;47;1; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;906300;2; ;96;57;57;1;2;02;9602;19;1868,39208170153
5384862;1;5;1;70;2;32;40;3; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;906500;2; ;56;54;45;1;2;02;5619;19;2094,1644758476
5384865;1;4;1;70;2;24;40;3; ;2;52;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;60000;850000;2; ;97;54;54;1;2;02;9700;19;906,314782660611
5384868;1;1;1;70;2;24;40;1; ;2;24;4; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;906300;2; ;94;97;19;1;2;02;9499;19;2929,5320931532
5384868;1;2;1;70;2;48;48;1; ;2;48;4; ;6;2;7; ; ;1; ; ; ; ; ; ; ; ;2; ;906300;1;1;93;18;18;1;2;02;9312;19;2929,5320931532
5384868;1;3;1;70;2;6;40;1; ;2;6;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;906300;2; ;52;97;97;1;1;02;5224;19;2929,5320931532
5384870;1;3;1;70;2;24;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;906500; ; ; ;97; ;1;2;02;.;19;2020,83388631243
5384871;1;1;1;70;2;48;40;1; ;2;48;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;23;97;89;1;2;02;2392;19;2972,96798377922
5384872;1;2;1;70;2;32;40;1; ;2;104;3; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;906500;2; ;97;97;54;1;2;02;9700;19;2136,12896130909
5384879;1;2;1;70;2;40;8;1; ;2;12;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;906500;2; ;85;33;13;1;2;02;8513;19;1991,25704022642
5384880;1;4;1;70;2;156;40;3; ;2;156;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;906300;2; ;97;54;54;1;2;02;9700;19;1603,05369855702
5384882;1;2;1;70;2;2;40;1; ;2;2;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;1;906300;906300;2; ;23;89;89;1;1;02;2392;19;2265,90791155348
5384885;1;1;1;70;2;25;40;1; ;2;25;2; ;9;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;600000;2; ;84;55;55;1;2;02;8412;19;3625,25913064245
5384886;1;1;1;70;2;6;40;3; ;2;12;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;906300;2; ;97;54;54;1;1;02;9700;19;906,314782660611
5384886;1;2;1;70;2;16;40;1; ;2;16;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;41;55;55;1;2;02;4111;19;906,314782660611
5384887;1;3;1;70;2;32;48;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;906500;2; ;10;58;62;1;2;02;1071;19;906,314782660611
5384893;1;1;1;70;2;40;40;3; ;2;40;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;906300;2; ;97;54;54;1;2;02;9700;19;1984,16038115602
5384893;1;2;1;70;2;60;40;1; ;2;60;1; ;9;2;1; ; ; ;1; ; ; ; ; ; ; ;2; ;906300;1;4;01;61;61;1;2;02;0124;19;1984,16038115602
5385202;1;1;1;70;2;16;40;3; ;2;16;3; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;97;54;54;1;2;02;9700;54;729,828812198225
5385207;1;2;1;70;2;1;72;4; ;2;1;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;900000;900000;2; ;01;62;62;1;1;02;0126;54;360,717003393418
5385207;1;3;1;70;2;1;56;4; ;2;1;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;800000;2; ;81;55;55;1;1;02;8121;54;360,717003393418
5385207;1;5;1;70;2;2;50;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;81;55;55;1;1;02;8121;54;360,717003393418
5385213;1;2;1;70;2;4;48;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;800000;900000;2; ;01;62;62;1;1;02;0122;54;358,205425853456
5385215;1;5;1;70;2;1;56;4; ;2;16;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;56;53;53;1;1;02;5611;54;923,201605968804
5385218;1;2;1;70;2;2;48;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;900000;800000;2; ;01;62;62;1;1;02;0161;54;480,110578209484
5385220;1;1;1;70;2;3;40;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;900000;800000;2; ;01;62;62;1;1;02;0161;54;600,273017442672
5385222;1;1;1;70;2;4;72;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;500000;2; ;81;53;53;1;1;02;8121;54;712,747797586381
5385233;1;1;1;70;2;2;54;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;800000;900000;2; ;01;62;62;1;1;02;0161;54;1132,79522939795
5385234;1;1;1;70;2;1;72;4; ;2;1;4; ;1;2;1; ; ;1; ; ; ; ; ; ; ; ;1;800000;900000;2; ;01;62;62;1;1;02;0161;54;966,775160697401
5385239;1;2;1;70;2;1;72;4; ;2;1;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;800000;2; ;01;62;62;1;1;02;0126;54;337,784227940977
5385242;1;5;1;70;2;3;48;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;450000;800000;2; ;49;97;97;1;1;02;4923;54;604,819016958438
5385244;1;4;1;70;2;1;50;4; ;2;1;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;900000;2; ;01;61;61;1;1;02;0126;54;730,056133603984
5385246;1;2;1;70;2;1;72;4; ;2;1;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;01;62;62;1;1;02;0126;54;1274,95398662675
