DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6080;P6080S1;P6070;P6081;P6081S1;P6083;P6083S1;P6071;P6071S1;P3147S1;P3147S2;P3147S3;P3147S4;P3147S5;P3147S6;P3147S7;P3147S8;P3147S9;P3147S10;P3147S11;P3147S10A1;P3246;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;CLASE;ESC;MES;DPTO;fex_c_2011
5379348;1;3;1;10;2;2;10;2006;14;3;6; ;6;2; ;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;2;1;24; ; ; ;2;1;1;1;3;5; ; ;2;5;02;44;1213,32677889403
5379348;1;4;1;10;2;2;7;2011;9;3;6; ; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;24; ; ; ;2;1;1;1;3;2; ; ;2;2;02;44;1213,32677889403
5379349;1;1;1;10;1;2;12;1995;25;1;6; ;4;2; ;2; ; ; ; ;1;1;1; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;02;44;1403,14442436998
5379349;1;2;1;10;1;1;6;2011;9;3;6; ; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;02;44;1403,14442436998
5379349;1;3;1;10;1;1;3;2013;7;3;6; ; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;02;44;1403,14442436998
5379350;1;1;1;10;1;2;1;1978;43;1;5; ;3;2; ;3; ;2; ; ;1;1;1; ; ; ; ;1; ; ; ;1;1; ; ;3; ; ;2;1;2; ;6;2;3; ;2;13;02;44;894,948932094514
5379351;1;1;1;10;1;1;6;1991;29;1;6; ;2;3; ;3; ;1;2; ; ; ; ; ; ;1; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;02;50;1332,43823786861
5379351;1;2;1;10;2;2;9;2001;19;2;6; ;2;1;4;1;5;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;02;50;1332,43823786861
5379351;1;3;1;10;2;2;5;2017;3;3;6; ; ;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;02;50;1332,43823786861
5379351;1;4;1;10;4;1;11;1978;42;5;6; ;2;2; ;3; ;1;5; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;02;50;1332,43823786861
5379351;1;5;1;10;5;2;2;1974;47;5;6; ;2;3; ;3; ;1;4; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;02;50;1332,43823786861
5379351;1;6;1;10;5;2;1;2008;13;9;6; ;6;1;4;1;5; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;02;50;1332,43823786861
5379352;1;1;1;10;1;1;7;1987;33;1;6; ;6;3; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;2;1;24; ; ; ;2;2;2; ;1;0; ; ;2;0;02;50;1543,03745352125
5379353;1;1;1;10;1;1;2;1955;66;1;6; ;6;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;02;13;1350,74106683756
5379354;1;1;1;10;1;1;9;1974;46;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;02;13;2395,7110920651
5379354;1;2;1;10;2;2;6;1988;32;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;02;13;2395,7110920651
5379354;1;3;1;10;2;1;9;2006;14;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;0;02;13;2395,7110920651
5379354;1;4;1;10;2;1;8;2009;11;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;02;13;2395,7110920651
5379354;1;5;1;10;2;2;5;2011;9;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;02;13;2395,7110920651
5379354;1;6;1;10;2;1;6;2019;1;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;02;13;2395,7110920651
5379355;1;1;1;10;1;1;1;1967;54;1;6; ;2;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;02;13;1298,03568932301
5379355;1;2;1;10;2;2;8;1976;44;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;02;13;1298,03568932301
5379355;1;3;1;10;3;1;10;1999;21;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;02;13;1298,03568932301
5379356;1;1;1;10;1;1;1;1939;82;1;6; ;2;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;02;13;1188,87126759337
5379356;1;2;1;10;2;2;6;1949;71;2;6; ;2;3; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;02;13;1188,87126759337
5379357;1;1;1;10;1;1;2;1992;29;1;6; ;2;2; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;02;13;1952,907812931
5379357;1;2;1;10;2;2;7;1998;22;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;02;13;1952,907812931
5379357;1;3;1;10;2;2;4;2016;4;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;02;13;1952,907812931
5379358;1;1;1;10;1;1;9;1955;65;1;6; ;6;2; ;2; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;02;13;1350,74106683756
5379359;1;1;1;10;1;1;4;1970;50;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;02;13;1378,21895327945
5379359;1;2;1;10;2;2;8;1973;47;2;6; ;2;3; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;10;1; ;2;10;02;13;1378,21895327945
5379359;1;3;1;10;3;1;2;2003;18;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;02;13;1378,21895327945
5379359;1;4;1;10;2;2;7;2006;14;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;02;13;1378,21895327945
5379359;1;5;1;10;2;1;10;2009;11;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;02;13;1378,21895327945
5379359;1;6;1;10;2;2;11;2010;10;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;02;13;1378,21895327945
5379359;1;7;1;10;2;1;4;2016;4;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;02;13;1378,21895327945
5379360;1;1;1;10;1;1;6;1972;48;1;6; ;4;3; ;3; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;02;13;1529,82263048773
5379361;1;1;1;10;1;1;6;1948;72;1;6; ;2;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;02;13;1301,9185109051
5379361;1;2;1;10;2;2;6;1972;48;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;02;13;1301,9185109051
5379361;1;3;1;10;1;1;5;2017;3;4;6; ; ;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;02;13;1301,9185109051
5379362;1;1;1;10;1;1;2;1960;60;1;6; ;5;3; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;02;13;1335,61635906958
5379362;1;2;1;10;2;2;10;1918;102;5;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;02;13;1335,61635906958
5379362;1;3;1;10;3;1;2;2010;11;4;6; ;6;2; ;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;02;13;1335,61635906958
5379371;1;1;1;10;1;1;5;1974;46;1;6; ;2;2; ;2; ;1;2; ;1; ;1;1; ; ; ;1; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;02;13;1574,37578029006
5379371;1;2;1;10;2;2;6;1986;34;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;02;13;1574,37578029006
5379371;1;3;1;10;2;2;10;2007;13;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;02;13;1574,37578029006
5379371;1;4;1;10;2;2;11;2011;9;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;02;13;1574,37578029006
5379372;1;1;1;10;1;1;4;1979;41;1;6; ;2;3; ;3; ;1;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;1;145; ; ; ;2;1;2; ;3;3; ; ;2;3;02;13;1669,73031112837
5379372;1;2;1;10;2;2;9;1982;38;2;6; ;2;2; ;2; ;1;1; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;02;13;1669,73031112837
5379372;1;3;1;10;3;1;11;2002;18;3;6; ;6;1;1;1;2; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;02;13;1669,73031112837
5379372;1;4;1;10;2;1;4;2006;14;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;02;13;1669,73031112837
5379372;1;5;1;10;5;2;4;2007;13;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;02;13;1669,73031112837
5379372;1;6;1;10;6;2;9;2000;20;3;6; ;4;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;10;1; ;2;10;02;13;1669,73031112837
5379372;1;7;1;10;6;2;11;2017;3;4;6; ; ;2; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;02;13;1669,73031112837
5379373;1;1;1;10;1;2;1;1959;62;1;6; ;5;3; ;2; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;02;13;1377,92064110318
5379374;1;1;1;10;1;2;11;1974;46;1;6; ;2;2; ;3; ;1;2; ; ; ;1; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;02;13;1774,49025750771
5379374;1;2;1;10;2;1;9;1988;32;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;02;13;1774,49025750771
5379374;1;3;1;10;3;1;1;2007;14;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;02;13;1774,49025750771
5379374;1;4;1;10;4;1;6;2007;13;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;02;13;1774,49025750771
5379374;1;5;1;10;1;1;2;2012;9;3;6; ; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;02;13;1774,49025750771
5379375;1;1;1;10;1;2;9;1977;43;1;6; ;1;2; ;2; ;1;2; ; ;1;1; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;02;13;1919,2565238804
5379375;1;2;1;10;2;1;1;1981;40;2;6; ;1;2; ;2; ;1;1; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;02;13;1919,2565238804
5379375;1;3;1;10;3;1;10;2005;15;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;02;13;1919,2565238804
5379375;1;4;1;10;1;2;10;2013;7;3;6; ; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;0; ; ;2;0;02;13;1919,2565238804
5379376;1;1;1;10;1;1;10;1995;25;1;6; ;2;2; ;2; ;1;2;1; ; ; ; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;02;13;1151,29059784679
5379376;1;2;1;10;2;2;10;1968;52;2;6; ;2;2; ;2; ;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2;1;99;2;1;2; ;6;5;4; ;2;16;02;13;1151,29059784679
5379377;1;1;1;10;1;1;6;1979;41;1;6; ;4;2; ;1;3; ; ; ; ; ;1; ; ; ; ; ; ; ; ;2;2;1;48; ; ; ;2;1;2; ;3;3; ; ;2;3;02;13;1873,78928234869
5379377;1;2;1;10;2;2;12;1997;23;3;6; ;6;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2;1;48; ; ; ;2;1;2; ;5;11;2; ;2;11;02;13;1873,78928234869
5379377;1;3;1;10;3;2;11;1958;62;5;6; ;6;3; ;2; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;2;1;2; ; ; ;2;1;2; ;3;3; ; ;2;3;02;13;1873,78928234869
5379377;1;4;1;10;4;2;11;1992;28;5;6; ;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2;1;48; ; ; ;2;1;2; ;4;8; ; ;2;8;02;13;1873,78928234869
5379377;1;5;1;10;2;2;7;2010;10;5;6; ;6;2; ;1;4; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;2;1;48; ; ; ;2;1;1;1;3;4; ; ;2;4;02;13;1873,78928234869
5379377;1;6;1;10;3;1;4;2012;8;5;6; ; ;2; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;48; ; ; ;2;1;1;1;3;3; ; ;2;3;02;13;1873,78928234869
5379377;1;7;1;10;3;1;6;2014;6;5;6; ; ;2; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;48; ; ; ;2;2;1;1;3;0; ; ;2;0;02;13;1873,78928234869
5379377;1;8;1;10;3;2;6;2015;5;5;6; ; ;2; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;48; ; ; ;2;2;1;1;3;0; ; ;2;0;02;13;1873,78928234869
5379378;1;1;1;10;1;2;6;1970;50;1;6; ;5;3; ;3; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;02;13;963,122755592304
5379378;1;2;1;10;2;2;5;2007;13;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;02;13;963,122755592304
5379379;1;1;1;10;1;2;4;1984;36;1;6; ;6;2; ;2; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;02;13;1308,00349918265
5379379;1;2;1;10;2;1;6;2006;14;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;02;13;1308,00349918265
5379380;1;1;1;10;1;1;3;1972;48;1;6; ;4;3; ;3; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;02;13;1529,82263048773
5379381;1;1;1;10;1;1;12;1991;29;1;5; ;6;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;02;13;1529,82263048773
5379393;1;1;1;10;1;1;1;1978;43;1;6; ;3;3; ;2; ;1;2; ; ;1; ; ;1; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;02;13;1774,49025750771
5379393;1;2;1;10;2;2;10;1975;45;2;6; ;3;3; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;02;13;1774,49025750771
5379393;1;3;1;10;3;1;11;2000;20;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;02;13;1774,49025750771
5379393;1;4;1;10;4;1;6;2003;17;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;02;13;1774,49025750771
5379393;1;5;1;10;2;1;9;2011;9;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;02;13;1774,49025750771
5379394;1;1;1;10;1;2;10;1940;80;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;02;13;1367,95283124353
5379394;1;2;1;10;1;1;5;1979;41;3;6; ;6;3; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;02;13;1367,95283124353
5379395;1;1;1;10;1;1;6;1975;45;1;6; ;3;2; ;2; ;1;2; ;1;1;1; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;02;13;953,154945732659
5379395;1;2;1;10;2;2;6;1975;45;2;6; ;3;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;02;13;953,154945732659
5379395;1;3;1;10;2;2;2;2009;12;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;02;13;953,154945732659
5379396;1;1;1;10;1;1;4;1939;81;1;6; ;3;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;5; ;2;1;2; ;3;1; ; ;2;1;02;13;1178,90345773372
5379396;1;2;1;10;2;2;2;1947;74;2;6; ;3;3; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;2;2; ;1;0; ; ;2;0;02;13;1178,90345773372
5379396;1;3;1;10;3;1;10;1973;47;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;6;3;3; ;2;14;02;13;1178,90345773372
5379397;1;1;1;10;1;1;6;1969;51;1;6; ;3;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;02;13;1282,86442244114
5379397;1;2;1;10;2;2;5;1982;38;2;6; ;3;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;02;13;1282,86442244114
5379397;1;3;1;10;2;2;10;2008;12;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;02;13;1282,86442244114
5379397;1;4;1;10;2;1;9;2015;5;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;0;02;13;1282,86442244114
5379398;1;1;1;10;1;1;6;1952;68;1;6; ;3;3; ;3; ;1;2; ;1;1;1; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;02;13;774,07338208249
5379398;1;2;1;10;2;2;6;1974;46;2;6; ;3;2; ;2; ;1;1; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;02;13;774,07338208249
5379398;1;3;1;10;2;2;4;2006;14;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;02;13;774,07338208249
5379399;1;1;1;10;1;1;12;1992;28;1;6; ;2;2; ;2; ;1;2; ;1;1;1; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;02;13;1481,00007455527
5379399;1;2;1;10;2;2;6;1994;26;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;02;13;1481,00007455527
5379399;1;3;1;10;2;1;3;2017;3;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;02;13;1481,00007455527
5379400;1;1;1;10;1;1;9;1933;87;1;6; ;3;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;02;13;1188,87126759337
5379400;1;2;1;10;2;2;10;1940;80;2;6; ;3;3; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;02;13;1188,87126759337
5379401;1;1;1;10;1;1;9;1942;78;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;02;13;1350,74106683756
5379402;1;1;1;10;1;1;6;1990;30;1;6; ;3;2; ;2; ;1;2; ;1;1; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;02;13;1772,51143240419
5379402;1;2;1;10;2;2;5;1990;30;2;6; ;3;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;6;3;3; ;2;14;02;13;1772,51143240419
5379402;1;3;1;10;2;2;6;2015;5;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;02;13;1772,51143240419
5379403;1;1;1;10;1;1;1;1960;61;1;6; ;3;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;2;2;600000;2;1;2; ;6;7;5; ;2;18;02;13;1188,87126759337
5379403;1;2;1;10;2;2;7;1953;67;2;6; ;3;3; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;2;5; ;2;1;2; ;3;5; ; ;2;5;02;13;1188,87126759337
5379404;1;1;1;10;1;1;4;1962;58;1;6; ;3;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;02;13;1335,61635906958
5379404;1;2;1;10;2;2;8;1964;56;2;6; ;3;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;02;13;1335,61635906958
5379404;1;3;1;10;2;1;1;2011;10;4;6; ;6;2; ;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;02;13;1335,61635906958
5379424;1;1;1;10;1;1;4;1957;63;1;6; ;2;3; ;3; ;1;2; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;02;18;340,098227900179
5379424;1;2;1;10;2;2;12;1956;64;2;6; ;2;3; ;3; ;1;1; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;02;18;340,098227900179
5379425;1;1;1;10;1;1;10;1983;37;1;6; ;2;3; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;02;18;582,614912177487
5379425;1;2;1;10;2;2;3;1996;24;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;6;2;3; ;2;13;02;18;582,614912177487
5379425;1;3;1;10;3;1;5;2004;16;3;6; ;6;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;02;18;582,614912177487
5379426;1;1;1;10;2;1;2;1955;66;1;6; ;2;3; ;3; ;1;2; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;02;18;271,466675575408
5379426;1;2;1;10;2;2;4;1967;53;2;6; ;2;2; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;02;18;271,466675575408
