DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
5005685;1;1;1;70;05;48;48;1; ;2;24;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;850000;2; ;95;95;45;1;2;4521;09;05;1204,439825766
5005686;1;2;1;70;05;52;24;3; ;2;52;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;55;55;70;1;2;7020;09;05;1420,57907615698
5005689;1;1;1;70;05;20;48;1; ;2;20;4; ;9;2;1; ; ; ;1; ; ; ; ; ; ; ;2; ;900000;1;1;57;59;75;1;2;7512;09;05;998,847918642267
5005689;1;2;1;70;05;40;48;2; ;2;40;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;59;38;74;1;2;7499;09;05;998,847918642267
5005690;1;2;1;70;05;52;48;1; ;2;156;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;13;38;74;1;2;7499;09;05;1136,22817328624
5005693;1;3;1;70;05;2;48;1; ;2;6;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;45;53;55;1;1;5521;09;05;1011,01691360038
5005698;1;2;1;70;05;16;48;1; ;2;16;1; ;6;1;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2500000;1;2;11;11;51;1;2;5139;09;05;1136,22817328624
5005709;1;3;1;70;05;6;40;1; ;2;6;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;828116;2; ;97;53;55;1;1;5521;09;05;1329,46973860217
5005718;1;1;1;70;05;52;48;1; ;2;52;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;45;57;93;1;2;9302;09;05;1329,7364156826
5005729;1;5;1;70;05;90;48;1; ;2;90;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1300000;2; ;45;45;51;1;2;5169;09;05;887,443776308187
5005760;1;1;1;70;05;24;24;1; ;2;208;1; ;5;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;45;60;01;1;2;0111;09;05;955,676637512089
5005761;1;3;1;70;05;2;48;1; ;2;2;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;1;410000;828116;2; ;03;03;50;1;1;5020;09;05;1047,8556976033
5005766;1;4;1;70;05;2;48;1; ;2;2;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;98;98;50;1;1;5030;09;05;1327,62064232431
5005767;1;2;1;70;05;24;24;4; ;2;108;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;350000;2; ;54;53;01;1;2;0111;09;05;1159,49697037103
5005776;1;2;1;70;05;48;48;1; ;2;48;1; ;7;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;45;45;52;1;2;5235;09;05;1162,33826717223
5005779;1;1;1;70;05;12;48;4; ;2;15;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;54;45;52;1;1;5224;09;05;1087,2203943252
5005783;1;4;1;70;05;8;48;1; ;2;8;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;19;19;16;1;1;1600;09;05;1228,10099924112
5005785;1;1;1;70;05;24;48;1; ;2;104;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;45;33;52;1;2;5211;09;05;998,847918642267
5005786;1;1;1;70;05;3;48;1; ;2;4;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;1;560000;1200000;2; ;95;95;45;1;1;4522;09;05;1185,23595224727
5005788;1;3;1;70;05;2;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ;38; ; ;1;1; ;09;05;825,202603235382
5005790;1;1;1;70;05;52;48;1; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;828116;2; ;55;55;74;1;2;7493;09;05;1394,84009428074
5005795;1;2;1;70;05;8;48;4; ;2;8;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1400000;2; ;95;95;45;1;1;4521;09;05;1059,76635340363
5005806;1;2;1;70;05;120;48;1; ;2;130;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;13;13;80;1;2;8011;09;05;1047,8556976033
5005814;1;1;1;70;05;20;48;1; ;2;20;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;45;39;52;1;2;5241;09;05;2174,4407886504
5005815;1;1;1;70;05;7;48;1; ;2;7;1; ;6;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;39;02;45;1;1;4521;09;05;2369,32445801454
5005818;1;1;1;70;05;20;48;1; ;2;20;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;55;55;92;1;2;9241;09;05;959,483221920369
5005823;1;2;1;70;05;12;48;1; ;2;12;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;45;45;52;1;1;5211;09;05;1892,9739164845
5005824;1;1;1;70;05;20;48;3; ;2;20;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;54;54;95;1;2;9500;09;05;788,937542472466
5005824;1;2;1;70;05;48;48;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1000000;1000000;2; ;95;95;45;1;2;4521;09;05;788,937542472466
5005839;1;2;1;70;05;52;24;1; ;2;104;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;424000;2; ;55;55;45;1;2;4530;09;05;1918,96644384074
5005847;1;1;1;70;05;4;24;1; ;2;4;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;86;95;45;1;1;4521;09;05;867,304161829155
5005852;1;2;1;70;05;24;48;1; ;2;24;1; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;98;98;60;1;2;6041;09;05;1073,9657914893
5005874;1;2;1;70;05;24;48;1; ;2;104;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;39;54;95;1;2;9500;09;05;1289,03531934387
5005877;1;4;1;70;05;8;48;1; ;2;52;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;95;95;45;1;1;4521;09;05;785,837906513483
5005889;1;3;1;70;05;4;48;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ;54; ; ;1;1; ;09;05;892,469420465392
5005890;1;1;1;70;05;4;48;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1000000;828116;2; ;95;95;45;1;1;4530;09;05;1178,32973188001
5005909;1;2;1;70;05;16;48;1; ;2;52;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;09;34;75;1;2;7513;09;05;1073,9657914893
5005912;1;2;1;70;05;2;48;1; ;2;2;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;59;53;55;1;1;5529;09;05;825,202603235382
5005913;1;2;1;70;05;40;48;1; ;2;40;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;39;39;75;1;2;7512;09;05;1210,40121088351
5005913;1;4;1;70;05;32;48;1; ;2;60;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;33;39;51;1;2;5125;09;05;1210,40121088351
5005915;1;3;1;70;05;4;48;1; ;2;4;1; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;84;81;52;1;1;5239;09;05;945,646557921816
