DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;MES;RAMA4D_D;DPTO;fex_c_2011
5015950;1;1;1;70;2;10;27;4; ;2;20;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;61;61;01;1;1;09;0122;73;1502,83273662869
5015974;1;1;1;70;2;240;50;8; ;2;240;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;62;62;01;1;2;09;0115;73;2189,60116641285
5015980;1;1;1;70;2;4;48;1; ;2;468;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;60;60;01;1;1;09;0121;73;2308,75739812664
5015983;1;2;1;70;2;24;48;1; ;2;24;1; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;55;53;55;1;2;09;5521;73;1160,61354873247
5015983;1;3;1;70;2;8;48;8; ;2;2;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;62;62;01;1;1;09;0117;73;1160,61354873247
5016025;1;3;1;70;2;1;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ;59; ; ;1;1;09; ;76;1242,17532551755
5016045;1;3;1;70;2;2;48;1; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;640000;2; ;62;61;01;1;1;09;0140;15;3193,10723292698
5016045;1;4;1;70;2;4;40;1; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000; ; ;62;61;01;1;1;09;0140;15;3193,10723292698
5016057;1;1;1;70;2;2;48;8; ;2;3;8; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;1;700000;700000;2; ;62;62;01;1;1;09;0114;15;3193,10723292698
5016133;1;3;1;70;2;40;40;3; ;2;40;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;54;54;95;1;2;09;9500;15;1410,82169790952
5017170;1;2;1;70;2;3;48;1; ;2;20;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;59;59;85;1;1;09;8515;76;2004,12919443998
5017171;3;1;3;70;2;39;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;98; ; ;55; ; ;1;2;09; ;76;1000,28213367162
5017179;1;2;1;70;2;6;35;1; ;2;13;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;53;45;51;1;1;09;5131;76;3378,5111296502
5021548;1;3;1;70;2;4;45;1; ;2;12;4; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;850000;2; ;62;41;52;1;1;09;5223;20;2600,07985815267
5021552;1;4;1;70;2;12;44;1; ;2;12;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;03;03;19;1;1;09;1921;20;2515,91656699338
5021603;1;4;1;70;2;20;40;4; ;2;12;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;95;95;45;1;2;09;4521;20;2009,45349237698
5021603;1;5;1;70;2;24;60;1; ;2;12;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;95;95;45;1;2;09;4521;20;2009,45349237698
5021607;1;2;1;70;2;4;48;1; ;2;8;1; ;3;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;200000;2; ;54;54;55;1;1;09;5511;20;1866,77541321689
5021614;1;3;1;70;2;8;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;750000; ; ;45; ; ;1;1;09; ;20;1561,4788593668
5021614;1;7;1;70;2;8;1;1; ;2;48;3; ;1;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;830000;2; ;53;54;95;1;1;09;9500;20;1561,4788593668
5021782;1;1;1;70;2;8;48;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;830000; ; ;99; ; ;1;1;09; ;27;1144,18071331986
5021835;1;3;1;70;2;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ;03; ; ;1;1;09; ;27;1324,58289582302
5021841;1;3;1;70;2;8;40;2; ;2;52;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;13;13;80;1;1;09;8044;27;772,461294339386
5021881;1;1;1;70;2;52;40;1; ;2;100;1; ;9;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;900000;2; ;54;54;85;1;2;09;8532;27;1280,37140793763
5021897;1;2;1;70;2;144;40;2; ;2;144;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;850000;2; ;13;13;80;1;2;09;8041;27;2066,66627954566
5021897;1;3;1;70;2;8;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;600000; ; ;97; ; ;1;1;09; ;27;2066,66627954566
5021908;1;2;1;70;2;240;50;3; ;2;288;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;54;54;95;1;2;09;9500;27;1307,68577926172
5021919;1;3;1;70;2;24;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;850000; ; ;45; ; ;1;2;09; ;27;1788,1089355205
5021923;1;1;1;70;2;34;40;2; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;13;61;01;1;2;09;0113;27;2024,36716709946
5021931;1;1;1;70;2;4;40;1; ;2;5;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;77;77;85;1;1;09;8532;27;2261,60397651651
5021944;1;2;1;70;2;96;40;1; ;2;24;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;850000;2; ;45;53;55;1;2;09;5521;27;2293,02322796339
5022026;1;4;1;70;2;52;48;1; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;828116;2; ;45;41;52;1;2;09;5219;41;1167,1627789876
5022052;1;3;1;70;2;4;48;1; ;2;32;3; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;828116;2; ;45;54;95;1;1;09;9500;41;737,355829435733
5022054;1;1;1;70;2;10;48;1; ;2;15;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;890000;2; ;45;45;52;1;1;09;5269;41;1083,22979195788
5022073;1;2;1;70;2;24;40;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;890000; ; ;62; ; ;1;2;09; ;41;1078,71950332844
5022074;1;2;1;70;2;52;24;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;400000; ; ;61; ; ;1;2;09; ;41;1001,99665843828
5022111;1;2;1;70;2;6;63;4; ;2;24;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;150000;2; ;61;62;01;1;1;09;0140;41;572,6280335635
5022132;1;1;1;70;2;6;50;4; ;2;78;8; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;61;62;01;1;1;09;0117;41;1083,22979195788
5022148;1;3;1;70;2;3;48;8; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;62;61;01;1;1;09;0117;41;855,326022961191
5022152;1;1;1;70;2;3;48;8; ;2;24;8; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;600000;2; ;62;62;01;1;1;09;0140;41;859,428575875151
5022152;1;2;1;70;2;4;48;8; ;2;5;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;250000;400000;2; ;62;62;01;1;1;09;0140;41;859,428575875151
5022157;1;1;1;70;2;52;40;1; ;2;52;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;45;45;51;1;2;09;5125;41;572,6280335635
5022172;1;3;1;70;2;6;48;1; ;2;6;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;97;97;01;1;1;09;0111;41;1166,31943830231
5022178;1;2;1;70;2;16;48;1; ;2;16;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;32;45;52;1;2;09;5229;05;2077,70501491726
5022180;1;1;1;70;2;16;48;1; ;2;16;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;45;79;18;1;2;09;1810;05;1294,45098279655
5022213;1;2;1;70;2;8;48;3; ;2;8;3; ;1;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;54;54;95;1;1;09;9500;05;3265,02303571228
5022234;1;2;1;70;2;96;48;8; ;2;96;8; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;94;94;01;1;2;09;0112;05;2291,15366414191
5022299;1;3;1;70;2;12;48;1; ;2;240;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;32;33;52;1;1;09;5211;05;1861,12347021977
5022331;1;2;1;70;2;4;48;1; ;2;12;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;828116;828116;2; ;59;59;85;1;1;09;8511;52;1989,57850983826
5022334;1;2;1;70;2;52;24;1; ;2;10;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;32;61;01;1;2;09;0140;52;3857,322273013
5022334;1;3;1;70;2;12;48;1; ;2;12;4; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;59;59;85;1;1;09;8512;52;3857,322273013
5022346;1;1;1;70;2;8;40;4; ;2;16;1; ;5;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;61;95;45;1;1;09;4530;52;1727,89065100363
5022346;1;2;1;70;2;8;40;1; ;2;24;3; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;53;54;95;1;1;09;9500;52;1727,89065100363
5022370;1;4;1;70;2;8;48;1; ;2;144;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;33;33;52;1;1;09;5211;52;1722,39500931274
5022375;1;2;1;70;2;16;20;1; ;2;144;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;40000;100000;2; ;53;54;85;1;2;09;8532;52;2942,9420826432
5022473;1;2;1;70;2;8;50;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;95;95;45;1;1;09;4522;63;1540,89574364666
5022491;1;3;1;70;2;2;48;1; ;2;2;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;483000;828000;2; ;97;54;55;1;1;09;5511;63;1321,28697299247
5022493;1;2;1;70;2;3;48;8; ;2;3;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;560000;560000;2; ;62;62;01;1;1;09;0111;63;978,031356525497
5022500;1;1;1;70;2;8;35;3; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;120000;300000;2; ;55;55;74;1;1;09;7493;63;1427,9148346807
5022503;1;2;1;70;2;3;40;3; ;2;12;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;55;55;95;1;1;09;9500;63;1807,09877200405
5022702;1;3;1;70;2;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828000; ; ;55; ; ;1;1;09; ;05;5723,99721075649
5022706;1;3;1;70;2;30;48;1; ;2;33;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;58;53;55;1;2;09;5521;05;2259,99553263333
5022711;1;3;1;70;2;14;48;1; ;2;14;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;32;13;80;1;2;09;8045;05;2353,25226770574
5022729;1;2;1;70;2;32;48;1; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;45;41;52;1;2;09;5239;05;3847,54916087325
5022730;1;2;1;70;2;150;48;1; ;2;49;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;45;38;75;1;2;09;7512;05;6372,29630989938
5022760;1;2;1;70;2;52;48;8; ;2;52;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;62;62;01;1;2;09;0121;05;3265,02303571228
5022761;1;3;1;70;2;12;48;8; ;2;12;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;62;62;01;1;1;09;0117;05;6023,85064185645
5022761;1;5;1;70;2;12;60;1; ;2;12;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;98;98;60;1;1;09;6042;05;6023,85064185645
5022761;1;7;1;70;2;4;48;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;99;53;55;1;1;09;5521;05;6023,85064185645
5022765;1;3;1;70;2;104;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ;45; ; ;1;2;09; ;05;2838,9572624936
5022788;1;5;1;70;2;4;48;8; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;62; ; ;1;1;09; ;05;5130,06671091865
5022868;1;3;1;70;2;4;48;1; ;2;4;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;828116;2; ;45;59;60;1;1;09;6022;17;546,4427399954
5022869;1;2;1;70;2;4;22;1; ;2;52;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;45;53;55;1;1;09;5521;17;989,298713730417
5022889;1;2;1;70;2;52;60;1; ;2;52;1; ;9;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;58;58;74;1;2;09;7492;17;551,050893837768
5022889;1;3;1;70;2;12;60;1; ;2;12;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;58;58;74;1;1;09;7492;17;551,050893837768
5022946;1;2;1;70;2;12;45;4; ;2;12;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;20;45;52;1;1;09;5234;17;958,640392392686
5023011;1;2;1;70;2;48;48;1; ;2;48;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;59;59;85;1;2;09;8519;17;1294,45098279655
5023012;1;1;1;70;2;3;50;8; ;2;3;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;700000;2; ;62;97;52;1;1;09;5211;17;1774,14451087506
5023013;1;2;1;70;2;4;40;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ;61; ; ;1;1;09; ;18;1727,29347469134
5023032;1;2;1;70;2;30;40;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ;54; ; ;1;2;09; ;19;2211,83141749238
5023050;1;2;1;70;2;80;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ;45; ; ;1;2;09; ;19;1220,27628654861
5023070;1;1;1;70;2;4;40;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ;1; ; ; ;1;32000;828116;2; ;53;53;55;1;1;09;5521;19;1604,39882111308
5023073;1;2;1;70;2;16;40;4; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;61;61;01;1;2;09;0140;19;1616,38198546248
5023074;1;1;1;70;2;8;48;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;77;77;15;1;1;09;1511;19;2399,38422885572
5023074;1;2;1;70;2;18;48;4; ;2;216;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;41;39;75;1;2;09;7512;19;2399,38422885572
5023079;1;1;1;70;2;4;40;8; ;2;2;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;62;62;01;1;1;09;0111;19;2230,52216289114
5023093;1;1;1;70;2;16;48;4; ;2;16;4; ;1;2;1; ; ; ; ; ;1; ; ; ; ; ;2; ;200000;2; ;61;61;01;1;2;09;0111;19;1701,14270285465
5023093;1;2;1;70;2;6;48;4; ;2;16;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;61;61;01;1;1;09;0111;19;1701,14270285465
5023099;1;1;1;70;2;4;48;4; ;2;120;4; ;1;2;1; ; ; ; ; ;1; ; ; ; ; ;2; ;828116;2; ;61;61;01;1;1;09;0130;19;726,07919217918
5023109;1;3;1;70;2;4;48;1; ;2;4;1; ;9;2;3; ; ;1; ; ; ; ; ; ; ; ;2; ;828116;1;1;97;97;60;1;1;09;6041;19;617,052051280006
5023131;1;2;1;70;2;12;24;4; ;2;12;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;61;61;01;1;1;09;0111;19;726,07919217918
5023141;1;3;1;70;2;6;48;1; ;2;20;6; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1300000;2; ;59;62;01;1;1;09;0111;19;617,052051280006
5023144;1;2;1;70;2;8;48;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;62;61;01;1;1;09;0111;19;849,186707640522
5023232;1;2;1;70;2;12;40;1; ;2;14;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;54;71;13;1;1;09;1320;19;3505,67841473063
5023256;2;3;2;70;2;104;40;3; ;2;104;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;54;54;95;1;2;09;9500;19;1802,36757376738
5023265;1;3;1;70;2;8;42;3; ;2;208;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;54;54;95;1;1;09;9500;19;1785,93075931468
5023294;1;2;1;70;2;12;40;3; ;2;208;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;54;54;95;1;1;09;9500;19;906,515418211717
5024068;1;2;1;70;2;2;48;8; ;2;2;8; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;480000;400000;2; ;62;62;01;1;1;09;0121;23;1490,40712662589
5024117;1;1;1;70;2;6;38;4; ;2;32;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;62;62;01;1;1;09;0140;23;1939,67969593442
5024123;1;4;1;70;2;2;40;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;500000;2; ;45;45;55;1;1;09;5529;23;1175,91373975885
5024124;1;1;1;70;2;2;48;8; ;2;2;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;800000;800000;2; ;62;62;01;1;1;09;0121;23;2644,30322417848
5024135;1;2;1;70;2;150;30;1; ;2;48;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;54;53;55;1;2;09;5521;23;1421,44006772503
5024143;1;4;1;70;2;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ;13; ; ;1;1;09; ;23;1122,69426414659
5024165;1;1;1;70;2;8;48;1; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;260000;830000;2; ;95;61;01;1;1;09;0117;41;613,374166561233
5024240;1;2;1;70;2;8;48;8; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;62;61;01;1;1;09;0140;47;2978,79485315632
5024364;1;2;1;70;2;20;20;3; ;2;20;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;54;54;95;1;2;09;9500;54;910,254933332768
5024693;1;1;1;70;2;8;45;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;62;62;01;1;1;09;0117;54;1619,93855126204
5024715;1;3;1;70;2;36;48;1; ;2;36;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;87;95;45;1;2;09;4521;68;1205,23452480295
5024715;1;5;1;70;2;18;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ;95; ; ;1;2;09; ;68;1205,23452480295
5024716;1;1;1;70;2;3;48;1; ;2;3;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;3800000;3000000;2; ;02;02;11;1;1;09;1110;68;423,725134939038
5024716;1;2;1;70;2;144;48;1; ;2;144;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;32;33;74;1;2;09;7421;68;423,725134939038
5024718;1;1;1;70;2;3;48;1; ;2;3;1; ;9;2;1; ; ; ; ;1; ; ; ; ; ; ;1;2000000;1200000;2; ;98;95;11;1;1;09;1110;68;423,725134939038
5024720;2;2;2;70;2;8;48;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;39;39;80;1;1;09;8050;68;423,725134939038
5024721;1;2;1;70;2;48;48;1; ;2;32;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;19;16;93;1;2;09;9309;68;1288,45790782321
5024724;1;1;1;70;2;76;48;1; ;2;76;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;98;98;11;1;2;09;1120;68;423,725134939038
5024724;1;3;1;70;2;36;48;1; ;2;36;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;87;87;11;1;2;09;1120;68;423,725134939038
5024724;1;6;1;70;2;52;48;1; ;2;52;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;53;53;55;1;2;09;5521;68;423,725134939038
5024813;1;2;1;70;2;2;48;8; ;2;5;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;62;53;01;1;1;09;0111;13;1294,1494831911
5024933;1;4;1;70;2;2;24;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;280000; ; ;53; ; ;1;1;09; ;76;5708,63955124476
5024937;1;2;1;70;2;24;48;3; ;2;52;3; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;54;54;95;1;2;09;9500;76;5032,21595179707
5024937;1;3;1;70;2;23;48;1; ;2;23;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;19;19;51;1;2;09;5161;76;5032,21595179707
5025056;1;3;1;70;2;2;48;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1500000; ; ;20; ; ;1;1;09; ;13;3224,15042773913
5026381;1;3;1;70;2;3;40;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ;1; ; ; ;1;800000;900000;2; ;98;98;60;1;1;09;6031;20;3068,50454162765
5026422;1;2;1;70;2;36;48;1; ;2;28;1; ;4;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;98;98;60;1;2;09;6041;25;1814,57587570197
