DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;MES;RAMA4D_D;DPTO;fex_c_2011;AREA
5005877;1;4;1;70;1;8;48;1; ;2;52;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;95;95;45;1;1;09;4521;05;785,837906513483;05
5005889;1;3;1;70;1;4;48;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ;54; ; ;1;1;09; ;05;892,469420465392;05
5005890;1;1;1;70;1;4;48;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1000000;828116;2; ;95;95;45;1;1;09;4530;05;1178,32973188001;05
5005909;1;2;1;70;1;16;48;1; ;2;52;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;09;34;75;1;2;09;7513;05;1073,9657914893;05
5005912;1;2;1;70;1;2;48;1; ;2;2;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;59;53;55;1;1;09;5529;05;825,202603235382;05
5005913;1;2;1;70;1;40;48;1; ;2;40;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;39;39;75;1;2;09;7512;05;1210,40121088351;05
5005913;1;4;1;70;1;32;48;1; ;2;60;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;33;39;51;1;2;09;5125;05;1210,40121088351;05
5005915;1;3;1;70;1;4;48;1; ;2;4;1; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;84;81;52;1;1;09;5239;05;945,646557921816;05
5005924;1;1;1;70;1;36;48;1; ;2;36;1; ;8;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;828116;2; ;03;03;80;1;2;09;8060;05;1203,49499051625;05
5005928;1;4;1;70;1;52;48;1; ;2;2;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;59;38;74;1;2;09;7499;05;1104,96754795639;05
5005930;1;2;1;70;1;2;50;1; ;2;36;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;53;53;55;1;1;09;5530;05;1174,92386178469;05
5005959;1;2;1;70;1;32;24;1; ;2;34;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;17;17;74;1;2;09;7499;05;1141,23260871931;05
5005983;1;2;1;70;1;4;48;1; ;2;4;1; ;3;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;97;97;55;1;1;09;5521;05;825,202603235382;05
5005989;1;3;1;70;1;6;24;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;98; ; ;38; ; ;1;1;09; ;08;524,94505444337;08
5005994;1;2;1;70;1;94;48;1; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;98;828000;2; ;58;99;50;1;2;09;5020;08;582,981361864015;08
5005995;1;3;1;70;1;8;48;1; ;2;8;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1200000;1;1;38;38;74;1;1;09;7499;08;540,179541987392;08
5006000;1;3;1;70;1;110;48;1; ;2;24;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;70;30;85;1;2;09;8532;08;508,39958629893;08
5006008;1;4;1;70;1;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;880000; ; ;53; ; ;1;1;09; ;08;292,467912841725;08
5006024;1;6;1;70;1;52;48;1; ;2;52;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;55;97;63;1;2;09;6310;08;584,050866331952;08
5006029;1;3;1;70;1;24;48;4; ;2;2;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;95;95;45;1;2;09;4521;08;623,783121964853;08
5006036;1;2;1;70;1;256;48;3; ;2;520;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;54;45;52;1;2;09;5261;08;739,873914759597;08
5006036;1;4;1;70;1;52;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828000; ; ;55; ; ;1;2;09; ;08;739,873914759597;08
5006038;1;3;1;70;1;24;24;1; ;2;24;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;820000;2; ;45;45;52;1;2;09;5233;08;572,386313413498;08
5006041;1;1;1;70;1;24;48;1; ;2;24;1; ;8;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;03;03;85;1;2;09;8511;08;621,412273299189;08
5006042;1;4;1;70;1;105;48;1; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;39;41;55;1;2;09;5529;08;492,445940053753;08
5006046;1;3;1;70;1;18;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ;33; ; ;1;2;09; ;08;441,018745594427;08
5006048;1;1;1;70;1;9;48;1; ;2;9;1; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;59;59;85;1;1;09;8532;08;629,456906016971;08
5006050;1;4;1;70;1;4;48;1; ;2;8;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;33;45;55;1;1;09;5529;08;520,277058576822;08
5006054;1;1;1;70;1;16;48;1; ;2;16;1; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;83;83;45;1;2;09;4521;08;529,763230405756;08
5006066;1;3;1;70;1;2;48;1; ;2;2;1; ;5;2;7; ; ; ; ; ; ; ; ; ; ;1;1;700000;828116;2; ;59;32;80;1;1;09;8060;08;354,174969494112;08
5006066;1;6;1;70;1;2;48;1; ;2;2;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;350000;88216;2; ;45;40;52;1;1;09;5233;08;354,174969494112;08
5006079;1;1;1;70;1;104;48;1; ;2;104;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;97;39;15;1;2;09;1530;08;555,140309216268;08
5006082;1;2;1;70;1;4;48;1; ;2;4;1; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;720000;2; ;53;33;52;1;1;09;5241;08;629,456906016971;08
5006092;1;3;1;70;1;4;48;1; ;2;4;1; ;6;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;39;45;52;1;1;09;5234;08;468,922537505772;08
5006096;1;3;1;70;1;48;48;3; ;2;54;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;54;54;95;1;2;09;9500;08;446,023201039719;08
5006101;1;1;1;70;1;36;48;1; ;2;36;1; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;58;58;74;1;2;09;7492;08;523,360353527807;08
5006105;1;2;1;70;1;3;48;1; ;2;28;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;03;03;85;1;1;09;8512;08;390,77310114496;08
5006109;1;8;1;70;1;24;48;1; ;2;24;1; ;4;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;45;45;52;1;2;09;5234;08;601,572529152219;08
5006110;1;7;1;70;1;2;48;3; ;2;4;2; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;54;54;85;1;1;09;8511;08;476,345910295323;08
5006110;1;9;1;70;1;3;48;3; ;2;12;3; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;54;54;95;1;1;09;9500;08;476,345910295323;08
5006117;1;7;1;70;1;16;48;1; ;2;16;1; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;45;45;52;1;2;09;5211;08;555,616133510249;08
5006133;1;4;1;70;1;156;48;3; ;2;99;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;54;54;85;1;2;09;8532;08;535,300565069298;08
5006135;1;5;1;70;1;8;48;1; ;2;8;1; ;4;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;95;95;45;1;1;09;4521;08;495,821577968248;08
5006137;1;1;1;70;1;104;48;1; ;2;104;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;45;54;95;1;2;09;9500;08;457,151128708485;08
5006145;1;7;1;70;1;12;48;1; ;2;12;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;59;59;24;1;1;09;2423;08;1447,48306329108;08
5006147;1;3;1;70;1;52;48;1; ;2;52;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;33;33;51;1;2;09;5155;08;925,039321255646;08
5006155;1;5;1;70;1;4;48;1; ;2;4;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;830000;2; ;55;38;74;1;1;09;7413;08;661,76676587909;08
5006165;1;5;1;70;1;3;48;1; ;2;3;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;650000;2; ;53;53;55;1;1;09;5521;08;640,849567755207;08
5006169;1;2;1;70;1;4;48;1; ;2;6;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;2; ;45;45;93;1;1;09;9303;08;655,563077653315;08
5006173;1;2;1;70;1;52;48;1; ;2;78;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;87;95;45;1;2;09;4521;08;622,947965658416;08
5006187;1;3;1;70;1;104;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;830000; ; ;03; ; ;1;2;09; ;08;571,166628849722;08
5006195;1;1;1;70;1;4;48;1; ;2;4;4; ;1;2;1; ; ; ; ;1; ; ; ; ; ; ;1;700000;1000000;2; ;98;45;52;1;1;09;5221;08;605,701961461187;08
5006197;1;2;1;70;1;156;40;1; ;2;208;1; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;19;19;45;1;2;09;4530;08;655,563077653315;08
5006217;1;1;1;70;1;12;40;3; ;2;4;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;60000;800000;2; ;54;55;52;1;1;09;5241;08;572,386313413498;08
5006223;1;3;1;70;1;2;72;1; ;2;2;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;1;460000;828116;2; ;97;97;52;1;1;09;5225;11;2701,40941757636;11
5006227;1;1;1;70;1;52;44;2; ;2;36;4; ;9;2;1; ; ; ; ; ; ; ; ;1;DE LA PENSION; ;2; ;4000000;3; ;06;06;85;1;2;09;8512;11;3261,74618998464;11
5006228;1;2;1;70;1;50;48;1; ;2;50;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;33;38;74;1;2;09;7499;11;3265,74952234769;11
5006232;1;2;1;70;1;52;48;1; ;2;70;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;53;53;55;1;2;09;5521;11;2875,83276041829;11
5006236;1;2;1;70;1;8;48;1; ;2;24;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;53;53;55;1;1;09;5521;11;3743,96351235209;11
5006240;1;1;1;70;1;156;48;1; ;2;156;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;4000000;2; ;08;21;72;1;2;09;7220;11;3178,09689551845;11
5006249;1;2;1;70;1;12;48;1; ;2;60;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;39;38;64;1;1;09;6421;11;2589,03020029729;11
5006270;1;2;1;70;1;2;48;1; ;2;52;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;99;45;52;1;1;09;5233;11;2245,66699078901;11
5006283;1;5;1;70;1;52;48;1; ;2;52;1; ;8;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;53;45;50;1;2;09;5051;11;4231,62745936723;11
5006296;2;2;2;70;1;12;48;1; ;2;12;1; ;2;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;53;53;15;1;1;09;1551;11;2177,13507334144;11
5006301;1;3;1;70;1;16;48;1; ;2;24;1; ;7;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;39;39;74;1;2;09;7493;11;2823,93879160066;11
5006306;1;1;1;70;1;6;48;1; ;2;6;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;87;87;45;1;1;09;4551;11;1806,26468292084;11
5006306;1;3;1;70;1;60;48;1; ;2;60;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;55;80;1;2;09;8045;11;1806,26468292084;11
5006310;1;2;1;70;1;28;48;4; ;2;28;4; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;95;95;45;1;2;09;4521;11;3680,35379227946;11
5006317;1;3;1;70;1;24;48;1; ;2;24;1; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;45;45;52;1;2;09;5241;11;3265,74952234769;11
5006326;1;2;1;70;1;259;48;1; ;2;260;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1300000;2; ;39;39;62;1;2;09;6211;11;3743,96351235209;11
5006327;1;4;1;70;1;8;40;1; ;2;24;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;59;59;92;1;1;09;9214;11;2522,7620852604;11
5006340;1;2;1;70;1;28;40;1; ;2;28;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;53;59;92;1;2;09;9242;11;2391,13861775011;11
5006348;1;2;1;70;1;80;48;3; ;2;80;3; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;54;54;95;1;2;09;9500;11;6172,47083676563;11
5006359;1;1;1;70;1;16;48;4; ;2;28;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;03;03;72;1;2;09;7250;11;6614,48708545601;11
5006367;1;2;1;70;1;3;40;1; ;2;104;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;45;38;52;1;1;09;5239;11;7950,13302353121;11
5006369;1;2;1;70;1;20;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ;38; ; ;1;2;09; ;11;2435,10945843116;11
5006371;1;1;1;70;1;4;48;1; ;2;4;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;17;17;92;1;1;09;9214;11;6100,78708118707;11
5006374;1;2;1;70;1;1;24;1; ;2;9;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;1;200000;828116;2; ;45;45;74;1;1;09;7499;11;2697,40608521331;11
5006394;1;1;1;70;1;1;48;4; ;2;1;4; ;1;2;3; ; ; ; ; ; ; ; ; ; ;1;1;99;800000;3; ;58;58;70;1;1;09;7020;11;3307,243542728;11
5006395;1;1;1;70;1;8;84;1; ;2;8;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1300000;2; ;58;58;92;1;1;09;9242;11;2994,37394124718;11
5006395;1;2;1;70;1;12;48;1; ;2;12;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;58;58;85;1;1;09;8511;11;2994,37394124718;11
5006422;1;5;1;70;1;16;48;4; ;2;36;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;55;55;74;1;2;09;7493;11;3355,57357929684;11
5006428;1;1;1;70;1;12;48;1; ;2;12;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;1;2000000;1500000;2; ;15;15;92;1;1;09;9213;11;1691,63717552547;11
5006503;1;4;1;70;1;8;48;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;99;99;55;1;1;09;5511;13;410,122168383059;13
5006513;1;4;1;70;1;20;48;1; ;2;20;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;58;58;80;1;2;09;8043;13;399,036906041666;13
5006517;1;2;1;70;1;16;24;1; ;2;24;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;54;54;95;1;2;09;9500;13;306,724563028982;13
5006517;1;6;1;70;1;96;48;1; ;2;148;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;59;59;85;1;2;09;8511;13;306,724563028982;13
5006520;1;4;1;70;1;24;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ;03; ; ;1;2;09; ;13;479,747663090986;13
5006547;1;2;1;70;1;24;48;1; ;2;24;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;97;97;52;1;2;09;5211;13;357,535042542084;13
5006553;1;4;1;70;1;96;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ;45; ; ;1;2;09; ;13;464,083091557549;13
5006562;1;2;1;70;1;48;40;1; ;2;192;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;44;39;80;1;2;09;8042;13;403,936449743534;13
5006573;1;3;1;70;1;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ;33; ; ;1;1;09; ;13;406,598347347074;13
5006581;1;4;1;70;1;8;48;1; ;2;8;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;45;45;52;1;1;09;5239;13;390,407880453549;13
5006609;1;2;1;70;1;52;40;1; ;2;74;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;55;45;52;1;2;09;5219;15;122,571532042133;15
5006619;1;2;1;70;1;52;10;3; ;2;104;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;54;54;74;1;2;09;7493;15;104,639242170575;15
5006620;1;1;1;70;1;12;40;1; ;2;48;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;45;45;52;1;1;09;5241;15;129,563283795304;15
5006625;1;4;1;70;1;8;48;1; ;2;9;2; ;8;2;1; ; ; ;1; ; ; ; ; ; ; ;2; ;2000000;1;2;02;31;75;1;1;09;7512;15;120,033911432744;15
5006630;1;3;1;70;1;2;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ;05; ; ;1;1;09; ;15;105,367727885754;15
5006630;1;4;1;70;1;6;20;1; ;2;6;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1600000;2; ;18;17;92;1;1;09;9249;15;105,367727885754;15
