directorio;secuencia_p;orden;P7250;P7310;P7320;OFICIO2;RAMA2D_D_r4;RAMA4D_D_r4;P7350;P7360;dsi;mes;area;dpto;fex_c_2011
103570;1;2;8;2;8;98;49;4921;4;1;1;05;68;68;361,767344637925
103575;1;1;8;2;8;19;86;8692;1;9;1;05;17;17;499,518394709217
103576;1;1;8;2;8;95;41;4111;4;2;1;05;18;18;58,5941640193
103576;1;3;2;2;12;97;47;4721;1;6;1;05;18;18;58,5941640193
103588;1;2;8;2;12;98;49;4921;4;1;1;05;44;44;138,024191385728
103595;1;1;20;2;20;33;47;4711;1;7;1;05;18;18;34,162452600115
103596;1;3;8;2;10;98;49;4921;4;1;1;05;50;50;166,421331376362
103597;1;1;10;2;10;59;86;8699;4;1;1;05;15;15;69,1705038379568
103598;1;2;2;2;32;33;64;6412;1;9;1;05;19;19;70,5224807574229
103603;1;1;12;2;12;58;80;8010;1;5;1;05;41;41;113,942142543613
103617;1;1;156;2;156;59;86;8610;1;9;1;05;47;47;154,764912296366
103630;1;3;8;2;8;50;56;5630;1;2;1;05;17;17;257,734955319406
103630;1;4;24;2;24;53;56;5613;1;2;1;05;17;17;257,734955319406
103637;1;1;7;2;7;02;95;9511;1;3;1;05;11;11;4342,73343141283
103648;1;2;25;2;25;45;47;4772;1;4;1;05;18;18;112,797644324016
103651;1;2;8;2;8;06;86;8621;1;7;1;05;17;17;383,792681300921
103653;1;5;10;2;10;55;41;4111;1;9;1;05;17;17;166,607465032227
103665;1;5;7;2;7;45;47;4771;1;9;1;05;63;63;137,56212400316
103678;1;3;24;2;24;53;56;5611;1;4;1;05;17;17;368,703163236965
103679;1;2;16;2;16;45;47;4719;1;2;1;05;23;23;268,230666701135
103682;1;1;2;2;5;53;56;5611;1;3;1;05;13;13;479,716896797172
103682;1;2;4;2;6;53;56;5611;1;4;1;05;13;13;479,716896797172
103688;1;1;20;2;48;44;62;6202;1;9;1;05;41;41;111,05579499942
103688;1;4;2;2;96;03;10;1051;1;9;1;05;41;41;111,05579499942
103694;1;2;32;2;36;21;69;6920;4;1;1;05;18;18;188,319021004227
103696;1;1;1;2;4;98;49;4921;4;1;1;05;20;20;47,6526008753868
103697;1;2;52;2;54;13;85;8513;1;5;1;05;18;18;50,6047249169687
103710;1;1;40;2;40;13;85;8513;1;3;1;05;13;13;415,967372646689
103714;1;2;4;2;60;38;82;8220;1;5;1;05;76;76;751,433887517248
103718;1;1;6;2;7;33;64;6499;4;6;1;05;20;20;209,140751617983
103718;1;2;20;1; ; ; ; ; ; ;1;05;20;20;209,140751617983
103719;1;3;8;2;8;79;14;1410;1;6;1;05;05;05;945,761083859376
103724;2;1;16;2;16;58;80;8010;4;1;1;05;66;66;447,865102514467
103727;1;3;6;1; ; ; ; ; ; ;1;05;44;44;157,169209707461
103736;1;1;96;2;96;19;84;8412;2;8;1;05;08;08;454,610570983855
103736;1;4;72;1; ; ; ; ; ; ;1;05;08;08;454,610570983855
103737;1;1;12;2;1;59;55;5511;1;8;1;05;13;13;468,560689894912
103742;1;2;12;2;65;33;10;1089;1;6;1;05;76;76;907,733653569942
103744;1;1;52;2;8;95;41;4111;4;1;1;05;50;50;164,87653153141
103744;1;3;4;2;24;33;49;4921;1;9;1;05;50;50;164,87653153141
103744;1;4;12;2;12;33;86;8610;1;9;1;05;50;50;164,87653153141
103748;1;2;6;2;8;97;56;5619;1;3;1;05;13;13;252,49005348087
103757;1;1;2;2;8;98;49;4921;4;1;1;05;76;76;548,95054577374
103759;1;1;8;2;52;12;69;6910;4;1;1;05;08;08;615,83263587784
103764;1;1;12;2;13;93;45;4520;4;1;1;05;20;20;257,582828228765
103770;1;1;6;2;6;33;71;7120;1;9;1;05;50;50;168,329975710775
103771;1;3;14;1; ; ; ; ; ; ;1;05;70;70;232,511637172534
103776;1;1;2;2;5;53;55;5511;1;3;1;05;13;13;541,000667083739
103776;1;4;4;2;6;30;55;5511;1;5;1;05;13;13;541,000667083739
103776;1;5;4;2;6;41;47;4723;4;1;1;05;13;13;541,000667083739
103778;1;4;1;2;12;05;72;7210;1;4;1;05;44;44;36,9108637037526
103778;1;5;4;2;144;95;31;3110;4;1;1;05;44;44;36,9108637037526
103779;1;1;10;2;10;77;10;1081;1;8;1;05;05;05;2308,70214088834
103781;1;2;8;2;8;45;47;4729;4;1;1;05;50;50;179,156721019208
103784;1;1;12;2;16;98;49;4921;4;1;1;05;50;50;143,898506594878
103784;1;2;8;2;16;41;47;4772;4;1;1;05;50;50;143,898506594878
103795;1;1;6;2;6;53;56;5611;1;3;1;05;66;66;341,61548458743
103795;1;4;6;2;6;95;41;4111;1;9;1;05;66;66;341,61548458743
103795;1;5;17;2;15;95;41;4111;1;9;1;05;66;66;341,61548458743
103803;1;1;52;2;52;85;43;4321;4;1;1;05;41;41;113,351435028653
103808;1;1;12;2;12;55;68;6820;1;6;1;05;15;15;40,8086663377732
103813;1;1;4;2;5;54;97;9700;3;1;1;05;13;13;574,832141682895
103820;1;2;12;2;13;53;56;5619;4;3;1;05;20;20;296,708893350617
103823;1;2;7;2;7;58;80;8010;1;7;1;05;11;11;2200,43863843694
103837;1;1;4;2;5;55;81;8121;4;1;1;05;13;13;576,084224999363
103837;1;2;2;2;5;95;41;4112;1;9;1;05;13;13;576,084224999363
103840;1;1;7;2;7;98;49;4923;4;1;1;05;70;70;281,576949124929
103845;1;3;2;2;6;44;64;6412;1;6;1;05;66;66;164,860436028771
103853;1;1;20;2;20;99;38;3811;1;9;1;05;17;17;263,192851843736
103854;1;1;3;2;5;57;96;9602;4;1;1;05;13;13;525,216542893824
103854;1;5;3;2;6;41;47;4723;4;1;1;05;13;13;525,216542893824
103856;1;2;20;2;8;57;96;9602;4;1;1;05;50;50;119,997785780331
103857;1;2;998;2;10;41;47;4773;4;1;1;05;66;66;207,004903407831
103860;1;3;7;2;7;80;15;1522;1;3;1;05;70;70;145,796320605855
103871;1;2;8;2;16;53;56;5629;4;4;1;05;08;08;549,588250149541
103880;1;1;8;2;8;95;41;4111;4;2;1;05;70;70;110,57818966071
103880;1;2;8;2;8;21;93;9311;1;2;1;05;70;70;110,57818966071
103880;1;4;8;2;8;95;41;4111;4;2;1;05;70;70;110,57818966071
103880;1;5;5;2;6;45;47;4792;4;1;1;05;70;70;110,57818966071
103880;1;7;2;2;4;54;97;9700;3;1;1;05;70;70;110,57818966071
103884;1;1;18;2;18;15;90;9001;4;1;1;05;76;76;1277,27457749959
103884;1;2;16;2;16;45;47;4773;1;9;1;05;76;76;1277,27457749959
103885;1;3;2;2;7;54;97;9700;3;1;1;05;08;08;440,377495890303
103886;1;1;1;2;10;54;97;9700;3;1;1;05;44;44;69,9243936449422
103890;1;1;8;2;8;13;85;8544;4;1;1;05;76;76;1528,08255022243
103892;1;3;4;1; ; ; ; ; ; ;1;05;05;05;475,548542763534
103893;1;1;2;2;10;75;15;1513;4;1;1;05;44;44;75,5960093176042
103900;1;5;998;2;7;54;81;8121;4;1;1;05;66;66;290,508519819113
103900;1;8;3;2;7;54;81;8121;4;1;1;05;66;66;290,508519819113
103905;1;1;2;2;7;53;56;5611;1;3;1;05;66;66;231,768803306589
103905;1;2;4;2;7;99;38;3830;4;2;1;05;66;66;231,768803306589
103908;1;3;2;1; ; ; ; ; ; ;1;05;76;76;636,447731477658
103919;1;1;2;2;8;13;85;8511;4;3;1;05;50;50;168,329975710775
103920;1;1;4;2;8;57;96;9602;4;1;1;05;13;13;608,569414200878
103923;1;2;8;2;12;55;81;8121;4;1;1;05;41;41;92,0880228872967
103931;1;3;12;1; ; ; ; ; ; ;1;05;44;44;111,823810486599
103934;1;3;12;2;29;17;90;9007;4;4;1;05;27;27;95,2758522882974
103936;1;1;8;2;7;41;46;4620;4;2;1;05;70;70;250,351549922274
103939;1;2;998;1; ; ; ; ; ; ;1;05;08;08;1010,93904526493
103956;1;2;32;1; ; ; ; ; ; ;1;05;08;08;820,237682048912
103966;1;2;8;2;8;55;81;8121;4;1;1;05;23;23;111,511947971152
103966;1;3;24;2;28;95;16;1630;1;3;1;05;23;23;111,511947971152
103979;1;3;4;2;144;21;93;9329;1;3;1;05;20;20;244,808603966743
103982;1;1;20;2;20;95;41;4111;1;2;1;05;23;23;125,830529572282
103989;1;2;32;2;32;53;56;5611;1;4;1;05;20;20;347,317449490269
104003;1;3;17;2;17;19;88;8890;1;7;1;05;50;50;366,560199869339
104004;1;2;12;2;12;09;42;4210;1;8;1;05;20;20;264,937619727015
104010;1;2;8;2;8;06;75;7500;4;1;1;05;23;23;77,6604516834629
104022;1;1;4;2;4;45;45;4541;1;5;1;05;08;08;530,760022869838
104022;1;2;36;2;36;58;80;8010;1;1;1;05;08;08;530,760022869838
104031;1;1;8;2;8;97;56;5619;1;3;1;05;23;23;147,392284869223
104040;1;1;8;2;8;98;41;4111;4;1;1;05;41;41;142,77167604233
104042;1;3;4;2;5;59;92;9200;1;5;1;05;50;50;142,128434335937
104042;1;5;5;2;8;45;47;4771;1;9;1;05;50;50;142,128434335937
104043;1;2;72;2;72;40;47;4771;1;3;1;05;20;20;161,648150125683
104043;1;3;96;2;96;39;05;0510;1;9;1;05;20;20;161,648150125683
104055;1;2;8;2;8;12;69;6910;1;4;1;05;47;47;75,787780629039
104062;1;3;14;2;15;11;64;6412;1;9;1;05;50;50;351,935261666301
104069;1;1;96;2;96;32;85;8513;1;4;1;05;23;23;134,594166251315
104073;1;1;8;2;8;77;10;1081;4;1;1;05;41;41;179,097332059308
104076;1;4;20;2;20;59;86;8621;1;9;1;05;41;41;85,2375398402779
104087;1;5;4;2;5;54;97;9700;3;1;1;05;27;27;20,2714579336803
104093;1;3;12;2;50;15;90;9001;4;5;1;05;20;20;37,8155029985091
104100;1;2;8;2;8;85;43;4321;1;3;1;05;50;50;160,470713884455
104119;1;2;26;1; ; ; ; ; ; ;1;05;27;27;45,147790262172
104141;1;1;8;2;8;43;38;3811;1;9;1;05;41;41;113,374434919059
104141;1;2;12;2;12;13;85;8530;1;6;1;05;41;41;113,374434919059
104143;1;3;4;2;6;03;42;4210;1;5;1;05;54;54;135,467442528253
104153;1;2;998;2;9;54;88;8890;4;1;1;05;15;15;78,7928521272365
104153;1;3;4;2;8;95;31;3110;4;3;1;05;15;15;78,7928521272365
104153;1;4;4;2;8;33;47;4719;1;4;1;05;15;15;78,7928521272365
104167;1;3;10;2;11;62;81;8130;1;4;1;05;27;27;95,2758522882974
104174;1;1;11;2;11;44;46;4620;4;1;1;05;23;23;169,281318758045
104182;1;3;2;2;10;54;97;9700;3;1;1;05;41;41;203,570020354918
104186;1;1;12;2;12;55;81;8121;4;1;1;05;73;73;234,489219593129
104192;1;2;12;2;20;13;85;8513;2;9;1;05;41;41;195,336436178505
104196;1;2;8;2;9;53;56;5611;1;4;1;05;63;63;97,4233713978111
104201;1;1;20;2;24;53;56;5611;1;3;1;05;66;66;208,267519462638
104203;1;3;8;2;8;93;41;4111;1;4;1;05;41;41;86,8507724748182
104214;1;3;16;2;16;45;47;4771;1;5;1;05;47;47;68,7235304697381
104223;1;1;2;2;10;98;49;4921;4;1;1;05;41;41;169,01478961397
104226;1;3;3;2;8;53;56;5611;4;3;1;05;15;15;62,3679617615025
104229;1;2;14;2;14;45;47;4759;1;3;1;05;73;73;213,562095754722
104229;1;3;20;2;20;37;84;8430;1;9;1;05;73;73;213,562095754722
104240;1;2;8;2;8;39;85;8544;2;9;1;05;41;41;145,921790761583
104244;1;1;4;2;8;98;56;5629;1;4;1;05;50;50;221,112339401886
104245;1;3;8;2;8;16;86;8621;4;4;1;05;68;68;901,225271538329
104260;1;2;2;2;2;59;86;8610;1;9;1;05;68;68;395,178019594187
104268;1;3;12;2;104;33;52;5221;1;2;1;05;41;41;137,648927926475
104270;1;3;20;2;100;45;47;4771;1;9;1;05;41;41;77,8249839918538
104292;1;1;8;2;8;95;41;4111;1;3;1;05;50;50;147,711248237924
104292;1;3;16;2;16;95;41;4111;1;2;1;05;50;50;147,711248237924
104302;1;3;4;1; ; ; ; ; ; ;1;05;54;54;169,459307853614
104312;1;3;50;2;50;37;47;4741;1;2;1;05;66;66;174,627857609492
104315;1;2;20;2;730;53;56;5611;1;4;1;05;41;41;100,582698478688
104315;1;4;16;2;20;62;47;4759;1;9;1;05;41;41;100,582698478688
104322;1;2;8;2;8;54;97;9700;3;1;1;05;41;41;177,377140945216
104335;1;3;6;2;6;81;31;3110;1;3;1;05;41;41;94,2844294028544
104335;1;4;12;2;12;55;86;8621;1;9;1;05;41;41;94,2844294028544
104340;1;4;998;2;998;13;85;8521;1;6;1;05;27;27;36,9391011235952
104371;1;2;6;2;6;45;19;1921;1;9;1;05;41;41;135,147965548901
104396;1;2;12;2;12;98;49;4923;1;9;1;05;66;66;127,432349976125
104408;2;1;18;2;18;98;49;4923;1;6;1;05;50;50;154,863757159497
104412;1;6;12;2;12;45;47;4755;1;3;1;05;41;41;113,630776383165
104419;1;3;4;2;9;44;68;6820;1;4;1;05;41;41;154,118201559604
104420;1;2;2;2;8;45;47;4755;4;1;1;05;41;41;137,543218919525
104427;1;1;8;2;8;79;14;1410;4;1;1;05;54;54;434,441884451541
104427;1;2;6;2;8;56;96;9601;4;1;1;05;54;54;434,441884451541
104427;1;3;52;1; ; ; ; ; ; ;1;05;54;54;434,441884451541
104431;1;3;20;2;20;97;52;5224;4;1;1;05;54;54;411,260744703367
104432;1;3;998;2;52;02;43;4321;4;8;1;05;68;68;1122,59300437816
104441;1;2;8;2;8;33;47;4771;1;7;1;05;20;20;209,512118960276
104443;1;2;8;2;8;39;95;9522;1;4;1;05;54;54;528,64927144997
104446;1;3;8;2;9;18;93;9311;4;1;1;05;41;41;149,641353022056
104450;1;2;8;2;8;35;06;0610;1;9;1;05;50;50;197,92494649135
104450;1;3;8;2;8;45;47;4771;1;2;1;05;50;50;197,92494649135
104454;1;1;12;2;12;55;81;8121;4;1;1;05;54;54;510,611230701788
104454;1;2;2;2;2;97;52;5224;4;1;1;05;54;54;510,611230701788
104455;1;2;5;2;10;98;49;4921;4;1;1;05;41;41;160,217248412465
104458;1;2;12;2;12;98;49;4921;4;1;1;05;44;44;59,7311050980875
104458;1;5;6;1; ; ; ; ; ; ;1;05;44;44;59,7311050980875
104461;1;2;8;2;24;53;56;5611;1;3;1;05;44;44;44,2147490611131
104461;2;1;999;2;8;95;31;3110;4;2;1;05;44;44;44,2147490611131
104468;1;1;2;2;8;95;41;4111;1;4;1;05;41;41;153,901434564883
104468;1;2;2;2;10;95;41;4111;1;4;1;05;41;41;153,901434564883
104474;1;2;8;1; ; ; ; ; ; ;1;05;54;54;694,666652581646
104483;1;1;3;2;8;97;49;4923;1;9;1;05;50;50;187,672946033832
104486;1;2;12;2;12;02;41;4112;4;2;1;05;41;41;214,461086094101
104487;1;1;12;2;12;95;41;4111;1;7;1;05;17;17;166,022050348509
104488;1;1;8;2;9;95;41;4111;4;2;1;05;17;17;56,3834869072654
104491;1;2;52;2;52;31;84;8412;2;9;1;05;41;41;124,242162175727
104494;1;1;3;2;4;55;68;6820;1;2;1;05;63;63;188,127861102911
104496;1;2;3;2;8;17;56;5630;1;4;1;05;54;54;198,34694388933
104496;1;3;4;2;8;86;56;5630;1;4;1;05;54;54;198,34694388933
104496;1;4;3;2;9;80;15;1522;4;1;1;05;54;54;198,34694388933
104496;1;5;1;2;8;58;56;5630;1;4;1;05;54;54;198,34694388933
104503;1;2;12;1; ; ; ; ; ; ;1;05;76;76;669,392645685192
104510;1;2;52;1; ; ; ; ; ; ;1;05;44;44;37,60308801856
104516;1;3;16;1; ; ; ; ; ; ;1;05;20;20;297,643079039812
104519;1;3;162;1; ; ; ; ; ; ;1;05;68;68;362,387365225596
104519;1;4;10;2;10;12;84;8421;2;9;1;05;68;68;362,387365225596
104519;1;8;10;2;10;01;21;2100;1;6;1;05;68;68;362,387365225596
104529;1;2;1;2;8;53;56;5611;1;5;1;05;27;27;81,7746042989735
104534;1;2;15;2;15;39;46;4659;1;9;1;05;41;41;137,379171453298
104535;1;1;5;2;8;44;68;6820;4;1;1;05;08;08;1961,28031845286
104537;1;1;8;2;8;06;86;8621;4;8;1;05;76;76;730,303413931875
104541;1;1;24;2;24;54;97;9700;3;1;1;05;08;08;640,31605590605
104541;1;2;2;2;2;44;61;6120;1;6;1;05;08;08;640,31605590605
104549;1;2;14;2;16;45;47;4772;1;4;1;05;66;66;368,280677917978
104550;1;1;8;2;8;59;81;8129;4;1;1;05;41;41;126,832391625893
104552;1;1;12;2;12;77;56;5619;4;2;1;05;44;44;87,9268306055727
104553;1;2;23;1; ; ; ; ; ; ;1;05;20;20;200,632882048583
104555;1;2;8;2;8;45;47;4771;1;9;1;05;68;68;610,481174135023
104574;1;2;3;2;5;95;41;4111;4;1;1;05;44;44;127,055213536423
104584;1;2;10;2;10;97;53;5320;4;1;1;05;68;68;237,240922219376
104584;1;3;108;1; ; ; ; ; ; ;1;05;68;68;237,240922219376
104589;1;1;8;2;8;98;49;4921;4;1;1;05;50;50;198,291786747619
104589;1;2;8;2;8;79;14;1410;1;6;1;05;50;50;198,291786747619
104589;1;3;8;2;16;84;45;4542;1;9;1;05;50;50;198,291786747619
104590;1;2;12;2;40;55;86;8621;1;5;1;05;44;44;87,9268306055727
104600;1;3;20;2;20;59;86;8621;1;8;1;05;41;41;108,721894833069
104607;1;4;10;2;10;98;49;4921;4;1;1;05;68;68;255,026950675353
104612;1;2;28;2;28;13;85;8512;4;4;1;05;50;50;192,79075312468
104627;1;1;5;2;5;54;97;9700;3;1;1;05;44;44;84,8861558629732
104627;1;2;3;2;60;18;93;9311;1;2;1;05;44;44;84,8861558629732
104661;1;1;10;2;28;41;47;4724;4;1;1;05;44;44;118,473484683845
104665;1;1;96;2;96;97;05;0510;1;9;1;05;20;20;209,683485490068
104671;1;1;6;2;7;97;47;4759;1;3;1;05;66;66;375,179606414484
104671;1;2;6;2;7;79;14;1410;1;9;1;05;66;66;375,179606414484
104675;1;2;18;2;26;21;35;3514;1;3;1;05;08;08;619,612365588592
104681;1;1;10;2;10;45;47;4759;4;2;1;05;44;44;149,404126801339
104681;1;2;12;2;165;13;85;8513;1;5;1;05;44;44;149,404126801339
104681;1;3;10;1; ; ; ; ; ; ;1;05;44;44;149,404126801339
104689;1;2;10;2;10;75;15;1513;4;2;1;05;44;44;140,855465260725
104691;1;2;10;2;10;97;52;5224;1;3;1;05;44;44;167,16773530481
104696;1;2;24;1; ; ; ; ; ; ;1;05;15;15;80,3957833901292
104698;1;6;6;2;8;53;56;5619;1;4;1;05;50;50;238,207570735001
104700;1;2;10;2;10;98;49;4921;1;1;1;05;44;44;124,05615844016
104700;1;4;10;2;10;98;49;4921;1;1;1;05;44;44;124,05615844016
104703;1;4;4;1; ; ; ; ; ; ;1;05;44;44;64,8925771233894
104712;1;2;7;2;7;33;47;4723;1;3;1;05;50;50;320,111844616986
104712;1;3;7;1; ; ; ; ; ; ;1;05;50;50;320,111844616986
104724;1;2;130;2;130;32;11;1101;1;9;1;05;15;15;42,5090274351805
104725;1;1;8;2;8;98;49;4923;4;1;1;05;50;50;192,137318637682
104725;1;4;8;2;8;98;49;4923;4;1;1;05;50;50;192,137318637682
104728;1;2;7;2;7;45;47;4769;1;3;1;05;66;66;294,970005877413
104737;1;1;2;2;5;95;41;4111;1;4;1;05;44;44;109,315990302166
104738;1;1;1;2;16;95;41;4111;1;4;1;05;44;44;78,3702014578171
104744;1;1;4;2;10;95;41;4111;4;3;1;05;20;20;185,678769436991
104744;1;4;4;2;24;45;47;4761;1;2;1;05;20;20;185,678769436991
104745;1;4;24;2;24;55;94;9491;1;2;1;05;20;20;93,7762818647947
104756;1;2;1;2;15;98;49;4921;4;1;1;05;44;44;47,555149058862
104800;1;2;2;2;6;87;25;2592;4;1;1;05;44;44;70,0392962329117
104800;1;3;2;2;12;54;88;8890;4;1;1;05;44;44;70,0392962329117
104810;1;2;1;1; ; ; ; ; ; ;1;05;27;27;74,1062213899286
104816;1;1;4;2;8;53;56;5619;4;1;1;05;44;44;187,301439273862
104816;1;3;8;2;440;45;56;5611;5;3;1;05;44;44;187,301439273862
104829;1;1;18;2;18;21;68;6820;1;5;1;05;20;20;48,3112433400518
104861;1;2;48;2;12;98;49;4921;1;9;1;05;50;50;193,9828827658
104866;1;1;7;2;7;16;74;7420;4;1;1;05;50;50;354,481015174418
104866;1;2;7;2;7;45;47;4721;1;2;1;05;50;50;354,481015174418
104882;1;1;998;2;8;95;42;4210;1;7;1;05;05;05;1073,56961341507
104884;1;2;4;2;5;45;46;4620;1;5;1;05;19;19;115,725649687186
104886;1;2;3;2;6;45;47;4773;4;1;1;05;76;76;1451,60415012523
104896;2;1;1;2;6;54;97;9700;3;1;1;05;76;76;877,644959615915
104899;1;5;2;2;2;58;47;4731;1;9;1;05;50;50;182,485425001929
104902;1;2;7;2;7;33;47;4773;1;3;1;05;15;15;192,367668044117
104903;1;1;6;2;24;98;36;3600;1;9;1;05;19;19;234,099197374635
104903;1;2;3;2;8;54;97;9700;3;1;1;05;19;19;234,099197374635
104903;1;3;2;2;10;62;01;0161;8;3;1;05;19;19;234,099197374635
104914;1;2;8;2;52;59;97;9700;3;2;1;05;13;13;375,35308374418
104919;1;4;5;2;10;95;42;4210;1;5;1;05;15;15;81,0172052294027
104940;1;1;2;2;8;97;46;4631;1;9;1;05;15;15;141,764637454017
104940;1;2;4;2;2;95;31;3110;1;6;1;05;15;15;141,764637454017
104942;1;1;8;2;16;58;68;6820;1;9;1;05;13;13;792,66147091669
104942;1;3;12;1; ; ; ; ; ; ;1;05;13;13;792,66147091669
104945;1;2;5;1; ; ; ; ; ; ;1;05;76;76;673,671848925495
104950;1;2;3;2;8;53;56;5611;4;1;1;05;54;54;340,406799708494
104955;1;2;16;2;20;58;68;6820;1;3;1;05;13;13;319,11940673906
104959;1;3;20;1; ; ; ; ; ; ;1;05;13;13;868,080095714123
104969;1;3;6;2;6;97;42;4210;1;8;1;05;05;05;1124,94047344533
104984;1;1;18;2;18;17;84;8412;4;9;1;05;68;68;312,37181724763
104990;1;1;4;2;8;45;56;5619;4;3;1;05;76;76;622,132237935859
104993;1;1;9;2;9;95;41;4111;4;1;1;05;76;76;608,045540652775
104995;1;3;8;2;8;77;10;1081;1;7;1;05;68;68;702,711869344589
104999;2;3;999;2;7;45;47;4789;4;1;1;05;76;76;563,290795720937
104999;3;2;4;2;7;33;64;6412;1;4;1;05;76;76;563,290795720937
105004;1;2;7;2;9;80;15;1522;4;1;1;05;68;68;318,782549842031
105004;2;1;7;2;7;41;47;4761;1;4;1;05;68;68;318,782549842031
105005;1;1;8;2;8;45;92;9200;4;9;1;05;13;13;992,423805313587
105012;1;2;18;2;18;39;84;8412;2;9;1;05;68;68;683,267087653055
105019;1;1;2;2;8;95;42;4210;1;4;1;05;76;76;442,862289323843
105023;1;1;12;2;12;98;49;4923;1;9;1;05;15;15;200,529516414653
105023;1;2;10;2;10;55;45;4530;1;6;1;05;15;15;200,529516414653
105025;1;2;36;2;48;54;81;8121;1;2;1;05;18;18;57,838981245953
105030;1;3;120;2;176;39;52;5229;1;6;1;05; ;76;2701,53847946546
105031;1;2;3;2;3;16;10;1040;1;5;1;05;68;68;513,23085256611
105034;1;1;3;2;4;57;96;9602;4;1;1;05;63;63;69,1585287561301
105041;1;1;3;2;3;95;41;4111;4;1;1;05; ;68;5301,31385904669
105041;1;3;12;2;12;95;41;4111;4;2;1;05; ;68;5301,31385904669
105043;1;1;8;2;10;95;41;4111;1;2;1;05;76;76;535,619236578538
105043;1;2;5;2;9;55;96;9602;1;2;1;05;76;76;535,619236578538
105047;1;1;18;2;10;54;88;8890;1;1;1;05;18;18;28,5415879442025
105048;1;1;8;2;8;02;74;7490;4;9;1;05;19;19;272,678562075432
105048;1;2;8;2;8;02;02;0240;4;9;1;05;19;19;272,678562075432
105050;1;1;3;2;15;97;86;8621;4;8;1;05;27;27;25,9221762270844
105051;1;1;4;2;12;54;97;9700;3;1;1;05; ;68;3729,1112203794
105059;1;1;20;2;20;21;84;8412;2;9;1;05;44;44;53,8386727588935
105060;1;1;8;2;8;55;81;8121;4;1;1;05;47;47;116,156465536476
105063;1;3;9;1; ; ; ; ; ; ;1;05;68;68;834,163986555272
105066;1;3;18;2;19;02;43;4322;1;6;1;05;17;17;244,964191058394
105067;1;1;16;2;18;98;42;4210;1;7;1;05;76;76;905,058017714088
105067;1;3;8;2;8;37;56;5619;1;4;1;05;76;76;905,058017714088
105068;1;3;6;2;12;13;85;8530;2;9;1;05;18;18;15,7231652357553
105071;1;1;4;2;8;95;41;4111;4;1;1;05;17;17;283,356944083219
105071;1;3;4;2;8;95;41;4111;4;1;1;05;17;17;283,356944083219
105074;1;3;4;2;4;95;41;4111;4;3;1;05;18;18;152,171032048147
105074;1;4;8;2;8;95;41;4111;4;3;1;05;18;18;152,171032048147
105083;1;1;4;2;7;97;42;4210;1;9;1;05;05;05;1054,9760693077
105083;1;6;2;2;7;03;85;8544;1;8;1;05;05;05;1054,9760693077
105090;1;2;12;2;4;45;47;4792;4;1;1;05;05;05;2519,01676065593
105092;1;2;5;1; ; ; ; ; ; ;1;05;19;19;74,9597767837686
105097;1;1;8;2;12;53;56;5630;1;3;1;05;47;47;464,625862145904
105102;1;2;12;2;18;45;47;4771;1;3;1;05;05;05;1178,30322913251
105104;1;3;14;2;18;71;00;0000;4;1;1;05;66;66;288,38898444763
105106;1;1;5;2;10;11;41;4111;4;1;1;05;63;63;80,0305303672923
105107;1;1;2;2;8;54;81;8121;4;1;1;05;15;15;149,040346624911
105115;1;1;16;2;28;19;84;8413;1;9;1;05;23;23;192,649190514378
105118;1;1;8;2;8;39;55;5511;1;4;1;05;18;18;77,8537150819557
105118;1;2;10;2;10;62;01;0141;1;4;1;05;18;18;77,8537150819557
105129;1;1;10;2;10;54;81;8121;4;1;1;05;18;18;103,085455737538
105129;1;3;8;2;32;33;47;4724;1;2;1;05;18;18;103,085455737538
105132;1;1;8;1; ; ; ; ; ; ;1;05;47;47;41,1332075821387
105133;1;3;6;2;8;53;56;5619;1;4;1;05;76;76;888,940388457142
105143;1;1;4;2;10;02;41;4111;1;6;1;05;63;63;67,4756679357565
105146;1;4;16;2;16;03;20;2023;1;7;1;05;76;76;1088,76943638982
105153;1;2;7;2;7;95;31;3110;1;5;1;05;63;63;121,519872010944
105156;1;1;4;2;8;95;42;4210;4;1;1;05;13;13;760,041891700736
105162;1;1;6;2;7;95;41;4112;4;1;1;05;47;47;186,850898078285
105162;1;2;6;2;8;54;97;9700;3;1;1;05;47;47;186,850898078285
105175;1;1;8;2;10;03;22;2229;1;7;1;05;76;76;1231,92424413064
105179;1;2;6;2;7;53;56;5619;1;4;1;05;13;13;215,695493806542
105199;1;2;5;2;8;77;56;5619;4;1;1;05;47;47;300,266642099028
105202;1;1;16;2;16;54;97;9700;3;1;1;05;05;05;806,587356918561
105204;1;1;1;2;1;87;36;3600;4;9;1;05;76;76;1135,63747558304
105204;1;2;8;2;8;45;47;4771;1;4;1;05;76;76;1135,63747558304
105204;1;5;8;2;8;95;41;4111;1;6;1;05;76;76;1135,63747558304
105204;1;6;8;2;10;77;10;1081;1;4;1;05;76;76;1135,63747558304
105205;1;2;4;2;12;45;47;4771;1;5;1;05;76;76;1046,9332563408
105206;1;4;26;2;26;85;96;9609;1;5;1;05;13;13;346,859263106808
105218;1;2;8;2;9;95;41;4111;1;2;1;05;76;76;877,232209136232
105221;1;3;8;2;8;55;55;5511;1;8;1;05;76;76;406,382290746935
105222;1;1;26;2;26;45;20;2023;1;9;1;05;13;13;305,088817457922
105225;1;1;6;2;10;45;46;4645;1;9;1;05;19;19;229,937265360835
105225;1;2;2;2;10;03;45;4520;1;3;1;05;19;19;229,937265360835
