directorio;secuencia_p;orden;Oficio;Rama2d_r4;Rama4d_r4;P6430;P6800;P6850;P6830;P3148;P6500;P6750;P6760;P6870;P6880;P6920;P6930;Oci;mes;area;dpto;fex_c_2011
110139;1;1;45;56;5619;4;48;30;7; ; ;200000;1;1;6;2; ;1;05;50;50;270,373879326963
110147;1;1;45;92;9200;4;20;20; ; ; ;100000;1;1;6;2; ;1;05;20;20;94,2263987344591
110148;1;1;84;45;4542;4;40;40; ; ; ;900000;1;1;1;2; ;1;05;27;27;194,718151280156
110149;1;1;80;15;1522;4;30;2;6;1; ;20000;1;1;1;2; ;1;05;66;66;296,524781673744
110149;2;1;41;47;4721;4;52;0;6;1; ;0;1;1;3;2; ;1;05;66;66;296,524781673744
110149;3;1;55;84;8412;4;72;72; ; ; ;1356000;1;4;7;3; ;1;05;66;66;296,524781673744
110151;1;2;03;33;3313;1;48;48; ; ;862000; ; ;7;5;1;1;1;05;50;50;257,216241698829
110155;1;1;95;41;4112;1;48;0;5;1;1400000; ; ;9;9;1;2;1;05;66;66;489,927672951972
110155;1;3;87;27;2711;1;48;24;6;1;1300000; ; ;9;7;1;2;1;05;66;66;489,927672951972
110156;1;2;77;10;1081;1;48;30;5;1;900000; ; ;4;7;1;1;1;05;20;20;117,293069505325
110158;1;1;77;47;4721;1;84;36;7; ;360000; ; ;6;7;2; ;1;05;50;50;299,008951143989
110162;1;1;45;56;5619;6;30;30; ; ; ; ; ;2;1;2; ;1;05;66;66;350,07925419321
110162;1;4;77;56;5619;4;40;40; ; ; ;350000;1;2;1;2; ;1;05;66;66;350,07925419321
110162;1;5;13;85;8559;1;40;40; ; ;1100000; ; ;6;11;1;1;1;05;66;66;350,07925419321
110164;1;2;58;80;8010;1;60;60; ; ;877803; ; ;9;7;1;2;1;05;27;27;22,6157761981195
110166;1;2;45;47;4792;4;45;10;6;1; ;35000;1;1;1;2; ;1;05;68;68;135,386030295068
110171;1;1;02;41;4111;4;48;48; ; ; ;2500000;1;6;7;1;2;1;05;66;66;584,611514515925
110171;1;2;59;96;9609;4;30;4;6;1; ;30000;1;1;5;2; ;1;05;66;66;584,611514515925
110171;1;3;37;96;9603;1;48;48; ; ;780000; ; ;4;4;1;1;1;05;66;66;584,611514515925
110172;1;1;03;28;2812;1;48;30;6;1;3000000; ; ;8;7;1;2;1;05;68;68;121,455597843803
110172;1;2;55;85;8544;1;44;25;6;1;1500000; ; ;9;7;1;2;1;05;68;68;121,455597843803
110173;1;1;81;95;9524;4;48;10;6;1; ;100000;1;1;1;2; ;1;05;20;20;146,752595109794
110174;1;2;71;08;0811;4;9;9; ; ; ;100000;1;2;8;2; ;1;05;68;68;935,432047660081
110174;1;5;45;56;5619;4;48;48; ; ; ;1000000;1;2;6;2; ;1;05;68;68;935,432047660081
110174;1;6;97;47;4752;1;48;48; ; ;500000; ; ;3;7;2; ;1;05;68;68;935,432047660081
110175;1;2;79;95;9529;4;20;10;7; ; ;150000;1;1;1;2; ;1;05;76;76;687,783580096643
110176;2;1;41;47;4724;4;48;48; ; ; ;600000;1;1;6;2; ;1;05;47;47;113,798697290192
110177;1;1;79;95;9529;4;48;48; ; ; ;650000;1;1;1;3; ;1;05;66;66;173,023542082573
110177;1;3;11;69;6920;4;48;48; ; ; ;1500000;1;1;1;2; ;1;05;66;66;173,023542082573
110177;1;4;41;47;4773;4;40;0;7; ; ;500000;1;1;1;3; ;1;05;66;66;173,023542082573
110179;1;2;55;81;8121;4;50;4;6;1; ;0;1;1;5;2; ;1;05;05;05;1428,65229216894
110180;1;2;03;85;8559;4;20;20; ; ; ;400000;1;1;1;2; ;1;05;68;68;530,732734174356
110185;2;1;03;33;3312;1;54;54; ; ;980000; ; ;7;7;1;1;1;05;76;76;1025,88951315385
110186;1;1;98;49;4923;1;48;24;6;1;0; ; ;2;4;2; ;1;05;50;50;261,314388942218
110187;1;3;45;47;4729;6;6;3;6;1; ; ; ;2;7;2; ;1;05;08;08;424,779500173115
110191;1;1;83;25;2511;4;48;30;6;1; ;0;1;1;7;2; ;1;05;50;50;257,216241698829
110193;1;2;41;47;4774;4;40;0;7; ; ;0;1;1;7;2; ;1;05;19;19;232,900615074513
110197;1;1;97;47;4711;1;48;48; ; ;877800; ; ;9;7;1;1;1;05;47;47;49,7083963136514
110198;1;1;95;41;4111;4;48;24;6;1; ;400000;1;1;9;2; ;1;05;68;68;132,179642050065
110198;1;2;77;56;5619;4;8;8; ; ; ;200000;1;1;1;2; ;1;05;68;68;132,179642050065
110199;1;1;06;86;8621;1;48;48; ; ; ; ; ;9;7;1;1;1;05;20;20;210,179336642486
110203;1;2;79;14;1410;1;48;48; ; ;877000; ; ;7;7;2; ;1;05;17;17;326,609496365203
110204;1;1;03;82;8220;1;48;48; ; ;877000; ; ;8;7;1;2;1;05;17;17;315,773846456774
110205;1;1;44;46;4620;4;50;50; ; ; ;3000000;1;1;6;2; ;1;05;18;18;41,0083808029731
110206;1;1;45;56;5611;1;48;16;7; ;360000; ; ;3;7;2; ;1;05;50;50;221,415889136999
110209;1;5;54;97;9700;3;70;70; ; ;400000; ; ;2;1;2; ;1;05;20;20;59,8110680226347
110209;1;6;54;97;9700;3;70;70; ; ;300000; ; ;2;1;2; ;1;05;20;20;59,8110680226347
110211;1;2;13;85;8521;2;30;72; ; ;2200000; ; ;9;1;1;3;1;05;19;19;60,7427963838938
110212;1;1;60;01;0141;1;60;60; ; ;900000; ; ;2;8;1;1;1;05;20;20;224,755722680628
110213;1;1;95;41;4111;4;50;0;5;1; ;0;1;1;2;2; ;1;05;18;18;80,890395424043
110213;1;2;45;56;5619;4;20;0;5;1; ;0;1;1;1;2; ;1;05;18;18;80,890395424043
110214;1;1;39;46;4663;1;54;36;6;1;1000000; ; ;5;7;1;1;1;05;08;08;430,546817039662
110214;1;2;19;94;9499;4;30;54; ; ; ;1700000;1;8;2;1;1;1;05;08;08;430,546817039662
110215;1;1;45;47;4789;4;80;20;6;1; ;150000;1;1;6;2; ;1;05;18;18;53,1757818996704
110218;1;3;62;84;8413;2;40;40; ; ;1200000; ; ;9;8;1;2;1;05;50;50;209,120952584324
110219;1;1;50;56;5611;1;48;48; ; ;900000; ; ;3;7;2; ;1;05;50;50;208,018908381858
110221;1;1;58;84;8422;2;70;40;5;1;1500000; ; ;9;7;1;3;1;05;18;18;95,5948561604466
110222;1;1;95;41;4111;1;24;24; ; ;150000; ; ;2;2;2; ;1;05;76;76;1137,59373714211
110222;2;1;90;27;2720;1;48;48; ; ;1200000; ; ;9;7;1;1;1;05;76;76;1137,59373714211
110222;3;1;57;96;9602;4;84;63;6;1; ;0;1;2;7;1;1;1;05;76;76;1137,59373714211
110227;1;6;03;84;8412;4;40;60; ; ; ;2000000;1;9;1;1;1;1;05;19;19;31,4567991472512
110228;1;1;45;61;6120;1;48;60; ; ;877000; ; ;9;5;1;1;1;05;17;17;326,374603908924
110229;1;1;13;85;8513;2;48;48; ; ;2800000; ; ;9;7;1;3;1;05;68;68;424,685710378292
110230;1;1;95;41;4111;4;50;1;5;1; ;40000;1;1;2;2; ;1;05;18;18;72,2125838894733
110230;1;2;88;32;3210;4;25;2;5;1; ;0;1;1;1;2; ;1;05;18;18;72,2125838894733
110231;1;1;53;56;5621;4;22;4;6;1; ;200000;1;1;1;2; ;1;05;18;18;23,6666932265166
110234;1;2;33;47;4752;1;70;50;6;1;900000; ; ;4;7;1;2;1;05;18;18;46,1051670711382
110234;1;3;38;61;6190;4;85;36;6;1; ;450000;1;1;1;2; ;1;05;18;18;46,1051670711382
110237;1;2;45;56;5619;4;42;12;6;1; ;200000;1;1;6;2; ;1;05;18;18;60,526728072084
110238;1;1;58;85;8530;1;48;0;5;1;1200000; ; ;8;7;1;1;1;05;20;20;209,195718166007
110241;1;1;45;92;9200;1;48;48; ; ;640000; ; ;9;7;1;1;1;05;50;50;251,301613904098
110241;1;2;59;96;9609;4;40;40; ; ; ;800000;1;1;2;2; ;1;05;50;50;251,301613904098
110246;1;1;98;49;4921;1;48;0;5;1;0; ; ;5;4;2; ;1;05;18;18;84,3451845856208
110247;1;1;80;95;9523;4;50;2;7; ; ;0;1;1;6;2; ;1;05;73;73;118,208349120538
110250;1;1;53;56;5611;1;54;54; ; ;300000; ; ;3;7;2; ;1;05;18;18;77,0743986146689
110253;1;1;87;23;2310;1;48;16;6;1;870000; ; ;2;7;2; ;1;05;76;76;1558,9436582169
110253;1;2;59;86;8622;1;48;30;6;1;877000; ; ;2;7;2; ;1;05;76;76;1558,9436582169
110259;1;1;13;85;8521;2;48;108; ; ;1800000; ; ;9;7;1;1;1;05;18;18;121,18576018674
110259;1;2;31;84;8413;2;48;50; ; ;1900000; ; ;7;7;1;2;1;05;18;18;121,18576018674
110259;1;3;06;86;8610;1;48;48; ; ;3600000; ; ;7;7;1;2;1;05;18;18;121,18576018674
110263;1;2;45;47;4775;1;40;40; ; ;480000; ; ;2;7;2; ;1;05;50;50;309,51663969171
110263;1;4;41;47;4775;5;40;40; ; ; ;480000;1;2;7;2; ;1;05;50;50;309,51663969171
110269;1;1;39;47;4731;1;48;48; ; ;877807; ; ;6;7;1;2;1;05;76;76;842,895535457804
110269;1;2;33;47;4731;1;48;48; ; ;877807; ; ;6;7;1;1;1;05;76;76;842,895535457804
110270;1;2;83;25;2511;4;30;30; ; ; ;800000;1;2;7;2; ;1;05;27;27;303,824106741571
110270;1;5;83;25;2511;4;30;30; ; ; ;800000;1;2;7;2; ;1;05;27;27;303,824106741571
110271;1;1;51;55;5511;5;30;0;7; ; ;0;1;4;7;1;2;1;05;50;50;205,482247319592
110272;1;3;83;28;2825;1;48;0;5;1;0; ; ;6;7;2; ;1;05;08;08;322,227141997133
110274;1;1;45;47;4781;4;45;45; ; ; ;350000;1;1;6;2; ;1;05;20;20;132,302394325606
110278;1;1;41;47;4719;4;70;0;5;1; ;0;1;2;7;2; ;1;05;08;08;447,746425644864
110278;1;2;79;14;1410;4;30;0;5;1; ;0;1;1;1;2; ;1;05;08;08;447,746425644864
110278;1;3;38;61;6190;4;78;0;5;1; ;0;1;1;7;1;1;1;05;08;08;447,746425644864
110278;1;4;13;85;8530;1;72;72; ; ;2000000; ; ;6;7;1;1;1;05;08;08;447,746425644864
110280;1;1;21;50;5021;1;48;48; ; ;877000; ; ;3;7;1;1;1;05;50;50;252,998513526799
110283;1;1;41;47;4723;4;48;0;7; ; ;0;1;1;1;2; ;1;05;50;50;250,36896827719
110283;1;2;39;50;5021;1;48;0;7; ;0; ; ;3;7;2; ;1;05;50;50;250,36896827719
110283;1;3;45;47;4752;1;48;48; ; ;0; ; ;3;7;1;1;1;05;50;50;250,36896827719
110284;1;1;41;47;4771;4;30;30; ; ; ;450000;1;2;1;1;1;1;05;20;20;127,723853103172
110284;1;2;41;47;4771;4;30;30; ; ; ;320000;1;2;1;2; ;1;05;20;20;127,723853103172
110285;1;1;02;47;4752;1;30;30; ; ;1100000; ; ;5;7;1;1;1;05;20;20;118,961052536111
110287;1;2;45;45;4511;1;48;25;6;1;0; ; ;4;7;1;1;1;05;73;73;190,962865954478
110297;1;2;57;96;9602;4;60;20;6;1; ;120000;1;1;2;2; ;1;05;68;68;114,844701568422
110297;1;5;58;80;8010;1;48;48; ; ;1200000; ; ;8;4;1;1;1;05;68;68;114,844701568422
110299;1;1;58;84;8423;2;84;84; ; ;1300000; ; ;9;4;1;3;1;05;47;47;218,276739373759
110302;1;1;55;85;8530;1;40;10;7; ;900000; ; ;8;7;1;2;1;05;27;27;30,7825842696627
110306;1;1;03;43;4321;4;60;0;7; ; ;600000;1;1;2;2; ;1;05;47;47;318,122211919718
110307;1;2;62;81;8130;4;12;12; ; ; ;150000;1;1;7;2; ;1;05;20;20;114,540209941335
110309;1;1;98;49;4923;1;84;0;7; ;0; ; ;9;4;1;1;1;05;47;47;218,276739373759
110309;1;2;45;47;4771;1;48;0;5;1;0; ; ;5;7;2; ;1;05;47;47;218,276739373759
110311;1;1;34;82;8219;4;16;4;6;1; ;200000;1;1;1;2; ;1;05;54;54;412,029373015116
110314;1;1;45;45;4530;1;60;40;6;1;1000000; ; ;9;5;1;1;1;05;23;23;271,397410534866
110315;1;3;13;85;8512;1;36;36; ; ;540000; ; ;5;7;2; ;1;05;19;19;131,721754333078
110316;1;1;83;31;3110;1;48;24;6;1;0; ; ;3;7;1;1;1;05;68;68;381,357969779269
110317;1;1;77;56;5619;4;30;0;7; ; ;0;1;1;1;2; ;1;05;47;47;244,001855846354
110318;1;1;54;97;9700;3;42;35;7; ;400000; ; ;1;2;2; ;1;05;27;27;22,6157761981195
110323;1;2;39;86;8610;1;48;48; ; ;877800; ; ;9;7;1;1;1;05;20;20;460,36142191549
110324;2;5;59;47;4773;1;8;5;6;1;980657; ; ;2;7;1;1;1;05;76;76;1006,67470114441
110325;1;1;58;80;8010;1;48;48; ; ;1200000; ; ;3;9;1;2;1;05;66;66;409,401964845208
110326;1;1;58;47;4752;1;48;48; ; ;877200; ; ;8;7;1;2;1;05;68;68;403,004456328779
110327;1;2;37;53;5320;4;20;15;6;1; ; ;1;1;5;2; ;1;05;70;70;164,657923195242
110330;1;1;13;85;8513;2;48;48; ; ;1820000; ; ;9;7;1;3;1;05;20;20;78,8033252418223
110330;1;2;12;69;6910;4;25;0;6;1; ;1000000;1;1;1;1;1;1;05;20;20;78,8033252418223
110330;1;5;45;47;4799;4;20;0;6;1; ;200000;1;1;1;2; ;1;05;20;20;78,8033252418223
110333;1;1;32;86;8692;1;35;24;6;1;670000; ; ;2;7;2; ;1;05;27;27;68,4057428214727
110336;1;2;94;47;4759;4;20;14;6;1; ;5000;1;1;1;2; ;1;05;63;63;255,343696991671
110336;1;3;94;47;4759;6;1;16; ; ; ; ; ;2;1;2; ;1;05;63;63;255,343696991671
110338;1;1;77;56;5619;4;10;10; ; ; ;250000;1;1;1;2; ;1;05;19;19;141,348409241895
110343;1;2;39;84;8412;2;48;20;6;1;1800000; ; ;9;7;1;2;1;05;70;70;47,9647954953109
110345;1;1;84;45;4520;1;48;0;5;1;800000; ; ;3;7;2; ;1;05;05;05;2758,90332289531
110346;1;2;95;41;4111;1;48;40;6;1;980000; ; ;7;9;1;1;1;05;50;50;292,873095131563
110347;1;1;98;49;4921;1;84;0;5;1;0; ; ;9;4;1;1;1;05;52;52;243,104869100398
110349;1;1;95;42;4210;1;48;48; ; ;1200000; ; ;6;9;1;1;1;05;05;05;2791,94140757197
110352;1;1;41;47;4711;4;60;60; ; ; ;500000;1;1;1;2; ;1;05;73;73;135,360128717953
110353;1;1;57;96;9602;4;40;0;5;1; ;0;1;1;7;2; ;1;05;68;68;308,176684750322
110354;1;1;97;28;2829;1;48;48; ; ;1000000; ; ;9;7;1;2;1;05;05;05;1728,44752463375
110354;1;2;75;14;1410;1;48;48; ; ;980000; ; ;7;7;1;2;1;05;05;05;1728,44752463375
110357;1;3;13;85;8530;1;35;35; ; ;1500000; ; ;6;7;1;2;1;05;68;68;249,903442937846
110357;1;4;34;36;3600;2;44;44; ; ;3200000; ; ;9;7;1;2;1;05;68;68;249,903442937846
110357;1;5;33;46;4659;1;44;44; ; ;3000000; ; ;6;7;1;1;1;05;68;68;249,903442937846
110358;1;1;55;84;8412;4;36;36; ; ; ;1327000;1;9;7;1;2;1;05;63;63;254,683392960076
110359;1;2;07;86;8610;1;48;48; ; ;2700000; ; ;8;7;1;1;1;05;19;19;182,517763713287
110361;1;2;39;84;8412;2;40;40; ; ;1250000; ; ;9;1;1;2;1;05;19;19;80,3234213947489
110361;1;3;13;85;8544;4;30;30; ; ; ;2800000;1;9;1;1;2;1;05;19;19;80,3234213947489
110362;1;1;41;47;4724;4;50;0;5;1; ;0;1;1;3;2; ;1;05;68;68;327,7195822677
110363;1;1;13;85;8530;1;35;40; ; ;1500000; ; ;8;7;1;1;1;05;73;73;175,867784127226
110365;1;1;41;47;4773;4;15;15; ; ; ;70000;1;1;1;2; ;1;05;76;76;897,374669983875
110366;1;2;45;47;4792;4;24;4;6;1; ;24000;1;1;5;2; ;1;05;63;63;202,573098217688
110367;1;1;54;88;8890;4;60;0;5;1; ;0;1;1;1;2; ;1;05;05;05;1584,92900186727
110367;1;2;58;68;6820;1;48;48; ; ;980000; ; ;5;7;1;2;1;05;05;05;1584,92900186727
110367;1;3;79;14;1410;1;48;48; ; ;979000; ; ;9;7;1;2;1;05;05;05;1584,92900186727
110370;1;1;54;88;8890;1;40;20;6;1;550000; ; ;8;1;1;1;1;05;13;13;426,732887504054
110370;1;2;53;56;5619;4;21;15;6;1; ;600000;1;2;1;2; ;1;05;13;13;426,732887504054
110370;1;3;53;56;5619;6;21;15;6;1; ; ; ;2;1;2; ;1;05;13;13;426,732887504054
110372;1;1;99;96;9609;4;30;30; ; ; ;150000;1;1;3;2; ;1;05;20;20;109,037015633392
110374;1;2;56;96;9601;4;20;0;6;1; ;0;1;1;2;2; ;1;05;08;08;346,148567520135
110375;1;1;45;47;4741;1;20;10;6;1;200000; ; ;2;7;2; ;1;05;19;19;155,923987570662
110376;2;1;80;47;4791;4;50;25;6;1; ;400000;1;3;7;2; ;1;05;68;68;364,871906555982
110378;1;1;45;47;4781;4;50;0;6;1; ;700000;1;1;6;2; ;1;05;23;23;210,779059002898
110378;1;2;45;47;4781;6;30;0;6;1; ; ; ;2;6;2; ;1;05;23;23;210,779059002898
110379;1;1;12;84;8415;2;48;48; ; ;6000000; ; ;9;7;1;2;1;05;19;19;113,306200275764
110380;1;2;30;35;3513;2;45;45; ; ; ; ; ;9;7;1;2;1;05;05;05;1378,74327946311
110380;1;3;03;46;4659;1;45;35;7; ; ; ; ;9;7;1;1;1;05;05;05;1378,74327946311
110382;1;3;39;86;8610;1;48;48; ; ;877803; ; ;4;7;1;1;1;05;63;63;144,99755026187
110385;1;1;13;85;8530;2;24;45; ; ;4000000; ; ;7;7;1;3;1;05;63;63;158,990070992117
110387;1;2;54;88;8890;1;40;35;6;1;877000; ; ;9;1;1;2;1;05;70;70;69,7542280568896
110388;1;1;56;55;5511;1;48;0;6;1;500000; ; ;9;7;1;1;1;05;13;13;394,050337627837
110388;1;2;77;11;1104;4;30;20;6;1; ;40000;1;1;1;2; ;1;05;13;13;394,050337627837
110388;1;3;32;45;4511;1;48;48; ; ;1300000; ; ;9;7;1;1;1;05;13;13;394,050337627837
110389;1;1;02;71;7110;4;50;0;7; ; ;0;1;1;1;2; ;1;05;73;73;293,572959237803
110389;1;2;02;36;3600;2;45;50; ; ; ; ; ;9;7;1;2;1;05;73;73;293,572959237803
110390;1;1;12;69;6910;4;40;4;6;1; ;150000;1;1;1;2; ;1;05;54;54;569,372327394632
110390;1;2;06;86;8610;1;48;48; ; ;6000000; ; ;9;7;1;2;1;05;54;54;569,372327394632
110392;1;2;07;86;8610;1;48;48; ; ;2075000; ; ;9;11;1;1;1;05;63;63;134,08369418389
110394;1;2;87;71;7110;1;48;48; ; ;1000000; ; ;5;7;1;2;1;05;76;76;472,417004510826
110395;1;1;41;47;4711;4;80;60;6;1; ;240000;1;1;1;2; ;1;05;44;44;29,0400006899645
110395;1;4;59;88;8890;1;50;50; ; ;1200000; ; ;8;1;1;1;1;05;44;44;29,0400006899645
110395;1;5;54;97;9700;3;50;50; ; ;300000; ; ;1;1;2; ;1;05;44;44;29,0400006899645
110396;1;1;99;45;4520;4;20;5;6;1; ;0;1;1;6;2; ;1;05;73;73;194,046049773368
110397;1;3;59;86;8610;1;48;0;1;2; ; ; ;9;7;1;2;1;05;05;05;1339,06324810494
110398;1;2;41;47;4722;4;6;2;6;1; ;500000;1;1;5;2; ;1;05;47;47;215,314343335225
110399;1;1;77;46;4620;1;48;48; ; ;877803; ; ;9;7;1;1;1;05;47;47;484,644530525987
110399;1;2;45;47;4724;4;18;12;7; ; ;100000;1;1;1;2; ;1;05;47;47;484,644530525987
110400;1;1;02;95;9511;4;20;10;6;1; ;600000;1;1;1;1;1;1;05;63;63;147,141537715589
110400;1;2;79;14;1410;4;1;20; ; ; ;50000;1;2;2;2; ;1;05;63;63;147,141537715589
110401;1;1;03;35;3512;1;48;48; ; ;877000; ; ;6;7;1;1;1;05;73;73;328,15071642728
110402;1;1;13;85;8530;2;40;40; ; ;2300000; ; ;9;7;1;2;1;05;27;27;19,9181427627229
110407;1;1;53;56;5619;1;48;48; ; ;980657; ; ;9;7;1;1;1;05;76;76;560,920227180573
110407;1;3;59;87;8730;1;72;72; ; ;1000000; ; ;4;7;1;1;1;05;76;76;560,920227180573
110408;1;1;83;80;8020;4;50;0;7; ; ;0;1;1;7;2; ;1;05;73;73;138,333004709542
110409;1;1;19;84;8413;4;48;48; ; ; ;2000000;1;9;7;1;2;1;05;27;27;19,9181427627229
110409;1;2;85;43;4321;4;50;20;7; ; ;1800000;1;2;2;1;2;1;05;27;27;19,9181427627229
110411;1;1;85;95;9522;4;24;0;7; ; ;40000;1;1;1;2; ;1;05;70;70;139,501646900659
110412;1;2;33;96;9603;1;48;48; ; ;880000; ; ;7;7;1;1;1;05;73;73;346,067644834436
110413;1;2;41;47;4771;4;60;0;6;1; ;0;1;1;7;2; ;1;05;66;66;318,210762755074
110414;1;1;37;53;5320;1;48;48; ; ;1000000; ; ;4;4;2; ;1;05;73;73;144,053711623752
110415;1;2;77;10;1081;1;48;48; ; ;877803; ; ;4;7;1;1;1;05;66;66;225,052815306888
110416;1;1;18;85;8530;1;35;35; ; ;1100000; ; ;6;7;1;2;1;05;47;47;251,664384046811
110416;1;2;32;01;0126;1;48;48; ; ;980657; ; ;7;7;1;2;1;05;47;47;251,664384046811
110417;1;1;32;84;8415;2;45;45; ; ;1600000; ; ;9;7;1;2;1;05;19;19;138,193281209278
110420;1;1;53;56;5619;4;40;16;6;1; ;60000;1;2;1;2; ;1;05;23;23;98,1572486989064
110420;1;2;53;56;5619;6;36;10;6;1; ; ; ;2;1;2; ;1;05;23;23;98,1572486989064
110421;1;1;03;95;9511;4;48;20;7; ; ;700000;1;1;1;2; ;1;05;27;27;19,9181427627229
110421;1;2;13;85;8530;1;36;36; ; ;2300000; ; ;9;7;1;2;1;05;27;27;19,9181427627229
110423;1;1;11;84;8415;2;48;48; ; ; ; ; ;9;7;1;2;1;05;05;05;1237,97261551468
110425;1;1;21;70;7020;4;48;50; ; ; ; ;1;1;7;1;1;1;05;76;76;618,256445977852
110428;1;2;95;42;4210;4;60;15;6;1; ;70000;1;1;2;2; ;1;05;13;13;574,889048738285
110428;1;4;03;86;8610;1;48;30;6;1;900000; ; ;8;7;1;1;1;05;13;13;574,889048738285
110429;1;1;55;95;9522;1;48;40;6;1;890000; ; ;3;7;1;2;1;05;66;66;555,384194745273
110429;1;2;98;23;2394;1;48;30;6;1;890000; ; ;9;4;1;1;1;05;66;66;555,384194745273
110430;1;1;57;96;9602;4;28;0;7; ; ;0;1;1;1;2; ;1;05;70;70;72,3808257105882
110434;1;1;44;47;4761;1;48;48; ; ;1000000; ; ;8;7;1;2;1;05;47;47;165,873663187701
110435;1;1;13;85;8559;4;30;6;6;1; ; ;1;1;1;2; ;1;05;20;20;104,517687361116
110436;1;1;16;73;7310;4;48;30;6;1; ;800000;1;2;7;2; ;1;05;13;13;351,640296167657
110436;1;2;21;47;4711;1;48;48; ; ;1200000; ; ;9;7;1;1;1;05;13;13;351,640296167657
110437;1;2;95;42;4210;1;48;48; ; ;877803; ; ;8;9;1;1;1;05;13;13;479,624616567078
110437;1;3;79;95;9524;4;40;40; ; ; ;100000;1;1;7;2; ;1;05;13;13;479,624616567078
110437;1;4;55;49;4923;1;48;48; ; ;877803; ; ;9;7;1;1;1;05;13;13;479,624616567078
110438;1;1;45;47;4781;4;54;35;6;1; ;140000;1;1;6;2; ;1;05;23;23;137,062945306223
110438;1;3;95;41;4111;4;40;0;5;1; ;0;1;1;9;2; ;1;05;23;23;137,062945306223
110444;1;3;21;94;9499;4;48;48; ; ; ;5000000;1;9;1;1;1;1;05;73;73;313,594515918788
110445;1;1;13;85;8530;2;28;40; ; ;2700000; ; ;9;7;1;3;1;05;47;47;225,082774736626
110445;1;2;13;85;8530;2;30;42; ; ;2700000; ; ;9;7;1;3;1;05;47;47;225,082774736626
110446;1;1;55;81;8121;4;30;15;6;1; ;150000;1;1;2;2; ;1;05;52;52;179,262019691091
110447;1;1;55;96;9609;1;40;0;5;1;0; ; ;3;7;1;1;1;05;68;68;435,220570588638
110448;1;1;41;47;4719;4;40;30;7; ; ;0;1;1;7;2; ;1;05;15;15;68,6327570226186
110448;1;2;13;85;8530;1;40;20;7; ; ; ; ;5;7;1;1;1;05;15;15;68,6327570226186
110449;1;1;45;47;4781;4;60;0;6;1; ;0;1;1;6;2; ;1;05;66;66;452,844379838621
110451;1;1;98;49;4921;4;72;40;7; ; ;400000;1;1;4;2; ;1;05;52;52;355,791991424627
110454;1;1;02;43;4321;4;30;0;6;1; ;0;1;1;5;1;2;1;05;68;68;668,437708486183
110454;1;2;12;82;8299;4;40;0;6;1; ;0;1;1;7;1;2;1;05;68;68;668,437708486183
110455;1;2;77;11;1104;4;30;25;6;1; ;45000;1;1;1;2; ;1;05;13;13;236,067077592265
110457;1;2;59;86;8610;1;48;40;6;1;887803; ; ;8;7;1;1;1;05;13;13;638,682379694547
110458;1;1;54;97;9700;3;40;40; ; ;0; ; ;1;2;2; ;1;05;70;70;42,5292267174811
110459;1;1;21;64;6412;1;40;40; ; ; ; ; ;8;7;1;1;1;05;15;15;134,242989539628
110460;1;1;39;23;2394;1;45;45; ; ;2000000; ; ;9;7;1;1;1;05;05;05;2660,16121840715
110464;1;1;58;49;4923;1;48;40;6;1;877803; ; ;9;4;1;2;1;05;05;05;1094,66621686953
110465;1;1;58;84;8423;2;50;50; ; ;3000000; ; ;9;6;1;3;1;05;13;13;441,862636005236
110468;1;1;95;41;4111;4;24;0;6;1; ;270000;1;1;2;2; ;1;05;13;13;320,522805807373
110468;1;3;97;52;5222;1;48;40;6;1;877803; ; ;9;7;1;1;1;05;13;13;320,522805807373
110470;1;2;44;65;6511;4;24;10;6;1; ;500000;1;1;1;2; ;1;05;73;73;165,739254422977
110471;1;2;79;14;1410;4;30;20;7; ; ;300000;1;1;1;2; ;1;05;52;52;177,321401718272
110473;1;1;98;49;4921;4;70;30;6;1; ; ;1;1;4;3; ;1;05;73;73;115,829088017178
110473;1;2;79;14;1410;4;25;0;6;1; ;0;1;1;1;2; ;1;05;73;73;115,829088017178
110475;1;1;77;56;5619;1;54;54; ; ;877000; ; ;4;7;1;2;1;05;63;63;81,7720908641867
110477;1;2;95;41;4112;4;50;50; ; ; ;600000;1;1;9;2; ;1;05;63;63;120,976383113349
110478;1;1;54;88;8890;4;24;24; ; ; ;180000;1;1;1;2; ;1;05;63;63;128,722042140076
110478;1;2;41;47;4752;4;60;0;5;1; ;0;1;1;7;2; ;1;05;63;63;128,722042140076
110478;1;3;95;41;4111;4;50;50; ; ; ;720000;1;1;9;2; ;1;05;63;63;128,722042140076
110481;1;2;79;14;1410;4;58;32;6;1; ;0;1;1;7;2; ;1;05;54;54;336,092595640934
110482;1;1;21;70;7020;4;40;40; ; ; ;3000000;1;1;7;2; ;1;05;05;05;3122,92871830474
110483;1;1;08;62;6201;4;48;48; ; ; ;2500000;1;1;1;1;1;1;05;68;68;375,610482825601
110483;1;2;39;85;8544;1;48;48; ; ;1500000; ; ;9;1;1;1;1;05;68;68;375,610482825601
110485;1;1;97;53;5320;4;20;20; ; ; ;200000;1;1;5;2; ;1;05;54;54;500,701722679956
110486;1;1;45;56;5619;4;48;10;6;1; ;300000;1;1;1;2; ;1;05;50;50;128,274908985591
110488;1;1;06;86;8621;1;48;48; ; ;6000000; ; ;9;7;1;1;1;05;05;05;1619,91203107999
