directorio;secuencia_p;orden;P7250;P7310;P7320;OFICIO2;RAMA2D_D_r4;RAMA4D_D_r4;P7350;P7360;dsi;mes;area;dpto;fex_c_2011
105071;1;1;4;2;8;95;41;4111;4;1;1;05;17;17;283,356944083219
105071;1;3;4;2;8;95;41;4111;4;1;1;05;17;17;283,356944083219
105083;1;1;4;2;7;97;42;4210;1;9;1;05;05;05;1054,9760693077
105083;1;6;2;2;7;03;85;8544;1;8;1;05;05;05;1054,9760693077
105090;1;2;12;2;4;45;47;4792;4;1;1;05;05;05;2519,01676065593
105102;1;2;12;2;18;45;47;4771;1;3;1;05;05;05;1178,30322913251
105104;1;3;14;2;18;71;00;0000;4;1;1;05;66;66;288,38898444763
105115;1;1;16;2;28;19;84;8413;1;9;1;05;23;23;192,649190514378
105133;1;3;6;2;8;53;56;5619;1;4;1;05;76;76;888,940388457142
105146;1;4;16;2;16;03;20;2023;1;7;1;05;76;76;1088,76943638982
105156;1;1;4;2;8;95;42;4210;4;1;1;05;13;13;760,041891700736
105175;1;1;8;2;10;03;22;2229;1;7;1;05;76;76;1231,92424413064
105179;1;2;6;2;7;53;56;5619;1;4;1;05;13;13;215,695493806542
105202;1;1;16;2;16;54;97;9700;3;1;1;05;05;05;806,587356918561
105204;1;1;1;2;1;87;36;3600;4;9;1;05;76;76;1135,63747558304
105204;1;2;8;2;8;45;47;4771;1;4;1;05;76;76;1135,63747558304
105204;1;5;8;2;8;95;41;4111;1;6;1;05;76;76;1135,63747558304
105204;1;6;8;2;10;77;10;1081;1;4;1;05;76;76;1135,63747558304
105205;1;2;4;2;12;45;47;4771;1;5;1;05;76;76;1046,9332563408
105206;1;4;26;2;26;85;96;9609;1;5;1;05;13;13;346,859263106808
105218;1;2;8;2;9;95;41;4111;1;2;1;05;76;76;877,232209136232
105221;1;3;8;2;8;55;55;5511;1;8;1;05;76;76;406,382290746935
105222;1;1;26;2;26;45;20;2023;1;9;1;05;13;13;305,088817457922
105251;1;1;5;2;7;95;41;4111;1;3;1;05;68;68;345,109534749769
105251;1;3;3;2;7;95;41;4111;1;3;1;05;68;68;345,109534749769
105253;1;1;8;2;8;54;97;9700;3;1;1;05;66;66;284,219529596245
105254;1;1;8;2;8;55;47;4754;1;5;1;05;76;76;628,26473715883
105254;1;3;9;2;9;45;47;4771;1;5;1;05;76;76;628,26473715883
105256;1;2;12;2;12;39;77;7730;1;7;1;05;66;66;204,242696994777
105264;1;1;4;2;8;97;47;4774;1;2;1;05;68;68;419,101290196466
105266;1;1;8;2;8;06;86;8621;1;9;1;05;05;05;988,480703711832
105270;1;2;98;2;28;53;56;5611;1;3;1;05;68;68;510,934724502479
105270;1;3;8;2;8;53;56;5619;1;2;1;05;68;68;510,934724502479
105274;1;2;24;2;55;44;46;4653;1;4;1;05;23;23;158,359768861306
105276;1;1;20;2;20;55;97;9700;3;1;1;05;66;66;371,648932731816
105276;1;2;8;2;8;98;49;4923;4;1;1;05;66;66;371,648932731816
105277;1;2;20;2;20;54;97;9700;3;1;1;05;23;23;150,957739598991
105310;1;2;4;2;32;99;45;4520;4;1;1;05;54;54;471,476237289653
105312;1;5;51;2;51;39;47;4711;1;4;1;05;76;76;1303,86942039273
105314;1;3;998;2;12;59;96;9609;4;1;1;05;66;66;282,53978676916
105315;1;1;20;2;20;13;85;8530;1;5;1;05;23;23;273,312465408923
105321;1;3;8;2;10;79;14;1410;1;4;1;05;05;05;1571,73964656535
105321;1;4;12;2;12;79;14;1410;1;7;1;05;05;05;1571,73964656535
105321;1;6;10;2;10;98;49;4921;1;2;1;05;05;05;1571,73964656535
105327;1;1;8;2;8;45;47;4772;1;2;1;05;52;52;298,003626974454
105330;1;3;4;2;3;58;28;2819;1;9;1;05;05;05;2519,01676065593
105346;1;1;3;2;8;53;56;5619;1;3;1;05;68;68;394,580709230934
105346;1;2;2;2;9;80;15;1522;1;5;1;05;68;68;394,580709230934
105351;1;4;10;2;10;32;47;4741;1;6;1;05;76;76;638,180408954611
105386;1;3;9;2;9;44;68;6820;4;1;1;05;05;05;1364,65737580914
105386;1;4;8;2;8;09;84;8412;4;9;1;05;05;05;1364,65737580914
105392;1;2;8;2;12;45;47;4792;4;1;1;05;05;05;3139,62514384115
105409;1;1;8;2;8;97;42;4210;1;6;1;05;52;52;349,453032087743
105413;1;3;16;2;16;21;86;8610;1;8;1;05;13;13;556,276323560997
105425;1;1;12;2;12;95;41;4111;1;2;1;05;23;23;108,690680575982
105432;1;1;8;2;9;55;81;8121;4;1;1;05;23;23;248,160442373426
105432;1;3;4;2;4;59;86;8610;1;9;1;05;23;23;248,160442373426
105438;1;1;8;2;12;33;56;5619;1;4;1;05;13;13;411,488732142402
105438;1;2;20;2;20;21;68;6820;4;1;1;05;13;13;411,488732142402
105440;1;3;10;2;10;45;47;4729;1;4;1;05;76;76;1506,07915985785
105440;1;4;10;2;10;81;47;4754;1;2;1;05;76;76;1506,07915985785
105442;1;1;8;2;8;55;81;8121;4;1;1;05;23;23;119,288326013623
105446;1;3;9;2;10;33;52;5221;4;9;1;05;05;05;2060,61756544424
105446;1;5;8;2;8;39;55;5511;1;9;1;05;05;05;2060,61756544424
105448;1;4;26;1; ; ; ; ; ; ;1;05;13;13;309,520852748965
105451;1;3;20;2;24;39;64;6412;1;9;1;05;66;66;194,309656457219
105452;1;2;3;2;7;54;97;9700;3;1;1;05;52;52;505,379563480148
105459;1;3;8;2;12;30;77;7730;1;4;1;05;76;76;761,457489289318
105460;1;2;20;2;20;39;86;8621;1;8;1;05;08;08;645,813090206648
105465;1;2;4;2;8;39;14;1410;1;6;1;05;05;05;2538,43640675732
105465;1;7;4;2;8;97;14;1410;1;6;1;05;05;05;2538,43640675732
105475;1;2;4;2;6;53;55;5511;1;7;1;05;13;13;813,387861168384
105478;1;1;4;2;7;45;47;4761;1;3;1;05;76;76;755,169093220983
105480;1;2;16;2;16;39;85;8544;4;9;1;05;05;05;1388,55629742215
105483;1;1;2;2;8;45;47;4781;4;1;1;05;54;54;390,868382374313
105484;1;4;8;2;9;92;13;1313;1;3;1;05;54;54;389,047240524402
105499;1;2;28;2;29;33;92;9200;1;9;1;05;08;08;1785,97026346599
105517;2;1;5;2;15;97;84;8412;2;8;1;05;68;68;434,125136318503
105520;1;3;12;2;12;95;41;4111;1;2;1;05;50;50;88,0281873917225
105523;1;2;12;2;8;39;88;8890;4;6;1;05;52;52;222,284904416953
105532;1;2;28;2;28;15;73;7310;4;1;1;05;13;13;171,10204476608
105541;1;1;16;2;16;38;82;8220;1;9;1;05;11;11;2181,39415583485
105553;1;1;7;2;9;85;45;4520;1;2;1;05;54;54;437,538376835151
105557;1;2;12;2;24;39;55;5511;1;5;1;05;13;13;769,600081511176
105557;1;3;998;1; ; ; ; ; ; ;1;05;13;13;769,600081511176
105557;1;5;30;2;30;97;10;1011;1;8;1;05;13;13;769,600081511176
105567;1;1;4;2;4;85;95;9522;1;7;1;05;11;11;2144,24549389056
105572;1;3;998;1; ; ; ; ; ; ;1;05;68;68;482,93704484779
105595;1;4;4;2;5;38;82;8220;1;9;1;05;66;66;137,989284918362
105596;1;4;8;2;8;99;45;4542;1;3;1;05;73;73;429,376028741746
105598;1;1;4;2;7;95;41;4111;1;5;1;05;68;68;325,139082049374
105598;1;6;1;2;6;95;41;4111;1;3;1;05;68;68;325,139082049374
105600;1;2;72;2;72;32;85;8553;4;9;1;05;66;66;397,293522306465
105601;1;3;52;2;52;39;46;4659;1;6;1;05;13;13;174,487627669306
105602;1;1;5;2;6;95;41;4111;4;1;1;05;54;54;148,897431472329
105611;1;1;28;2;28;21;61;6190;1;2;1;05;13;13;82,8830329153599
105620;1;1;10;2;11;44;68;6820;4;1;1;05;68;68;877,092833967026
105622;1;1;12;2;12;77;56;5619;4;1;1;05;23;23;253,198575000371
105632;1;4;6;1; ; ; ; ; ; ;1;05;05;05;524,051913250357
105632;1;6;6;1; ; ; ; ; ; ;1;05;05;05;524,051913250357
105633;1;3;4;2;4;19;86;8621;1;8;1;05;68;68;406,151273459867
105633;2;1;5;2;5;45;47;4782;4;1;1;05;68;68;406,151273459867
105633;2;2;5;2;5;45;56;5619;4;2;1;05;68;68;406,151273459867
105635;1;2;7;2;7;95;41;4111;1;2;1;05;76;76;760,058287784253
105635;2;2;18;2;18;97;46;4631;1;6;1;05;76;76;760,058287784253
105646;1;1;6;2;8;41;47;4773;4;1;1;05;13;13;730,598109246321
105655;1;2;8;2;8;45;47;4755;1;2;1;05;52;52;235,191902896767
105657;1;2;34;2;34;39;46;4659;1;7;1;05;13;13;219,306285701801
105660;1;3;4;2;8;17;96;9609;4;1;1;05;66;66;375,806422938308
105662;1;1;8;2;9;92;13;1313;1;3;1;05;54;54;413,433460073391
105666;1;3;16;2;16;03;61;6190;1;9;1;05;13;13;327,567639368766
105673;1;2;10;2;10;79;13;1392;4;1;1;05;76;76;942,946867754635
105676;1;2;4;2;4;55;81;8121;1;9;1;05;73;73;239,323461387154
105679;1;2;10;2;10;45;47;4773;1;9;1;05;23;23;194,172160472534
105685;1;1;8;2;8;53;56;5619;1;3;1;05;11;11;2712,4776484813
105686;1;1;8;2;8;54;97;9700;3;1;1;05;23;23;333,080616768341
105686;1;2;8;2;8;45;47;4781;4;1;1;05;23;23;333,080616768341
105686;1;4;8;2;8;99;45;4520;4;1;1;05;23;23;333,080616768341
105692;1;2;20;2;20;03;38;3830;1;6;1;05;08;08;425,960601082818
105693;1;3;4;2;8;21;84;8412;4;9;1;05;52;52;99,0516927516306
105701;1;3;6;2;36;53;56;5629;1;9;1;05;05;05;890,939614482373
105715;1;1;9;2;10;57;96;9602;5;2;1;05;73;73;188,496843335415
105720;1;2;52;2;52;54;97;9700;3;1;1;05;76;76;670,071652596331
105720;1;3;8;2;4;58;84;8423;2;9;1;05;76;76;670,071652596331
105725;1;1;12;2;28;54;55;5511;1;9;1;05;05;05;3736,31819032012
105737;2;1;12;2;12;53;56;5611;1;6;1;05;05;05;741,752774167813
105743;1;1;28;2;28;54;81;8121;4;1;1;05;05;05;422,152930118343
105743;1;2;12;2;52;32;47;4771;1;5;1;05;05;05;422,152930118343
105743;1;7;8;2;12;44;15;1521;1;9;1;05;05;05;422,152930118343
105757;1;2;8;2;8;58;32;3290;1;2;1;05;68;68;488,787877365042
105760;1;1;156;2;152;44;68;6820;1;9;1;05;52;52;146,587323960557
105762;1;4;30;2;52;90;22;2229;1;9;1;05;05;05;776,728912377481
105764;1;2;12;2;15;98;49;4921;4;1;1;05;50;50;176,957581255611
105765;1;2;12;2;14;54;97;9700;3;1;1;05;11;11;1101,50204385614
105772;1;1;24;2;30;53;56;5619;1;7;1;05;76;76;622,132237935859
105776;1;2;10;2;10;45;47;4771;1;3;1;05;66;66;147,651039330373
105787;1;1;4;2;4;54;97;9700;3;1;1;05;11;11;2389,06756093688
105787;1;2;8;2;48;33;56;5611;1;5;1;05;11;11;2389,06756093688
105787;1;9;48;2;48;97;20;2023;1;9;1;05;11;11;2389,06756093688
105789;1;4;8;2;32;03;06;0610;1;9;1;05;13;13;233,815150067447
105795;1;2;2;2;8;18;85;8552;4;7;1;05;17;17;214,734185719511
105813;1;2;16;2;20;53;56;5611;1;3;1;05;11;11;1199,11869846269
105813;1;3;4;2;8;59;86;8622;1;2;1;05;11;11;1199,11869846269
105835;1;2;7;2;7;45;56;5613;1;2;1;05;17;17;151,19105627006
105842;1;1;8;2;8;53;56;5611;1;3;1;05;17;17;474,47618932789
105847;1;1;10;2;40;59;88;8890;1;1;1;05;17;17;184,965002912084
105847;1;2;6;2;15;45;47;4711;1;2;1;05;17;17;184,965002912084
105850;1;1;6;2;6;45;14;1410;1;8;1;05;05;05;1022,75134624494
105856;1;3;99;2;99;13;85;8530;1;6;1;05;17;17;147,282328725252
105870;1;1;2;2;8;97;52;5224;4;1;1;05;76;76;1030,97754674817
105880;1;2;2;2;8;95;31;3110;1;2;1;05;05;05;1403,0248463551
105883;1;2;8;1; ; ; ; ; ; ;1;05;68;68;434,135842808568
105884;1;1;9;2;10;03;25;2599;1;9;1;05;05;05;695,226516510017
105899;1;1;4;2;4;54;97;9700;3;1;1;05;17;17;493,98071406518
105899;1;2;16;1; ; ; ; ; ; ;1;05;17;17;493,98071406518
105899;1;5;8;2;8;45;47;4771;1;3;1;05;17;17;493,98071406518
105914;1;1;7;2;9;84;45;4520;1;7;1;05;05;05;2375,07205667511
105914;1;6;8;2;12;84;45;4520;1;7;1;05;05;05;2375,07205667511
105926;1;4;20;2;20;80;47;4759;1;6;1;05;05;05;934,671172776075
105929;1;2;10;2;12;39;47;4721;2;3;1;05;66;66;61,9313888682327
105931;1;1;2;2;4;90;22;2221;1;7;1;05;17;17;102,260460273072
105936;1;1;48;2;48;12;69;6910;4;1;1;05;11;11;2503,03369473491
105936;1;2;20;2;20;44;84;8430;1;9;1;05;11;11;2503,03369473491
105941;1;1;190;2;190;03;84;8412;2;9;1;05;11;11;2295,14607399191
105948;1;4;20;2;20;33;86;8621;1;9;1;05;17;17;418,805347405649
105948;1;5;20;2;20;84;22;2229;1;9;1;05;17;17;418,805347405649
105951;1;3;16;2;16;41;47;4759;4;1;1;05;11;11;3126,51378830697
105951;1;4;19;1; ; ; ; ; ; ;1;05;11;11;3126,51378830697
105953;1;2;8;2;8;03;95;9511;1;6;1;05;11;11;3090,70020839379
105954;1;3;6;2;8;59;86;8699;4;1;1;05;17;17;270,640737154874
105954;1;7;12;2;50;53;56;5619;1;3;1;05;17;17;270,640737154874
105954;1;9;2;2;3;53;56;5611;1;2;1;05;17;17;270,640737154874
105957;1;1;72;2;72;98;49;4921;4;1;1;05;17;17;238,830116641267
105970;1;1;10;2;10;95;31;3110;1;2;1;05;68;68;357,581387844483
105981;1;1;8;2;10;84;45;4520;1;2;1;05;05;05;2465,43974170775
106000;1;1;12;2;12;38;82;8220;1;9;1;05;23;23;136,697671279188
106006;1;2;12;2;15;95;41;4111;1;5;1;05;50;50;112,190426050064
106022;1;2;6;2;8;41;47;4724;4;1;1;05;66;66;184,218605678065
106025;1;1;2;2;8;45;47;4771;1;2;1;05;76;76;1370,78341331598
106037;1;1;8;2;8;97;52;5210;1;4;1;05;11;11;1030,57137065688
106045;1;2;5;2;8;54;97;9700;3;1;1;05;66;66;126,207226559079
106045;1;3;28;2;30;98;49;4921;1;2;1;05;66;66;126,207226559079
106050;1;2;1;2;8;19;74;7490;4;9;1;05;52;52;140,213513544213
106054;1;1;4;2;9;02;41;4111;4;9;1;05;52;52;319,45417883357
106084;1;3;4;2;6;80;15;1522;1;3;1;05;17;17;267,472534596461
106097;1;1;25;2;27;21;46;4659;1;4;1;05;11;11;1945,12861645958
106117;1;3;8;2;8;95;41;4111;1;2;1;05;76;76;600,865244175825
106122;1;2;10;2;10;45;58;5813;1;4;1;05;13;13;273,518189999915
106127;1;3;10;2;10;21;90;9008;1;5;1;05;08;08;685,403477609902
106131;1;1;3;2;10;55;81;8121;4;1;1;05;54;54;194,886267827352
106131;1;4;5;2;12;41;46;4649;4;1;1;05;54;54;194,886267827352
106138;1;1;8;2;8;54;97;9700;3;1;1;05;17;17;92,8216681426347
106151;1;1;8;2;10;77;56;5611;1;4;1;05;50;50;79,8902448537042
106162;2;1;9;2;8;98;49;4921;4;1;1;05;68;68;467,788075331739
106164;1;2;24;2;24;45;46;4631;1;5;1;05;73;73;204,471775436334
106171;1;2;3;2;24;79;14;1410;4;1;1;05;54;54;182,088084059689
106175;1;3;52;2;52;45;47;4771;1;4;1;05;52;52;210,346553417833
106202;1;2;7;2;9;95;41;4111;4;1;1;05;54;54;278,002468932683
106202;2;1;7;2;9;95;41;4111;4;1;1;05;54;54;278,002468932683
106205;1;3;8;2;8;93;43;4330;4;1;1;05;17;17;102,068412940998
106220;1;1;12;2;12;79;14;1410;1;9;1;05;17;17;186,279133935606
106227;1;1;10;2;10;33;49;4921;1;9;1;05;52;52;97,241947640159
106228;1;1;8;2;8;97;52;5224;4;1;1;05;68;68;430,703842625361
106228;1;4;8;2;8;53;56;5630;1;2;1;05;68;68;430,703842625361
106228;2;1;8;2;8;97;52;5224;4;1;1;05;68;68;430,703842625361
106239;1;1;6;2;9;98;49;4923;4;1;1;05;73;73;631,797182373597
106240;1;2;20;2;20;32;64;6412;1;9;1;05;52;52;295,673979534538
106242;1;1;7;2;9;53;56;5613;1;3;1;05;17;17;216,885803376778
106243;1;3;20;2;19;39;73;7320;4;6;1;05;08;08;523,144695155313
106247;1;1;3;2;8;54;97;9700;3;1;1;05;52;52;210,582214655776
106282;1;2;3;2;10;95;41;4111;4;1;1;05;52;52;84,2675423018633
106284;1;1;8;2;8;62;01;0161;8;1;1;05;73;73;239,131323020307
106285;1;2;52;2;65;45;47;4771;1;9;1;05;73;73;191,826951320788
106299;1;1;12;2;12;54;81;8121;4;1;1;05;05;05;734,327587359694
106299;1;3;12;2;12;54;97;9700;3;1;1;05;05;05;734,327587359694
106305;1;2;16;2;9;97;52;5224;4;1;1;05;08;08;586,284651422409
106322;1;1;4;2;9;59;55;5511;1;6;1;05;17;17;115,865069828721
106322;1;2;2;2;8;13;85;8559;4;1;1;05;17;17;115,865069828721
106329;1;1;8;2;8;53;55;5511;1;4;1;05;23;23;205,930569479825
106331;1;1;4;2;10;85;43;4321;4;1;1;05;54;54;178,708049156852
106331;1;6;30;2;150;13;85;8530;2;9;1;05;54;54;178,708049156852
106331;1;7;4;2;10;45;46;4631;4;1;1;05;54;54;178,708049156852
106340;1;2;24;2;54;19;94;9499;2;9;1;05;52;52;156,773169479957
106343;1;1;8;2;8;95;41;4111;4;1;1;05;05;05;3035,60918176271
106343;1;3;12;2;24;38;82;8220;1;9;1;05;05;05;3035,60918176271
106353;1;1;8;2;8;54;97;9700;3;1;1;05;66;66;425,343861251843
106358;1;1;2;2;8;39;56;5629;1;9;1;05;11;11;1933,98539560011
106368;1;2;4;2;20;54;88;8890;1;2;1;05;11;11;947,742873103787
106370;1;1;6;2;8;59;92;9200;1;6;1;05;05;05;1126,76005660577
106388;1;2;6;2;8;33;69;6920;1;3;1;05;11;11;1032,57235709733
106395;1;2;16;2;28;39;46;4663;1;6;1;05;05;05;698,154433040487
106395;1;4;8;2;8;45;47;4771;1;4;1;05;05;05;698,154433040487
106397;1;3;18;2;21;45;47;4769;1;4;1;05;05;05;1377,20076909025
106409;1;2;12;2;12;45;47;4719;1;4;1;05;11;11;2971,19454559596
106421;1;1;5;2;10;45;47;4781;4;1;1;05;54;54;277,640987212512
106429;1;2;2;2;9;54;97;9700;3;1;1;05;17;17;281,875044055397
106429;1;3;2;2;9;77;10;1082;1;9;1;05;17;17;281,875044055397
106429;1;5;3;2;9;59;96;9609;4;1;1;05;17;17;281,875044055397
106457;1;2;2;2;8;95;41;4111;1;3;1;05;68;68;361,800388247994
106470;1;1;9;2;8;87;43;4322;4;1;1;05;73;73;218,309590077483
106472;1;1;8;2;2;53;56;5611;1;2;1;05;17;17;312,207472186752
106493;1;2;4;2;10;45;46;4632;1;8;1;05;52;52;67,7288428490659
106493;1;4;8;2;10;39;86;8621;1;9;1;05;52;52;67,7288428490659
106498;1;2;52;2;52;32;47;4774;1;4;1;05;66;66;119,224952408698
106511;1;2;20;2;20;33;47;4711;1;9;1;05;68;68;381,60033796439
106516;1;1;8;2;8;21;45;4520;4;1;1;05;54;54;551,35796255469
106516;1;3;8;2;8;53;56;5619;4;1;1;05;54;54;551,35796255469
106516;1;4;8;2;8;84;45;4520;4;1;1;05;54;54;551,35796255469
106517;1;2;10;2;10;11;69;6920;4;1;1;05;52;52;235,845520332535
106521;1;1;8;2;16;59;86;8621;1;8;1;05;08;08;810,750979919169
106522;1;1;28;2;52;03;64;6412;1;9;1;05;05;05;749,183424366728
106533;1;1;156;2;104;02;61;6190;1;9;1;05;66;66;120,667931450195
106534;1;1;2;2;9;79;14;1410;4;1;1;05;54;54;784,611789407568
106534;1;3;12;2;20;57;96;9602;4;1;1;05;54;54;784,611789407568
106535;1;1;11;2;11;33;10;1081;1;4;1;05;76;76;1105,83423176371
106537;1;3;8;2;8;41;47;4759;4;1;1;05;23;23;131,74550874459
106547;1;1;3;2;12;53;56;5619;4;1;1;05;54;54;328,293822139254
106547;1;2;4;2;16;45;56;5619;4;1;1;05;54;54;328,293822139254
106564;1;1;2;2;2;55;81;8121;1;9;1;05;68;68;392,387928094964
106567;1;3;8;2;8;77;56;5611;1;5;1;05;05;05;1124,94047344533
106576;1;2;8;2;8;98;49;4921;4;1;1;05;66;66;318,028440600814
106601;1;1;4;2;10;79;14;1410;1;2;1;05;54;54;77,6965590554765
106608;1;2;1;2;2;56;96;9601;1;8;1;05;11;11;2430,91865300888
106610;1;2;6;2;32;55;81;8121;4;1;1;05;52;52;418,820613325706
106611;1;1;4;2;10;41;47;4759;4;1;1;05;54;54;238,030076537926
106611;2;1;3;2;10;95;41;4111;4;1;1;05;54;54;238,030076537926
106620;1;1;20;2;20;55;81;8121;4;1;1;05;54;54;406,926833488192
106620;1;6;8;2;8;95;41;4111;4;1;1;05;54;54;406,926833488192
106620;1;8;8;2;8;77;10;1081;1;8;1;05;54;54;406,926833488192
106625;1;3;10;1; ; ; ; ; ; ;1;05;17;17;184,965002912084
106630;1;2;8;2;8;53;56;5611;1;4;1;05;73;73;283,163400897344
106632;1;4;8;2;8;41;47;4771;4;1;1;05;54;54;304,526199759759
106638;1;2;20;2;32;54;97;9700;3;1;1;05;54;54;413,042725734343
106662;1;2;9;2;9;90;22;2229;1;7;1;05;11;11;3184,75724632753
106662;1;3;8;2;8;58;80;8010;1;4;1;05;11;11;3184,75724632753
106669;1;2;8;2;8;53;56;5611;1;2;1;05;23;23;324,250134284165
106690;1;2;8;2;8;98;10;1040;4;1;1;05;66;66;237,692669536603
106717;1;2;2;2;6;57;96;9609;4;1;1;05;76;76;909,624881888413
106717;1;3;2;2;6;33;69;6920;1;2;1;05;76;76;909,624881888413
106718;1;1;10;2;10;03;21;2100;1;8;1;05;11;11;4222,35811098597
106726;1;2;13;2;15;55;81;8121;1;2;1;05;11;11;2071,80572243625
106732;1;3;4;2;8;98;49;4921;1;2;1;05;05;05;2350,91189558748
106736;1;2;104;1; ; ; ; ; ; ;1;05;68;68;465,081347410519
106741;1;1;3;2;8;40;47;4774;1;3;1;05;76;76;706,64299075752
106754;1;1;4;2;4;80;15;1521;4;1;1;05;68;68;383,857713981394
106760;2;1;3;2;6;79;14;1410;1;5;1;05;76;76;1389,60552887317
106766;1;2;3;2;8;41;47;4781;4;1;1;05;54;54;673,682858829917
106766;1;3;8;2;10;93;31;3110;4;1;1;05;54;54;673,682858829917
106768;1;1;4;2;6;59;97;9700;3;1;1;05;11;11;1600,01120043871
106769;1;3;8;2;8;45;47;4711;1;2;1;05;23;23;90,3453424067053
106784;1;1;9;2;9;50;56;5611;4;2;1;05;73;73;216,604891588542
106784;1;2;8;2;8;50;56;5611;4;2;1;05;73;73;216,604891588542
106795;1;1;8;2;10;95;41;4111;1;2;1;05;11;11;1499,14755466641
106795;1;2;10;2;10;54;97;9700;3;1;1;05;11;11;1499,14755466641
106795;1;3;4;2;13;44;64;6412;1;9;1;05;11;11;1499,14755466641
106802;1;3;24;2;24;45;92;9200;1;2;1;05;66;66;103,447306494329
106802;1;4;10;2;10;58;52;5221;1;2;1;05;66;66;103,447306494329
106802;1;5;10;2;10;45;47;4723;1;3;1;05;66;66;103,447306494329
106804;1;3;72;2;72;58;47;4723;1;8;1;05;05;05;738,612136839451
106807;1;1;5;2;62;55;85;8530;1;9;1;05;54;54;438,936748436792
106807;1;4;2;2;12;53;56;5629;4;1;1;05;54;54;438,936748436792
106812;1;1;999;1; ; ; ; ; ; ;1;05;73;73;215,55817673819
106812;1;2;8;2;8;21;96;9602;4;2;1;05;73;73;215,55817673819
106812;1;3;8;2;8;57;96;9602;4;2;1;05;73;73;215,55817673819
106829;1;1;28;2;28;83;25;2511;1;2;1;05;50;50;278,448793639975
106829;1;2;24;2;24;03;42;4210;1;8;1;05;50;50;278,448793639975
106831;1;2;8;2;8;33;56;5630;6;4;1;05;17;17;359,035558523022
106841;1;2;8;2;8;54;97;9700;3;1;1;05;17;17;271,321448763552
106849;1;2;9;2;9;45;46;4642;1;2;1;05;11;11;2682,83451569375
106850;1;2;12;2;24;19;85;8544;4;9;1;05;05;05;757,974499464092
106853;1;3;8;2;10;12;69;6910;4;1;1;05;23;23;136,478533075325
106859;1;4;8;2;8;53;56;5611;1;3;1;05;11;11;3278,60505554252
106861;1;2;104;1; ; ; ; ; ; ;1;05;11;11;1964,05478949396
106862;1;2;12;2;16;13;85;8530;2;9;1;05;05;05;1765,62724675186
106864;1;2;2;2;8;53;56;5611;1;2;1;05;17;17;191,489070919273
106872;1;1;10;2;15;95;43;4330;1;3;1;05;50;50;277,789740912936
106873;1;1;8;2;9;53;56;5619;1;2;1;05;05;05;1221,64818078266
106876;1;2;52;1; ; ; ; ; ; ;1;05;17;17;208,353853639367
106880;1;3;4;2;4;59;86;8610;1;9;1;05;08;08;777,177263312771
106888;1;1;8;2;8;53;10;1081;1;8;1;05;73;73;508,82686874506
106888;1;2;8;2;10;95;41;4111;4;1;1;05;73;73;508,82686874506
106900;1;2;8;2;10;95;41;4111;1;6;1;05;50;50;230,255521814453
106900;1;4;10;2;10;84;45;4520;4;1;1;05;50;50;230,255521814453
106904;1;2;4;2;10;53;56;5611;1;4;1;05;05;05;1104,70288559353
106926;1;1;20;2;20;17;60;6010;1;9;1;05;11;11;2487,19827914626
106927;1;1;8;2;9;53;56;5621;4;1;1;05;05;05;922,107329233748
106949;1;4;192;2;192;54;55;5511;1;8;1;05;13;13;213,163347578915
106959;1;1;8;2;9;45;47;4771;1;2;1;05;50;50;386,12885978601
106961;1;2;8;2;8;45;47;4711;1;2;1;05;68;68;787,150726043794
106970;1;2;12;2;12;15;11;1104;1;9;1;05;52;52;72,746554934823
106978;1;3;12;2;12;54;97;9700;3;1;1;05;52;52;131,490294248867
106987;1;2;4;2;8;45;47;4724;4;1;1;05;11;11;2659,16944464418
106992;1;1;4;2;7;54;97;9700;3;2;1;05;17;17;211,844513482024
107002;1;2;4;2;16;77;56;5611;1;3;1;05;50;50;98,6449961887139
107007;1;2;2;2;9;85;95;9522;4;1;1;05;76;76;846,254438535895
107016;1;3;8;2;8;77;10;1081;4;1;1;05;05;05;1560,3454458188
107023;1;2;4;2;8;79;14;1410;4;1;1;05;54;54;421,727383226644
107032;1;3;24;1; ; ; ; ; ; ;1;05;13;13;201,219744605548
107033;1;1;8;2;52;39;86;8610;1;9;1;05;05;05;2454,83450183904
107038;1;2;12;2;12;95;42;4290;4;1;1;05;23;23;100,065882171029
107062;1;2;8;2;8;45;47;4771;1;2;1;05;52;52;468,279176091146
107064;1;2;8;2;8;99;15;1522;4;1;1;05;54;54;293,120795028334
107064;1;3;24;2;24;80;15;1522;4;1;1;05;54;54;293,120795028334
107072;1;2;10;2;18;13;85;8512;1;6;1;05;54;54;611,444470375345
107077;1;2;20;2;96;61;01;0111;4;1;1;05;54;54;334,56544151357
107078;1;2;3;2;12;75;13;1313;1;4;1;05;54;54;281,206079210598
107078;1;3;4;2;12;75;13;1313;4;1;1;05;54;54;281,206079210598
107078;1;4;5;2;20;44;61;6120;4;1;1;05;54;54;281,206079210598
107090;1;3;35;2;80;32;85;8551;1;5;1;05;23;23;169,525470811054
107099;1;1;3;2;15;41;46;4649;4;1;1;05;54;54;294,815566539142
107102;1;2;2;2;8;53;96;9609;1;3;1;05;52;52;105,321593067557
107122;1;3;2;2;8;95;41;4111;1;3;1;05;52;52;155,811378096111
107124;1;3;14;2;16;07;86;8621;4;8;1;05;76;76;633,005486273153
107124;1;4;18;2;32;03;17;1702;1;9;1;05;76;76;633,005486273153
