DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;CLASE;DPTO;ORDEN;fex_c_2011
1016129;1;2;1;1;1;1;1;1;1;3; ; ; ; ;200000;2;1;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;1;2;1;2;1;2;1;1;1;2;1;2;01;2;05;1;6012,24625710537
1016138;1;3;3;1;1;1;1;1;1;1; ; ;35000000;200000; ;1;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;1;2;1;2;1;1;1;4;1;2;1;1;1;2;2;1;01;2;05;1;1054,69473306538
1016139;1;2;2;2;1;4;3;5;5;1; ; ;800000;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;2;1;2;2;2;1;1; ;1;01;2;05;1;3882,68242314102
1016141;1;2;2;1;1;1;1;1;1;3; ; ; ; ;120000;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;1;1;4;1;2;1;1;1;2;2;1;01;2;05;1;937,266300173418
1016142;1;3;3;1;1;1;1;1;4;3; ; ; ; ;150000;1;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;1;1;4;1;2;1;1;1;2;2;1;01;2;05;1;1644,54531024812
1016144;1;1;1;2;1;4;3;1;5;1; ; ;400000;80000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;2;2;2;2;2;1; ; ;1;01;2;05;1;8725,13906113947
1016362;1;3;2;1;1;1;1;1;4;1; ; ;10000000;150000; ;1;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;4;1;2;1;1;1;2;1;1;01;2;05;1;6150,82757003968
1016369;1;2;1;1;1;1;1;1;1;3; ; ; ; ;230000;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;1;1;2;1;2;1;1;1;2;2;1;01;2;05;1;1523,55918762284
1016370;1;4;4;1;1;1;1;1;4;1; ; ;45000000;250000; ;1;1;2;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;2;2;1;1;1;1;4;1;2;1;1;1;2;2;1;01;2;05;1;743,32374774406
1016371;1;1;1;1;1;1;1;1;4;1; ; ;20000000;140000; ;1;1;2;1;1;1;1;2;2;2;1;1;2;2;2;2;2;1;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;2;05;1;1200,75593629135
1016372;1;2;1;1;1;1;1;1;4;1; ; ;12000000;150000; ;1;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;1;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;2;05;1;1102,17018090916
1016373;1;3;1;1;1;1;1;1;4;3; ; ; ; ;170000;1;1;2;2;2;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;2;05;1;1849,23810183875
1016374;1;5;5;1;1;4;6;1;4;4; ; ; ;100000; ;1;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;1;2;2;1;1;1;4;4;1;2;1;2;2;2; ; ;01;2;05;1;1909,80181441102
1016376;1;1;1;2;1;4;3;1;5;6;prestada; ; ;35000; ;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;1;5;2;1;2;2;2;1;1; ;1;01;2;05;1;5148,13145133658
1016377;1;1;1;3;1;4;3;1;4;4; ; ; ;80000; ;2;2;2;2;2;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1;5;2;1;2;2;2;1;1; ;1;01;2;05;1;4763,25936086314
1016378;1;2;2;1;1;1;1;1;4;3; ; ; ; ;60000;1;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;1;1;2;1;2;1;1;1;1;1;1;01;2;05;1;5947,61144291676
1016379;1;2;2;1;1;1;1;1;4;1; ; ;8000000;50000; ;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;1;1;2;2;2;1;1;1;2;1;2;1;1;1;1;1;1;01;2;05;1;7997,6514375521
1016381;1;1;1;1;1;1;1;1;4;1; ; ;2000000;40000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2;1;2;1;1;1;1;1;1;01;2;05;1;5578,67490259518
1016382;1;3;2;1;1;1;1;1;4;1; ; ;10000000;80000; ;1;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;1;2;2;2;1;1;1;2;1;2;1;1;1;2;1;1;01;2;05;1;8799,02158642045
1016383;1;3;2;1;1;1;1;1;4;3; ; ; ; ;200000;2;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;2;1;2;1;2;1;1;1;2;1;2;01;2;05;1;3522,54466549798
1016384;1;1;1;1;2;1;1;2;4;3; ; ; ; ;100000;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;2;1;2;1;1;1;2;1;2;01;2;05;1;7132,84790405146
1016402;1;1;1;2;2;4;2;1;5;4; ; ; ;30000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;2;2;1;2;2;2;2;1; ; ;01;2;05;1;3107,73119211415
1016403;1;3;2;1;1;1;1;1;1;3; ; ; ; ;70000;1;1;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;1;2;2;1;2;1;4;1;2;1;1;1;2;3;1;01;2;05;1;1506,92690868682
1016405;1;4;3;1;1;1;1;1;4;3; ; ; ; ;180000;1;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;3;1;01;2;05;1;1659,61552296538
1016406;1;4;3;1;1;1;1;1;1;3; ; ; ; ;180000;1;1;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;2;3;1;01;2;05;1;1255,34710849923
