DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7495;P7500;P7500S1;P7500S2;P7500S3A1;P7500S2A1;P7500S1A1;P7500S3;P7505;P7510S3;P7510S4;P7510S6;P7510S2A1;P7510S4A1;P7510S6A1;P7510S5A1;P7510S3A1;P7510S1A1;P7510S5;P7510S1;P7510S2;P7510S7A1;P7510S7;DPTO;AREA;fex_c_2011
1011138;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;175,530513166496
1011138;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;175,530513166496
1011138;1;6;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;175,530513166496
1011138;1;7;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;175,530513166496
1011139;1;1;1;95;1; ;1;2; ; ;75000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;180,640740231853
1011139;1;2;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ;1200000;2;1;2; ;2;17;17;180,640740231853
1011139;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;180,640740231853
1011140;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;176,07185758131
1011140;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;176,07185758131
1011141;1;1;1;95;1; ;2;1; ;1200000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;175,768537157149
1011141;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;175,768537157149
1011142;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;150,594187100766
1011142;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;150,594187100766
1011142;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;150,594187100766
1011142;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;150,594187100766
1011143;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;160,637154055916
1011143;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;160,637154055916
1011144;1;1;1;95;2; ; ; ; ; ; ; ;1;2; ;2;1200000; ; ; ; ; ;2;2;1; ;2;17;17;190,1802261608
1011144;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;190,1802261608
1011145;1;1;1;95;1; ;1;2; ; ;650000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;174,269711566366
1011147;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;185,346099087136
1011147;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;185,346099087136
1011149;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;185,568416510421
1011149;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;185,568416510421
1011149;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;185,568416510421
1011149;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;185,568416510421
1011149;1;5;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ;1200000;2;1;2; ;2;17;17;185,568416510421
1011149;2;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;185,568416510421
1011149;2;2;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;185,568416510421
1011150;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;164,580568337674
1011150;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;164,580568337674
1011150;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;164,580568337674
1011150;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;164,580568337674
1011151;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;167,987262204216
1011152;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;190,1802261608
1011152;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;190,1802261608
1011153;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;209,246401313405
1011153;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;209,246401313405
1011153;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;209,246401313405
1011153;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;209,246401313405
1011154;1;1;1;95;1; ;1;2; ; ;500000;2;1;2; ;2; ; ; ;2400000; ; ;1;2;2; ;2;17;17;172,63102759555
1011154;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;172,63102759555
1011154;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;172,63102759555
1011155;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;171,366498726026
1011155;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;171,366498726026
1011155;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;171,366498726026
1011157;1;1;1;95;1; ;1;2; ; ;150000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;170,265219288201
1011157;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;170,265219288201
1011157;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;170,265219288201
1011159;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;205,267886835534
1011159;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;205,267886835534
1011160;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;178,456332352773
1011160;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;178,456332352773
1011160;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;178,456332352773
1011160;1;5;1;95;1; ;2;1; ;461500; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;178,456332352773
1011160;1;6;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;178,456332352773
1011161;1;1;1;95;1; ;2;1; ;997000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;190,952207374171
1011161;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;190,952207374171
1011161;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;190,952207374171
1011161;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;190,952207374171
1011161;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;190,952207374171
1011161;1;6;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;190,952207374171
1011162;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;181,861546674877
1011162;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;181,861546674877
1011162;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;181,861546674877
1011163;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;184,999056236476
1011163;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;184,999056236476
1011164;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;211,775391705761
1011164;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;211,775391705761
1011165;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;167,987262204216
1011167;1;1;1;95;1; ;2;1; ;461500; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;167,987262204216
1011168;1;1;1;95;1; ;2;1; ;461500; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;212,573350719426
1011168;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;212,573350719426
1011170;1;1;1;95;1; ;2;1; ;614399; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;164,849752642617
1011170;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;164,849752642617
1011171;1;1;1;95;1; ;1;2;461500; ;470000;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;176,185892533853
1011171;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;176,185892533853
1011172;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;178,257734431008
1011172;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;178,257734431008
1011172;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;178,257734431008
1011173;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;173,095641980789
1011173;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;173,095641980789
1011173;1;3;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ;1200000;2;1;2; ;2;17;17;173,095641980789
1011173;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;173,095641980789
1011174;1;1;1;95;1; ;2;1; ;461500; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;181,763559256581
1011174;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;181,763559256581
1011174;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;181,763559256581
1011176;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;231,317377927406
1011176;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;231,317377927406
1011176;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;231,317377927406
1011176;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;231,317377927406
1011176;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;231,317377927406
1011177;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;160,107695229419
1011177;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;160,107695229419
1011177;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;160,107695229419
1011177;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;160,107695229419
1011177;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;160,107695229419
1011177;1;6;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;160,107695229419
1011177;1;8;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ;2400000;2;1;2; ;2;17;17;160,107695229419
1011178;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;160,637154055916
1011178;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;160,637154055916
1011180;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;215,406863332972
1011180;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;215,406863332972
1011180;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;215,406863332972
1011180;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;215,406863332972
1011181;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;170,387206630783
1011181;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;170,387206630783
1011181;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;170,387206630783
1011182;1;1;1;95;1; ;1;2; ; ;120000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;222,756971481273
1011182;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;222,756971481273
1011182;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;222,756971481273
1011183;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;169,911395561742
1011183;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;169,911395561742
1011184;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;167,872705100585
1011184;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;167,872705100585
1011184;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;167,872705100585
1011185;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;176,07185758131
1011185;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;176,07185758131
1011186;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;155,429793718868
1011186;1;2;1;95;1; ;1;1; ;670000;250000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;155,429793718868
1011186;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;155,429793718868
1011187;1;1;1;95;1; ;1;2; ; ;1100000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;173,524716192382
1011187;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;173,524716192382
1011188;1;1;1;95;1; ;2;1; ;461500; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;185,188496080898
1011190;1;1;1;95;1; ;2;1; ;461500; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;148,365134957278
1011190;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;148,365134957278
1011190;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;148,365134957278
1011190;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;148,365134957278
1011190;2;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;148,365134957278
1011190;2;2;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;148,365134957278
1011190;2;3;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;148,365134957278
1011191;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;160,637154055916
1011191;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;160,637154055916
1011192;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;181,861546674877
1011192;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;181,861546674877
1011192;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;181,861546674877
1011196;1;1;1;95;1; ;1;2; ; ;80000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;154,476692036349
1011196;2;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;154,476692036349
1011197;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;199,346691438793
1011197;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;199,346691438793
1011197;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;199,346691438793
1011197;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;199,346691438793
1011197;1;6;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;199,346691438793
1011198;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;210,198023451486
1011198;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;210,198023451486
1011198;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;210,198023451486
1011198;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;210,198023451486
1011198;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;210,198023451486
1011198;1;6;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;210,198023451486
1011199;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;190,1802261608
1011199;1;2;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ;300000;2;1;2; ;2;17;17;190,1802261608
1011200;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;145,0567331126
1011200;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;145,0567331126
1011200;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;145,0567331126
1011201;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;134,683672506332
1011201;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;134,683672506332
1011201;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;134,683672506332
1011202;1;1;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ;2400000;2;1;2; ;2;17;17;174,269711566366
1011203;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;205,267886835534
1011203;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;205,267886835534
1011204;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;175,768537157149
1011204;1;2;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ;3600000;2;1;2; ;2;17;17;175,768537157149
1011205;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;174,269711566366
1011206;1;1;1;95;1; ;1;1; ;600000;350000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;143,418049141784
1011206;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;143,418049141784
1011206;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;143,418049141784
1011206;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;143,418049141784
1011206;1;5;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ;3600000;2;1;2; ;2;17;17;143,418049141784
1011207;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;160,637154055916
1011207;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;160,637154055916
1011208;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;148,194242674199
1011208;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;148,194242674199
1011209;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;235,88626057795
1011209;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;235,88626057795
1011209;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;235,88626057795
1011209;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;235,88626057795
1011209;1;6;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;235,88626057795
1011209;1;7;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;235,88626057795
1011210;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;174,269711566366
1011211;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;217,588810874668
1011211;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;217,588810874668
1011212;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;182,337357743917
1011212;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;182,337357743917
1011212;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;182,337357743917
1011212;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;182,337357743917
1011213;1;1;1;95;2; ; ; ; ; ; ; ;1;2; ;1; ; ;170000; ; ; ;2;2;2;3300000;1;17;17;174,269711566366
1011214;1;1;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ;6000000;2;1;2; ;2;17;17;167,987262204216
1011215;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;189,996645354268
1011215;1;2;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ;1800000;2;1;2; ;2;17;17;189,996645354268
1011215;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;189,996645354268
1011215;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;189,996645354268
1011215;1;6;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;189,996645354268
1011216;1;1;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ;2640000;2;1;2; ;2;17;17;204,792075766493
1011217;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;185,346099087136
1011217;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;185,346099087136
1011218;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;145,152742654888
1011218;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;145,152742654888
1011218;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;17;145,152742654888
1011218;1;5;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ;2400000;2;1;2; ;2;17;17;145,152742654888
