DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;DPTO;fex_c_2011
1010020;1;1;1;70;05;12;48;4; ;2;12;5; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;05;908,32684011473
1010021;1;1;1;70;05;4;50;1; ;2;4;1; ;7;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;18;1;1;1810;05;917,327007194806
1010026;1;3;1;70;05;2;36;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;05;908,412831763243
1010028;1;2;1;70;05;48;48;1; ;2;2;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;1;60000;2;79;53;55;1;2;5521;05;894,168948230467
1010031;1;1;1;70;05;8;48;1; ;2;10;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5239;05;944,608167687299
1010033;1;2;1;70;05;4;48;1; ;2;5;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;05;1093,83144007248
1010039;1;1;1;70;05;8;48;1; ;2;8;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;1;600000;2;97;97;45;1;1;4521;05;1078,03485024578
1010039;1;2;1;70;05;48;48;1; ;2;48;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5211;05;1078,03485024578
1010040;1;2;1;70;05;24;48;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;2; ;05;1102,71550230305
1010042;1;4;1;70;05;55;24;1; ;2;48;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;34;45;52;1;2;5233;05;964,7937315357
1010049;1;2;1;70;05;14;48;1; ;2;24;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;81;39;52;1;2;5237;05;1179,02762587785
1010051;1;3;1;70;05;1;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;1; ;05;1056,17463048996
1010052;1;3;1;70;05;3;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;84; ; ;1;1; ;05;914,61646502001
1010054;1;3;1;70;05;1;48;1; ;2;2;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;500000;2;55;55;74;1;1;7493;05;886,997263119293
1010056;1;3;1;70;05;3;48;1; ;2;3;1; ;6;1; ; ; ; ;1; ; ; ; ; ; ;1;3500000;2;03;03;21;1;1;2109;05;1324,31745904803
1010060;1;3;1;70;05;25;48;1; ;2;30;1; ;4;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;2;5521;05;1247,57187745447
