DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;P6290;P6290S1;DPTO;fex_c_2011
1020429;1;6;1;50;2;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;628,351422340817
1020429;1;7;1;50;2;7;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;628,351422340817
1020430;1;1;1;50;2;1;6;INCAPACITADO POR OPERACION EN LOS OJOS (CATARATAS);2;1; ; ; ; ; ; ; ; ; ; ; ; ;66;600,276746492714
1020430;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;600,276746492714
1020430;1;3;1;50;2;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;2; ;66;600,276746492714
1020430;1;4;1;50;2;1;6;VER TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;600,276746492714
1020431;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;488,019394950661
1020431;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;488,019394950661
1020431;1;3;1;50;2;2;6;VACACIONES ESTUDIANTILES;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;488,019394950661
1020431;1;4;1;50;2;2;6;VACACIONES;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;488,019394950661
1020441;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;425,409441926562
1020441;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;425,409441926562
1020441;1;3;1;50;2;2;6;VACACIONES ESTUDIANTILES;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;425,409441926562
1020441;1;4;1;50;2;2;6;VACACIONES ESTUDIANTILES;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;425,409441926562
1020443;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;542,248117921555
1020443;1;2;1;50;2;2;4; ;2;2;2;2;1;4; ;2; ;2; ; ; ; ;66;542,248117921555
1020443;1;3;1;50;2;2;6;VACACIONES;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;542,248117921555
1020443;1;4;1;50;2;2;6;VACACIONES ESTUDIANTILES;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;542,248117921555
1020451;1;1;1;50;2;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;930,618483489668
1020451;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;930,618483489668
1020451;1;3;1;50;2;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;930,618483489668
1020451;1;4;1;50;2;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;930,618483489668
1020451;1;6;1;50;2;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;930,618483489668
1020455;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;1435,72367140192
1020455;1;2;1;50;2;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ; ; ;66;1435,72367140192
1020455;1;3;1;50;2;1;6;EN VACACIONES;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;1435,72367140192
1020455;1;4;1;50;2;2;6;EN VACACIONES;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;1435,72367140192
1020456;1;1;1;50;2;1;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;66;1171,90839089815
1020456;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;1171,90839089815
1020456;1;6;1;50;2;2;6;EN VACACIONES;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;1171,90839089815
1020457;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;1728,40082260675
1020457;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;1728,40082260675
1020458;1;1;1;50;2;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;2; ;66;1516,02408126421
1020458;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;1516,02408126421
1020459;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;1523,55918762284
1020459;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;1523,55918762284
1020460;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;742,984277825837
1020460;1;2;1;50;2;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;742,984277825837
1020460;1;3;1;50;2;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;742,984277825837
1020461;1;1;1;50;2;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;656,231338082569
1020461;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;656,231338082569
1020465;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;770,782521195909
1020465;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;770,782521195909
1020465;1;3;1;50;2;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;770,782521195909
1020465;1;4;1;50;2;2;6;PASEAR;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;770,782521195909
1020465;1;5;1;50;2;1;6;VACACIONES;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;770,782521195909
1020465;1;6;1;50;2;2;6;VACACIONES;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;770,782521195909
1020466;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;607,718965747163
1020466;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;607,718965747163
1020466;1;3;1;50;2;2;6;PASEAR;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;607,718965747163
1020466;1;4;1;50;2;2;6;JUGAR;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;607,718965747163
1020467;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;568,154886695184
1020467;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;568,154886695184
1020468;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;699,249390110693
1020468;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;699,249390110693
1020469;1;1;1;50;2;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;851,416753328845
1020469;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;851,416753328845
1020469;1;3;1;50;2;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;851,416753328845
1020469;1;4;1;50;2;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;851,416753328845
1020469;1;5;1;50;2;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;851,416753328845
1020469;1;6;1;50;2;6;6;DESCANSAR;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;851,416753328845
1020473;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;419,977072767237
1020473;1;2;1;50;2;2;4; ;2;2;2;2;1;7; ;1;2; ; ; ; ; ;66;419,977072767237
1020473;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;419,977072767237
1020473;1;4;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;419,977072767237
1020473;1;8;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;419,977072767237
1020474;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;477,066690539639
1020474;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;477,066690539639
1020474;1;3;1;50;2;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;477,066690539639
1020474;1;5;1;50;2;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;477,066690539639
1020474;1;6;1;50;2;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;477,066690539639
1020475;1;1;1;50;2;1;4; ;2;2;2;2;1;10; ; ; ; ; ; ; ; ;66;1019,99473946877
1020475;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;1019,99473946877
1020475;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;1019,99473946877
1020475;1;4;1;50;2;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;1019,99473946877
1020476;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;624,393459761202
1020476;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;624,393459761202
1020476;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;624,393459761202
1020478;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;575,597105949633
1020478;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;575,597105949633
1020480;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;627,25435456271
1020480;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;627,25435456271
1020480;1;3;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;627,25435456271
1020481;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;862,157852472914
1020481;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;862,157852472914
1020481;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;862,157852472914
1020489;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;575,597105949633
1020489;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;575,597105949633
1020494;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;455,897535153131
1020494;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;455,897535153131
1020495;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;892,430204476902
1020495;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;892,430204476902
1020495;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;892,430204476902
1020495;1;4;1;50;2;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;892,430204476902
1020495;1;5;1;50;2;5;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;892,430204476902
1020495;1;6;1;50;2;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;892,430204476902
1020496;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;751,974537912165
1020496;1;2;1;50;2;2;4; ;2;2;2;2;1;7; ;2; ;2; ; ; ; ;66;751,974537912165
1020496;1;3;1;50;2;4;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1; ;66;751,974537912165
1020496;1;4;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;751,974537912165
1020496;1;5;1;50;2;2;6;VER   TV;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;751,974537912165
1020500;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;581,318895552649
1020500;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;581,318895552649
1020510;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;1427,84909512506
1020510;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;1427,84909512506
1020511;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;439,223041139092
1020511;1;2;1;50;2;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;66;439,223041139092
1020511;1;3;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;439,223041139092
1020512;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;2026,73125811676
1020512;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;2026,73125811676
1020512;1;4;1;50;2;4;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;2026,73125811676
1020513;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;1533,96995686589
1020513;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;1533,96995686589
1020514;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;929,731193814788
1020514;1;2;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;929,731193814788
1020515;1;1;1;50;2;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;66;841,89567759386
1020515;1;2;1;50;2;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;841,89567759386
1020515;1;3;1;50;2;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;841,89567759386
1020515;1;4;1;50;2;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;841,89567759386
1020516;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;1523,55918762284
1020516;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;1523,55918762284
1020517;1;1;1;50;2;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1; ;66;1208,29104264999
1020517;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;1208,29104264999
1020518;1;1;1;50;2;1;6;DESCANSAR;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;600,276746492714
1020518;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;600,276746492714
1020518;1;3;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;600,276746492714
1020518;1;4;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;600,276746492714
1020521;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;422,419658735415
1020521;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;422,419658735415
1020522;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;369,670591559288
1020523;1;1;1;50;2;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;66;457,747042946673
1020524;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;283,947637568916
1020524;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;283,947637568916
1020524;1;5;1;50;2;5;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;283,947637568916
1020528;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;673,189813572771
1020528;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;673,189813572771
1020528;1;3;1;50;2;2;6;JUGAR FUTBOL;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;673,189813572771
1020528;1;4;1;50;2;2;6;JUGAR BALON Y VER TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;673,189813572771
1020529;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;544,980124333425
1020529;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;544,980124333425
1020530;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;591,044471733124
1020530;1;2;1;50;2;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;66;591,044471733124
1020530;1;3;1;50;2;2;6;VER TELEVISION Y JUGAR;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;591,044471733124
1020530;1;4;1;50;2;2;6;DORMIR Y JUGAR;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;591,044471733124
1020530;1;5;1;50;2;2;6;JUGAR;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;591,044471733124
1020531;1;1;1;50;2;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;401,792451356818
1020531;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;401,792451356818
1020531;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;401,792451356818
1020534;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;439,223041139092
1020534;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;439,223041139092
1020534;1;3;1;50;2;2;6;VER TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;439,223041139092
1020535;1;1;1;50;2;1;6;ENFERMO;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;862,157852472914
1020535;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;862,157852472914
1020535;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;862,157852472914
1020536;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;462,711143319198
1020536;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;462,711143319198
1020548;1;1;1;50;2;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;744,591770946117
1020548;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;744,591770946117
1020548;1;3;1;50;2;3;6;TRAMITES ANTE EL BATALLON;2;2;2;2;1;3; ;1;1; ;3;2; ; ;66;744,591770946117
1020548;1;4;1;50;2;1;6;VER TELEVISION Y DORMIR;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;744,591770946117
1020548;1;5;1;50;2;1;6;VER TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;744,591770946117
1020549;1;1;1;50;2;1;6;DESCANSAR;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;691,342981071245
1020549;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;691,342981071245
1020549;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;691,342981071245
1020549;1;4;1;50;2;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;691,342981071245
1020549;1;6;1;50;2;6;6;VER TELEVISION;2;2;2;1; ; ; ; ; ; ; ;1;1; ;66;691,342981071245
1020549;1;7;1;50;2;2;6;DESCANSAR Y  DORMIR;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;691,342981071245
1020556;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;616,951240506753
1020556;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;616,951240506753
1020556;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;616,951240506753
1020561;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;677,754080680799
1020561;1;2;1;50;2;1;6;JUGAR FUTBOL;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;677,754080680799
1020561;1;3;1;50;2;1;6;VER TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;677,754080680799
1020561;1;4;1;50;2;1;6;VER TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;677,754080680799
1020561;1;8;1;50;2;8;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;66;677,754080680799
1020562;1;1;1;50;2;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1; ;66;1780,60164559066
1020562;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;1780,60164559066
1020562;1;3;1;50;2;2;6;JUGAR FUTBOL;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;1780,60164559066
1020562;1;4;1;50;2;2;6;JUGAR;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;1780,60164559066
1020563;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;1729,14878112157
1020563;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;1729,14878112157
1020563;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;1729,14878112157
1020563;1;4;1;50;2;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;1729,14878112157
1020563;1;5;1;50;2;5;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;1729,14878112157
1020564;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;1479,64142951238
1020564;1;2;1;50;2;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;1; ;66;1479,64142951238
1020564;1;3;1;50;2;2;6;PASEANDO;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;1479,64142951238
1020565;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;2186,92043958708
1020565;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;2186,92043958708
1020565;1;3;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;2186,92043958708
1020565;1;4;1;50;2;4;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;66;2186,92043958708
1020566;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;1581,02602271513
1020566;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;1581,02602271513
1020566;1;3;1;50;2;3;4; ;2;2;2;1; ; ; ; ; ; ; ;1;1; ;66;1581,02602271513
1020566;1;4;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;1581,02602271513
1020567;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;581,318895552649
1020567;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;581,318895552649
1020570;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;422,548547125053
1020570;1;2;1;50;2;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;66;422,548547125053
1020570;1;3;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;422,548547125053
1020570;1;4;1;50;2;2;6;JUGAR;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;422,548547125053
1020571;1;1;1;50;2;1;6;ENFERMO;2;2;2;2;1;11; ; ; ; ; ; ; ; ;66;415,106327870605
1020571;1;2;1;50;2;1;4; ;2;2;2;2;1;11; ; ; ; ; ; ; ; ;66;415,106327870605
1020571;1;3;1;50;2;3;4; ;2;2;2;2;1;10; ; ; ; ; ; ; ; ;66;415,106327870605
1020571;1;4;1;50;2;2;6;VER TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;415,106327870605
1020572;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;515,90455990747
1020572;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;515,90455990747
1020572;1;3;1;50;2;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;515,90455990747
1020573;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;702,110284912201
1020573;1;2;1;50;2;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ; ; ;66;702,110284912201
1020574;1;1;1;50;2;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1; ;66;254,998684867193
1020575;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;871,674108708667
1020575;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;871,674108708667
1020575;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;871,674108708667
1020575;1;4;1;50;2;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;871,674108708667
1020575;1;5;1;50;2;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;871,674108708667
1020576;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;516,188541383633
1020576;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;516,188541383633
1020576;1;3;1;50;2;3;6;VACACIONES;2;2;1; ; ; ; ; ; ; ; ; ; ; ;66;516,188541383633
1020576;1;4;1;50;2;2;6;VACACIONES;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;516,188541383633
1020576;1;5;1;50;2;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;516,188541383633
1020576;1;6;1;50;2;5;6;VACACIONES;1; ; ; ; ; ; ; ; ; ; ; ; ; ;66;516,188541383633
1020579;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;780,895009251595
1020579;1;2;1;50;2;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;66;780,895009251595
1020579;1;5;1;50;2;5;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;780,895009251595
1020580;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;425,409441926562
1020580;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;425,409441926562
1020580;1;3;1;50;2;2;6;VACACIONES;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;425,409441926562
1020580;1;4;1;50;2;4;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;66;425,409441926562
1020581;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;455,897535153131
1020581;1;2;1;50;2;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;66;455,897535153131
1020582;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;431,780821884644
1020582;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;66;431,780821884644
1020582;1;3;1;50;2;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1; ;66;431,780821884644
1020584;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;607,718965747163
