DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;AREA;P5070;DPTO;ORDEN;fex_c_2011
1010031;1;4;2;1;1;1;1;4;1; ; ;98;250000; ;2;2;2;1;1;1;2;2;2;2;2;1;1;2;2;2;2;1;2;2;2;1;1;1;4;1;2;1;1;1;2;2;1;01;05;1;05;1;944,608167687299
1010032;1;3;2;1;1;1;1;4;1; ; ;98;300000; ;1;1;2;2;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;2;2;1;01;05;1;05;1;1247,57187745447
1010033;1;2;2;1;1;1;1;1;4; ; ; ;100000; ;1;2;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;1;05;1;1093,83144007248
1010034;1;6;1;1;1;1;1;4;4; ; ; ;400000; ;1;1;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;4;1;1;1;1;1;3;2;1;01;05;1;05;1;979,486217255615
1010035;1;4;2;1;1;1;1;3;3; ; ; ; ;300000;1;1;2;1;1;1;2;2;1;2;1;1;1;1;2;2;2;2;1;2;2;1;1;1;4;1;1;1;1;1;3;2;1;01;05;1;05;1;1128,53123806181
1010036;1;3;2;1;1;1;1;3;3; ; ; ; ;250000;1;1;2;1;1;1;1;1;1;2;1;2;2;1;2;2;2;2;2;2;2;1;1;1;4;1;1;1;1;1;3;2;1;01;05;1;05;1;794,474011806919
1010038;1;1;1;1;1;1;1;4;3; ; ; ; ;100000;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;2;05;1;1112,91289981409
1010039;1;4;2;1;1;1;1;4;3; ; ; ; ;170000;2;2;2;1;1;1;1;2;1;2;1;1;1;2;2;2;2;2;1;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;1;05;1;1078,03485024578
1010040;1;4;2;1;1;1;1;4;3; ; ; ; ;160000;1;1;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;1;05;1;1102,71550230305
1010041;1;6;5;1;1;1;1;1;1; ; ;45000000;350000; ;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;2;2;1;1;1;4;1;2;1;1;1;2;2;1;01;05;1;05;1;785,559836375357
1010042;1;6;4;1;1;1;1;4;3; ; ; ; ;200000;1;1;1;1;1;1;1;2;2;1;1;1;1;1;2;2;2;2;1;2;1;1;2;1;2;1;2;1;1;1;2;2;1;01;05;1;05;1;964,7937315357
1010043;1;5;3;1;1;1;1;3;1; ; ;40000000;250000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;1;1;4;1;1;1;1;1;3;2;1;01;05;1;05;1;1333,67183899971
1010044;1;2;1;1;1;1;1;3;3; ; ; ; ;310000;1;1;2;1;1;1;1;2;1;1;1;2;1;1;2;2;1;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;3;05;1;1093,04874755239
1010045;1;6;3;1;1;1;1;3;1; ; ;50000000;350000; ;1;1;1;1;1;1;1;1;1;2;1;2;1;1;2;2;2;1;1;2;2;1;1;1;4;1;1;1;1;1;3;2;1;01;05;1;05;1;1027,53846242974
1010046;1;5;3;1;1;1;1;4;1; ; ;37000000;250000; ;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;3;2;1;01;05;1;05;1;1210,81884361182
1010047;1;2;1;1;1;1;1;4;4; ; ; ;80000; ;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;5;2;1;2;1;1;1;2;2;1;01;05;1;05;1;1118,33384055077
1010048;1;2;1;1;1;1;1;1;3; ; ; ; ;250000;1;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;3;2;1;01;05;1;05;1;1231,89637084755
1010049;1;3;2;1;1;1;1;1;4; ; ; ;200000; ;1;2;2;2;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;1;05;1;1179,02762587785
1010050;1;5;4;1;1;1;1;3;1; ; ;25000000;200000; ;1;2;2;1;1;1;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;05;1;1509,59161743786
1010051;1;3;2;1;1;1;1;3;2; ;200000;25000000;200000; ;1;1;2;2;1;1;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;1;1;1;1;2;2;1;01;05;1;05;1;1056,17463048996
1010052;1;3;2;1;1;1;1;4;1; ; ;7000000;150000; ;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;2;2;1;01;05;1;05;1;914,61646502001
1010053;1;3;2;1;1;1;1;4;2; ;100000;10000000;80000; ;1;2;2;2;2;1;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;2;2;1;01;05;1;05;1;1318,05350075199
1010054;1;3;2;1;1;1;1;3;1; ; ;12000000;200000; ;1;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;1;1;1;1;2;2;1;01;05;1;05;1;886,997263119293
1010055;1;4;3;1;1;1;1;3;1; ; ;1500000;200000; ;1;2;2;1;1;1;1;1;2;2;1;2;1;2;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;05;1;1009,86917861506
1010056;1;6;5;1;1;1;1;3;4; ; ; ;300000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;05;1;1324,31745904803
1010058;1;4;3;1;1;1;1;4;1; ; ;98;200000; ;1;2;2;1;1;1;1;1;2;2;1;1;1;1;2;2;2;1;2;2;2;1;1;1;2;1;2;1;1;1;1;2;1;01;05;1;05;1;965,112852836047
1010059;1;2;1;1;1;1;1;4;1; ; ;98;100000; ;1;1;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;2;2;1;01;05;1;05;1;1333,67183899971
1010060;1;3;2;1;1;1;1;1;1; ; ;98;100000; ;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;1;05;1;1247,57187745447
1010061;1;3;2;1;1;1;1;1;4; ; ; ;100000; ;1;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;2;2;1;01;05;2;05;1;861,466847001295
1010062;1;3;1;1;1;1;1;4;1; ; ;98;110000; ;1;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;1;2;1;01;05;1;05;1;1133,95217879849
1010063;1;4;2;1;1;1;1;4;3; ; ; ; ;330000;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;05;1;1231,89637084755
1010064;1;1;1;1;1;1;1;3;1; ; ;8000000;100000; ;1;1;2;2;1;2;1;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;1;1;1;1;1;2;1;01;05;1;05;1;1005,8564942529
1010065;1;3;2;1;1;1;1;4;3; ; ; ; ;325000;1;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;05;1;917,703296854357
1010066;1;4;3;1;1;1;1;3;3; ; ; ; ;180000;1;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;05;1;1349,66646690698
1010068;1;3;2;1;1;1;1;4;1; ; ;12000000;160000; ;1;2;2;2;1;1;1;2;2;1;1;2;2;2;2;2;2;1;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;01;05;1;05;1;1179,02762587785
1010069;1;3;1;1;1;1;1;4;3; ; ; ; ;120000;1;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;1;2;1;01;05;1;05;1;1055,85550918962
1010070;1;3;2;1;1;1;1;1;1; ; ;7000000;140000; ;1;1;2;1;1;1;2;2;2;2;1;2;1;1;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;1;05;1;1005,67824267393
1010071;1;3;3;1;1;1;1;1;1; ; ;25000000;150000; ;1;1;2;2;2;1;2;2;2;2;1;1;2;2;2;2;2;1;1;2;2;1;1;1;2;1;2;1;1;1;2;2;1;01;05;1;05;1;1140,51547189328
1010072;1;1;1;1;1;1;1;1;4; ; ; ;180000; ;1;1;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;1;05;1;1112,91289981409
1010073;1;2;2;2;2;1;1;3;1; ; ;30000000;250000; ;1;2;2;1;1;2;2;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;2;1;2;1;1;2;1;1;2;2;1;01;05;1;05;1;980,769439335094
1010074;1;4;1;1;1;1;1;1;3; ; ; ; ;350000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;05;1;1055,85550918962
1010075;1;2;1;2;1;1;1;1;3; ; ; ; ;130000;1;1;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;1;1;2;2;1;01;05;1;05;1;1179,02762587785
1010076;1;5;4;1;1;1;1;1;1; ; ;25000000;200000; ;1;1;1;1;1;1;2;2;2;2;1;1;2;1;2;2;2;2;2;2;2;1;1;1;2;1;1;1;1;1;2;2;1;01;05;1;05;1;1205,39790287514
1010077;1;4;3;1;1;1;1;1;1; ; ;15000000;250000; ;1;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;1;2;2;1;1;1;2;1;2;1;1;1;2;2;1;01;05;1;05;1;1195,2005053641
1010078;1;3;2;1;1;1;1;4;3; ; ; ; ;130000;1;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;1;2;1;01;05;1;05;1;917,327007194806
1010079;1;2;1;1;1;1;1;1;1; ; ;20000000;200000; ;1;1;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;2;05;1;1365,46305673368
1010080;1;4;3;1;1;1;1;1;1; ; ;50000000;250000; ;1;2;2;2;1;1;2;2;2;2;1;2;2;1;2;2;2;1;2;2;2;1;1;1;4;1;2;1;1;1;2;2;1;01;05;1;05;1;808,187748095788
1010081;1;5;4;1;1;1;1;4;3; ; ; ; ;300000;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;05;1;1349,4684288264
1010083;1;4;1;1;2;1;1;1;3; ; ; ; ;350000;1;1;2;1;1;1;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;05;1;1093,04874755239
1010084;1;2;1;1;1;1;1;1;2; ;230000;20000000;200000; ;1;1;2;1;1;2;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;1;1;2;1;2;1;1;1;2;2;1;01;05;1;05;1;1488,31605212156
1010085;1;1;1;1;1;1;1;4;3; ; ; ; ;160000;1;1;2;1;1;1;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;05;1;1040,18000258269
1010086;1;3;1;1;1;1;1;1;1; ; ;18000000;150000; ;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;1;2;2;01;05;1;05;1;1272,60176401308
1010087;1;3;2;1;1;1;1;1;2; ;190000;35000000;200000; ;1;1;2;1;2;2;1;1;2;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;4;1;2;1;1;1;1;2;2;01;05;1;05;1;866,830619378769
1010088;1;3;2;1;1;1;1;1;1; ; ;25000000;150000; ;1;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;1;2;1;01;05;1;05;1;1210,81884361182
1010089;1;5;4;1;1;1;1;1;1; ; ;33000000;200000; ;1;1;2;1;1;1;1;1;1;2;1;1;1;1;2;2;2;2;1;2;2;1;2;1;4;1;2;1;1;1;1;2;2;01;05;1;05;1;682,372955168602
1010091;1;5;3;1;1;1;1;4;1; ; ;99;99; ;1;1;2;1;1;1;1;2;2;2;1;2;1;1;2;2;2;1;2;2;2;1;1;1;2;1;2;1;1;1;2;2;1;01;05;1;05;1;1169,79432914594
1010092;1;1;1;1;1;1;1;1;3; ; ; ; ;150000;1;1;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;1;05;1;1133,63305749815
1010095;1;2;1;1;1;1;1;4;4; ; ; ;140000; ;1;1;2;1;1;1;1;1;2;1;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;05;1;1163,40928763013
1010096;1;2;2;1;1;1;1;4;3; ; ; ; ;150000;1;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;1;2;1;01;05;1;05;1;1195,2005053641
1010097;1;1;1;1;1;1;1;4;4; ; ; ;80000; ;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;1;2;1;2;1;1;1;1;2;1;01;05;2;05;1;1093,04874755239
1010098;1;3;2;1;1;1;1;4;4; ; ; ;130000; ;1;1;1;1;1;2;2;2;2;2;1;1;1;1;2;2;2;1;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;1;05;1;1128,53123806181
1010099;1;3;2;1;1;1;1;4;1; ; ;15000000;150000; ;1;2;2;1;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;1;05;1;1210,49972231147
1010100;1;3;1;1;1;1;1;1;3; ; ; ; ;200000;1;1;2;2;1;1;1;2;1;2;1;2;1;1;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;1;2;1;01;05;1;05;1;1256,80517418638
1010101;1;5;3;1;1;1;1;3;3; ; ; ; ;180000;1;1;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;05;1;1221,07340948207
1010102;1;3;1;1;1;1;1;3;1; ; ;35000000;250000; ;1;1;2;1;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;1;1;1;1;2;2;1;01;05;1;05;1;1179,02762587785
1010103;1;3;2;1;1;1;1;1;3; ; ; ; ;150000;1;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;1;05;1;985,871258771426
1010105;1;3;2;1;1;1;1;1;3; ; ; ; ;180000;2;1;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;1;2;1;01;05;1;05;1;1247,69296067424
1010106;1;3;2;1;1;1;1;1;3; ; ; ; ;100000;2;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;1;2;1;2;1;1;1;1;2;1;01;05;1;05;1;1056,17463048996
1010107;1;3;2;1;1;1;1;4;4; ; ; ;200000; ;2;1;2;2;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;1;2;1;01;05;1;05;1;989,683614766656
1010108;1;4;2;1;1;1;1;4;4; ; ; ;98; ;1;1;2;1;1;1;1;1;2;2;1;2;1;2;2;2;2;1;2;1;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;1;05;1;1272,60176401308
1010109;1;4;3;1;1;1;1;4;1; ; ;98;300000; ;1;1;2;1;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;2;2;1;01;05;1;05;1;857,597322646861
1010110;1;6;4;1;1;1;1;3;1; ; ;98;350000; ;1;1;2;2;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;1;1;1;4;1;1;1;1;1;2;2;1;01;05;1;05;1;1083,45579098246
1010111;1;4;3;1;1;1;1;3;1; ; ;98;98; ;1;1;2;1;1;1;1;1;1;2;1;1;1;1;2;2;2;1;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;05;1;917,703296854357
1010112;1;4;1;1;1;1;1;4;3; ; ; ; ;230000;1;1;2;2;1;1;1;1;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;05;1;1108,72425415931
1010114;1;4;3;1;1;1;1;1;3; ; ; ; ;335000;1;1;2;1;1;1;2;2;2;2;1;1;2;2;2;2;2;1;1;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;1;05;1;1318,05350075199
1010115;1;2;2;1;1;1;1;1;3; ; ; ; ;120000;1;1;2;2;2;1;1;1;2;1;1;2;2;2;2;2;2;1;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;01;05;1;05;1;1132,17261113469
1010116;1;1;1;1;1;1;1;1;1; ; ;7000000;120000; ;1;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;1;2;2;2;1;1;1;2;1;2;1;1;1;1;2;1;01;05;2;05;1;1258,44489942381
1010117;1;2;1;1;1;1;1;4;3; ; ; ; ;130000;2;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;1;2;1;01;05;3;05;1;866,830619378769
1010118;1;3;2;1;1;1;1;1;1; ; ;20000000;140000; ;1;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;1;05;1;1231,89637084755
1010120;1;4;2;1;1;1;1;4;1; ; ;25000000;200000; ;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;1;1;1;1;2;2;1;01;05;1;05;1;970,195752164501
1010121;1;4;2;1;1;1;1;3;4; ; ; ;200000; ;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;05;1;1128,53123806181
1010122;1;4;3;1;1;1;1;3;1; ; ;98;300000; ;1;1;2;1;1;1;1;1;1;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;5;1;1;1;1;1;3;2;1;01;05;1;05;1;1247,57187745447
1010123;1;2;1;1;1;1;1;1;3; ; ; ; ;115000;1;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;3;2;1;2;1;1;1;2;2;1;01;05;1;05;1;1040,18000258269
1010126;1;2;1;1;1;1;1;1;3; ; ; ; ;140000;1;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;3;4;1;2;1;1;1;1;2;1;01;05;1;05;1;1256,80517418638
1010127;1;5;4;1;1;1;1;3;3; ; ; ; ;380000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;2;2;1;1;3;4;1;1;1;1;1;3;2;1;01;05;1;05;1;1072,38575822754
1010128;1;4;3;1;1;1;1;3;1; ; ;70000000;300000; ;1;1;1;1;1;1;1;1;2;1;1;2;2;1;2;2;2;2;1;2;2;1;1;1;4;1;1;1;1;1;2;2;1;01;05;1;05;1;1210,81884361182
1010129;1;2;2;1;1;1;1;3;4; ; ; ;140000; ;1;1;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;1;1;1;1;2;2;1;01;05;1;05;1;1181,39998303151
1010132;1;5;4;1;1;1;1;3;1; ; ;90000000;500000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;2;2;1;1;1;4;1;1;1;1;1;2;2;1;01;05;1;05;1;1119,41902454968
1010133;1;4;2;1;1;1;1;1;3; ; ; ; ;330000;1;1;1;1;1;1;1;1;2;2;1;2;2;1;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;05;1;1272,48068079331
1010134;1;3;2;1;1;1;1;1;1; ; ;60000000;400000; ;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;05;1;933,002513801731
1010135;1;3;2;1;1;1;1;1;3; ; ; ; ;300000;1;2;2;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;05;1;1128,53123806181
1010136;1;3;1;1;1;1;1;4;3; ; ; ; ;300000;1;1;2;1;1;1;1;1;1;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;05;1;1179,02762587785
1010137;1;5;3;1;1;1;1;4;3; ; ; ; ;370000;1;1;2;1;1;1;1;1;2;2;1;1;1;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;05;1;1097,29456156637
1010138;1;3;2;1;1;1;1;3;3; ; ; ; ;260000;1;1;2;1;1;1;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;1;05;1;1085,6317393216
1010139;1;4;2;1;1;1;1;3;1; ; ;90000000;300000; ;1;1;2;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;4;1;1;1;1;1;2;2;1;01;05;1;05;1;933,002513801731
1010140;1;4;3;1;1;1;1;3;2; ;245000;45000000;300000; ;1;1;2;1;1;1;1;1;2;1;1;2;1;2;2;2;2;2;2;2;2;1;1;1;4;1;1;1;1;1;2;2;1;01;05;1;05;1;1302,25691092529
1010144;1;5;2;1;1;1;1;3;1; ; ;30000000;250000; ;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;1;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;05;1;1333,67183899971
1010146;1;4;2;1;1;1;1;4;3; ; ; ; ;320000;1;1;1;1;1;1;1;1;1;2;1;2;1;1;2;2;1;1;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;05;1;1072,02838867587
1010147;1;6;4;1;1;1;1;1;1; ; ;50000000;450000; ;1;2;1;1;1;1;1;2;2;1;1;2;1;1;2;2;1;2;2;1;1;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;05;1;1195,2005053641
1010148;1;3;1;1;1;1;1;3;1; ; ;50000000;300000; ;1;2;2;1;1;1;1;2;2;1;1;1;1;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;1;05;1;1040,18000258269
1010149;1;7;4;1;1;1;1;3;1; ; ;100000000;600000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;1;05;1;1386,41950074963
1010150;1;3;2;1;1;1;1;3;4; ; ; ;250000; ;1;2;2;1;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;1;1;1;1;3;2;1;01;05;1;05;1;917,327007194806
