DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7480,P7480S1,P7480S2,P7480S3,P7480S4,P7480S5,P7480S6,P7480S7,P7480S8,P7480S9,P7480S10,P7480S11,P7480S1A1,P7480S2A1,P7480S3A1,P7480S4A1,P7480S5A1,P7480S6A1,P7480S7A1,P7480S8A1,P7480S9A1,P7480S10A1,P7480S11A1,AREA,FT,DPTO,fex_c_2011
974354,1,3,1,90,,2,,1,2,2,2,2,2,2,2,2,,,14,,,,,,,,,13,315.149.581.413.628,13,317.134.297.528.366
974354,1,4,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,315.149.581.413.628,13,317.134.297.528.366
974355,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,363.604.462.371.901,13,362.459.209.527.152
974355,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,13,363.604.462.371.901,13,362.459.209.527.152
974355,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,363.604.462.371.901,13,362.459.209.527.152
974356,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,276.226.932.264.938,13,277.336.833.860.323
974356,1,2,1,90,,2,,1,2,1,2,2,2,2,2,2,,,84,,64,,,,,,,13,276.226.932.264.938,13,277.336.833.860.323
974357,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,14,,,,,,,,,13,285.940.071.322.793,13,284.675.261.669.224
974357,1,3,1,90,,2,,1,2,2,2,2,2,2,2,2,,,48,,,,,,,,,13,285.940.071.322.793,13,284.675.261.669.224
974358,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,7,,,,,,,,,13,321.463.720.785.775,13,323.236.226.405.158
974358,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,35,,,,,,,,,13,321.463.720.785.775,13,323.236.226.405.158
974359,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,14,,,,,,,,,13,311.468.280.662.695,13,309.727.630.547.648
974359,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,14,,,,,,,,,13,311.468.280.662.695,13,309.727.630.547.648
974359,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,311.468.280.662.695,13,309.727.630.547.648
974359,1,4,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,311.468.280.662.695,13,309.727.630.547.648
974360,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,34.900.945.610.386,13,351.470.185.121.853
974360,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,56,,,,,,,,,13,34.900.945.610.386,13,351.470.185.121.853
974360,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,34.900.945.610.386,13,351.470.185.121.853
974360,1,4,1,90,,2,,1,2,2,2,2,2,2,2,2,,,14,,,,,,,,,13,34.900.945.610.386,13,351.470.185.121.853
974360,1,5,1,90,,2,,1,2,2,2,2,2,2,2,2,,,42,,,,,,,,,13,34.900.945.610.386,13,351.470.185.121.853
974360,1,6,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,34.900.945.610.386,13,351.470.185.121.853
974360,1,7,1,90,,2,,1,2,1,2,2,2,2,2,2,,,35,,35,,,,,,,13,34.900.945.610.386,13,351.470.185.121.853
974361,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,14,,,,,,,,,13,293.326.530.603.655,13,29.492.921.988.088
974361,1,2,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,293.326.530.603.655,13,29.492.921.988.088
974361,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,293.326.530.603.655,13,29.492.921.988.088
974361,1,4,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,293.326.530.603.655,13,29.492.921.988.088
974361,1,8,1,90,,2,,1,2,1,2,2,2,2,2,2,,,64,,56,,,,,,,13,293.326.530.603.655,13,29.492.921.988.088
974362,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,333.659.437.398.834,13,335.872.470.533.397
974362,1,2,1,90,,2,,1,2,1,2,2,2,2,2,2,,,56,,35,,,,,,,13,333.659.437.398.834,13,335.872.470.533.397
974362,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,333.659.437.398.834,13,335.872.470.533.397
974362,1,4,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,333.659.437.398.834,13,335.872.470.533.397
974362,1,5,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,333.659.437.398.834,13,335.872.470.533.397
974363,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,302.843.066.772.495,13,303.011.443.576.497
974363,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,14,,,,,,,,,13,302.843.066.772.495,13,303.011.443.576.497
974363,1,3,1,90,,2,,1,2,2,2,2,2,2,2,2,,,14,,,,,,,,,13,302.843.066.772.495,13,303.011.443.576.497
974364,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,309.955.640.502.573,13,309.956.041.698.985
974364,1,2,1,90,,2,,1,2,1,2,2,2,2,2,2,,,56,,35,,,,,,,13,309.955.640.502.573,13,309.956.041.698.985
974364,1,3,1,90,,2,,1,2,2,2,2,2,2,2,2,,,7,,,,,,,,,13,309.955.640.502.573,13,309.956.041.698.985
974365,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,354.744.523.474.756,13,357.037.957.682.299
974365,1,2,1,90,,2,,1,2,1,2,2,2,2,2,2,,,64,,38,,,,,,,13,354.744.523.474.756,13,357.037.957.682.299
974365,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,354.744.523.474.756,13,357.037.957.682.299
974365,1,4,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,354.744.523.474.756,13,357.037.957.682.299
974365,1,5,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,354.744.523.474.756,13,357.037.957.682.299
974365,1,7,1,90,,2,,1,2,1,2,2,2,2,2,2,,,84,,64,,,,,,,13,354.744.523.474.756,13,357.037.957.682.299
974366,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,15,,,,,,,,,13,31.652.708.777.281,13,318.511.123.090.408
974366,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,13,31.652.708.777.281,13,318.511.123.090.408
974366,1,3,1,90,,2,,1,2,2,2,2,2,2,2,2,,,14,,,,,,,,,13,31.652.708.777.281,13,318.511.123.090.408
974366,1,5,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,31.652.708.777.281,13,318.511.123.090.408
974366,1,6,1,90,,2,,1,2,1,2,2,2,2,2,2,,,84,,56,,,,,,,13,31.652.708.777.281,13,318.511.123.090.408
974367,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,48,,,,,,,,,13,321.861.297.930.235,13,320.370.171.890.159
974367,1,2,1,90,,2,,1,2,1,2,2,2,2,2,2,,,70,,56,,,,,,,13,321.861.297.930.235,13,320.370.171.890.159
974367,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,321.861.297.930.235,13,320.370.171.890.159
974367,2,1,2,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,321.861.297.930.235,13,320.370.171.890.159
974367,2,2,2,90,,2,,1,2,1,2,2,2,2,2,2,,,70,,64,,,,,,,13,321.861.297.930.235,13,320.370.171.890.159
974368,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,35.631.327.411.126,13,354.796.220.576.402
974368,1,2,1,90,,2,,1,2,1,2,2,2,2,2,2,,,56,,35,,,,,,,13,35.631.327.411.126,13,354.796.220.576.402
974369,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,35,,,,,,,,,13,311.692.499.393.588,13,312.466.766.399.617
974369,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,42,,,,,,,,,13,311.692.499.393.588,13,312.466.766.399.617
974369,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,311.692.499.393.588,13,312.466.766.399.617
974369,1,4,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,311.692.499.393.588,13,312.466.766.399.617
974370,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,338.195.213.198.328,13,336.888.850.087.452
974370,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,48,,,,,,,,,13,338.195.213.198.328,13,336.888.850.087.452
974370,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,338.195.213.198.328,13,336.888.850.087.452
974371,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,232.021.958.435.373,13,234.073.008.107.799
974371,1,2,1,90,,2,,1,2,1,2,2,2,2,2,2,,,48,,28,,,,,,,13,232.021.958.435.373,13,234.073.008.107.799
974371,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,232.021.958.435.373,13,234.073.008.107.799
974371,1,5,1,90,,2,,1,2,1,2,2,2,2,2,2,,,35,,35,,,,,,,13,232.021.958.435.373,13,234.073.008.107.799
974371,1,6,1,90,,2,,1,2,2,2,2,2,2,2,2,,,7,,,,,,,,,13,232.021.958.435.373,13,234.073.008.107.799
974371,1,7,1,90,,2,,1,2,1,2,2,2,2,2,2,,,21,,21,,,,,,,13,232.021.958.435.373,13,234.073.008.107.799
974372,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,267.638.260.433.869,13,269.763.470.668.264
974372,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,14,,,,,,,,,13,267.638.260.433.869,13,269.763.470.668.264
974372,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,267.638.260.433.869,13,269.763.470.668.264
974373,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,345.094.606.386.695,13,343.721.036.522.121
974373,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,13,345.094.606.386.695,13,343.721.036.522.121
974374,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,301.066.271.039.709,13,301.426.798.678.323
974374,1,2,1,90,,2,,1,2,1,2,2,2,2,2,2,,,56,,28,,,,,,,13,301.066.271.039.709,13,301.426.798.678.323
974374,1,3,1,90,,2,,1,2,2,2,2,2,2,2,2,,,14,,,,,,,,,13,301.066.271.039.709,13,301.426.798.678.323
974374,1,4,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,301.066.271.039.709,13,301.426.798.678.323
974374,1,5,1,90,,2,,1,2,1,2,2,2,2,2,2,,,18,,18,,,,,,,13,301.066.271.039.709,13,301.426.798.678.323
974375,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,277.681.317.267.805,13,280.823.361.671.611
974375,1,2,1,90,,2,,1,2,1,2,2,2,2,2,2,,,56,,35,,,,,,,13,277.681.317.267.805,13,280.823.361.671.611
974375,1,4,1,90,,2,,1,2,1,2,2,2,2,2,2,,,14,,14,,,,,,,13,277.681.317.267.805,13,280.823.361.671.611
974376,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,7,,,,,,,,,13,33.148.863.212.715,13,329.939.005.409.406
974377,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,18,,,,,,,,,13,314.646.341.686.522,13,314.799.771.903.482
974377,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,13,314.646.341.686.522,13,314.799.771.903.482
974378,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,35,,,,,,,,,13,299.546.045.582.339,13,298.457.292.781.938
974378,1,2,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,299.546.045.582.339,13,298.457.292.781.938
974378,1,3,1,90,,2,,1,2,1,2,2,2,2,2,2,,,35,,35,,,,,,,13,299.546.045.582.339,13,298.457.292.781.938
974379,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,14,,,,,,,,,13,318.081.805.180.276,13,317.604.523.674.524
974379,1,2,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,318.081.805.180.276,13,317.604.523.674.524
974379,1,3,1,90,,2,,1,2,2,2,2,2,2,2,2,,,48,,,,,,,,,13,318.081.805.180.276,13,317.604.523.674.524
974379,1,4,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,318.081.805.180.276,13,317.604.523.674.524
974379,1,5,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,318.081.805.180.276,13,317.604.523.674.524
974379,1,6,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,318.081.805.180.276,13,317.604.523.674.524
974379,1,7,1,90,,2,,1,2,1,2,2,2,2,2,2,,,84,,70,,,,,,,13,318.081.805.180.276,13,317.604.523.674.524
974379,1,8,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,318.081.805.180.276,13,317.604.523.674.524
974380,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,18,,,,,,,,,13,335.228.188.035.338,13,3.336.307.334.275
974381,1,1,1,90,,2,,1,2,1,2,2,2,2,2,2,,,21,,21,,,,,,,13,287.919.409.150.889,13,287.638.552.363.679
974381,1,2,1,90,,2,,1,2,1,2,2,2,2,2,2,,,30,,30,,,,,,,13,287.919.409.150.889,13,287.638.552.363.679
974381,1,3,1,90,,2,,1,2,2,2,2,2,2,2,2,,,7,,,,,,,,,13,287.919.409.150.889,13,287.638.552.363.679
974382,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,35,,,,,,,,,13,30.799.288.032.717,13,307.848.958.579.065
974383,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,42,,,,,,,,,13,307.976.302.674.476,13,306.992.751.004.529
974383,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,14,,,,,,,,,13,307.976.302.674.476,13,306.992.751.004.529
974386,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,30,,,,,,,,,13,319.685.357.213.122,13,318.150.677.082.421
974386,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,17,,,,,,,,,13,319.685.357.213.122,13,318.150.677.082.421
974388,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,330.165.813.319.661,13,332.062.115.625.555
974388,1,2,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,330.165.813.319.661,13,332.062.115.625.555
974388,1,3,1,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,13,330.165.813.319.661,13,332.062.115.625.555
974389,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,346.762.171.931.273,13,347.319.976.021.228
974389,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,13,346.762.171.931.273,13,347.319.976.021.228
974389,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,346.762.171.931.273,13,347.319.976.021.228
974389,1,4,1,90,,2,,1,2,2,2,2,2,2,2,2,,,20,,,,,,,,,13,346.762.171.931.273,13,347.319.976.021.228
974391,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,13,306.216.084.594.384,13,306.264.313.680.891
974391,1,2,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,306.216.084.594.384,13,306.264.313.680.891
974391,1,3,1,90,,2,,1,2,2,2,2,2,2,2,2,,,20,,,,,,,,,13,306.216.084.594.384,13,306.264.313.680.891
974393,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,304.761.699.591.517,13,302.777.785.869.603
974393,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,13,304.761.699.591.517,13,302.777.785.869.603
974394,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,334.958.897.017.246,13,335.531.647.694.242
974394,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,13,334.958.897.017.246,13,335.531.647.694.242
974394,1,3,1,90,,2,,1,2,2,2,2,2,2,2,2,,,20,,,,,,,,,13,334.958.897.017.246,13,335.531.647.694.242
974394,1,4,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,334.958.897.017.246,13,335.531.647.694.242
974394,1,5,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,334.958.897.017.246,13,335.531.647.694.242
974395,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,20,,,,,,,,,13,333.402.129.500.743,13,333.419.318.018.765
974396,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,13,364.009.110.357.199,13,365.541.795.644.506
974396,1,2,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,364.009.110.357.199,13,365.541.795.644.506
974396,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,364.009.110.357.199,13,365.541.795.644.506
974396,1,4,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,364.009.110.357.199,13,365.541.795.644.506
974396,1,5,1,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,13,364.009.110.357.199,13,365.541.795.644.506
974396,1,6,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,364.009.110.357.199,13,365.541.795.644.506
974396,1,7,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,364.009.110.357.199,13,365.541.795.644.506
974397,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,13,362.440.136.554.429,13,361.194.795.652.929
974397,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,13,362.440.136.554.429,13,361.194.795.652.929
974397,1,4,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,362.440.136.554.429,13,361.194.795.652.929
974398,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,336.336.403.376.428,13,336.908.473.256.284
974398,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,13,336.336.403.376.428,13,336.908.473.256.284
974398,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,336.336.403.376.428,13,336.908.473.256.284
974398,1,4,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,336.336.403.376.428,13,336.908.473.256.284
974398,1,5,1,90,,2,,1,2,2,2,2,2,2,2,2,,,20,,,,,,,,,13,336.336.403.376.428,13,336.908.473.256.284
974398,1,6,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,336.336.403.376.428,13,336.908.473.256.284
974399,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,306.216.084.594.384,13,306.264.313.680.891
974399,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,13,306.216.084.594.384,13,306.264.313.680.891
974399,1,3,1,90,,2,,1,2,2,2,2,2,2,2,2,,,20,,,,,,,,,13,306.216.084.594.384,13,306.264.313.680.891
974400,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,13,349.998.488.112.355,13,348.677.178.414.437
974400,1,2,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,349.998.488.112.355,13,348.677.178.414.437
974401,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,315.149.581.413.628,13,317.134.297.528.366
974401,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,13,315.149.581.413.628,13,317.134.297.528.366
974401,1,3,1,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,13,315.149.581.413.628,13,317.134.297.528.366
974401,1,4,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,315.149.581.413.628,13,317.134.297.528.366
974402,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,340.643.067.608.275,13,336.973.346.833.157
974402,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,13,340.643.067.608.275,13,336.973.346.833.157
974402,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,340.643.067.608.275,13,336.973.346.833.157
974402,1,4,1,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,13,340.643.067.608.275,13,336.973.346.833.157
974402,1,6,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,340.643.067.608.275,13,336.973.346.833.157
974402,1,7,1,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,13,340.643.067.608.275,13,336.973.346.833.157
974403,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,13,298.263.163.616.621,13,299.654.323.195.629
974403,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,20,,,,,,,,,13,298.263.163.616.621,13,299.654.323.195.629
974404,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,307.865.504.646.401,13,3.055.061.411.809
974404,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,13,307.865.504.646.401,13,3.055.061.411.809
974404,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,307.865.504.646.401,13,3.055.061.411.809
974404,1,4,1,90,,2,,1,2,2,2,2,2,2,2,2,,,20,,,,,,,,,13,307.865.504.646.401,13,3.055.061.411.809
974405,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,323.058.375.035.012,13,321.403.547.186.815
974405,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,13,323.058.375.035.012,13,321.403.547.186.815
974406,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,13,31.644.904.103.204,13,316.793.474.689.211
974406,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,13,31.644.904.103.204,13,316.793.474.689.211
974406,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,31.644.904.103.204,13,316.793.474.689.211
974406,1,4,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,31.644.904.103.204,13,316.793.474.689.211
974407,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,352.573.718.203.072,13,351.104.492.558.308
974407,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,13,352.573.718.203.072,13,351.104.492.558.308
974408,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,13,316.931.512.591.843,13,315.004.972.110.288
974409,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,13,31.141.002.550.544,13,313.442.569.510.273
974409,1,2,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,31.141.002.550.544,13,313.442.569.510.273
974409,1,3,1,90,,2,,1,2,2,2,2,2,2,2,2,,,20,,,,,,,,,13,31.141.002.550.544,13,313.442.569.510.273
974409,1,4,1,90,,2,,1,2,2,2,2,2,2,2,2,,,20,,,,,,,,,13,31.141.002.550.544,13,313.442.569.510.273
974410,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,20,,,,,,,,,13,298.263.163.616.621,13,299.654.323.195.629
974410,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,13,298.263.163.616.621,13,299.654.323.195.629
974411,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,233.953.679.552.614,13,239.485.003.656.416
974411,1,2,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,233.953.679.552.614,13,239.485.003.656.416
974411,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,233.953.679.552.614,13,239.485.003.656.416
974411,1,4,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,233.953.679.552.614,13,239.485.003.656.416
974411,1,5,1,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,13,233.953.679.552.614,13,239.485.003.656.416
974412,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,306.582.622.680.683,13,306.703.171.594.591
974412,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,13,306.582.622.680.683,13,306.703.171.594.591
974412,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,306.582.622.680.683,13,306.703.171.594.591
974413,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,13,301.543.607.154.082,13,303.352.266.415.652
974413,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,20,,,,,,,,,13,301.543.607.154.082,13,303.352.266.415.652
974413,1,3,1,90,,2,,1,2,2,2,2,2,2,2,2,,,20,,,,,,,,,13,301.543.607.154.082,13,303.352.266.415.652
974414,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,400.624.174.342.312,13,399.935.555.537.213
974414,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,13,400.624.174.342.312,13,399.935.555.537.213
974414,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,400.624.174.342.312,13,399.935.555.537.213
974414,1,4,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,400.624.174.342.312,13,399.935.555.537.213
974414,1,5,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,400.624.174.342.312,13,399.935.555.537.213
974415,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,329.919.881.490.645,13,332.180.742.515.304
974415,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,13,329.919.881.490.645,13,332.180.742.515.304
974415,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,329.919.881.490.645,13,332.180.742.515.304
974415,1,4,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,329.919.881.490.645,13,332.180.742.515.304
974415,1,5,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,329.919.881.490.645,13,332.180.742.515.304
974416,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,25.474.870.644.314,13,258.428.376.868.253
974416,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,13,25.474.870.644.314,13,258.428.376.868.253
974416,1,3,1,90,,2,,1,2,2,2,2,2,2,2,2,,,20,,,,,,,,,13,25.474.870.644.314,13,258.428.376.868.253
974416,1,4,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,13,25.474.870.644.314,13,258.428.376.868.253
