DIRECTORIO,SECUENCIA_P,P5000,P5010,P5020,P5030,P5040,P5050,P5080,P5090,P5090S1,P5100,P5110,P5130,P5140,P5210S1,P5210S2,P5210S3,P5210S4,P5210S5,P5210S6,P5210S7,P5210S8,P5210S9,P5210S10,P5210S11,P5210S14,P5210S15,P5210S16,P5210S17,P5210S18,P5210S19,P5210S20,P5210S21,P5210S22,P5210S24,HOGAR,P4000,P4010,P4020,P4030S1,P4030S2,P4030S3,P4030S4,P4030S5,P4030S1A1,P4030S4A1,P4040,REGIS,CLASE,P5070,DPTO,ORDEN,fex_c_2011
991050,1,1,1,6,,4,1,5,1,,,12000000,50000,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,1,2,,1,1,2,1,5,1,235.110.967.178.788
991053,1,2,1,2,1,4,1,5,4,,,,1500000,,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,4,1,2,2,2,1,2,,1,1,2,1,5,1,258.149.246.374.444
991058,1,4,4,2,1,4,1,5,4,,,,80000,,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,1,2,,1,1,2,1,5,1,456.900.784.655.769
991061,1,1,1,6,,3,1,5,1,,,300000,100000,,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,2,1,2,2,2,1,1,,1,1,2,1,5,1,258.555.025.419.056
991063,1,1,1,6,,3,1,4,1,,,4000000,40000,,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,1,1,,1,1,2,1,5,1,247.818.941.239.886
991064,1,3,3,2,1,4,1,5,4,,,,40000,,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,4,1,2,2,2,1,1,,1,1,2,1,5,1,350.669.694.653.627
991074,1,2,1,3,1,4,2,5,1,,,12000000,200000,,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,2,2,,,1,2,1,5,1,682.570.350.756.858
991076,1,4,2,3,1,4,2,5,1,,,3000000,40000,,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,3,2,1,2,2,2,2,2,,,1,2,1,5,1,59.954.091.747.191
991078,1,3,1,1,1,1,2,1,1,,,30000000,150000,,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,4,1,2,1,1,2,2,2,,1,2,1,5,1,143.639.887.852.467
991085,1,2,2,3,1,4,1,5,4,,,,50000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,4,1,2,2,2,1,2,,1,1,2,1,5,1,233.454.145.668.767
991091,1,1,1,2,1,4,2,4,4,,,,100000,,2,2,2,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,1,2,2,1,1,1,4,1,2,2,2,2,3,,,1,2,1,5,1,641.322.807.927.368
991093,1,1,1,3,1,3,2,4,1,,,5000000,80000,,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,,,1,2,1,5,1,642.341.478.206.716
991094,1,3,2,1,1,1,2,1,4,,,,80000,,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,1,2,1,2,1,1,2,2,2,,1,2,1,5,1,136.852.096.620.238
991096,1,2,1,3,1,1,2,4,3,,,,,90000,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,,,1,2,1,5,1,877.758.905.764.374
991097,1,1,1,3,1,1,2,1,1,,,10000000,120000,,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,4,1,2,2,1,2,2,2,,1,2,1,5,1,116.879.034.160.327
991099,1,3,2,3,1,3,1,5,1,,,8000000,80000,,2,2,2,2,1,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,1,3,2,1,2,2,2,1,2,,1,1,2,1,5,1,23.929.166.563.942
991101,1,3,1,2,1,4,2,4,1,,,12000000,100000,,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,3,4,1,2,2,2,2,2,,,1,2,1,5,1,256.995.329.153.822
991102,1,4,3,2,1,4,2,5,1,,,10000000,100000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,3,2,1,2,2,2,2,3,,,1,2,1,5,1,220.746.171.607.669
991105,1,3,2,2,1,3,2,5,1,,,12000000,50000,,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,3,2,1,2,2,2,2,2,,,1,2,1,5,1,241.599.500.080.664
991107,1,1,1,6,,3,2,5,1,,,8000000,30000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,2,1,2,2,2,2,1,,,1,2,1,5,1,281.011.045.117.904
991108,1,2,1,6,,3,1,5,1,,,5000000,30000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,,1,1,2,1,5,1,261.747.685.338.268
991109,1,2,2,6,,4,1,4,1,,,15000000,100000,,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,1,3,2,1,2,2,2,1,2,,1,1,2,1,5,1,240.445.582.860.042
991112,1,2,1,2,1,4,1,5,1,,,10000000,100000,,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,3,1,1,2,2,2,1,2,,1,1,2,1,5,1,245.320.289.212.516
991113,1,2,1,2,1,4,1,5,3,,,,,80000,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,3,2,1,2,1,2,1,2,,1,1,2,1,5,1,201.156.448.884.274
991115,1,2,1,2,1,4,1,5,1,,,1000000,70000,,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,3,2,1,2,2,2,1,2,,1,1,2,1,5,1,235.110.967.178.788
991121,1,1,1,2,1,4,2,4,4,,,,50000,,2,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,,,1,2,1,5,1,660.989.224.102.577
991122,1,3,2,3,1,1,2,1,4,,,,80000,,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,4,1,2,2,1,2,2,2,,1,2,1,5,1,102.782.071.270.813
991124,1,3,2,3,1,4,1,4,1,,,12000000,100000,,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,1,2,,1,1,2,1,5,1,226.462.708.477.492
991127,1,4,3,3,1,4,1,4,1,,,15000000,70000,,2,2,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,4,1,2,2,2,1,3,,1,1,2,1,5,1,199.184.559.002.346
991130,1,1,1,3,1,4,1,4,4,,,,120000,,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,1,3,,1,1,2,1,5,1,29.686.451.554.798
991132,1,4,3,2,1,3,2,4,1,,,15000000,120000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,3,4,1,2,2,2,2,3,,,1,2,1,5,1,262.398.698.269.491
991134,1,2,1,2,1,4,2,5,1,,,7000000,50000,,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,2,1,2,2,2,2,2,,,1,2,1,5,1,284.785.964.533.925
991135,1,2,2,2,1,3,2,5,1,,,8000000,70000,,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,,,1,2,1,5,1,233.454.145.668.767
991137,1,6,1,2,1,3,2,5,4,,,,200000,,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,4,1,2,2,2,2,1,,,1,2,1,5,1,285.939.881.754.547
991138,1,2,2,3,2,4,1,5,1,,,10000000,200000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,1,2,2,2,1,2,,1,1,2,1,5,1,23.994.077.795.289
991140,1,3,2,2,2,4,1,5,4,,,,50000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,1,2,2,2,1,2,,1,1,2,1,5,1,336.535.570.712.316
991142,1,2,1,6,,3,1,4,1,,,7000000,50000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,1,2,2,2,1,2,,1,1,2,1,5,1,247.818.941.239.886
991143,1,2,2,2,1,4,1,5,1,,,8000000,80000,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,1,2,,1,1,2,1,5,1,467.994.932.167.466
991148,1,3,3,2,1,3,1,5,1,,,5000000,20000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,5,1,1,2,2,2,1,1,,1,1,2,1,5,1,329.544.133.521.041
991149,1,3,3,2,1,3,1,5,1,,,7500000,40000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,1,1,,1,1,2,1,5,1,177.316.373.885.549
991151,1,3,2,3,1,3,1,4,4,,,,80000,,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,1,2,,1,1,2,1,5,1,377.360.543.097.275
991159,1,1,1,3,1,3,2,5,1,,,8000000,50000,,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,2,1,,,1,2,1,5,1,627.094.180.113.869
991160,1,2,2,6,,4,6,5,4,,,,50000,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,,,1,2,1,5,1,114.383.079.879.393
991162,1,2,2,3,1,4,4,4,1,,,9000000,60000,,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,5,2,1,2,2,2,2,1,,,1,2,1,5,1,149.908.847.294.365
991164,1,2,2,2,1,4,6,5,1,,,8000000,60000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,5,2,1,2,2,2,2,1,,,1,2,1,5,1,187.684.117.717.457
991166,1,2,2,3,1,4,4,4,1,,,7000000,50000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,5,2,1,2,2,2,2,1,,,1,2,1,5,1,124.018.434.699.372
991167,1,2,1,3,1,4,3,4,1,,,6000000,50000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,5,2,2,2,2,2,2,,,,1,2,1,5,1,121.348.781.269.324
991168,1,2,2,4,1,4,6,5,4,,,,50000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,5,1,2,2,2,2,2,,,,1,2,1,5,1,129.864.748.132.751
991180,1,3,2,2,1,4,2,4,1,,,5000000,20000,,2,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,5,2,1,2,2,2,2,1,,,1,2,1,5,1,123.345.476.026.463
991209,1,4,4,3,1,4,2,4,1,,,30000000,100000,,2,1,2,2,1,1,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,1,1,5,2,1,2,2,2,2,1,,,1,2,1,5,1,855.206.491.311.914
991210,1,3,2,2,1,4,2,5,1,,,5000000,20000,,2,1,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,5,2,1,2,2,2,2,1,,,1,2,1,5,1,129.765.595.401.065
991808,1,3,2,2,1,4,4,5,4,,,,60000,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,1,2,1,2,2,2,2,1,,,1,2,5,8,1,38.170.766.797.617
991809,1,3,2,2,1,4,4,5,4,,,,50000,,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,2,2,2,1,,,1,2,5,8,1,635.284.314.838.652
991810,1,3,2,2,1,4,4,5,4,,,,60000,,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,2,2,2,1,,,1,2,5,8,1,50.521.812.492.043
991812,1,4,3,2,1,4,4,5,4,,,,50000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,2,2,2,1,,,1,2,5,8,1,411.806.043.611.904
991904,1,3,1,2,1,4,8,5,4,,,,150000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,2,2,2,1,,,1,2,5,8,1,594.629.789.057.906
991905,1,3,2,2,1,4,3,5,4,,,,200000,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,2,2,2,1,,,1,2,5,8,1,653.937.037.414.703
991907,1,3,2,2,1,4,3,5,4,,,,150000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,,,1,2,5,8,1,442.783.982.171.647
991983,1,2,1,3,1,4,3,5,4,,,,100000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,,,1,2,5,8,1,416.202.605.837.542
991986,1,3,1,2,1,4,3,5,4,,,,100000,,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,2,2,2,2,,,1,2,5,8,1,413.178.964.395.995
991988,1,4,1,2,1,3,3,5,4,,,,200000,,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,2,1,2,2,2,2,2,,,1,2,5,8,1,541.872.233.530.126
991990,1,2,1,2,1,4,3,5,4,,,,100000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,2,2,2,2,,,1,2,1,8,1,400.360.390.552.221
992081,1,3,1,2,1,4,3,4,4,,,,100000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,2,2,2,1,,,1,2,1,8,1,573.377.362.343.881
992082,1,3,2,2,1,4,3,4,4,,,,180000,,2,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,1,1,1,4,1,1,2,2,2,1,,,1,2,1,8,1,347.212.730.114.797
992084,1,2,1,2,1,4,9,5,4,,,,80000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,,,,1,2,5,8,1,439.093.911.956.908
992085,1,3,1,2,1,4,4,5,4,,,,120000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,,,,1,2,5,8,1,580.362.287.518.707
992452,1,2,2,2,1,4,6,5,4,,,,120000,,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,2,2,,,1,2,1,25,1,223.895.383.297.288
992456,1,2,2,2,1,4,6,5,4,,,,50000,,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2,2,,,1,2,1,25,1,196.293.551.263.025
992458,1,2,2,2,1,4,4,5,1,,,98,98,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,,,1,2,1,25,1,203.545.206.197.399
992460,1,3,2,2,1,4,6,6,1,,,98,98,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,,,1,2,1,25,1,173.064.607.718.766
992462,1,3,2,6,,4,2,6,3,,,,,100000,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,,,1,2,1,25,1,266.249.095.401.966
992463,1,3,2,6,,4,6,6,3,,,,,100000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,,,1,2,1,25,1,219.965.624.774.495
