DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480S1;P7480S1A1;P7480S3;P7480S3A1;P7480S4;P7480S4A1;P7480S5;P7480S5A1;P7480S6;P7480S6A1;P7480S7;P7480S7A1;P7480S8;P7480S8A1;P7480S9;P7480S9A1;P7480S10;P7480S10A1;P7480S11;P7480S11A1;AREA;MES;DPTO;fex_c_2011
4116584;1;1;1;90;2; ;1;2;2; ;1;15;1;12;2; ;2; ;2; ;2; ;2; ;05;08;05;1146,75945888007
4116584;1;2;1;90;2; ;1;16;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;05;08;05;1146,75945888007
4116585;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;08;05;1127,1294312855
4116585;1;2;1;90;2; ;1;56;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;08;05;1127,1294312855
4116585;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;08;05;1127,1294312855
4116585;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;08;05;1127,1294312855
4116586;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;08;05;1131,86284877179
4116586;1;2;1;90;2; ;1;42;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;08;05;1131,86284877179
4116586;1;3;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;08;05;1131,86284877179
4116586;1;4;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;08;05;1131,86284877179
4116587;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;08;05;1096,40612220317
4116587;1;2;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;08;05;1096,40612220317
4116587;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;08;05;1096,40612220317
4116587;1;4;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;08;05;1096,40612220317
4116588;1;1;1;90;2; ;1;7;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;05;08;05;1067,8793096311
4116588;1;2;1;90;2; ;1;21;1;8;1;28;2; ;2; ;2; ;2; ;2; ;2; ;05;08;05;1067,8793096311
4116588;1;3;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;08;05;1067,8793096311
4116589;1;1;1;90;2; ;1;21;2; ;2; ;1;4;2; ;2; ;2; ;2; ;2; ;05;08;05;1095,01563581221
4116590;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;08;05;1150,90584156462
4116590;1;2;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;08;05;1150,90584156462
4116590;1;3;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;08;05;1150,90584156462
4116590;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;08;05;1150,90584156462
4116591;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;08;05;1126,85479445911
4116591;1;2;1;90;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;08;05;1126,85479445911
4116591;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;08;05;1126,85479445911
4116591;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;08;05;1126,85479445911
4116592;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;08;05;1093,97867943212
4116592;1;2;1;90;2; ;1;70;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;05;08;05;1093,97867943212
