DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;INI;MES;DPTO;fex_c_2011
4116630;1;2;1;80;05;1;2;3; ;2; ; ;11; ;2; ;2; ;1;08;05;1119,97464363223
4116632;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;916,371397704226
4116634;1;2;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;08;05;1070,41015800306
4116636;1;1;1;80;05;1;4;1; ;2; ; ;10; ;3; ;2; ;1;08;05;1113,85681235905
4116636;1;2;1;80;05;1;4;1; ;2; ; ;8; ;1;4;2; ;1;08;05;1113,85681235905
4116636;1;3;1;80;05;1;1;9;RENUNCIO PORQUE ESTABA ABURRIDO DE ESTE TRABAJO;2; ; ;12;DESEA DESCANSAR;2; ;2; ;1;08;05;1113,85681235905
4116637;1;2;1;80;05;1;1;2; ;2; ; ;2; ;2; ;2; ;1;08;05;1070,41015800306
4116638;1;1;1;80;05;1;1;8; ;2; ; ;9; ;2; ;2; ;1;08;05;1071,80064439401
4116638;1;5;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;1071,80064439401
4116639;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;1076,25335244984
4116640;1;7;1;80;05;1;4;9;POR LA EDAD;2; ; ;8; ;2; ;2; ;1;08;05;1438,77694997774
4116641;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;904,763901995126
4116641;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;904,763901995126
4116643;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;1093,62716849885
4116644;1;1;1;80;05;1;1;8; ;2; ; ;2; ;2; ;2; ;1;08;05;866,879732655453
4116644;1;2;1;80;05;1;3;9;LAS PRACTICAS DE UNA TECNOLOGIA;2; ; ;2; ;2; ;2; ;1;08;05;866,879732655453
4116646;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;08;05;1075,97264301938
4116648;1;1;1;80;05;1;1;8; ;2; ; ;12;ESTA EMBARAZADA Y ES DE ALTO RIESGO;2; ;2; ;1;08;05;1232,13709832567
4116648;1;2;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;08;05;1232,13709832567
4116649;1;4;1;80;05;1;1;8; ;2; ; ;11; ;2; ;2; ;1;08;05;1114,13752178951
4116650;1;1;1;80;05;2; ; ; ; ;1;1;2; ;2; ;2; ;1;08;05;1045,52397076344
4116651;1;1;1;80;05;1;4;5; ;2; ; ;4; ;3; ;2; ;1;08;05;1088,13548498533
4116652;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;929,369379804281
4116652;1;3;1;80;05;1;2;6; ;2; ; ;9; ;2; ;2; ;1;08;05;929,369379804281
4116653;1;2;1;80;05;1;4;1; ;2; ; ;9; ;2; ;2; ;1;08;05;1119,13950349813
4116653;1;3;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ;1;08;05;1119,13950349813
4116654;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;08;05;1270,37277859861
4116655;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;08;05;1093,97867943212
4116655;1;2;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;08;05;1093,97867943212
4116656;1;1;1;80;05;1;4;8; ;2; ; ;9; ;2; ;2; ;1;08;05;928,613132854652
4116656;1;5;1;80;05;1;1;6; ;1; ;1;6; ;2; ;2; ;1;08;05;928,613132854652
4116658;1;1;1;80;05;1;3;5; ;2; ; ;10; ;3; ;2; ;1;08;05;1196,35654860734
4116658;1;2;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;08;05;1196,35654860734
4116659;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;08;05;1075,97264301938
4116660;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;929,369379804281
4116662;1;1;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ;1;08;05;1209,35453070739
4116662;1;6;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;08;05;1209,35453070739
4116663;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;712,840972356623
4116663;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;712,840972356623
4116669;1;5;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;764,865504854942
4116669;1;6;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;08;05;764,865504854942
4116670;1;1;1;80;05;1;4;5; ;2; ; ;8; ;3; ;2; ;1;08;05;1099,8218738789
4116670;1;2;1;80;05;1;1;9;PARA CUIDAR UN CUNADO QUE ESTA ENFERMO ALZAIMER;2; ; ;12;POR CUIDAR UN CUNADO QUE TIENE PRINCIPIOS ALZAIMER;2; ;2; ;1;08;05;1099,8218738789
4116670;1;3;1;80;05;1;2;4; ;2; ; ;12;POR DIAGNOSTICO MEDICO NO PUEDE TRABAJAR;3; ;2; ;1;08;05;1099,8218738789
4116672;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ;1;08;05;1146,75945888007
4116674;1;1;1;80;05;1;1;8; ;2; ; ;1; ;2; ;2; ;1;08;05;916,371397704226
4116674;1;2;1;80;05;1;1;8; ;2; ; ;2; ;2; ;2; ;1;08;05;916,371397704226
4116675;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;1119,13950349813
4116675;1;2;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;08;05;1119,13950349813
4116676;1;3;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ;1;08;05;1111,98471584486
4116679;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;08;05;1097,54850326176
4116682;1;2;1;80;05;2; ; ; ; ;1;1;2; ;2; ;2; ;1;08;05;916,371397704226
4116688;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;968,115220772081
4116691;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;08;05;1075,97264301938
4116692;1;2;1;80;05;1;2;3; ;2; ; ;9; ;2; ;2; ;1;08;05;1297,15759384645
4116694;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;1131,02770863769
4116697;1;1;1;80;05;1;3;6; ;2; ; ;9; ;3; ;2; ;1;08;05;1076,25335244984
4116697;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;08;05;1076,25335244984
4116699;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;08;05;1058,80266229396
4116699;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;08;05;1058,80266229396
4116700;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;08;05;1088,13548498533
4116701;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;1056,93056577976
4116701;1;2;1;80;05;1;1;9;RENUNCIO PORQUE ESTABA ABURRIDO CON LOS JEFES;1; ;1;12;PORQUE SE FUE DE PASEO A CHIQUINQUIRA;2; ;2; ;1;08;05;1056,93056577976
4116701;1;3;1;80;05;1;1;8; ;2; ; ;2; ;2; ;2; ;1;08;05;1056,93056577976
4116701;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;1056,93056577976
4116702;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;08;05;904,763901995126
4116702;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;08;05;904,763901995126
4116704;1;3;1;80;05;1;2;6; ;2; ; ;8; ;2; ;2; ;1;08;05;1021,19920238475
4116705;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;1133,00522983038
4116706;1;1;1;80;05;1;4;7; ;2; ; ;8; ;2; ;2; ;1;08;05;1099,8218738789
4116706;1;2;1;80;05;1;4;7; ;2; ; ;8; ;2; ;2; ;1;08;05;1099,8218738789
4116706;1;3;1;80;05;1;4;7; ;2; ; ;4; ;2; ;2; ;1;08;05;1099,8218738789
4116707;1;2;1;80;05;1;4;9;RENUNCIO PORQUE ESTABA EN EMBARAZO;2; ; ;9; ;2; ;2; ;1;08;05;1143,8995923091
4116709;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;08;05;1207,38308211877
4116709;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;1207,38308211877
4116709;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;1207,38308211877
4116709;1;5;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;1207,38308211877
4116710;1;2;1;80;05;2; ; ; ; ;1;1;2; ;2; ;2; ;1;08;05;891,765919895071
4116710;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;08;05;891,765919895071
4116712;1;1;1;80;05;1;4;9;CAMBIO DE DOMICILIO;2; ; ;9; ;2; ;2; ;1;08;05;1005,13771848363
4116712;1;7;1;80;05;1;1;8; ;2; ; ;2; ;2; ;2; ;1;08;05;1005,13771848363
4116713;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;1113,02167222495
4116715;1;1;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ;1;08;05;1088,13548498533
4116716;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;08;05;1106,6251505989
4116716;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;08;05;1106,6251505989
4116717;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;1088,13548498533
4116719;1;1;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ;1;08;05;1137,70604321858
4116719;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;08;05;1137,70604321858
4116719;1;5;1;80;05;1;4;5; ;1; ;4;8; ;3; ;2; ;1;08;05;1137,70604321858
4116720;1;3;1;80;05;1;1;2; ;2; ; ;2; ;2; ;2; ;1;08;05;904,763901995126
4116720;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;08;05;904,763901995126
4116722;1;2;1;80;05;1;2;7; ;2; ; ;9; ;2; ;2; ;1;08;05;929,369379804281
4116722;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;08;05;929,369379804281
4116723;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;08;05;968,115220772081
4116723;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;08;05;968,115220772081
4116724;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;884,885769068193
4116726;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;08;05;1112,08837910778
4116726;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;1112,08837910778
4116726;1;5;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;1112,08837910778
4116727;1;1;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ;1;08;05;1091,08133662625
4116727;1;4;1;80;05;1;2;2; ;2; ; ;2; ;2; ;2; ;1;08;05;1091,08133662625
4116728;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;1290,49844163108
4116728;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;1290,49844163108
4116730;1;2;1;80;05;1;3;3; ;2; ; ;9; ;2; ;2; ;1;08;05;1246,52354773909
4116733;1;1;1;80;05;1;4;5; ;2; ; ;8; ;3; ;2; ;1;08;05;1113,85681235905
4116733;1;2;1;80;05;1;4;6; ;2; ; ;9; ;1;1;2; ;1;08;05;1113,85681235905
4116735;1;1;1;80;05;1;4;9;POR CAMBIO DE PAIS;1; ;3;8; ;3; ;2; ;1;08;05;1313,68959671251
4116736;1;1;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ;1;08;05;1093,97867943212
4116736;1;2;1;80;05;1;3;5; ;2; ; ;10; ;3; ;2; ;1;08;05;1093,97867943212
4116737;1;2;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;08;05;1076,52798927623
4116738;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;08;05;904,763901995126
4116739;1;3;1;80;05;1;1;8; ;2; ; ;2; ;2; ;2; ;1;08;05;1083,40814010311
4116740;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;1246,52354773909
4116741;1;1;1;80;05;1;4;9;TRANSLADO DE PAIS;2; ; ;8; ;3; ;2; ;1;08;05;1093,97867943212
4116741;1;2;1;80;05;1;1;1; ;2; ; ;8; ;2; ;2; ;1;08;05;1093,97867943212
4116743;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;1069,09996398826
4116744;1;2;1;80;05;1;3;3; ;2; ; ;9; ;2; ;2; ;1;08;05;1146,75945888007
4116746;1;2;1;80;05;2; ; ; ; ;1;4;9; ;2; ;2; ;1;08;05;1285,55009813735
4116746;1;5;1;80;05;1;4;7; ;2; ; ;9; ;2; ;2; ;1;08;05;1285,55009813735
4116746;1;6;1;80;05;1;1;9;POR QUE LE TOCO VIAJAR;1; ;1;8; ;2; ;2; ;1;08;05;1285,55009813735
4116747;1;2;1;80;05;1;3;3; ;2; ; ;9; ;2; ;2; ;1;08;05;1106,6251505989
4116747;1;5;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;1106,6251505989
4116748;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;08;05;1109,12339487276
4116748;1;3;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ;1;08;05;1109,12339487276
4116749;1;2;1;80;05;2; ; ; ; ;1;1;2; ;2; ;1;150000;1;08;05;1088,4161944158
4116749;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;1088,4161944158
4116750;1;4;1;80;05;1;4;7; ;2; ; ;11; ;2; ;2; ;1;08;05;1131,86284877179
4116755;1;1;1;80;05;1;2;8; ;2; ; ;8; ;1;4;2; ;1;08;05;922,489228977403
4116758;1;2;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;08;05;1069,37320162296
4116762;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;08;05;1081,15800116162
4116762;1;5;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;08;05;1081,15800116162
4116763;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;712,840972356623
4116765;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;1070,41015800306
4116770;1;7;1;80;05;1;1;6; ;2; ; ;8; ;2; ;2; ;1;08;05;736,726845469436
4116770;1;13;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;736,726845469436
4116770;1;15;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;08;05;736,726845469436
4116771;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;08;05;929,369379804281
4116775;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;08;05;1067,8793096311
4116776;1;3;1;80;05;2; ; ; ; ;1;1;2; ;2; ;2; ;1;08;05;1058,80266229396
4116776;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;1058,80266229396
4116779;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;1221,91806992993
4116780;1;2;1;80;05;1;4;3; ;2; ; ;11; ;2; ;2; ;1;08;05;1106,97666153217
4116781;1;3;1;80;05;1;4;5; ;2; ; ;8; ;3; ;2; ;1;08;05;1117,82791029164
4116781;1;4;1;80;05;1;4;7; ;1; ;4;8; ;2; ;2; ;1;08;05;1117,82791029164
4116782;1;3;1;80;05;1;2;2; ;2; ; ;2; ;2; ;2; ;1;08;05;1221,91806992993
4116784;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;1098,69088432035
4116784;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;08;05;1098,69088432035
4116785;1;5;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;08;05;1020,16224600465
4116788;1;1;1;80;05;1;1;9;PARA DESCANSAR;2; ; ;8; ;2; ;1;120000;1;08;05;1106,14152139807
4116788;1;2;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ;1;08;05;1106,14152139807
4116789;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;1122,15398107091
4116790;1;2;1;80;05;1;4;9;PORQUE ESTABA FUERA DEL PAIS;2; ; ;9; ;2; ;2; ;1;08;05;1146,75945888007
4116791;1;3;1;80;05;1;1;8; ;1; ;1;12;ESTA EMBARAZADA;2; ;2; ;1;08;05;1139,01763642506
4116792;1;3;1;80;05;2; ; ; ; ;1;1;2; ;2; ;2; ;1;08;05;891,765919895071
4116793;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;08;05;1093,97867943212
4116795;1;1;1;80;05;1;4;5; ;2; ; ;4; ;3; ;2; ;1;08;05;1101,96860721949
4116796;1;2;1;80;05;1;1;8; ;2; ; ;9; ;2; ;2; ;1;08;05;750,725141696296
4116796;1;4;1;80;05;1;1;8; ;2; ; ;2; ;2; ;2; ;1;08;05;750,725141696296
4116797;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;08;05;1088,13548498533
4116798;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;1246,52354773909
4116799;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;08;05;968,115220772081
4116801;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;1067,8793096311
4116803;1;1;1;80;05;1;3;5; ;2; ; ;10; ;3; ;2; ;1;08;05;1113,85681235905
4116804;1;3;1;80;05;1;1;2; ;2; ; ;2; ;2; ;2; ;1;08;05;743,570354043027
4116804;1;4;1;80;05;1;1;2; ;2; ; ;2; ;2; ;2; ;1;08;05;743,570354043027
4116806;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;1067,8793096311
4116807;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;08;05;929,369379804281
4116808;1;1;1;80;05;1;1;9;MAQUINA DE COSER DAÑADA;2; ; ;9; ;2; ;2; ;1;08;05;1109,15599897086
4116811;1;3;1;80;05;1;2;3; ;1; ;1;9; ;2; ;2; ;1;08;05;961,235069945203
4116812;1;2;1;80;05;1;2;4; ;2; ; ;5; ;2; ;2; ;1;08;05;943,509742962927
4116812;1;4;1;80;05;1;1;1; ;2; ; ;2; ;2; ;2; ;1;08;05;943,509742962927
4116813;1;2;1;80;05;1;3;8; ;2; ; ;2; ;2; ;2; ;1;08;05;889,235071523119
4116813;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;889,235071523119
4116813;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;08;05;889,235071523119
4116815;1;1;1;80;05;1;4;5; ;2; ; ;4; ;3; ;2; ;1;08;05;1189,65168253242
4116815;1;5;1;80;05;1;4;3; ;2; ; ;8; ;2; ;2; ;1;08;05;1189,65168253242
4116817;1;2;1;80;05;1;4;4; ;2; ; ;4; ;3; ;2; ;1;08;05;904,763901995126
4116817;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;904,763901995126
4116818;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;904,763901995126
4116818;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;08;05;904,763901995126
4116822;1;1;1;80;05;1;4;4; ;2; ; ;8; ;2; ;2; ;1;08;05;934,377434116966
4116822;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;08;05;934,377434116966
4116823;1;2;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ;1;08;05;1038,92452936702
4116824;1;1;1;80;05;1;4;9;POR TRASLADO DE CIUDAD;2; ; ;7; ;2; ;2; ;1;08;05;603,084922101107
4116824;1;3;1;80;05;1;1;7; ;2; ; ;2; ;2; ;2; ;1;08;05;603,084922101107
4116824;1;5;1;80;05;1;1;8; ;2; ; ;2; ;2; ;2; ;1;08;05;603,084922101107
4116824;1;6;1;80;05;1;1;2; ;2; ; ;2; ; ; ;2; ;1;08;05;603,084922101107
4116824;1;7;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;08;05;603,084922101107
4116825;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;08;05;1360,42799975675
4116827;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;08;05;1069,37320162296
4116828;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ;1;08;05;1120,48480432709
4116829;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;08;05;1018,38764458233
4116830;1;3;1;80;05;1;2;9;NO QUERIA TRABAJAR;2; ; ;11; ;2; ;2; ;1;08;05;750,725141696296
4116830;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;08;05;750,725141696296
4116831;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;08;05;1221,91806992993
4116834;1;2;1;80;05;1;2;9;RENUNCIO PORQUE EL SALARIO ERA MUY POCO;2; ; ;2; ;2; ;2; ;1;08;05;1070,41015800306
