DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480S1;P7480S1A1;P7480S3;P7480S3A1;P7480S4;P7480S4A1;P7480S5;P7480S5A1;P7480S6;P7480S6A1;P7480S7;P7480S7A1;P7480S8;P7480S8A1;P7480S9;P7480S9A1;P7480S10;P7480S10A1;P7480S11;P7480S11A1;clase;MES;DPTO;fex_c_2011
4126402;1;1;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;05;5106,71833654408
4126402;1;2;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;05;5106,71833654408
4126402;1;3;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;05;5106,71833654408
4126402;1;4;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;05;5106,71833654408
4126402;1;5;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;05;5106,71833654408
4126402;1;6;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;05;5106,71833654408
4126403;1;1;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;05;4157,14180987061
4126403;1;2;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;05;4157,14180987061
4126403;1;3;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;05;4157,14180987061
4126404;1;1;1;90;2; ;1;6;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2;08;05;7255,65197290689
4126404;1;2;1;90;2; ;1;35;2; ;1;42;2; ;2; ;2; ;2; ;2; ;2; ;2;08;05;7255,65197290689
4126404;2;1;2;90;2; ;2; ;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2;08;05;7255,65197290689
4126404;2;2;2;90;2; ;1;32;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ;2;08;05;7255,65197290689
4126416;1;1;1;90;1;6;1;30;2; ;1;40;2; ;2; ;2; ;2; ;2; ;1;12;2;08;05;3834,98803474174
4126416;1;2;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;05;3834,98803474174
4126416;1;3;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;05;3834,98803474174
4126416;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;05;3834,98803474174
4126417;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;05;4955,015754113
4126417;1;2;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;05;4955,015754113
4126418;1;1;1;90;2; ;1;1;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2;08;05;5151,72695609416
4126418;1;2;1;90;2; ;1;24;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ;2;08;05;5151,72695609416
4126418;1;3;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;05;5151,72695609416
4126418;1;4;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;05;5151,72695609416
4126419;1;1;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;05;4813,0835528737
4126419;1;2;1;90;2; ;1;70;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2;08;05;4813,0835528737
4126420;1;1;1;90;2; ;1;30;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2;08;05;5164,37040429984
4126421;1;1;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;05;4606,10682308206
4126421;1;2;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;05;4606,10682308206
4126422;1;1;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;05;4080,30449489896
4126422;1;2;1;90;2; ;1;42;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;05;4080,30449489896
4126422;1;3;1;90;2; ;1;4;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2;08;05;4080,30449489896
4126422;1;5;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;05;4080,30449489896
4126422;1;6;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;08;05;4080,30449489896
