Directorio;Secuencia_p;Orden;Regis;P7250;P7260;P7280;P7280s1;P7290;P7300;P7310;P7320;P7350;P7350s1;P7360;P7370;P7380;P7380s1;P7390;P7390s1;P7400;P7410;P7410s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P7424;P7424s1;Clase;Oficio1;Oficio2;Rama4d_d;Rama2d_d;Dpto;Fex_c_2011
394395;1;5;70;2;42;1; ;1;1;2;12;3; ;1;1; ;.;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;53;54;9500;95;05;2638,72291756327
394395;1;9;70;4;48;1; ;1;1;2;1;1; ;4;2;5; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;2000000;2; ;2;81;62;0121;01;05;2638,72291756327
394399;1;1;70;6;60;1; ;1;1;2;3;1; ;7;1; ;.;1; ;2;5; ; ; ; ; ; ; ; ; ;1; ;1;99;1;2000000;2;98;98;6041;60;05;2322,21080111747
394402;1;2;70;48;48;3; ;1;1;2;1;1; ;1;2;4; ;1; ;2;2; ; ; ; ; ; ; ;1; ; ; ;1;100000;1;100000;2;54;53;5529;55;05;3449,80613881956
394420;1;3;70;12;48;1; ;2;2;2;12;1; ;9;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;5200000;2;19;19;8044;80;25;6756,0000988823
394426;1;1;70;16;48;1; ;1;1;2;58;1; ;9;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;03;70;0112;01;25;6033,5762724065
394430;2;2;70;10;45;1; ;2;2;2;20;1; ;6;2;5; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;58;95;7010;70;25;8581,80321722748
394436;1;2;70;24;70;8; ;1;1;2;25;1; ;2;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1800000;2;62;62;0121;01;18;1471,08471543018
394467;1;6;70;1;25;3; ;2;2;2;32;8; ;4;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;60000;2;54;62;0111;01;41;466,471964333187
394477;1;3;70;24;50;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;32; ; ; ;41;439,444860716352
394496;1;4;70;40;48;2; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;00; ; ; ;41;632,052207056387
394530;1;3;70;4;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;32; ; ; ;41;502,080054142962
394553;1;2;70;24;40;2; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;55; ; ; ;41;569,417013629777
394577;1;4;70;4;40;8; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;41;544,00339305693
394578;1;4;70;16;50;2; ;1;1;2;20;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;3700000;2;58;62;0112;01;41;758,490608057486
394605;1;5;70;1;40;1; ;2;2;2;10;1; ;2;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;125000;2;77;77;5229;52;41;569,417013629777
394631;1;3;70;8;48;1; ;1;1;2;2;1; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;150000;1;1500000;2;62;62;0111;01;41;460,475095734484
394701;1;2;70;1;16;8; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;41;355,925229182854
394732;1;2;70;3;8;9;cocinera;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;53; ; ; ;41;465,731029367473
394746;1;4;70;4;40;8; ;1;1;2;3;8; ;3;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;30000;2; ;2;62;62;0111;01;41;771,706939531794
394746;1;5;70;4;40;8; ;1;1;2;1;8; ;2;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;2;62;62;0111;01;41;771,706939531794
394746;1;6;70;2;45;8; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;41;771,706939531794
394751;1;2;70;2;28;4; ;1;1;2;24;4; ;1;2;2; ;1; ;2;9; ; ; ; ; ; ; ;1; ; ; ;2; ;1;100000;2;54;56;9301;93;41;500,67184758662
394761;1;3;70;3;40;8; ;1;1;2;3;8; ;3;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;2;62;62;0111;01;41;628,51845514406
394775;1;2;70;6;48;5; ;1;1;2;16;5; ;2;2;7; ;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;50000;2;98;98;6021;60;44;408,925832879776
394775;1;4;70;2;63;3; ;1;1;2;28;3; ;1;2;8; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;44;408,925832879776
394858;1;3;70;48;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;53; ; ; ;44;447,995701023733
394871;1;2;70;20;48;4; ;1;1;2;40;1; ;3;2;2; ;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;95;95;4521;45;44;191,239861475559
394873;1;1;70;8;40;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;44;418,220037140151
394873;1;2;70;5;45;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;53; ; ; ;44;418,220037140151
394873;1;3;70;16;46;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;13; ; ; ;44;418,220037140151
394877;1;2;70;16;56;4; ;1;1;2;16;4; ;2;2;2; ;1; ;2;11;DESCONOCE LA PRESTACION; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;2;62;62;0140;01;44;304,514467721153
394879;1;1;70;16;50;4; ;1;1;2;16;4; ;2;1; ;.;1; ;2;11;DESCONOCE LA PRESTACION; ; ; ; ; ; ; ; ;1; ;2; ;1;750000;2;62;62;0140;01;44;605,498100705193
394883;1;1;70;12;56;4; ;1;1;2;12;4; ;2;2;2; ;1; ;2;11;DESCONOCE LA PRESTACION; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;2;62;62;0140;01;44;483,849641527768
394885;1;1;70;56;12;4; ;1;1;2;12;4; ;2;2;2; ;1; ;2;11;DESCONOCE LA PRESTACION; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;2;62;62;0140;01;44;325,881543458613
394886;1;1;70;12;56;4; ;1;1;2;12;4; ;2;2;2; ;1; ;2;11;DESCONOCE LA PRESTACION; ; ; ; ; ; ; ; ;1; ;2; ;1;850000;2;62;62;0140;01;44;295,160895846611
394892;1;1;70;14;64;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;44;405,166081214928
394899;1;1;70;12;50;4; ;1;1;2;12;4; ;2;2;7; ;7; ;2;11;DESCONOCE LA PRESTACION; ; ; ; ; ; ; ; ;1; ;2; ;1;750000;2;62;62;0140;01;44;423,290856918421
394901;1;1;70;16;56;4; ;1;1;2;16;4; ;2;1; ;.;1; ;2;11;DESCONOCE LA PRESTACION; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;2;62;62;0140;01;44;471,172395519943
394902;1;3;70;16;63;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;44;668,190639443889
394927;1;1;70;8;40;8; ;1;1;2;24;1; ;6;2;5; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1800000;2;62;62;0140;01;44;393,51519303484
394933;1;1;70;4;40;8; ;1;1;2;24;1; ;1;2;5; ;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1800000;2;62;97;1422;14;44;574,267946854388
394933;1;3;70;6;40;1; ;1;1;2;6;4; ;2;2;5; ;8; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1650000;2;54;71;1422;14;44;574,267946854388
394943;1;2;70;12;40;1; ;1;1;2;12;4; ;1;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;98;98;6021;60;44;329,527364571325
394943;1;3;70;12;40;8; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;44;329,527364571325
394947;1;1;70;36;40;8; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;44;432,122120497887
394954;1;1;70;16;40;8; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;99; ; ; ;44;514,246153769172
394955;1;3;70;12;40;8; ;1;1;2;24;8; ;6;2;5; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;62;62;0121;01;44;397,14676668346
394957;1;1;70;40;40;8; ;1;1;2;24;8; ;6;2;5; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;62;62;0121;01;44;362,009000295841
394960;1;1;70;12;40;8; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;44;383,082270752532
394963;1;2;70;1;36;4; ;1;1;2;36;4; ;9;2;2; ;1; ;2;11;EL TRABAJO ERA TEMPORAL; ; ; ; ; ; ; ; ;1; ;2; ;1;1500000;2;71;71;1422;14;44;379,577883489651
394965;1;3;70;80;40;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;44;423,639785745677
395015;1;3;70;8;40;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;99; ; ; ;44;597,189581185765
395019;1;3;70;4;40;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;44;591,938582441729
395022;1;2;70;4;84;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;44;482,643104734265
395033;1;1;70;5;40;4; ;1;1;2;5;1; ;2;2;5; ;4; ;2;11;NO TENIA  COMO  PAGAR; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;62;62;0121;01;44;471,642860837996
395033;1;2;70;8;40;3; ;1;1;2;30;4; ;1;2;12;POR  NO  TENIA CON Q PAGAR;1; ;2;11;POR Q ELL ERA UNA TRABAJADORA   POR CUENTA  PROPIA; ; ; ; ; ; ; ; ;1; ;2; ;1;170000;2;54;75;5239;52;44;471,642860837996
395035;1;1;70;5;40;8; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;44;351,008756399572
395044;1;3;70;6;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;58; ; ; ;44;283,958092673229
395044;1;4;70;4;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;58; ; ; ;44;283,958092673229
395057;1;2;70;4;48;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;44;405,810335680835
395058;1;1;70;32;48;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;99; ; ; ;44;238,338814210737
395058;1;3;70;8;48;8; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;99; ; ; ;44;238,338814210737
395059;1;2;70;7;48;8; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;61; ; ; ;44;421,545426734716
395061;1;1;70;8;48;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;85; ; ; ;44;346,086396597665
395069;1;2;70;6;24;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;58; ; ; ;44;176,776175549467
395074;1;1;70;3;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;59; ; ; ;44;298,884674341815
395076;1;2;70;72;48;2; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;13; ; ; ;44;162,902432585034
395086;1;3;70;24;40;2; ;1;1;2;60;2; ;9;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;00;54;8532;85;44;210,095923964275
395091;1;5;70;11;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;37; ; ; ;44;249,211099703326
395091;1;6;70;6;10;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;44;249,211099703326
395097;1;4;70;1;8;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;44;452,385055631923
395108;1;3;70;12;56;2; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;59; ; ; ;44;162,902432585034
395124;1;1;70;2;40;2; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;58; ; ; ;44;441,594214809367
395167;1;5;70;8;40;3; ;2;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;44;417,948442037726
395187;1;4;70;4;48;1; ;1;1;2;4;2; ;9;1; ;.;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;504000;2;95;58;7522;75;50;1519,07572447658
395211;1;2;70;4;48;1; ;1;1;2;12;1; ;9;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1350000;2;45;45;9242;92;50;1402,11854981001
395216;1;3;70;24;48;1; ;2;2;2;24;1; ;4;1; ;.;1; ;1; ;.; ;1; ; ; ; ; ; ; ; ;2; ;2; ;2;58;58;0140;01;50;1066,18479567632
395222;1;2;70;3;46;8; ;2;2;2;3;8; ;2;2;2; ;1; ;2;11;TRABAJO  TEMPORAL; ; ; ; ; ; ; ; ;1; ;1;360000;1;1100000;2;62;62;0121;01;50;1639,296293172
395223;1;1;70;4;48;8; ;1;1;2;4;1; ;5;2;8; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;100000;1;300000;2;62;87;4100;41;50;1299,77120516227
395226;1;3;70;24;55;1; ;1;1;2;24;1; ;4;2;8; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3240000;2;95;95;9000;90;50;944,144037249562
395227;1;2;70;4;24;3; ;1;1;2;4;1; ;6;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;130000;2;54;55;8045;80;50;1796,68927633918
395228;1;1;70;4;48;8; ;1;1;2;2;8; ;3;2;8; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;120000;1;2000000;2;62;62;0121;01;50;1517,13360881151
395233;1;1;70;3;40;1; ;1;1;2;7;1; ;4;1; ;.;2; ;2;7; ; ; ; ;1; ; ; ; ; ; ;1;411000;1;4296000;2;84;84;5020;50;50;1366,1294980813
395247;1;2;70;5;54;8; ;1;1;2;5;8; ;4;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2400000;2;62;62;0111;01;66;1437,41816944523
395247;1;4;70;8;48;1; ;1;1;2;8;1; ;3;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;950000;2;95;95;4521;45;66;1437,41816944523
395247;1;5;70;17;60;1; ;1;1;2;17;8; ;4;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3200000;2;97;62;0111;01;66;1437,41816944523
395274;1;6;70;32;48;3; ;1;1;2;42;3; ;1;2;5; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;400000;2;54;54;9500;95;47;1310,40027733328
395275;1;2;70;24;48;3; ;1;1;2;176;3; ;1;2;5; ;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;47;1113,17270112272
395282;1;3;70;24;48;1; ;1;1;2;56;1; ;2;2;5; ;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;45;45;5211;52;47;708,37379082722
395289;1;2;70;32;48;3; ;1;1;2;62;3; ;1;2;5; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;47;815,288427765306
395319;1;2;70;12;48;2; ;2;2;2;32;2; ;9;1; ;.;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;5000000;2;07;07;8512;85;47;972,321060455462
395331;1;3;70;7;72;2; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;58; ; ; ;13;948,755917441593
395345;1;3;70;8;45;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;37; ; ; ;13;2019,09546665785
395345;1;4;70;24;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;53; ; ; ;13;2019,09546665785
395355;1;3;70;28;48;2; ;1;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;58; ; ; ;13;1910,71318831695
395363;1;3;70;8;50;1; ;1;1;2;8;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;2;62;64;0501;05;13;1817,66331450038
395367;1;3;70;10;50;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;13;1497,69001110253
395373;1;2;70;2;48;1; ;1;1;2;20;1; ;2;2;2; ;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;200000;2;97;45;5223;52;13;2549,68285130088
395401;1;2;70;6;48;4; ;1;1;2;6;4; ;1;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;350000;2;98;98;6031;60;47;676,289755707495
395404;1;4;70;9;48;8; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;47;963,95881228329
395437;1;9;70;38;48;2; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;32; ; ; ;47;1248,35401266964
395448;1;3;70;20;40;1; ;1;1;2;30;8; ;3;2;8; ;7; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;62;62;0121;01;47;1125,10068431816
395453;1;3;70;20;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;58; ; ; ;47;495,905420438798
395469;1;3;70;30;40;2; ;1;1;2;38;4; ;1;2;2; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;450000;2;55;45;5262;52;47;763,709063866164
395472;1;2;70;40;40;1; ;1;1;2;60;6; ;2;2;11; ;4; ;2;11;TRABAJABA SIN REMUNERACION; ; ; ; ; ; ; ; ;1; ;2; ;1;650000;2;45;62;0121;01;47;715,151872173581
395489;1;8;70;2;40;4; ;1;1;2;100;4; ;1;2;7; ;8; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;45;45;5223;52;52;1956,5457095715
395499;1;3;70;4;3;1; ;1;1;2;3;1; ;2;2;7; ;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;300000;1;98;2;63;63;0201;02;52;2312,55305716605
395501;1;3;70;2;5;8; ;1;1;2;4;8; ;2;2;6; ;4; ;2;6; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1500000;2;62;62;0140;01;52;1632,58163179949
395501;1;4;70;4;48;1; ;2;1;2;4;4; ;1;2;3; ;6; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1980000;2;00;54;8532;85;52;1632,58163179949
395505;1;4;70;2;48;1; ;1;1;2;4;8; ;2;2;3; ;8; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1400000;2;63;63;0140;01;52;1053,92247364821
395508;1;2;70;3;24;1; ;1;1;2;36;4; ;1;2;2; ;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;7493;74;52;1341,75234356543
395508;1;8;70;3;48;1; ;1;1;2;10;8; ;3;2;3; ;4; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2100000;2;63;63;0201;02;52;1341,75234356543
395510;1;2;70;10;48;8; ;1;2;2;96;4; ;1;2;2; ;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;80000;2;62;54;7493;74;52;1599,56873592776
395510;1;3;70;3;48;1; ;1;1;2;6;4; ;1;2;2; ;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;2;62;64;0501;05;52;1599,56873592776
395560;1;2;70;7;44;3; ;1;1;2;38;1; ;3;2;4; ;7; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;45;53;5529;55;52;1481,76792610635
395560;1;5;70;5;48;1; ;1;1;2;54;1; ;4;2;5; ;7; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;45;53;5530;55;52;1481,76792610635
395576;1;2;70;6;40;1; ;1;1;2;24;1; ;5;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;55;55;6601;66;76;3937,7525369693
395581;1;2;70;3;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;76;5364,48832396162
395586;1;2;70;1;60;1; ;1;1;2;4;1; ;2;2;8; ;1; ;2;5; ; ; ; ; ; ; ; ; ;1; ;1;295000;1;415000;2;71;71;0201;02;76;6216,68131967653
395593;1;1;70;7;70;4; ;1;1;2;18;8; ;9;1; ;.;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3000000;2;95;62;0117;01;76;4255,85471601289
395598;1;1;70;2;48;1; ;2;2;2;2;1; ;7;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;1;433700;1;5500000;2;77;77;1521;15;76;4207,00892146576
395598;1;2;70;96;48;1; ;2;2;2;92;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;97;97;2220;22;76;4207,00892146576
395603;1;1;70;2;48;8; ;1;1;2;2;8; ;4;2;4; ;1; ;2;1; ; ; ;1; ; ; ; ; ; ; ;1;101200;1;800000;2;62;62;0114;01;76;5811,39866220975
395608;1;5;70;10;50;1; ;2;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;98; ; ; ;76;4858,05805687575
395609;1;1;70;96;48;1; ;2;2;2;96;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;33;33;6512;65;76;3337,78080694096
395611;1;4;70;4;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;32; ; ; ;76;3661,15194557055
395613;1;3;70;4;50;1; ;1;1;2;4;1; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;2;95;95;4521;45;76;5352,76457663226
395615;1;2;70;16;50;1; ;2;2;2;16;8; ;6;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;3200000;2;58;62;0114;01;76;4513,34494128546
395617;1;2;70;8;48;1; ;1;1;2;8;1; ;2;2;8; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;98;2;55;77;5239;52;76;3045,72391261917
395618;1;3;70;12;50;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;76;3365,36249565509
395619;1;2;70;16;48;2; ;2;2;2;16;4; ;9;1; ;.;1; ;2;6; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2040000;2;32;54;8532;85;76;5635,28692256467
395619;1;5;70;12;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;76;5635,28692256467
402319;1;2;70;98;12;4; ;1;1;2;12;4; ;1;2;6; ;3; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;7493;74;19;1353,91474821789
402321;1;2;70;52;40;3; ;1;1;2;450;3; ;1;2;5; ;1; ;2;2; ; ; ; ; ; ; ;1; ; ; ;2; ;2; ;2;54;54;9500;95;19;1241,1556746307
