Directorio;Secuencia_p;Orden;Area;Regis;P7480;P7480s1;P7480s2;P7480s3;P7480s4;P7480s5;P7480s6;P7480s7;P7480s8;P7480s9;P7480s10;P7480s11;P7480s12;P7480s1a1;P7480s2a1;P7480s3a1;P7480s4a1;P7480s5a1;P7480s6a1;P7480s7a1;P7480s8a1;P7480s9a1;P7480s10a1;P7480s11a1;P7480s12a1;Dpto;Fex_c_2011
373317;1;2;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;28; ;24; ; ; ; ; ; ; ;05;766,19474376044
373317;1;3;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;766,19474376044
373318;1;1;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;612,890996275499
373318;1;2;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;35; ;25; ; ; ; ; ; ; ;05;612,890996275499
373318;1;3;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ; ;05;612,890996275499
373318;1;6;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ; ;05;612,890996275499
373318;1;7;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ; ;05;612,890996275499
373319;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ; ;05;859,256537025019
373319;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;35; ; ; ; ; ; ; ; ; ;05;859,256537025019
373319;1;3;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;859,256537025019
373319;1;4;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ; ;05;859,256537025019
373320;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;35; ; ; ; ; ; ; ; ; ;05;567,056917312017
373320;1;2;05;90; ;2;2;2;2;1;2;2;2;2;2;2;2; ; ; ; ;14; ; ; ; ; ; ; ;05;567,056917312017
373320;1;3;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;6; ; ; ; ; ; ; ; ; ;05;567,056917312017
373321;1;1;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;894,346446691109
373321;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;35; ; ; ; ; ; ; ; ; ;05;894,346446691109
373321;1;3;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;894,346446691109
373321;1;4;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;894,346446691109
373321;1;5;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;6; ; ; ; ; ; ; ; ; ;05;894,346446691109
373321;1;6;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ; ;05;894,346446691109
373322;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ; ;05;847,431659781942
373322;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ; ;05;847,431659781942
373322;1;3;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;847,431659781942
373322;1;4;05;90; ;2;2;2;2;2;2;2;1;2;2;2;2; ; ; ; ; ; ; ;10; ; ; ; ;05;847,431659781942
373323;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ; ;05;724,367860082176
373323;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ; ;05;724,367860082176
373324;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;18; ; ; ; ; ; ; ; ; ;05;856,327874119908
373324;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ; ;05;856,327874119908
373325;1;1;05;90; ;2;2;2;2;2;2;2;1;2;2;2;2; ; ; ; ; ; ; ;4; ; ; ; ;05;859,256537025019
373325;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ; ;05;859,256537025019
373325;1;3;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ; ;05;859,256537025019
373325;1;4;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ; ;05;859,256537025019
373326;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ; ; ;05;724,367860082176
373326;1;2;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;724,367860082176
373327;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;8; ; ; ; ; ; ; ; ; ;05;768,479505963471
373327;1;2;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;20; ;12; ; ; ; ; ; ; ;05;768,479505963471
373327;1;3;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ; ;05;768,479505963471
373329;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;12; ; ; ; ; ; ; ; ; ;05;558,616575203451
373329;1;3;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;558,616575203451
373329;1;4;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;15; ;12; ; ; ; ; ; ; ;05;558,616575203451
373330;1;1;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;625,794387614142
373330;1;2;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;20; ;15; ; ; ; ; ; ; ;05;625,794387614142
373330;1;3;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ; ;05;625,794387614142
373331;1;1;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;926,434349435711
373331;1;2;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;12; ;10; ; ; ; ; ; ; ;05;926,434349435711
373331;1;3;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;926,434349435711
373331;1;5;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;926,434349435711
373332;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;15; ; ; ; ; ; ; ; ; ;05;739,888280689175
373334;1;1;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;845,146897578911
373334;1;2;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;25; ;20; ; ; ; ; ; ; ;05;845,146897578911
373334;1;3;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;845,146897578911
373334;1;4;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ; ;05;845,146897578911
373336;1;1;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;904,44671528642
373336;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;20; ; ; ; ; ; ; ; ; ;05;904,44671528642
373336;1;3;05;90; ;2;2;2;2;2;2;2;1;2;2;2;2; ; ; ; ; ; ; ;10; ; ; ; ;05;904,44671528642
373336;1;4;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;904,44671528642
373337;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;8; ; ; ; ; ; ; ; ; ;05;766,994579127709
373337;1;2;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;20; ;40; ; ; ; ; ; ; ;05;766,994579127709
373338;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ; ; ;05;766,288446517785
373339;1;1;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;10; ;10; ; ; ; ; ; ; ;05;671,911315311676
373339;1;2;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;10; ;12; ; ; ; ; ; ; ;05;671,911315311676
373339;1;4;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ; ;05;671,911315311676
373339;1;5;05;90; ;2;2;1;2;2;1;2;2;2;2;2;2; ; ;5; ; ;15; ; ; ; ; ; ;05;671,911315311676
373339;1;6;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;671,911315311676
373340;1;1;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;617,729479492948
373340;1;2;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;10; ;6; ; ; ; ; ; ; ;05;617,729479492948
373340;1;3;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ; ; ;05;617,729479492948
373341;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ; ; ;05;669,625870708184
373341;1;2;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;10; ;5; ; ; ; ; ; ; ;05;669,625870708184
373342;1;1;05;90; ;2;2;2;2;1;2;2;2;2;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ;05;660,572663643476
373342;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;1; ; ; ; ; ; ; ; ; ;05;660,572663643476
373342;1;3;05;90; ;2;2;1;2;1;1;2;2;2;2;2;2; ; ;25; ;20;15; ; ; ; ; ; ;05;660,572663643476
373342;1;4;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;660,572663643476
373343;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;1; ; ;4; ; ; ; ; ; ; ; ;1;05;838,679684036619
373343;1;2;05;90; ;2;2;1;2;1;2;1;2;2;2;1;2; ; ;20; ;7; ;2; ; ; ;4; ;05;838,679684036619
373343;1;3;05;90; ;1;2;1;2;2;2;2;2;2;2;2;2;1; ;1; ; ; ; ; ; ; ; ; ;05;838,679684036619
373344;1;1;05;90; ;2;2;1;2;2;1;2;2;2;2;2;1; ; ;10; ; ;4; ; ; ; ; ;3;05;698,029926161409
373345;1;1;05;90; ;2;2;1;2;2;2;2;1;2;2;2;2; ; ;1; ; ; ; ;8; ; ; ; ;05;788,069353763531
373345;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;1; ; ; ; ; ; ; ; ; ;05;788,069353763531
373346;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ; ;05;766,288446517785
373347;1;1;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;1; ;8; ; ; ; ; ; ; ;05;775,684322965188
373347;1;2;05;90; ;2;2;1;1;1;1;2;2;2;2;2;2; ; ;30;15;10;20; ; ; ; ; ; ;05;775,684322965188
373347;1;3;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;775,684322965188
373347;1;4;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;12; ;21; ; ; ; ; ; ; ;05;775,684322965188
373348;1;1;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;724,367860082176
373348;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;42; ; ; ; ; ; ; ; ; ;05;724,367860082176
373349;1;1;05;90; ;2;2;2;2;1;2;2;2;2;2;2;2; ; ; ; ;14; ; ; ; ; ; ; ;05;759,727530218149
373349;1;2;05;90; ;2;2;2;2;1;2;2;2;2;2;2;2; ; ; ; ;40; ; ; ; ; ; ; ;05;759,727530218149
373350;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ; ;05;698,029926161409
373351;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ; ;05;699,016931349748
373351;1;2;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;699,016931349748
373351;1;3;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ; ;05;699,016931349748
373352;1;1;05;90; ;2;2;2;1;1;2;2;2;2;2;2;2; ; ; ;60;21; ; ; ; ; ; ; ;05;627,281290605539
373352;2;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;1; ; ; ; ; ; ; ; ; ;05;627,281290605539
373352;3;1;05;90; ;2;2;2;2;1;1;2;2;2;2;2;2; ; ; ; ;7;7; ; ; ; ; ; ;05;627,281290605539
373353;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ; ;05;706,781901906731
373353;1;2;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;706,781901906731
373354;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ; ;05;760,101670450347
373354;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;1;2; ; ;54; ; ; ; ; ; ; ;8; ;05;760,101670450347
373354;1;3;05;90; ;2;2;1;2;1;2;2;2;2;2;2;1; ; ;15; ;35; ; ; ; ; ; ;2;05;760,101670450347
373354;1;4;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ; ;05;760,101670450347
373354;1;5;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ; ; ;05;760,101670450347
373354;1;7;05;90; ;2;2;1;2;2;2;2;1;2;2;2;2; ; ;8; ; ; ; ;3; ; ; ; ;05;760,101670450347
373355;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ; ;05;637,257095385166
373355;1;2;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;4; ;21; ; ; ; ; ; ; ;05;637,257095385166
373355;1;3;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;1; ; ; ; ; ; ; ; ; ;05;637,257095385166
373356;1;1;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;4; ;10; ; ; ; ; ; ; ;05;777,969085168219
373356;1;2;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;16; ;22; ; ; ; ; ; ; ;05;777,969085168219
373356;1;3;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;777,969085168219
373356;1;4;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;777,969085168219
373357;1;1;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;829,927708291297
373357;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;48; ; ; ; ; ; ; ; ; ;05;829,927708291297
373358;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ; ;05;829,927708291297
373358;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;48; ; ; ; ; ; ; ; ; ;05;829,927708291297
373359;1;1;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;4; ;10; ; ; ; ; ; ; ;05;699,016931349748
373359;1;2;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;20; ;10; ; ; ; ; ; ; ;05;699,016931349748
373359;1;3;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;12; ; ; ; ; ; ; ; ; ;05;699,016931349748
373360;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;6; ; ; ; ; ; ; ; ; ;05;829,927708291297
373360;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;20; ; ; ; ; ; ; ; ; ;05;829,927708291297
373361;1;1;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;14; ;10; ; ; ; ; ; ; ;05;827,642946088267
373361;1;2;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;20; ;14; ; ; ; ; ; ; ;05;827,642946088267
373362;1;1;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;5; ;10; ; ; ; ; ; ; ;05;689,527352145
373362;1;2;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;60; ;40; ; ; ; ; ; ; ;05;689,527352145
373363;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ; ; ;05;679,239913728618
373364;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ; ;05;714,267591486865
373364;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;12; ; ; ; ; ; ; ; ; ;05;714,267591486865
373364;1;3;05;90; ;2;2;1;2;2;2;2;1;2;2;2;2; ; ;2; ; ; ; ;2; ; ; ; ;05;714,267591486865
373364;1;4;05;90; ;2;2;2;2;2;2;2;1;2;2;2;2; ; ; ; ; ; ; ;25; ; ; ; ;05;714,267591486865
373365;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ; ;05;814,407287684298
373365;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;24; ; ; ; ; ; ; ; ; ;05;814,407287684298
373365;1;3;05;90; ;2;2;2;2;2;2;2;1;2;2;2;2; ; ; ; ; ; ; ;5; ; ; ; ;05;814,407287684298
373366;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ; ;05;769,217109422897
373366;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;40; ; ; ; ; ; ; ; ; ;05;769,217109422897
373366;1;3;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;769,217109422897
373367;1;1;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;724,305628174333
373367;1;2;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;724,305628174333
373367;1;3;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;724,305628174333
373368;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;32; ; ; ; ; ; ; ; ; ;05;829,927708291297
373368;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ; ; ;05;829,927708291297
373369;1;1;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;10; ;40; ; ; ; ; ; ; ;05;737,603518486144
373371;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;6; ; ; ; ; ; ; ; ; ;05;829,98994019914
373372;1;1;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;5; ;20; ; ; ; ; ; ; ;05;766,932347219866
373372;1;2;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;48; ;24; ; ; ; ; ; ; ;05;766,932347219866
373372;1;3;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;1; ; ; ; ; ; ; ; ; ;05;766,932347219866
373373;1;1;05;90; ;2;2;1;2;2;2;2;2;1;2;2;2; ; ;3; ; ; ; ; ;48; ; ; ;05;724,367860082176
373373;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ; ;05;724,367860082176
373374;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ; ;05;698,029926161409
373375;1;1;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;836,394921833589
373375;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ; ;05;836,394921833589
373375;1;3;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;836,394921833589
373376;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ; ;05;739,888280689175
