Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s2;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s20;P5210s21;P5210s22;P5210s24;P5220;P5220s1;P6006;P6008;P6007;P6007s1;Hogar;P4000;P4010;P4020;P4030s1;P4030s1a1;P4030s2;P4030s3;P4030s4;P4030s4a1;P4030s5;P4040;Regis;Area;Mes;Dpto;Fex_c_2011
4099562;1;3;2;1;1;1;1;1;4;3; ; ; ; ;400000;2;1;1;2;1;1;1;2;1;2;1;2;1;1;2;2;2;2;2;2;2;1;2; ;2;2; ;1;1;1;4;1;2;2;1;1;3;1;1;01;52;07;52;98,7299337921783
4099563;1;1;1;1;1;1;1;1;4;3; ; ; ; ;220000;2;2;2;2;2;1;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;1; ;4;2; ;1;2;1;2;1;2;2;1;1;3;1;1;01;52;07;52;328,236233633522
4099564;1;2;1;1;1;1;1;1;4;1; ; ;98;200000; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ;1;2; ;1;1;1;2;1;2;2;1;1;3;1;1;01;52;07;52;144,932542350439
4099565;1;3;2;1;1;1;1;1;4;1; ; ;80000000;300000; ;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;1;1;2;2;1;5; ;5;2; ;1;1;1;4;1;2;2;1;1;3;1;1;01;52;07;52;205,292453000155
4099566;1;3;2;1;1;1;1;1;3;1; ; ;50000000;250000; ;1;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;2;1;1;1;2;1;3; ;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;52;07;52;176,670495447019
4099567;1;3;2;1;1;1;1;1;3;3; ; ; ; ;250000;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1; ;6;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;52;07;52;212,073569459606
4099568;1;5;2;1;1;1;1;1;4;4; ; ; ;400000; ;2;1;1;2;1;1;1;2;2;2;1;2;2;1;2;2;2;1;2;2;2;1;2; ;3;2; ;1;1;1;4;1;2;2;1;1;3;1;1;01;52;07;52;205,314529821239
4099569;1;3;2;1;1;1;1;1;4;3; ; ; ; ;400000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;52;07;52;198,831035926952
4099570;1;6;4;1;1;1;1;1;3;1; ; ;90000000;400000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;2;2;1;3; ;5;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;52;07;52;244,109642713565
4099571;1;5;3;1;1;1;1;1;4;2; ;320000;160000000;400000; ;2;1;1;1;1;1;1;2;2;1;1;1;1;1;2;2;2;1;2;1;2;1;3; ;4;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;52;07;52;170,069269059997
4099572;1;3;1;1;1;1;1;1;4;3; ; ; ; ;400000;2;2;2;2;2;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;2;1;6;1;2;2;1;1;3;1;1;01;52;07;52;177,806360794598
4099573;1;5;3;1;2;1;1;1;4;3; ; ; ; ;500000;2;1;1;1;1;1;1;1;2;1;1;2;1;1;2;2;2;2;1;2;2;1;2; ;4;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;52;07;52;228,135131498749
4099574;1;6;3;1;1;1;1;1;4;1; ; ;150000000;500000; ;2;1;1;1;1;1;1;2;2;1;1;2;1;1;2;2;2;2;1;2;2;1;4; ;4;2; ;1;1;1;4;1;2;2;1;1;3;1;1;01;52;07;52;159,111921262978
4099575;1;3;2;1;1;1;1;1;3;1; ; ;70000000;250000; ;2;1;1;1;1;1;1;2;2;2;1;2;1;2;2;2;2;1;2;2;1;1;2; ;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;52;07;52;116,266431155135
4099576;1;2;2;1;2;1;1;1;4;3; ; ; ; ;250000;2;1;1;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;4;1;4;1;2;2;1;1;3;1;1;01;52;07;52;224,78597930073
4099577;1;3;2;1;1;1;1;1;4;1; ; ;98;400000; ;2;1;1;1;1;1;1;2;2;1;1;1;1;1;2;2;2;2;1;2;2;1;2; ;2;2; ;1;2;1;4;1;3;2;1;1;2;1;1;01;52;07;52;131,508096564687
4099578;1;4;3;1;1;1;1;1;4;3; ; ; ; ;330000;2;1;1;1;2;1;1;2;2;1;1;2;2;1;2;2;2;2;2;2;2;1;4; ;11;2; ;1;1;1;4;1;2;2;1;1;3;1;1;01;52;07;52;382,652924504002
4099579;1;4;3;1;1;1;1;1;1;1; ; ;60000000;450000; ;2;1;2;1;2;1;1;2;2;1;1;2;2;1;2;2;2;1;2;2;2;1;4; ;4;2; ;1;2;1;4;1;3;2;1;1;3;1;1;01;52;07;52;190,072864411687
4099580;1;2;1;1;1;1;1;1;4;1; ; ;110000000;550000; ;1;2;2;1;1;1;1;2;1;1;1;1;1;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;3;2;1;1;3;1;1;01;52;07;52;144,932542350439
4099581;1;4;2;1;2;1;1;1;4;1; ; ;90000000;300000; ;2;1;2;2;1;1;1;1;2;1;1;1;1;1;2;2;2;2;2;1;2;1;2; ;3;2; ;1;1;1;4;1;2;2;1;1;3;1;1;01;52;07;52;261,594648547477
4099581;2;1;1;1;2;1;1;2;4;3; ; ; ; ;120000;2;2;2;2;2;2;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1; ;3;2; ;2;1;1;4;1;2;2;1;1;3;1;1;01;52;07;52;261,594648547477
4099582;1;4;3;1;1;1;1;1;4;3; ; ; ; ;650000;2;2;2;2;2;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;5; ;5;2; ;1;2;1;4;1;4;2;1;1;3;1;1;01;52;07;52;211,148145350592
4099583;1;3;2;1;1;1;1;1;4;4; ; ; ;100000; ;2;1;1;1;1;1;1;2;2;1;1;2;2;1;2;2;2;2;1;2;2;1;2; ;2;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;52;07;52;189,487165807118
4099584;1;2;1;1;1;1;1;1;4;3; ; ; ; ;200000;2;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;3; ;4;2; ;1;2;1;2;1;2;2;1;1;3;1;1;01;52;07;52;259,213023397752
4099585;1;4;3;1;1;1;1;1;3;1; ; ;98;300000; ;2;2;1;1;1;1;1;2;2;2;1;2;1;1;2;2;2;2;2;2;2;1;2; ;4;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;52;07;52;225,46733357695
4099586;1;2;1;1;1;1;1;1;4;3; ; ; ; ;320000;2;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;2;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;52;07;52;176,084796842449
4099587;1;4;3;1;1;1;1;1;3;1; ; ;120000000;250000; ;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;3; ;3;1;1;1;2;1;4;1;2;1;1;1;3;1;1;01;52;07;52;205,410185492889
4099588;1;6;1;1;1;1;1;1;4;3; ; ; ; ;150000;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;1;1;4;1;3;2;1;1;3;1;1;01;52;07;52;144,932542350439
4099589;1;1;1;1;1;1;1;1;4;3; ; ; ; ;150000;2;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;2;1;2;1;2;2;1;1;3;1;1;01;52;07;52;98,5386224488773
4099590;1;3;2;1;1;1;1;1;4;3; ; ; ; ;250000;2;1;2;2;1;1;1;1;2;1;1;1;2;2;2;2;2;1;2;2;2;1;2; ;3;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;52;07;52;278,588817205592
4099591;1;3;2;1;1;1;1;1;4;3; ; ; ; ;200000;2;2;2;1;2;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2; ;4;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;52;07;52;191,890084035486
4099592;1;2;2;1;1;1;1;1;4;3; ; ; ; ;200000;2;2;2;2;2;1;1;2;2;2;1;1;2;2;2;2;2;1;2;2;2;1;2; ;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;52;07;52;171,832935951426
4099593;1;2;2;1;1;1;1;1;3;1; ; ;50000000;350000; ;2;2;2;2;1;1;1;1;2;1;1;1;1;2;2;2;2;2;2;2;2;1;2; ;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;52;07;52;205,314529821239
4099594;1;3;2;1;1;1;1;1;3;3; ; ; ; ;350000;2;2;1;2;1;1;1;2;2;1;1;1;1;1;2;2;2;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;52;07;52;158,430566986758
4099595;1;3;1;1;1;1;1;1;4;3; ; ; ; ;350000;2;2;2;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;2;2;2;1;1; ;1;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;52;07;52;145,02819802209
4099596;1;3;1;1;1;1;1;1;4;1; ; ;80000000;350000; ;1;1;2;1;2;1;1;2;1;1;1;1;1;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;2;1;4;1;3;2;1;1;3;1;1;01;52;07;52;129,690876940888
4099597;1;4;3;1;1;1;1;1;4;3; ; ; ; ;400000;1;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;1;2;2;1;2; ;5;2; ;1;2;1;4;1;3;2;1;1;3;1;1;01;52;07;52;239,668789310573
4099598;1;5;1;1;1;1;1;1;3;1; ; ;98;98; ;2;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;2;2;2;2;2;1;1; ;2;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;52;07;52;192,007816528221
4099599;1;3;2;1;1;1;1;1;3;3; ; ; ; ;250000;2;1;2;1;1;2;1;2;2;2;1;1;1;2;2;2;2;2;1;2;2;1;2; ;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;52;07;52;274,43339572866
4099600;1;5;3;1;1;1;1;1;4;3; ; ; ; ;500000;2;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;2;2;1;1;2;1;4; ;4;2; ;1;1;1;4;1;2;2;1;1;3;1;1;01;52;07;52;218,812554457558
4099601;1;5;3;1;1;1;1;1;4;3; ; ; ; ;350000;2;2;1;1;1;1;1;2;2;1;1;1;1;1;2;2;2;2;2;2;2;1;3; ;5;2; ;1;1;1;4;1;2;2;1;1;3;1;1;01;52;07;52;188,660086667568
4099602;1;4;2;1;1;1;1;1;4;4; ; ; ;500000; ;1;1;1;1;1;1;1;2;2;1;1;1;1;1;2;2;2;2;2;1;2;1;3; ;3;2; ;1;1;1;4;1;3;2;1;1;3;1;1;01;52;07;52;117,987995107284
4099603;1;3;2;1;1;1;1;1;3;1; ; ;50000000;250000; ;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1; ;3;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;52;07;52;143,093245905556
4099604;1;4;4;1;1;1;1;1;4;3; ; ; ; ;200000;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3; ;7;2; ;1;2;1;2;1;2;2;1;1;3;1;1;01;52;07;52;147,123752379795
4099605;1;4;3;1;1;1;1;1;4;1; ; ;200000000;700000; ;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;2;2;2;2;1;4; ;4;2; ;1;2;1;6;1;4;2;1;1;3;1;1;01;52;07;52;164,967613613415
4099606;1;4;3;1;1;1;1;1;3;1; ; ;110000000;450000; ;2;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;2;2;1;1;2;1;3; ;4;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;52;07;52;259,213023397752
4099607;1;4;3;1;1;1;1;1;3;1; ; ;80000000;450000; ;2;1;1;1;1;1;1;2;2;1;1;2;2;1;2;2;2;2;2;2;2;1;3; ;4;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;52;07;52;191,890084035486
4099608;1;3;2;1;1;1;1;1;4;2; ;480000;90000000;450000; ;2;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;2;2;2;1;2; ;2;2; ;1;2;1;4;1;3;2;1;1;3;1;1;01;52;07;52;158,430566986758
4099609;1;2;1;1;1;1;1;1;4;3; ; ; ; ;400000;1;2;1;2;2;2;1;2;2;1;1;2;2;1;2;2;2;1;2;2;2;1;1; ;1;2; ;1;2;1;4;1;4;2;1;1;3;1;1;01;52;07;52;145,02819802209
4099610;1;4;1;1;1;1;1;1;4;2; ;860000;140000000;600000; ;1;2;1;1;1;1;1;2;1;2;1;1;1;1;1;2;2;2;2;1;1;1;1; ;1;2; ;1;2;1;4;1;3;2;1;1;3;1;1;01;52;07;52;145,02819802209
4099611;1;4;3;1;1;1;1;1;4;3; ; ; ; ;500000;2;1;1;1;1;1;1;2;2;1;1;1;1;1;2;2;2;1;1;1;2;1;2; ;4;2; ;1;2;1;4;1;3;2;1;1;3;1;1;01;52;07;52;255,05760192082
4099612;1;4;1;1;1;1;1;1;4;3; ; ; ; ;500000;2;1;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;1;2;2;1;1; ;1;2; ;1;1;1;4;1;2;2;1;1;3;1;1;01;52;07;52;176,084796842449
4099613;1;3;1;1;1;1;1;1;1;3; ; ; ; ;300000;1;1;2;2;1;1;1;2;1;1;1;1;1;1;2;2;2;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;52;07;52;144,932542350439
4099614;1;5;1;1;1;1;1;1;3;4; ; ; ;350000; ;2;1;2;2;1;2;1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;52;07;52;129,690876940888
4099615;1;4;2;1;1;1;1;1;3;1; ; ;98;200000; ;1;1;1;1;1;1;1;2;1;1;1;2;2;1;2;2;2;2;2;1;2;1;2; ;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;52;07;52;176,670495447019
4099616;1;5;3;1;1;1;1;1;4;1; ; ;100000000;600000; ;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;2;1;2;1;5; ;6;2; ;1;1;1;4;1;3;2;1;1;3;1;1;01;52;07;52;168,316765811434
4099617;1;4;2;1;1;1;1;1;4;1; ; ;200000000;400000; ;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;2;1;2; ;2;2; ;1;1;1;4;1;3;2;1;1;3;1;1;01;52;07;52;251,708449722801
4099618;1;1;1;1;2;1;1;1;4;3; ; ; ; ;110000;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;1; ;1;2; ;1;3;1;4;1;3;2;1;1;3;1;1;01;52;07;52;145,02819802209
4099619;1;6;4;1;1;1;1;1;4;3; ; ; ; ;400000;1;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;2;2;2;1;2;1;3; ;5;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;52;07;52;116,852129759705
4099620;1;4;2;1;1;1;1;1;4;1; ; ;98;300000; ;1;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ;2;2; ;1;2;1;4;1;3;2;1;1;3;1;1;01;52;07;52;191,912160856571
4099621;1;6;2;1;1;1;1;1;4;1; ; ;98;600000; ;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;2;1;1;1;2;1;3; ;3;2; ;1;1;1;4;1;3;2;1;1;3;1;1;01;52;07;52;95,6632311260005
4099622;1;6;4;1;1;1;1;1;4;1; ; ;300000000;500000; ;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;3; ;5;2; ;1;1;1;4;1;3;2;1;1;3;1;1;01;52;07;52;95,6632311260005
4099623;1;4;3;1;1;1;1;1;4;3; ; ; ; ;420000;2;2;2;1;1;1;1;2;2;1;1;1;1;2;2;2;2;2;1;2;2;1;6; ;6;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;52;07;52;102,664784594767
4099624;1;3;2;1;1;1;1;1;4;3; ; ; ; ;200000;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;5;2; ;1;1;1;2;1;2;2;1;1;3;1;1;01;52;07;52;281,84231373196
4099625;1;5;4;1;1;1;1;1;4;1; ; ;60000000;350000; ;1;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;2;1;1;2;2;1;3; ;5;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;52;07;52;143,071169084472
4099626;1;5;2;1;1;1;1;1;3;1; ; ;98;400000; ;1;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;2;1;2;1;2;1;2; ;3;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;52;07;52;176,670495447019
4099627;1;2;1;1;1;1;1;1;4;3; ; ; ; ;350000;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2; ;4;2; ;1;2;1;4;1;3;2;1;1;3;1;1;01;52;07;52;158,312834494023
4099628;1;1;1;1;1;1;1;1;4;3; ; ; ; ;200000;2;2;2;2;2;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;3; ;4;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;52;07;52;191,890084035486
4099629;1;4;3;1;1;1;1;1;4;3; ; ; ; ;300000;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;2; ;4;2; ;1;1;1;4;1;2;2;1;1;3;1;2;01;52;07;52;259,213023397752
4099630;1;2;2;1;1;1;1;1;3;1; ; ;600000000;300000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;1;2;2;2;1;2;2;2;1;2; ;4;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;52;07;52;291,302649384082
4099631;1;8;3;1;1;1;1;1;3;1; ; ;250000000;450000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;4; ;4;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;52;07;52;164,967613613415
4099632;1;6;5;1;1;1;1;1;3;1; ; ;120000000;350000; ;1;1;1;1;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;5; ;8;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;52;07;52;165,618914315715
4099633;1;3;2;1;1;1;1;1;3;3; ; ; ; ;380000;2;2;2;1;1;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;2;1;2; ;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;52;07;52;208,077983414688
4099634;1;3;2;1;1;1;1;1;4;3; ; ; ; ;360000;2;2;2;1;1;1;1;2;1;2;1;1;1;2;2;2;2;2;2;2;2;1;3; ;3;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;52;07;52;95,6632311260005
4099635;1;4;1;1;1;1;1;1;4;4; ; ; ;400000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;1;1;4;1;2;2;1;1;3;1;1;01;52;07;52;129,690876940888
4099636;1;3;1;1;1;1;1;1;4;1; ; ;98;400000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;1;1;2;2;1;2; ;2;2; ;1;1;1;4;1;2;2;1;1;3;1;1;01;52;07;52;192,007816528221
4099637;1;2;1;1;1;1;1;1;4;3; ; ; ; ;350000;2;1;1;2;1;1;1;2;1;2;1;1;1;1;2;2;2;2;1;2;2;1;3; ;3;2; ;1;2;1;4;1;3;2;1;1;3;1;1;01;52;07;52;241,655232956152
4099638;1;5;3;1;1;1;1;1;4;3; ; ; ; ;500000;2;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;2;2;1;3; ;4;2; ;1;1;1;4;1;2;2;1;1;3;1;1;01;52;07;52;95,6632311260005
4099639;1;6;3;1;1;1;1;1;4;1; ; ;100000000;400000; ;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;1;2;2;2;1;2; ;3;2; ;1;1;1;4;1;2;2;1;1;3;1;1;01;52;07;52;212,23340489162
4099640;1;1;1;1;2;1;1;1;4;3; ; ; ; ;160000;2;2;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1; ;1;2; ;1;4;1;4;1;3;2;1;1;3;1;1;01;52;07;52;145,02819802209
4099641;1;5;4;1;1;1;1;1;4;3; ; ; ; ;250000;2;2;2;2;1;1;1;2;2;1;1;2;2;2;2;2;2;1;2;2;2;1;5; ;7;2; ;1;1;1;3;1;2;2;1;1;3;1;1;01;52;07;52;217,868526567714
4099642;1;3;2;1;1;1;1;1;4;1; ; ;35000000;200000; ;2;1;1;1;1;1;1;2;2;1;1;1;1;1;2;2;2;1;2;2;2;1;2; ;2;2; ;1;1;1;4;1;2;2;1;1;3;1;1;01;52;07;52;131,508096564687
4099643;1;3;2;1;1;1;1;1;3;1; ; ;56000000;250000; ;2;1;2;1;1;1;1;1;2;1;1;2;1;1;2;2;2;1;1;2;2;1;2; ;2;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;52;07;52;192,007816528221
4099644;1;3;2;1;1;1;1;1;4;1; ; ;300000;250000; ;2;1;1;2;1;1;1;2;2;2;1;2;1;1;2;2;2;2;1;2;2;1;2; ;4;2; ;1;1;1;4;1;2;2;1;1;3;1;1;01;52;07;52;164,967613613415
4099645;1;2;1;1;1;1;1;6; ;3; ; ; ; ;350000;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;1;1; ;1;2; ;1;2;1;4;1;4;2;1;1;3;1;1;01;52;07;52;238,306080758132
4099646;1;3;2;1;1;1;1;1;4;3; ; ; ; ;250000;2;1;2;1;1;1;1;2;1;2;1;2;1;2;2;2;2;2;1;2;2;1;2; ;2;2; ;1;1;1;4;1;2;2;1;1;3;1;1;01;52;07;52;223,064415348581
4099647;1;4;3;1;1;1;1;1;4;1; ; ;98;700000; ;2;1;1;1;1;1;1;2;2;1;1;1;1;1;2;2;2;2;2;1;2;1;3; ;4;2; ;1;2;1;4;1;4;2;1;1;3;1;1;01;52;07;52;292,790272939215
4099648;1;3;2;1;1;1;1;1;4;1; ; ;28000000;200000; ;2;1;1;2;1;1;1;2;2;2;1;1;1;1;2;2;2;2;1;2;2;1;2; ;3;2; ;1;1;1;4;1;2;2;1;1;3;1;1;01;52;07;52;278,588817205592
4099649;1;4;1;1;1;1;1;1;4;3; ; ; ; ;500000;2;1;2;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;2;1;6;1;4;2;1;1;3;1;1;01;52;07;52;129,690876940888
4099650;1;5;1;1;1;1;1;1;4;1; ; ;150000000;800000; ;1;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;2;2;2;2;2;1;1; ;2;2; ;1;2;1;6;1;4;2;1;1;3;1;1;01;52;07;52;129,690876940888
4099652;1;3;2;1;2;1;1;1;4;3; ; ; ; ;400000;2;2;2;1;1;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;4;1;4;1;3;2;1;1;3;1;1;01;52;07;52;98,6342781205278
4099653;1;1;1;1;2;1;1;6; ;3; ; ; ; ;350000;2;2;1;2;1;1;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2;1;1; ;1;2; ;1;4;1;4;1;3;2;1;1;3;1;1;01;52;07;52;238,306080758132
4099654;1;7;3;1;1;1;1;1;4;1; ; ;180000000;650000; ;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;1;1;2;2;1;3; ;3;2; ;1;1;1;4;1;3;2;1;1;3;1;1;01;52;07;52;208,077983414688
4099655;1;5;4;1;1;1;1;1;4;4; ; ; ;450000; ;1;1;2;1;1;1;1;1;2;1;1;1;1;1;2;2;2;2;2;2;2;1;4; ;4;2; ;1;2;1;4;1;3;2;1;1;3;1;1;01;52;07;52;132,189450840907
4099656;1;6;3;1;1;1;1;1;3;1; ; ;98;98; ;1;1;1;2;1;1;1;2;2;1;1;1;1;1;2;2;2;1;1;1;2;1;3; ;3;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;52;07;52;176,670495447019
4099657;1;3;2;1;1;1;1;1;4;2; ;330000;80000000;450000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;2;1;2; ;2;2; ;1;2;1;4;1;3;2;1;1;2;1;1;01;52;07;52;224,78597930073
4099658;1;5;4;1;1;1;1;1;3;3; ; ; ; ;500000;1;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;2;1;1;1;2;1;5; ;5;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;52;07;52;206,09153976911
4099659;1;5;1;1;1;1;1;1;4;1; ; ;180000000;600000; ;1;1;2;1;1;1;1;2;1;1;1;1;1;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;1;1;4;1;3;2;1;1;3;1;1;01;52;07;52;129,690876940888
4099660;1;6;2;1;1;1;1;1;3;1; ; ;25000000;350000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;2;1;2; ;2;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;52;07;52;129,690876940888
4099661;1;4;2;1;1;1;1;1;4;3; ; ; ; ;450000;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;2;1;3; ;3;2; ;1;2;1;6;1;3;2;1;1;2;1;1;01;52;07;52;116,266431155135
4099662;1;6;5;1;1;1;1;1;3;3; ; ; ; ;500000;2;2;1;2;1;1;1;2;2;2;1;1;1;1;2;2;2;2;1;2;2;1;6; ;7;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;52;07;52;339,652158952612
4099663;1;6;1;1;1;1;1;1;3;1; ; ;300000000;600000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;2;1;1; ;1;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;52;07;52;144,932542350439
4099664;1;1;1;1;2;1;1;1;4;3; ; ; ; ;180000;2;2;2;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1; ;1;2; ;1;4;1;4;1;3;2;1;1;3;1;1;01;52;07;52;177,806360794598
4099665;1;4;3;1;1;1;1;1;4;3; ; ; ; ;350000;2;1;1;1;1;1;1;2;1;1;1;1;2;2;2;2;2;2;2;2;2;1;4; ;4;2; ;1;2;1;4;1;3;2;1;1;3;1;1;01;52;07;52;191,890084035486
4099666;1;2;2;1;1;1;1;1;4;4; ; ; ;250000; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3; ;4;2; ;1;2;1;2;1;3;2;1;1;3;1;1;01;52;07;52;232,290552975681
4099667;1;5;2;1;1;1;1;1;4;4; ; ; ;700000; ;1;1;1;2;1;1;1;2;2;1;1;2;1;1;2;2;2;1;2;1;2;1;2; ;4;2; ;1;1;1;4;1;3;2;1;1;3;1;1;01;52;07;52;169,973613388347
