Directorio;Secuencia_p;Orden;Hogar;Regis;P7480s1;P7480s1a1;P7480s3;P7480s3a1;P7480s4;P7480s4a1;P7480s5;P7480s5a1;P7480s6;P7480s6a1;P7480s7;P7480s7a1;P7480s8;P7480s8a1;P7480s9;P7480s9a1;P7480s10;P7480s10a1;P7480s11;P7480s11a1;Clase;Mes;Dpto;Fex_c_2011
4100277;1;1;1;90;1;4;1;8;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2;07;05;1218,13610837901
4100277;1;2;1;90;1;4;1;28;2; ;1;20;1;10;2; ;2; ;2; ;2; ;2; ;2;07;05;1218,13610837901
4100277;1;3;1;90;1;2;1;8;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2;07;05;1218,13610837901
4100277;1;4;1;90;1;2;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;07;05;1218,13610837901
4100277;1;5;1;90;1;3;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;07;05;1218,13610837901
4100277;1;6;1;90;1;4;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;07;05;1218,13610837901
4100278;1;1;1;90;1;8;1;26;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;07;05;1206,26994887987
4100278;1;2;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;07;05;1206,26994887987
4100278;1;3;1;90;2; ;1;17;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;07;05;1206,26994887987
4100278;1;4;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;07;05;1206,26994887987
4100279;1;1;1;90;1;10;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;07;05;1380,15127098124
4100280;1;1;1;90;1;13;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;07;05;1380,15127098124
4100281;1;1;1;90;1;4;1;27;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;07;05;1420,79266013326
4100281;1;2;1;90;1;3;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;07;05;1420,79266013326
4100281;1;3;1;90;1;4;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;07;05;1420,79266013326
4100282;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;07;05;1253,90307436768
4100282;1;2;1;90;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;07;05;1253,90307436768
4100282;1;3;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;07;05;1253,90307436768
4100283;1;1;1;90;2; ;2; ;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2;07;05;1116,34560475113
4100283;1;2;1;90;2; ;1;20;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2;07;05;1116,34560475113
4100283;1;3;1;90;2; ;1;10;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;2;07;05;1116,34560475113
4100283;1;5;1;90;2; ;1;10;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2;07;05;1116,34560475113
4100283;1;6;1;90;2; ;1;10;2; ;1;6;2; ;2; ;2; ;2; ;2; ;1;2;2;07;05;1116,34560475113
4100284;1;1;1;90;2; ;1;22;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;07;05;1612,09185282271
4100284;1;2;1;90;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;07;05;1612,09185282271
4100285;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;4;2;07;05;1417,05451305007
4100285;1;2;1;90;2; ;1;29;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;20;2;07;05;1417,05451305007
4100286;1;1;1;90;1;10;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;2;07;05;6709,14546792772
4100286;1;2;1;90;1;5;1;20;2; ;1;15;2; ;2; ;2; ;2; ;2; ;1;10;2;07;05;6709,14546792772
4100286;1;3;1;90;1;5;1;8;2; ;1;5;2; ;2; ;2; ;2; ;2; ;1;8;2;07;05;6709,14546792772
4100286;1;4;1;90;1;4;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;2;07;05;6709,14546792772
4100287;1;1;1;90;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;07;05;5101,20023176607
4100287;1;2;1;90;1;5;1;29;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;07;05;5101,20023176607
4100287;1;3;1;90;1;17;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;07;05;5101,20023176607
4100287;1;4;1;90;1;9;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;07;05;5101,20023176607
