DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
4094048;1;3;1;70;05;8;48;1; ;2;16;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;39;39;18;1;1;1810;07;05;959,044740220042
4094064;1;2;1;70;05;4;48;1; ;2;4;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;1;689000;19;19;85;1;1;8512;07;05;1104,91901887793
4094074;1;4;1;70;05;6;24;1; ;2;144;1; ;2;2;2; ; ; ; ;1; ; ; ; ; ; ;2; ;37;95;45;1;1;4559;07;05;901,515751336545
4094076;1;1;1;70;05;1;24;4; ;2;12;1; ;8;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;59;45;52;1;1;5249;07;05;1326,59350954621
4094089;1;1;1;70;05;2;48;1; ;2;2;1; ;6;2;9;COBERTURA; ; ; ; ; ; ; ; ; ;1;1;689000;95;95;70;1;1;7010;07;05;1059,77007227277
4094109;1;2;1;70;05;28;48;4; ;2;48;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;39;45;52;1;2;5222;07;05;1097,9953498388
4094110;1;1;1;70;05;8;40;1; ;2;24;1; ;5;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;39;85;52;1;1;5243;07;05;1342,52340536932
4094143;1;4;1;70;05;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;93; ; ;1;1; ;07;05;1211,87843141083
4094144;1;5;1;70;05;24;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;07;05;966,824676715479
4094147;1;2;1;70;05;3;48;1; ;2;72;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;55;1;1;5529;07;05;960,594584844641
4094147;1;4;1;70;05;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;1; ;07;05;960,594584844641
4094158;1;2;1;70;05;2;30;1; ;2;672;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;79;79;18;1;1;1810;07;05;1063,71566715713
4094165;1;1;1;70;05;12;48;1; ;2;12;1; ;9;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;07;07;85;1;1;8512;07;05;1133,22895697937
4094166;1;6;1;70;05;3;24;1; ;2;2;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;180000;97;97;55;1;1;5521;07;05;1022,96582759764
4094166;1;7;1;70;05;2;24;1; ;2;104;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;97;45;52;1;1;5262;07;05;1022,96582759764
4094172;1;3;1;70;05;24;16;1; ;2;28;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;1;25000;45;45;52;1;2;5234;07;05;944,316353166185
4094184;1;1;1;70;05;4;48;1; ;2;4;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;640000;55;99;36;1;1;3611;07;05;959,044740220042
4094193;1;2;1;70;08;20;48;1; ;2;22;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;55;55;85;1;2;8511;07;08;677,46444422148
4094194;1;2;1;70;08;8;48;1; ;2;8;3; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;55;54;95;1;1;9500;07;08;521,115147151858
4094214;1;1;1;70;13;24;48;1; ;2;24;1; ;7;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;39;39;60;1;2;6042;07;13;324,146080749873
4094221;1;2;1;70;13;32;40;1; ;2;32;1; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;1;300000;39;93;70;1;2;7010;07;13;406,338323745875
4094226;1;1;1;70;13;4;48;1; ;2;4;1; ;3;2;1; ; ; ; ;1; ; ;1; ; ; ;1;98;95;95;70;1;1;7010;07;13;404,656374642851
4094226;1;2;1;70;13;4;48;1; ;2;4;1; ;9;2;1; ; ; ; ;1; ; ;1; ; ; ;2; ;55;55;85;1;1;8511;07;13;404,656374642851
4094248;1;1;1;70;13;24;40;1; ;2;24;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;37;39;75;1;2;7514;07;13;419,970234652857
4094391;1;3;1;70;17;1;48;1; ;2;16;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;53;17;55;1;1;5530;07;17;493,020911146713
4094395;1;1;1;70;17;6;48;1; ;2;6;1; ;3;2;7; ; ; ; ;1; ; ; ; ; ; ;2; ;02;21;74;1;1;7493;07;17;222,58863691841
4094395;1;2;1;70;17;52;48;1; ;2;52;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;33;55;70;1;2;7020;07;17;222,58863691841
4094395;1;3;1;70;17;2;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;33; ; ;1;1; ;07;17;222,58863691841
4094397;1;2;1;70;17;40;48;1; ;2;4;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;1;800000;34;34;40;1;2;4010;07;17;263,196256601422
4094401;1;1;1;70;17;3;48;1; ;2;12;4; ;9;2;5; ; ; ; ; ; ; ; ; ; ;1;2; ;30;21;80;1;1;8050;07;17;380,077856672332
4094417;1;2;1;70;17;4;48;2; ;2;4;1; ;7;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;13;13;80;1;1;8043;07;17;245,782528445542
4094428;1;3;1;70;17;8;48;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;38;38;64;1;1;6421;07;17;212,247976386833
4094431;1;1;1;70;17;16;48;1; ;2;16;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;97;77;15;1;2;1551;07;17;273,716803854998
4094433;1;3;1;70;17;12;40;1; ;2;6;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;00;45;51;1;1;5125;07;17;126,167656573736
4094438;1;2;1;70;17;8;40;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;07;17;205,594866856739
4094441;1;2;1;70;17;4;48;1; ;2;32;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;55;55;74;1;1;7493;07;17;221,065735884539
4094442;1;2;1;70;17;24;48;4; ;2;12;4; ;1;2;5; ; ; ; ;1; ; ; ; ; ; ;2; ;95;45;52;1;2;5262;07;17;138,336307323579
4094448;1;2;1;70;17;8;48;1; ;2;8;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;95;95;70;1;1;7010;07;17;283,296791419869
4094473;1;2;1;70;17;6;40;1; ;2;32;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;55;77;55;1;1;5522;07;17;290,710573916669
4094474;1;2;1;70;17;2;60;1; ;2;2;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;1;689455;95;95;70;1;1;7010;07;17;255,138345500654
4094487;1;1;1;70;17;48;48;1; ;2;48;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;30;30;55;1;2;5521;07;17;142,529196252124
4094497;1;2;1;70;17;2;40;1; ;2;4;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;05;05;11;1;1;1120;07;17;236,464550673594
4094500;1;1;1;70;17;16;40;3; ;2;16;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;54;53;55;1;2;5521;07;17;153,839922190269
4094870;1;1;1;70;50;8;90;4; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;98;60;1;1;6042;07;50;258,634283598895
4094872;1;3;1;70;50;26;48;1; ;2;16;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;33;83;28;1;2;2811;07;50;216,369617355517
4094885;1;2;1;70;50;68;48;1; ;2;68;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;44;45;24;1;2;2424;07;50;216,374319838986
4094909;1;2;1;70;50;24;48;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;21;33;15;1;2;1591;07;50;147,561484806391
4094910;1;1;1;70;50;8;48;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;84;15;1;1;1593;07;50;231,393366243707
4094921;1;1;1;70;50;3;60;1; ;2;3;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;95;97;52;1;1;5221;07;50;206,77147873426
4094932;1;2;1;70;50;3;40;4; ;2;40;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;55;53;55;1;1;5521;07;50;226,130783203611
4094941;1;1;1;70;50;52;54;1; ;2;64;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;98;98;60;1;2;6042;07;50;197,015015369636
4094962;1;2;1;70;50;4;48;1; ;2;4;1; ;9;2;2; ; ; ; ;1; ; ; ; ; ; ;1;400000;45;53;55;1;1;5521;07;50;209,473091731971
4094971;1;2;1;70;50;4;48;1; ;2;4;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;1;800000;34;45;52;1;1;5225;07;50;200,691413224916
4094979;1;2;1;70;50;4;48;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;689455;34;50;55;1;1;5521;07;50;184,330524029953
4094988;1;2;1;70;52;8;48;1; ;2;68;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;08;08;66;1;1;6601;07;52;241,655232956152
4095000;1;1;1;70;52;4;40;4; ;2;4;4; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;1;2500000;13;13;80;1;1;8050;07;52;145,02819802209
4095020;1;4;1;70;52;6;40;1; ;2;208;1; ;5;2;4; ; ; ; ; ; ; ; ; ; ;1;1;50000;39;77;15;1;1;1551;07;52;130,254498724373
4095024;1;2;1;70;52;2;20;4; ;2;24;4; ;1;2;4; ; ; ; ; ; ; ; ;1;ESTUDIANDO; ;1;98;51;77;55;1;1;5529;07;52;192,007816528221
4095026;1;3;1;70;52;26;48;2; ;2;52;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;13;53;55;1;2;5521;07;52;383,588856727672
4095035;2;2;2;70;52;26;48;1; ;2;52;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;39;61;01;1;2;0140;07;52;223,745769624801
4095036;1;2;1;70;52;27;40;1; ;2;27;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;2;5233;07;52;148,281694548458
4095038;1;5;1;70;52;48;28;1; ;2;150;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;2;5233;07;52;165,721752497324
4095040;1;2;1;70;52;4;40;1; ;2;52;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;53;45;52;1;1;5236;07;52;228,017399006014
4095042;1;2;1;70;52;8;25;1; ;2;16;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;1;5237;07;52;241,655232956152
4095045;1;3;1;70;52;104;48;1; ;2;26;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;1;40000;58;58;74;1;2;7492;07;52;143,093245905556
4095046;1;3;1;70;52;27;40;1; ;2;27;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;2;5233;07;52;214,615030041346
4095048;1;1;1;70;52;2;24;1; ;2;2;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;55;54;95;1;1;9500;07;52;112,036647085196
4095048;1;3;1;70;52;4;24;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;97; ; ;1;1; ;07;52;112,036647085196
4095051;1;3;1;70;52;4;30;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;1; ;07;52;205,410185492889
4095055;1;3;1;70;52;24;40;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;40000;45;45;29;1;2;2930;07;52;178,487715070818
4095056;1;2;1;70;52;4;40;4; ;2;4;4; ;9;2;3; ; ; ; ;1; ; ; ; ; ; ;1;1000000;13;13;75;1;1;7512;07;52;281,579114003903
4095056;1;3;1;70;52;1;48;2; ;2;2;1; ;9;2;3; ; ; ; ;1; ; ; ; ; ; ;1;1200000;01;21;80;1;1;8050;07;52;281,579114003903
4095059;1;2;1;70;52;4;36;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;77; ; ;1;1; ;07;52;158,430566986758
4095060;1;2;1;70;52;204;40;4; ;2;8;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;1;98;03;53;55;1;2;5529;07;52;159,111921262978
4095068;1;2;1;70;52;3;48;1; ;2;3;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;550000;95;95;70;1;1;7010;07;52;132,093795169256
4095069;1;4;1;70;52;4;40;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;98; ; ;1;1; ;07;52;150,597819580507
4095084;1;2;1;70;52;52;48;1; ;2;11;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;40;01;1;2;0123;07;52;259,213023397752
4095086;1;4;1;70;52;2;40;1; ;2;76;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;1;5233;07;52;118,669349383504
4095094;1;2;1;70;52;8;48;1; ;2;8;1; ;6;2;6; ; ; ; ; ; ; ; ; ; ;1;1;200000;33;33;64;1;1;6424;07;52;205,410185492889
4095094;1;3;1;70;52;4;40;1; ;2;4;1; ;7;2;3; ; ; ; ; ; ; ; ; ; ;1;1;800000;85;85;64;1;1;6424;07;52;205,410185492889
4095098;1;2;1;70;52;4;28;3; ;2;4;3; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;1;150000;54;54;95;1;1;9500;07;52;195,143580561855
4095104;1;2;1;70;52;52;36;1; ;2;4;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;1;689500;45;45;51;1;2;5125;07;52;169,262999781084
4095104;1;3;1;70;52;4;40;1; ;2;24;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;1;5233;07;52;169,262999781084
4095105;1;2;1;70;52;3;30;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;07;52;289,82093105871
4095110;1;1;1;70;52;104;48;1; ;2;1;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;33;13;80;1;2;8011;07;52;684,875378734291
4095114;1;1;1;70;52;8;40;1; ;2;34;2; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;60;05;75;1;1;7523;07;52;161,684063513126
4095115;1;2;1;70;52;104;24;1; ;2;208;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;53;54;95;1;2;9500;07;52;170,069269059997
4095117;1;2;1;70;52;52;40;4; ;2;96;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;53;54;55;1;2;5511;07;52;182,783101238487
4095118;1;1;1;70;52;52;40;1; ;2;52;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;97;97;52;1;2;5211;07;52;191,912160856571
4095118;1;2;1;70;52;52;24;4; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;55;55;74;1;2;7493;07;52;191,912160856571
