DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6410S1;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P7240;P7240S1;P6430;OFICIO;RAMA2D;OCI;RAMA4D;RAMA4DP8;RAMA2DP8;INGLABO;MES;DPTO;fex_c_2011
4111628;1;3;1;60;2;47;1;2;2;6;1; ; ;1;1;2;1;5; ;1; ;2;689500;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;77350;2;2; ; ;2; ; ;2; ; ;2; ; ;1;120000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;50; ;.;50; ; ;9;8; ;1; ;1;1;1;1;1;1; ; ; ; ; ; ; ; ;1;1;1;0;12;4; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;8;62;01;1;0113; ; ;689500;07;47;1120,81118611927
4111628;1;5;1;60;2;47;2; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;560000;1;98;3; ;9;32;2; ;32; ; ;1;4; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;3;72;4; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;4;98;60;1;6042; ; ;560000;07;47;1120,81118611927
4111628;2;1;2;60;2;47;2; ; ; ; ; ; ; ; ; ; ;75; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;400000;1;98;3; ;12;60; ;.;60; ; ;1;8; ;4; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;12;4; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;3; ;4;61;01;1;0113; ; ;400000;07;47;1120,81118611927
4111628;2;2;2;60;2;47;1;2;2;6;1; ; ;1;1;2;1;11; ;1; ;2;500000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;52000;2;1;83000;2;2; ; ;2; ; ;2; ; ;1;130000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;40; ;.;40; ; ;9;8; ;1; ;1;1;1;0;1;1; ; ; ; ; ; ; ; ;1;1;1;0;168;4; ;2; ; ; ; ; ; ; ;2; ; ; ;1;1;2;1;2;1;2;2;2;2;2; ;2;1;1;2;1;2;2;1;3; ;8;62;01;1;0113; ; ;500000;07;47;1120,81118611927
4111629;1;1;1;60;2;47;1;2;1; ;1; ; ;1;1;2;1;60; ;1; ;2;689450;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;77500;2;1;46000;2;2; ; ;2; ; ;2; ; ;1;667000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;50; ;.;50; ; ;8;8; ;1; ;1;1;1;5;1;1; ; ; ; ; ; ; ; ;1;1;1;0;48;4; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;7; ;8;62;01;1;0113; ; ;689450;07;47;512,045105888679
4111630;1;1;1;60;2;47;2; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;60000;1;120000;3; ;9;3;1; ;3; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;3;9;4; ;2; ; ; ; ; ; ; ;1;20;2;1;1;1;1;1;2;2;2;2;2;2;2; ;1;1;2;2;2;2;2;1;3; ;4;61;01;1;0117; ; ;60000;07;47;626,756318584326
4111631;1;1;1;60;2;47;1;2;1; ;1; ; ;1;1;2;1;24; ;2; ;2;689455;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;78000;2;1;110000;2;2; ; ;2; ; ;2; ; ;1;675000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;48; ;.;48; ; ;6;8; ;1; ;1;2;1;2;1;1; ; ; ; ; ; ; ; ;2;1;1;0;24;4; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;8;62;01;1;0113; ; ;689455;07;47;530,985788096295
4111631;1;2;1;60;2;47;2; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;200000;1;1400000;3; ;7;14;2; ;14; ; ;1;7; ;4; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;1;47;10;4; ;50000;1;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;3; ;4;55;74;1;7493; ; ;250000;07;47;530,985788096295
4111632;1;1;1;60;2;47;2; ; ; ; ; ; ; ; ; ; ;118; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;1260000;1;15120000;3; ;12;98; ;.;98; ; ;1;6; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;96;4; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;2;9; ;4;53;55;1;5529; ; ;1260000;07;47;506,958983182742
4111632;1;3;1;60;2;47;1;2;1; ;1; ; ;1;1;2;1;2; ;1; ;2;689500;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;77500;2;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;2;48; ;.;48; ; ;9;7; ;1; ;1;1;1;0;1;1; ; ; ; ; ; ; ; ;1;1;2; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;1; ;1;58;60;1;6010; ; ;689500;07;47;506,958983182742
4111633;1;1;1;60;2;47;1;1; ; ;1; ; ;1;2;2;2;60; ;1; ;2;60000;2; ; ;1; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;24;2; ;24; ; ;1;2; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;24;4; ;1;47;5;4; ;100000;1;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;3;54;95;1;9500; ; ;160000;07;47;422,59804128027
4111637;1;1;1;60;2;47;2; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;160000;1;960000;3; ;12;16;2; ;16; ; ;1;8; ;4; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;3;8; ;2; ; ; ; ; ; ; ;2; ; ; ;1;1;1;1;2;2;2;2;2;2;2; ;1;1;2;2;1;2;2;1;3; ;4;61;01;1;0113; ; ;160000;07;47;978,862186292981
4111637;1;2;1;60;2;47;2; ; ; ; ; ; ; ; ; ; ;72; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;160000;1;1200000;3; ;12;4;2; ;3;6; ;1;2; ;3; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ;1;10;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;4;57;93;1;9302; ; ;160000;07;47;978,862186292981
4111638;1;1;1;60;2;47;1;2;1; ;1; ; ;1;1;2;1;300; ;1; ;2;689450;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;77500;2;1;92000;2;2; ; ;2; ; ;2; ; ;1;667000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;56; ;.;56; ; ;8;8; ;1; ;1;1;1;25;1;1; ; ; ; ; ; ; ; ;1;1;1;0;180;4; ;2; ; ; ; ; ; ; ;1;18;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;5; ;8;62;01;1;0113; ; ;689450;07;47;498,452825027962
4111641;1;2;1;60;2;47;2; ; ; ; ; ; ; ; ; ; ;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;1600000;1;14400000;3; ;12;48; ;.;40;1; ;1;7; ;1; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;180;1; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;5; ;4;95;45;1;4530; ; ;1600000;07;47;561,790759401907
4111642;1;1;1;60;2;47;1;2;2;3;1; ; ;1;1;2;1;1; ;2; ;2;689450;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;77350;2;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;40; ;.;40; ; ;9;8; ;1; ;1;1;1;4;1;1; ; ; ; ; ; ; ; ;1;2;1;0;96;4; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;8;62;01;1;0113; ; ;689450;07;47;826,612127677511
4111642;1;2;1;60;2;47;1;2;1; ;1; ; ;1;1;2;1;14; ;1; ;2;689450;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;77500;2;2; ; ;2; ; ;2; ; ;2; ; ;1;667000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;50; ;.;50; ; ;9;8; ;1; ;1;2;1;15;1;1; ; ; ; ; ; ; ; ;1;1;1;3;84;8; ;2; ; ; ; ; ; ; ;1;15;2;1;1;1;1;1;2;2;2;2;2;2;2; ;2;1;1;1;2;1;1;1;5; ;8;62;01;1;0113; ; ;689450;07;47;826,612127677511
4111643;1;1;1;60;2;47;1;2;2;6;1; ; ;1;1;2;1;7; ;1; ;2;900000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;77350;2;1;75000;2;2; ; ;2; ; ;2; ; ;1;300000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;48; ;.;48; ; ;9;8; ;1; ;1;1;1;6;1;1; ; ; ; ; ; ; ; ;1;1;1;0;6;4; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;8;62;01;1;0113; ; ;900000;07;47;566,876882107844
4111644;1;1;1;60;2;47;1;2;1; ;1; ; ;1;1;2;1;12; ;1; ;2;689450;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;98;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;48; ;.;48; ; ;5;8; ;1; ;1;1;1;28;1;1; ; ; ; ; ; ; ; ;1;1;1;24;312;8; ;2; ; ; ; ; ; ; ;2; ; ; ;1;1;2;1;2;2;2;2;2;2;2; ;2;1;1;1;1;2;1;1;3; ;8;62;01;1;0113; ; ;689450;07;47;325,94034041337
4111644;1;2;1;60;2;47;1;2;1; ;1; ; ;1;1;2;1;264; ;2; ;2;689450;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;77500;2;2; ; ;2; ; ;2; ; ;2; ; ;1;667000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;40; ;.;40; ; ;8;8; ;1; ;1;2;1;20;1;1; ; ; ; ; ; ; ; ;1;1;1;36;60;4; ;2; ; ; ; ; ; ; ;2; ; ; ;1;1;2;2;1;2;2;2;1;2;2; ;2;1;1;2;2;1;1;1;3; ;8;62;01;1;0113; ; ;689450;07;47;325,94034041337
4111644;1;3;1;60;2;47;2; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;400000;1;2400000;3; ;6;44; ;.;44; ; ;1;5; ;3; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;24;6;1; ;2; ; ; ; ; ; ; ;2; ; ; ;1;1;2;1;2;2;2;2;2;2;2; ;2;1;1;2;2;2;1;2;8; ;4;59;93;1;9309; ; ;400000;07;47;325,94034041337
4111645;1;1;1;60;2;47;2; ; ; ; ; ; ; ; ; ; ;24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;500000;1;6000000;3; ;12;40; ;.;0;6; ;1;4; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;12;4; ;2; ; ; ; ; ; ; ;2; ; ; ;1;1;1;1;2;2;2;2;2;2;2; ;1;1;2;2;1;2;1;1;3; ;4;98;60;1;6042; ; ;500000;07;47;641,746897863486
4111646;1;1;1;60;2;47;1;2;1; ;1; ; ;1;1;2;1;18; ;1; ;2;780000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;77500;2;1;23000;2;2; ; ;2; ; ;2; ; ;1;750000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;56; ;.;56; ; ;8;8; ;1; ;1;1;1;23;1;1; ; ; ; ; ; ; ; ;1;1;1;7;7;4; ;2; ; ; ; ; ; ; ;1;18;1;1;1;1;2;1;2;2;2;2;2;2;2; ;2;1;1;2;2;2;1;1;5; ;8;62;01;1;0113; ; ;780000;07;47;561,790759401907
4111646;1;2;1;60;2;47;2; ; ; ; ; ; ; ; ; ; ;144; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;252000;1;3024000;3; ;12;56; ;.;56; ; ;1;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;2;4; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;2;2;3; ;4;77;55;1;5529; ; ;252000;07;47;561,790759401907
4111647;1;1;1;60;2;47;2; ; ; ; ; ; ; ; ; ; ;96; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.;12;16;2; ;16; ; ;2;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ;1;1;2;1;2;2;2;2;2;2;2; ;2;1;1;2;1;2;1;1;3; ;7;53;55;1;5529; ; ; ;07;47;691,475802203125
4111648;1;1;1;60;2;47;1;2;2;12;1; ; ;1;1;2;1;24; ;1; ;2;689500;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;77350;2;1;25000;2;2; ; ;2; ; ;2; ; ;1;700000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;48; ;.;48; ; ;8;8; ;1; ;1;1;1;2;1;1; ; ; ; ; ; ; ; ;1;1;1;0;12;4; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;1; ;8;62;01;1;0113; ; ;689500;07;47;526,184203402598
4111651;1;1;1;60;2;47;1;2;1; ;1; ; ;1;1;2;1;288; ;1; ;2;689450;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;77500;2;1;46000;2;2; ; ;2; ; ;2; ; ;1;667000;2; ;2; ;2; ;1;98;2; ; ;.; ; ; ; ; ; ; ; ;.;11;40; ;.;40; ; ;8;8; ;1; ;1;1;1;24;1;1; ; ; ; ; ; ; ; ;1;1;2; ; ; ; ;2; ; ; ; ; ; ; ;1;10;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;5; ;8;62;01;1;0113; ; ;689450;07;47;375,827972259021
4111651;1;2;1;60;2;47;2; ; ; ; ; ; ; ; ; ; ;240; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;500000;1;6000000;3; ;12;50; ;.;50; ; ;1;8; ;3; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ;1;1;2;1;1;2;2;2;1;2;2; ;2;1;2;1;1;2;1;1;3; ;4;61;01;1;0140; ; ;500000;07;47;375,827972259021
4111651;1;3;1;60;2;47;2; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;2000000;1;12000000;3; ;7;98; ;.;98; ; ;1;4; ;4; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ;1;10;1;1;1;1;1;1;2;2;2;2;2;2;1;EMPLEO ESTABLE;1;1;2;1;1;2;2;1;2; ;4;98;60;1;6031; ; ;2000000;07;47;375,827972259021
4111652;1;1;1;60;2;47;1;2;1; ;1; ; ;1;1;2;1;276; ;1; ;2;689450;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;77500;2;1;46000;2;2; ; ;2; ; ;2; ; ;1;667000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;56; ;.;56; ; ;6;8; ;1; ;1;2;1;23;1;1; ; ; ; ; ; ; ; ;1;1;1;0;24;4; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;8;62;01;1;0113; ; ;689450;07;47;902,911362382067
4111652;1;2;1;60;2;47;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3; ;1;98;3; ;1;14;2; ;14; ; ;1;8; ;3; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ;1;21;1;1;1;1;2;1;2;2;2;2;2;2;2; ;2;1;1;1;1;2;2;1;3; ;4;61;01;1;0113; ; ; ;07;47;902,911362382067
4111653;1;1;1;60;2;47;1;2;1; ;1; ; ;1;1;2;1;168; ;1; ;2;689500;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;77350;2;1;82000;2;2; ; ;2; ; ;2; ; ;1;690000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;48; ;.;48; ; ;8;8; ;1; ;1;1;1;16;1;1; ; ; ; ; ; ; ; ;1;1;1;0;120;4; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;1; ;8;62;01;1;0113; ; ;689500;07;47;1096,20251049643
4111653;2;1;2;60;2;47;1;2;1; ;1; ; ;1;1;2;1;20; ;1; ;2;689500;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;77350;2;2; ; ;2; ; ;2; ; ;2; ; ;1;690000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;48; ;.;0;1; ;8;8; ;1; ;1;1;1;1;1;1; ; ; ; ; ; ; ; ;1;1;1;0;7;4; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;1; ;8;62;01;1;0113; ; ;689500;07;47;1096,20251049643
4111653;3;1;3;60;2;47;1;2;1; ;1; ; ;1;1;2;1;20; ;1; ;2;689500;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;77350;2;2; ; ;2; ; ;2; ; ;2; ; ;1;690000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;48; ;.;48; ; ;8;8; ;1; ;1;1;1;1;1;1; ; ; ; ; ; ; ; ;1;1;1;0;7;4; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;1; ;8;62;01;1;0113; ; ;689500;07;47;1096,20251049643
4111655;1;1;1;60;2;47;1;2;1; ;1; ; ;1;1;2;1;264; ;2; ;2;800000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;77500;2;1;69000;2;2; ; ;2; ; ;2; ; ;1;775000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;45; ;.;45; ; ;9;8; ;1; ;1;2;1;35;1;1; ; ; ; ; ; ; ; ;1;1;1;0;60;8; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;5; ;8;62;01;1;0113; ; ;800000;07;47;1303,76136165348
4111655;2;1;2;60;2;47;1;2;1; ;1; ; ;1;1;2;1;2; ;1; ;2;689750;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;77500;2;1;23000;2;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;11;48; ;.;48; ; ;8;8; ;1; ;1;1;1;0;1;1; ; ; ; ; ; ; ; ;1;1;1;1;24;4; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;8;62;01;1;0113; ; ;689750;07;47;1303,76136165348
4111655;3;1;3;60;2;47;1;2;1; ;1; ; ;1;1;2;1;60; ;1; ;2;689450;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;77500;2;1;69000;2;2; ; ;2; ; ;2; ; ;1;667000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;48; ;.;48; ; ;8;8; ;1; ;1;1;1;5;1;1; ; ; ; ; ; ; ; ;1;1;2; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;8;62;01;1;0113; ; ;689450;07;47;1303,76136165348
4111656;1;1;1;60;2;47;2; ; ; ; ; ; ; ; ; ; ;36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;600000;1;7200000;3; ;12;70; ;.;70; ; ;1;4; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;27;4; ;1;47;4;4; ;100000;1;8;2; ; ; ;1;1;1;1;1;2;2;2;1;1;2; ;2;1;2;2;2;2;1;1;3; ;4;98;60;1;6031; ; ;700000;07;47;957,743138601232
4111656;1;2;1;60;2;47;2; ; ; ; ; ; ; ; ; ; ;60; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;50000;1;600000;3; ;12;7;2; ;7; ; ;1;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;4;41;52;1;5231; ; ;50000;07;47;957,743138601232
4111658;1;1;1;60;2;47;1;2;2;12;1; ; ;1;1;2;1;46; ;1; ;2;690000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;77350;2;1;145000;2;2; ; ;2; ; ;2; ; ;1;700000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;48; ;.;48; ; ;9;8; ;1; ;1;1;1;13;1;1; ; ; ; ; ; ; ; ;1;1;1;0;48;4; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;1; ;8;62;01;1;0113; ; ;690000;07;47;1303,76136165348
4111658;1;12;1;60;2;47;1;2;1; ;1; ; ;1;1;2;1;48; ;1; ;2;689500;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;77350;2;1;50000;2;2; ; ;2; ; ;2; ; ;1;680000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;48; ;.;48; ; ;9;8; ;1; ;1;1;1;8;1;1; ; ; ; ; ; ; ; ;1;1;1;0;12;4; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;1; ;8;62;01;1;0113; ; ;689500;07;47;1303,76136165348
