DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P744;P1884;P1807;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P6921;P7470;P7472;P7472S1;INI;MES;p7440;DPTO;fex_c_2011
6045673;1;2;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;12;2;66;458.69997575
6045673;1;3;1;80;66;;;;2;;;;2;;;.;;;;2;;1;12;;66;458.69997575
6045675;1;2;1;80;66;;;;1;3;;2;;;9;;1;2;;2;;1;12;2;66;470.75676635
6045679;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;453.72488047
6045680;1;1;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;429.71906049
6045681;1;1;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;66;359.37210247
6045682;1;1;1;80;66;2;;908526;1;4;;2;;;4;;2;2;;2;;1;12;3;66;445.08865104
6045682;1;2;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;66;445.08865104
6045683;1;2;1;80;66;;;;1;1;;2;;;9;;2;2;;2;;1;12;4;66;507.96883678
6045684;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;366.96995543
6045685;1;2;1;80;66;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;66;344.48221582
6045686;1;1;1;80;66;;;;1;5;;2;;;10;;2;2;;2;;1;12;4;66;348.4157793
6045691;1;1;1;80;66;;;;1;3;;2;;;8;;2;2;;2;;1;12;4;66;348.43606562
6045691;1;3;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;348.43606562
6045691;1;6;1;80;66;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;66;348.43606562
6045694;1;4;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;454.65953876
6045694;1;5;1;80;66;;;;2;;;;2;;;.;;;;2;;1;12;;66;454.65953876
6045694;1;6;1;80;66;;;;2;;;;2;;;.;;;;2;;1;12;;66;454.65953876
6045696;1;2;1;80;68;;;;1;7;;2;;;2;;2;2;;2;;1;12;2;68;768.90888789
6045697;1;3;1;80;68;;;;1;3;;2;;;8;;2;2;;2;;1;12;4;68;539.28369629
6045698;1;1;1;80;68;;;;1;4;;2;;;11;;2;2;;2;;1;12;4;68;410.46202042
6045698;1;2;1;80;68;;;;2;;;;2;;;.;2;2;;2;;1;12;;68;410.46202042
6045698;1;5;1;80;68;;;;2;;;;2;;;.;;;;2;;1;12;;68;410.46202042
6045699;1;3;1;80;68;;;;2;;;;2;;;.;;;;2;;1;12;;68;646.16257085
6045700;1;1;1;80;68;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;68;525.11537313
6045700;1;2;1;80;68;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;68;525.11537313
6045701;1;4;1;80;68;1;24;500000;2;;;;2;;;.;2;2;;2;;1;12;;68;518.25136437
6045703;1;2;1;80;68;;;;1;4;;2;;;8;;2;2;;2;;1;12;4;68;470.17485329
6045704;1;2;1;80;68;;;;1;6;;2;;;11;;2;2;;2;;1;12;1.2;68;482.21868781
6045704;1;3;1;80;68;;;;2;;;;2;;;.;;;;2;;1;12;;68;482.21868781
6045704;1;5;1;80;68;;;;2;;;;2;;;.;;;;2;;1;12;;68;482.21868781
6045705;1;2;1;80;68;;;;2;;;;2;;;.;;;;2;;1;12;;68;493.4923314
6045707;1;3;1;80;68;;;;2;;;;2;;;.;;;;2;;1;12;;68;429.02141998
6045708;1;3;1;80;68;;;;2;;;;2;;;.;2;2;;2;;1;12;;68;566.46301804
6045709;1;2;1;80;68;;;;2;;;;2;;;.;2;2;;2;;1;12;;68;453.55291735
6045709;1;3;1;80;68;;;;2;;;;2;;;.;;;;2;;1;12;;68;453.55291735
6045710;1;1;1;80;68;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;68;710.63348227
6045711;1;3;1;80;68;;;;2;;;;2;;;.;2;2;;2;;1;12;;68;428.11095059
6045712;1;1;1;80;68;;;;2;;;;2;;;.;2;2;;2;;1;12;;68;636.58804657
6045712;1;3;1;80;68;;;;1;8;;2;;;8;;2;2;;2;;1;12;3;68;636.58804657
6045713;1;2;1;80;68;;;;2;;;;2;;;.;2;2;;2;;1;12;;68;628.10093277
6045713;1;4;1;80;68;;;;2;;;;2;;;.;2;2;;2;;1;12;;68;628.10093277
6045713;1;7;1;80;68;;;;2;;;;2;;;.;2;2;;2;;1;12;;68;628.10093277
6045713;1;8;1;80;68;;;;2;;;;2;;;.;;;;2;;1;12;;68;628.10093277
6045713;1;10;1;80;68;2;;908600;1;4;;2;;;4;;2;2;;2;;1;12;3;68;628.10093277
6045714;1;1;1;80;68;;;;2;;;;2;;;.;2;2;;2;;1;12;;68;526.02584251
6045715;1;3;1;80;68;;;;2;;;;2;;;.;2;2;;2;;1;12;;68;492.46171505
6045715;1;4;1;80;68;;;;2;;;;2;;;.;;;;2;;1;12;;68;492.46171505
6045716;1;2;1;80;68;;;;2;;;;2;;;.;2;2;;2;;1;12;;68;467.13989525
6045716;1;3;1;80;68;2;;500000;1;8;;2;;;2;;2;2;;2;;1;12;1.3;68;467.13989525
6045716;1;4;1;80;68;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;68;467.13989525
6045717;1;1;1;80;68;;;;1;9;POR EDAD;2;;;8;;2;2;;2;;1;12;4;68;579.22311034
6045719;1;2;1;80;68;2;;908600;1;7;;2;;;9;;2;2;;2;;1;12;2;68;525.11537313
6045720;1;1;1;80;68;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;68;526.02584251
6045722;1;2;1;80;68;;;;1;9;POR EDAD;2;;;8;;2;2;;2;;1;12;4;68;573.14775151
6045722;1;3;1;80;68;;;;2;;;;2;;;.;2;2;;2;;1;12;;68;573.14775151
6045723;1;1;1;80;68;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;68;438.14492935
6045723;1;3;1;80;68;;;;2;;;;2;;;.;;;;2;;1;12;;68;438.14492935
6045723;1;5;1;80;68;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;68;438.14492935
6045723;1;7;1;80;68;;;;1;9;POR EDAD;2;;;8;;2;2;;2;;1;12;4;68;438.14492935
6045724;1;1;1;80;68;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;68;532.52127606
6045724;1;2;1;80;68;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;68;532.52127606
6045725;1;2;1;80;68;;;;1;3;;2;;;9;;2;2;;2;;1;12;2;68;621.40353788
6045728;1;1;1;80;68;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;68;525.11537313
6045728;1;2;1;80;68;;;;2;;;;2;;;.;2;2;;2;;1;12;;68;525.11537313
6045734;1;1;1;80;76;;;;1;2;;2;;;2;;2;2;;2;;1;12;3;76;1404.3657011
6045735;1;1;1;80;76;;;;1;1;;2;;;10;;3;3;;2;;1;12;4;76;725.99903763
6045735;1;2;1;80;76;;;;1;6;;2;;;9;;1;2;;2;;1;12;4;76;725.99903763
6045736;1;1;1;80;76;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;76;725.99903763
6045736;1;2;1;80;76;;;;2;;;;2;;;.;2;2;;2;;1;12;;76;725.99903763
6045740;1;2;1;80;76;1;48;908526;1;6;;1;;1;1;;1;2;;2;;1;12;3;76;1215.5882103
6045741;1;1;1;80;76;;;;1;4;;2;;;4;;3;3;;2;;1;12;3;76;1578.3003606
6045742;1;1;1;80;76;;;;1;5;;2;;;8;;3;3;;2;;1;12;4;76;1017.5898122
6045743;1;1;1;80;76;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;76;1155.5296163
6045743;1;2;1;80;76;;;;1;4;;2;;;4;;2;2;;2;;1;12;3;76;1155.5296163
6045745;1;1;1;80;76;;;;1;8;;2;;;8;;2;2;;2;;1;12;4;76;965.15938767
6045745;1;2;1;80;76;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;76;965.15938767
6045746;1;1;1;80;76;;;;1;7;;2;;;11;;3;3;;2;;1;12;4;76;965.15938767
6045746;1;2;1;80;76;;;;1;4;;2;;;8;;2;2;;2;;1;12;4;76;965.15938767
6045747;1;2;1;80;76;2;;908526;1;1;;2;;;9;;2;2;;2;;1;12;2;76;1712.6660357
6045846;1;1;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;170.0295217
6045846;1;2;1;80;17;;;;1;6;;2;;;1;;2;2;;2;;1;12;1.3;17;170.0295217
6045847;1;4;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;17;302.09868732
6045848;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;17;297.73091388
6045849;1;1;1;80;17;;;;2;;;;2;;;.;3;3;;2;;1;12;;17;203.81122744
6045850;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;17;180.20955757
6045850;1;2;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;17;180.20955757
6045850;1;3;1;80;17;2;;908526;1;8;;2;;;9;;2;2;;2;;1;12;4;17;180.20955757
6045850;1;5;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;180.20955757
6045853;1;2;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;12;2;17;203.68417348
6045853;1;4;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;203.68417348
6045859;1;2;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;12;1.2;17;222.60394213
6045859;1;3;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;222.60394213
6045859;1;4;1;80;17;;;;2;;;;2;;;.;;;;2;;1;12;;17;222.60394213
6045860;1;1;1;80;17;;;;1;3;;2;;;11;;2;2;;2;;1;12;4;17;230.05297214
6045862;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;17;181.26597554
6045862;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;181.26597554
6045863;1;1;1;80;17;;;;1;7;;2;;;9;;2;2;;2;;1;12;2;17;180.89420434
6045863;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;180.89420434
6045863;1;3;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;180.89420434
6045864;1;2;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;17;168.97017005
6045864;1;4;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;168.97017005
6045865;1;2;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;12;2;17;399.44278177
6045866;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;375.58159207
6045867;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;197.18726429
6045868;1;1;1;80;17;;;;1;1;;2;;;4;;2;2;;2;;1;12;2;17;187.51816749
6045868;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;187.51816749
6045873;1;3;1;80;17;;;;2;;;;2;;;.;;;;2;;1;12;;17;369.22510297
6045876;1;1;1;80;17;;;;2;;;;2;;;.;3;3;;2;;1;12;;17;202.75480947
6045877;1;1;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;168.97310372
6045877;1;2;1;80;17;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;17;168.97310372
6045878;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;17;187.51816749
6045878;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;187.51816749
6045879;1;1;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;215.05061496
6045879;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;215.05061496
6045881;1;1;1;80;17;;;;1;4;;2;;;8;;2;2;;2;;1;12;4;17;221.29987323
6045882;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;203.11862645
6045882;1;4;1;80;17;;;;1;9;CAMBIO DE RESIDENCIA;2;;;9;;2;2;;2;;1;12;4;17;203.11862645
6045883;1;1;1;80;17;;;;1;7;;2;;;11;;2;2;;2;;1;12;3;17;171.08593967
6045884;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;17;249.65738756
6045885;1;1;1;80;17;;;;1;4;;2;;;8;;2;2;;2;;1;12;2;17;188.57458546
6045885;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;188.57458546
6045887;1;1;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;172.28152551
6045887;1;2;1;80;17;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;17;172.28152551
6045887;1;3;1;80;17;;;;1;4;;2;;;8;;2;2;;2;;1;12;4;17;172.28152551
6045888;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;12;2;17;215.05061496
6045894;1;3;1;80;17;;;;2;;;;2;;;.;;;;2;;1;12;;17;229.22790529
6045895;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;17;182.09397607
6045895;1;3;1;80;17;;;;1;2;;2;;;2;;1;2;;2;;1;12;2;17;182.09397607
6045896;1;2;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;12;3;17;245.51301101
6045897;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;216.10703294
6045898;1;2;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;17;203.68417348
6045898;1;3;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;203.68417348
6045898;1;4;1;80;17;;;;2;;;;2;;;.;;;;2;;1;12;;17;203.68417348
6045899;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;17;317.3353293
6045900;1;1;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;17;187.51816749
6045900;1;2;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;17;187.51816749
6045901;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;17;187.51816749
6045901;1;2;1;80;17;;;;1;4;;2;;;4;;1;2;;2;;1;12;4;17;187.51816749
6045902;1;2;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;17;222.60394213
6045902;1;4;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;12;2;17;222.60394213
6045903;1;3;1;80;17;;;;2;;;;2;;;.;;;;2;;1;12;;17;230.27636904
6045903;1;5;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;17;230.27636904
6045904;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;12;3;17;213.99126331
6045904;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;213.99126331
6045905;1;4;1;80;17;;;;2;;;;2;;;.;;;;2;;1;12;;17;188.82223639
6045905;1;5;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;188.82223639
6045906;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;12;2;17;168.97310372
6045907;1;1;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;216.93209979
6045908;1;1;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;17;215.87568182
6045909;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;180.89420434
6045909;1;3;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;180.89420434
6045910;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;210.30813664
6045910;1;3;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;210.30813664
6045911;1;3;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;17;205.23439607
6045912;1;1;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;234.42074558
6045912;1;2;1;80;17;;;;1;1;;2;;;9;;2;2;;2;;1;12;2;17;234.42074558
6045914;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;17;221.29987323
6045916;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;17;187.51816749
6045916;1;2;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;17;187.51816749
6045919;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;209.48306978
6045919;1;3;1;80;17;;;;2;;;;2;;;.;;;;2;;1;12;;17;209.48306978
6045921;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;17;187.51816749
6045921;1;2;1;80;17;;;;1;9;VIAJE A OTRO PAIS;2;;;11;;2;2;;2;;1;12;4;17;187.51816749
6045923;1;2;1;80;17;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;17;242.34877764
6045923;1;4;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;242.34877764
6045925;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;17;221.29987323
6045927;1;3;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;167.08868522
6045927;1;4;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;17;167.08868522
6045929;1;1;1;80;17;;;;2;;;;1;4;9;;2;2;;2;;1;12;;17;135.19139798
6045929;1;2;1;80;17;;;;1;4;;2;;;8;;2;2;;2;;1;12;4;17;135.19139798
6045929;1;3;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;135.19139798
6045930;1;1;1;80;17;;;;1;3;;2;;;9;;1;2;;2;;1;12;4;17;216.10703294
6045930;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;216.10703294
6045931;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;12;2;17;200.87039096
6045931;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;200.87039096
6045931;1;3;1;80;17;;;;2;;;;2;;;.;;;;2;;1;12;;17;200.87039096
6045932;1;1;1;80;17;;;;2;;;;2;;;.;3;3;;2;;1;12;;17;170.0295217
6045933;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;179.97820645
6045933;1;5;1;80;17;;;;1;3;;2;;;8;;2;2;;2;;1;12;4;17;179.97820645
6045934;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;188.57458546
6045935;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;12;3;17;221.29987323
6045936;1;3;1;80;17;;;;2;;;;2;;;.;;;;2;;1;12;;17;264.43277966
6045937;1;2;1;80;17;;;;1;1;;2;;;9;;1;2;;2;;1;12;3;17;167.91375207
6045938;1;3;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;181.95062231
6046032;1;3;1;80;54;1;48;1014980;1;8;;2;;;6;;2;2;;2;;1;12;1.2;54;431.60110883
6046033;1;3;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;12;;54;468.79303242
6046033;1;4;1;80;54;;;;2;;;;2;;;.;;;;2;;1;12;;54;468.79303242
6046034;1;1;1;80;54;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;54;451.26972564
6046034;1;3;1;80;54;;;;2;;;;2;;;.;;;;2;;1;12;;54;451.26972564
6046035;1;2;1;80;54;1;48;1014980;1;4;;2;;;4;;2;2;;2;;1;12;1.2;54;431.81872299
6046035;1;3;1;80;54;;;;1;2;;2;;;2;;2;2;;2;;1;12;3;54;431.81872299
6046036;1;3;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;12;;54;456.09768513
6046038;1;1;1;80;54;;;;1;4;;2;;;4;;2;2;;2;;1;12;2;54;417.08922736
6046038;1;2;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;12;;54;417.08922736
6046040;1;1;1;80;54;1;12;200000;1;3;;2;;;9;;2;2;;2;;1;12;2;54;533.97722508
6046041;1;1;1;80;54;2;;700000;1;3;;2;;;9;;2;2;;2;;1;12;1.3;54;458.69939451
6046042;1;1;1;80;54;;;;1;3;;2;;;9;;2;2;;2;;1;12;1.1;54;365.73749193
6046042;1;2;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;12;;54;365.73749193
6046043;1;1;1;80;76;;;;1;1;;2;;;8;;1;2;;2;;1;12;4;76;1155.5296163
6046044;1;2;1;80;76;;;;1;6;;2;;;8;;2;2;;2;;1;12;2;76;828.81232141
6046046;1;1;1;80;76;1;48;3000000;1;7;;2;;;9;;2;2;;2;;1;12;1.4;76;1256.7501622
6046047;1;1;1;80;76;;;;1;3;;2;;;9;;1;1;2;2;;1;12;4;76;1067.9726714
6046047;1;2;1;80;76;;;;1;4;;2;;;4;;3;3;;2;;1;12;4;76;1067.9726714
6046050;1;1;1;80;76;;;;1;1;;2;;;9;;2;2;;2;;1;12;3;76;1023.8693997
6046050;1;2;1;80;76;;;;2;;;;2;;;.;2;2;;2;;1;12;;76;1023.8693997
6046051;1;1;1;80;76;;;;1;4;;2;;;4;;2;2;;2;;1;12;2;76;732.27862516
6046052;1;3;1;80;76;;;;2;;;;2;;;.;;;;2;;1;12;;76;1517.5219161
6047369;1;1;1;80;05;;;;2;;;;2;;;.;3;3;;2;;1;12;;05;1372.9049543
6047370;1;1;1;80;05;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;05;1391.7844204
6047371;1;2;1;80;05;;;;1;8;;2;;;8;;2;2;;2;;1;12;4;05;1296.0920571
6047372;1;1;1;80;05;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;05;1219.2791599
6047372;1;2;1;80;05;;;;1;8;;2;;;8;;2;2;;2;;1;12;4;05;1219.2791599
6047373;1;2;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;12;;05;1136.5227312
6047376;1;1;1;80;05;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;05;1269.7689328
6047377;1;1;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;12;;05;1372.9049543
6047378;1;1;1;80;05;1;48;908526;1;7;;2;;;8;;2;2;;2;;1;12;4;05;1372.9049543
6047379;1;1;1;80;05;;;;1;7;;1;;4;4;;2;2;;2;;1;12;4;05;1274.7444141
6047379;1;2;1;80;05;1;48;908526;1;7;;2;;;8;;2;2;;1;80000;1;12;1.2;05;1274.7444141
6047381;1;4;1;80;05;1;24;908526;1;8;;2;;;2;;2;2;;2;;1;12;2;05;1369.0841052
6047382;1;1;1;80;05;;;;1;1;;2;;;4;;2;2;;2;;1;12;2;05;1458.4454525
6047382;1;4;1;80;05;;;;2;;;;2;;;.;;;;2;;1;12;;05;1458.4454525
6047382;1;6;1;80;05;1;48;908526;1;8;;2;;;9;;1;2;;2;;1;12;1.2;05;1458.4454525
6047383;1;1;1;80;05;;;;1;5;;2;;;10;;3;3;;2;;1;12;3;05;1418.1075447
6047384;1;3;1;80;05;2;;1200000;1;1;;2;;;1;;2;2;;2;;1;12;2;05;912.72561408
6047385;1;2;1;80;05;;;;1;1;;2;;;4;;2;2;;2;;1;12;2;05;1296.0920571
6047388;1;2;1;80;05;1;24;600000;1;8;;2;;;2;;2;2;;2;;1;12;1.2;05;1193.1034902
6047389;1;1;1;80;05;2;;908526;1;7;;2;;;4;;2;2;;2;;1;12;2;05;1710.0843326
6047390;1;1;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;12;;05;1184.1934986
6047390;1;2;1;80;05;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;05;1184.1934986
6047393;1;1;1;80;05;;;;1;9;POR COVID;2;;;12;POR EL COVID QUEDO CON SECUELAS;2;2;;2;;1;12;1.4;05;1038.3621909
6047394;1;1;1;80;05;;;;1;5;;2;;;10;;3;3;;2;;1;12;2;05;1365.4612961
6047395;1;3;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;12;;05;1211.9829563
6047396;1;2;1;80;05;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;05;1418.1075447
6047397;1;1;1;80;05;2;;908526;1;8;;2;;;4;;3;3;;2;;1;12;3;05;1001.6104362
6047397;1;4;1;80;05;1;24;908526;2;;;;2;;;.;2;2;;2;;1;12;;05;1001.6104362
6047397;1;5;1;80;05;;;;2;;;;2;;;.;;;;2;;1;12;;05;1001.6104362
6047400;1;1;1;80;05;;;;1;5;;2;;;10;;3;3;;2;;1;12;1.4;05;1112.3560826
6047400;1;2;1;80;05;;;;1;5;;1;;4;9;;3;3;;2;;1;12;4;05;1112.3560826
6047400;1;4;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;12;;05;1112.3560826
6047400;1;5;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;12;;05;1112.3560826
6047401;1;1;1;80;05;;;;1;4;;2;;;4;;2;2;;2;;1;12;3;05;1296.0920571
6047405;1;5;1;80;05;;;;2;;;;2;;;.;;;;2;;1;12;;05;1261.31829
6047406;1;1;1;80;05;;;;1;3;;2;;;9;;3;3;;2;;1;12;4;05;1399.2280787
6047406;1;2;1;80;05;;;;1;3;;1;;4;4;;2;2;;2;;1;12;4;05;1399.2280787
6047410;1;2;1;80;05;;;;1;8;;2;;;5;;2;2;;2;;1;12;2;05;1176.7498403
6047410;1;3;1;80;05;;;;1;6;;2;;;7;;2;2;;2;;1;12;1.4;05;1176.7498403
6047415;1;1;1;80;05;;;;1;5;;2;;;11;;3;3;;2;;1;12;4;05;1296.0920571
6047415;1;2;1;80;05;;;;1;3;;2;;;9;;3;3;;2;;1;12;4;05;1296.0920571
6047419;1;2;1;80;05;;;;1;5;;2;;;10;;3;3;;2;;1;12;2;05;1314.9715231
6047420;1;1;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;12;;05;1322.4151814
6047420;1;2;1;80;05;;;;1;5;;2;;;9;;3;3;;2;;1;12;2;05;1322.4151814
6047425;1;1;1;80;05;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;05;1238.1586259
6047425;1;2;1;80;05;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;05;1238.1586259
6047429;1;5;1;80;05;;;;1;5;;2;;;8;;2;2;;2;;1;12;4;05;1385.8019546
6047430;1;5;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;12;;05;1748.0975199
6047432;1;1;1;80;05;;;;1;5;;2;;;10;;3;3;;2;;1;12;3;05;1372.9049543
6047433;1;1;1;80;05;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;05;1314.9715231
6047433;1;2;1;80;05;;;;1;3;;2;;;9;;1;2;;2;;1;12;4;05;1314.9715231
6047436;1;1;1;80;05;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;05;1296.0920571
6047438;1;1;1;80;05;;;;1;1;;2;;;1;;1;1;4;2;;1;12;4;05;1322.4151814
6047438;1;2;1;80;05;;;;1;3;;2;;;9;;1;1;4;2;;1;12;4;05;1322.4151814
6047438;1;3;1;80;05;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;05;1322.4151814
6047439;1;2;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;12;;05;1094.94295
6047439;1;3;1;80;05;;;;2;;;;2;;;.;;;;2;;1;12;;05;1094.94295
6047440;1;1;1;80;05;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;05;1372.9049543
6047441;1;2;1;80;05;;;;1;4;;2;;;9;;2;2;;2;;1;12;4;05;1275.0563083
6047441;1;3;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;12;;05;1275.0563083
6047441;1;4;1;80;05;;;;2;;;;2;;;.;;;;2;;1;12;;05;1275.0563083
6047445;1;2;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;12;;05;1072.29494
6047446;1;4;1;80;05;;;;1;8;;2;;;11;;2;2;;2;;1;12;1.4;05;913.62284719
6047446;1;5;1;80;05;1;24;908526;1;8;;2;;;3;;2;2;;2;;1;12;3;05;913.62284719
