DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P744;P1884;P1807;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P6921;P7470;P7472;P7472S1;INI;MES;p7440;DPTO;fex_c_2011
6046886;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;2532.7669378
6046886;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;27;2532.7669378
6046887;1;1;1;80;2;;;;1;8;;2;;;8;;2;2;;2;;1;12;3;27;2534.3978284
6046887;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;2534.3978284
6046888;1;1;1;80;2;;;;1;4;;2;;;8;;2;2;;2;;1;12;4;27;1542.7804004
6046889;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;2;27;1614.8013956
6046889;1;2;1;80;2;1;40;500000;1;9;CONFLICTO ARMADO;2;;;12;CONFLICTO ARMADO;2;2;;2;;1;12;1.3;27;1614.8013956
6046890;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;3;27;1542.7804004
6046891;1;1;1;80;2;;;;1;8;;2;;;1;;2;2;;2;;1;12;4;27;859.42357803
6046891;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;859.42357803
6046892;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;1443.3314247
6046892;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;1443.3314247
6046893;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;717.7273132
6046893;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;717.7273132
6046894;1;1;1;80;2;;;;1;8;;2;;;1;;2;2;;2;;1;12;3;27;1537.7385536
6046894;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;1537.7385536
6046894;1;5;1;80;2;1;40;600000;1;8;;2;;;1;;2;2;;2;;1;12;1.2;27;1537.7385536
6046895;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;2311.1100891
6046896;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;717.7273132
6046896;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;717.7273132
6046896;1;5;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;717.7273132
6046897;1;1;1;80;2;;;;1;8;;2;;;1;;2;2;;2;;1;12;4;27;717.7273132
6046899;1;2;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;27;2200.3733589
6046900;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;859.42357803
6046900;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;859.42357803
6046901;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;2870.9092528
6046901;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;2870.9092528
6046901;1;5;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;27;2870.9092528
6046902;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;3;27;1510.0435192
6046902;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;1510.0435192
6046903;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;717.7273132
6046904;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;27;717.7273132
6046905;1;1;1;80;2;1;40;400000;1;1;;2;;;1;;2;2;;2;;1;12;2;27;1657.1114751
6046906;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;27;717.7273132
6046907;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;2870.9092528
6046908;1;1;1;80;2;;;;1;6;;2;;;11;;2;2;;2;;1;12;3;27;2870.9092528
6046908;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;2870.9092528
6046908;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;2870.9092528
6046908;1;5;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;27;2870.9092528
6046909;1;1;1;80;2;;;;1;9;POR LA EDAD;2;;;8;;2;2;;2;;1;12;4;27;1019.410179
6046910;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;1998.1089618
6046911;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;27;2759.4656333
6046911;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;2759.4656333
6046913;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;717.7273132
6046913;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;717.7273132
6046914;1;1;1;80;2;1;48;1200000;1;8;;2;;;1;;2;2;;2;;1;12;1.3;27;2086.0745676
6046915;1;2;1;80;2;1;40;500000;2;;;;2;;;.;2;2;;2;;1;12;;27;859.42357803
6046916;1;1;1;80;2;;;;1;8;;2;;;1;;2;2;;2;;1;12;2;27;1709.7400186
6046919;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;717.7273132
6046920;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;717.7273132
6046921;1;1;1;80;2;1;40;900000;1;9;CONFLICTO ARMADO;2;;;12;CONFLICTO ARMADO;2;2;;2;;1;12;1.1;27;2086.0745676
6046922;1;1;1;80;2;1;40;900000;1;9;POR PRESENCIA DE GRUPOS AL MARGEN DE LA LEY;2;;;1;;2;2;;2;;1;12;1.2;27;2870.9092528
6046922;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;2870.9092528
6046923;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;27;717.7273132
6046924;1;1;1;80;2;1;40;900000;1;9;DEBIDO A EL ORDEN PUBLICO ESTAN PESCANDO SOLO PARA AUTOCONSUMO;2;;;12;DEBIDO A EL ORDEN PUBLICO ESTAN PESCANDO SOLO PARA AUTOCONSUMO;2;2;;2;;1;12;1.1;27;1542.7804004
6046925;1;1;1;80;2;;;;1;6;;2;;;8;;2;2;;2;;1;12;4;27;717.7273132
6046925;1;2;1;80;2;;;;1;8;;2;;;8;;2;2;;2;;1;12;4;27;717.7273132
6046926;1;1;1;80;2;1;40;1000000;1;9;DEBIDO A EL ORDEN PUBLICO ESTAN PESCANDO SOLO PARA AUTOCONSUMO;2;;;12;DEBIDO A EL ORDEN PUBLICO ESTAN PESCANDO SOLO PARA AUTOCONSUMO;2;2;;2;;1;12;1.1;27;2086.0745676
6046927;1;1;1;80;2;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;27;1542.7804004
6046928;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;1019.410179
6046929;1;1;1;80;2;1;40;900000;1;9;DEBIDO A EL ORDEN PUBLICO ESTAN PESCANDO SOLO PARA AUTOCONSUMO;2;;;12;DEBIDO A EL ORDEN PUBLICO ESTAN PESCANDO SOLO PARA AUTOCONSUMO;2;2;;2;;1;12;1.1;27;1542.7804004
6046930;1;1;1;80;2;;;;1;6;;2;;;1;;2;2;;2;;1;12;3;27;1542.7804004
6046931;1;1;1;80;2;;;;1;8;;2;;;1;;2;2;;2;;1;12;4;27;717.7273132
6046932;1;1;1;80;2;;;;1;8;;2;;;4;;2;2;;2;;1;12;4;27;717.7273132
6046932;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;717.7273132
6046933;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;717.7273132
6046949;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;1.2;44;1902.3839638
6046949;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;44;1902.3839638
6046950;1;2;1;80;2;1;30;300000;2;;;;2;;;.;2;2;;2;;1;12;;44;1969.8988186
6046951;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;44;1982.5201722
6046953;1;2;1;80;2;2;;500000;2;;;;1;2;9;;2;2;;2;;1;12;;44;1544.7005077
6046955;1;2;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;44;2259.1849053
6046955;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;44;2259.1849053
6046956;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;44;2684.9503851
6046956;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;44;2684.9503851
6046959;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;3;44;1788.0942684
6046960;1;2;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;44;1501.8805595
6046962;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;44;1808.5045703
6046963;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;44;1612.9402043
6046965;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;44;2441.5566244
6046965;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;44;2441.5566244
6046967;1;1;1;80;2;;;;1;8;;2;;;1;;2;2;;2;;1;12;3;44;2640.8384262
6046968;1;1;1;80;2;1;24;200000;1;3;;2;;;9;;2;2;;2;;1;12;1.2;44;2440.9894555
6046969;1;2;1;80;2;2;;300000;2;;;;2;;;.;2;2;;2;;1;12;;44;2419.500645
6046969;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;44;2419.500645
6046970;1;1;1;80;2;;;900000;1;4;;1;;1;1;;2;2;;2;;1;12;1.1;44;2293.5279398
6046972;1;2;1;80;2;2;;300000;1;3;;2;;;12;ESTA EMBARAZADA;2;2;;2;;1;12;1.4;44;3253.7536341
6046973;1;2;1;80;2;1;24;908526;1;3;;2;;;9;;2;2;;2;;1;12;4;44;2043.7719312
6046973;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;44;2043.7719312
6046973;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;44;2043.7719312
6046973;1;5;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;44;2043.7719312
6046974;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;1.3;44;1672.8837372
6046975;1;2;1;80;2;;;;1;4;;2;;;8;;2;2;;2;;1;12;4;44;2123.2104053
6046975;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;44;2123.2104053
6046976;1;2;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;44;1880.1703115
6046977;1;2;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;44;2190.7252601
6046981;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;44;3479.6701432
6046984;1;1;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;1.1;50;573.22385507
6046985;1;1;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;2;50;403.39420154
6046985;1;2;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;50;403.39420154
6046986;1;2;1;80;2;;;;1;4;;2;;;8;;2;2;;2;;1;12;4;50;403.39420154
6046987;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;50;1086.7503595
6046988;1;1;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;1.2;50;820.46456769
6046990;1;2;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;50;977.96675887
6047004;1;1;1;80;2;2;;900000;1;4;;2;;;8;;2;2;;2;;1;12;4;50;403.39420154
6047004;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;50;403.39420154
6047005;1;2;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;50;573.22385507
6047006;1;1;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;50;628.0514125
6047007;1;1;1;80;2;2;;700000;1;4;;2;;;4;;2;2;;2;;1;12;4;50;403.39420154
6047007;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;50;403.39420154
6047008;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;50;744.40221086
6047008;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;50;744.40221086
6047009;1;1;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;50;403.39420154
6047011;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;50;818.6417162
6047011;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;50;818.6417162
6047016;1;1;1;80;2;;;;1;7;;2;;;9;;2;2;;2;;1;12;3;50;721.73462564
6047017;1;1;1;80;2;2;;900000;1;4;;2;;;8;;2;2;;2;;1;12;4;50;403.39420154
6047017;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;50;403.39420154
6047018;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;50;912.32492934
6047019;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;50;403.39420154
6047019;1;3;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;50;403.39420154
6047020;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;50;553.78014728
6047021;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;50;553.78014728
6047022;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;50;1384.7318008
6047022;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;50;1384.7318008
6047022;1;5;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;50;1384.7318008
6047023;1;1;1;80;2;;;;1;4;;2;;;8;;2;2;;2;;1;12;3;50;406.61222554
6047023;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;3;50;406.61222554
6047024;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;50;403.39420154
6047026;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;50;479.54064193
6047026;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;50;479.54064193
6047027;1;1;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;50;403.39420154
6047028;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;50;1299.1345009
6047030;1;2;1;80;2;2;;900000;2;;;;2;;;.;2;2;;2;;1;12;;50;1613.5768062
6047030;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;50;1613.5768062
6047032;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;50;403.39420154
6047033;1;1;1;80;2;;;;1;9;POR LA PANDEMIA;2;;;1;;2;2;;2;;1;12;2;50;912.32492934
6047034;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;50;479.54064193
6047034;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;50;479.54064193
6047035;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;3;50;553.78014728
6047036;1;2;1;80;2;;;;1;9;POR LA PANDEMIA;2;;;6;;2;2;;2;;1;12;2;50;746.22506235
6047036;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;50;746.22506235
6047037;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;50;1387.8657412
6047038;1;2;1;80;2;;;;1;8;;2;;;1;;2;2;;2;;1;12;1.2;50;1083.5032851
6047038;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;50;1083.5032851
6047038;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;50;1083.5032851
6047041;1;2;1;80;2;;;;1;9;POR LA PANDEMIA;2;;;9;;2;2;;2;;1;12;2;50;1360.2096042
6047043;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;50;1106.1940672
6047044;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;50;1110.3670487
6047045;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;3;50;403.39420154
6047045;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;50;403.39420154
6047046;1;1;1;80;2;;;;1;7;;2;;;9;;2;2;;2;;1;12;3;50;744.40221086
6047046;1;3;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;1.2;50;744.40221086
6047046;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;50;744.40221086
6047051;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;50;403.39420154
6047054;1;1;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;50;1613.5768062
6047054;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;50;1613.5768062
6047058;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;50;744.40221086
6047058;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;50;744.40221086
6047058;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;50;744.40221086
6047062;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;50;403.39420154
6047064;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;50;746.22506235
6047064;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;50;746.22506235
6047066;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;50;927.42531678
6047066;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;50;927.42531678
6047067;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;50;403.39420154
6047070;1;2;1;80;2;1;30;500000;1;4;;2;;;1;;2;2;;2;;1;12;2;50;553.78014728
6047073;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;50;403.39420154
6047074;1;2;1;80;2;2;;600000;1;3;;2;;;9;;2;2;;2;;1;12;2;50;628.0514125
6047075;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;50;403.39420154
6047079;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;50;721.73462564
6047080;1;2;1;80;2;1;40;800000;1;3;;2;;;9;;2;2;;2;;1;12;1.4;50;553.78014728
6047087;1;2;1;80;2;;;;1;4;;2;;;8;;2;2;;2;;1;12;4;50;403.39420154
6047088;1;2;1;80;2;1;48;1000000;1;1;;2;;;1;;2;2;;2;;1;12;2;50;553.81190715
6047088;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;50;553.81190715
6047094;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;50;405.30113658
6047094;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;50;405.30113658
6047097;1;3;1;80;2;;;;1;8;;2;;;2;;2;2;;2;;1;12;1.2;50;671.985557
6047097;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;50;671.985557
6047104;1;1;1;80;2;;;;1;4;;2;;;9;;2;2;;2;;1;12;4;50;586.38825714
6047104;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;50;586.38825714
6047105;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;50;1613.5768062
6047106;1;1;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;50;1613.5768062
6047108;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;50;818.6417162
6047109;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;3;50;460.09693414
6047111;1;2;1;80;2;2;;200000;1;4;;2;;;4;;2;2;;2;;1;12;3;52;3059.4935407
6047112;1;2;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;52;4367.6816194
6047113;1;2;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;52;1091.9204049
6047114;1;2;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;52;1091.9204049
6047115;1;2;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;52;4326.7738618
6047116;1;2;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;52;1091.9204049
6047117;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;52;1550.8881366
6047118;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;52;1091.9204049
6047118;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;52;1091.9204049
6047121;1;2;1;80;2;2;;200000;1;8;;2;;;4;;2;2;;2;;1;12;1.3;52;1091.9204049
6047122;1;2;1;80;2;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;52;1714.1690937
6047123;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;1.4;52;1091.9204049
6047123;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;52;1091.9204049
6047123;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;52;1091.9204049
6047125;1;2;1;80;2;2;;400000;1;3;;2;;;9;;2;2;;2;;1;12;3;52;4367.6816194
6047126;1;2;1;80;2;;;;1;8;;2;;;9;;2;2;;2;;1;12;1.4;52;1091.9204049
6047127;1;1;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;52;1091.9204049
6047128;1;2;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;3;52;1091.9204049
6047128;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;52;1091.9204049
6047129;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;2;52;4367.6816194
6047130;1;2;1;80;2;2;;908000;1;3;;2;;;9;;2;2;;2;;1;12;2;52;4029.6657003
6047130;1;3;1;80;2;;;;1;8;;2;;;2;;;;;2;;1;12;1.3;52;4029.6657003
6047131;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;52;1091.9204049
6047131;1;2;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;52;1091.9204049
6047132;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;3;52;2828.7769153
6047133;1;2;1;80;2;;;;1;8;;2;;;1;;2;2;;2;;1;12;1.4;52;1877.4500508
6047133;1;3;1;80;2;2;;1000000;1;4;;2;;;4;;2;2;;2;;1;12;2;52;1877.4500508
6047134;1;2;1;80;2;;;;1;8;;2;;;9;;2;2;;2;;1;12;1.3;52;2120.8975427
6047134;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;52;2120.8975427
6047136;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;1.4;52;2984.5668412
6047137;1;1;1;80;2;2;;1000000;1;4;;2;;;4;;2;2;;2;;1;12;1.4;52;1714.1690937
6047138;1;2;1;80;2;;;;1;8;;2;;;9;;2;2;;2;;1;12;1.4;52;1413.0181701
6047138;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;52;1413.0181701
6047138;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;52;1413.0181701
6047139;1;3;1;80;2;;;;1;2;;2;;;2;;;;;2;;1;12;2;52;1091.9204049
6047139;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;52;1091.9204049
6047141;1;2;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;3;52;1091.9204049
6047141;1;3;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;52;1091.9204049
6047141;1;5;1;80;2;1;40;500000;1;8;;2;;;1;;2;2;;1;80000;1;12;1.2;52;1091.9204049
6047142;1;2;1;80;2;;;;1;8;;2;;;1;;2;2;;2;;1;12;1.3;52;1091.9204049
6047142;1;3;1;80;2;;;;1;8;;2;;;2;;2;2;;2;;1;12;1.3;52;1091.9204049
6047142;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;52;1091.9204049
6047143;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;1;100000;1;12;;52;1091.9204049
6047144;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;52;2460.598198
6047145;1;1;1;80;2;;;;1;3;;1;;2;9;;2;2;;2;;1;12;2;52;3263.5827081
6047148;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;52;1091.9204049
6047148;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;52;1091.9204049
6047148;1;3;1;80;2;;;;1;9;LA PANDEMIA;2;;;4;;2;2;;2;;1;12;2;52;1091.9204049
6047149;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;52;1091.9204049
6047150;1;2;1;80;2;1;24;400000;1;4;;2;;;4;;2;2;;2;;1;12;4;52;1369.2791517
6047150;1;4;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;3;52;1369.2791517
6047151;1;1;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;52;1550.8881366
6047152;1;2;1;80;2;1;24;400000;1;8;;2;;;1;;2;2;;2;;1;12;1.4;52;4253.4087556
6047153;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;1.4;52;1091.9204049
6047153;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;52;1091.9204049
6047153;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;52;1091.9204049
6047154;1;2;1;80;2;2;;350000;1;3;;2;;;9;;2;2;;2;;1;12;2;52;4337.3823194
6047154;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;52;4337.3823194
6047155;1;2;1;80;2;;;;1;8;;2;;;7;;2;2;;2;;1;12;1.4;52;1115.273751
6047155;1;3;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;52;1115.273751
6047155;1;4;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;52;1115.273751
6047156;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;52;1091.9204049
6047157;1;1;1;80;2;;;;1;1;;2;;;9;;2;2;;2;;1;12;3;52;2120.8975427
6047157;1;2;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;52;2120.8975427
6047158;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;1;110000;1;12;;52;1205.9981946
6047158;1;4;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;52;1205.9981946
6047159;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;3;52;1714.1690937
6047159;1;2;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;2;52;1714.1690937
6047188;1;1;1;80;2;1;25;908000;1;4;;2;;;4;;2;2;;2;;1;12;2;52;1433.6479423
6047188;1;4;1;80;2;2;;200000;1;3;;2;;;9;;2;2;;2;;1;12;3;52;1433.6479423
6047189;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;52;3018.5129952
6047189;1;3;1;80;2;1;40;400000;1;1;;2;;;1;;2;2;;2;;1;12;1.3;52;3018.5129952
6047189;1;4;1;80;2;;;;1;8;;2;;;2;;2;2;;2;;1;12;1.3;52;3018.5129952
6047189;1;5;1;80;2;;;;1;8;;2;;;11;;2;2;;2;;1;12;1.4;52;3018.5129952
6047189;1;7;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;2;52;3018.5129952
6047190;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;52;1724.7775513
6047190;1;4;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;52;1724.7775513
