DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6083;P6083S1;P6081;P6081S1;P6080;P6080S1;P6070;P6071;P6071S1;P3147S1;P3147S2;P3147S3;P3147S4;P3147S5;P3147S6;P3147S7;P3147S8;P3147S9;P3147S10;P3147S10A1;P3147S11;P3246;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;AREA;ESC;MES;DPTO;fex_c_2011
6054966;1;1;1;10;2;1;3;1969;52;1;2;;3;;5;;2;1;2;1;;1;1;;;1;;1;;;;1;1;;;1;1;36000;2;1;2;;6;3;3;;08;14;12;08;800.81306304
6054966;1;2;1;10;2;2;2;1971;50;2;2;;3;;5;;2;1;1;1;;1;1;;;1;;1;;;;;1;;;1;5;;2;1;2;;5;11;2;;08;11;12;08;800.81306304
6054966;1;3;1;10;3;2;9;1996;25;3;1;2;1;1;6;;6;;;;;;1;;;1;;1;;;;;1;;;1;1;50000;2;1;2;;6;1;2;2;08;12;12;08;800.81306304
6054966;1;4;1;10;2;1;8;1994;27;3;1;2;1;1;6;;2;1;5;1;;;1;;;;;1;;;;;1;;;1;1;42000;2;1;2;;6;2;3;;08;13;12;08;800.81306304
6054966;1;5;1;10;5;2;1;1996;25;5;2;;2;;6;;2;1;4;1;;;1;;;1;;1;;;;;1;;;1;5;;2;1;2;;5;11;2;;08;11;12;08;800.81306304
6054966;1;6;1;10;5;1;9;2015;6;4;1;5;1;4;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;1;1;1;2;0;;;08;0;12;08;800.81306304
6054966;1;7;1;10;5;1;4;2021;0;4;1;5;1;4;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;;;;;;;;08;;12;08;800.81306304
6054967;1;1;1;10;1;2;1;1998;23;1;2;;2;;6;;2;1;2;;;;;;;;;;;;1;2;1;;;1;1;99;2;1;2;;6;5;4;;08;16;12;08;653.39094184
6054967;1;2;1;10;1;1;10;1986;35;2;3;;2;;6;;2;1;1;;;;;;;;;;;;1;;1;;;2;1;99;2;1;2;;6;5;4;;08;16;12;08;653.39094184
6054968;1;1;1;10;1;1;4;1971;50;1;3;;3;;6;;2;1;2;1;;;1;;;;;;;;;2;1;;;1;5;;2;1;2;;4;9;;;08;9;12;08;721.75541775
6054968;1;2;1;10;2;2;9;1987;34;2;2;;2;;6;;2;1;1;1;;;1;;;;;;;;;;1;;;3;;;2;1;2;;6;2;3;;08;13;12;08;721.75541775
6054969;1;1;1;10;2;1;6;1962;59;1;2;;3;;6;;3;1;2;1;;;;;;;;;;;;1;1;;;3;;;2;1;2;;5;11;2;;08;11;12;08;528.2717259
6054969;1;2;1;10;2;2;9;1961;60;2;3;;3;;6;;3;1;1;;;;1;;;;;;;;;;1;;;3;;;2;1;2;;5;11;2;;08;11;12;08;528.2717259
6054970;1;1;1;10;1;1;8;1968;53;1;2;;3;;6;;2;1;2;1;1;;1;;;1;;1;;;;1;2;1;36;;;;2;1;2;;4;8;;;08;8;12;08;721.75541775
6054970;1;2;1;10;2;2;7;1974;47;2;3;;2;;6;;2;1;1;1;;;;;;1;;1;;;;;1;;;3;;;2;1;2;;4;7;;;08;7;12;08;721.75541775
6054971;1;1;1;10;1;1;5;1951;70;1;3;;3;;6;;4;;;;;;;;;;;;;;1;2;1;;;3;;;2;1;2;;4;7;;;08;7;12;08;729.60271686
6054971;1;2;1;10;1;2;;;66;5;3;;3;;6;;3;1;3;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;4;6;;;08;6;12;08;729.60271686
6054971;1;3;1;10;1;1;;;68;5;3;;3;;6;;3;1;2;;;;1;;;;;;;;;;1;;;3;;;2;1;2;;4;9;;;08;9;12;08;729.60271686
6054971;1;4;1;10;1;1;;;42;5;1;2;1;3;6;;6;;;;;;1;;;;;;;;;;1;;;3;;;2;1;2;;5;11;2;;08;11;12;08;729.60271686
6054971;1;5;1;10;1;1;;;40;5;1;2;1;3;6;;6;;;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;5;11;2;;08;11;12;08;729.60271686
6054971;1;6;1;10;1;1;;;38;5;1;2;1;3;6;;6;;;;;;1;;;;;;;;;;1;;;3;;;2;1;2;;6;2;3;;08;13;12;08;729.60271686
6054972;1;1;1;10;2;1;9;1986;35;1;2;;3;;6;;2;1;2;1;;;1;;;;;1;;;;1;2;1;12;;;;2;1;2;;6;5;4;;08;16;12;08;693.8077529
6054972;1;2;1;10;2;2;12;1991;30;2;3;;2;;6;;2;1;1;;;;1;;;;;1;;;;;1;;;3;;;2;1;2;;6;5;4;;08;16;12;08;693.8077529
6054972;1;3;1;10;2;2;2;2012;9;3;1;2;2;;6;;;;;;;;;;;;;;;;;;1;;;3;;;2;1;1;1;3;3;;;08;3;12;08;693.8077529
6054972;1;4;1;10;2;1;11;2018;3;3;1;2;2;;6;;;;;;;;;;;;;;;;;;1;;;3;;;2;2;2;;1;0;;;08;0;12;08;693.8077529
6054973;1;1;1;10;1;1;10;1962;59;1;1;5;2;;6;;4;;;;;;1;;;;;;;;;2;1;;;3;;;2;1;2;;5;11;2;;08;11;12;08;530.42827422
6054973;1;2;1;10;2;1;7;1997;24;3;2;;1;1;6;;2;1;3;;;;;;;1;;;;;;;1;;;1;1;48000;2;1;2;;6;2;3;;08;13;12;08;530.42827422
6054973;1;3;1;10;3;2;7;1996;25;5;2;;2;;6;;2;1;2;;;;1;;;;;;;;;;1;;;1;5;;2;1;2;;5;11;2;;08;11;12;08;530.42827422
6054973;1;4;1;10;2;2;9;2019;2;4;1;3;1;2;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;;;;;;;;08;;12;08;530.42827422
6054973;1;5;1;10;1;2;12;1935;86;5;3;;3;;6;;5;;;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;3;5;;;08;5;12;08;530.42827422
6054974;1;1;1;10;1;1;1;1994;27;1;2;;2;;6;;3;1;2;;;;;;;1;;;;;;1;1;;;3;;;2;1;2;;6;2;3;;08;13;12;08;782.37603766
6054974;1;2;1;10;2;2;10;1990;31;2;2;;2;;6;;3;1;1;;;1;1;;;;;;1;LE TOCO SACA HIJA DEL COLEGIO POR BAJOS INGRESOS;;;1;;;1;4;;2;1;2;;6;5;4;;08;16;12;08;782.37603766
6054974;1;3;1;10;2;2;8;2016;5;3;1;2;1;1;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;2;2;;1;0;;;08;0;12;08;782.37603766
6054974;1;4;1;10;2;2;2;2021;0;3;1;2;1;1;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;;;;;;;;08;;12;08;782.37603766
6054974;1;5;1;10;5;1;3;1985;36;5;2;;2;;6;;2;2;;;;;;;1;;;;;;;;1;;;1;1;36600;2;1;2;;4;9;;;08;9;12;08;782.37603766
6054975;1;1;1;10;1;2;10;1961;60;1;3;;3;;5;;4;;;1;;;1;;;1;;1;;;;2;1;;;3;;;2;1;2;;5;11;2;;08;11;12;08;516.86736054
6054975;1;2;1;10;2;2;7;2002;19;3;1;1;2;;6;;6;;;;;;1;;;;1;;;;;;1;;;1;1;28000;2;1;1;1;6;2;2;2;08;13;12;08;516.86736054
6054976;1;1;1;10;1;1;2;1961;60;1;2;;3;;6;;3;2;;;;;;;;;;;;;1;2;1;;;1;1;98;2;1;2;;6;2;3;;08;13;12;08;664.79530721
6054976;1;2;1;10;1;1;4;1995;26;3;2;;1;1;6;;6;;;;;;;;;;;;;;1;;1;;;1;1;98;2;1;2;;6;5;4;;08;16;12;08;664.79530721
6054977;1;1;1;10;1;2;10;1979;42;1;2;;2;;5;;4;;;1;;;1;;;;;;;;;2;1;;;3;;;2;1;2;;6;4;3;;08;15;12;08;521.71170596
6054977;1;2;1;10;2;2;12;2002;19;3;1;1;2;;5;;6;;;;;;;;;;1;;;;;;1;;;3;;;2;1;1;1;6;1;2;2;08;12;12;08;521.71170596
6054977;1;3;1;10;1;2;1;2007;14;3;1;1;2;;5;;6;;;;;;;;;;1;;;;;;1;;;3;;;2;1;1;1;4;9;;;08;9;12;08;521.71170596
6054977;1;4;1;10;1;1;6;2011;10;3;1;1;2;;5;;6;;;;;;;;;;1;;;;;;1;;;3;;;2;1;1;1;4;0;;;08;5;12;08;521.71170596
6054978;1;1;1;10;1;2;5;1960;61;1;3;;2;;6;;5;;;;;;;;;;;1;;;;2;1;;;1;5;;2;1;2;;4;9;;;08;9;12;08;585.23183644
6054978;1;2;1;10;1;2;7;1983;38;3;1;1;2;;6;;6;;;;;;;;;;;;;;1;;1;;;1;1;99;2;1;2;;6;5;4;;08;16;12;08;585.23183644
6054979;1;1;1;10;1;1;12;2000;21;1;2;;2;;6;;6;;;;;;1;;;;;;;;;2;1;;;3;;;2;1;2;;5;11;2;;08;11;12;08;618.40628926
6054981;1;1;1;10;3;1;11;1983;38;1;2;;2;;6;;3;1;2;;;;1;;;;;1;;;;1;2;2;;;;;2;1;2;;5;11;2;;08;11;12;08;688.24542186
6054981;1;2;1;10;2;2;11;1985;36;2;2;;2;;6;;3;1;1;;;;1;;;;;1;;;;;2;2;;;;;2;1;2;;5;11;2;;08;11;12;08;688.24542186
6054981;1;3;1;10;3;1;12;2010;11;3;1;2;1;1;6;;6;;;;;;;;;;1;;;;;;2;2;;;;;2;1;1;1;4;0;;;08;5;12;08;688.24542186
6054981;1;4;1;10;3;2;1;2012;9;3;1;2;1;1;6;;;;;;;;;;;;;;;;;;2;2;;;;;2;1;1;1;3;3;;;08;3;12;08;688.24542186
6054981;1;5;1;10;5;1;11;1998;23;5;2;;2;;6;;6;;;;;;;;;;;1;;;;;2;2;;;;;2;1;2;;6;5;4;;08;16;12;08;688.24542186
6054982;1;1;1;10;1;1;6;1974;47;1;1;5;3;;6;;2;1;2;1;;;1;;;;;;;;;2;1;;;1;5;;2;1;2;;5;11;2;;08;11;12;08;625.34732737
6054982;1;2;1;10;2;2;6;1993;28;2;2;;2;;6;;2;1;1;1;;;;;;1;;;;;;;2;2;;;;;2;1;2;;5;11;2;;08;11;12;08;625.34732737
6054982;1;3;1;10;2;1;10;2010;11;3;1;2;2;;6;;6;;;;;;;;;;;;;;1;;2;2;;;;;2;1;1;1;3;4;;;08;4;12;08;625.34732737
6054982;1;4;1;10;2;1;10;2013;8;3;1;2;2;;6;;;;;;;;;;;;;;;;;;2;2;;;;;2;1;1;1;3;1;;;08;1;12;08;625.34732737
6054982;1;5;1;10;5;2;7;1936;85;5;3;;3;;6;;5;;;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;5;11;2;;08;11;12;08;625.34732737
6054982;1;6;1;10;6;2;12;1973;48;5;1;5;3;;6;;2;1;7;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;6;5;4;;08;16;12;08;625.34732737
6054982;1;7;1;10;7;1;11;1982;39;5;3;;3;;6;;2;1;6;;;;;;;;;;;;1;;2;2;;;;;2;1;2;;5;11;2;;08;11;12;08;625.34732737
6054982;1;8;1;10;8;2;11;1998;23;5;1;6;2;;6;;6;;;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;5;11;2;;08;11;12;08;625.34732737
6054982;1;9;1;10;9;2;9;2008;13;5;1;6;2;;6;;6;;;;;;;;;;;;;;1;;1;;;3;;;2;1;1;1;4;0;;;08;5;12;08;625.34732737
6054985;1;1;1;10;1;2;4;1983;38;1;2;;2;;6;;4;;;;;;1;;;;;;;;;2;1;;;1;1;35000;2;1;2;;4;8;;;08;8;12;08;585.11110419
6054985;1;2;1;10;2;1;6;2002;19;3;1;1;2;;6;;6;;;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;5;11;2;;08;11;12;08;585.11110419
6054985;1;3;1;10;1;2;2;2008;13;3;1;1;2;;6;;6;;;;;;;;;;;;;;1;;1;;;3;;;2;1;1;1;4;7;;;08;7;12;08;585.11110419
6054990;1;1;1;10;1;2;5;1975;46;1;3;;3;;6;;4;;;1;;;;;;1;;;;;;1;1;;;1;3;120000;2;1;2;;6;2;3;;08;13;12;08;585.11110419
6054990;1;2;1;10;1;2;3;2007;14;3;1;1;2;;6;;6;;;1;;;;;;;;;;;;;1;;;1;5;;2;1;1;1;4;9;;;08;9;12;08;585.11110419
6054990;1;3;1;10;1;1;11;2005;16;5;2;;2;;6;;6;;;;;;;;;;;;;;1;;1;;;3;;;2;1;1;1;4;8;;;08;8;12;08;585.11110419
6054996;1;1;1;10;1;1;3;1967;54;1;2;;3;;6;;1;1;2;1;1;1;1;;;;;;;;;1;1;;;1;2;99;2;1;2;;3;5;;;11;5;12;11;4461.4446521
6054996;1;2;1;10;2;2;12;1978;43;2;2;;3;;6;;1;1;1;1;1;1;1;;;;;;;;;;1;;;3;;;2;1;2;;3;5;;;11;5;12;11;4461.4446521
6054996;1;3;1;10;3;1;9;2008;13;3;1;2;2;;6;;6;;;1;;;;;;;1;1;;;;;1;;;3;;;2;1;1;1;4;8;;;11;8;12;11;4461.4446521
6054996;1;4;1;10;2;2;12;2016;5;3;1;2;1;1;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;2;1;1;2;0;;;11;0;12;11;4461.4446521
6054997;1;1;1;10;1;2;4;1953;68;1;3;;3;;6;;5;;;;1;1;1;;;;;;;;;2;1;;;3;;;2;2;2;;1;0;;;11;0;12;11;3742.1583604
6054998;1;1;1;10;1;1;6;1969;52;1;2;;3;;6;;2;1;2;;1;1;;;;;;;;;;1;1;;;3;;;2;1;2;;3;5;;;11;5;12;11;3244.2600073
6054998;1;2;1;10;2;2;12;1967;54;2;2;;3;;6;;2;1;1;;1;1;;;;;;1;;;;;1;;;3;;;2;1;2;;3;1;;;11;1;12;11;3244.2600073
6054998;1;3;1;10;3;1;7;1995;26;3;1;2;1;1;6;;6;;;;;;;;;;1;;;;;;1;;;1;1;99;2;1;1;1;6;1;2;2;11;12;12;11;3244.2600073
6054998;1;4;1;10;4;1;8;2004;17;3;1;2;1;1;6;;6;;;;;;;;;;1;1;;;;;1;;;3;;;2;1;2;;5;11;2;;11;11;12;11;3244.2600073
6054999;1;1;1;10;1;1;5;1992;29;1;2;;2;;6;;2;1;2;;1;1;1;;;;;;;;;2;1;;;1;1;36341;2;1;2;;5;11;2;;11;11;12;11;4578.5423286
6054999;1;2;1;10;2;2;4;1993;28;2;2;;2;;6;;2;1;1;;1;1;;;;;;1;;;;;1;;;1;5;;2;1;2;;5;11;2;;11;11;12;11;4578.5423286
6054999;1;3;1;10;1;2;1;2016;5;3;1;2;1;1;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;2;2;;1;0;;;11;0;12;11;4578.5423286
6055000;1;1;1;10;1;2;5;1951;70;1;3;;3;;6;;4;;;1;;;;;;;;;;;;2;1;;;1;2;72682;2;1;2;;3;2;;;11;2;12;11;3701.6276761
6055000;1;2;1;10;2;1;12;1991;30;3;1;1;2;;6;;6;;;;;;;;;1;;;;;;;2;1;36;;;;1;1;2;;4;8;;;11;8;12;11;3701.6276761
6055000;1;3;1;10;3;1;6;1989;32;3;1;1;2;;6;;4;;;;;;;;;;;;;;1;;1;;;1;1;48000;2;1;2;;5;11;2;;11;11;12;11;3701.6276761
6055001;1;1;1;10;1;2;11;1968;53;1;3;;3;;6;;5;;;;;;1;;;;;;;;;2;1;;;3;;;2;1;2;;3;3;;;11;3;12;11;3381.6230259
6055001;1;2;1;10;2;1;3;1992;29;3;1;1;3;;6;;6;;;;1;1;1;;;;;;;;;;1;;;3;;;2;1;2;;5;11;2;;11;11;12;11;3381.6230259
6055004;1;1;1;10;1;2;9;1970;51;1;2;;2;;1;340_02;4;;;1;;;;;;;;;;;;2;1;;;1;9;;2;1;2;;5;11;2;;11;11;12;11;3264.5253494
6055004;1;2;1;10;1;1;11;2005;16;3;1;1;2;;1;340_02;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;1;5;10;1;;11;10;12;11;3264.5253494
6055004;1;3;1;10;3;1;11;1994;27;3;1;1;2;;1;340_02;4;;;;;;;;;;;;;;1;;1;;;1;1;36342;2;1;2;;6;3;3;;11;14;12;11;3264.5253494
6055005;1;1;1;10;1;1;2;1960;61;1;3;;3;;6;;2;1;2;;;1;1;;;;;;;;;1;1;;;1;1;36341;2;1;2;;3;4;;;11;4;12;11;3625.4058621
6055005;1;2;1;10;2;2;6;1963;58;2;2;;3;;6;;2;1;1;;;1;1;;;;;;;;;;1;;;1;5;;2;2;2;;1;0;;;11;0;12;11;3625.4058621
6055005;1;3;1;10;2;2;4;1991;30;3;1;2;3;;6;;6;;;;;;;;;;;;;;1;;1;;;3;;;2;2;2;;1;0;;;11;0;12;11;3625.4058621
6055006;1;1;1;10;1;1;11;1947;74;1;3;;3;;6;;3;1;2;;;;;;;;;;;;1;1;1;;;3;;;2;1;2;;3;4;;;11;4;12;11;4240.2283435
6055006;1;2;1;10;2;2;9;1948;73;2;3;;3;;6;;3;1;1;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;3;5;;;11;5;12;11;4240.2283435
6055007;1;1;1;10;1;2;3;1988;33;1;2;;3;;6;;2;1;2;;;;;;;;;;;;1;2;1;;;1;5;;2;1;2;;5;11;2;;11;11;12;11;6983.898866
6055007;1;2;1;10;2;1;12;1987;34;2;2;;2;;6;;2;1;1;1;;;;;;1;;;;;;;1;;;1;1;36342;2;1;2;;5;11;2;;11;11;12;11;6983.898866
6055007;1;3;1;10;1;1;12;2006;15;3;1;1;2;;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;2;;4;9;;;11;9;12;11;6983.898866
6055007;1;4;1;10;1;2;3;2011;10;3;1;1;2;;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;1;4;0;;;11;5;12;11;6983.898866
6055007;1;5;1;10;1;1;3;2015;6;3;1;1;1;2;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;2;1;1;3;0;;;11;0;12;11;6983.898866
6055007;1;6;1;10;1;2;2;2020;1;3;1;1;1;2;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;;;;;;;;11;;12;11;6983.898866
6055008;1;1;1;10;1;1;11;1966;55;1;2;;3;;6;;2;1;2;;;;;;;;;;;;1;2;1;;;1;1;84000;2;1;2;;3;5;;;11;5;12;11;4123.1306669
6055008;1;2;1;10;2;2;5;1963;58;2;2;;3;;6;;2;1;1;;;;;;;;;;;;1;;1;;;1;2;99;2;1;2;;5;11;2;;11;11;12;11;4123.1306669
6055008;1;3;1;10;3;1;7;2003;18;3;1;2;1;1;6;;6;;;;;;;;;;;;;;1;;1;;;1;5;;2;1;1;2;6;0;2;2;11;11;12;11;4123.1306669
6055009;1;1;1;10;1;1;3;1943;78;1;3;;3;;6;;4;;;;;;;;;;;1;;;;1;1;;;1;5;;2;1;2;;4;8;;;11;8;12;11;4514.7808325
6055010;1;1;1;10;1;1;11;1973;48;1;1;2;3;;6;;6;;;1;1;;;;;;;1;;;;1;1;;;3;;;2;1;2;;6;1;2;2;11;12;12;11;3721.8930183
6055010;1;2;1;10;2;2;7;1954;67;5;3;;3;;6;;5;;;;1;;;;;;;1;;;;;1;;;1;2;72682;2;1;2;;5;11;2;;11;11;12;11;3721.8930183
6055011;1;1;1;10;1;2;12;1968;53;1;2;;2;;6;;2;2;;;;1;1;;;1;;;;;;1;2;1;6;;;;2;1;2;;3;5;;;11;5;12;11;2939.6308871
6055011;1;2;1;10;2;2;7;2003;18;3;1;1;2;;6;;6;;;;;1;1;;;;;;;;;;2;1;6;;;;2;1;2;;5;11;2;;11;11;12;11;2939.6308871
6055012;1;1;1;10;1;1;11;1960;61;1;3;;3;;6;;3;1;2;;;;;;;;;;;;1;2;1;;;1;1;99;2;1;2;;5;11;2;;11;11;12;11;3777.9708625
6055012;1;2;1;10;2;2;9;1963;58;2;2;;3;;6;;3;1;1;1;;;;;;;;;;;;;1;;;1;5;;2;1;2;;5;11;2;;11;11;12;11;3777.9708625
6055012;1;3;1;10;3;2;3;2001;20;3;1;2;1;1;6;;6;;;;;;;;;;;;;;1;;1;;;1;1;99;2;1;2;;6;6;3;;11;17;12;11;3777.9708625
6055013;1;1;1;10;1;1;11;1968;53;1;2;;3;;6;;3;1;2;1;;;;;;;;;;;;2;1;;;3;;;2;1;2;;5;11;2;;11;11;12;11;3584.8751778
6055013;1;2;1;10;2;2;3;1971;50;2;1;4;1;5;6;;3;1;1;1;;;;;;;;;;;;;1;;;3;;;2;1;2;;6;2;3;;11;13;12;11;3584.8751778
6055013;1;3;1;10;3;1;7;1993;28;3;1;2;1;1;6;;6;;;1;;;;;;;;;;;;;1;;;3;;;2;1;2;;6;3;3;;11;14;12;11;3584.8751778
6055013;1;4;1;10;4;2;11;1929;92;5;3;;3;;6;;3;1;5;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;3;5;;;11;5;12;11;3584.8751778
6055013;1;5;1;10;5;1;6;1930;91;5;3;;3;;6;;3;1;4;;;;;;;;;;;;1;;1;;;1;2;82000;2;1;2;;3;5;;;11;5;12;11;3584.8751778
6055014;1;1;1;10;1;1;12;1954;67;1;3;;3;;6;;3;1;2;;;;;;;;;;;;1;2;1;;;1;2;98;2;1;2;;6;7;5;;11;18;12;11;3625.4058621
6055014;1;2;1;10;2;2;10;1965;56;2;2;;3;;6;;3;1;1;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;6;5;4;;11;16;12;11;3625.4058621
6055014;1;3;1;10;3;2;1;1988;34;3;1;2;1;1;6;;6;;;;;;;;;;;;;;1;;1;;;1;3;113600;2;1;2;;6;7;5;;11;18;12;11;3625.4058621
6055015;1;1;1;10;1;1;9;1968;53;1;2;;3;;6;;3;1;2;1;;;;;;;;;;;;2;1;;;1;5;;2;1;2;;6;2;3;;11;13;12;11;3381.6230259
6055015;1;2;1;10;2;2;8;1976;45;2;3;;3;;6;;3;1;1;1;;;;;;;;;;;;;1;;;2;1;99;2;1;2;;6;7;5;;11;18;12;11;3381.6230259
6055016;1;1;1;10;1;1;6;1979;42;1;2;;2;;6;;2;1;2;;;;;;;;;;;;1;2;1;;;1;3;263800;2;1;2;;5;11;2;;11;11;12;11;5904.0772398
6055016;1;2;1;10;2;2;3;1982;39;2;2;;2;;6;;3;1;1;;;;;;;;;;;;1;;1;;;1;1;36842;2;1;2;;6;2;3;;11;13;12;11;5904.0772398
6055016;1;3;1;10;2;1;5;2011;10;3;1;2;1;1;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;1;3;4;;;11;4;12;11;5904.0772398
6055016;1;4;1;10;2;2;1;2017;4;3;1;2;1;1;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;2;2;;1;0;;;11;0;12;11;5904.0772398
6055017;1;1;1;10;1;2;1;1952;69;1;3;;3;;6;;5;;;;;;;;;;;;;;1;2;1;;;1;2;98;2;1;2;;6;7;5;;11;18;12;11;3742.1583604
6055018;1;1;1;10;1;2;1;1953;68;1;2;;3;;6;;5;;;;;;;;;;;;;;1;2;1;;;1;2;145364;2;1;2;;6;5;4;;11;16;12;11;3604.7953417
6055018;1;2;1;10;2;1;11;1993;28;3;1;1;3;;6;;6;;;;;;1;;;;;;;;;;1;;;1;3;113600;2;1;2;;6;5;4;;11;16;12;11;3604.7953417
6055018;1;3;1;10;3;1;3;1998;23;3;1;1;3;;6;;6;;;;;;;;;;;;;;1;;1;;;1;1;80000;2;1;2;;6;5;4;;11;16;12;11;3604.7953417
6055020;1;1;1;10;1;1;11;1957;64;1;3;;3;;6;;2;1;2;;;;1;;;;;1;;;;1;1;;;3;;;2;1;2;;3;2;;;11;2;12;11;4240.2283435
6055020;1;2;1;10;2;2;9;1963;58;2;2;;3;;6;;2;1;1;1;;;1;;;;;1;;;;;1;;;3;;;2;1;2;;4;7;;;11;7;12;11;4240.2283435
6055021;1;1;1;10;1;2;7;1950;71;1;3;;3;;6;;4;;;;;;;;;;;;;;1;2;1;;;1;5;;2;1;2;;1;0;;;11;0;12;11;3127.335879
6055021;1;2;1;10;2;2;9;1978;43;3;1;1;3;;6;;4;;;;;;;;;;;;;;1;;1;;;1;1;36341;2;1;1;2;4;9;;;11;9;12;11;3127.335879
6055022;1;1;1;10;1;2;5;1993;28;1;2;;2;;6;;2;1;2;;1;1;;;;;;;;;;2;1;;;1;5;;2;1;2;;6;3;3;;11;14;12;11;4707.1579371
6055022;1;2;1;10;2;1;5;1989;32;2;2;;3;;6;;2;1;1;;;;;;;;;;;;1;;1;;;1;1;36341;2;1;2;;5;11;2;;11;11;12;11;4707.1579371
6055022;1;3;1;10;1;1;8;2015;6;3;1;1;1;2;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;2;2;;1;0;;;11;0;12;11;4707.1579371
6055023;1;1;1;10;1;1;10;1976;45;1;2;;3;;6;;2;1;2;1;;;1;;;;;;;;;1;1;;;1;5;;2;1;2;;5;11;2;;11;11;12;11;4590.0602606
6055023;1;2;1;10;2;2;12;1987;34;2;2;;2;;6;;2;1;1;;;;;;;;;;;;1;;1;;;1;1;36341;2;1;2;;6;2;3;;11;13;12;11;4590.0602606
6055023;1;3;1;10;1;1;12;2005;16;3;2;;1;1;6;;6;;;;;;;;;;1;;;;;;2;2;;;;;2;1;1;1;4;9;;;11;9;12;11;4590.0602606
6055023;1;4;1;10;2;1;12;2020;1;3;1;2;1;1;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;;;;;;;;11;;12;11;4590.0602606
6055024;1;1;1;10;1;2;2;1969;52;1;1;5;3;;6;;6;;;;;;;;;;;;;;1;2;1;;;3;;;2;1;2;;4;9;;;11;9;12;11;4315.8529497
6055024;1;2;1;10;2;1;6;1992;29;3;1;1;2;;6;;1;1;3;;;;;;;;;;;;1;;1;;;1;1;98;2;1;2;;5;11;2;;11;11;12;11;4315.8529497
6055024;1;3;1;10;3;2;5;1992;29;9;2;;3;;6;;1;1;2;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;6;4;2;2;11;15;12;11;4315.8529497
6055024;1;4;1;10;3;1;1;2013;8;4;1;3;1;2;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;1;1;2;3;3;;;11;3;12;11;4315.8529497
6055024;1;5;1;10;1;2;10;1935;86;5;3;;3;;6;;5;;;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;3;3;;;11;3;12;11;4315.8529497
6055024;1;6;1;10;6;1;12;1958;63;5;1;5;3;;6;;6;;;;;;;;;;;;;;1;;1;;;1;1;36342;2;1;2;;3;5;;;11;5;12;11;4315.8529497
6055025;1;1;1;10;1;2;5;1992;29;1;2;;2;;6;;2;1;2;;1;1;;;;;;;;;;2;1;;;1;1;40000;2;1;2;;6;3;3;;11;14;12;11;4590.0602606
6055025;1;2;1;10;2;1;1;1993;28;2;2;;2;;6;;2;1;1;;;;1;;;;;1;;;;;2;2;;;;;1;1;2;;5;11;2;;11;11;12;11;4590.0602606
6055025;1;3;1;10;3;1;4;2008;13;3;1;1;2;;6;;6;;;;;;;;;;;;;;1;;1;;;1;5;;2;1;1;1;4;8;;;11;8;12;11;4590.0602606
6055025;1;4;1;10;1;1;12;2021;0;3;1;1;1;2;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;;;;;;;;11;;12;11;4590.0602606
6055026;1;1;1;10;1;2;4;1960;61;1;3;;3;;6;;4;;;;;;;;;;;1;;;;2;1;;;3;;;2;1;2;;6;5;4;;11;16;12;11;3742.1583604
6055027;1;1;1;10;1;2;6;1980;41;1;2;;2;;6;;4;;;;;;1;;;;;;;;;2;1;;;1;1;99;2;1;2;;6;5;4;;11;16;12;11;2939.6308871
6055027;1;2;1;10;1;2;3;2001;20;3;1;1;2;;6;;6;;;;;;;;;;;;;;1;;1;;;1;1;110000;2;1;1;2;6;5;3;;11;16;12;11;2939.6308871
