DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;CLASE;MES;DPTO;fex_c_2011
5302614;1;4;2;2;1;4;6;1;5;1; ; ;90000000;350000; ;2;2;2;1;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1;3;2; ;1;1;1;4;1;1;2;2;1;1;2; ;01;2;12;68;835,233207421755
5302615;1;3;2;2;1;1;6;1;4;3; ; ; ; ;250000;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;4;2; ;1;1;1;4;1;1;2;2;1;1;2; ;01;2;12;68;1450,1093417095
5302616;1;3;1;2;1;1;3;1;4;4; ; ; ;150000; ;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;1;2; ;1;1;1;4;1;1;2;2;1;1;2; ;01;2;12;68;1173,15013823896
5302617;1;4;3;2;1;1;8;1;4;1; ; ;700000000;250000; ;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;2;3;2; ;1;1;1;4;1;1;2;2;1;1;2; ;01;2;12;68;1205,28817674482
5302618;1;4;3;2;1;1;6;1;4;4; ; ; ;150000; ;2;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;4;2; ;1;1;1;4;1;1;2;2;1;1;2; ;01;2;12;68;1450,1093417095
5302716;1;4;2;2;1;1;6;1;4;4; ; ; ;450000; ;2;1;2;1;1;1;1;2;2;2;1;1;2;2;2;2;2;2;1;2;2;1;1;4;2; ;1;1;1;2;1;1;2;2;1;1;2; ;01;2;12;68;3591,50279191355
5302717;1;3;2;2;1;1;6;1;4;4; ; ; ;450000; ;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;3;2; ;1;1;1;2;1;1;2;2;1;1;2; ;01;2;12;68;1205,28817674482
5302718;1;5;1;2;1;1;6;1;4;1; ; ;200000000;500000; ;2;1;2;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;1;2;2; ;2;2; ;1;1;1;4;1;1;2;2;1;1;2; ;01;2;12;68;835,233207421755
5302719;1;3;2;2;1;1;4;1;4;4; ; ; ;250000; ;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;3;2; ;1;1;1;2;1;1;2;2;1;1;2; ;01;2;12;68;3516,24689320293
5302720;1;3;1;2;1;1;3;1;4;4; ; ; ;250000; ;2;1;2;2;1;1;1;1;2;2;2;2;1;2;2;2;1;2;1;2;2;1;1;2;2; ;1;1;1;2;1;1;2;2;1;1;2; ;01;2;12;68;960,467011780147
5305973;1;2;1;2;1;4;4;1;5;4; ; ; ;200000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;4;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;12;68;1566,2696666101
5305974;1;2;1;2;1;4;4;1;5;1; ; ;70000000;300000; ;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ;1;2; ;1;1;3;2;1;1;2;2;2; ;2; ;01;2;12;68;992,169854496481
5305975;1;3;2;2;1;4;4;1;5;1; ; ;60000000;500000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;1;2;1;3;3;2; ;1;1;3;2;1;1;2;2;2; ;2; ;01;2;12;68;1431,75652538847
5305976;1;4;3;2;1;4;4;1;5;3; ; ; ; ;100000;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;4;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;12;68;2389,81149334304
5305977;1;4;2;2;1;4;4;1;5;4; ; ; ;100000; ;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2; ;2;2; ;1;1;3;2;1;1;2;2;2; ;2; ;01;2;12;68;992,169854496481
5305978;1;5;2;2;1;5;4;1;4;1; ; ;180000000;500000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;1;2;2; ;1;1;1;4;1;1;2;2;2; ;2; ;01;2;12;68;992,169854496481
5305979;1;3;2;2;1;4;4;1;5;4; ; ; ;250000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2; ;2;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;12;68;992,169854496481
5305980;1;3;2;2;1;4;6;1;5;1; ; ;10000000;100000; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;4;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;12;68;2992,76680752933
5305981;1;4;1;2;1;4;6;1;4;4; ; ; ;200000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;4;1;1;2;2;2; ;2; ;01;2;12;68;992,169854496481
