DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;RAMA2D_D_R4;OFICIO1;OFICIO2;DSI;DSCY;MES;RAMA4D_D_R4;DPTO;fex_c_2011
5308124;1;2;1;70;2;12;50;1; ;2;12;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;07;62;71;1;1;12;0722;17;1572,619195891
5308125;1;2;1;70;2;12;48;1; ;2;110;1; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;47;33;45;1;1;12;4741;17;2074,34888700867
5308125;1;4;1;70;2;3;48;1; ;2;3;4; ;1;2;1; ; ; ; ;1; ; ; ; ; ; ;1;900000;877803;2; ;07;95;71;1;1;12;0722;17;2074,34888700867
5308129;1;2;1;70;2;4;48;1; ;2;1;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;1;120000;900000;2; ;41;95;95;1;1;12;4111;17;1398,27875424769
5308131;1;2;1;70;2;30;50;1; ;2;30;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;56;55;53;1;2;12;5619;17;734,386916095129
5308367;1;1;1;70;2;3;40;4; ;2;5;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;500000;2; ;01;61;61;1;1;12;0161;70;1165,05342770861
5308367;1;2;1;70;2;4;40;3; ;2;52;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;350000;2; ;97;54;54;1;1;12;9700;70;1165,05342770861
5308368;1;3;1;70;2;3;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;600000; ; ; ;45; ;1;1;12;.;70;405,491487860557
5308432;1;3;1;70;2;3;40;2; ;2;98;3; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;826000;2; ;97;39;54;1;1;12;9700;70;405,491487860557
5308841;1;2;1;70;2;9;42;1; ;2;12;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;56;45;53;1;1;12;5630;18;2838,81818293117
5308846;1;1;1;70;2;20;40;1; ;2;20;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;92;45;21;1;2;12;9200;18;2238,9806300513
5311198;1;1;1;70;2;36;48;1; ;2;36;1; ;8;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;46;97;97;1;2;12;4663;05;3705,59053906457
5311264;1;1;1;70;2;50;48;1; ;2;52;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877000;2; ;20;75;70;1;2;12;2023;05;5687,67122028761
5311265;1;2;1;70;2;8;48;1; ;2;8;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877000;2; ;45;95;99;1;1;12;4520;05;7805,73621620709
5311581;1;3;1;70;2;1;40;1; ;2;52;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000; ; ;01;62;62;1;1;12;0141;15;721,994588822214
5311587;1;3;1;70;2;20;40;1; ;2;20;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877800;2; ;47;45;45;1;2;12;4761;15;500,323381410552
5311609;1;2;1;70;2;4;40;3; ;2;5;3; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;97;54;54;1;1;12;9700;44;2113,45307709223
5311648;1;1;1;70;2;2;48;1; ;2;2;1; ;4;2;7; ; ; ; ; ; ; ; ; ; ;1;1;878000;900000;2; ;43;95;87;1;1;12;4322;05;1461,93434495991
5311648;1;2;1;70;2;52;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ; ;53; ;1;2;12;.;05;1461,93434495991
5311668;1;1;1;70;2;44;48;1; ;2;44;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;47;98;41;1;2;12;4719;05;3028,21081435077
5311671;1;2;1;70;2;79;48;1; ;2;140;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;56;53;53;1;2;12;5611;05;3090,39456468567
5311672;1;2;1;70;2;36;48;1; ;2;36;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;1;10000;1000000;2; ;86;59;59;1;2;12;8622;05;1951,43405405177
5311674;1;1;1;70;2;20;48;8; ;2;28;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;877803;2; ;41;60;95;1;2;12;4111;05;1951,43405405177
5311674;1;2;1;70;2;52;48;1; ;2;8;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;100000;877803;2; ;43;97;93;1;2;12;4330;05;1951,43405405177
5311677;1;2;1;70;2;12;48;1; ;2;12;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;49;33;39;1;1;12;4923;05;1951,43405405177
5311683;1;2;1;70;2;12;48;1; ;2;408;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;86;59;59;1;1;12;8621;05;1951,43405405177
5311684;1;2;1;70;2;3;48;1; ;2;3;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;98;2; ;41;95;95;1;1;12;4111;05;3364,92588474191
5311684;1;3;1;70;2;32;48;8; ;2;150;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;41;62;95;1;2;12;4111;05;3364,92588474191
5311810;1;3;1;70;2;28;48;1; ;2;28;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;01;45;62;1;2;12;0121;15;500,323381410552
5311906;1;1;1;70;2;24;55;1; ;2;30;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;800000;2; ;49;98;98;1;2;12;4921;15;892,800923643673
5311918;1;1;1;70;2;33;48;3; ;2;33;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;56;54;53;1;2;12;5611;15;2151,39054006537
5312037;1;3;1;70;2;12;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877803; ; ; ;32; ;1;1;12;.;15;500,323381410552
5312170;1;1;1;70;2;5;48;1; ;2;5;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;700000;700000;2; ;03;64;64;1;1;12;0311;27;1405,29210330435
5312172;1;1;1;70;2;4;40;1; ;2;8;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;41;95;95;1;1;12;4111;27;627,327901078852
5312173;1;1;1;70;2;3;40;4; ;2;5;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;01;61;61;1;1;12;0161;27;1400,64324984507
5312197;1;4;1;70;2;25;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;970000; ; ; ;59; ;1;2;12;.;27;2324,9639872255
5312204;1;1;1;70;2;16;40;1; ;2;16;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;96;55;57;1;2;12;9602;27;686,766023219468
5312209;1;2;1;70;2;40;40;1; ;2;51;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;81;55;99;1;2;12;8129;27;2509,31160431541
5312401;1;2;1;70;2;32;98;1; ;2;32;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;32;55;94;1;2;12;3290;05;709,704545732793
5312402;1;1;1;70;2;4;48;1; ;2;3;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;877803;2; ;15;55;80;1;1;12;1513;05;2838,81818293117
5312404;1;1;1;70;2;2;48;4; ;2;2;5; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1100000;877803;2; ;41;93;93;1;1;12;4111;05;2838,81818293117
5312404;1;2;1;70;2;20;48;1; ;2;8;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;15;97;80;1;2;12;1522;05;2838,81818293117
5312405;1;2;1;70;2;24;40;4; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;17;91;91;1;2;12;1702;05;1115,22727983884
5312408;1;1;1;70;2;16;48;1; ;2;16;1; ;7;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;877000;2; ;49;90;97;1;2;12;4923;05;1518,69717664027
5313033;1;1;1;70;2;36;40;1; ;2;36;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;47;45;45;1;2;12;4721;19;1284,59121632879
5313033;1;2;1;70;2;4;40;1; ;2;5;1; ;7;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;42;95;95;1;1;12;4210;19;1284,59121632879
5313033;2;1;2;70;2;24;40;1; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;887803;2; ;47;54;41;1;2;12;4771;19;1284,59121632879
5313059;1;3;1;70;2;24;40;1; ;2;40;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;47;33;33;1;2;12;4711;19;799,41228249196
5313078;1;3;1;70;2;20;48;1; ;2;20;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;56;45;50;1;2;12;5630;19;1881,36550018355
5313078;1;4;1;70;2;12;48;1; ;2;12;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;96;45;57;1;1;12;9602;19;1881,36550018355
5313082;1;2;1;70;2;32;40;1; ;2;52;1; ;2;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;877803;2; ;56;53;53;1;2;12;5611;19;1252,56167521319
5313086;1;3;1;70;2;20;40;4; ;2;20;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;01;61;61;1;2;12;0161;19;1454,42617851128
5313122;1;1;1;70;2;32;40;4; ;2;32;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;81;54;55;1;2;12;8121;19;1252,56167521319
5313136;1;2;1;70;2;32;40;3; ;2;32;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;97;54;54;1;2;12;9700;19;715,926501644959
5313140;1;3;1;70;2;52;40;1; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;01;45;62;1;2;12;0161;19;715,926501644959
5313164;1;1;1;70;2;32;40;4; ;2;32;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;800000;2; ;41;95;95;1;2;12;4111;19;1691,50162508508
5313536;1;1;1;70;2;4;48;1; ;2;4;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;887000;2; ;23;89;89;1;1;12;2392;41;698,541722823441
5314363;1;1;1;70;2;2;48;4; ;2;3;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;42;95;95;1;1;12;4220;44;2687,61641301165
5314365;1;1;1;70;2;12;60;4; ;2;14;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;42;95;95;1;1;12;4220;44;3660,28953643605
5314570;1;2;1;70;2;32;48;1; ;2;312;1; ;2;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;877000;2; ;47;45;45;1;2;12;4771;41;1371,88559114463
5314570;1;5;1;70;2;44;48;1; ;2;44;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877000;2; ;47;45;45;1;2;12;4772;41;1371,88559114463
5315021;1;2;1;70;2;156;40;1; ;2;260;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;85;13;13;1;2;12;8513;23;1771,68149599461
5315033;1;1;1;70;2;4;48;3; ;2;32;3; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;97;53;53;1;1;12;9700;23;3533,59276944652
5315033;1;3;1;70;2;32;48;1; ;2;32;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;06;32;32;1;2;12;0610;23;3533,59276944652
5315036;1;3;1;70;2;36;48;1; ;2;36;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;41;95;95;1;2;12;4112;23;2722,72768008324
5315068;1;3;1;70;2;8;60;1; ;2;8;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;84;45;58;1;1;12;8423;23;1344,71199296926
5315069;1;1;1;70;2;20;60;1; ;2;36;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;56;53;77;1;2;12;5619;23;1324,03083387182
5315103;1;1;1;70;2;8;48;4; ;2;30;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;47;45;45;1;1;12;4723;23;5317,12466804983
5315105;1;1;1;70;2;8;48;1; ;2;12;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;41;95;95;1;1;12;4111;23;3034,45940473203
5315108;1;1;1;70;2;12;48;1; ;2;32;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;56;95;77;1;1;12;5619;23;3655,05980384582
5315108;1;2;1;70;2;8;48;1; ;2;36;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;56;53;53;1;1;12;5611;23;3655,05980384582
5315519;2;1;2;70;2;35;48;1; ;2;37;1; ;5;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;69;33;33;1;2;12;6920;68;1908,22637433925
5315643;1;1;1;70;2;5;22;1; ;2;16;4; ;1;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;07;45;71;1;1;12;0722;17;734,386916095129
5315647;1;2;1;70;2;3;48;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;900000;877803;2; ;41;95;95;1;1;12;4111;17;1212,75002234047
5316634;1;3;1;70;2;12;50;1; ;2;50;1; ;5;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;46;97;97;1;1;12;4663;73;1324,12350544524
5316634;1;4;1;70;2;52;50;1; ;2;54;8; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;01;62;62;1;2;12;0112;73;1324,12350544524
5316634;1;5;1;70;2;5;44;1; ;2;5;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;3; ;52;58;97;1;1;12;5224;73;1324,12350544524
5316638;1;1;1;70;2;32;48;1; ;2;32;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;41;95;95;1;2;12;4111;73;1844,77601621426
5316640;1;2;1;70;2;24;48;1; ;2;24;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877300;2; ;56;53;53;1;2;12;5611;73;1393,80857069687
5316640;1;3;1;70;2;12;48;1; ;2;12;1; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;877300;2; ;42;58;58;1;1;12;4210;73;1393,80857069687
5316757;1;2;1;70;2;32;50;3; ;2;32;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;97;54;54;1;2;12;9700;73;9335,46294109353
5316764;1;3;1;70;2;24;48;1; ;2;32;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;81;58;58;1;2;12;8110;73;2589,56466600248
5316787;1;3;1;70;2;12;48;1; ;2;12;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;55;50;50;1;1;12;5511;73;2589,56466600248
5316796;1;1;1;70;2;12;48;1; ;2;12;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877300;2; ;47;58;58;1;1;12;4711;73;2589,56466600248
5316851;1;1;1;70;2;2;48;1; ;2;5;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;81;45;54;1;1;12;8121;70;1270,54910624176
5316962;1;1;1;70;2;26;48;4; ;2;30;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;01;62;62;1;2;12;0161;66;709,704545732793
5316974;1;2;1;70;2;2;40;1; ;2;1;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;480000;480000;2; ;49;45;36;1;1;12;4921;66;1347,6624765967
5316983;1;2;1;70;2;9;48;1; ;2;9;1; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;56;45;53;1;1;12;5630;66;709,704545732793
5316986;1;4;1;70;2;12;50;1; ;2;40;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;47;33;45;1;1;12;4719;66;1499,64867719983
5316987;1;3;1;70;2;36;40;1; ;2;36;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;55;39;39;1;2;12;5511;66;2838,81818293117
5317054;1;1;1;70;2;16;60;3; ;2;28;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;480000;2; ;97;54;54;1;2;12;9700;66;513,346100550867
5317151;1;2;1;70;2;3;45;4; ;2;3;4; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;1;250000;400000;2; ;01;61;61;1;1;12;0113;54;993,11372676983
5317306;1;1;1;70;2;32;48;1; ;2;32;1; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;56;53;53;1;2;12;5611;54;1630,14575317863
5317360;1;1;1;70;2;1;50;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;100000;800000;2; ;81;77;55;1;1;12;8121;54;1498,56108887334
5317400;1;2;1;70;2;21;48;4; ;2;36;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;81;55;55;1;2;12;8121;76;2488,45731365549
5318028;1;2;1;70;2;33;24;4; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;15;80;80;1;2;12;1522;52;1066,42628639069
5318031;1;1;1;70;2;8;40;4; ;2;20;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;01;55;62;1;1;12;0161;52;1246,4709423718
5318038;1;3;1;70;2;25;40;2; ;2;104;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;49;11;11;1;2;12;4923;52;1066,42628639069
5318040;1;3;1;70;2;4;48;1; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;01;95;62;1;1;12;0161;52;1889,10115903894
5318040;1;4;1;70;2;1;48;4; ;2;24;4; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;86;59;59;1;1;12;8699;52;1889,10115903894
5318273;1;3;1;70;2;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877800; ; ; ;53; ;1;1;12;.;47;1255,23624825862
5318308;1;2;1;70;2;28;48;8; ;2;28;8; ;4;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;877800;2; ;01;62;62;1;2;12;0141;47;1214,26348992524
5318435;1;3;1;70;2;4;48;8; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877800; ; ; ;62; ;1;1;12;.;47;1669,63473844198
5318438;1;2;1;70;2;52;48;1; ;2;52;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;80;58;58;1;2;12;8010;47;1639,86036465416
5318441;1;2;1;70;2;40;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;400000; ; ; ;54; ;1;2;12;.;47;2339,80236457248
5318441;1;3;1;70;2;4;48;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877800;2; ;42;85;85;1;1;12;4220;47;2339,80236457248
5318653;1;5;1;70;2;4;48;1; ;2;32;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;01;45;62;1;1;12;0123;50;1169,36959384226
5318654;1;2;1;70;2;2;48;8; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;01;62;62;1;1;12;0122;50;447,171470985016
5318722;1;1;1;70;2;4;48;8; ;2;4;8; ;4;2;3; ; ; ; ; ; ; ; ; ; ;1;1;1600000;900000;2; ;01;60;60;1;1;12;0126;50;1360,82361192175
5318722;1;2;1;70;2;4;48;1; ;2;4;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;01;53;53;1;1;12;0126;50;1360,82361192175
5318742;1;1;1;70;2;4;50;1; ;2;4;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1500000;878000;2; ;55;54;54;1;1;12;5511;50;514,21979235727
5318742;1;2;1;70;2;4;48;1; ;2;4;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1500000;878000;2; ;55;39;39;1;1;12;5511;50;514,21979235727
5318753;1;3;1;70;2;16;50;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;600000; ; ; ;45; ;1;2;12;.;50;1198,33957252438
5318827;1;3;1;70;2;12;48;3; ;2;12;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;97;54;54;1;1;12;9700;50;1659,43725095501
5318845;1;2;1;70;2;4;48;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;01;62;62;1;1;12;0161;50;514,21979235727
5318853;1;1;1;70;2;2;48;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;480000;900000;2; ;01;62;62;1;1;12;0161;50;475,426479001072
5318854;1;2;1;70;2;32;48;1; ;2;33;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;4000000;2; ;42;02;02;1;2;12;4290;50;1882,54643326948
5318963;1;2;1;70;2;2;28;3; ;2;14;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;97;54;54;1;1;12;9700;76;1885,60261839265
5318965;1;2;1;70;2;1;28;3; ;2;24;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;180000;2; ;97;55;55;1;1;12;9700;76;3851,23287879726
5318966;1;2;1;70;2;2;36;1; ;2;24;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;97;55;54;1;1;12;9700;76;2802,7755564979
5318981;1;2;1;70;2;1;45;2; ;2;7;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;56;39;33;1;1;12;5611;76;1913,97075873187
5318982;1;2;1;70;2;4;46;1; ;2;8;3; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;97;45;54;1;1;12;9700;76;1284,59121632879
5319006;1;2;1;70;2;26;48;1; ;2;34;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;85;59;59;1;2;12;8512;76;3888,05131850369
5319272;1;3;1;70;2;20;48;2; ;2;44;1; ;5;2;4; ; ; ; ; ; ; ; ;1;BUSCAR TRABAJO; ;2; ;1200000;2; ;85;13;13;1;2;12;8512;13;3157,63331049023
5319309;1;3;1;70;2;86;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877803; ; ; ;13; ;1;2;12;.;13;637,166357351652
5319309;1;5;1;70;2;32;48;1; ;2;32;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1800000;2; ;15;21;16;1;2;12;1513;13;637,166357351652
5319316;1;1;1;70;2;20;48;3; ;2;32;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;97;54;54;1;2;12;9700;13;1477,90141141603
5319394;1;2;1;70;2;64;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877803; ; ; ;03; ;1;2;12;.;13;637,166357351652
5321650;1;2;1;70;2;14;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1500000; ; ; ;39; ;1;2;12;.;70;1129,7994999539
5321677;1;4;1;70;2;2;40;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;400000;2; ;01;97;61;1;1;12;0112;70;1010,79130147186
5321678;1;6;1;70;2;3;40;4; ;2;4;4; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;1;350000;400000;2; ;01;97;62;1;1;12;0161;70;1479,98259939669
5321679;1;2;1;70;2;3;30;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;250000;400000;2; ;01;97;61;1;1;12;0161;70;603,037064328377
5321680;1;4;1;70;2;2;40;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;350000;500000;2; ;01;97;61;1;1;12;0161;70;1142,87863022241
