DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6410S1;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P6790;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P1879;P1805;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P1880;P1881;P1882;P7090;P7100;P7110;P7120;P7130;P7140;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P7240;P7240S1;P6430;OFICIO;RAMA2D_R4;OCI;MES;RAMA4D_R4;INGLABO;DPTO;fex_c_2011;RAMA4DP8_R4
5119390;1;1;1;60; ;2;5;2; ; ; ; ; ; ; ; ; ; ;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;100000;1;1100000;3; ;12;2; ; ; ; ;1;1;2;30;2; ;20;2; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;12;1; ;2; ; ; ; ; ; ; ;3;3;5;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;3; ;4;61;01;1;01;0123;100000;05;2394,88038681668; 
5119390;1;2;1;60; ;2;5;2; ; ; ; ; ; ; ; ; ; ;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;2;50000;1;600000;3; ;12;2; ; ; ; ;2;3;2;15;2; ;15; ; ;1;5; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;12;4; ;2; ; ; ; ; ; ; ;2;3;15;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;4;45;47;1;01;4792;50000;05;2394,88038681668; 
5119394;1;1;1;60; ;2;5;2; ; ; ; ; ; ; ; ; ; ;72; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;400000;1;3800000;3; ;8;2; ; ; ; ;2;3;2;20;2; ;20; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;4;61;01;1;01;0145;400000;05;6735,72329269766; 
5119394;1;2;1;60; ;2;5;1;2;2;3;1; ; ;2;2;2;2;2; ;1; ;2;920000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;97000;2;2; ; ;2; ; ;2; ; ;2; ; ;1;150000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;5; ; ; ; ; ; ; ; ;48; ;.;40;2; ;8;8; ;1; ;1;1;1;1;1;1; ; ; ; ; ; ; ; ;1;1;1;0;3;8; ;2; ; ; ; ; ; ; ;3;11;60;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;3; ;1;97;42;1;01;4210;920000;05;6735,72329269766; 
5119395;1;1;1;60; ;2;5;1;1; ; ;1; ; ;1;2;2;2;0; ;1; ;2;500000;2; ; ;2; ;1;200000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;2;8; ;2; ;1;2;2;25;1;1; ; ; ; ; ; ; ; ;2;2;1;0;12;4; ;2; ; ; ; ; ; ; ;2;3;20;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;8;62;01;1;01;0122;700000;05;4835,36792812067; 
5119397;1;1;1;60; ;2;5;1;2;2;12;1; ; ;1;1;2;1;48; ;1; ;2;900000;1;98;2;2; ;2; ;2; ;2; ;2; ; ;1;97032;2;2; ; ;2; ; ;2; ; ;2; ; ;1;850000;1;100000;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;40;2; ;6;8; ;1; ;1;2;1;9;1;1; ; ; ; ; ; ; ; ;1;9;1;4;48;1; ;2; ; ; ; ; ; ; ;11;12;30;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;1;62;01;1;01;0144;900000;05;3148,19354488971; 
5119398;1;1;1;60; ;2;5;2; ; ; ; ; ; ; ; ; ; ;72; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;200000;1;3500000;3; ;12;2; ; ; ; ;2;1;1;40; ;.;40; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;1;12;8; ;2; ; ; ; ; ; ; ;1;3;30;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;8; ;4;61;01;1;01;0123;200000;05;2570,04981445328; 
5119399;1;1;1;60; ;2;5;1;1; ; ;1; ; ;1;2;2;2;8; ;1; ;2;830000;2; ; ;2; ;1;50000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;400000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;40;2; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;60;8; ;2; ; ; ; ; ; ; ;3;3;5;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;8;62;01;1;01;0121;880000;05;6156,97012314293; 
5119401;1;1;1;60; ;2;5;1;1; ; ;1; ; ;1;2;2;2;1; ;1; ;2;100000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;10; ; ; ; ; ; ; ; ;40; ;.;10;6; ;2;8; ;7; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;1;4;1; ;1;5;0;1; ;0;4;8;5;8;60;1;10;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;2;1;5; ;8;62;01;1;01;0161;100000;05;6156,97012314293; 
5119401;1;2;1;60; ;2;5;1;1; ; ;1; ; ;2;2;2;2;1; ;2; ;2;400000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;6; ; ; ; ; ; ; ; ;40; ;.;32;2; ;3;8; ;7; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;2;6;8; ;2; ; ; ; ; ; ; ;5;11;60;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;2;1;5; ;8;62;01;1;01;0123;400000;05;6156,97012314293; 
5119422;1;1;1;60; ;2;5;1;1; ; ;1; ; ;1;2;2;2;8; ;1; ;2;800000;2; ; ;2; ;1;200000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;3;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;48;8; ;2; ; ; ; ; ; ; ;1;10;20;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;8;62;01;1;01;0141;1000000;05;5602,37410495466; 
5119424;1;1;1;60; ;2;5;1;2;2;3;1; ; ;1;1;2;1;10; ;1; ;2;1500000;1;100000;1;1;200000;2; ;2; ;2; ;2; ; ;1;97032;2;2; ; ;2; ; ;2; ; ;2; ; ;1;1400000;1;1300000;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;7; ;1; ;1;1;1;10;1;1; ; ; ; ; ; ; ; ;1;1;1;0;36;1; ;2; ; ; ; ; ; ; ;8;11;20;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;1;84;23;1;01;2310;1700000;05;4080,12504772257; 
5119424;1;2;1;60; ;2;5;1;2;2;12;1; ; ;2;1;2;1;108; ;1; ;2;828116;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;1;68000;2;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;7; ;1; ;1;1;1;7;1;1; ; ; ; ; ; ; ; ;1;1;1;0;4;1; ;2; ; ; ; ; ; ; ;3;3;5;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;1;2;3; ;1;54;55;1;01;5511;828116;05;4080,12504772257; 
5119425;1;2;1;60; ;2;5;1;2;2;3;1; ; ;1;1;2;1;3; ;2; ;2;828000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;97000;2;1;32000;2;2; ; ;2; ; ;2; ; ;1;170000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;3; ; ; ; ; ; ; ; ;48; ;.;48; ; ;6;7; ;1; ;1;1;1;10;1;1; ; ; ; ; ; ; ; ;1;1;1;24;6;1; ;2; ; ; ; ; ; ; ;1;3;15;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;1;40;45;1;01;4541;828000;05;4080,12504772257; 
5119426;1;1;1;60; ;2;5;1;1; ; ;1; ; ;1;2;2;2;2; ;1; ;2;1000000;2; ; ;1;300000;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;66; ;.;66; ; ;2;7; ;4; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;6;1; ;2; ; ; ; ; ; ; ;3;3;10;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;2;3; ;1;53;56;1;01;5611;1300000;05;6522,54231135163; 
5119426;1;2;1;60; ;2;5;1;2;1; ;1; ; ;1;1;2;1;18; ;1; ;2;836000;1;45000;2;2; ;2; ;2; ;2; ;2; ; ;1;98000;2;1;66000;2;2; ; ;2; ; ;2; ; ;1;345000;2; ;2; ;2; ;2; ;1;11; ; ; ; ; ; ; ; ; ; ; ;12; ; ; ; ; ; ; ; ;48; ;.;59; ; ;9;7; ;1; ;1;1;1;1;1;1; ; ; ; ; ; ; ; ;1;1;1;0;96;2; ;2; ; ; ; ; ; ; ;3;11;10;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;1;53;55;1;01;5511;836000;05;6522,54231135163; 
5119427;1;1;1;60; ;2;5;1;2;1; ;1; ; ;1;1;2;1;36; ;1; ;2;850000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;1;30000;2;2; ; ;2; ; ;2; ; ;1;425000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;7; ;1; ;1;2;1;5;1;1; ; ; ; ; ; ; ; ;1;1;1;99;1;4; ;2; ; ; ; ; ; ; ;9;11;20;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;1;95;93;1;01;9329;850000;05;5943,98805338827; 
5119427;1;2;1;60; ;2;5;2; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;1;1;2019;2;300000;1;1800000;3; ;11;1;3;2;0;1;3;6;2;60; ;.;60; ; ;3;7; ;3; ;2; ; ; ;1; ; ;1; ; ; ; ; ; ;2;2;1;1;18;1; ;2; ; ; ; ; ; ; ;3;3;10;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;2;3; ;5;53;56;1;01;5611;300000;05;5943,98805338827; 
5119427;1;3;1;60; ;2;5;1;2;2;12;2;1; ;1;1;2;1;12; ;2; ;2;900000;1;100000;2;2; ;2; ;2; ;2; ;2; ; ;1;102000;2;2; ; ;2; ; ;2; ; ;2; ; ;1;820000;2; ;2; ;2; ;2; ;1;8; ; ; ; ; ; ; ; ; ; ; ;12; ; ; ; ; ; ; ; ;48; ;.;56; ; ;9;7; ;1; ;1;1;1;1;1;1; ; ; ; ; ; ; ; ;1;1;1;0;18;2; ;2; ; ; ; ; ; ; ;1;11;15;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;2;3; ;1;58;23;1;01;2394;900000;05;5943,98805338827;7810
5119427;1;4;1;60; ;2;5;2; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;20;2; ;20; ; ;2;7; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;12;1; ;2; ; ; ; ; ; ; ;3;3;20;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;6;53;56;1;01;5611; ;05;5943,98805338827; 
5119428;1;1;1;60; ;2;5;1;1; ; ;1; ; ;2;2;2;2;120; ;1; ;2;1200000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;1200000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;60; ;.;60; ; ;2;7; ;1; ;1;1;2;20;1; ;1; ; ; ; ; ; ; ;1;2;1;0;60;4; ;2; ; ; ; ; ; ; ;3;11;3;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;1;45;47;1;01;4773;1200000;05;4334,21546753058; 
5119428;1;2;1;60; ;2;5;1;2;2;3;1; ; ;1;1;2;1;8; ;2; ;2;1100000;1;150000;1;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;110000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;72; ;.;72; ; ;4;7; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;6;1; ;2; ; ; ; ; ; ; ;3;3;3;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;2;2;1;2;3; ;1;97;47;1;01;4721;1100000;05;4334,21546753058; 
5119430;1;2;1;60; ;2;5;1;1; ; ;1; ; ;1;2;2;2;0; ;2; ;2;600000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;6; ; ; ; ; ; ; ; ;54; ;.;54; ; ;5;7; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;7;24;1; ;2; ; ; ; ; ; ; ;1;3;10;1;12;2;1;1;1;2;1;2;1;2;2;1;1;2; ;1;1;1;2;1;2;2;1;3; ;1;95;41;1;01;4112;600000;05;2247,6365872426; 
5119431;1;1;1;60; ;2;5;1;1; ; ;1; ; ;1;2;2;2;18; ;1; ;2;400000;2; ; ;1;200000;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;1;2; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;24;4; ;2; ; ; ; ; ; ; ;3;3;10;2; ; ; ;1;1;1;1;2;1;2;2;2;2;2; ;2;1;2;2;1;2;1;1;3; ;3;54;97;1;01;9700;600000;05;5214,2226075634; 
5119432;1;1;1;60; ;2;5;1;2;1; ;1; ; ;1;1;2;1;12; ;1; ;2;828116;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;1;68000;2;2; ; ;2; ; ;2; ; ;1;850000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;7;6; ;6; ;1;1;1;1;1;1; ; ; ; ; ; ; ; ;1;1;1;14;1;1; ;2; ; ; ; ; ; ; ;5;3;15;2; ; ; ;1;1;2;1;2;2;2;2;2;2;2; ;2;1;1;1;1;2;1;1;8; ;2;99;38;1;01;3811;828116;05;2247,6365872426; 
5119434;1;1;1;60; ;2;5;1;2;1; ;1; ; ;1;1;2;1;24; ;1; ;2;1300000;1;120000;1;2; ;2; ;2; ;1;220000;2; ; ;1;97032;2;1;34000;2;2; ; ;2; ; ;2; ; ;1;1000000;1;300000;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;9; ;1; ;1;1;1;98;1;1; ; ; ; ; ; ; ; ;1;1;1;0;36;4; ;2; ; ; ; ; ; ; ;8;7;40;1;12;2;1;1;1;2;1;2;1;2;2;2;2;2; ;2;1;1;1;1;2;2;1;5; ;1;95;23;1;01;2394;1300000;05;3282,94773895297; 
5119434;1;3;1;60; ;2;5;1;2;1; ;1; ; ;1;1;2;1;48; ;2; ;2;1200000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;97032;1;2; ; ;2; ; ;2; ; ;2; ; ;1;1100000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;7; ;1; ;1;2;1;4;1;1; ; ; ; ; ; ; ; ;1;1;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2;30;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;1;33;93;1;01;9321;1200000;05;3282,94773895297; 
5119435;1;1;1;60; ;2;5;2; ; ; ; ; ; ; ; ; ; ;360; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;400000;1;4800000;3; ;12;2; ; ; ; ;2;3;2;36;1; ;36; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;60;8; ;2; ; ; ; ; ; ; ;3;11;15;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;4;64;03;1;01;0312;400000;05;2394,88038681668; 
5119436;1;1;1;60; ;2;5;2; ; ; ; ; ; ; ; ; ; ;72; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;1;2; ;2;900000;1;10800000;3; ;12;1;2;2;0;0;3;1;1;48; ;.;48; ; ;2;7; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;1;110;1; ;2; ; ; ; ; ; ; ;2;3;5;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;5;97;56;1;01;5611;900000;05;2351,01623612012; 
5119436;1;2;1;60; ;2;5;1;1; ; ;1; ; ;1;2;2;2;72; ;1; ;2;450000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;2;7; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;120;4; ;1;5;10;4; ;100000;1;5;3;3;5;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;1;53;56;1;01;5611;550000;05;2351,01623612012; 
5119436;1;3;1;60; ;2;5;1;1; ; ;1; ; ;1;2;2;2;48; ;1; ;2;350000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;40; ;.;40; ; ;2;7; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;5;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;1;53;56;1;01;5611;350000;05;2351,01623612012; 
5119438;1;1;1;60; ;2;5;2; ; ; ; ; ; ; ; ; ; ;280; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;1200000;1;14000000;3; ;12;1;1;1;0;0;2;3;2;48; ;.;48; ; ;2;5; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;12;1; ;2; ; ; ; ; ; ; ;1;11;30;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;5;85;43;1;01;4321;1200000;05;2247,6365872426; 
5119438;1;2;1;60; ;2;5;1;2;1; ;1; ; ;1;1;2;1;60; ;1; ;2;8280000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;97000;2;2; ; ;2; ; ;2; ; ;2; ; ;1;828000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;6;7; ;1; ;1;1;1;60;1;1; ; ; ; ; ; ; ; ;1;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;10;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;7; ;1;45;45;1;01;4541;8280000;05;2247,6365872426; 
5119438;1;3;1;60; ;2;5;1;1; ; ;1; ; ;1;2;2;2;12; ;1; ;2;400000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;20;1; ;20; ; ;2;5; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;20;2; ; ; ;1;1;2;1;2;1;2;2;2;2;2; ;1;1;2;2;2;2;2;1;3; ;1;85;43;1;01;4321;400000;05;2247,6365872426; 
5119439;1;1;1;60; ;2;5;1;1; ; ;1; ; ;1;2;2;2;24; ;1; ;2;500000;2; ; ;2; ;1;100000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;70; ;.;70; ; ;2;8; ;10; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;3;8; ;2; ; ; ; ; ; ; ;3;14; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;2;1;1;5; ;8;60;01;1;01;0141;600000;05;3148,19354488971; 
5119440;1;1;1;60; ;2;5;1;1; ; ;1; ; ;1;2;2;2;9; ;1; ;2;1000000;2; ; ;2; ;1;150000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;9; ; ; ; ; ; ; ; ;48; ;.;48; ; ;3;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;4;12;4; ;2; ; ; ; ; ; ; ;3;10;30;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;8;62;01;1;01;0141;1150000;05;4293,10711747723; 
5119443;1;1;1;60; ;2;5;2; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;600000;1;0;1; ;5;1;1;0;1;0;2;3;2;21;2; ;21; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;99;24;1; ;2; ; ; ; ; ; ; ;9;10;60;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;5; ;4;41;01;1;01;0141;600000;05;3135,46184538823; 
5119443;1;2;1;60; ;2;5;2; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;600000;1;0;1; ;5;1;1;0;1;0;2;4;1;7;2; ;7; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;1;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;4;61;01;1;01;0141;600000;05;3135,46184538823; 
