DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;RAMA2D_D_R4;OFICIO1;OFICIO2;DSI;DSCY;MES;RAMA4D_D_R4;DPTO;fex_c_2011
5117808;1;3;1;70; ;2;4;48;1; ;2;8;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;46;32;32;1;1;01;4649;23;1256,51751263993
5117813;1;3;1;70; ;2;8;48;1; ;2;8;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;01;58;62;1;1;01;0141;23;1015,26856156499
5117815;1;3;1;70; ;2;3;36;4; ;2;3;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;1;200000;600000;2; ;01;61;61;1;1;01;0161;23;780,197828921085
5117867;1;2;1;70; ;2;40;48;1; ;2;54;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;86;32;39;1;2;01;8691;73;1983,74297023251
5117867;1;3;1;70; ;2;6;48;1; ;2;6;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;980000;2; ;41;95;95;1;1;01;4111;73;1983,74297023251
5117876;1;1;1;70; ;2;32;48;8; ;2;32;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;3; ;01;62;62;1;2;01;0112;73;1666,45991928717
5117876;1;3;1;70; ;2;16;48;8; ;2;16;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;25000;640000;2; ;01;63;61;1;2;01;0123;73;1666,45991928717
5117881;1;3;1;70; ;2;5;48;1; ;2;5;1; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;45;93;93;1;1;01;4520;73;2371,62621445669
5117887;1;3;1;70; ;2;32;48;2; ;2;32;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;61;13;21;1;2;01;6190;73;1264,69906848814
5117911;1;2;1;70; ;2;2;48;3; ;2;48;8; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;950000;2; ;01;54;62;1;1;01;0150;73;2190,29777218488
5117913;1;2;1;70; ;2;7;50;8; ;2;8;8; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;01;62;62;1;1;01;0150;73;2514,20768661073
5117915;1;2;1;70; ;2;48;48;1; ;2;25;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;56;53;53;1;2;01;5611;73;1847,24744690273
5117917;1;2;1;70; ;2;4;40;1; ;2;192;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;56;53;53;1;1;01;5611;73;3925,74131361673
5117919;1;1;1;70; ;2;8;48;1; ;2;8;1; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;46;58;37;1;1;01;4649;73;4254,45600832803
5117920;1;1;1;70; ;2;20;40;8; ;2;4;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;560000;2; ;01;62;62;1;2;01;0150;73;3540,45539305718
5117920;1;3;1;70; ;2;12;48;1; ;2;12;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;01;62;62;1;1;01;0141;73;3540,45539305718
5117922;1;1;1;70; ;2;8;54;4; ;2;16;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;980000;2; ;46;61;59;1;1;01;4669;73;3577,30085228949
5117924;1;1;1;70; ;2;3;44;1; ;2;4;8; ;3;2;6; ; ; ; ; ; ; ; ; ; ;1;1;340000;850000;2; ;01;97;62;1;1;01;0150;73;3554,56002819762
5117924;1;2;1;70; ;2;3;48;1; ;2;8;8; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;01;97;99;1;1;01;0150;73;3554,56002819762
5117982;1;3;1;70; ;2;4;48;8; ;2;4;8; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;720000;2; ;01;62;62;1;1;01;0113;76;4681,33575074012
5117982;1;4;1;70; ;2;1;48;8; ;2;1;8; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;720000;2; ;01;62;62;1;1;01;0113;76;4681,33575074012
5117982;1;7;1;70; ;2;52;48;8; ;2;52;1; ;3;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;01;62;62;1;2;01;0144;76;4681,33575074012
5117991;1;3;1;70; ;2;9;48;8; ;2;9;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;720000;2; ;01;62;62;1;1;01;0122;76;2509,82047990714
5117991;1;5;1;70; ;2;4;84;1; ;2;8;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;56;53;53;1;1;01;5611;76;2509,82047990714
5118001;1;1;1;70; ;2;13;48;1; ;2;12;1; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1400000;2; ;41;95;95;1;1;01;4111;76;6392,01773240323
5118001;1;2;1;70; ;2;1;48;1; ;2;3;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;1;500000;500000;2; ;88;59;59;1;1;01;8890;76;6392,01773240323
5118001;3;2;3;70; ;2;9;60;1; ;2;9;1; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;41;95;95;1;1;01;4111;76;6392,01773240323
5118109;1;1;1;70; ;2;52;48;1; ;2;54;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;250000;900000;2; ;88;55;55;1;2;01;8890;76;1200,3806604639
5119112;1;4;1;70; ;2;52;50;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ; ;59; ;1;2;01;.;44;2627,29323117008
5119122;1;3;1;70; ;2;50;50;1; ;2;300;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;88;19;17;1;2;01;8890;44;1631,34095170017
5119206;1;6;1;70; ;2;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ; ;45; ;1;1;01;.;05;6672,52773343875
5119210;1;4;1;70; ;2;4;48;1; ;2;4;2; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;2; ;11;39;21;1;1;01;1101;05;2654,005558626
5119211;1;3;1;70; ;2;48;48;1; ;2;48;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;878000;2; ;86;03;03;1;2;01;8622;05;973,092916014059
5119215;1;2;1;70; ;2;97;48;3; ;2;97;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;878000;2; ;97;54;54;1;2;01;9700;05;1709,47534564856
5119216;1;2;1;70; ;2;48;48;1; ;2;106;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;878000;2; ;56;53;53;1;2;01;5611;05;1607,851600116
5119216;1;5;1;70; ;2;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;878000; ; ; ;58; ;1;1;01;.;05;1607,851600116
5119222;1;3;1;70; ;2;28;48;1; ;2;40;1; ;7;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;878000;2; ;31;72;72;1;2;01;3110;05;1137,029469882
5119222;1;4;1;70; ;2;16;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;878000; ; ; ;19; ;1;2;01;.;05;1137,029469882
5119229;1;1;1;70; ;2;4;48;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;100000;878000;2; ;47;53;53;1;1;01;4729;05;1444,28158646843
5119311;1;5;1;70; ;2;4;40;3; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;500000;2; ;96;54;57;1;1;01;9602;70;1126,31540572047
5119311;1;6;1;70; ;2;3;40;3; ;2;4;2; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;1;900000;500000;2; ;85;54;55;1;1;01;8530;70;1126,31540572047
5119312;1;1;1;70; ;2;3;40;3; ;2;4;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;400000;2; ;97;54;54;1;1;01;9700;70;1608,91700954961
5119319;1;3;1;70; ;2;20;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1500000; ; ; ;11; ;1;2;01;.;70;1126,31540572047
5119320;1;2;1;70; ;2;3;40;1; ;2;4;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;1;828116;700000;2; ;94;59;59;1;1;01;9499;70;1126,31540572047
5119320;1;4;1;70; ;2;2;40;1; ;2;36;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;47;40;40;1;1;01;4773;70;1126,31540572047
5119322;1;3;1;70; ;2;5;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ; ;39; ;1;1;01;.;70;1126,31540572047
5119339;1;2;1;70; ;2;1;48;1; ;2;8;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;92;53;53;1;1;01;9200;05;8316,3071852556
5119368;1;1;1;70; ;2;4;40;8; ;2;8;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;20000;800000;2; ;01;62;61;1;1;01;0123;05;3917,12944404877
5119383;1;2;1;70; ;2;2;48;1; ;2;20;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;47;55;45;1;1;01;4759;05;4630,02736854846
5119384;1;1;1;70; ;2;4;60;4; ;2;5;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;41;95;95;1;1;01;4111;05;3282,94773895297
5119384;1;3;1;70; ;2;4;48;1; ;2;4;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;01;95;62;1;1;01;0123;05;3282,94773895297
5119388;1;1;1;70; ;2;9;48;3; ;2;9;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;01;54;62;1;1;01;0123;05;4970,12212218393
5119396;1;1;1;70; ;2;6;48;8; ;2;6;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;01;62;62;1;1;01;0123;05;4144,78111002409
5119396;1;2;1;70; ;2;36;24;1; ;2;99;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;64;33;33;1;2;01;6412;05;4144,78111002409
5119398;1;3;1;70; ;2;3;48;8; ;2;3;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;180000;800000;2; ;01;62;62;1;1;01;0123;05;2570,04981445328
5119400;1;3;1;70; ;2;36;48;8; ;2;3;8; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;828116;2; ;01;62;62;1;2;01;0123;05;2772,21587146126
5119425;1;1;1;70; ;2;30;48;1; ;2;30;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;71;87;87;1;2;01;7110;05;4080,12504772257
5119430;1;4;1;70; ;2;54;60;1; ;2;68;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;42;95;95;1;2;01;4210;05;2247,6365872426
5119432;1;3;1;70; ;2;5;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ; ;45; ;1;1;01;.;05;2247,6365872426
5119450;1;1;1;70; ;2;2;48;1; ;2;2;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1600000;900000;2; ;41;95;95;1;1;01;4111;05;4279,53530408734
5119450;1;5;1;70; ;2;16;48;1; ;2;16;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;8300000;2; ;47;45;45;1;2;01;4721;05;4279,53530408734
5119456;1;3;1;70; ;2;4;48;8; ;2;4;8; ;4;2;3; ; ; ; ; ; ; ; ; ; ;1;1;760000;820000;2; ;01;58;62;1;1;01;0141;05;3293,76375169965
5119488;1;2;1;70; ;2;96;48;1; ;2;98;1; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;47;03;45;1;2;01;4759;13;800,109623167309
5119537;1;3;1;70; ;2;6;48;1; ;2;6;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;700000;1000000;2; ;47;45;45;1;1;01;4711;13;1218,38056925959
5120784;1;3;1;70; ;2;5;50;4; ;2;5;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;97;54;54;1;1;01;9700;17;1201,0118887904
5120792;1;4;1;70; ;2;3;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877803; ; ; ;45; ;1;1;01;.;17;1026,03687363288
5120833;1;5;1;70; ;2;10;49;8; ;2;12;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;01;62;62;1;1;01;0141;18;523,385604406062
5120837;1;1;1;70; ;2;3;48;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;900000;900000;2; ;49;98;98;1;1;01;4923;18;1559,98574290743
5120838;1;1;1;70; ;2;12;46;8; ;2;13;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;01;62;62;1;1;01;0141;18;824,277915491912
5120848;1;2;1;70; ;2;6;45;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;600000; ; ; ;45; ;1;1;01;.;18;1204,42120856813
5120852;1;2;1;70; ;2;6;30;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;600000; ; ; ;13; ;1;1;01;.;18;1599,81596887709
5120857;1;2;1;70; ;2;16;40;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;300000; ; ; ;54; ;1;2;01;.;18;814,063690846173
5120887;1;1;1;70; ;2;2;48;8; ;2;3;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;800000;2; ;01;62;62;1;1;01;0141;18;557,672857724743
5120887;1;2;1;70; ;2;12;40;3; ;2;32;3; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;97;53;53;1;1;01;9700;18;557,672857724743
5122902;1;1;1;70; ;2;2;40;4; ;2;3;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;870000;2; ;47;53;45;1;1;01;4711;41;1564,70338445947
5122904;1;4;1;70; ;2;100;25;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;600000; ; ; ;33; ;1;2;01;.;41;736,802955389145
5122910;1;2;1;70; ;2;75;45;1; ;2;125;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;870000;2; ;47;33;33;1;2;01;4771;41;1709,47534564856
5122913;1;3;1;70; ;2;8;45;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;950000; ; ; ;37; ;1;1;01;.;41;1485,61509710868
5122955;1;2;1;70; ;2;12;48;1; ;2;24;1; ;7;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;42;02;02;1;1;01;4210;41;691,33137063213
5122989;1;4;1;70; ;2;12;48;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;600000; ; ; ;53; ;1;1;01;.;41;1020,44050583057
5122995;1;1;1;70; ;2;8;48;1; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1500000;1560000;2; ;41;95;95;1;1;01;4111;41;860,186779778362
5123001;1;3;1;70; ;2;24;50;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;600000; ; ; ;44; ;1;2;01;.;41;932,071383584278
5123013;1;2;1;70; ;2;50;48;4; ;2;100;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;81;55;55;1;2;01;8121;41;493,572475892929
5123032;1;3;1;70; ;2;4;45;1; ;2;5;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;42;58;95;1;1;01;4210;41;1135,81488089557
5123045;1;2;1;70; ;2;25;45;4; ;2;30;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;84;55;55;1;2;01;8412;41;910,178222814282
5123046;1;3;1;70; ;2;4;45;4; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;500000;2; ;81;55;55;1;1;01;8121;41;744,753508399498
5123125;1;2;1;70; ;2;52;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ; ;59; ;1;2;01;.;44;1631,34095170017
5123130;1;2;1;70; ;2;6;48;1; ;2;6;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;85;55;55;1;1;01;8530;44;2484,15224593957
5123153;1;2;1;70; ;2;2;50;4; ;2;2;4; ;1;2;6; ; ; ; ; ; ; ; ; ; ;1;1;120000;480000;2; ;01;61;61;1;1;01;0161;54;1021,72041104473
5123153;1;3;1;70; ;2;4;50;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;50000;480000;2; ;01;61;61;1;1;01;0161;54;1021,72041104473
5123156;1;1;1;70; ;2;2;50;4; ;2;2;4; ;1;2;6; ; ; ; ; ; ; ; ; ; ;1;1;240000;600000;2; ;01;61;61;1;1;01;0161;54;2574,61569121733
5123160;1;1;1;70; ;2;3;55;1; ;2;3;1; ;6;2;7; ; ; ; ; ; ; ; ; ; ;1;1;360000;850000;2; ;05;97;97;1;1;01;0510;54;2293,47186307938
5123161;1;1;1;70; ;2;16;50;4; ;2;20;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;05;61;71;1;2;01;0510;54;643,653922804332
5123161;1;4;1;70; ;2;14;50;1; ;2;14;1; ;8;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;05;97;97;1;2;01;0510;54;643,653922804332
5123162;1;1;1;70; ;2;6;50;1; ;2;7;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;41;95;95;1;1;01;4111;54;2383,55334310378
5123177;1;4;1;70; ;2;4;46;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;600000;2; ;56;61;53;1;1;01;5629;54;1395,32095491704
5123178;1;1;1;70; ;2;4;45;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;400000;2; ;01;61;61;1;1;01;0111;54;383,982823588172
5123178;1;2;1;70; ;2;2;48;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;600000;2; ;01;61;61;1;1;01;0111;54;383,982823588172
5123183;1;3;1;70; ;2;2;50;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;180000;400000;2; ;01;61;61;1;1;01;0113;54;383,982823588172
5123189;1;1;1;70; ;2;3;50;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;400000;2; ;01;61;61;1;1;01;0123;54;1368,21010577909
5123191;1;1;1;70; ;2;2;40;4; ;2;2;4; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;1;921000;980656;2; ;84;58;58;1;1;01;8412;54;898,397896473297
5123195;1;3;1;70; ;2;3;45;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;300000;2; ;01;61;61;1;1;01;0123;54;1513,56408842797
5123195;1;4;1;70; ;2;3;45;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;300000;2; ;01;61;61;1;1;01;0123;54;1513,56408842797
5123204;1;1;1;70; ;2;8;54;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;250000;400000;2; ;01;61;61;1;1;01;0113;54;850,752797343679
5123206;1;3;1;70; ;2;4;54;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;120000;400000;2; ;01;61;61;1;1;01;0113;54;538,926858501044
5123210;1;1;1;70; ;2;2;54;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;600000;2; ;01;61;61;1;1;01;0123;54;1535,93129435269
5123210;1;3;1;70; ;2;2;54;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;600000;2; ;01;61;61;1;1;01;0123;54;1535,93129435269
5123212;1;3;1;70; ;2;3;50;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;600000;2; ;01;61;61;1;1;01;0111;54;1535,93129435269
5123212;1;4;1;70; ;2;4;56;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;600000;2; ;01;61;61;1;1;01;0111;54;1535,93129435269
5123212;1;5;1;70; ;2;4;45;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;600000;2; ;01;61;61;1;1;01;0123;54;1535,93129435269
5123213;1;1;1;70; ;2;2;45;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;500000;2; ;01;61;61;1;1;01;0123;54;1535,93129435269
5123215;1;1;1;70; ;2;2;54;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;600000;2; ;01;61;61;1;1;01;0123;54;1075,35026243885
5123218;1;2;1;70; ;2;5;40;4; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;01;61;61;1;1;01;0113;54;2574,61569121733
5123223;1;2;1;70; ;2;4;48;1; ;2;6;1; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;55;54;54;1;1;01;5511;54;801,76808409069
5123249;1;2;1;70; ;2;4;24;3; ;2;5;3; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;1;300000;300000;2; ;97;54;54;1;1;01;9700;54;919,41418771823
5123304;1;3;1;70; ;2;12;48;1; ;2;13;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2600000;1;2;41;19;19;1;1;01;4111;54;383,982823588172
5123446;1;1;1;70; ;2;16;60;1; ;2;4;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;1;500000;1000000;2; ;41;98;93;1;2;01;4111;68;2574,61569121733
5123541;1;3;1;70; ;2;4;40;1; ;2;12;4; ;1;9;1; ; ; ; ; ; ; ; ; ; ;1;2; ;872000;2; ;47;03;41;1;1;01;4721;19;705,305162022857
5123581;1;1;1;70; ;2;40;40;1; ;2;40;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;872000;2; ;84;13;13;1;2;01;8413;19;1367,71765113454
5123611;1;3;1;70; ;2;23;40;3; ;2;23;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;97;54;54;1;2;01;9700;19;2137,77809622336
5123611;1;6;1;70; ;2;23;45;3; ;2;35;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;980000;2; ;47;54;45;1;2;01;4711;19;2137,77809622336
5123616;1;6;1;70; ;2;12;16;4; ;2;52;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;97;54;54;1;1;01;9700;19;1336,74402831136
5123618;1;2;1;70; ;2;104;40;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;600000; ; ; ;54; ;1;2;01;.;19;1641,68925933289
5123620;1;3;1;70; ;2;24;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;850000; ; ; ;13; ;1;2;01;.;19;1787,15240303687
5123629;1;2;1;70; ;2;13;48;1; ;2;22;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;01;53;61;1;1;01;0161;19;1283,58376795046
5123631;1;3;1;70; ;2;23;40;1; ;2;23;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;01;45;61;1;2;01;0161;19;1710,68093208691
5123634;1;2;1;70; ;2;8;40;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;400000; ; ; ;61; ;1;1;01;.;19;2068,78642346934
